Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,\u25bc\u25b2,stage,year
22.0,31.0,5,+0:06,,Phinney Taylor,1,BMC Racing Team,3:28:43 3:28:43,,1,2013
24.0,81.0,6,+0:08,,Degenkolb John,2,Team Argos - Shimano,0:02 0:02,,1,2013
23.0,91.0,8,+0:10,,Viviani Elia,3,Cannondale Pro Cycling Team,0:04 0:04,,1,2013
23.0,32.0,18,+0:10,,Blythe Adam,4,BMC Racing Team,",, 0:04",,1,2013
24.0,116.0,20,+0:10,,Keukeleire Jens,5,Orica GreenEDGE,",, 0:04",,1,2013
21.0,143.0,26,+0:10,,Haller Marco,6,Team Katusha,",, 0:04",,1,2013
24.0,23.0,28,+0:10,,Gallopin Tony,7,RadioShack - Leopard,",, 0:04",,1,2013
22.0,15.0,33,+0:10,,Rowe Luke,8,Sky Procycling,",, 0:04",,1,2013
24.0,137.0,40,+0:10,,Schorn Daniel,9,Team NetApp \u2013 Endura,",, 0:04",,1,2013
22.0,45.0,48,+0:31,,Le Bon Johan,10,FDJ.fr,0:25 0:25,,1,2013
21.0,6.0,62,+0:43,,van Keirsbulck Guillaume,11,Omega Pharma - Quick-Step,0:37 0:37,,1,2013
23.0,86.0,67,+0:52,,Sinkeldam Ramon,12,Team Argos - Shimano,0:46 0:46,,1,2013
23.0,147.0,70,+2:10,,Selig R\xfcdiger,13,Team Katusha,2:04 2:04,,1,2013
21.0,82.0,72,+2:39,,Arndt Nikias,14,Team Argos - Shimano,2:33 2:33,,1,2013
23.0,165.0,76,+16:12,,Delle Stelle Cristian,15,Bardiani Valvole - CSF Inox,16:06 16:06,,1,2013
24.0,48.0,77,+16:12,,Soupe Geoffrey,16,FDJ.fr,",, 16:06",,1,2013
24.0,74.0,80,+16:12,,Fumeaux Jonathan,17,IAM Cycling,",, 16:06",,1,2013
22.0,163.0,81,+16:12,,Colbrelli Sonny,18,Bardiani Valvole - CSF Inox,",, 16:06",,1,2013
,,82,+16:12,,Othman Addy Ammin Shahriman,19,,",, 16:06",,1,2013
24.0,154.0,83,+16:12,,Jang Chan Jae,20,Champion System Pro Cycling Team,",, 16:06",,1,2013
22.0,41.0,84,+16:12,,Bouhanni Nacer,21,FDJ.fr,",, 16:06",,1,2013
22.0,38.0,86,+16:12,,Warbasse Larry,22,BMC Racing Team,",, 16:06",,1,2013
23.0,66.0,87,+16:12,,Huffman Evan,23,Astana Pro Team,",, 16:06",,1,2013
23.0,61.0,88,+16:12,,Guardini Andrea,24,Astana Pro Team,",, 16:06",,1,2013
24.0,162.0,91,+16:12,,Canola Marco,25,Bardiani Valvole - CSF Inox,",, 16:06",,1,2013
25.0,168.0,94,+16:12,,Pasqualon Andrea,26,Bardiani Valvole - CSF Inox,",, 16:06",,1,2013
23.0,97.0,96,+16:12,,Ratto Daniele,27,Cannondale Pro Cycling Team,",, 16:06",,1,2013
24.0,164.0,99,+16:12,,Coledan Marco,28,Bardiani Valvole - CSF Inox,",, 16:06",,1,2013
23.0,28.0,107,+16:12,,Oliveira Nelson,29,RadioShack - Leopard,",, 16:06",,1,2013
24.0,167.0,108,+16:12,,Fortin Filippo,30,Bardiani Valvole - CSF Inox,",, 16:06",,1,2013
24.0,135.0,109,+16:12,,Jarc Bla\u017e,31,Team NetApp \u2013 Endura,",, 16:06",,1,2013
24.0,166.0,110,+16:12,,di Corrado Andrea,32,Bardiani Valvole - CSF Inox,",, 16:06",,1,2013
21.0,125.0,111,+16:12,,Markus Barry,33,Vacansoleil - DCM,",, 16:06",,1,2013
23.0,93.0,117,+16:12,,Boivin Guillaume,34,Cannondale Pro Cycling Team,",, 16:06",,1,2013
22.0,106.0,119,+16:12,,Houle Hugo,35,AG2R La Mondiale,",, 16:06",,1,2013
21.0,67.0,120,+16:12,,Kamyshev Arman,36,Astana Pro Team,",, 16:06",,1,2013
23.0,102.0,124,+16:12,,Appollonio Davide,37,AG2R La Mondiale,",, 16:06",,1,2013
24.0,85.0,125,+16:12,,Mezgec Luka,38,Team Argos - Shimano,",, 16:06",,1,2013
24.0,56.0,128,+16:12,,Kump Marko,39,Team Saxo - Tinkoff,",, 16:06",,1,2013
24.0,152.0,129,+16:12,,Feng Chun Kai,40,Champion System Pro Cycling Team,",, 16:06",,1,2013
23.0,35.0,131,+16:12,,Eijssen Yannick,41,BMC Racing Team,",, 16:06",,1,2013
24.0,177.0,133,+16:12,,Uchima Kohei,42,Japan,",, 16:06",,1,2013
22.0,122.0,134,+16:12,,Kreder Wesley,43,Vacansoleil - DCM,",, 16:06",,1,2013
23.0,5.0,142,+16:12,,Trentin Matteo,44,Omega Pharma - Quick-Step,",, 16:06",,1,2013
22.0,31.0,2,+0:06,1.0,Phinney Taylor,1,BMC Racing Team,6:50:04 6:50:04,-,3,2013
23.0,32.0,3,+0:07,2.0,Blythe Adam,2,BMC Racing Team,0:01 0:01,-,3,2013
22.0,15.0,11,+0:15,3.0,Rowe Luke,3,Sky Procycling,0:09 0:09,-,3,2013
24.0,23.0,14,+0:21,4.0,Gallopin Tony,4,RadioShack - Leopard,0:15 0:15,-,3,2013
21.0,143.0,17,+0:25,5.0,Haller Marco,5,Team Katusha,0:19 0:19,-,3,2013
24.0,116.0,21,+0:33,6.0,Keukeleire Jens,6,Orica GreenEDGE,0:27 0:27,-,3,2013
23.0,91.0,23,+0:34,7.0,Viviani Elia,7,Cannondale Pro Cycling Team,0:28 0:28,-,3,2013
24.0,81.0,28,+0:38,8.0,Degenkolb John,8,Team Argos - Shimano,0:32 0:32,-,3,2013
21.0,6.0,41,+0:53,9.0,van Keirsbulck Guillaume,9,Omega Pharma - Quick-Step,0:47 0:47,-,3,2013
22.0,45.0,59,+2:15,10.0,Le Bon Johan,10,FDJ.fr,2:09 2:09,-,3,2013
24.0,137.0,63,+2:24,12.0,Schorn Daniel,11,Team NetApp \u2013 Endura,2:18 2:18,\u25b21,3,2013
23.0,86.0,64,+2:27,11.0,Sinkeldam Ramon,12,Team Argos - Shimano,2:21 2:21,\u25bc1,3,2013
21.0,82.0,69,+3:25,13.0,Arndt Nikias,13,Team Argos - Shimano,3:19 3:19,-,3,2013
23.0,147.0,71,+4:07,14.0,Selig R\xfcdiger,14,Team Katusha,4:01 4:01,-,3,2013
24.0,48.0,75,+16:35,17.0,Soupe Geoffrey,15,FDJ.fr,16:29 16:29,\u25b22,3,2013
22.0,38.0,78,+16:44,21.0,Warbasse Larry,16,BMC Racing Team,16:38 16:38,\u25b25,3,2013
24.0,135.0,80,+16:45,22.0,Jarc Bla\u017e,17,Team NetApp \u2013 Endura,16:39 16:39,\u25b25,3,2013
22.0,106.0,81,+16:45,23.0,Houle Hugo,18,AG2R La Mondiale,",, 16:39",\u25b25,3,2013
23.0,102.0,83,+16:45,24.0,Appollonio Davide,19,AG2R La Mondiale,",, 16:39",\u25b25,3,2013
23.0,61.0,84,+16:46,25.0,Guardini Andrea,20,Astana Pro Team,16:40 16:40,\u25b25,3,2013
23.0,35.0,86,+16:51,26.0,Eijssen Yannick,21,BMC Racing Team,16:45 16:45,\u25b25,3,2013
22.0,41.0,87,+16:55,18.0,Bouhanni Nacer,22,FDJ.fr,16:49 16:49,\u25bc4,3,2013
21.0,125.0,88,+16:57,27.0,Markus Barry,23,Vacansoleil - DCM,16:51 16:51,\u25b24,3,2013
