Age,Avg,Pnt,Rider,Rnk,Team,stage,year
27.0,,50.0,Armstrong Lance,1,US Postal Service,0,1999
31.0,,30.0,Brochard Laurent,2,Festina - Lotus,0,1999
25.0,,18.0,Vinokourov Alexandre,3,Casino - AG2R,0,1999
28.0,,13.0,Heulot Stephane,4,La Fran\xe7aise des Jeux,0,1999
28.0,,10.0,Hamilton Tyler,5,US Postal Service,0,1999
24.0,,7.0,Verbrugghe Rik,6,Lotto - Mobistar,0,1999
28.0,,4.0,Moreau Christophe,7,Festina - Lotus,0,1999
28.0,,3.0,Belli Wladimir,8,Festina - Lotus,0,1999
22.0,,2.0,Lefevre Laurent,9,Festina - Lotus,0,1999
26.0,,1.0,Casero Angel Luis,10,Vitalicio Seguros - Grupo Generali,0,1999
25.0,,,Beloki Joseba,11,Euskaltel - Euskadi,0,1999
27.0,,,Julich Bobby,12,Cofidis,0,1999
25.0,,,Vaughters Jonathan,13,US Postal Service,0,1999
29.0,,,Bouvard Gilles,14,Home Market - Ville de Charleroi,0,1999
25.0,,,Salmon Benoit,15,Casino - AG2R,0,1999
29.0,,,Magnusson Glenn,16,US Postal Service,0,1999
30.0,,,Boardman Christopher,17,Credit agricole,0,1999
26.0,,,Baranowski Dariusz,18,Banesto,0,1999
30.0,,,Simon Fran\xe7ois,19,Credit agricole,0,1999
27.0,,,Voigt Jens,20,Credit agricole,0,1999
26.0,,,Garcia Jose Vicente,21,Banesto,0,1999
26.0,,,Oriol Christophe,22,Casino - AG2R,0,1999
28.0,,,Solaun Cesar,23,Banesto,0,1999
21.0,,,Vogondy Nicolas,24,La Fran\xe7aise des Jeux,0,1999
23.0,,,Osa Unai,25,Banesto,0,1999
23.0,,,McGee Bradley,26,La Fran\xe7aise des Jeux,0,1999
24.0,,,Moncouti\xe9 David,27,Cofidis,0,1999
27.0,,,Van Hyfte Paul,28,Lotto - Mobistar,0,1999
24.0,,,Aerts Mario,29,Lotto - Mobistar,0,1999
26.0,,,Livingston Kevin,30,US Postal Service,0,1999
29.0,,,Laiseka jaio Roberto,31,Euskaltel - Euskadi,0,1999
23.0,,,Lastras Pablo,32,Banesto,0,1999
