BIB,GC,GC-Time,Prev,Rnk,Team,Time,\u25bc\u25b2,stage,year
,,+ -7:25,,1,Team Sky,22:27 22:27,,0,2018
,,+ -7:25,,2,Lotto Soudal,0:17 0:17,,0,2018
,,+ -7:25,,3,Team LottoNL-Jumbo,",, 0:17",,0,2018
,,+ -7:25,,4,BMC Racing Team,0:19 0:19,,0,2018
,,+ -7:25,,5,Quick-Step Floors,0:22 0:22,,0,2018
,,+ -7:25,,6,Trek - Segafredo,0:29 0:29,,0,2018
,,+ -7:25,,7,Mitchelton-Scott,0:32 0:32,,0,2018
,,+ -7:25,,8,Movistar Team,0:44 0:44,,0,2018
,,+ -7:25,,9,Groupama - FDJ,0:46 0:46,,0,2018
,,+ -7:25,,10,Astana Pro Team,0:48 0:48,,0,2018
,,+ -7:25,,11,Team Sunweb,",, 0:48",,0,2018
,,+ -7:25,,12,Team EF Education First-Drapac p/b Cannondale,0:50 0:50,,0,2018
,,+ -7:25,,13,BORA - hansgrohe,0:51 0:51,,0,2018
,,+ -7:25,,14,Team Dimension Data,0:54 0:54,,0,2018
,,+ -7:25,,15,AG2R La Mondiale,0:56 0:56,,0,2018
,,+ -7:25,,16,Vital Concept Cycling Club,0:59 0:59,,0,2018
,,+ -7:25,,17,Bahrain Merida Pro Cycling Team,1:01 1:01,,0,2018
,,+ -7:25,,18,Team Katusha - Alpecin,1:03 1:03,,0,2018
,,+ -7:25,,19,UAE-Team Emirates,1:18 1:18,,0,2018
,,+ -7:25,,20,"Cofidis, Solutions Cr\xe9dits",1:27 1:27,,0,2018
,,+ -7:25,,21,Wanty - Groupe Gobert,1:41 1:41,,0,2018
,,+ -4:31:51,1.0,1,Team Sky,13:35:45 13:35:45,-,1,2018
,,+ -4:31:51,2.0,2,Lotto Soudal,0:17 0:17,-,1,2018
,,+ -4:31:51,4.0,3,BMC Racing Team,0:19 0:19,\u25b21,1,2018
,,+ -4:31:51,5.0,4,Quick-Step Floors,0:22 0:22,\u25b21,1,2018
,,+ -4:31:51,6.0,5,Trek - Segafredo,0:29 0:29,\u25b21,1,2018
,,+ -4:31:51,7.0,6,Mitchelton-Scott,0:32 0:32,\u25b21,1,2018
,,+ -4:31:51,8.0,7,Movistar Team,0:44 0:44,\u25b21,1,2018
,,+ -4:31:51,9.0,8,Groupama - FDJ,0:46 0:46,\u25b21,1,2018
,,+ -4:31:51,10.0,9,Astana Pro Team,0:48 0:48,\u25b21,1,2018
,,+ -4:31:51,12.0,10,Team EF Education First-Drapac p/b Cannondale,0:50 0:50,\u25b22,1,2018
,,+ -4:31:51,13.0,11,BORA - hansgrohe,0:51 0:51,\u25b22,1,2018
,,+ -4:31:51,14.0,12,Team Dimension Data,0:54 0:54,\u25b22,1,2018
,,+ -4:31:51,15.0,13,AG2R La Mondiale,0:56 0:56,\u25b22,1,2018
,,+ -4:31:51,18.0,14,Team Katusha - Alpecin,1:03 1:03,\u25b24,1,2018
,,+ -4:31:51,19.0,15,UAE-Team Emirates,1:18 1:18,\u25b24,1,2018
,,+ -4:31:51,20.0,16,"Cofidis, Solutions Cr\xe9dits",1:27 1:27,\u25b24,1,2018
,,+ -4:31:51,21.0,17,Wanty - Groupe Gobert,1:41 1:41,\u25b24,1,2018
,,+ -4:31:51,,18,Team Fortuneo - Samsic,2:29 2:29,-,1,2018
,,+ -4:31:51,17.0,19,Bahrain Merida Pro Cycling Team,3:39 3:39,\u25bc2,1,2018
,,+ -4:31:51,3.0,20,Team LottoNL-Jumbo,5:44 5:44,\u25bc17,1,2018
,,+ -4:31:51,16.0,21,Vital Concept Cycling Club,6:09 6:09,\u25bc5,1,2018
,,+ -4:31:51,11.0,22,Team Sunweb,6:41 6:41,\u25bc11,1,2018
,,+ -8:51:46,1.0,1,Team Sky,26:35:36 26:35:36,-,2,2018
,,+ -8:51:46,2.0,2,Lotto Soudal,0:17 0:17,-,2,2018
,,+ -8:51:46,3.0,3,BMC Racing Team,0:19 0:19,-,2,2018
,,+ -8:51:46,4.0,4,Quick-Step Floors,0:22 0:22,-,2,2018
,,+ -8:51:46,5.0,5,Trek - Segafredo,0:29 0:29,-,2,2018
,,+ -8:51:46,6.0,6,Mitchelton-Scott,0:32 0:32,-,2,2018
,,+ -8:51:46,7.0,7,Movistar Team,0:44 0:44,-,2,2018
,,+ -8:51:46,8.0,8,Groupama - FDJ,0:46 0:46,-,2,2018
,,+ -8:51:46,9.0,9,Astana Pro Team,0:48 0:48,-,2,2018
,,+ -8:51:46,10.0,10,Team EF Education First-Drapac p/b Cannondale,0:50 0:50,-,2,2018
,,+ -8:51:46,11.0,11,BORA - hansgrohe,0:51 0:51,-,2,2018
,,+ -8:51:46,13.0,12,AG2R La Mondiale,0:56 0:56,\u25b21,2,2018
,,+ -8:51:46,14.0,13,Team Katusha - Alpecin,1:03 1:03,\u25b21,2,2018
,,+ -8:51:46,15.0,14,UAE-Team Emirates,1:18 1:18,\u25b21,2,2018
,,+ -8:51:46,16.0,15,"Cofidis, Solutions Cr\xe9dits",1:27 1:27,\u25b21,2,2018
,,+ -8:51:46,17.0,16,Wanty - Groupe Gobert,1:41 1:41,\u25b21,2,2018
,,+ -8:51:46,18.0,17,Team Fortuneo - Samsic,2:29 2:29,\u25b21,2,2018
,,+ -8:51:46,19.0,18,Bahrain Merida Pro Cycling Team,3:39 3:39,\u25b21,2,2018
,,+ -8:51:46,20.0,19,Team LottoNL-Jumbo,5:44 5:44,\u25b21,2,2018
,,+ -8:51:46,12.0,20,Team Dimension Data,6:16 6:16,\u25bc8,2,2018
,,+ -8:51:46,21.0,21,Vital Concept Cycling Club,22:15 22:15,-,2,2018
,,+ -8:51:46,22.0,22,Team Sunweb,28:21 28:21,-,2,2018
,,+ -9:28:21,1.0,1,Team Sky,27:12:09 27:12:09,-,3,2018
,,+ -9:28:21,3.0,2,BMC Racing Team,0:56 0:56,\u25b21,3,2018
,,+ -9:28:21,2.0,3,Lotto Soudal,1:09 1:09,\u25bc1,3,2018
,,+ -9:28:21,4.0,4,Quick-Step Floors,1:23 1:23,-,3,2018
,,+ -9:28:21,6.0,5,Mitchelton-Scott,1:28 1:28,\u25b21,3,2018
,,+ -9:28:21,5.0,6,Trek - Segafredo,1:55 1:55,\u25bc1,3,2018
,,+ -9:28:21,7.0,7,Movistar Team,2:15 2:15,-,3,2018
,,+ -9:28:21,8.0,8,Groupama - FDJ,2:19 2:19,-,3,2018
,,+ -9:28:21,12.0,9,AG2R La Mondiale,2:25 2:25,\u25b23,3,2018
,,+ -9:28:21,10.0,10,Team EF Education First-Drapac p/b Cannondale,2:34 2:34,-,3,2018
,,+ -9:28:21,11.0,11,BORA - hansgrohe,2:36 2:36,-,3,2018
,,+ -9:28:21,9.0,12,Astana Pro Team,",, 2:36",\u25bc3,3,2018
,,+ -9:28:21,13.0,13,Team Katusha - Alpecin,2:52 2:52,-,3,2018
,,+ -9:28:21,14.0,14,UAE-Team Emirates,3:46 3:46,-,3,2018
,,+ -9:28:21,15.0,15,"Cofidis, Solutions Cr\xe9dits",3:54 3:54,-,3,2018
,,+ -9:28:21,16.0,16,Wanty - Groupe Gobert,4:51 4:51,-,3,2018
,,+ -9:28:21,17.0,17,Team Fortuneo - Samsic,4:54 4:54,-,3,2018
,,+ -9:28:21,18.0,18,Bahrain Merida Pro Cycling Team,5:43 5:43,-,3,2018
,,+ -9:28:21,19.0,19,Team LottoNL-Jumbo,7:16 7:16,-,3,2018
,,+ -9:28:21,20.0,20,Team Dimension Data,7:57 7:57,-,3,2018
,,+ -9:28:21,21.0,21,Vital Concept Cycling Club,24:35 24:35,-,3,2018
,,+ -9:28:21,22.0,22,Team Sunweb,31:40 31:40,-,3,2018
,,+ - 13:55:30,1.0,1,Team Sky,40:33:28 40:33:28,-,4,2018
,,+ - 13:55:30,12.0,2,Astana Pro Team,3:55 3:55,\u25b210,4,2018
,,+ - 13:55:30,4.0,3,Quick-Step Floors,6:33 6:33,\u25b21,4,2018
,,+ - 13:55:30,16.0,4,Wanty - Groupe Gobert,6:41 6:41,\u25b212,4,2018
,,+ - 13:55:30,9.0,5,AG2R La Mondiale,6:55 6:55,\u25b24,4,2018
,,+ - 13:55:30,15.0,6,"Cofidis, Solutions Cr\xe9dits",7:27 7:27,\u25b29,4,2018
,,+ - 13:55:30,14.0,7,UAE-Team Emirates,9:52 9:52,\u25b27,4,2018
,,+ - 13:55:30,7.0,8,Movistar Team,10:16 10:16,\u25bc1,4,2018
,,+ - 13:55:30,3.0,9,Lotto Soudal,10:26 10:26,\u25bc6,4,2018
,,+ - 13:55:30,13.0,10,Team Katusha - Alpecin,11:08 11:08,\u25b23,4,2018
,,+ - 13:55:30,11.0,11,BORA - hansgrohe,12:44 12:44,-,4,2018
,,+ - 13:55:30,6.0,12,Trek - Segafredo,13:33 13:33,\u25bc6,4,2018
,,+ - 13:55:30,2.0,13,BMC Racing Team,15:23 15:23,\u25bc11,4,2018
,,+ - 13:55:30,20.0,14,Team Dimension Data,15:51 15:51,\u25b26,4,2018
,,+ - 13:55:30,17.0,15,Team Fortuneo - Samsic,17:34 17:34,\u25b22,4,2018
