Age,BIB,Pnt,Prev,Rider,Rnk,Team,UCI,\u25bc\u25b2,stage,year
22,214,17,,Gesbert Elie,48,Fortuneo - Oscaro,,-,10,2017
29,19,15,47.0,Vuillermoz Alexis,49,AG2R La Mondiale,,\u25bc2,10,2017
33,177,15,48.0,Quemeneur Perrig,50,Direct Energie,,\u25bc2,10,2017
29,178,15,49.0,Sicard Romain,51,Direct Energie,,\u25bc2,10,2017
36,3,15,50.0,Kiryienka Vasil,52,Team Sky,,\u25bc2,10,2017
30,217,15,51.0,Pichon Laurent,53,Fortuneo - Oscaro,,\u25bc2,10,2017
36,175,15,52.0,Gene Yohann,54,Direct Energie,,\u25bc2,10,2017
32,102,14,53.0,Bauer Jack,55,Quick-Step Floors,,\u25bc2,10,2017
27,6,13,54.0,Landa Mikel,56,Team Sky,,\u25bc2,10,2017
25,61,13,55.0,Meintjes Louis,57,UAE Team Emirates,,\u25bc2,10,2017
25,58,13,56.0,Valgren Michael,58,Astana Pro Team,,\u25bc2,10,2017
31,145,13,58.0,Geschke Simon,59,Team Sunweb,,\u25bc1,10,2017
36,136,13,59.0,Hansen Adam,60,Lotto Soudal,,\u25bc1,10,2017
23,129,13,60.0,Zabel Rick,61,Team Katusha - Alpecin,,\u25bc1,10,2017
32,121,13,61.0,Martin Tony,62,Team Katusha - Alpecin,,\u25bc1,10,2017
26,122,13,90.0,Haller Marco,63,Team Katusha - Alpecin,,\u25b227,10,2017
27,162,12,62.0,Bennett George,64,Team LottoNL-Jumbo,,\u25bc2,10,2017
25,142,12,81.0,Arndt Nikias,65,Team Sunweb,,\u25b216,10,2017
32,106,12,79.0,Sabatini Fabio,66,Quick-Step Floors,,\u25b213,10,2017
34,31,11,63.0,Contador Alberto,67,Trek - Segafredo,,\u25bc4,10,2017
27,5,11,64.0,Kwiatkowski Michal,68,Team Sky,,\u25bc4,10,2017
27,24,10,65.0,Betancur Carlos,69,Movistar Team,,\u25bc4,10,2017
27,166,10,66.0,Roglic Primoz,70,Team LottoNL-Jumbo,,\u25bc4,10,2017
30,216,10,68.0,Perichon Pierre-Luc,71,Fortuneo - Oscaro,,\u25bc3,10,2017
30,37,9,69.0,Mollema Bauke,72,Trek - Segafredo,,\u25bc3,10,2017
32,137,9,70.0,Roelandts Jurgen,73,Lotto Soudal,,\u25bc3,10,2017
29,206,8,71.0,Pasqualon Andrea,74,Wanty - Groupe Gobert,,\u25bc3,10,2017
32,112,8,72.0,Bodnar Maciej,75,BORA - hansgrohe,,\u25bc3,10,2017
38,171,8,73.0,Voeckler Thomas,76,Direct Energie,,\u25bc3,10,2017
36,194,8,74.0,Bozic Borut,77,Bahrain Merida Pro Cycling Team,,\u25bc3,10,2017
33,157,7,75.0,Navarro Daniel,78,"Cofidis, Solutions Cr\xe9dits",,\u25bc3,10,2017
28,38,6,76.0,Pantano Jarlinson,79,Trek - Segafredo,,\u25bc3,10,2017
31,49,6,77.0,Wyss Danilo,80,BMC Racing Team,,\u25bc3,10,2017
24,148,6,88.0,Teunissen Mike,81,Team Sunweb,,\u25b27,10,2017
24,207,6,78.0,Smith Dion,82,Wanty - Groupe Gobert,,\u25bc4,10,2017
38,174,5,80.0,Chavanel Sylvain,83,Direct Energie,,\u25bc3,10,2017
27,77,4,82.0,Molard Rudy,84,FDJ,,\u25bc2,10,2017
26,139,4,83.0,Wellens Tim,85,Lotto Soudal,,\u25bc2,10,2017
33,54,4,84.0,Grivko Andrei,86,Astana Pro Team,,\u25bc2,10,2017
33,7,3,85.0,Nieve Mikel,87,Team Sky,,\u25bc2,10,2017
24,113,3,86.0,Buchmann Emanuel,88,BORA - hansgrohe,,\u25bc2,10,2017
26,18,3,87.0,Naesen Oliver,89,AG2R La Mondiale,,\u25bc2,10,2017
31,193,3,89.0,Bole Grega,90,Bahrain Merida Pro Cycling Team,,\u25bc1,10,2017
35,138,3,91.0,Sieberg Marcel,91,Lotto Soudal,,-,10,2017
27,72,3,,Cimolai Davide,92,FDJ,,-,10,2017
29,2,2,92.0,Henao Sergio Luis,93,Team Sky,,\u25bc1,10,2017
32,86,2,93.0,Impey Daryl,94,ORICA-Scott,,\u25bc1,10,2017
24,28,2,,S\xfctterlin Jasha,95,Movistar Team,,-,10,2017
37,144,2,,Curvers Roy,96,Team Sunweb,,-,10,2017
23,17,1,94.0,Latour Pierre,97,AG2R La Mondiale,,\u25bc3,10,2017
30,25,1,95.0,Castroviejo Jonathan,98,Movistar Team,,\u25bc3,10,2017
28,146,1,96.0,Sinkeldam Ramon,99,Team Sunweb,,\u25bc3,10,2017
29,101,335,1.0,Kittel Marcel,1,Quick-Step Floors,,-,11,2017
26,141,202,2.0,Matthews Michael,2,Team Sunweb,,-,11,2017
34,131,171,3.0,Greipel Andr\xe9,3,Lotto Soudal,,-,11,2017
30,125,158,4.0,Kristoff Alexander,4,Team Katusha - Alpecin,,-,11,2017
27,197,97,5.0,Colbrelli Sonny,5,Bahrain Merida Pro Cycling Team,,-,11,2017
24,163,94,8.0,Groenewegen Dylan,6,Team LottoNL-Jumbo,,\u25b22,11,2017
30,92,93,6.0,Boasson Hagen Edvald,7,Team Dimension Data,,\u25bc1,11,2017
26,151,78,7.0,Bouhanni Nacer,8,"Cofidis, Solutions Cr\xe9dits",,\u25bc1,11,2017
30,105,58,9.0,Martin Daniel,9,Quick-Step Floors,,-,11,2017
28,33,57,10.0,Degenkolb John,10,Trek - Segafredo,,-,11,2017
27,51,56,11.0,Aru Fabio,11,Astana Pro Team,,-,11,2017
32,1,56,12.0,Froome Christopher,12,Team Sky,,-,11,2017
27,202,54,16.0,Backaert Frederik,13,Wanty - Groupe Gobert,,\u25b23,11,2017
25,211,48,20.0,McLay Daniel,14,Fortuneo - Oscaro,,\u25b26,11,2017
29,68,47,15.0,Swift Ben,15,UAE Team Emirates,,-,11,2017
28,119,44,13.0,Selig R\xfcdiger,16,BORA - hansgrohe,,\u25bc3,11,2017
24,173,41,14.0,Calmejane Lilian,17,Direct Energie,,\u25bc3,11,2017
26,11,35,17.0,Bardet Romain,18,AG2R La Mondiale,,\u25bc1,11,2017
30,188,33,18.0,Uran Rigoberto,19,Cannondale-Drapac Pro Cycling Team,,\u25bc1,11,2017
30,205,33,19.0,Offredo Yoann,20,Wanty - Groupe Gobert,,\u25bc1,11,2017
25,143,28,21.0,Barguil Warren,21,Team Sunweb,,-,11,2017
31,12,28,22.0,Bakelants Jan,22,AG2R La Mondiale,,-,11,2017
31,107,27,32.0,Stybar Zdenek,23,Quick-Step Floors,,\u25b29,11,2017
23,172,26,23.0,Boudat Thomas,24,Direct Energie,,\u25bc1,11,2017
35,104,26,41.0,Gilbert Philippe,25,Quick-Step Floors,,\u25b216,11,2017
30,209,26,38.0,Vanspeybrouck Pieter,26,Wanty - Groupe Gobert,,\u25b212,11,2017
23,133,25,24.0,Benoot Tiesj,27,Lotto Soudal,,\u25bc3,11,2017
29,135,24,25.0,Gallopin Tony,28,Lotto Soudal,,\u25bc3,11,2017
30,134,24,26.0,De Gendt Thomas,29,Lotto Soudal,,\u25bc3,11,2017
32,53,23,27.0,Fuglsang Jakob,30,Astana Pro Team,,\u25bc3,11,2017
33,46,23,28.0,Roche Nicolas,31,BMC Racing Team,,\u25bc3,11,2017
32,112,23,75.0,Bodnar Maciej,32,BORA - hansgrohe,,\u25b243,11,2017
24,201,22,29.0,Martin Guillaume,33,Wanty - Groupe Gobert,,\u25bc4,11,2017
25,189,22,30.0,van Baarle Dylan,34,Cannondale-Drapac Pro Cycling Team,,\u25bc4,11,2017
27,21,21,31.0,Quintana Nairo,35,Movistar Team,,\u25bc4,11,2017
26,176,21,33.0,Petit Adrien,36,Direct Energie,,\u25bc3,11,2017
27,186,21,34.0,Phinney Taylor,37,Cannondale-Drapac Pro Cycling Team,,\u25bc3,11,2017
23,128,20,35.0,Politt Nils,38,Team Katusha - Alpecin,,\u25bc3,11,2017
33,66,20,,Marcato Marco,39,UAE Team Emirates,,-,11,2017
26,208,20,36.0,van Keirsbulck Guillaume,40,Wanty - Groupe Gobert,,\u25bc4,11,2017
24,89,20,37.0,Yates Simon,41,ORICA-Scott,,\u25bc4,11,2017
26,184,19,39.0,Brown Nathan,42,Cannondale-Drapac Pro Cycling Team,,\u25bc3,11,2017
32,48,19,40.0,Van Avermaet Greg,43,BMC Racing Team,,\u25bc3,11,2017
28,215,18,42.0,Hardy Romain,44,Fortuneo - Oscaro,,\u25bc2,11,2017
23,44,18,43.0,K\xfcng Stefan,45,BMC Racing Team,,\u25bc2,11,2017
31,88,17,44.0,Kreuziger Roman,46,ORICA-Scott,,\u25bc2,11,2017
30,212,17,45.0,Bouet Maxime,47,Fortuneo - Oscaro,,\u25bc2,11,2017
23,182,17,46.0,Bettiol Alberto,48,Cannondale-Drapac Pro Cycling Team,,\u25bc2,11,2017
28,65,17,47.0,Laengen Vegard Stake,49,UAE Team Emirates,,\u25bc2,11,2017
22,214,17,48.0,Gesbert Elie,50,Fortuneo - Oscaro,,\u25bc2,11,2017
32,106,17,66.0,Sabatini Fabio,51,Quick-Step Floors,,\u25b215,11,2017
27,72,17,92.0,Cimolai Davide,52,FDJ,,\u25b240,11,2017
29,19,15,49.0,Vuillermoz Alexis,53,AG2R La Mondiale,,\u25bc4,11,2017
33,177,15,50.0,Quemeneur Perrig,54,Direct Energie,,\u25bc4,11,2017
29,178,15,51.0,Sicard Romain,55,Direct Energie,,\u25bc4,11,2017
36,3,15,52.0,Kiryienka Vasil,56,Team Sky,,\u25bc4,11,2017
30,217,15,53.0,Pichon Laurent,57,Fortuneo - Oscaro,,\u25bc4,11,2017
36,175,15,54.0,Gene Yohann,58,Direct Energie,,\u25bc4,11,2017
32,102,14,55.0,Bauer Jack,59,Quick-Step Floors,,\u25bc4,11,2017
27,6,13,56.0,Landa Mikel,60,Team Sky,,\u25bc4,11,2017
25,61,13,57.0,Meintjes Louis,61,UAE Team Emirates,,\u25bc4,11,2017
25,58,13,58.0,Valgren Michael,62,Astana Pro Team,,\u25bc4,11,2017
31,145,13,59.0,Geschke Simon,63,Team Sunweb,,\u25bc4,11,2017
27,5,13,68.0,Kwiatkowski Michal,64,Team Sky,,\u25b24,11,2017
31,49,13,80.0,Wyss Danilo,65,BMC Racing Team,,\u25b215,11,2017
36,136,13,60.0,Hansen Adam,66,Lotto Soudal,,\u25bc6,11,2017
23,129,13,61.0,Zabel Rick,67,Team Katusha - Alpecin,,\u25bc6,11,2017
32,121,13,62.0,Martin Tony,68,Team Katusha - Alpecin,,\u25bc6,11,2017
26,122,13,63.0,Haller Marco,69,Team Katusha - Alpecin,,\u25bc6,11,2017
27,162,12,64.0,Bennett George,70,Team LottoNL-Jumbo,,\u25bc6,11,2017
25,142,12,65.0,Arndt Nikias,71,Team Sunweb,,\u25bc6,11,2017
34,31,11,67.0,Contador Alberto,72,Trek - Segafredo,,\u25bc5,11,2017
27,24,10,69.0,Betancur Carlos,73,Movistar Team,,\u25bc4,11,2017
27,166,10,70.0,Roglic Primoz,74,Team LottoNL-Jumbo,,\u25bc4,11,2017
30,216,10,71.0,Perichon Pierre-Luc,75,Fortuneo - Oscaro,,\u25bc4,11,2017
30,37,9,72.0,Mollema Bauke,76,Trek - Segafredo,,\u25bc4,11,2017
32,137,9,73.0,Roelandts Jurgen,77,Lotto Soudal,,\u25bc4,11,2017
24,207,9,82.0,Smith Dion,78,Wanty - Groupe Gobert,,\u25b24,11,2017
29,206,8,74.0,Pasqualon Andrea,79,Wanty - Groupe Gobert,,\u25bc5,11,2017
38,171,8,76.0,Voeckler Thomas,80,Direct Energie,,\u25bc4,11,2017
36,194,8,77.0,Bozic Borut,81,Bahrain Merida Pro Cycling Team,,\u25bc4,11,2017
33,157,7,78.0,Navarro Daniel,82,"Cofidis, Solutions Cr\xe9dits",,\u25bc4,11,2017
28,38,6,79.0,Pantano Jarlinson,83,Trek - Segafredo,,\u25bc4,11,2017
24,148,6,81.0,Teunissen Mike,84,Team Sunweb,,\u25bc3,11,2017
38,174,5,83.0,Chavanel Sylvain,85,Direct Energie,,\u25bc2,11,2017
28,146,5,99.0,Sinkeldam Ramon,86,Team Sunweb,,\u25b213,11,2017
27,77,4,84.0,Molard Rudy,87,FDJ,,\u25bc3,11,2017
32,219,4,,Vachon Florian,88,Fortuneo - Oscaro,,-,11,2017
26,139,4,85.0,Wellens Tim,89,Lotto Soudal,,\u25bc4,11,2017
33,54,4,86.0,Grivko Andrei,90,Astana Pro Team,,\u25bc4,11,2017
33,7,3,87.0,Nieve Mikel,91,Team Sky,,\u25bc4,11,2017
29,2,3,93.0,Henao Sergio Luis,92,Team Sky,,\u25b21,11,2017
24,113,3,88.0,Buchmann Emanuel,93,BORA - hansgrohe,,\u25bc5,11,2017
26,18,3,89.0,Naesen Oliver,94,AG2R La Mondiale,,\u25bc5,11,2017
31,193,3,90.0,Bole Grega,95,Bahrain Merida Pro Cycling Team,,\u25bc5,11,2017
36,4,3,,Knees Christian,96,Team Sky,,-,11,2017
35,138,3,91.0,Sieberg Marcel,97,Lotto Soudal,,\u25bc6,11,2017
29,42,2,,Caruso Damiano,98,BMC Racing Team,,-,11,2017
32,86,2,94.0,Impey Daryl,99,ORICA-Scott,,\u25bc5,11,2017
24,28,2,95.0,S\xfctterlin Jasha,100,Movistar Team,,\u25bc5,11,2017
37,144,2,96.0,Curvers Roy,101,Team Sunweb,,\u25bc5,11,2017
23,17,1,97.0,Latour Pierre,102,AG2R La Mondiale,,\u25bc5,11,2017
30,25,1,98.0,Castroviejo Jonathan,103,Movistar Team,,\u25bc5,11,2017
29,101,352,1.0,Kittel Marcel,1,Quick-Step Floors,,-,12,2017
26,141,222,2.0,Matthews Michael,2,Team Sunweb,,-,12,2017
34,131,171,3.0,Greipel Andr\xe9,3,Lotto Soudal,,-,12,2017
30,125,158,4.0,Kristoff Alexander,4,Team Katusha - Alpecin,,-,12,2017
27,197,97,5.0,Colbrelli Sonny,5,Bahrain Merida Pro Cycling Team,,-,12,2017
24,163,94,6.0,Groenewegen Dylan,6,Team LottoNL-Jumbo,,-,12,2017
30,92,93,7.0,Boasson Hagen Edvald,7,Team Dimension Data,,-,12,2017
26,151,78,8.0,Bouhanni Nacer,8,"Cofidis, Solutions Cr\xe9dits",,-,12,2017
27,51,71,11.0,Aru Fabio,9,Astana Pro Team,,\u25b22,12,2017
30,105,68,9.0,Martin Daniel,10,Quick-Step Floors,,\u25bc1,12,2017
32,1,65,12.0,Froome Christopher,11,Team Sky,,\u25b21,12,2017
28,33,57,10.0,Degenkolb John,12,Trek - Segafredo,,\u25bc2,12,2017
26,11,55,18.0,Bardet Romain,13,AG2R La Mondiale,,\u25b25,12,2017
27,202,54,13.0,Backaert Frederik,14,Wanty - Groupe Gobert,,\u25bc1,12,2017
30,188,50,19.0,Uran Rigoberto,15,Cannondale-Drapac Pro Cycling Team,,\u25b24,12,2017
25,211,48,14.0,McLay Daniel,16,Fortuneo - Oscaro,,\u25bc2,12,2017
29,68,47,15.0,Swift Ben,17,UAE Team Emirates,,\u25bc2,12,2017
28,119,44,16.0,Selig R\xfcdiger,18,BORA - hansgrohe,,\u25bc2,12,2017
24,173,41,17.0,Calmejane Lilian,19,Direct Energie,,\u25bc2,12,2017
30,134,39,29.0,De Gendt Thomas,20,Lotto Soudal,,\u25b29,12,2017
30,205,33,20.0,Offredo Yoann,21,Wanty - Groupe Gobert,,\u25bc1,12,2017
25,143,32,21.0,Barguil Warren,22,Team Sunweb,,\u25bc1,12,2017
23,44,29,45.0,K\xfcng Stefan,23,BMC Racing Team,,\u25b222,12,2017
23,128,28,38.0,Politt Nils,24,Team Katusha - Alpecin,,\u25b214,12,2017
31,12,28,22.0,Bakelants Jan,25,AG2R La Mondiale,,\u25bc3,12,2017
24,89,27,41.0,Yates Simon,26,ORICA-Scott,,\u25b215,12,2017
32,102,27,59.0,Bauer Jack,27,Quick-Step Floors,,\u25b232,12,2017
31,107,27,23.0,Stybar Zdenek,28,Quick-Step Floors,,\u25bc5,12,2017
23,172,26,24.0,Boudat Thomas,29,Direct Energie,,\u25bc5,12,2017
35,104,26,25.0,Gilbert Philippe,30,Quick-Step Floors,,\u25bc5,12,2017
27,6,26,60.0,Landa Mikel,31,Team Sky,,\u25b229,12,2017
27,21,26,35.0,Quintana Nairo,32,Movistar Team,,\u25b23,12,2017
30,209,26,26.0,Vanspeybrouck Pieter,33,Wanty - Groupe Gobert,,\u25bc7,12,2017
23,133,25,27.0,Benoot Tiesj,34,Lotto Soudal,,\u25bc7,12,2017
25,61,24,61.0,Meintjes Louis,35,UAE Team Emirates,,\u25b226,12,2017
29,135,24,28.0,Gallopin Tony,36,Lotto Soudal,,\u25bc8,12,2017
32,112,23,32.0,Bodnar Maciej,37,BORA - hansgrohe,,\u25bc5,12,2017
33,46,23,31.0,Roche Nicolas,38,BMC Racing Team,,\u25bc7,12,2017
32,53,23,30.0,Fuglsang Jakob,39,Astana Pro Team,,\u25bc9,12,2017
25,189,22,34.0,van Baarle Dylan,40,Cannondale-Drapac Pro Cycling Team,,\u25bc6,12,2017
24,201,22,33.0,Martin Guillaume,41,Wanty - Groupe Gobert,,\u25bc8,12,2017
27,186,21,37.0,Phinney Taylor,42,Cannondale-Drapac Pro Cycling Team,,\u25bc5,12,2017
26,176,21,36.0,Petit Adrien,43,Direct Energie,,\u25bc7,12,2017
26,208,20,40.0,van Keirsbulck Guillaume,44,Wanty - Groupe Gobert,,\u25bc4,12,2017
33,66,20,39.0,Marcato Marco,45,UAE Team Emirates,,\u25bc6,12,2017
27,162,20,70.0,Bennett George,46,Team LottoNL-Jumbo,,\u25b224,12,2017
32,48,19,43.0,Van Avermaet Greg,47,BMC Racing Team,,\u25bc4,12,2017
26,184,19,42.0,Brown Nathan,48,Cannondale-Drapac Pro Cycling Team,,\u25bc6,12,2017
28,215,18,44.0,Hardy Romain,49,Fortuneo - Oscaro,,\u25bc5,12,2017
30,212,17,47.0,Bouet Maxime,50,Fortuneo - Oscaro,,\u25bc3,12,2017
28,65,17,49.0,Laengen Vegard Stake,51,UAE Team Emirates,,\u25bc2,12,2017
22,214,17,50.0,Gesbert Elie,52,Fortuneo - Oscaro,,\u25bc2,12,2017
31,88,17,46.0,Kreuziger Roman,53,ORICA-Scott,,\u25bc7,12,2017
32,106,17,51.0,Sabatini Fabio,54,Quick-Step Floors,,\u25bc3,12,2017
23,182,17,48.0,Bettiol Alberto,55,Cannondale-Drapac Pro Cycling Team,,\u25bc7,12,2017
27,72,17,52.0,Cimolai Davide,56,FDJ,,\u25bc4,12,2017
30,217,15,57.0,Pichon Laurent,57,Fortuneo - Oscaro,,-,12,2017
29,178,15,55.0,Sicard Romain,58,Direct Energie,,\u25bc3,12,2017
33,177,15,54.0,Quemeneur Perrig,59,Direct Energie,,\u25bc5,12,2017
36,175,15,58.0,Gene Yohann,60,Direct Energie,,\u25bc2,12,2017
36,3,15,56.0,Kiryienka Vasil,61,Team Sky,,\u25bc5,12,2017
29,19,15,53.0,Vuillermoz Alexis,62,AG2R La Mondiale,,\u25bc9,12,2017
34,31,13,72.0,Contador Alberto,63,Trek - Segafredo,,\u25b29,12,2017
32,121,13,68.0,Martin Tony,64,Team Katusha - Alpecin,,\u25b24,12,2017
36,136,13,66.0,Hansen Adam,65,Lotto Soudal,,\u25b21,12,2017
23,129,13,67.0,Zabel Rick,66,Team Katusha - Alpecin,,\u25b21,12,2017
26,122,13,69.0,Haller Marco,67,Team Katusha - Alpecin,,\u25b22,12,2017
25,58,13,62.0,Valgren Michael,68,Astana Pro Team,,\u25bc6,12,2017
31,145,13,63.0,Geschke Simon,69,Team Sunweb,,\u25bc6,12,2017
27,5,13,64.0,Kwiatkowski Michal,70,Team Sky,,\u25bc6,12,2017
31,49,13,65.0,Wyss Danilo,71,BMC Racing Team,,\u25bc6,12,2017
25,142,12,71.0,Arndt Nikias,72,Team Sunweb,,\u25bc1,12,2017
33,7,10,91.0,Nieve Mikel,73,Team Sky,,\u25b218,12,2017
27,24,10,73.0,Betancur Carlos,74,Movistar Team,,\u25bc1,12,2017
34,32,10,,de Kort Koen,75,Trek - Segafredo,,-,12,2017
30,216,10,75.0,Perichon Pierre-Luc,76,Fortuneo - Oscaro,,\u25bc1,12,2017
27,166,10,74.0,Roglic Primoz,77,Team LottoNL-Jumbo,,\u25bc3,12,2017
32,137,9,77.0,Roelandts Jurgen,78,Lotto Soudal,,\u25bc1,12,2017
30,37,9,76.0,Mollema Bauke,79,Trek - Segafredo,,\u25bc3,12,2017
27,69,9,,Ulissi Diego,80,UAE Team Emirates,,-,12,2017
24,207,9,78.0,Smith Dion,81,Wanty - Groupe Gobert,,\u25bc3,12,2017
36,194,8,81.0,Bozic Borut,82,Bahrain Merida Pro Cycling Team,,\u25bc1,12,2017
29,206,8,79.0,Pasqualon Andrea,83,Wanty - Groupe Gobert,,\u25bc4,12,2017
38,171,8,80.0,Voeckler Thomas,84,Direct Energie,,\u25bc4,12,2017
29,16,7,,Gautier Cyril,85,AG2R La Mondiale,,-,12,2017
33,157,7,82.0,Navarro Daniel,86,"Cofidis, Solutions Cr\xe9dits",,\u25bc4,12,2017
31,159,6,,Simon Julien,87,"Cofidis, Solutions Cr\xe9dits",,-,12,2017
28,38,6,83.0,Pantano Jarlinson,88,Trek - Segafredo,,\u25bc5,12,2017
24,148,6,84.0,Teunissen Mike,89,Team Sunweb,,\u25bc5,12,2017
36,4,6,96.0,Knees Christian,90,Team Sky,,\u25b26,12,2017
29,42,5,98.0,Caruso Damiano,91,BMC Racing Team,,\u25b27,12,2017
28,146,5,86.0,Sinkeldam Ramon,92,Team Sunweb,,\u25bc6,12,2017
33,26,5,,Erviti Imanol,93,Movistar Team,,-,12,2017
38,174,5,85.0,Chavanel Sylvain,94,Direct Energie,,\u25bc9,12,2017
33,54,4,90.0,Grivko Andrei,95,Astana Pro Team,,\u25bc5,12,2017
36,93,4,,Cummings Stephen,96,Team Dimension Data,,-,12,2017
32,219,4,88.0,Vachon Florian,97,Fortuneo - Oscaro,,\u25bc9,12,2017
27,77,4,87.0,Molard Rudy,98,FDJ,,\u25bc11,12,2017
26,139,4,89.0,Wellens Tim,99,Lotto Soudal,,\u25bc10,12,2017
31,193,3,95.0,Bole Grega,100,Bahrain Merida Pro Cycling Team,,\u25bc5,12,2017
24,113,3,93.0,Buchmann Emanuel,101,BORA - hansgrohe,,\u25bc8,12,2017
35,138,3,97.0,Sieberg Marcel,102,Lotto Soudal,,\u25bc5,12,2017
29,2,3,92.0,Henao Sergio Luis,103,Team Sky,,\u25bc11,12,2017
26,18,3,94.0,Naesen Oliver,104,AG2R La Mondiale,,\u25bc10,12,2017
23,17,2,102.0,Latour Pierre,105,AG2R La Mondiale,,\u25bc3,12,2017
24,28,2,100.0,S\xfctterlin Jasha,106,Movistar Team,,\u25bc6,12,2017
37,144,2,101.0,Curvers Roy,107,Team Sunweb,,\u25bc6,12,2017
32,86,2,99.0,Impey Daryl,108,ORICA-Scott,,\u25bc9,12,2017
27,8,2,,Rowe Luke,109,Team Sky,,-,12,2017
30,25,1,103.0,Castroviejo Jonathan,110,Movistar Team,,\u25bc7,12,2017
29,101,363,1.0,Kittel Marcel,1,Quick-Step Floors,,-,13,2017
26,141,235,2.0,Matthews Michael,2,Team Sunweb,,-,13,2017
34,131,180,3.0,Greipel Andr\xe9,3,Lotto Soudal,,-,13,2017
30,125,158,4.0,Kristoff Alexander,4,Team Katusha - Alpecin,,-,13,2017
27,197,107,5.0,Colbrelli Sonny,5,Bahrain Merida Pro Cycling Team,,-,13,2017
24,163,94,6.0,Groenewegen Dylan,6,Team LottoNL-Jumbo,,-,13,2017
30,92,93,7.0,Boasson Hagen Edvald,7,Team Dimension Data,,-,13,2017
27,51,78,9.0,Aru Fabio,8,Astana Pro Team,,\u25b21,13,2017
30,105,78,10.0,Martin Daniel,9,Quick-Step Floors,,\u25b21,13,2017
26,151,78,8.0,Bouhanni Nacer,10,"Cofidis, Solutions Cr\xe9dits",,\u25bc2,13,2017
32,1,73,11.0,Froome Christopher,11,Team Sky,,-,13,2017
26,11,60,13.0,Bardet Romain,12,AG2R La Mondiale,,\u25b21,13,2017
28,33,57,12.0,Degenkolb John,13,Trek - Segafredo,,\u25bc1,13,2017
30,188,56,15.0,Uran Rigoberto,14,Cannondale-Drapac Pro Cycling Team,,\u25b21,13,2017
27,202,54,14.0,Backaert Frederik,15,Wanty - Groupe Gobert,,\u25bc1,13,2017
25,143,52,22.0,Barguil Warren,16,Team Sunweb,,\u25b26,13,2017
25,211,48,16.0,McLay Daniel,17,Fortuneo - Oscaro,,\u25bc1,13,2017
29,68,47,17.0,Swift Ben,18,UAE Team Emirates,,\u25bc1,13,2017
28,119,44,18.0,Selig R\xfcdiger,19,BORA - hansgrohe,,\u25bc1,13,2017
35,104,43,30.0,Gilbert Philippe,20,Quick-Step Floors,,\u25b210,13,2017
27,21,43,32.0,Quintana Nairo,21,Movistar Team,,\u25b211,13,2017
24,173,41,19.0,Calmejane Lilian,22,Direct Energie,,\u25bc3,13,2017
27,6,39,31.0,Landa Mikel,23,Team Sky,,\u25b28,13,2017
30,134,39,20.0,De Gendt Thomas,24,Lotto Soudal,,\u25bc4,13,2017
24,89,38,26.0,Yates Simon,25,ORICA-Scott,,\u25b21,13,2017
30,205,33,21.0,Offredo Yoann,26,Wanty - Groupe Gobert,,\u25bc5,13,2017
32,102,32,27.0,Bauer Jack,27,Quick-Step Floors,,-,13,2017
33,46,30,38.0,Roche Nicolas,28,BMC Racing Team,,\u25b210,13,2017
23,44,29,23.0,K\xfcng Stefan,29,BMC Racing Team,,\u25bc6,13,2017
23,128,28,24.0,Politt Nils,30,Team Katusha - Alpecin,,\u25bc6,13,2017
31,12,28,25.0,Bakelants Jan,31,AG2R La Mondiale,,\u25bc6,13,2017
25,61,28,35.0,Meintjes Louis,32,UAE Team Emirates,,\u25b23,13,2017
34,31,28,63.0,Contador Alberto,33,Trek - Segafredo,,\u25b230,13,2017
31,107,27,28.0,Stybar Zdenek,34,Quick-Step Floors,,\u25bc6,13,2017
23,172,26,29.0,Boudat Thomas,35,Direct Energie,,\u25bc6,13,2017
30,209,26,33.0,Vanspeybrouck Pieter,36,Wanty - Groupe Gobert,,\u25bc3,13,2017
38,174,25,94.0,Chavanel Sylvain,37,Direct Energie,,\u25b257,13,2017
23,133,25,34.0,Benoot Tiesj,38,Lotto Soudal,,\u25bc4,13,2017
29,135,24,36.0,Gallopin Tony,39,Lotto Soudal,,\u25bc3,13,2017
32,112,23,37.0,Bodnar Maciej,40,BORA - hansgrohe,,\u25bc3,13,2017
27,5,22,70.0,Kwiatkowski Michal,41,Team Sky,,\u25b229,13,2017
24,201,22,41.0,Martin Guillaume,42,Wanty - Groupe Gobert,,\u25bc1,13,2017
25,189,22,40.0,van Baarle Dylan,43,Cannondale-Drapac Pro Cycling Team,,\u25bc3,13,2017
27,186,21,42.0,Phinney Taylor,44,Cannondale-Drapac Pro Cycling Team,,\u25bc2,13,2017
26,176,21,43.0,Petit Adrien,45,Direct Energie,,\u25bc2,13,2017
33,66,20,45.0,Marcato Marco,46,UAE Team Emirates,,\u25bc1,13,2017
26,208,20,44.0,van Keirsbulck Guillaume,47,Wanty - Groupe Gobert,,\u25bc3,13,2017
27,162,20,46.0,Bennett George,48,Team LottoNL-Jumbo,,\u25bc2,13,2017
26,184,19,48.0,Brown Nathan,49,Cannondale-Drapac Pro Cycling Team,,\u25bc1,13,2017
32,48,19,47.0,Van Avermaet Greg,50,BMC Racing Team,,\u25bc3,13,2017
26,122,19,67.0,Haller Marco,51,Team Katusha - Alpecin,,\u25b216,13,2017
28,215,18,49.0,Hardy Romain,52,Fortuneo - Oscaro,,\u25bc3,13,2017
