Age,BIB,Pnt,Prev,Rider,Rnk,Team,UCI,\u25bc\u25b2,stage,year
24,163,44,15.0,Groenewegen Dylan,10,Team LottoNL-Jumbo,,\u25b25,7,2017
32,1,41,9.0,Froome Christopher,11,Team Sky,,\u25bc2,7,2017
29,68,39,10.0,Swift Ben,12,UAE Team Emirates,,\u25bc2,7,2017
31,9,38,11.0,Thomas Geraint,13,Team Sky,,\u25bc2,7,2017
27,202,37,12.0,Backaert Frederik,14,Wanty - Groupe Gobert,,\u25bc2,7,2017
27,51,30,14.0,Aru Fabio,15,Astana Pro Team,,\u25bc1,7,2017
36,67,30,51.0,Mori Manuele,16,UAE Team Emirates,,\u25b235,7,2017
28,33,27,49.0,Degenkolb John,17,Trek - Segafredo,,\u25b232,7,2017
28,119,26,36.0,Selig R\xfcdiger,18,BORA - hansgrohe,,\u25b218,7,2017
32,41,22,16.0,Porte Richie,19,BMC Racing Team,,\u25bc3,7,2017
26,11,22,17.0,Bardet Romain,20,AG2R La Mondiale,,\u25bc3,7,2017
25,189,22,57.0,van Baarle Dylan,21,Cannondale-Drapac Pro Cycling Team,,\u25b236,7,2017
26,176,21,18.0,Petit Adrien,22,Direct Energie,,\u25bc4,7,2017
27,186,21,19.0,Phinney Taylor,23,Cannondale-Drapac Pro Cycling Team,,\u25bc4,7,2017
23,128,20,20.0,Politt Nils,24,Team Katusha - Alpecin,,\u25bc4,7,2017
26,208,20,22.0,van Keirsbulck Guillaume,25,Wanty - Groupe Gobert,,\u25bc3,7,2017
23,172,20,21.0,Boudat Thomas,26,Direct Energie,,\u25bc5,7,2017
25,211,20,40.0,McLay Daniel,27,Fortuneo - Oscaro,,\u25b213,7,2017
32,48,19,23.0,Van Avermaet Greg,28,BMC Racing Team,,\u25bc5,7,2017
30,134,19,24.0,De Gendt Thomas,29,Lotto Soudal,,\u25bc5,7,2017
30,212,17,,Bouet Maxime,30,Fortuneo - Oscaro,,-,7,2017
35,104,17,25.0,Gilbert Philippe,31,Quick-Step Floors,,\u25bc6,7,2017
31,107,17,55.0,Stybar Zdenek,32,Quick-Step Floors,,\u25b223,7,2017
23,182,17,26.0,Bettiol Alberto,33,Cannondale-Drapac Pro Cycling Team,,\u25bc7,7,2017
28,65,17,27.0,Laengen Vegard Stake,34,UAE Team Emirates,,\u25bc7,7,2017
23,44,17,28.0,K\xfcng Stefan,35,BMC Racing Team,,\u25bc7,7,2017
24,89,15,29.0,Yates Simon,36,ORICA-Scott,,\u25bc7,7,2017
27,21,15,30.0,Quintana Nairo,37,Movistar Team,,\u25bc7,7,2017
33,177,15,31.0,Quemeneur Perrig,38,Direct Energie,,\u25bc7,7,2017
36,3,15,32.0,Kiryienka Vasil,39,Team Sky,,\u25bc7,7,2017
36,175,15,,Gene Yohann,40,Direct Energie,,-,7,2017
29,178,15,33.0,Sicard Romain,41,Direct Energie,,\u25bc8,7,2017
30,217,15,34.0,Pichon Laurent,42,Fortuneo - Oscaro,,\u25bc8,7,2017
30,188,13,37.0,Uran Rigoberto,43,Cannondale-Drapac Pro Cycling Team,,\u25bc6,7,2017
32,53,13,38.0,Fuglsang Jakob,44,Astana Pro Team,,\u25bc6,7,2017
30,205,13,39.0,Offredo Yoann,45,Wanty - Groupe Gobert,,\u25bc6,7,2017
23,129,13,59.0,Zabel Rick,46,Team Katusha - Alpecin,,\u25b213,7,2017
36,136,13,41.0,Hansen Adam,47,Lotto Soudal,,\u25bc6,7,2017
27,108,13,43.0,Trentin Matteo,48,Quick-Step Floors,,\u25bc5,7,2017
32,121,13,42.0,Martin Tony,49,Team Katusha - Alpecin,,\u25bc7,7,2017
31,73,13,44.0,Delage Micka\xebl,50,FDJ,,\u25bc6,7,2017
27,115,12,45.0,Majka Rafa\u0142,51,BORA - hansgrohe,,\u25bc6,7,2017
34,31,11,46.0,Contador Alberto,52,Trek - Segafredo,,\u25bc6,7,2017
31,12,11,47.0,Bakelants Jan,53,AG2R La Mondiale,,\u25bc6,7,2017
28,215,11,48.0,Hardy Romain,54,Fortuneo - Oscaro,,\u25bc6,7,2017
23,133,10,50.0,Benoot Tiesj,55,Lotto Soudal,,\u25bc5,7,2017
30,209,10,52.0,Vanspeybrouck Pieter,56,Wanty - Groupe Gobert,,\u25bc4,7,2017
30,216,10,53.0,Perichon Pierre-Luc,57,Fortuneo - Oscaro,,\u25bc4,7,2017
26,184,10,54.0,Brown Nathan,58,Cannondale-Drapac Pro Cycling Team,,\u25bc4,7,2017
32,137,9,35.0,Roelandts Jurgen,59,Lotto Soudal,,\u25bc24,7,2017
32,168,9,56.0,van Emden Jos,60,Team LottoNL-Jumbo,,\u25bc4,7,2017
27,5,8,58.0,Kwiatkowski Michal,61,Team Sky,,\u25bc3,7,2017
29,206,8,63.0,Pasqualon Andrea,62,Wanty - Groupe Gobert,,\u25b21,7,2017
32,112,8,60.0,Bodnar Maciej,63,BORA - hansgrohe,,\u25bc3,7,2017
38,171,8,61.0,Voeckler Thomas,64,Direct Energie,,\u25bc3,7,2017
36,194,8,75.0,Bozic Borut,65,Bahrain Merida Pro Cycling Team,,\u25b210,7,2017
25,61,6,62.0,Meintjes Louis,66,UAE Team Emirates,,\u25bc4,7,2017
24,207,6,64.0,Smith Dion,67,Wanty - Groupe Gobert,,\u25bc3,7,2017
32,102,6,69.0,Bauer Jack,68,Quick-Step Floors,,\u25b21,7,2017
25,142,5,65.0,Arndt Nikias,69,Team Sunweb,,\u25bc4,7,2017
32,106,5,66.0,Sabatini Fabio,70,Quick-Step Floors,,\u25bc4,7,2017
26,139,4,67.0,Wellens Tim,71,Lotto Soudal,,\u25bc4,7,2017
33,46,4,68.0,Roche Nicolas,72,BMC Racing Team,,\u25bc4,7,2017
24,173,4,,Calmejane Lilian,73,Direct Energie,,-,7,2017
33,54,4,73.0,Grivko Andrei,74,Astana Pro Team,,\u25bc1,7,2017
29,74,4,70.0,Guarnieri Jacopo,75,FDJ,,\u25bc5,7,2017
27,162,3,71.0,Bennett George,76,Team LottoNL-Jumbo,,\u25bc5,7,2017
26,18,3,,Naesen Oliver,77,AG2R La Mondiale,,-,7,2017
24,148,3,72.0,Teunissen Mike,78,Team Sunweb,,\u25bc6,7,2017
31,193,3,,Bole Grega,79,Bahrain Merida Pro Cycling Team,,-,7,2017
35,138,3,74.0,Sieberg Marcel,80,Lotto Soudal,,\u25bc6,7,2017
26,122,3,76.0,Haller Marco,81,Team Katusha - Alpecin,,\u25bc5,7,2017
27,6,2,77.0,Landa Mikel,82,Team Sky,,\u25bc5,7,2017
32,86,2,78.0,Impey Daryl,83,ORICA-Scott,,\u25bc5,7,2017
30,25,1,79.0,Castroviejo Jonathan,84,Movistar Team,,\u25bc5,7,2017
28,146,1,80.0,Sinkeldam Ramon,85,Team Sunweb,,\u25bc5,7,2017
29,101,212,1.0,Kittel Marcel,1,Quick-Step Floors,,-,8,2017
25,71,182,2.0,D\xe9mare Arnaud,2,FDJ,,-,8,2017
26,141,140,3.0,Matthews Michael,3,Team Sunweb,,-,8,2017
34,131,130,4.0,Greipel Andr\xe9,4,Lotto Soudal,,-,8,2017
30,125,113,5.0,Kristoff Alexander,5,Team Katusha - Alpecin,,-,8,2017
27,197,73,7.0,Colbrelli Sonny,6,Bahrain Merida Pro Cycling Team,,\u25b21,8,2017
30,92,66,6.0,Boasson Hagen Edvald,7,Team Dimension Data,,\u25bc1,8,2017
26,151,54,8.0,Bouhanni Nacer,8,"Cofidis, Solutions Cr\xe9dits",,-,8,2017
30,105,51,9.0,Martin Daniel,9,Quick-Step Floors,,-,8,2017
27,51,45,15.0,Aru Fabio,10,Astana Pro Team,,\u25b25,8,2017
24,163,44,10.0,Groenewegen Dylan,11,Team LottoNL-Jumbo,,\u25bc1,8,2017
24,173,41,73.0,Calmejane Lilian,12,Direct Energie,,\u25b261,8,2017
32,1,41,11.0,Froome Christopher,13,Team Sky,,\u25bc2,8,2017
29,68,39,12.0,Swift Ben,14,UAE Team Emirates,,\u25bc2,8,2017
31,9,38,13.0,Thomas Geraint,15,Team Sky,,\u25bc2,8,2017
27,202,37,14.0,Backaert Frederik,16,Wanty - Groupe Gobert,,\u25bc2,8,2017
36,67,30,16.0,Mori Manuele,17,UAE Team Emirates,,\u25bc1,8,2017
28,33,27,17.0,Degenkolb John,18,Trek - Segafredo,,\u25bc1,8,2017
28,119,26,18.0,Selig R\xfcdiger,19,BORA - hansgrohe,,\u25bc1,8,2017
31,161,25,,Gesink Robert,20,Team LottoNL-Jumbo,,-,8,2017
27,115,23,51.0,Majka Rafa\u0142,21,BORA - hansgrohe,,\u25b230,8,2017
33,46,23,72.0,Roche Nicolas,22,BMC Racing Team,,\u25b250,8,2017
32,41,22,19.0,Porte Richie,23,BMC Racing Team,,\u25bc4,8,2017
26,11,22,20.0,Bardet Romain,24,AG2R La Mondiale,,\u25bc4,8,2017
24,201,22,,Martin Guillaume,25,Wanty - Groupe Gobert,,-,8,2017
25,189,22,21.0,van Baarle Dylan,26,Cannondale-Drapac Pro Cycling Team,,\u25bc5,8,2017
26,176,21,22.0,Petit Adrien,27,Direct Energie,,\u25bc5,8,2017
27,186,21,23.0,Phinney Taylor,28,Cannondale-Drapac Pro Cycling Team,,\u25bc5,8,2017
23,128,20,24.0,Politt Nils,29,Team Katusha - Alpecin,,\u25bc5,8,2017
26,208,20,25.0,van Keirsbulck Guillaume,30,Wanty - Groupe Gobert,,\u25bc5,8,2017
23,172,20,26.0,Boudat Thomas,31,Direct Energie,,\u25bc5,8,2017
25,211,20,27.0,McLay Daniel,32,Fortuneo - Oscaro,,\u25bc5,8,2017
26,184,19,58.0,Brown Nathan,33,Cannondale-Drapac Pro Cycling Team,,\u25b225,8,2017
32,48,19,28.0,Van Avermaet Greg,34,BMC Racing Team,,\u25bc6,8,2017
35,104,19,31.0,Gilbert Philippe,35,Quick-Step Floors,,\u25bc4,8,2017
30,134,19,29.0,De Gendt Thomas,36,Lotto Soudal,,\u25bc7,8,2017
28,215,18,54.0,Hardy Romain,37,Fortuneo - Oscaro,,\u25b217,8,2017
31,88,17,,Kreuziger Roman,38,ORICA-Scott,,-,8,2017
30,212,17,30.0,Bouet Maxime,39,Fortuneo - Oscaro,,\u25bc9,8,2017
31,107,17,32.0,Stybar Zdenek,40,Quick-Step Floors,,\u25bc8,8,2017
23,182,17,33.0,Bettiol Alberto,41,Cannondale-Drapac Pro Cycling Team,,\u25bc8,8,2017
28,65,17,34.0,Laengen Vegard Stake,42,UAE Team Emirates,,\u25bc8,8,2017
23,44,17,35.0,K\xfcng Stefan,43,BMC Racing Team,,\u25bc8,8,2017
24,89,15,36.0,Yates Simon,44,ORICA-Scott,,\u25bc8,8,2017
27,21,15,37.0,Quintana Nairo,45,Movistar Team,,\u25bc8,8,2017
33,177,15,38.0,Quemeneur Perrig,46,Direct Energie,,\u25bc8,8,2017
30,217,15,42.0,Pichon Laurent,47,Fortuneo - Oscaro,,\u25bc5,8,2017
36,3,15,39.0,Kiryienka Vasil,48,Team Sky,,\u25bc9,8,2017
36,175,15,40.0,Gene Yohann,49,Direct Energie,,\u25bc9,8,2017
29,178,15,41.0,Sicard Romain,50,Direct Energie,,\u25bc9,8,2017
32,102,14,68.0,Bauer Jack,51,Quick-Step Floors,,\u25b217,8,2017
30,188,13,43.0,Uran Rigoberto,52,Cannondale-Drapac Pro Cycling Team,,\u25bc9,8,2017
32,53,13,44.0,Fuglsang Jakob,53,Astana Pro Team,,\u25bc9,8,2017
25,58,13,,Valgren Michael,54,Astana Pro Team,,-,8,2017
30,205,13,45.0,Offredo Yoann,55,Wanty - Groupe Gobert,,\u25bc10,8,2017
23,129,13,46.0,Zabel Rick,56,Team Katusha - Alpecin,,\u25bc10,8,2017
36,136,13,47.0,Hansen Adam,57,Lotto Soudal,,\u25bc10,8,2017
27,108,13,48.0,Trentin Matteo,58,Quick-Step Floors,,\u25bc10,8,2017
32,121,13,49.0,Martin Tony,59,Team Katusha - Alpecin,,\u25bc10,8,2017
31,73,13,50.0,Delage Micka\xebl,60,FDJ,,\u25bc10,8,2017
34,31,11,52.0,Contador Alberto,61,Trek - Segafredo,,\u25bc9,8,2017
25,61,11,66.0,Meintjes Louis,62,UAE Team Emirates,,\u25b24,8,2017
31,12,11,53.0,Bakelants Jan,63,AG2R La Mondiale,,\u25bc10,8,2017
29,19,10,,Vuillermoz Alexis,64,AG2R La Mondiale,,-,8,2017
23,133,10,55.0,Benoot Tiesj,65,Lotto Soudal,,\u25bc10,8,2017
30,209,10,56.0,Vanspeybrouck Pieter,66,Wanty - Groupe Gobert,,\u25bc10,8,2017
30,216,10,57.0,Perichon Pierre-Luc,67,Fortuneo - Oscaro,,\u25bc10,8,2017
29,135,9,,Gallopin Tony,68,Lotto Soudal,,-,8,2017
32,137,9,59.0,Roelandts Jurgen,69,Lotto Soudal,,\u25bc10,8,2017
32,168,9,60.0,van Emden Jos,70,Team LottoNL-Jumbo,,\u25bc10,8,2017
27,5,8,61.0,Kwiatkowski Michal,71,Team Sky,,\u25bc10,8,2017
32,112,8,63.0,Bodnar Maciej,72,BORA - hansgrohe,,\u25bc9,8,2017
29,206,8,62.0,Pasqualon Andrea,73,Wanty - Groupe Gobert,,\u25bc11,8,2017
38,171,8,64.0,Voeckler Thomas,74,Direct Energie,,\u25bc10,8,2017
36,194,8,65.0,Bozic Borut,75,Bahrain Merida Pro Cycling Team,,\u25bc10,8,2017
27,24,6,,Betancur Carlos,76,Movistar Team,,-,8,2017
31,49,6,,Wyss Danilo,77,BMC Racing Team,,-,8,2017
24,207,6,67.0,Smith Dion,78,Wanty - Groupe Gobert,,\u25bc11,8,2017
32,106,6,70.0,Sabatini Fabio,79,Quick-Step Floors,,\u25bc9,8,2017
38,174,5,,Chavanel Sylvain,80,Direct Energie,,-,8,2017
25,142,5,69.0,Arndt Nikias,81,Team Sunweb,,\u25bc12,8,2017
27,6,4,82.0,Landa Mikel,82,Team Sky,,-,8,2017
27,77,4,,Molard Rudy,83,FDJ,,-,8,2017
26,139,4,71.0,Wellens Tim,84,Lotto Soudal,,\u25bc13,8,2017
33,54,4,74.0,Grivko Andrei,85,Astana Pro Team,,\u25bc11,8,2017
29,74,4,75.0,Guarnieri Jacopo,86,FDJ,,\u25bc11,8,2017
24,113,3,,Buchmann Emanuel,87,BORA - hansgrohe,,-,8,2017
27,162,3,76.0,Bennett George,88,Team LottoNL-Jumbo,,\u25bc12,8,2017
25,143,3,,Barguil Warren,89,Team Sunweb,,-,8,2017
26,18,3,77.0,Naesen Oliver,90,AG2R La Mondiale,,\u25bc13,8,2017
24,148,3,78.0,Teunissen Mike,91,Team Sunweb,,\u25bc13,8,2017
31,193,3,79.0,Bole Grega,92,Bahrain Merida Pro Cycling Team,,\u25bc13,8,2017
35,138,3,80.0,Sieberg Marcel,93,Lotto Soudal,,\u25bc13,8,2017
26,122,3,81.0,Haller Marco,94,Team Katusha - Alpecin,,\u25bc13,8,2017
32,86,2,83.0,Impey Daryl,95,ORICA-Scott,,\u25bc12,8,2017
30,25,1,84.0,Castroviejo Jonathan,96,Movistar Team,,\u25bc12,8,2017
28,146,1,85.0,Sinkeldam Ramon,97,Team Sunweb,,\u25bc12,8,2017
29,101,212,1.0,Kittel Marcel,1,Quick-Step Floors,,-,9,2017
26,141,160,3.0,Matthews Michael,2,Team Sunweb,,\u25b21,9,2017
34,131,130,4.0,Greipel Andr\xe9,3,Lotto Soudal,,\u25b21,9,2017
30,125,113,5.0,Kristoff Alexander,4,Team Katusha - Alpecin,,\u25b21,9,2017
27,197,73,6.0,Colbrelli Sonny,5,Bahrain Merida Pro Cycling Team,,\u25b21,9,2017
30,92,66,7.0,Boasson Hagen Edvald,6,Team Dimension Data,,\u25b21,9,2017
30,105,58,9.0,Martin Daniel,7,Quick-Step Floors,,\u25b22,9,2017
27,51,56,10.0,Aru Fabio,8,Astana Pro Team,,\u25b22,9,2017
32,1,56,13.0,Froome Christopher,9,Team Sky,,\u25b24,9,2017
26,151,54,8.0,Bouhanni Nacer,10,"Cofidis, Solutions Cr\xe9dits",,\u25bc2,9,2017
24,163,44,11.0,Groenewegen Dylan,11,Team LottoNL-Jumbo,,-,9,2017
24,173,41,12.0,Calmejane Lilian,12,Direct Energie,,-,9,2017
29,68,39,14.0,Swift Ben,13,UAE Team Emirates,,\u25b21,9,2017
27,202,37,16.0,Backaert Frederik,14,Wanty - Groupe Gobert,,\u25b22,9,2017
26,11,35,24.0,Bardet Romain,15,AG2R La Mondiale,,\u25b29,9,2017
30,188,33,52.0,Uran Rigoberto,16,Cannondale-Drapac Pro Cycling Team,,\u25b236,9,2017
25,143,28,89.0,Barguil Warren,17,Team Sunweb,,\u25b272,9,2017
31,12,28,63.0,Bakelants Jan,18,AG2R La Mondiale,,\u25b245,9,2017
28,33,27,18.0,Degenkolb John,19,Trek - Segafredo,,\u25bc1,9,2017
28,119,26,19.0,Selig R\xfcdiger,20,BORA - hansgrohe,,\u25bc1,9,2017
23,133,25,65.0,Benoot Tiesj,21,Lotto Soudal,,\u25b244,9,2017
29,135,24,68.0,Gallopin Tony,22,Lotto Soudal,,\u25b246,9,2017
32,53,23,53.0,Fuglsang Jakob,23,Astana Pro Team,,\u25b230,9,2017
33,46,23,22.0,Roche Nicolas,24,BMC Racing Team,,\u25bc2,9,2017
27,115,23,21.0,Majka Rafa\u0142,25,BORA - hansgrohe,,\u25bc4,9,2017
24,201,22,25.0,Martin Guillaume,26,Wanty - Groupe Gobert,,\u25bc1,9,2017
25,189,22,26.0,van Baarle Dylan,27,Cannondale-Drapac Pro Cycling Team,,\u25bc1,9,2017
27,21,21,45.0,Quintana Nairo,28,Movistar Team,,\u25b217,9,2017
26,176,21,27.0,Petit Adrien,29,Direct Energie,,\u25bc2,9,2017
27,186,21,28.0,Phinney Taylor,30,Cannondale-Drapac Pro Cycling Team,,\u25bc2,9,2017
23,128,20,29.0,Politt Nils,31,Team Katusha - Alpecin,,\u25bc2,9,2017
26,208,20,30.0,van Keirsbulck Guillaume,32,Wanty - Groupe Gobert,,\u25bc2,9,2017
23,172,20,31.0,Boudat Thomas,33,Direct Energie,,\u25bc2,9,2017
24,89,20,44.0,Yates Simon,34,ORICA-Scott,,\u25b210,9,2017
25,211,20,32.0,McLay Daniel,35,Fortuneo - Oscaro,,\u25bc3,9,2017
26,184,19,33.0,Brown Nathan,36,Cannondale-Drapac Pro Cycling Team,,\u25bc3,9,2017
32,48,19,34.0,Van Avermaet Greg,37,BMC Racing Team,,\u25bc3,9,2017
35,104,19,35.0,Gilbert Philippe,38,Quick-Step Floors,,\u25bc3,9,2017
30,134,19,36.0,De Gendt Thomas,39,Lotto Soudal,,\u25bc3,9,2017
28,215,18,37.0,Hardy Romain,40,Fortuneo - Oscaro,,\u25bc3,9,2017
31,88,17,38.0,Kreuziger Roman,41,ORICA-Scott,,\u25bc3,9,2017
30,212,17,39.0,Bouet Maxime,42,Fortuneo - Oscaro,,\u25bc3,9,2017
31,107,17,40.0,Stybar Zdenek,43,Quick-Step Floors,,\u25bc3,9,2017
23,182,17,41.0,Bettiol Alberto,44,Cannondale-Drapac Pro Cycling Team,,\u25bc3,9,2017
28,65,17,42.0,Laengen Vegard Stake,45,UAE Team Emirates,,\u25bc3,9,2017
23,44,17,43.0,K\xfcng Stefan,46,BMC Racing Team,,\u25bc3,9,2017
29,19,15,64.0,Vuillermoz Alexis,47,AG2R La Mondiale,,\u25b217,9,2017
33,177,15,46.0,Quemeneur Perrig,48,Direct Energie,,\u25bc2,9,2017
29,178,15,50.0,Sicard Romain,49,Direct Energie,,\u25b21,9,2017
36,3,15,48.0,Kiryienka Vasil,50,Team Sky,,\u25bc2,9,2017
30,217,15,47.0,Pichon Laurent,51,Fortuneo - Oscaro,,\u25bc4,9,2017
36,175,15,49.0,Gene Yohann,52,Direct Energie,,\u25bc3,9,2017
32,102,14,51.0,Bauer Jack,53,Quick-Step Floors,,\u25bc2,9,2017
27,6,13,82.0,Landa Mikel,54,Team Sky,,\u25b228,9,2017
25,61,13,62.0,Meintjes Louis,55,UAE Team Emirates,,\u25b27,9,2017
25,58,13,54.0,Valgren Michael,56,Astana Pro Team,,\u25bc2,9,2017
30,205,13,55.0,Offredo Yoann,57,Wanty - Groupe Gobert,,\u25bc2,9,2017
31,145,13,,Geschke Simon,58,Team Sunweb,,-,9,2017
36,136,13,57.0,Hansen Adam,59,Lotto Soudal,,\u25bc2,9,2017
23,129,13,56.0,Zabel Rick,60,Team Katusha - Alpecin,,\u25bc4,9,2017
32,121,13,59.0,Martin Tony,61,Team Katusha - Alpecin,,\u25bc2,9,2017
27,162,12,88.0,Bennett George,62,Team LottoNL-Jumbo,,\u25b226,9,2017
34,31,11,61.0,Contador Alberto,63,Trek - Segafredo,,\u25bc2,9,2017
27,5,11,71.0,Kwiatkowski Michal,64,Team Sky,,\u25b27,9,2017
27,24,10,76.0,Betancur Carlos,65,Movistar Team,,\u25b211,9,2017
27,166,10,,Roglic Primoz,66,Team LottoNL-Jumbo,,-,9,2017
30,209,10,66.0,Vanspeybrouck Pieter,67,Wanty - Groupe Gobert,,\u25bc1,9,2017
30,216,10,67.0,Perichon Pierre-Luc,68,Fortuneo - Oscaro,,\u25bc1,9,2017
30,37,9,,Mollema Bauke,69,Trek - Segafredo,,-,9,2017
32,137,9,69.0,Roelandts Jurgen,70,Lotto Soudal,,\u25bc1,9,2017
29,206,8,73.0,Pasqualon Andrea,71,Wanty - Groupe Gobert,,\u25b22,9,2017
32,112,8,72.0,Bodnar Maciej,72,BORA - hansgrohe,,-,9,2017
38,171,8,74.0,Voeckler Thomas,73,Direct Energie,,\u25b21,9,2017
36,194,8,75.0,Bozic Borut,74,Bahrain Merida Pro Cycling Team,,\u25b21,9,2017
33,157,7,,Navarro Daniel,75,"Cofidis, Solutions Cr\xe9dits",,-,9,2017
28,38,6,,Pantano Jarlinson,76,Trek - Segafredo,,-,9,2017
31,49,6,77.0,Wyss Danilo,77,BMC Racing Team,,-,9,2017
24,207,6,78.0,Smith Dion,78,Wanty - Groupe Gobert,,-,9,2017
32,106,6,79.0,Sabatini Fabio,79,Quick-Step Floors,,-,9,2017
38,174,5,80.0,Chavanel Sylvain,80,Direct Energie,,-,9,2017
25,142,5,81.0,Arndt Nikias,81,Team Sunweb,,-,9,2017
27,77,4,83.0,Molard Rudy,82,FDJ,,\u25b21,9,2017
26,139,4,84.0,Wellens Tim,83,Lotto Soudal,,\u25b21,9,2017
33,54,4,85.0,Grivko Andrei,84,Astana Pro Team,,\u25b21,9,2017
33,7,3,,Nieve Mikel,85,Team Sky,,-,9,2017
24,113,3,87.0,Buchmann Emanuel,86,BORA - hansgrohe,,\u25b21,9,2017
26,18,3,90.0,Naesen Oliver,87,AG2R La Mondiale,,\u25b23,9,2017
24,148,3,91.0,Teunissen Mike,88,Team Sunweb,,\u25b23,9,2017
31,193,3,92.0,Bole Grega,89,Bahrain Merida Pro Cycling Team,,\u25b23,9,2017
26,122,3,94.0,Haller Marco,90,Team Katusha - Alpecin,,\u25b24,9,2017
35,138,3,93.0,Sieberg Marcel,91,Lotto Soudal,,\u25b22,9,2017
29,2,2,,Henao Sergio Luis,92,Team Sky,,-,9,2017
32,86,2,95.0,Impey Daryl,93,ORICA-Scott,,\u25b22,9,2017
23,17,1,,Latour Pierre,94,AG2R La Mondiale,,-,9,2017
30,25,1,96.0,Castroviejo Jonathan,95,Movistar Team,,\u25b21,9,2017
28,146,1,97.0,Sinkeldam Ramon,96,Team Sunweb,,\u25b21,9,2017
29,101,275,1.0,Kittel Marcel,1,Quick-Step Floors,,-,10,2017
26,141,173,2.0,Matthews Michael,2,Team Sunweb,,-,10,2017
34,131,150,3.0,Greipel Andr\xe9,3,Lotto Soudal,,-,10,2017
30,125,140,4.0,Kristoff Alexander,4,Team Katusha - Alpecin,,-,10,2017
27,197,89,5.0,Colbrelli Sonny,5,Bahrain Merida Pro Cycling Team,,-,10,2017
30,92,73,6.0,Boasson Hagen Edvald,6,Team Dimension Data,,-,10,2017
26,151,68,10.0,Bouhanni Nacer,7,"Cofidis, Solutions Cr\xe9dits",,\u25b23,10,2017
24,163,64,11.0,Groenewegen Dylan,8,Team LottoNL-Jumbo,,\u25b23,10,2017
30,105,58,7.0,Martin Daniel,9,Quick-Step Floors,,\u25bc2,10,2017
28,33,57,19.0,Degenkolb John,10,Trek - Segafredo,,\u25b29,10,2017
27,51,56,8.0,Aru Fabio,11,Astana Pro Team,,\u25bc3,10,2017
32,1,56,9.0,Froome Christopher,12,Team Sky,,\u25bc3,10,2017
28,119,44,20.0,Selig R\xfcdiger,13,BORA - hansgrohe,,\u25b27,10,2017
24,173,41,12.0,Calmejane Lilian,14,Direct Energie,,\u25bc2,10,2017
29,68,39,13.0,Swift Ben,15,UAE Team Emirates,,\u25bc2,10,2017
27,202,37,14.0,Backaert Frederik,16,Wanty - Groupe Gobert,,\u25bc2,10,2017
26,11,35,15.0,Bardet Romain,17,AG2R La Mondiale,,\u25bc2,10,2017
30,188,33,16.0,Uran Rigoberto,18,Cannondale-Drapac Pro Cycling Team,,\u25bc2,10,2017
30,205,33,57.0,Offredo Yoann,19,Wanty - Groupe Gobert,,\u25b238,10,2017
25,211,32,35.0,McLay Daniel,20,Fortuneo - Oscaro,,\u25b215,10,2017
25,143,28,17.0,Barguil Warren,21,Team Sunweb,,\u25bc4,10,2017
31,12,28,18.0,Bakelants Jan,22,AG2R La Mondiale,,\u25bc4,10,2017
23,172,26,33.0,Boudat Thomas,23,Direct Energie,,\u25b210,10,2017
23,133,25,21.0,Benoot Tiesj,24,Lotto Soudal,,\u25bc3,10,2017
29,135,24,22.0,Gallopin Tony,25,Lotto Soudal,,\u25bc3,10,2017
30,134,24,39.0,De Gendt Thomas,26,Lotto Soudal,,\u25b213,10,2017
32,53,23,23.0,Fuglsang Jakob,27,Astana Pro Team,,\u25bc4,10,2017
33,46,23,24.0,Roche Nicolas,28,BMC Racing Team,,\u25bc4,10,2017
24,201,22,26.0,Martin Guillaume,29,Wanty - Groupe Gobert,,\u25bc3,10,2017
25,189,22,27.0,van Baarle Dylan,30,Cannondale-Drapac Pro Cycling Team,,\u25bc3,10,2017
27,21,21,28.0,Quintana Nairo,31,Movistar Team,,\u25bc3,10,2017
31,107,21,43.0,Stybar Zdenek,32,Quick-Step Floors,,\u25b211,10,2017
26,176,21,29.0,Petit Adrien,33,Direct Energie,,\u25bc4,10,2017
27,186,21,30.0,Phinney Taylor,34,Cannondale-Drapac Pro Cycling Team,,\u25bc4,10,2017
23,128,20,31.0,Politt Nils,35,Team Katusha - Alpecin,,\u25bc4,10,2017
26,208,20,32.0,van Keirsbulck Guillaume,36,Wanty - Groupe Gobert,,\u25bc4,10,2017
24,89,20,34.0,Yates Simon,37,ORICA-Scott,,\u25bc3,10,2017
30,209,20,67.0,Vanspeybrouck Pieter,38,Wanty - Groupe Gobert,,\u25b229,10,2017
26,184,19,36.0,Brown Nathan,39,Cannondale-Drapac Pro Cycling Team,,\u25bc3,10,2017
32,48,19,37.0,Van Avermaet Greg,40,BMC Racing Team,,\u25bc3,10,2017
35,104,19,38.0,Gilbert Philippe,41,Quick-Step Floors,,\u25bc3,10,2017
28,215,18,40.0,Hardy Romain,42,Fortuneo - Oscaro,,\u25bc2,10,2017
23,44,18,46.0,K\xfcng Stefan,43,BMC Racing Team,,\u25b23,10,2017
31,88,17,41.0,Kreuziger Roman,44,ORICA-Scott,,\u25bc3,10,2017
30,212,17,42.0,Bouet Maxime,45,Fortuneo - Oscaro,,\u25bc3,10,2017
23,182,17,44.0,Bettiol Alberto,46,Cannondale-Drapac Pro Cycling Team,,\u25bc2,10,2017
28,65,17,45.0,Laengen Vegard Stake,47,UAE Team Emirates,,\u25bc2,10,2017
