Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
34.0,183.0,10.0,,Durand Jacky,1.0,La Française des Jeux,1,2001,
28.0,146.0,6.0,,Oriol Christophe,2.0,Jean Delatour,1,2001,
27.0,145.0,2.0,,Halgand Patrice,3.0,Jean Delatour,1,2001,
34.0,183.0,10.0,1.0,Durand Jacky,1.0,La Française des Jeux,2,2001,-
28.0,146.0,6.0,2.0,Oriol Christophe,2.0,Jean Delatour,2,2001,-
27.0,145.0,2.0,3.0,Halgand Patrice,3.0,Jean Delatour,2,2001,-
27.0,121.0,20.0,,Salmon Benoît,1.0,AG2R Prévoyance,3,2001,-
28.0,135.0,10.0,,Jalabert Nicolas,2.0,CSC ProTeam - Tiscali,3,2001,-
34.0,183.0,10.0,1.0,Durand Jacky,3.0,La Française des Jeux,3,2001,▼2
28.0,29.0,7.0,,Serrano Marcos Antonio,4.0,O.N.C.E. - Eroski,3,2001,-
33.0,141.0,7.0,,Brochard Laurent,5.0,Jean Delatour,3,2001,-
29.0,184.0,7.0,,Guesdon Frédéric,6.0,La Française des Jeux,3,2001,-
28.0,146.0,6.0,2.0,Oriol Christophe,7.0,Jean Delatour,3,2001,▼5
27.0,158.0,5.0,,Tauler Toni,8.0,Kelme - Costa Blanca,3,2001,-
27.0,74.0,5.0,,Kivilev Andrei,9.0,Cofidis,3,2001,-
27.0,83.0,5.0,,Bettini Paolo,10.0,Mapei - Quickstep,3,2001,-
27.0,17.0,4.0,,Vinokourov Alexandre,11.0,Team Telekom,3,2001,-
27.0,145.0,3.0,3.0,Halgand Patrice,12.0,Jean Delatour,3,2001,▼9
26.0,61.0,3.0,,Verbrugghe Rik,14.0,Lotto - Adecco,3,2001,-
26.0,15.0,1.0,,Klöden Andreas,15.0,Team Telekom,3,2001,-
27.0,145.0,28.0,12.0,Halgand Patrice,1.0,Jean Delatour,4,2001,▲11
27.0,121.0,26.0,1.0,Salmon Benoît,2.0,AG2R Prévoyance,4,2001,▼1
28.0,135.0,10.0,2.0,Jalabert Nicolas,3.0,CSC ProTeam - Tiscali,4,2001,▼1
34.0,183.0,10.0,3.0,Durand Jacky,4.0,La Française des Jeux,4,2001,▼1
29.0,51.0,8.0,,Boogerd Michael,5.0,Rabobank ProTeam,4,2001,-
31.0,122.0,7.0,,Agnolutto Christophe,6.0,AG2R Prévoyance,4,2001,-
