Rider,year,stage_scores
Zampieri Steve,2005,0.0
Zanini Stefano,2004,19.0
Zanini Stefano,2005,9.0
Zanini Stefano,2007,22.0
Zanotti Marco,2005,6.0
Zargari Amir,2008,0.0
Zaugg Oliver,2004,0.0
Zberg Markus,2009,39.0
Zurlo Federico,2016,0.0
de Backer Bert,2015,0.0
de Jongh Steven,2006,50.0
de Jongh Steven,2007,79.0
de Jongh Steven,2008,118.0
de Jongh Steven,2009,26.0
de Kort Koen,2007,11.0
de Kort Koen,2009,7.0
de Kort Koen,2011,0.0
de Kort Koen,2012,0.0
de Kort Koen,2013,0.0
de Maar Marc,2006,0.0
de Maar Marc,2009,0.0
de Schrooder Benny,2005,14.0
de Schrooder Benny,2007,26.0
de Spiegelaere Bart,2004,0.0
de Vreese Laurens,2015,0.0
de Vries Berden,2016,0.0
den Bakker Maarten,2006,0.0
den Bakker Maarten,2007,0.0
den Bakker Maarten,2008,14.0
di Corrado Andrea,2013,0.0
ten Dam Laurens,2005,8.0
van Bon L\xe9on,2004,19.0
van Bon L\xe9on,2005,0.0
van Bon L\xe9on,2006,12.0
van Bon L\xe9on,2007,11.0
van Emden Jos,2012,0.0
van Emden Jos,2014,14.0
van Emden Jos,2016,37.0
van Genechten Jonas,2012,17.0
van Genechten Jonas,2014,0.0
van Genechten Jonas,2015,14.0
van Goethem Brian,2016,0.0
van Goolen Jurgen,2004,0.0
van Groen Arnoud,2010,0.0
van Heeswijk Max,2005,0.0
van Hummel Kenny,2006,50.0
van Hummel Kenny,2007,39.0
van Hummel Kenny,2009,18.0
van Hummel Kenny,2011,0.0
van Hummel Kenny,2013,55.0
van Katwijk Alain,2005,0.0
van Keirsbulck Guillaume,2012,32.0
van Keirsbulck Guillaume,2013,0.0
van Keirsbulck Guillaume,2014,54.0
van Keirsbulck Guillaume,2015,19.0
van Mechelen Wouter,2004,32.0
van Mechelen Wouter,2005,11.0
van Mechelen Wouter,2006,40.0
van Petegem Peter,2004,0.0
van Poppel Boy,2015,0.0
van Poppel Danny,2015,0.0
van Speybroeck Wesley,2004,0.0
van Speybroeck Wesley,2005,14.0
van Staeyen Michael,2010,9.0
van Staeyen Michael,2011,25.0
van Staeyen Michael,2014,52.0
van Vooren Steven,2010,0.0
van Winden Dennis,2011,0.0
van Winden Dennis,2012,0.0
van Zandbeek Ronan,2011,0.0
van de Walle Jurgen,2008,22.0
van de Wouwer Kurt,2006,0.0
van der Slagmolen Kevin,2004,0.0
van der Velde Ricardo,2009,0.0
van der Wal Eelke,2005,7.0
