Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,stage,year
25.0,48.994,195.0,1.0,+0:00,80.0,Hruska Jan,1,Vitalicio Seguros - Grupo Generali,5:38 5:38,0,2000
27.0,48.994,172.0,,+0:00,50.0,Savoldelli Paolo,2,Saeco,",, ,,",0,2000
24.0,48.85,84.0,,+0:00,35.0,McGee Bradley,3,La Fran\xe7aise des Jeux,0:01 0:01,0,2000
33.0,48.85,171.0,,+0:00,25.0,Cipollini Mario,4,Saeco,",, 0:01",0,2000
27.0,48.14,71.0,,+0:00,18.0,Rubiera Jos\xe9 Luis,5,Kelme - Costa Blanca,0:06 0:06,0,2000
25.0,48.14,75.0,,+0:00,15.0,Gutierrez Jose Enrique,6,Kelme - Costa Blanca,",, 0:06",0,2000
29.0,48.0,97.0,,+0:00,12.0,Missaglia Gabriele,7,Lampre - Daikin,0:07 0:07,0,2000
31.0,48.0,144.0,,+0:00,10.0,Gualdi Mirko,8,Mobilvetta Design - Rossin,",, 0:07",0,2000
29.0,48.0,194.0,,+0:00,8.0,Dominguez Juan Carlos,9,Vitalicio Seguros - Grupo Generali,",, 0:07",0,2000
29.0,47.861000000000004,52.0,,+0:00,6.0,Knaven Servais,10,Farm Frites,0:08 0:08,0,2000
30.0,47.861000000000004,118.0,,+0:00,5.0,Zanette Denis,11,Liquigas - Pata,",, 0:08",0,2000
26.0,47.861000000000004,133.0,,+0:00,4.0,Velo Marco,12,Mercatone Uno - Albacom,",, 0:08",0,2000
28.0,47.723,116.0,,+0:00,3.0,Rebellin Davide,13,Liquigas - Pata,0:09 0:09,0,2000
24.0,47.723,123.0,,+0:00,2.0,Figueras Giuliano,14,Mapei - Quickstep,",, 0:09",0,2000
28.0,47.723,126.0,,+0:00,1.0,McRae William Chann,15,Mapei - Quickstep,",, 0:09",0,2000
26.0,47.586000000000006,65.0,,+0:00,,Frigo Dario,16,Fassa Bortolo,0:10 0:10,0,2000
29.0,47.586000000000006,114.0,,+0:00,,Honchar Serhiy,17,Liquigas - Pata,",, 0:10",0,2000
30.0,47.45,196.0,,+0:00,,Gonzalez Alvaro,18,Vitalicio Seguros - Grupo Generali,0:11 0:11,0,2000
25.0,47.45,95.0,,+0:00,,Bertoletti Simone,19,Lampre - Daikin,",, 0:11",0,2000
23.0,47.45,169.0,,+0:00,,Duijn Marcel,20,Rabobank ProTeam,",, 0:11",0,2000
31.0,47.45,128.0,,+0:00,,Tonkov Pavel,21,Mapei - Quickstep,",, 0:11",0,2000
26.0,47.45,187.0,,+0:00,,White Matthew,22,,",, 0:11",0,2000
24.0,47.45,176.0,,+0:00,,Pieri Dario,23,Saeco,",, 0:11",0,2000
25.0,47.45,69.0,,+0:00,,Tosatto Matteo,24,Fassa Bortolo,",, 0:11",0,2000
25.0,47.31399999999999,112.0,,+0:00,,Contrini Daniele,25,Liquigas - Pata,0:12 0:12,0,2000
26.0,47.31399999999999,68.0,,+0:00,,Petacchi Alessandro,26,Fassa Bortolo,",, 0:12",0,2000
28.0,47.31399999999999,81.0,,+0:00,,Guidi Fabrizio,27,La Fran\xe7aise des Jeux,",, 0:12",0,2000
35.0,47.178999999999995,94.0,,+0:00,,Dierckxsens Ludo,28,Lampre - Daikin,0:13 0:13,0,2000
26.0,47.178999999999995,131.0,,+0:00,,Garzelli Stefano,29,Mercatone Uno - Albacom,",, 0:13",0,2000
33.0,47.178999999999995,101.0,,+0:00,,Sciandri Maximilian,30,LindaMcCartney,",, 0:13",0,2000
26.0,47.178999999999995,6.0,,+0:00,,Mazzoleni Eddy,31,Polti,",, 0:13",0,2000
24.0,47.045,31.0,,+0:00,,Di Luca Danilo,32,Cantina Tollo - Regain,0:14 0:14,0,2000
32.0,47.045,134.0,,+0:00,,Zaina Enrico,33,Mercatone Uno - Albacom,",, 0:14",0,2000
25.0,47.045,22.0,,+0:00,,Barbosa Candido,34,Banesto,",, 0:14",0,2000
29.0,47.045,98.0,,+0:00,,Piccoli Mariano,35,Lampre - Daikin,",, 0:14",0,2000
26.0,47.045,103.0,,+0:00,,Braikia Tayeb,36,LindaMcCartney,",, 0:14",0,2000
29.0,47.045,62.0,,+0:00,,Belli Wladimir,37,Fassa Bortolo,",, 0:14",0,2000
25.0,46.912,199.0,,+0:00,,Pe\xf1a Victor Hugo,38,Vitalicio Seguros - Grupo Generali,0:15 0:15,0,2000
31.0,46.912,92.0,,+0:00,,Barbero Sergio,39,Lampre - Daikin,",, 0:15",0,2000
27.0,46.912,21.0,,+0:00,,Baranowski Dariusz,40,Banesto,",, 0:15",0,2000
28.0,46.912,3.0,,+0:00,,Cassani Enrico,41,Polti,",, 0:15",0,2000
27.0,46.912,115.0,,+0:00,,Moreni Cristian,42,Liquigas - Pata,",, 0:15",0,2000
28.0,46.912,2.0,,+0:00,,Blijlevens Jeroen,43,Polti,",, 0:15",0,2000
29.0,46.912,175.0,,+0:00,,Padrnos Pavel,44,Saeco,",, 0:15",0,2000
27.0,46.912,129.0,,+0:00,,Merckx Axel,45,Mapei - Quickstep,",, 0:15",0,2000
23.0,46.78,79.0,,+0:00,,Vicioso \xc1ngel,46,Kelme - Costa Blanca,0:16 0:16,0,2000
31.0,46.78,127.0,,+0:00,,Noe Andrea,47,Mapei - Quickstep,",, 0:16",0,2000
27.0,46.78,197.0,,+0:00,,Martin Perdiguero Miguel Angel,48,Vitalicio Seguros - Grupo Generali,",, 0:16",0,2000
30.0,46.78,185.0,,+0:00,,Milesi Marco,49,,",, 0:16",0,2000
27.0,46.78,93.0,,+0:00,,Codol Massimo,50,Lampre - Daikin,",, 0:16",0,2000
36.0,46.78,102.0,,+0:00,,Richard Pascal,51,LindaMcCartney,",, 0:16",0,2000
32.0,46.78,177.0,,+0:00,,Conte Biagio,52,Saeco,",, 0:16",0,2000
24.0,46.78,156.0,,+0:00,,Nauduzs Andris,53,Selle Italia,",, 0:16",0,2000
31.0,46.78,136.0,,+0:00,,Borgheresi Simone,54,Mercatone Uno - Albacom,",, 0:16",0,2000
25.0,46.648,82.0,,+0:00,,Gwiazdowski Grzegorz,55,La Fran\xe7aise des Jeux,0:17 0:17,0,2000
28.0,46.648,67.0,,+0:00,,Peron Andrea,56,Fassa Bortolo,",, 0:17",0,2000
35.0,46.648,138.0,,+0:00,,Fontanelli Fabiano,57,Mercatone Uno - Albacom,",, 0:17",0,2000
26.0,46.516999999999996,87.0,,+0:00,,Schnider Daniel,58,La Fran\xe7aise des Jeux,0:18 0:18,0,2000
27.0,46.516999999999996,161.0,,+0:00,,Aebersold Niki,59,Rabobank ProTeam,",, 0:18",0,2000
26.0,46.516999999999996,164.0,,+0:00,,de Jongh Steven,60,Rabobank ProTeam,",, 0:18",0,2000
31.0,46.516999999999996,186.0,,+0:00,,Bortolami Gianluca,61,,",, 0:18",0,2000
29.0,46.387,181.0,,+0:00,,Casagrande Francesco,62,,0:19 0:19,0,2000
24.0,46.387,166.0,,+0:00,,Kroon Karsten,63,Rabobank ProTeam,",, 0:19",0,2000
26.0,46.387,18.0,,+0:00,,Ivanov Ruslan,64,Amica Chips - Tacconi Sport,",, 0:19",0,2000
26.0,46.387,36.0,,+0:00,,Sgambelluri Roberto,65,Cantina Tollo - Regain,",, 0:19",0,2000
22.0,46.387,88.0,,+0:00,,Tessier Jean-Michel,66,La Fran\xe7aise des Jeux,",, 0:19",0,2000
28.0,46.387,91.0,,+0:00,,Simoni Gilberto,67,Lampre - Daikin,",, 0:19",0,2000
31.0,46.387,61.0,,+0:00,,Baldato Fabio,68,Fassa Bortolo,",, 0:19",0,2000
22.0,46.257,12.0,,+0:00,,Basso Ivan,69,Amica Chips - Tacconi Sport,0:20 0:20,0,2000
25.0,46.257,117.0,,+0:00,,Spezialetti Alessandro,70,Liquigas - Pata,",, 0:20",0,2000
22.0,46.257,165.0,,+0:00,,Engels Addy,71,Rabobank ProTeam,",, 0:20",0,2000
22.0,46.257,86.0,,+0:00,,Vogondy Nicolas,72,La Fran\xe7aise des Jeux,",, 0:20",0,2000
25.0,46.257,143.0,,+0:00,,Quaranta Ivan,73,Mobilvetta Design - Rossin,",, 0:20",0,2000
35.0,46.257,178.0,,+0:00,,Scirea Mario,74,Saeco,",, 0:20",0,2000
28.0,46.257,37.0,,+0:00,,Tonti Andrea,75,Cantina Tollo - Regain,",, 0:20",0,2000
29.0,46.257,137.0,,+0:00,,Forconi Riccardo,76,Mercatone Uno - Albacom,",, 0:20",0,2000
30.0,46.128,28.0,,+0:00,,Sergio Rodrigues Orlando,77,Banesto,0:21 0:21,0,2000
31.0,46.128,9.0,,+0:00,,Voskamp Bart,78,Polti,",, 0:21",0,2000
31.0,46.128,1.0,,+0:00,,Gotti Ivan,79,Polti,",, 0:21",0,2000
28.0,46.128,42.0,,+0:00,,Duma Vladimir,80,Panaria - Fiordo,",, 0:21",0,2000
29.0,46.128,124.0,,+0:00,,Fornaciari Paolo,81,Mapei - Quickstep,",, 0:21",0,2000
23.0,46.128,163.0,,+0:00,,Boerman Coen,82,Rabobank ProTeam,",, 0:21",0,2000
27.0,46.128,179.0,,+0:00,,Secchiari Francesco,83,Saeco,",, 0:21",0,2000
27.0,46.128,41.0,,+0:00,,Axelsson Niklas,84,Panaria - Fiordo,",, 0:21",0,2000
30.0,46.128,83.0,,+0:00,,Ledanois Yvon,85,La Fran\xe7aise des Jeux,",, 0:21",0,2000
26.0,46.128,55.0,,+0:00,,Moerenhout Koos,86,Farm Frites,",, 0:21",0,2000
35.0,46.0,183.0,,+0:00,,Conti Roberto,87,,0:22 0:22,0,2000
37.0,46.0,5.0,,+0:00,,Martinello Silvio,88,Polti,",, 0:22",0,2000
29.0,46.0,32.0,,+0:00,,Gasperoni Cristian,89,Cantina Tollo - Regain,",, 0:22",0,2000
31.0,46.0,121.0,,+0:00,,Bramati Davide,90,Mapei - Quickstep,",, 0:22",0,2000
34.0,46.0,66.0,,+0:00,,Konishev Dimitri,91,Fassa Bortolo,",, 0:22",0,2000
25.0,46.0,192.0,,+0:00,,Blanco Santiago,92,Vitalicio Seguros - Grupo Generali,",, 0:22",0,2000
33.0,46.0,152.0,,+0:00,,Buenahora Hernan,93,Selle Italia,",, 0:22",0,2000
31.0,46.0,99.0,,+0:00,,Svorada Jan,94,Lampre - Daikin,",, 0:22",0,2000
24.0,46.0,13.0,,+0:00,,Caucchioli Pietro,95,Amica Chips - Tacconi Sport,",, 0:22",0,2000
25.0,46.0,157.0,,+0:00,,Baliani Fortunato,96,Selle Italia,",, 0:22",0,2000
