Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,\u25bc\u25b2,stage,year
25,15,4,+0:09,,Gerts Floris,1,BMC Racing Team,3:45:34 3:45:34,,1,2017
22,85,16,+0:10,,Joyce Colin,2,Rally Cycling,0:01 0:01,,1,2017
23,48,17,+0:10,,Zabel Rick,3,Team Katusha - Alpecin,",, 0:01",,1,2017
25,161,25,+0:14,,Castillo Ulises Alfredo,4,Jelly Belly p/b Maxxis,0:05 0:05,,1,2017
24,26,26,+0:14,,McCarthy Jay,5,BORA - hansgrohe,",, 0:05",,1,2017
21,116,28,+0:14,,Oomen Sam,6,Team Sunweb,",, 0:05",,1,2017
24,66,35,+0:14,,Olivier Daan,7,Team LottoNL-Jumbo,",, 0:05",,1,2017
22,55,37,+0:14,,Guerreiro Ruben,8,Trek - Segafredo,",, 0:05",,1,2017
23,5,39,+0:14,,Schachmann Maximilian,9,Quick-Step Floors,",, 0:05",,1,2017
23,32,40,+0:14,,Bettiol Alberto,10,Cannondale-Drapac Pro Cycling Team,",, 0:05",,1,2017
25,35,45,+0:14,,Craddock Lawson,11,Cannondale-Drapac Pro Cycling Team,",, 0:05",,1,2017
23,83,49,+0:14,,De Vos Adam,12,Rally Cycling,",, 0:05",,1,2017
22,3,50,+0:14,,Mas Enric,13,Quick-Step Floors,",, 0:05",,1,2017
23,12,54,+0:14,,Bohli Tom,14,BMC Racing Team,",, 0:05",,1,2017
22,102,58,+0:14,,Consonni Simone,15,UAE Team Emirates,",, 0:05",,1,2017
23,67,59,+0:14,,Tolhoek Antwan,16,Team LottoNL-Jumbo,",, 0:05",,1,2017
23,144,62,+0:14,,Eaton Daniel,17,UnitedHealthcare Pro Cycling Team,",, 0:05",,1,2017
22,95,63,+0:14,,Geoghegan Hart Tao,18,Team Sky,",, 0:05",,1,2017
23,108,66,+0:14,,Zurlo Federico,19,UAE Team Emirates,",, 0:05",,1,2017
22,115,67,+0:14,,Hofstede Lennard,20,Team Sunweb,",, 0:05",,1,2017
25,64,68,+0:14,,De Tier Floris,21,Team LottoNL-Jumbo,",, 0:05",,1,2017
25,136,72,+0:14,,Morton Lachlan,22,Team Dimension Data,",, 0:05",,1,2017
23,22,73,+0:14,,Ba\u0161ka Erik,23,BORA - hansgrohe,",, 0:05",,1,2017
24,24,77,+0:14,,Kol\xe1\u0159 Michael,24,BORA - hansgrohe,",, 0:05",,1,2017
