BIB,GC,GC-Time,Prev,Rnk,Team,Time,stage,year,▼▲
,,+ - 17:19:26,1.0,1,BMC Racing Team,51:59:55 51:59:55,5,2015,-
,,+ - 17:19:26,2.0,2,Etixx - Quick Step,0:24 0:24,5,2015,-
,,+ - 17:19:26,3.0,3,Tinkoff - Saxo,1:44 1:44,5,2015,-
,,+ - 17:19:26,4.0,4,Team Sky,3:14 3:14,5,2015,-
,,+ - 17:19:26,6.0,5,AG2R La Mondiale,5:44 5:44,5,2015,▲1
,,+ - 17:19:26,5.0,6,Team Giant - Alpecin,5:55 5:55,5,2015,▼1
,,+ - 17:19:26,7.0,7,Movistar Team,7:27 7:27,5,2015,-
,,+ - 17:19:26,9.0,8,Team Katusha,7:56 7:56,5,2015,▲1
,,+ - 17:19:26,8.0,9,"Cofidis, Solutions Crédits",8:10 8:10,5,2015,▼1
,,+ - 17:19:26,10.0,10,Team Cannondale - Garmin,9:00 9:00,5,2015,-
,,+ - 17:19:26,11.0,11,Astana Pro Team,9:55 9:55,5,2015,-
,,+ - 17:19:26,12.0,12,Lotto Soudal,11:52 11:52,5,2015,-
,,+ - 17:19:26,13.0,13,Trek Factory Racing,13:05 13:05,5,2015,-
,,+ - 17:19:26,14.0,14,MTN - Qhubeka,13:33 13:33,5,2015,-
,,+ - 17:19:26,15.0,15,Team LottoNL-Jumbo,13:59 13:59,5,2015,-
,,+ - 17:19:26,16.0,16,IAM Cycling,15:40 15:40,5,2015,-
,,+ - 17:19:26,17.0,17,Bora - Argon 18,17:03 17:03,5,2015,-
,,+ - 17:19:26,18.0,18,FDJ,20:12 20:12,5,2015,-
,,+ - 17:19:26,20.0,19,Team Europcar,22:57 22:57,5,2015,▲1
,,+ - 22:13:14,1.0,1,BMC Racing Team,66:41:19 66:41:19,6,2015,-
,,+ - 22:13:14,2.0,2,Etixx - Quick Step,0:22 0:22,6,2015,-
,,+ - 22:13:14,3.0,3,Tinkoff - Saxo,1:44 1:44,6,2015,-
,,+ - 22:13:14,4.0,4,Team Sky,3:14 3:14,6,2015,-
,,+ - 22:13:14,5.0,5,AG2R La Mondiale,5:44 5:44,6,2015,-
,,+ - 22:13:14,6.0,6,Team Giant - Alpecin,5:55 5:55,6,2015,-
,,+ - 22:13:14,7.0,7,Movistar Team,7:27 7:27,6,2015,-
,,+ - 22:13:14,8.0,8,Team Katusha,7:56 7:56,6,2015,-
,,+ - 22:13:14,9.0,9,"Cofidis, Solutions Crédits",8:10 8:10,6,2015,-
,,+ - 22:13:14,10.0,10,Team Cannondale - Garmin,9:00 9:00,6,2015,-
,,+ - 22:13:14,11.0,11,Astana Pro Team,9:55 9:55,6,2015,-
,,+ - 22:13:14,12.0,12,Lotto Soudal,11:52 11:52,6,2015,-
,,+ - 22:13:14,13.0,13,Trek Factory Racing,13:05 13:05,6,2015,-
,,+ - 22:13:14,14.0,14,MTN - Qhubeka,13:33 13:33,6,2015,-
,,+ - 22:13:14,15.0,15,Team LottoNL-Jumbo,13:59 13:59,6,2015,-
,,+ - 22:13:14,16.0,16,IAM Cycling,15:40 15:40,6,2015,-
,,+ - 22:13:14,17.0,17,Bora - Argon 18,17:03 17:03,6,2015,-
,,+ - 22:13:14,18.0,18,FDJ,20:12 20:12,6,2015,-
,,+ - 22:13:14,19.0,19,Team Europcar,22:57 22:57,6,2015,-
,,+ - 22:13:14,,20,Lampre - Merida,33:06 33:06,6,2015,-
,,+ - 22:13:14,,21,Bretagne - Séché Environnement,46:23 46:23,6,2015,-
,,+ - 22:13:14,,22,Orica GreenEDGE,48:32 48:32,6,2015,-
,,+ - 26:40:51,1.0,1,BMC Racing Team,80:03:34 80:03:34,7,2015,-
,,+ - 26:40:51,2.0,2,Etixx - Quick Step,0:22 0:22,7,2015,-
,,+ - 26:40:51,3.0,3,Tinkoff - Saxo,1:44 1:44,7,2015,-
,,+ - 26:40:51,4.0,4,Team Sky,3:39 3:39,7,2015,-
,,+ - 26:40:51,5.0,5,AG2R La Mondiale,5:44 5:44,7,2015,-
,,+ - 26:40:51,6.0,6,Team Giant - Alpecin,5:55 5:55,7,2015,-
,,+ - 26:40:51,7.0,7,Movistar Team,7:27 7:27,7,2015,-
,,+ - 26:40:51,8.0,8,Team Katusha,7:56 7:56,7,2015,-
,,+ - 26:40:51,9.0,9,"Cofidis, Solutions Crédits",8:10 8:10,7,2015,-
,,+ - 26:40:51,10.0,10,Team Cannondale - Garmin,9:00 9:00,7,2015,-
,,+ - 26:40:51,11.0,11,Astana Pro Team,9:55 9:55,7,2015,-
,,+ - 26:40:51,12.0,12,Lotto Soudal,11:52 11:52,7,2015,-
,,+ - 26:40:51,13.0,13,Trek Factory Racing,13:05 13:05,7,2015,-
,,+ - 26:40:51,14.0,14,MTN - Qhubeka,13:33 13:33,7,2015,-
,,+ - 26:40:51,15.0,15,Team LottoNL-Jumbo,13:59 13:59,7,2015,-
,,+ - 26:40:51,16.0,16,IAM Cycling,15:40 15:40,7,2015,-
,,+ - 26:40:51,17.0,17,Bora - Argon 18,17:03 17:03,7,2015,-
,,+ - 26:40:51,18.0,18,FDJ,20:12 20:12,7,2015,-
,,+ - 26:40:51,19.0,19,Team Europcar,22:57 22:57,7,2015,-
,,+ - 26:40:51,20.0,20,Lampre - Merida,33:06 33:06,7,2015,-
,,+ - 26:40:51,21.0,21,Bretagne - Séché Environnement,46:23 46:23,7,2015,-
,,+ - 31:01:56,1.0,1,BMC Racing Team,93:06:49 93:06:49,8,2015,-
,,+ - 31:01:56,3.0,2,Tinkoff - Saxo,1:44 1:44,8,2015,▲1
,,+ - 31:01:56,2.0,3,Etixx - Quick Step,3:43 3:43,8,2015,▼1
,,+ - 31:01:56,5.0,4,AG2R La Mondiale,5:55 5:55,8,2015,▲1
,,+ - 31:01:56,6.0,5,Team Giant - Alpecin,7:17 7:17,8,2015,▲1
,,+ - 31:01:56,4.0,6,Team Sky,7:25 7:25,8,2015,▼2
,,+ - 31:01:56,7.0,7,Movistar Team,7:27 7:27,8,2015,-
,,+ - 31:01:56,8.0,8,Team Katusha,9:34 9:34,8,2015,-
,,+ - 31:01:56,9.0,9,"Cofidis, Solutions Crédits",10:43 10:43,8,2015,-
,,+ - 31:01:56,10.0,10,Team Cannondale - Garmin,11:44 11:44,8,2015,-
,,+ - 31:01:56,11.0,11,Astana Pro Team,11:53 11:53,8,2015,-
,,+ - 31:01:56,13.0,12,Trek Factory Racing,13:05 13:05,8,2015,▲1
,,+ - 31:01:56,15.0,13,Team LottoNL-Jumbo,14:34 14:34,8,2015,▲2
,,+ - 31:01:56,14.0,14,MTN - Qhubeka,15:34 15:34,8,2015,-
,,+ - 31:01:56,16.0,15,IAM Cycling,16:34 16:34,8,2015,▲1
,,+ - 31:01:56,12.0,16,Lotto Soudal,18:06 18:06,8,2015,▼4
,,+ - 31:01:56,17.0,17,Bora - Argon 18,19:19 19:19,8,2015,-
,,+ - 31:01:56,19.0,18,Team Europcar,23:51 23:51,8,2015,▲1
,,+ - 31:01:56,18.0,19,FDJ,25:04 25:04,8,2015,▼1
,,+ - 31:01:56,20.0,20,Lampre - Merida,36:34 36:34,8,2015,-
,,+ - 31:01:56,21.0,21,Bretagne - Séché Environnement,48:25 48:25,8,2015,-
,,+ - 31:01:56,,22,Orica GreenEDGE,53:44 53:44,8,2015,-
,,+ - 31:34:12,1.0,1,BMC Racing Team,95:48:04 95:48:04,9,2015,-
,,+ - 31:34:12,2.0,2,Tinkoff - Saxo,4:04 4:04,9,2015,-
,,+ - 31:34:12,3.0,3,Etixx - Quick Step,7:28 7:28,9,2015,-
,,+ - 31:34:12,6.0,4,Team Sky,7:30 7:30,9,2015,▲2
,,+ - 31:34:12,7.0,5,Movistar Team,7:47 7:47,9,2015,▲2
,,+ - 31:34:12,4.0,6,AG2R La Mondiale,12:55 12:55,9,2015,▼2
,,+ - 31:34:12,11.0,7,Astana Pro Team,14:48 14:48,9,2015,▲4
,,+ - 31:34:12,5.0,8,Team Giant - Alpecin,15:22 15:22,9,2015,▼3
,,+ - 31:34:12,8.0,9,Team Katusha,18:59 18:59,9,2015,▼1
,,+ - 31:34:12,10.0,10,Team Cannondale - Garmin,19:09 19:09,9,2015,-
,,+ - 31:34:12,15.0,11,IAM Cycling,19:44 19:44,9,2015,▲4
,,+ - 31:34:12,12.0,12,Trek Factory Racing,20:10 20:10,9,2015,-
,,+ - 31:34:12,13.0,13,Team LottoNL-Jumbo,20:44 20:44,9,2015,-
,,+ - 31:34:12,9.0,14,"Cofidis, Solutions Crédits",23:23 23:23,9,2015,▼5
,,+ - 31:34:12,14.0,15,MTN - Qhubeka,25:14 25:14,9,2015,▼1
,,+ - 31:34:12,16.0,16,Lotto Soudal,26:06 26:06,9,2015,-
,,+ - 31:34:12,17.0,17,Bora - Argon 18,26:59 26:59,9,2015,-
,,+ - 31:34:12,18.0,18,Team Europcar,32:21 32:21,9,2015,-
,,+ - 31:34:12,19.0,19,FDJ,32:49 32:49,9,2015,-
,,+ - 31:34:12,20.0,20,Lampre - Merida,40:34 40:34,9,2015,-
,,+ - 31:34:12,21.0,21,Bretagne - Séché Environnement,57:15 57:15,9,2015,-
,,+ - 31:34:12,22.0,22,Orica GreenEDGE,1:18:34 1:18:34,9,2015,-
,,+ - 35:56:09,4.0,1,Team Sky,109:04:55 109:04:55,10,2015,▲3
,,+ - 35:56:09,1.0,2,BMC Racing Team,6:03 6:03,10,2015,▼1
,,+ - 35:56:09,5.0,3,Movistar Team,6:19 6:19,10,2015,▲2
,,+ - 35:56:09,2.0,4,Tinkoff - Saxo,12:14 12:14,10,2015,▼2
,,+ - 35:56:09,7.0,5,Astana Pro Team,16:17 16:17,10,2015,▲2
,,+ - 35:56:09,13.0,6,Team LottoNL-Jumbo,22:16 22:16,10,2015,▲7
,,+ - 35:56:09,6.0,7,AG2R La Mondiale,22:57 22:57,10,2015,▼1
,,+ - 35:56:09,11.0,8,IAM Cycling,27:44 27:44,10,2015,▲3
,,+ - 35:56:09,15.0,9,MTN - Qhubeka,27:50 27:50,10,2015,▲6
,,+ - 35:56:09,12.0,10,Trek Factory Racing,32:57 32:57,10,2015,▲2
,,+ - 35:56:09,17.0,11,Bora - Argon 18,36:12 36:12,10,2015,▲6
,,+ - 35:56:09,9.0,12,Team Katusha,36:19 36:19,10,2015,▼3
,,+ - 35:56:09,8.0,13,Team Giant - Alpecin,",, 36:19",10,2015,▼5
,,+ - 35:56:09,18.0,14,Team Europcar,37:44 37:44,10,2015,▲4
,,+ - 35:56:09,10.0,15,Team Cannondale - Garmin,40:37 40:37,10,2015,▼5
,,+ - 35:56:09,16.0,16,Lotto Soudal,41:42 41:42,10,2015,-
,,+ - 35:56:09,3.0,17,Etixx - Quick Step,46:00 46:00,10,2015,▼14
,,+ - 35:56:09,14.0,18,"Cofidis, Solutions Crédits",52:02 52:02,10,2015,▼4
,,+ - 35:56:09,19.0,19,FDJ,56:06 56:06,10,2015,-
,,+ - 35:56:09,20.0,20,Lampre - Merida,1:06:33 1:06:33,10,2015,-
,,+ - 35:56:09,21.0,21,Bretagne - Séché Environnement,1:10:50 1:10:50,10,2015,-
,,+ - 35:56:09,22.0,22,Orica GreenEDGE,1:52:51 1:52:51,10,2015,-
,,+ - 41:03:31,1.0,1,Team Sky,124:30:54 124:30:54,11,2015,-
,,+ - 41:03:31,3.0,2,Movistar Team,2:46 2:46,11,2015,▲1
,,+ - 41:03:31,4.0,3,Tinkoff - Saxo,5:29 5:29,11,2015,▲1
,,+ - 41:03:31,2.0,4,BMC Racing Team,18:33 18:33,11,2015,▼2
,,+ - 41:03:31,5.0,5,Astana Pro Team,24:37 24:37,11,2015,-
,,+ - 41:03:31,6.0,6,Team LottoNL-Jumbo,30:05 30:05,11,2015,-
,,+ - 41:03:31,9.0,7,MTN - Qhubeka,31:05 31:05,11,2015,▲2
,,+ - 41:03:31,14.0,8,Team Europcar,42:49 42:49,11,2015,▲6
,,+ - 41:03:31,8.0,9,IAM Cycling,",, 42:49",11,2015,▼1
,,+ - 41:03:31,7.0,10,AG2R La Mondiale,48:39 48:39,11,2015,▼3
,,+ - 41:03:31,15.0,11,Team Cannondale - Garmin,49:18 49:18,11,2015,▲4
,,+ - 41:03:31,11.0,12,Bora - Argon 18,49:27 49:27,11,2015,▼1
,,+ - 41:03:31,10.0,13,Trek Factory Racing,55:50 55:50,11,2015,▼3
,,+ - 41:03:31,12.0,14,Team Katusha,1:04:32 1:04:32,11,2015,▼2
,,+ - 41:03:31,16.0,15,Lotto Soudal,1:04:45 1:04:45,11,2015,▲1
,,+ - 41:03:31,13.0,16,Team Giant - Alpecin,1:05:45 1:05:45,11,2015,▼3
,,+ - 41:03:31,18.0,17,"Cofidis, Solutions Crédits",1:19:08 1:19:08,11,2015,▲1
,,+ - 41:03:31,19.0,18,FDJ,1:25:49 1:25:49,11,2015,▲1
,,+ - 41:03:31,17.0,19,Etixx - Quick Step,1:44:40 1:44:40,11,2015,▼2
,,+ - 41:03:31,20.0,20,Lampre - Merida,1:45:59 1:45:59,11,2015,-
,,+ - 41:03:31,21.0,21,Bretagne - Séché Environnement,1:48:12 1:48:12,11,2015,-
,,+ - 41:03:31,22.0,22,Orica GreenEDGE,2:47:37 2:47:37,11,2015,-
,,+ - 46:50:32,2.0,1,Movistar Team,141:52:29 141:52:29,12,2015,▲1
,,+ - 46:50:32,1.0,2,Team Sky,5:19 5:19,12,2015,▼1
,,+ - 46:50:32,3.0,3,Tinkoff - Saxo,25:27 25:27,12,2015,-
,,+ - 46:50:32,5.0,4,Astana Pro Team,31:50 31:50,12,2015,▲1
,,+ - 46:50:32,4.0,5,BMC Racing Team,34:27 34:27,12,2015,▼1
,,+ - 46:50:32,6.0,6,Team LottoNL-Jumbo,39:20 39:20,12,2015,-
,,+ - 46:50:32,7.0,7,MTN - Qhubeka,45:27 45:27,12,2015,-
,,+ - 46:50:32,10.0,8,AG2R La Mondiale,47:50 47:50,12,2015,▲2
,,+ - 46:50:32,8.0,9,Team Europcar,53:05 53:05,12,2015,▼1
,,+ - 46:50:32,9.0,10,IAM Cycling,1:07:23 1:07:23,12,2015,▼1
,,+ - 46:50:32,11.0,11,Team Cannondale - Garmin,1:14:07 1:14:07,12,2015,-
,,+ - 46:50:32,14.0,12,Team Katusha,1:17:43 1:17:43,12,2015,▲2
,,+ - 46:50:32,13.0,13,Trek Factory Racing,1:24:15 1:24:15,12,2015,-
,,+ - 46:50:32,12.0,14,Bora - Argon 18,1:27:33 1:27:33,12,2015,▼2
,,+ - 46:50:32,15.0,15,Lotto Soudal,1:36:27 1:36:27,12,2015,-
,,+ - 46:50:32,16.0,16,Team Giant - Alpecin,1:39:19 1:39:19,12,2015,-
,,+ - 46:50:32,18.0,17,FDJ,1:54:34 1:54:34,12,2015,▲1
,,+ - 46:50:32,17.0,18,"Cofidis, Solutions Crédits",2:10:03 2:10:03,12,2015,▼1
,,+ - 46:50:32,21.0,19,Bretagne - Séché Environnement,2:17:30 2:17:30,12,2015,▲2
,,+ - 46:50:32,19.0,20,Etixx - Quick Step,2:42:30 2:42:30,12,2015,▼1
,,+ - 46:50:32,20.0,21,Lampre - Merida,2:46:59 2:46:59,12,2015,▼1
,,+ - 46:50:32,22.0,22,Orica GreenEDGE,4:10:46 4:10:46,12,2015,-
,,+ - 51:34:21,1.0,1,Movistar Team,156:04:17 156:04:17,13,2015,-
,,+ - 51:34:21,2.0,2,Team Sky,6:07 6:07,13,2015,-
,,+ - 51:34:21,3.0,3,Tinkoff - Saxo,27:11 27:11,13,2015,-
,,+ - 51:34:21,4.0,4,Astana Pro Team,32:40 32:40,13,2015,-
,,+ - 51:34:21,5.0,5,BMC Racing Team,34:20 34:20,13,2015,-
,,+ - 51:34:21,6.0,6,Team LottoNL-Jumbo,39:16 39:16,13,2015,-
,,+ - 51:34:21,7.0,7,MTN - Qhubeka,47:15 47:15,13,2015,-
,,+ - 51:34:21,8.0,8,AG2R La Mondiale,48:07 48:07,13,2015,-
,,+ - 51:34:21,9.0,9,Team Europcar,55:31 55:31,13,2015,-
,,+ - 51:34:21,10.0,10,IAM Cycling,1:09:06 1:09:06,13,2015,-
,,+ - 51:34:21,11.0,11,Team Cannondale - Garmin,1:21:04 1:21:04,13,2015,-
,,+ - 51:34:21,12.0,12,Team Katusha,1:22:08 1:22:08,13,2015,-
,,+ - 51:34:21,13.0,13,Trek Factory Racing,1:31:15 1:31:15,13,2015,-
,,+ - 51:34:21,15.0,14,Lotto Soudal,1:37:27 1:37:27,13,2015,▲1
,,+ - 51:34:21,14.0,15,Bora - Argon 18,1:39:14 1:39:14,13,2015,▼1
,,+ - 51:34:21,16.0,16,Team Giant - Alpecin,1:42:17 1:42:17,13,2015,-
,,+ - 51:34:21,17.0,17,FDJ,1:56:39 1:56:39,13,2015,-
,,+ - 51:34:21,19.0,18,Bretagne - Séché Environnement,2:21:18 2:21:18,13,2015,▲1
,,+ - 51:34:21,18.0,19,"Cofidis, Solutions Crédits",2:23:51 2:23:51,13,2015,▼1
,,+ - 51:34:21,20.0,20,Etixx - Quick Step,2:44:31 2:44:31,13,2015,-
,,+ - 51:34:21,21.0,21,Lampre - Merida,2:50:11 2:50:11,13,2015,-
,,+ - 51:34:21,22.0,22,Orica GreenEDGE,4:17:50 4:17:50,13,2015,-
,,+ - 56:02:19,1.0,1,Movistar Team,169:24:33 169:24:33,14,2015,-
,,+ - 56:02:19,2.0,2,Team Sky,13:54 13:54,14,2015,-
,,+ - 56:02:19,3.0,3,Tinkoff - Saxo,30:28 30:28,14,2015,-
,,+ - 56:02:19,4.0,4,Astana Pro Team,36:07 36:07,14,2015,-
,,+ - 56:02:19,5.0,5,BMC Racing Team,37:42 37:42,14,2015,-
,,+ - 56:02:19,8.0,6,AG2R La Mondiale,46:36 46:36,14,2015,▲2
,,+ - 56:02:19,6.0,7,Team LottoNL-Jumbo,50:25 50:25,14,2015,▼1
,,+ - 56:02:19,7.0,8,MTN - Qhubeka,52:32 52:32,14,2015,▼1
,,+ - 56:02:19,9.0,9,Team Europcar,1:02:25 1:02:25,14,2015,-
,,+ - 56:02:19,10.0,10,IAM Cycling,1:13:48 1:13:48,14,2015,-
,,+ - 56:02:19,13.0,11,Trek Factory Racing,1:32:16 1:32:16,14,2015,▲2
,,+ - 56:02:19,11.0,12,Team Cannondale - Garmin,1:35:47 1:35:47,14,2015,▼1
,,+ - 56:02:19,12.0,13,Team Katusha,1:48:03 1:48:03,14,2015,▼1
,,+ - 56:02:19,14.0,14,Lotto Soudal,1:50:31 1:50:31,14,2015,-
,,+ - 56:02:19,16.0,15,Team Giant - Alpecin,",, 1:50:31",14,2015,▲1
,,+ - 56:02:19,17.0,16,FDJ,1:56:05 1:56:05,14,2015,▲1
,,+ - 56:02:19,15.0,17,Bora - Argon 18,2:02:46 2:02:46,14,2015,▼2
,,+ - 56:02:19,18.0,18,Bretagne - Séché Environnement,2:29:52 2:29:52,14,2015,-
,,+ - 56:02:19,19.0,19,"Cofidis, Solutions Crédits",2:37:45 2:37:45,14,2015,-
,,+ - 56:02:19,20.0,20,Etixx - Quick Step,2:55:20 2:55:20,14,2015,-
,,+ - 56:02:19,21.0,21,Lampre - Merida,3:03:36 3:03:36,14,2015,-
,,+ - 56:02:19,22.0,22,Orica GreenEDGE,4:35:28 4:35:28,14,2015,-
,,+ - 59:58:54,1.0,1,Movistar Team,181:14:18 181:14:18,15,2015,-
,,+ - 59:58:54,2.0,2,Team Sky,15:39 15:39,15,2015,-
,,+ - 59:58:54,3.0,3,Tinkoff - Saxo,30:28 30:28,15,2015,-
,,+ - 59:58:54,4.0,4,Astana Pro Team,36:07 36:07,15,2015,-
,,+ - 59:58:54,5.0,5,BMC Racing Team,37:42 37:42,15,2015,-
,,+ - 59:58:54,6.0,6,AG2R La Mondiale,46:36 46:36,15,2015,-
,,+ - 59:58:54,7.0,7,Team LottoNL-Jumbo,50:25 50:25,15,2015,-
,,+ - 59:58:54,8.0,8,MTN - Qhubeka,52:32 52:32,15,2015,-
,,+ - 59:58:54,9.0,9,Team Europcar,1:02:49 1:02:49,15,2015,-
,,+ - 59:58:54,10.0,10,IAM Cycling,1:13:48 1:13:48,15,2015,-
,,+ - 59:58:54,11.0,11,Trek Factory Racing,1:32:16 1:32:16,15,2015,-
