Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,\u25bc\u25b2,stage,year
21,134,52,+43:22,11.0,Daniel Gregory,9,Axeon Hagens Berman,41:25 41:25,\u25b22,8,2016
22,124,56,+47:32,13.0,Eaton Daniel,10,UnitedHealthcare Pro Cycling Team,45:35 45:35,\u25b23,8,2016
21,102,61,+50:24,14.0,Andersen S\xf8ren Kragh,11,Team Giant - Alpecin,48:27 48:27,\u25b23,8,2016
22,24,62,+51:24,15.0,Moscon Gianni,12,Team Sky,49:27 49:27,\u25b23,8,2016
21,137,80,+1:04:40,17.0,Owen Logan,13,Axeon Hagens Berman,1:02:43 1:02:43,\u25b24,8,2016
20,132,88,+1:10:52,18.0,Barta William,14,Axeon Hagens Berman,1:08:55 1:08:55,\u25b24,8,2016
22,84,93,+1:14:19,20.0,Bonifazio Niccolo,15,Trek - Segafredo,1:12:22 1:12:22,\u25b25,8,2016
22,111,99,+1:19:22,21.0,Groenewegen Dylan,16,Team LottoNL-Jumbo,1:17:25 1:17:25,\u25b25,8,2016
22,166,102,+1:22:34,24.0,Planet Charles,17,Team Novo Nordisk,1:20:37 1:20:37,\u25b27,8,2016
21,64,119,+1:32:48,26.0,Kelly Jake,18,Team Wiggins,1:30:51 1:30:51,\u25b28,8,2016
22,65,129,+1:39:23,27.0,Latham Christopher,19,Team Wiggins,1:37:26 1:37:26,\u25b28,8,2016
22,2,131,+1:44:56,28.0,Ba\u0161ka Erik,20,Tinkoff,1:42:59 1:42:59,\u25b28,8,2016
