Age,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
26,4,+2:00,,10.0,G\xf3mez Marchante Jose Angel,4,Saunier Duval - Prodir,2:00 2:00,+1:49,\u25b26,6,2006
29,5,+2:11,,1.0,Vicioso \xc1ngel,5,Astana - W\xfcrth Team,2:11 2:11,+2:19,\u25bc4,6,2006
26,6,+2:27,,6.0,Schleck Fr\xe4nk,6,CSC ProTeam,2:27 2:27,+2:19,-,6,2006
25,7,+2:32,,,Caruso Giampaolo,7,Astana - W\xfcrth Team,2:32 2:32,+1316:11,-,6,2006
22,8,+2:36,,,Brajkovi\u010d Janez,8,Discovery Channel,2:36 2:36,+1316:15,-,6,2006
23,9,+3:34,,3.0,Gerdemann Linus,9,T-Mobile Team,3:34 3:34,+3:39,\u25bc6,6,2006
31,10,+3:46,,5.0,Ca\xf1ada David,10,Saunier Duval - Prodir,3:46 3:46,+3:39,\u25bc5,6,2006
28,1,+0:00,,1.0,Gil Fernandez Koldo,1,,33:22:21 33:22:21,+0:00,-,7,2006
29,2,+0:30,,2.0,Jaksche Jorg,2,Astana - W\xfcrth Team,0:30 0:30,+-1:56,-,7,2006
32,3,+0:50,,3.0,Ullrich Jan,3,T-Mobile Team,0:50 0:50,+-1:56,-,7,2006
29,4,+2:03,,5.0,Vicioso \xc1ngel,4,Astana - W\xfcrth Team,2:03 2:03,+-1:52,\u25b21,7,2006
26,5,+2:15,,4.0,G\xf3mez Marchante Jose Angel,5,Saunier Duval - Prodir,2:15 2:15,+0:15,\u25bc1,7,2006
26,6,+2:22,,6.0,Schleck Fr\xe4nk,6,CSC ProTeam,2:22 2:22,+-1:55,-,7,2006
22,7,+2:36,,8.0,Brajkovi\u010d Janez,7,Discovery Channel,2:36 2:36,+0:00,\u25b21,7,2006
25,8,+2:45,,7.0,Caruso Giampaolo,8,Astana - W\xfcrth Team,2:45 2:45,+0:13,\u25bc1,7,2006
23,9,+3:30,,9.0,Gerdemann Linus,9,T-Mobile Team,3:30 3:30,+-1:56,-,7,2006
31,10,+3:42,,,Botcharov Alexandre,10,Cr\xe9dit Agricole,3:42 3:42,+1667:03,-,7,2006
28,1,+0:00,,1.0,Gil Fernandez Koldo,1,,37:42:01 37:42:01,+0:00,-,8,2006
29,2,+0:30,,2.0,Jaksche Jorg,2,Astana - W\xfcrth Team,0:30 0:30,+0:00,-,8,2006
32,3,+0:50,,3.0,Ullrich Jan,3,T-Mobile Team,0:50 0:50,+0:00,-,8,2006
29,4,+2:03,,4.0,Vicioso \xc1ngel,4,Astana - W\xfcrth Team,2:03 2:03,+0:00,-,8,2006
26,5,+2:22,,6.0,Schleck Fr\xe4nk,5,CSC ProTeam,2:22 2:22,+0:00,\u25b21,8,2006
22,6,+2:36,,7.0,Brajkovi\u010d Janez,6,Discovery Channel,2:36 2:36,+0:00,\u25b21,8,2006
25,7,+2:45,,8.0,Caruso Giampaolo,7,Astana - W\xfcrth Team,2:45 2:45,+0:00,\u25b21,8,2006
23,8,+3:30,,9.0,Gerdemann Linus,8,T-Mobile Team,3:30 3:30,+0:00,\u25b21,8,2006
31,9,+3:42,,10.0,Botcharov Alexandre,9,Cr\xe9dit Agricole,3:42 3:42,+0:00,\u25b21,8,2006
25,10,+4:15,,,Karpets Vladimir,10,Caisse d'Epargne - Illes Balears,4:15 4:15,+2006:36,-,8,2006
32,1,+0:00,,1.0,Ullrich Jan,1,T-Mobile Team,38:21:36 38:21:36,+0:00,-,9,2006
28,2,+0:24,190.0,2.0,Gil Fernandez Koldo,2,,0:24 0:24,+0:00,-,9,2006
29,3,+1:03,160.0,3.0,Jaksche Jorg,3,Astana - W\xfcrth Team,1:03 1:03,+0:00,-,9,2006
29,4,+1:44,140.0,4.0,Vicioso \xc1ngel,4,Astana - W\xfcrth Team,1:44 1:44,+0:00,-,9,2006
22,5,+2:33,120.0,5.0,Brajkovi\u010d Janez,5,Discovery Channel,2:33 2:33,+0:00,-,9,2006
26,6,+2:56,110.0,6.0,Schleck Fr\xe4nk,6,CSC ProTeam,2:56 2:56,+0:00,-,9,2006
23,7,+3:31,100.0,7.0,Gerdemann Linus,7,T-Mobile Team,3:31 3:31,+0:00,-,9,2006
25,8,+4:20,90.0,8.0,Caruso Giampaolo,8,Astana - W\xfcrth Team,4:20 4:20,+0:00,-,9,2006
25,9,+4:27,80.0,9.0,Karpets Vladimir,9,Caisse d'Epargne - Illes Balears,4:27 4:27,+0:00,-,9,2006
29,10,+5:01,70.0,10.0,Evans Cadel,10,Davitamon - Lotto,5:01 5:01,+0:00,-,9,2006
31,11,+5:14,60.0,,Botcharov Alexandre,11,Cr\xe9dit Agricole,5:14 5:14,+2306:50,-,9,2006
27,12,+5:18,55.0,,Kirchen Kim,12,T-Mobile Team,5:18 5:18,+2306:54,-,9,2006
30,13,+5:28,50.0,,Vande Velde Christian,13,CSC ProTeam,5:28 5:28,+2307:04,-,9,2006
26,14,+6:31,45.0,,G\xf3mez Marchante Jose Angel,14,Saunier Duval - Prodir,6:31 6:31,+2308:07,-,9,2006
34,15*,+7:10,,,Boogerd Michael,15*,Rabobank ProTeam,7:10 7:10,+2308:46,-,9,2006
35,16,+7:48,36.0,,Totschnig Georg,16,Gerolsteiner,7:48 7:48,+2309:24,-,9,2006
31,17,+8:23,32.0,,Ca\xf1ada David,17,Saunier Duval - Prodir,8:23 8:23,+2309:59,-,9,2006
26,18,+8:31,28.0,,Calzati Sylvain,18,AG2R Pr\xe9voyance,8:31 8:31,+2310:07,-,9,2006
26,19,+8:42,24.0,,Herrero Llorente David,19,Euskaltel - Euskadi,8:42 8:42,+2310:18,-,9,2006
35,20,+9:56,20.0,,Beltran Manuel,20,Discovery Channel,9:56 9:56,+2311:32,-,9,2006
22,21,+10:35,18.0,,L\xf6fkvist Thomas,21,Fran\xe7aise des Jeux,10:35 10:35,+2312:11,-,9,2006
23,22,+11:05,16.0,,Contador Alberto,22,Astana - W\xfcrth Team,11:05 11:05,+2312:41,-,9,2006
29,23,+12:22,14.0,,Zampieri Steve,23,Phonak Hearing Systems,12:22 12:22,+2313:58,-,9,2006
25,24,+12:56,12.0,,Weening Pieter,24,Rabobank ProTeam,12:56 12:56,+2314:32,-,9,2006
36,25,+14:46,10.0,,Guerini Giuseppe,25,T-Mobile Team,14:46 14:46,+2316:22,-,9,2006
24,26,+17:52,9.0,,Efimkin Vladimir,26,Caisse d'Epargne - Illes Balears,17:52 17:52,+2319:28,-,9,2006
32,27,+18:24,8.0,,Garzelli Stefano,27,Liquigas,18:24 18:24,+2320:00,-,9,2006
24,28,+18:43,7.0,,Sprick Matthieu,28,Bouygues Telecom,18:43 18:43,+2320:19,-,9,2006
33,29,+21:33,6.0,,Verheyen Geert,29,Quickstep - Innergetic,21:33 21:33,+2323:09,-,9,2006
25,30,+21:43,5.0,,van Goolen Jurgen,30,Discovery Channel,21:43 21:43,+2323:19,-,9,2006
27,31,+26:08,5.0,,Elmiger Martin,31,Phonak Hearing Systems,26:08 26:08,+2327:44,-,9,2006
29,32,+26:41,5.0,,Fertonani Marco,32,Caisse d'Epargne - Illes Balears,26:41 26:41,+2328:17,-,9,2006
34,33,+28:07,5.0,,Johansen Allan,33,CSC ProTeam,28:07 28:07,+2329:43,-,9,2006
27,34,+31:13,5.0,,Zubeldia Joseba,34,Euskaltel - Euskadi,31:13 31:13,+2332:49,-,9,2006
31,35,+31:35,5.0,,Ljungqvist Marcus,35,CSC ProTeam,31:35 31:35,+2333:11,-,9,2006
28,36,+32:07,5.0,,Zaballa Constantino,36,Saunier Duval - Prodir,32:07 32:07,+2333:43,-,9,2006
25,37,+33:00,5.0,,Zaugg Oliver,37,Saunier Duval - Prodir,33:00 33:00,+2334:36,-,9,2006
27,38,+34:48,5.0,,Tankink Bram,38,Quickstep - Innergetic,34:48 34:48,+2336:24,-,9,2006
25,39,+35:52,5.0,,De La Fuente David,39,Saunier Duval - Prodir,35:52 35:52,+2337:28,-,9,2006
26,40,+37:44,5.0,,Scarponi Michele,40,Astana - W\xfcrth Team,37:44 37:44,+2339:20,-,9,2006
38,41,+37:58,5.0,,Brochard Laurent,41,Bouygues Telecom,37:58 37:58,+2339:34,-,9,2006
29,42,+38:02,5.0,,Flores Iker,42,Euskaltel - Euskadi,38:02 38:02,+2339:38,-,9,2006
33,43,+38:13,5.0,,Moos Alexandre,43,Phonak Hearing Systems,38:13 38:13,+2339:49,-,9,2006
24,44,+39:33,5.0,,Drancourt Pierre,44,Bouygues Telecom,39:33 39:33,+2341:09,-,9,2006
21,45,+41:35,5.0,,Schleck Andy,45,CSC ProTeam,41:35 41:35,+2343:11,-,9,2006
26,46,+42:17,5.0,,Gerrans Simon,46,AG2R Pr\xe9voyance,42:17 42:17,+2343:53,-,9,2006
26,47,+42:19,5.0,,Rast Gregory,47,Phonak Hearing Systems,42:19 42:19,+2343:55,-,9,2006
21,48,+42:40,5.0,,Lowe Trent,48,Discovery Channel,42:40 42:40,+2344:16,-,9,2006
25,49,+42:52,5.0,,Sinkewitz Patrik,49,T-Mobile Team,42:52 42:52,+2344:28,-,9,2006
23,50,+44:26,5.0,,Monfort Maxime,50,Cofidis,44:26 44:26,+2346:02,-,9,2006
33,51,+44:55,5.0,,Celestino Mirko,51,Milram,44:55 44:55,+2346:31,-,9,2006
25,52,+45:49,5.0,,Albasini Michael,52,Liquigas,45:49 45:49,+2347:25,-,9,2006
35,53,+46:05,5.0,,Zberg Beat,53,Gerolsteiner,46:05 46:05,+2347:41,-,9,2006
25,54,+46:15,5.0,,Schr\xf6der Bjorn,54,Milram,46:15 46:15,+2347:51,-,9,2006
24,55,+47:11,5.0,,Talabardon Yannick,55,Cr\xe9dit Agricole,47:11 47:11,+2348:47,-,9,2006
26,56,+47:13,5.0,,Bellotti Francesco,56,Cr\xe9dit Agricole,47:13 47:13,+2348:49,-,9,2006
28,57,+52:16,5.0,,Petrov Evgeni,57,Lampre-Fondital,52:16 52:16,+2353:52,-,9,2006
31,58,+52:29,5.0,,Aerts Mario,58,Davitamon - Lotto,52:29 52:29,+2354:05,-,9,2006
24,59,+53:50,5.0,,Fothen Markus,59,Gerolsteiner,53:50 53:50,+2355:26,-,9,2006
24,60,+53:58,5.0,,Perez Ruben,60,Euskaltel - Euskadi,53:58 53:58,+2355:34,-,9,2006
23,61,+54:13,5.0,,Visconti Giovanni,61,Milram,54:13 54:13,+2355:49,-,9,2006
29,62,+56:51,5.0,,Brandt Christophe,62,Davitamon - Lotto,56:51 56:51,+2358:27,-,9,2006
30,63,+59:43,5.0,,Kroon Karsten,63,CSC ProTeam,59:43 59:43,+2361:19,-,9,2006
26,64,+59:43,5.0,,Rogers Michael,64,T-Mobile Team,",, 59:43",+2361:19,-,9,2006
30,65,+1:01:43,5.0,,Figueras Giuliano,65,Lampre-Fondital,1:01:43 1:01:43,+2363:19,-,9,2006
24,66,+1:02:07,5.0,,Schwab Hubert,66,Quickstep - Innergetic,1:02:07 1:02:07,+2363:43,-,9,2006
30,67,+1:03:15,5.0,,Montgomery Sven,67,Gerolsteiner,1:03:15 1:03:15,+2364:51,-,9,2006
35,68,+1:03:36,5.0,,Zabel Erik,68,Milram,1:03:36 1:03:36,+2365:12,-,9,2006
25,69,+1:09:06,5.0,,Bennati Daniele,69,Lampre-Fondital,1:09:06 1:09:06,+2370:42,-,9,2006
32,70,+1:09:33,5.0,,White Matthew,70,Discovery Channel,1:09:33 1:09:33,+2371:09,-,9,2006
31,71,+1:10:09,5.0,,Zberg Markus,71,Gerolsteiner,1:10:09 1:10:09,+2371:45,-,9,2006
24,72,+1:11:04,5.0,,Lequatre Geoffroy,72,Cofidis,1:11:04 1:11:04,+2372:40,-,9,2006
27,73,+1:11:10,5.0,,Bileka Volodymyr,73,Discovery Channel,1:11:10 1:11:10,+2372:46,-,9,2006
26,74,+1:11:19,5.0,,Bernucci Lorenzo,74,T-Mobile Team,1:11:19 1:11:19,+2372:55,-,9,2006
33,75,+1:13:38,5.0,,Chaurreau I\xf1igo,75,AG2R Pr\xe9voyance,1:13:38 1:13:38,+2375:14,-,9,2006
30,76,+1:14:54,5.0,,Khalilov Mihaylo,76,Team LPR Brakes,1:14:54 1:14:54,+2376:30,-,9,2006
26,77,+1:16:04,5.0,,Loosli David,77,Lampre-Fondital,1:16:04 1:16:04,+2377:40,-,9,2006
31,78,+1:18:28,5.0,,de Groot Bram,78,Rabobank ProTeam,1:18:28 1:18:28,+2380:04,-,9,2006
28,79,+1:18:59,5.0,,Usov Alexandre,79,AG2R Pr\xe9voyance,1:18:59 1:18:59,+2380:35,-,9,2006
24,80,+1:20:34,5.0,,Coyot Arnaud,80,Cofidis,1:20:34 1:20:34,+2382:10,-,9,2006
32,81,+1:21:23,5.0,,Navas David,81,AG2R Pr\xe9voyance,1:21:23 1:21:23,+2382:59,-,9,2006
28,82,+1:21:40,5.0,,Dion Renaud,82,AG2R Pr\xe9voyance,1:21:40 1:21:40,+2383:16,-,9,2006
23,83,+1:22:23,5.0,,Perez Alan,83,Euskaltel - Euskadi,1:22:23 1:22:23,+2383:59,-,9,2006
29,84,+1:22:33,5.0,,Carlstr\xf6m Kjell,84,Liquigas,1:22:33 1:22:33,+2384:09,-,9,2006
30,85,+1:23:03,5.0,,Righi Daniele,85,Lampre-Fondital,1:23:03 1:23:03,+2384:39,-,9,2006
25,86,+1:23:49,5.0,,Davis Allan,86,Astana - W\xfcrth Team,1:23:49 1:23:49,+2385:25,-,9,2006
28,87,+1:24:14,5.0,,Flecha Juan Antonio,87,Rabobank ProTeam,1:24:14 1:24:14,+2385:50,-,9,2006
22,88,+1:25:18,5.0,,Megias Javier,88,Saunier Duval - Prodir,1:25:18 1:25:18,+2386:54,-,9,2006
33,89,+1:25:56,5.0,,Grabsch Ralf,89,Milram,1:25:56 1:25:56,+2387:32,-,9,2006
30,90,+1:26:32,5.0,,Lastras Pablo,90,Caisse d'Epargne - Illes Balears,1:26:32 1:26:32,+2388:08,-,9,2006
32,91,+1:29:30,5.0,,Tosatto Matteo,91,Quickstep - Innergetic,1:29:30 1:29:30,+2391:06,-,9,2006
32,92,+1:31:24,5.0,,Hinault S\xe9bastien,92,Cr\xe9dit Agricole,1:31:24 1:31:24,+2393:00,-,9,2006
27,93,+1:32:04,5.0,,Markov Alexei,93,Caisse d'Epargne - Illes Balears,1:32:04 1:32:04,+2393:40,-,9,2006
25,94,+1:36:01,5.0,,Cancellara Fabian,94,CSC ProTeam,1:36:01 1:36:01,+2397:37,-,9,2006
26,95,+1:39:15,5.0,,Ballan Alessandro,95,Lampre-Fondital,1:39:15 1:39:15,+2400:51,-,9,2006
36,96,+1:40:37,5.0,,Poitschke Enrico,96,Milram,1:40:37 1:40:37,+2402:13,-,9,2006
32,97,+1:41:26,5.0,,de Jongh Steven,97,Quickstep - Innergetic,1:41:26 1:41:26,+2403:02,-,9,2006
25,98,+1:42:51,5.0,,Steegmans Gert,98,Davitamon - Lotto,1:42:51 1:42:51,+2404:27,-,9,2006
21,99,+1:43:07,5.0,,Redondo Jose Antonio,99,Astana - W\xfcrth Team,1:43:07 1:43:07,+2404:43,-,9,2006
34,100,+1:43:51,5.0,,Boven Jan,100,Rabobank ProTeam,1:43:51 1:43:51,+2405:27,-,9,2006
31,101,+1:46:41,5.0,,Dean Julian,101,Cr\xe9dit Agricole,1:46:41 1:46:41,+2408:17,-,9,2006
21,102,+1:47:52,5.0,,Jerome Vincent,102,Bouygues Telecom,1:47:52 1:47:52,+2409:28,-,9,2006
26,103,+1:48:05,5.0,,Irizar Markel,103,Euskaltel - Euskadi,1:48:05 1:48:05,+2409:41,-,9,2006
34,104,+1:48:13,5.0,,van Bon L\xe9on,104,Davitamon - Lotto,1:48:13 1:48:13,+2409:49,-,9,2006
24,105,+1:48:35,5.0,,Minard S\xe9bastien,105,Cofidis,1:48:35 1:48:35,+2410:11,-,9,2006
26,106,+1:53:18,5.0,,Geslin Anthony,106,Bouygues Telecom,1:53:18 1:53:18,+2414:54,-,9,2006
25,107,+1:55:57,5.0,,Eisel Bernhard,107,Fran\xe7aise des Jeux,1:55:57 1:55:57,+2417:33,-,9,2006
23,108,+1:56:20,5.0,,Patanchon Fabien,108,Fran\xe7aise des Jeux,1:56:20 1:56:20,+2417:56,-,9,2006
26,109,+1:57:04,5.0,,Engoulvent Jimmy,109,Cr\xe9dit Agricole,1:57:04 1:57:04,+2418:40,-,9,2006
