Rnk,Team,GC,GC-Time,Time,year,stage
1,AG2R Pr\xe9voyance,,+ - 28:07:06,84:40:11 84:40:11,2006,7
2,Discovery Channel,,+ - 28:07:06,3:02 3:02,2006,7
3,Caisse d'Epargne - Illes Balears,,+ - 28:07:06,7:43 7:43,2006,7
