Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,\u25bc\u25b2,stage,year
27,83,,,8.0,24.0,Bettini Paolo,39,Mapei - Quickstep,,\u25bc15,2,2001
27,49,,,8.0,34.0,Tosatto Matteo,40,Fassa Bortolo,,\u25bc6,2,2001
27,56,,,7.0,25.0,Lotz Marc,41,Rabobank ProTeam,,\u25bc16,2,2001
25,32,,,6.0,26.0,Brard Florent,42,Festina,,\u25bc16,2,2001
28,166,,,6.0,,Perreaudeau Olivier,43,Bonjour,,-,2,2001
29,208,,,6.0,27.0,Sivakov Alexei,44,BigMat - Auber 93,,\u25bc17,2,2001
28,151,,,5.0,28.0,Botero Santiago,45,Kelme - Costa Blanca,,\u25bc17,2,2001
32,169,,,5.0,31.0,Simon Fran\xe7ois,46,Bonjour,,\u25bc15,2,2001
27,21,,,4.0,30.0,Beloki Joseba,47,O.N.C.E. - Eroski,,\u25bc17,2,2001
26,52,,,4.0,,de Groot Bram,48,Rabobank ProTeam,,-,2,2001
26,28,,,2.0,32.0,Sastre Carlos,49,O.N.C.E. - Eroski,,\u25bc17,2,2001
25,125,,,2.0,33.0,Capelle Ludovic,50,AG2R Pr\xe9voyance,,\u25bc17,2,2001
36,174,,,2.0,,Dierckxsens Ludo,51,Lampre - Daikin,,-,2,2001
27,158,,,1.0,35.0,Tauler Toni,52,Kelme - Costa Blanca,,\u25bc17,2,2001
27,155,,,1.0,,Gutierrez Jose Enrique,53,Kelme - Costa Blanca,,-,2,2001
28,132,,,1.0,36.0,Blaudzun Michael,54,CSC ProTeam - Tiscali,,\u25bc18,2,2001
31,19,,,75.0,3.0,Zabel Erik,1,Team Telekom,,\u25b22,3,2001
31,127,,,47.0,1.0,Kirsipuu Jaan,2,AG2R Pr\xe9voyance,,\u25bc1,3,2001
27,107,,,45.0,2.0,O'Grady Stuart,3,Cr\xe9dit Agricole,,\u25bc1,3,2001
33,204,,,45.0,10.0,Capelle Christophe,4,BigMat - Auber 93,,\u25b26,3,2001
32,59,,,35.0,4.0,Wauters Marc,5,Rabobank ProTeam,,\u25bc1,3,2001
30,31,,,30.0,24.0,Moreau Christophe,6,Festina,,\u25b218,3,2001
30,185,,,30.0,,Magnien Emmanuel,7,La Fran\xe7aise des Jeux,,-,3,2001
28,191,,,30.0,6.0,Vainsteins Romans,8,Domo - Farm Frites,,\u25bc2,3,2001
29,38,,,30.0,5.0,Pretot Arnaud,9,Festina,,\u25bc4,3,2001
24,176,,,30.0,7.0,Hunter Robert,10,Lampre - Daikin,,\u25bc3,3,2001
27,66,,,30.0,36.0,Mikhailov Guennady,11,Lotto - Adecco,,\u25b225,3,2001
32,169,,,27.0,46.0,Simon Fran\xe7ois,12,Bonjour,,\u25b234,3,2001
27,86,,,26.0,,Garzelli Stefano,13,Mapei - Quickstep,,-,3,2001
23,182,,,26.0,8.0,Casper Jimmy,14,La Fran\xe7aise des Jeux,,\u25bc6,3,2001
30,193,,,26.0,9.0,Knaven Servais,16,Domo - Farm Frites,,\u25bc7,3,2001
27,11,,,25.0,32.0,Ullrich Jan,17,Team Telekom,,\u25b215,3,2001
33,42,,,24.0,,Baldato Fabio,18,Fassa Bortolo,,-,3,2001
23,104,,,24.0,11.0,Hushovd Thor,19,Cr\xe9dit Agricole,,\u25bc8,3,2001
28,39,,,24.0,12.0,Teutenberg Sven,20,Festina,,\u25bc8,3,2001
32,178,,,23.0,13.0,Svorada Jan,21,Lampre - Daikin,,\u25bc8,3,2001
27,53,,,21.0,17.0,de Jongh Steven,22,Rabobank ProTeam,,\u25bc5,3,2001
27,165,,,20.0,15.0,Nazon Damien,23,Bonjour,,\u25bc8,3,2001
33,84,,,20.0,14.0,Bramati Davide,24,Mapei - Quickstep,,\u25bc10,3,2001
26,61,,,19.0,16.0,Verbrugghe Rik,25,Lotto - Adecco,,\u25bc9,3,2001
29,101,,,19.0,18.0,Julich Bobby,26,Cr\xe9dit Agricole,,\u25bc8,3,2001
27,47,,,19.0,30.0,Petacchi Alessandro,27,Fassa Bortolo,,\u25b23,3,2001
27,163,,,18.0,,Bouyer Franck,28,Bonjour,,-,3,2001
23,43,,,18.0,19.0,Basso Ivan,29,Fassa Bortolo,,\u25bc10,3,2001
31,63,,,17.0,,Baguet Serge,30,Lotto - Adecco,,-,3,2001
31,195,,,17.0,20.0,Milesi Marco,31,Domo - Farm Frites,,\u25bc11,3,2001
26,175,,,17.0,21.0,Frutti Matteo,32,Lampre - Daikin,,\u25bc11,3,2001
27,24,,,16.0,31.0,Gonzalez De Galdeano Igor,33,O.N.C.E. - Eroski,,\u25bc2,3,2001
27,21,,,16.0,47.0,Beloki Joseba,34,O.N.C.E. - Eroski,,\u25b213,3,2001
29,76,,,16.0,23.0,Mattan Nico,35,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",,\u25bc12,3,2001
30,54,,,16.0,22.0,Dekker Erik,36,Rabobank ProTeam,,\u25bc14,3,2001
29,68,,,15.0,25.0,Van Hyfte Paul,37,Lotto - Adecco,,\u25bc12,3,2001
26,45,,,15.0,26.0,Ivanov Serguei,38,Fassa Bortolo,,\u25bc12,3,2001
27,155,,,15.0,53.0,Gutierrez Jose Enrique,39,Kelme - Costa Blanca,,\u25b214,3,2001
29,109,,,15.0,27.0,Voigt Jens,40,Cr\xe9dit Agricole,,\u25bc13,3,2001
33,179,,,13.0,28.0,Verstrepen Johan,41,Lampre - Daikin,,\u25bc13,3,2001
29,64,,,13.0,29.0,Blijlevens Jeroen,42,Lotto - Adecco,,\u25bc13,3,2001
27,106,,,12.0,33.0,Morin Anthony,43,Cr\xe9dit Agricole,,\u25bc10,3,2001
29,51,,,11.0,,Boogerd Michael,44,Rabobank ProTeam,,-,3,2001
27,111,,,11.0,34.0,Etxebarria David,45,Euskaltel - Euskadi,,\u25bc11,3,2001
27,74,,,10.0,,Kivilev Andrei,46,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",,-,3,2001
28,146,,,10.0,37.0,Oriol Christophe,47,Jean Delatour,,\u25bc10,3,2001
29,184,,,10.0,,Guesdon Fr\xe9d\xe9ric,48,La Fran\xe7aise des Jeux,,-,3,2001
28,135,,,10.0,,Jalabert Nicolas,49,CSC ProTeam - Tiscali,,-,3,2001
34,183,,,10.0,38.0,Durand Jacky,50,La Fran\xe7aise des Jeux,,\u25bc12,3,2001
25,91,,,9.0,,Mancebo Francisco,51,Ibanesto.com,,-,3,2001
24,157,,,8.0,,Sevilla Oscar,52,Kelme - Costa Blanca,,-,3,2001
27,83,,,8.0,39.0,Bettini Paolo,53,Mapei - Quickstep,,\u25bc14,3,2001
27,49,,,8.0,40.0,Tosatto Matteo,54,Fassa Bortolo,,\u25bc14,3,2001
30,161,,,7.0,,Rous Didier,55,Bonjour,,-,3,2001
27,56,,,7.0,41.0,Lotz Marc,56,Rabobank ProTeam,,\u25bc15,3,2001
25,32,,,6.0,42.0,Brard Florent,57,Festina,,\u25bc15,3,2001
28,147,,,6.0,,Roux Laurent,58,Jean Delatour,,-,3,2001
29,208,,,6.0,44.0,Sivakov Alexei,59,BigMat - Auber 93,,\u25bc15,3,2001
28,166,,,6.0,43.0,Perreaudeau Olivier,60,Bonjour,,\u25bc17,3,2001
28,151,,,5.0,45.0,Botero Santiago,61,Kelme - Costa Blanca,,\u25bc16,3,2001
28,194,,,5.0,,Merckx Axel,62,Domo - Farm Frites,,-,3,2001
26,52,,,4.0,48.0,de Groot Bram,63,Rabobank ProTeam,,\u25bc15,3,2001
30,44,,,3.0,,Belli Wladimir,64,Fassa Bortolo,,-,3,2001
26,28,,,2.0,49.0,Sastre Carlos,65,O.N.C.E. - Eroski,,\u25bc16,3,2001
29,67,,,2.0,,van de Wouwer Kurt,66,Lotto - Adecco,,-,3,2001
25,125,,,2.0,50.0,Capelle Ludovic,67,AG2R Pr\xe9voyance,,\u25bc17,3,2001
36,174,,,2.0,51.0,Dierckxsens Ludo,68,Lampre - Daikin,,\u25bc17,3,2001
27,158,,,1.0,52.0,Tauler Toni,69,Kelme - Costa Blanca,,\u25bc17,3,2001
28,132,,,1.0,54.0,Blaudzun Michael,70,CSC ProTeam - Tiscali,,\u25bc16,3,2001
31,19,,,75.0,1.0,Zabel Erik,1,Team Telekom,,-,4,2001
27,107,,,69.0,3.0,O'Grady Stuart,2,Cr\xe9dit Agricole,,\u25b21,4,2001
24,176,,,49.0,10.0,Hunter Robert,3,Lampre - Daikin,,\u25b27,4,2001
31,127,,,47.0,2.0,Kirsipuu Jaan,4,AG2R Pr\xe9voyance,,\u25bc2,4,2001
27,165,,,46.0,23.0,Nazon Damien,5,Bonjour,,\u25b218,4,2001
33,204,,,45.0,4.0,Capelle Christophe,6,BigMat - Auber 93,,\u25bc2,4,2001
28,39,,,44.0,20.0,Teutenberg Sven,7,Festina,,\u25b213,4,2001
32,169,,,42.0,12.0,Simon Fran\xe7ois,8,Bonjour,,\u25b24,4,2001
27,47,,,41.0,27.0,Petacchi Alessandro,9,Fassa Bortolo,,\u25b218,4,2001
30,31,,,38.0,6.0,Moreau Christophe,10,Festina,,\u25bc4,4,2001
32,131,,,35.0,,Jalabert Laurent,11,CSC ProTeam - Tiscali,,-,4,2001
32,59,,,35.0,5.0,Wauters Marc,12,Rabobank ProTeam,,\u25bc7,4,2001
36,174,,,32.0,68.0,Dierckxsens Ludo,13,Lampre - Daikin,,\u25b255,4,2001
29,68,,,32.0,37.0,Van Hyfte Paul,14,Lotto - Adecco,,\u25b223,4,2001
30,185,,,30.0,7.0,Magnien Emmanuel,15,La Fran\xe7aise des Jeux,,\u25bc8,4,2001
29,38,,,30.0,9.0,Pretot Arnaud,16,Festina,,\u25bc7,4,2001
28,191,,,30.0,8.0,Vainsteins Romans,17,Domo - Farm Frites,,\u25bc9,4,2001
27,66,,,30.0,11.0,Mikhailov Guennady,18,Lotto - Adecco,,\u25bc7,4,2001
31,63,,,30.0,30.0,Baguet Serge,19,Lotto - Adecco,,\u25b211,4,2001
27,86,,,26.0,13.0,Garzelli Stefano,20,Mapei - Quickstep,,\u25bc7,4,2001
23,182,,,26.0,14.0,Casper Jimmy,21,La Fran\xe7aise des Jeux,,\u25bc7,4,2001
30,193,,,26.0,16.0,Knaven Servais,23,Domo - Farm Frites,,\u25bc7,4,2001
23,104,,,26.0,19.0,Hushovd Thor,24,Cr\xe9dit Agricole,,\u25bc5,4,2001
27,11,,,25.0,17.0,Ullrich Jan,25,Team Telekom,,\u25bc8,4,2001
27,197,,,24.0,,Rodriguez Fred,26,Domo - Farm Frites,,-,4,2001
33,42,,,24.0,18.0,Baldato Fabio,27,Fassa Bortolo,,\u25bc9,4,2001
32,178,,,23.0,21.0,Svorada Jan,28,Lampre - Daikin,,\u25bc7,4,2001
27,53,,,21.0,22.0,de Jongh Steven,29,Rabobank ProTeam,,\u25bc7,4,2001
33,84,,,20.0,24.0,Bramati Davide,30,Mapei - Quickstep,,\u25bc6,4,2001
27,21,,,20.0,34.0,Beloki Joseba,31,O.N.C.E. - Eroski,,\u25b23,4,2001
26,61,,,19.0,25.0,Verbrugghe Rik,32,Lotto - Adecco,,\u25bc7,4,2001
29,101,,,19.0,26.0,Julich Bobby,33,Cr\xe9dit Agricole,,\u25bc7,4,2001
23,43,,,18.0,29.0,Basso Ivan,34,Fassa Bortolo,,\u25bc5,4,2001
27,163,,,18.0,28.0,Bouyer Franck,35,Bonjour,,\u25bc7,4,2001
30,18,,,18.0,,Wesemann Steffen,36,Team Telekom,,-,4,2001
27,56,,,18.0,56.0,Lotz Marc,37,Rabobank ProTeam,,\u25b219,4,2001
31,195,,,17.0,31.0,Milesi Marco,38,Domo - Farm Frites,,\u25bc7,4,2001
26,175,,,17.0,32.0,Frutti Matteo,39,Lampre - Daikin,,\u25bc7,4,2001
27,24,,,16.0,33.0,Gonzalez De Galdeano Igor,40,O.N.C.E. - Eroski,,\u25bc7,4,2001
23,209,,,16.0,,Talabardon S\xe9bastien,41,BigMat - Auber 93,,-,4,2001
29,76,,,16.0,35.0,Mattan Nico,42,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",,\u25bc7,4,2001
30,54,,,16.0,36.0,Dekker Erik,43,Rabobank ProTeam,,\u25bc7,4,2001
27,155,,,16.0,39.0,Gutierrez Jose Enrique,44,Kelme - Costa Blanca,,\u25bc5,4,2001
34,183,,,16.0,50.0,Durand Jacky,45,La Fran\xe7aise des Jeux,,\u25b25,4,2001
26,45,,,15.0,38.0,Ivanov Serguei,46,Fassa Bortolo,,\u25bc8,4,2001
29,109,,,15.0,40.0,Voigt Jens,47,Cr\xe9dit Agricole,,\u25bc7,4,2001
27,49,,,15.0,54.0,Tosatto Matteo,48,Fassa Bortolo,,\u25b26,4,2001
33,179,,,13.0,41.0,Verstrepen Johan,49,Lampre - Daikin,,\u25bc8,4,2001
29,64,,,13.0,42.0,Blijlevens Jeroen,50,Lotto - Adecco,,\u25bc8,4,2001
29,184,,,13.0,48.0,Guesdon Fr\xe9d\xe9ric,51,La Fran\xe7aise des Jeux,,\u25bc3,4,2001
32,89,,,12.0,,Zanini Stefano,52,Mapei - Quickstep,,-,4,2001
27,106,,,12.0,43.0,Morin Anthony,53,Cr\xe9dit Agricole,,\u25bc10,4,2001
29,51,,,11.0,44.0,Boogerd Michael,54,Rabobank ProTeam,,\u25bc10,4,2001
27,111,,,11.0,45.0,Etxebarria David,55,Euskaltel - Euskadi,,\u25bc10,4,2001
30,97,,,10.0,,Odriozola Jon,56,Ibanesto.com,,-,4,2001
27,74,,,10.0,46.0,Kivilev Andrei,57,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",,\u25bc11,4,2001
28,135,,,10.0,49.0,Jalabert Nicolas,58,CSC ProTeam - Tiscali,,\u25bc9,4,2001
28,146,,,10.0,47.0,Oriol Christophe,59,Jean Delatour,,\u25bc12,4,2001
26,138,,,9.0,,S\xf8rensen Nicki,60,CSC ProTeam - Tiscali,,-,4,2001
25,91,,,9.0,51.0,Mancebo Francisco,61,Ibanesto.com,,\u25bc10,4,2001
24,157,,,8.0,52.0,Sevilla Oscar,62,Kelme - Costa Blanca,,\u25bc10,4,2001
27,83,,,8.0,53.0,Bettini Paolo,63,Mapei - Quickstep,,\u25bc10,4,2001
30,161,,,7.0,55.0,Rous Didier,64,Bonjour,,\u25bc9,4,2001
25,32,,,6.0,57.0,Brard Florent,65,Festina,,\u25bc8,4,2001
33,141,,,6.0,,Brochard Laurent,66,Jean Delatour,,-,4,2001
28,166,,,6.0,60.0,Perreaudeau Olivier,67,Bonjour,,\u25bc7,4,2001
29,208,,,6.0,59.0,Sivakov Alexei,68,BigMat - Auber 93,,\u25bc9,4,2001
28,147,,,6.0,58.0,Roux Laurent,69,Jean Delatour,,\u25bc11,4,2001
32,187,,,6.0,,Mengin Christophe,70,La Fran\xe7aise des Jeux,,-,4,2001
28,151,,,5.0,61.0,Botero Santiago,71,Kelme - Costa Blanca,,\u25bc10,4,2001
29,48,,,5.0,,Pozzi Oscar,72,Fassa Bortolo,,-,4,2001
28,194,,,5.0,62.0,Merckx Axel,73,Domo - Farm Frites,,\u25bc11,4,2001
30,44,,,5.0,64.0,Belli Wladimir,74,Fassa Bortolo,,\u25bc10,4,2001
26,52,,,4.0,63.0,de Groot Bram,75,Rabobank ProTeam,,\u25bc12,4,2001
31,122,,,4.0,,Agnolutto Christophe,76,AG2R Pr\xe9voyance,,-,4,2001
27,103,,,4.0,,Hinault S\xe9bastien,77,Cr\xe9dit Agricole,,-,4,2001
27,145,,,4.0,,Halgand Patrice,78,Jean Delatour,,-,4,2001
26,28,,,2.0,65.0,Sastre Carlos,79,O.N.C.E. - Eroski,,\u25bc14,4,2001
29,67,,,2.0,66.0,van de Wouwer Kurt,80,Lotto - Adecco,,\u25bc14,4,2001
25,125,,,2.0,67.0,Capelle Ludovic,81,AG2R Pr\xe9voyance,,\u25bc14,4,2001
27,158,,,1.0,69.0,Tauler Toni,82,Kelme - Costa Blanca,,\u25bc13,4,2001
28,132,,,1.0,70.0,Blaudzun Michael,83,CSC ProTeam - Tiscali,,\u25bc13,4,2001
24,26,7.0,+1:12,,2.0,Jaksche Jorg,1,O.N.C.E. - Eroski,20:55:33 20:55:33,\u25b21,5,2001
22,25,9.0,+1:20,,3.0,Guti\xe9rrez Jos\xe9 Iv\xe1n,2,O.N.C.E. - Eroski,0:08 0:08,\u25b21,5,2001
25,32,11.0,+1:24,,1.0,Brard Florent,3,Festina,0:12 0:12,\u25bc2,5,2001
24,157,22.0,+2:39,,6.0,Sevilla Oscar,4,Kelme - Costa Blanca,1:27 1:27,\u25b22,5,2001
25,91,36.0,+4:40,,5.0,Mancebo Francisco,5,Ibanesto.com,3:28 3:28,-,5,2001
23,43,43.0,+4:55,,4.0,Basso Ivan,6,Fassa Bortolo,3:43 3:43,\u25bc2,5,2001
25,181,52.0,+6:14,,7.0,Montgomery Sven,7,La Fran\xe7aise des Jeux,5:02 5:02,-,5,2001
25,9,59.0,+7:14,,8.0,Vande Velde Christian,8,US Postal Service,6:02 6:02,-,5,2001
24,176,68.0,+12:55,,10.0,Hunter Robert,9,Lampre - Daikin,11:43 11:43,\u25b21,5,2001
23,209,70.0,+13:06,,9.0,Talabardon S\xe9bastien,10,BigMat - Auber 93,11:54 11:54,\u25bc1,5,2001
22,164,76.0,+14:47,,11.0,Chavanel Sylvain,11,Bonjour,13:35 13:35,-,5,2001
23,207,83.0,+19:19,,12.0,Lamouller Lo\xefc,12,BigMat - Auber 93,18:07 18:07,-,5,2001
25,95,101.0,+22:57,,15.0,Jim\xe9nez Eladio,13,Ibanesto.com,21:45 21:45,\u25b22,5,2001
24,119,109.0,+23:49,,14.0,Zubeldia Haimar,14,Euskaltel - Euskadi,22:37 22:37,-,5,2001
23,189,111.0,+23:55,,13.0,Vogondy Nicolas,15,La Fran\xe7aise des Jeux,22:43 22:43,\u25bc2,5,2001
23,96,138.0,+29:07,,17.0,Menchov Denis,16,Ibanesto.com,27:55 27:55,\u25b21,5,2001
23,104,140.0,+29:49,,20.0,Hushovd Thor,17,Cr\xe9dit Agricole,28:37 28:37,\u25b23,5,2001
25,172,146.0,+30:35,,16.0,Belohvosciks Raivis,18,Lampre - Daikin,29:23 29:23,\u25bc2,5,2001
25,125,147.0,+30:54,,18.0,Capelle Ludovic,19,AG2R Pr\xe9voyance,29:42 29:42,\u25bc1,5,2001
25,186,155.0,+33:06,,19.0,McGee Bradley,20,La Fran\xe7aise des Jeux,31:54 31:54,\u25bc1,5,2001
25,202,157.0,+33:48,,21.0,Auger Guillaume,21,BigMat - Auber 93,32:36 32:36,-,5,2001
25,177,170.0,+38:31,,22.0,Pinotti Marco,22,Lampre - Daikin,37:19 37:19,-,5,2001
23,182,172.0,+39:00,,23.0,Casper Jimmy,23,La Fran\xe7aise des Jeux,37:48 37:48,-,5,2001
22,173,180.0,+43:05,,24.0,Bertogliati Rubens,24,Lampre - Daikin,41:53 41:53,-,5,2001
24,71,185.0,+47:02,,25.0,Millar David,25,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",45:50 45:50,-,5,2001
31,19,,,93.0,1.0,Zabel Erik,1,Team Telekom,,-,6,2001
27,107,,,85.0,2.0,O'Grady Stuart,2,Cr\xe9dit Agricole,,-,6,2001
31,127,,,72.0,4.0,Kirsipuu Jaan,3,AG2R Pr\xe9voyance,,\u25b21,6,2001
27,165,,,68.0,5.0,Nazon Damien,4,Bonjour,,\u25b21,6,2001
33,204,,,58.0,6.0,Capelle Christophe,5,BigMat - Auber 93,,\u25b21,6,2001
24,176,,,49.0,3.0,Hunter Robert,6,Lampre - Daikin,,\u25bc3,6,2001
32,169,,,47.0,8.0,Simon Fran\xe7ois,7,Bonjour,,\u25b21,6,2001
28,39,,,44.0,7.0,Teutenberg Sven,8,Festina,,\u25bc1,6,2001
32,178,,,43.0,28.0,Svorada Jan,9,Lampre - Daikin,,\u25b219,6,2001
27,47,,,42.0,9.0,Petacchi Alessandro,10,Fassa Bortolo,,\u25bc1,6,2001
28,191,,,41.0,16.0,Vainsteins Romans,11,Domo - Farm Frites,,\u25b25,6,2001
23,182,,,41.0,21.0,Casper Jimmy,12,La Fran\xe7aise des Jeux,,\u25b29,6,2001
30,31,,,38.0,10.0,Moreau Christophe,13,Festina,,\u25bc3,6,2001
