Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
30,79.0,28.0,+46:18,30.0,,Solaun Cesar,28,Ibanesto.com,46:18 46:18,+46:18,-,21,2001
29,71.0,29.0,+49:51,25.0,,Arrieta Jose Luis,29,Ibanesto.com,49:51 49:51,+49:51,-,21,2001
24,69.0,30.0,+54:11,20.0,,Valjavec Tadej,30,Fassa Bortolo,54:11 54:11,+54:11,-,21,2001
28,84.0,31.0,+59:12,,,Leon Mane Francisco,31,Kelme - Costa Blanca,59:12 59:12,+59:12,-,21,2001
26,166.0,32.0,+1:00:08,,,Baliani Fortunato,32,Selle Italia - Pacific,1:00:08 1:00:08,+60:08,-,21,2001
27,199.0,33.0,+1:00:13,,,Sgambelluri Roberto,33,Team Telekom,1:00:13 1:00:13,+60:13,-,21,2001
31,174.0,34.0,+1:00:51,,,Borghi Ruggero,34,Tacconi Sport - Vini Caldirola,1:00:51 1:00:51,+60:51,-,21,2001
27,75.0,35.0,+1:02:26,,,Latasa lasa David,35,Ibanesto.com,1:02:26 1:02:26,+62:26,-,21,2001
29,53.0,36.0,+1:02:48,,,Duma Vladimir,36,Panaria - Fiordo,1:02:48 1:02:48,+62:48,-,21,2001
28,93.0,37.0,+1:03:53,,,Codol Massimo,37,Lampre - Daikin,1:03:53 1:03:53,+63:53,-,21,2001
30,155.0,38.0,+1:05:37,,,Padrnos Pavel,38,Saeco,1:05:37 1:05:37,+65:37,-,21,2001
27,16.0,39.0,+1:06:57,,,Ivanov Ruslan,39,Alessio,1:06:57 1:06:57,+66:57,-,21,2001
32,153.0,40.0,+1:14:33,,,Dufaux Laurent,40,Saeco,1:14:33 1:14:33,+74:33,-,21,2001
32,7.0,41.0,+1:15:38,,,Lanfranchi Paolo,41,Mapei - Quickstep,1:15:38 1:15:38,+75:38,-,21,2001
24,112.0,42.0,+1:16:59,,,Brandt Christophe,42,Lotto - Adecco,1:16:59 1:16:59,+76:59,-,21,2001
29,66.0,43.0,+1:17:20,,,Peron Andrea,43,Fassa Bortolo,1:17:20 1:17:20,+77:20,-,21,2001
31,193.0,44.0,+1:17:56,,,Guerini Giuseppe,44,Team Telekom,1:17:56 1:17:56,+77:56,-,21,2001
23,56.0,45.0,+1:22:22,,,Perez Cuapio Julio Alberto,45,Panaria - Fiordo,1:22:22 1:22:22,+82:22,-,21,2001
22,164.0,46.0,+1:22:35,,,Gonzalez Fredy,46,Selle Italia - Pacific,1:22:35 1:22:35,+82:35,-,21,2001
26,146.0,47.0,+1:22:45,,,Hruska Jan,47,O.N.C.E. - Eroski,1:22:45 1:22:45,+82:45,-,21,2001
28,159.0,48.0,+1:25:10,,,Secchiari Francesco,48,Saeco,1:25:10 1:25:10,+85:10,-,21,2001
25,73.0,49.0,+1:25:31,,,Lastras Pablo,49,Ibanesto.com,1:25:31 1:25:31,+85:31,-,21,2001
27,68.0,50.0,+1:26:36,,,Tosatto Matteo,50,Fassa Bortolo,1:26:36 1:26:36,+86:36,-,21,2001
28,25.0,51.0,+1:29:59,,,Valoti Gianluca,51,Alexia Alluminio,1:29:59 1:29:59,+89:59,-,21,2001
27,191.0,52.0,+1:31:22,,,Ullrich Jan,52,Team Telekom,1:31:22 1:31:22,+91:22,-,21,2001
25,48.0,53.0,+1:33:27,,,Yakovlev Serguei,53,Cantina Tollo - Acqua e Sapone,1:33:27 1:33:27,+93:27,-,21,2001
37,192.0,54.0,+1:36:59,,,Elli Alberto,54,Team Telekom,1:36:59 1:36:59,+96:59,-,21,2001
36,43.0,55.0,+1:39:03,,,Conti Roberto,55,Cantina Tollo - Acqua e Sapone,1:39:03 1:39:03,+99:03,-,21,2001
26,179.0,56.0,+1:39:38,,,Hauptman Andrej,56,Tacconi Sport - Vini Caldirola,1:39:38 1:39:38,+99:38,-,21,2001
25,86.0,57.0,+1:39:54,,,Lopez Joaquin,57,Kelme - Costa Blanca,1:39:54 1:39:54,+99:54,-,21,2001
34,98.0,58.0,+1:40:58,,,Sciandri Maximilian,58,Lampre - Daikin,1:40:58 1:40:58,+100:58,-,21,2001
30,76.0,59.0,+1:41:09,,,Odriozola Jon,59,Ibanesto.com,1:41:09 1:41:09,+101:09,-,21,2001
30,99.0,60.0,+1:41:43,,,Missaglia Gabriele,60,Lampre - Daikin,1:41:43 1:41:43,+101:43,-,21,2001
25,186.0,61.0,+1:43:23,,,Lunghi Denis,61,Colpack,1:43:23 1:43:23,+103:23,-,21,2001
27,142.0,62.0,+1:44:37,,,Andrle Ren\xe9,62,O.N.C.E. - Eroski,1:44:37 1:44:37,+104:37,-,21,2001
26,111.0,63.0,+1:44:44,,,Aerts Mario,63,Lotto - Adecco,1:44:44 1:44:44,+104:44,-,21,2001
26,46.0,64.0,+1:46:11,,,Spezialetti Alessandro,64,Cantina Tollo - Acqua e Sapone,1:46:11 1:46:11,+106:11,-,21,2001
29,42.0,65.0,+1:46:53,,,Colombo Gabriele,65,Cantina Tollo - Acqua e Sapone,1:46:53 1:46:53,+106:53,-,21,2001
23,2.0,66.0,+1:47:26,,,Nocentini Rinaldo,66,Mapei - Quickstep,1:47:26 1:47:26,+107:26,-,21,2001
33,106.0,67.0,+1:47:55,,,Cattai Stefano,67,Liquigas - Pata,1:47:55 1:47:55,+107:55,-,21,2001
23,147.0,68.0,+1:48:48,,,Nozal Isidro,68,O.N.C.E. - Eroski,1:48:48 1:48:48,+108:48,-,21,2001
24,83.0,69.0,+1:49:03,,,Rodriguez Alexis,69,Kelme - Costa Blanca,1:49:03 1:49:03,+109:03,-,21,2001
31,145.0,70.0,+1:49:49,,,Gonzalez Alvaro,70,O.N.C.E. - Eroski,1:49:49 1:49:49,+109:49,-,21,2001
24,181.0,71.0,+1:51:02,,,Bulgarelli Fabio,71,Colpack,1:51:02 1:51:02,+111:02,-,21,2001
28,105.0,72.0,+1:52:44,,,Stangelj Gorazd,72,Liquigas - Pata,1:52:44 1:52:44,+112:44,-,21,2001
25,137.0,73.0,+1:53:03,,,Jones Timothy,73,,1:53:03 1:53:03,+113:03,-,21,2001
28,126.0,74.0,+1:55:27,,,Mondini Gianpaolo,74,Mercatone Uno - Stream TV,1:55:27 1:55:27,+115:27,-,21,2001
35,65.0,75.0,+1:55:50,,,Konishev Dimitri,75,Fassa Bortolo,1:55:50 1:55:50,+115:50,-,21,2001
26,183.0,76.0,+1:56:13,,,Colleoni Michele,76,Colpack,1:56:13 1:56:13,+116:13,-,21,2001
26,176.0,77.0,+1:58:50,,,Gerosa Mauro,77,Tacconi Sport - Vini Caldirola,1:58:50 1:58:50,+118:50,-,21,2001
29,117.0,78.0,+1:59:06,,,Van Lancker Kurt,78,Lotto - Adecco,1:59:06 1:59:06,+119:06,-,21,2001
32,61.0,79.0,+1:59:47,,,Baldato Fabio,79,Fassa Bortolo,1:59:47 1:59:47,+119:47,-,21,2001
22,149.0,80.0,+2:00:01,,,Rodr\xedguez Joaquim,80,O.N.C.E. - Eroski,2:00:01 2:00:01,+120:01,-,21,2001
26,134.0,81.0,+2:01:15,,,Murn Uros,81,,2:01:15 2:01:15,+121:15,-,21,2001
26,96.0,82.0,+2:01:16,,,Bertoletti Simone,82,Lampre - Daikin,2:01:16 2:01:16,+121:16,-,21,2001
24,188.0,83.0,+2:01:23,,,Mazzoleni Renzo,83,Colpack,2:01:23 2:01:23,+121:23,-,21,2001
36,125.0,84.0,+2:02:46,,,Siboni Marcello,84,Mercatone Uno - Stream TV,2:02:46 2:02:46,+122:46,-,21,2001
26,107.0,85.0,+2:03:21,,,Rastelli Ellis,85,Liquigas - Pata,2:03:21 2:03:21,+123:21,-,21,2001
27,58.0,86.0,+2:03:43,,,Varriale Antonio,86,Panaria - Fiordo,2:03:43 2:03:43,+123:43,-,21,2001
30,95.0,87.0,+2:03:51,,,Piccoli Mariano,87,Lampre - Daikin,2:03:51 2:03:51,+123:51,-,21,2001
27,74.0,88.0,+2:03:59,,,Navas David,88,Ibanesto.com,2:03:59 2:03:59,+123:59,-,21,2001
31,198.0,89.0,+2:04:14,,,Lombardi Giovanni,89,Team Telekom,2:04:14 2:04:14,+124:14,-,21,2001
23,184.0,90.0,+2:04:43,,,Cortinovis Alessandro,90,Colpack,2:04:43 2:04:43,+124:43,-,21,2001
27,195.0,91.0,+2:06:02,,,Hondo Danilo,91,Team Telekom,2:06:02 2:06:02,+126:02,-,21,2001
32,4.0,92.0,+2:07:46,,,Bramati Davide,92,Mapei - Quickstep,2:07:46 2:07:46,+127:46,-,21,2001
32,9.0,93.0,+2:07:48,,,Zanini Stefano,93,Mapei - Quickstep,2:07:48 2:07:48,+127:48,-,21,2001
31,132.0,94.0,+2:08:18,,,Strazzer Massimo,94,,2:08:18 2:08:18,+128:18,-,21,2001
32,129.0,95.0,+2:08:52,,,Borgheresi Simone,95,Mercatone Uno - Stream TV,2:08:52 2:08:52,+128:52,-,21,2001
29,12.0,96.0,+2:09:33,,,Casarotto Davide,96,,2:09:33 2:09:33,+129:33,-,21,2001
31,123.0,97.0,+2:09:38,,,Brignoli Ermanno,97,Mercatone Uno - Stream TV,2:09:38 2:09:38,+129:38,-,21,2001
32,194.0,98.0,+2:10:06,,,Hundertmarck Kai,98,Team Telekom,2:10:06 2:10:06,+130:06,-,21,2001
29,113.0,99.0,+2:10:46,,,Blijlevens Jeroen,99,Lotto - Adecco,2:10:46 2:10:46,+130:46,-,21,2001
30,67.0,100.0,+2:12:06,,,Petito Roberto,100,Fassa Bortolo,2:12:06 2:12:06,+132:06,-,21,2001
31,104.0,101.0,+2:15:29,,,Zanette Denis,101,Liquigas - Pata,2:15:29 2:15:29,+135:29,-,21,2001
31,81.0,102.0,+2:15:40,,,Desbiens Laurent,102,Kelme - Costa Blanca,2:15:40 2:15:40,+135:40,-,21,2001
23,49.0,103.0,+2:18:29,,,Pepoli Cristian,103,Cantina Tollo - Acqua e Sapone,2:18:29 2:18:29,+138:29,-,21,2001
24,173.0,104.0,+2:21:25,,,Bossoni Paolo,104,Tacconi Sport - Vini Caldirola,2:21:25 2:21:25,+141:25,-,21,2001
31,15.0,105.0,+2:21:53,,,Hvastija Martin,105,Alessio,2:21:53 2:21:53,+141:53,-,21,2001
30,175.0,106.0,+2:22:39,,,Ferrari Diego,106,Tacconi Sport - Vini Caldirola,2:22:39 2:22:39,+142:39,-,21,2001
34,151.0,107.0,+2:22:56,,,Cipollini Mario,107,Saeco,2:22:56 2:22:56,+142:56,-,21,2001
28,11.0,108.0,+2:24:19,,,Casagranda Stefano,108,Alessio,2:24:19 2:24:19,+144:19,-,21,2001
33,5.0,109.0,+2:24:47,,,Scinto Luca,109,Mapei - Quickstep,2:24:47 2:24:47,+144:47,-,21,2001
32,,110.0,+2:28:20,,,Marin Valencia Ruben,110,,2:28:20 2:28:20,+148:20,-,21,2001
22,182.0,111.0,+2:29:15,,,Carrara Matteo,111,Colpack,2:29:15 2:29:15,+149:15,-,21,2001
30,6.0,112.0,+2:30:25,,,Fornaciari Paolo,112,Mapei - Quickstep,2:30:25 2:30:25,+150:25,-,21,2001
26,109.0,113.0,+2:30:44,,,Marini Mirko,113,Liquigas - Pata,2:30:44 2:30:44,+150:44,-,21,2001
28,197.0,114.0,+2:30:48,,,Livingston Kevin,114,Team Telekom,2:30:48 2:30:48,+150:48,-,21,2001
25,131.0,115.0,+2:31:04,,,Ongarato Alberto,115,,2:31:04 2:31:04,+151:04,-,21,2001
31,26.0,116.0,+2:31:08,,,Manzoni Mario,116,Alexia Alluminio,2:31:08 2:31:08,+151:08,-,21,2001
27,,117.0,+2:32:31,,,Zanotti Marco,117,,2:32:31 2:32:31,+152:31,-,21,2001
25,133.0,118.0,+2:32:43,,,Di Biase Moreno,118,,2:32:43 2:32:43,+152:43,-,21,2001
27,154.0,119.0,+2:33:11,,,Mori Massimiliano,119,Saeco,2:33:11 2:33:11,+153:11,-,21,2001
26,167.0,120.0,+2:34:56,,,Scarselli Leonardo,120,Selle Italia - Pacific,2:34:56 2:34:56,+154:56,-,21,2001
36,158.0,121.0,+2:35:09,,,Scirea Mario,121,Saeco,2:35:09 2:35:09,+155:09,-,21,2001
25,119.0,122.0,+2:36:29,,,Verbrugghe Ief,122,Lotto - Adecco,2:36:29 2:36:29,+156:29,-,21,2001
25,136.0,123.0,+2:37:19,,,Miorin Devis,123,,2:37:19 2:37:19,+157:19,-,21,2001
28,47.0,124.0,+2:40:18,,,Trenti Guido,124,Cantina Tollo - Acqua e Sapone,2:40:18 2:40:18,+160:18,-,21,2001
25,57.0,125.0,+2:40:22,,,Romano Domenico,125,Panaria - Fiordo,2:40:22 2:40:22,+160:22,-,21,2001
32,114.0,126.0,+2:40:41,,,De Clercq Hans,126,Lotto - Adecco,2:40:41 2:40:41,+160:41,-,21,2001
33,152.0,127.0,+2:42:29,,,Conte Biagio,127,Saeco,2:42:29 2:42:29,+162:29,-,21,2001
23,135.0,128.0,+2:44:24,,,Gobbi Michele,128,,2:44:24 2:44:24,+164:24,-,21,2001
26,27.0,129.0,+2:46:57,,,Quaranta Ivan,129,Alexia Alluminio,2:46:57 2:46:57,+166:57,-,21,2001
28,21.0,130.0,+2:52:40,,,Andriotto Dario,130,Alexia Alluminio,2:52:40 2:52:40,+172:40,-,21,2001
30,22.0,131.0,+2:52:47,,,Brognara Andrea,131,Alexia Alluminio,2:52:47 2:52:47,+172:47,-,21,2001
27,139.0,132.0,+2:52:48,,,Gualdi Domenico,132,,2:52:48 2:52:48,+172:48,-,21,2001
32,29.0,133.0,+2:53:06,,,Villa Marco,133,Alexia Alluminio,2:53:06 2:53:06,+173:06,-,21,2001
26,28.0,134.0,+2:53:47,,,Serri Eddy,134,Alexia Alluminio,2:53:47 2:53:47,+173:47,-,21,2001
21,34.0,135.0,+2:54:07,,,Voeckler Thomas,135,Bonjour,2:54:07 2:54:07,+174:07,-,21,2001
33,54.0,136.0,+3:01:17,,,Coppolillo Michele,136,Panaria - Fiordo,3:01:17 3:01:17,+181:17,-,21,2001
