Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,\u25bc\u25b2,stage,year
23,55,3.0,+1:57,,Slagter Tom-Jelte,1,Blanco Pro Cycling Team,3:19:32 3:19:32,,1,2013
24,176,6.0,+1:57,,Madrazo \xc1ngel,2,Movistar Team,",, ,,",,1,2013
25,64,9.0,+1:57,,Gallopin Tony,3,RadioShack - Leopard,",, ,,",,1,2013
24,138,12.0,+1:57,,Vichot Arthur,4,FDJ.fr,",, ,,",,1,2013
21,191,13.0,+1:57,,Barguil Warren,5,Team Argos - Shimano,",, ,,",,1,2013
23,113,21.0,+1:57,,Dennis Rohan,6,Garmin Sharp,",, ,,",,1,2013
23,44,26.0,+1:57,,Nerz Dominik,7,BMC Racing Team,",, ,,",,1,2013
25,134,28.0,+1:57,,Geniez Alexandre,8,FDJ.fr,",, ,,",,1,2013
23,3,31.0,+1:57,,Kennaugh Peter,9,Sky Procycling,",, ,,",,1,2013
23,152,34.0,+1:57,,Kwiatkowski Michal,10,Omega Pharma - Quick-Step,",, ,,",,1,2013
25,38,38.0,+1:57,,Silin Egor,11,Astana Pro Team,",, ,,",,1,2013
23,95,46.0,+1:57,,Molard Rudy,12,"Cofidis, Solutions Cr\xe9dits",",, ,,",,1,2013
21,133,57.0,+1:57,,Elissonde Kenny,13,FDJ.fr,",, ,,",,1,2013
25,108,58.0,+1:57,,Sicard Romain,14,Euskaltel - Euskadi,",, ,,",,1,2013
24,157,60.0,+1:57,,Serry Pieter,15,Omega Pharma - Quick-Step,",, ,,",,1,2013
24,213,61.0,+1:57,,de la Cruz David,16,Team NetApp \u2013 Endura,",, ,,",,1,2013
24,207,65.0,+1:57,,Laengen Vegard Stake,17,Bretagne - S\xe9ch\xe9 Environnement,",, ,,",,1,2013
22,28,75.0,+2:24,,Wellens Tim,18,Lotto Belisol Team,0:27 0:27,,1,2013
22,142,78.0,+2:24,,Berhane Natnael,19,Team Europcar,",, 0:27",,1,2013
21,208,85.0,+2:24,,Sep\xfalveda Eduardo,20,Bretagne - S\xe9ch\xe9 Environnement,",, 0:27",,1,2013
24,197,90.0,+2:42,,Janse van Rensburg Reinardt,21,Team Argos - Shimano,0:45 0:45,,1,2013
24,194,92.0,+3:30,,Damuseau Thomas,22,Team Argos - Shimano,1:33 1:33,,1,2013
25,104,93.0,+3:30,,Garcia Ricardo,23,Euskaltel - Euskadi,",, 1:33",,1,2013
23,76,95.0,+3:30,,Meyer Travis,24,Orica GreenEDGE,",, 1:33",,1,2013
23,186,96.0,+3:41,,Lindeman Bert-Jan,25,Vacansoleil - DCM,1:44 1:44,,1,2013
24,26,100.0,+5:43,,Vanendert Dennis,26,Lotto Belisol Team,3:46 3:46,,1,2013
23,103,101.0,+5:51,,Bilbao Pello,27,Euskaltel - Euskadi,3:54 3:54,,1,2013
22,118,105.0,+8:16,,Rathe Jacob,28,Garmin Sharp,6:19 6:19,,1,2013
24,111,106.0,+8:16,,Talansky Andrew,29,Garmin Sharp,",, 6:19",,1,2013
23,82,107.0,+8:21,,Chernetski Sergei,30,Team Katusha,6:24 6:24,,1,2013
24,78,108.0,+10:40,,Teklehaimanot Daniel,31,Orica GreenEDGE,8:43 8:43,,1,2013
22,54,113.0,+10:40,,Goos Marc,32,Blanco Pro Cycling Team,",, 8:43",,1,2013
25,137,128.0,+14:00,,Soupe Geoffrey,33,FDJ.fr,12:03 12:03,,1,2013
24,204,130.0,+14:00,,Fonseca Armindo,34,Bretagne - S\xe9ch\xe9 Environnement,",, 12:03",,1,2013
25,22,142.0,+14:00,,Bille Gaetan,35,Lotto Belisol Team,",, 12:03",,1,2013
22,75,144.0,+14:00,,Matthews Michael,36,Orica GreenEDGE,",, 12:03",,1,2013
24,124,147.0,+14:00,,Favilli Elia,37,Lampre - Merida,",, 12:03",,1,2013
24,168,148.0,+14:00,,Viviani Elia,38,Cannondale Pro Cycling Team,",, 12:03",,1,2013
20,35,,+ -3:17:35,,Lutsenko Alexey,39,Astana Pro Team,",, 12:03",,1,2013
25,146,151.0,+14:00,,R\xe9za K\xe9vin,40,Team Europcar,",, 12:03",,1,2013
24,67,156.0,+15:34,,King Benjamin,41,RadioShack - Leopard,13:37 13:37,,1,2013
22,48,159.0,+15:34,,Warbasse Larry,42,BMC Racing Team,",, 13:37",,1,2013
22,132,166.0,+15:40,,Bouhanni Nacer,43,FDJ.fr,13:43 13:43,,1,2013
24,125,167.0,+15:40,,Graziato Massimo,44,Lampre - Merida,",, 13:43",,1,2013
25,116,168.0,+15:40,,Howes Alex,45,Garmin Sharp,",, 13:43",,1,2013
23,126,169.0,+15:40,,Palini Andrea,46,Lampre - Merida,",, 13:43",,1,2013
23,43,171.0,+15:40,,Eijssen Yannick,47,BMC Racing Team,",, 13:43",,1,2013
21,192,175.0,+19:23,,Arndt Nikias,48,Team Argos - Shimano,17:26 17:26,,1,2013
25,64,3.0,+1:57,3.0,Gallopin Tony,1,RadioShack - Leopard,7:58:47 7:58:47,\u25b22,2,2013
21,191,4.0,+1:57,5.0,Barguil Warren,2,Team Argos - Shimano,",, ,,",\u25b23,2,2013
24,176,9.0,+1:57,2.0,Madrazo \xc1ngel,3,Movistar Team,",, ,,",\u25bc1,2,2013
23,44,13.0,+1:57,7.0,Nerz Dominik,4,BMC Racing Team,",, ,,",\u25b23,2,2013
23,3,17.0,+1:57,9.0,Kennaugh Peter,5,Sky Procycling,",, ,,",\u25b24,2,2013
25,134,34.0,+1:57,8.0,Geniez Alexandre,6,FDJ.fr,",, ,,",\u25b22,2,2013
23,113,35.0,+1:57,6.0,Dennis Rohan,7,Garmin Sharp,",, ,,",\u25bc1,2,2013
23,152,36.0,+1:57,10.0,Kwiatkowski Michal,8,Omega Pharma - Quick-Step,",, ,,",\u25b22,2,2013
21,133,44.0,+1:57,13.0,Elissonde Kenny,9,FDJ.fr,",, ,,",\u25b24,2,2013
25,38,45.0,+1:57,11.0,Silin Egor,10,Astana Pro Team,",, ,,",\u25b21,2,2013
24,207,38.0,+1:57,17.0,Laengen Vegard Stake,11,Bretagne - S\xe9ch\xe9 Environnement,",, ,,",\u25b26,2,2013
24,197,66.0,+2:42,21.0,Janse van Rensburg Reinardt,12,Team Argos - Shimano,0:45 0:45,\u25b29,2,2013
23,55,70.0,+4:04,1.0,Slagter Tom-Jelte,13,Blanco Pro Cycling Team,2:07 2:07,\u25bc12,2,2013
24,213,74.0,+4:04,16.0,de la Cruz David,14,Team NetApp \u2013 Endura,",, 2:07",\u25b22,2,2013
23,95,73.0,+4:04,12.0,Molard Rudy,15,"Cofidis, Solutions Cr\xe9dits",",, 2:07",\u25bc3,2,2013
21,208,75.0,+4:31,20.0,Sep\xfalveda Eduardo,16,Bretagne - S\xe9ch\xe9 Environnement,2:34 2:34,\u25b24,2,2013
24,157,76.0,+4:47,15.0,Serry Pieter,17,Omega Pharma - Quick-Step,2:50 2:50,\u25bc2,2,2013
22,28,77.0,+4:49,18.0,Wellens Tim,18,Lotto Belisol Team,2:52 2:52,-,2,2013
