Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
29,149,8,,Voeckler Thomas,1,Bouygues Telecom,1,2008,
27,156,8,,Schröder Björn,2,Milram,1,2008,
27,174,4,,de la Fuente David,3,Scott - American Beef,1,2008,
32,166,3,,Jégou Lilian,4,Française des Jeux,1,2008,
27,128,1,,Lequatre Geoffroy,5,Agritubel,1,2008,
29,149,19,1.0,Voeckler Thomas,1,Bouygues Telecom,2,2008,-
29,181,11,,Chavanel Sylvain,2,"Cofidis, le Crédit par Téléphone",2,2008,-
27,156,9,2.0,Schröder Björn,3,Milram,2,2008,▼1
27,174,4,3.0,de la Fuente David,4,Scott - American Beef,2,2008,▼1
32,166,3,4.0,Jégou Lilian,5,Française des Jeux,2,2008,▼1
37,121,3,,Moreau Christophe,6,Agritubel,2,2008,-
27,128,1,5.0,Lequatre Geoffroy,7,Agritubel,2,2008,▼2
28,127,1,,Lelay David,8,Agritubel,2,2008,-
28,32,1,,Arroyo David,9,Caisse d'Epargne,2,2008,-
29,149,19,1.0,Voeckler Thomas,1,Bouygues Telecom,3,2008,-
29,181,11,2.0,Chavanel Sylvain,2,"Cofidis, le Crédit par Téléphone",3,2008,-
27,156,9,3.0,Schröder Björn,3,Milram,3,2008,-
27,174,4,4.0,de la Fuente David,4,Scott - American Beef,3,2008,-
32,166,3,5.0,Jégou Lilian,5,Française des Jeux,3,2008,-
37,121,3,6.0,Moreau Christophe,6,Agritubel,3,2008,-
27,128,1,7.0,Lequatre Geoffroy,7,Agritubel,3,2008,-
28,127,1,8.0,Lelay David,8,Agritubel,3,2008,-
28,32,1,9.0,Arroyo David,9,Caisse d'Epargne,3,2008,-
29,149,19,1.0,Voeckler Thomas,1,Bouygues Telecom,4,2008,-
29,181,11,2.0,Chavanel Sylvain,2,"Cofidis, le Crédit par Téléphone",4,2008,-
27,156,9,3.0,Schröder Björn,3,Milram,4,2008,-
27,174,4,4.0,de la Fuente David,4,Scott - American Beef,4,2008,-
32,166,3,5.0,Jégou Lilian,5,Française des Jeux,4,2008,-
37,121,3,6.0,Moreau Christophe,6,Agritubel,4,2008,-
27,128,1,7.0,Lequatre Geoffroy,7,Agritubel,4,2008,-
28,127,1,8.0,Lelay David,8,Agritubel,4,2008,-
28,32,1,9.0,Arroyo David,9,Caisse d'Epargne,4,2008,-
29,149,19,1.0,Voeckler Thomas,1,Bouygues Telecom,5,2008,-
29,181,11,2.0,Chavanel Sylvain,2,"Cofidis, le Crédit par Téléphone",5,2008,-
27,156,9,3.0,Schröder Björn,3,Milram,5,2008,-
27,174,4,4.0,de la Fuente David,4,Scott - American Beef,5,2008,-
32,166,3,5.0,Jégou Lilian,5,Française des Jeux,5,2008,-
37,121,3,6.0,Moreau Christophe,6,Agritubel,5,2008,-
27,128,1,7.0,Lequatre Geoffroy,7,Agritubel,5,2008,-
28,127,1,8.0,Lelay David,8,Agritubel,5,2008,-
28,32,1,9.0,Arroyo David,9,Caisse d'Epargne,5,2008,-
29,181,27,2.0,Chavanel Sylvain,1,"Cofidis, le Crédit par Téléphone",6,2008,▲1
29,149,27,1.0,Voeckler Thomas,2,Bouygues Telecom,6,2008,▼1
24,171,20,,Riccò Riccardo,3*,Scott - American Beef,6,2008,-
28,31,18,,Valverde Alejandro,3,Caisse d'Epargne,6,2008,-
31,1,16,,Evans Cadel,4,Silence - Lotto,6,2008,-
28,17,14,,Schleck Fränk,5,CSC ProTeam,6,2008,-
30,41,12,,Kirchen Kim,6,Team Columbia,6,2008,-
28,122,12,,Bichot Freddy,7,Agritubel,6,2008,-
22,65,10,,Kreuziger Roman,8,Liquigas,6,2008,-
27,156,9,3.0,Schröder Björn,9,Milram,6,2008,▼6
