Age,Avg,BIB,Pnt,Rider,Rnk,Team,Time won/lost,stage,year
25,,64.0,,Gene Yohann,178,Bouygues Telecom,,3,2007
27,,69.0,,Voeckler Thomas,179,Bouygues Telecom,,3,2007
26,,107.0,,Kern Christophe,180,Cr\xe9dit Agricole,,3,2007
26,,181.0,,Cancellara Fabian,181,CSC ProTeam,,3,2007
29,,108.0,,Hushovd Thor,182,Cr\xe9dit Agricole,,3,2007
24,,9.0,,Visconti Giovanni,183,Quickstep - Innergetic,,3,2007
29,,192.0,,Cortinovis Alessandro,184,Milram,,3,2007
23,,133.0,,Gudsell Timothy,185,Fran\xe7aise des Jeux,,3,2007
21,,209.0,,Trusov Nikolay,186,Tinkoff Credit Systems,,3,2007
30,,214.0,,Henderson Gregory,187,T-Mobile Team,,3,2007
26,,126.0,,Luengo Anton,188,Euskaltel - Euskadi,,3,2007
35,,208.0,,Aggiano Elio,189,Tinkoff Credit Systems,,3,2007
35,,169.0,,Gates Nick,190,Predictor - Lotto,,3,2007
24,,67.0,,Pichot Alexandre,191,Bouygues Telecom,,3,2007
31,,151.0,80.0,Di Luca Danilo,1,Liquigas,,4,2007
23,,29.0,50.0,Ricco Riccardo,2,Saunier Duval,,4,2007
25,,31.0,35.0,Cunego Damiano,3,Lampre-Fondital,,4,2007
21,,183.0,25.0,Schleck Andy,4,CSC ProTeam,,4,2007
33,,41.0,18.0,Garzelli Stefano,5,Acqua & Sapone - Caff\xe8 Mokambo,,4,2007
29,,156.0,15.0,Pellizotti Franco,6,Liquigas,,4,2007
33,,88.0,12.0,Mazzanti Luca,7,Ceramica Panaria - Navigare,,4,2007
27,,71.0,10.0,Arroyo David,8,Caisse d'Epargne,,4,2007
26,,81.0,8.0,Sella Emanuele,9,Ceramica Panaria - Navigare,,4,2007
28,,182.0,6.0,Zabriskie David,10,CSC ProTeam,,4,2007
29,,83.0,5.0,Perez Cuapio Julio Alberto,11,Ceramica Panaria - Navigare,,4,2007
32,,33.0,4.0,Bruseghin Marzio,12,Lampre-Fondital,,4,2007
29,,37.0,3.0,Szmyd Sylwester,13,Lampre-Fondital,,4,2007
35,,28.0,2.0,Piepoli Leonardo,14,Saunier Duval,,4,2007
35,,21.0,1.0,Simoni Gilberto,15,Saunier Duval,,4,2007
22,,154.0,,Nibali Vincenzo,16,Liquigas,,4,2007
31,,39.0,,Javier Vila Francisco,17,Lampre-Fondital,,4,2007
29,,38.0,,Tiralongo Paolo,18,Lampre-Fondital,,4,2007
38,,155.0,,Noe Andrea,19,Liquigas,,4,2007
25,,97.0,,Moinard Ama\xebl,20,Cofidis,,4,2007
26,,52.0,,Dupont Hubert,21,AG2R Pr\xe9voyance,,4,2007
29,,51.0,,Nocentini Rinaldo,22,AG2R Pr\xe9voyance,,4,2007
28,,123.0,,Galparsoro Dionisio,23,Euskaltel - Euskadi,,4,2007
28,,202.0,,Petrov Evgeni,24,Tinkoff Credit Systems,,4,2007
27,,167.0,,Van Huffel Wim,25,Predictor - Lotto,,4,2007
34,,116.0,,Rubiera Jos\xe9 Luis,26,Discovery Channel,,4,2007
32,,162.0,,Cioni Dario,27,Predictor - Lotto,,4,2007
31,,91.0,,Parra Ivan Ramiro,28,Cofidis,,4,2007
30,,188.0,,Gustov Volodymyr,29,CSC ProTeam,,4,2007
29,,76.0,,Perez Aitor,30,Caisse d'Epargne,,4,2007
21,,49.0,,Samoilau Branislau,31,Acqua & Sapone - Caff\xe8 Mokambo,,4,2007
29,,27.0,,Mayo Iban,32,Saunier Duval,,4,2007
24,,85.0,,Pozzovivo Domenico,33,Ceramica Panaria - Navigare,,4,2007
27,,111.0,,Popovych Yaroslav,34,Discovery Channel,,4,2007
31,,15.0,,Yakovlev Serguei,35,Astana,,4,2007
33,,16.0,,Mazzoleni Eddy,36,Astana,,4,2007
34,,11.0,,Savoldelli Paolo,37,Astana,,4,2007
34,,17.0,,Mizurov Andrey,38,Astana,,4,2007
24,,166.0,,Van den Broeck Jurgen,39,Predictor - Lotto,,4,2007
31,,74.0,,Lastras Pablo,40,Caisse d'Epargne,,4,2007
26,,194.0,,Knees Christian,41,Milram,,4,2007
25,,124.0,,Hernandez Gutierrez Aitor,42,Euskaltel - Euskadi,,4,2007
34,,45.0,,Codol Massimo,43,Acqua & Sapone - Caff\xe8 Mokambo,,4,2007
34,,95.0,,Fernandez Bingen,44,Cofidis,,4,2007
29,,99.0,,Zampieri Steve,45,Cofidis,,4,2007
31,,217.0,,Pinotti Marco,46,T-Mobile Team,,4,2007
32,,165.0,,Aerts Mario,47,Predictor - Lotto,,4,2007
26,,139.0,,Veikkanen Jussi,48,Fran\xe7aise des Jeux,,4,2007
24,,43.0,,Arekeev Alexander,49,Acqua & Sapone - Caff\xe8 Mokambo,,4,2007
33,,106.0,,Halgand Patrice,50,Cr\xe9dit Agricole,,4,2007
25,,5.0,,Schwab Hubert,51,Quickstep - Innergetic,,4,2007
32,,24.0,,Ca\xf1ada David,52,Saunier Duval,,4,2007
26,,107.0,,Kern Christophe,53,Cr\xe9dit Agricole,,4,2007
27,,128.0,,Velasco Ivan,54,Euskaltel - Euskadi,,4,2007
26,,137.0,,Mourey Francis,55,Fran\xe7aise des Jeux,,4,2007
27,,172.0,,Ardila Mauricio Alberto,56,Rabobank ProTeam,,4,2007
23,,164.0,,Lloyd Matthew,57,Predictor - Lotto,,4,2007
27,,102.0,,Bellotti Francesco,58,Cr\xe9dit Agricole,,4,2007
31,,48.0,,Palumbo Giuseppe,59,Acqua & Sapone - Caff\xe8 Mokambo,,4,2007
24,,9.0,,Visconti Giovanni,60,Quickstep - Innergetic,,4,2007
32,,189.0,,Arvesen Kurt-Asle,61,CSC ProTeam,,4,2007
33,,114.0,,Hincapie George,62,Discovery Channel,,4,2007
24,,61.0,,Bonnaire Olivier,63,Bouygues Telecom,,4,2007
26,,127.0,,Pena Aketza,64,Euskaltel - Euskadi,,4,2007
25,,75.0,,Losada Alberto,65,Caisse d'Epargne,,4,2007
28,,205.0,,Serrano Ricardo,66,Tinkoff Credit Systems,,4,2007
27,,19.0,,Muravyev Dmitriy,67,Astana,,4,2007
23,,148.0,,Russ Matthias,68,Gerolsteiner,,4,2007
21,,178.0,,Walker William,69,Rabobank ProTeam,,4,2007
31,,163.0,,Jufre Josep,70,Predictor - Lotto,,4,2007
28,,112.0,,Bileka Volodymyr,71,Discovery Channel,,4,2007
32,,86.0,,Baliani Fortunato,72,Ceramica Panaria - Navigare,,4,2007
26,,34.0,,Marzano Marco,73,Lampre-Fondital,,4,2007
27,,62.0,,Crosbie Nicolas,74,Bouygues Telecom,,4,2007
31,,101.0,,Caucchioli Pietro,75,Cr\xe9dit Agricole,,4,2007
22,,54.0,,Loubet Julien,76,AG2R Pr\xe9voyance,,4,2007
26,,185.0,,Kolobnev Alexandr,77,CSC ProTeam,,4,2007
31,,66.0,,le Boulanger Yoann,78,Bouygues Telecom,,4,2007
35,,141.0,,Rebellin Davide,79,Gerolsteiner,,4,2007
27,,193.0,,Ghisalberti Sergio,80,Milram,,4,2007
36,,115.0,,Padrnos Pavel,81,Discovery Channel,,4,2007
29,,159.0,,Wegelius Charles,82,Liquigas,,4,2007
25,,118.0,,Vandborg Brian,83,Discovery Channel,,4,2007
26,,149.0,,Zaugg Oliver,84,Gerolsteiner,,4,2007
24,,57.0,,Naibo Carl,85,AG2R Pr\xe9voyance,,4,2007
28,,53.0,,Krivtsov Yuriy,86,AG2R Pr\xe9voyance,,4,2007
22,,46.0,,Kunitski Andrei,87,Acqua & Sapone - Caff\xe8 Mokambo,,4,2007
33,,174.0,,Moerenhout Koos,88,Rabobank ProTeam,,4,2007
27,,212.0,,Bernucci Lorenzo,89,T-Mobile Team,,4,2007
23,,218.0,,Rabon Frantisek,90,T-Mobile Team,,4,2007
26,,126.0,,Luengo Anton,91,Euskaltel - Euskadi,,4,2007
25,,3.0,,Facci Mauro,92,Quickstep - Innergetic,,4,2007
33,,1.0,,Bettini Paolo,93,Quickstep - Innergetic,,4,2007
32,,4.0,,Scarselli Leonardo,94,Quickstep - Innergetic,,4,2007
26,,14.0,,Bazayev Assan,95,Astana,,4,2007
27,,82.0,,Laverde Luis Felipe,96,Ceramica Panaria - Navigare,,4,2007
33,,153.0,,Miholjevic Vladimir,97,Liquigas,,4,2007
32,,157.0,,Spezialetti Alessandro,98,Liquigas,,4,2007
29,,192.0,,Cortinovis Alessandro,99,Milram,,4,2007
21,,84.0,,Pagoto Andrea,100,Ceramica Panaria - Navigare,,4,2007
27,,94.0,,Duclos-Lassalle Herv\xe9,101,Cofidis,,4,2007
25,,121.0,,Albizuri Benat,102,Euskaltel - Euskadi,,4,2007
26,,117.0,,van Goolen Jurgen,103,Discovery Channel,,4,2007
27,,125.0,,Irizar Markel,104,Euskaltel - Euskadi,,4,2007
21,,77.0,,Rojas Jos\xe9 Joaqu\xedn,105,Caisse d'Epargne,,4,2007
25,,96.0,,Heijboer Mathieu,106,Cofidis,,4,2007
22,,187.0,,Breschel Matti,107,CSC ProTeam,,4,2007
24,,18.0,,Morabito Steve,108,Astana,,4,2007
22,,79.0,,Perget Mathieu,109,Caisse d'Epargne,,4,2007
30,,103.0,,Bodrogi Laszlo,110,Cr\xe9dit Agricole,,4,2007
26,,58.0,,Riblon Christophe,111,AG2R Pr\xe9voyance,,4,2007
31,,134.0,,Jegou Lilian,112,Fran\xe7aise des Jeux,,4,2007
25,,207.0,,Brutt Pavel,113,Tinkoff Credit Systems,,4,2007
22,,206.0,,Ignatyev Mikhail,114,Tinkoff Credit Systems,,4,2007
19,,204.0,,Rovny Ivan,115,Tinkoff Credit Systems,,4,2007
35,,92.0,,Bessy Fr\xe9d\xe9ric,116,Cofidis,,4,2007
35,,169.0,,Gates Nick,117,Predictor - Lotto,,4,2007
33,,7.0,,Tosatto Matteo,118,Quickstep - Innergetic,,4,2007
22,,144.0,,Gatto Oscar,119,Gerolsteiner,,4,2007
27,,93.0,,Buffaz Mickael,120,Cofidis,,4,2007
25,,56.0,,Mondory Lloyd,121,AG2R Pr\xe9voyance,,4,2007
29,,59.0,,Usov Alexandre,122,AG2R Pr\xe9voyance,,4,2007
27,,47.0,,Masciarelli Simone,123,Acqua & Sapone - Caff\xe8 Mokambo,,4,2007
28,,129.0,,Zubeldia Joseba,124,Euskaltel - Euskadi,,4,2007
25,,199.0,,Lorenzetto Mirco,125,Milram,,4,2007
33,,68.0,,Renier Franck,126,Bouygues Telecom,,4,2007
24,,67.0,,Pichot Alexandre,127,Bouygues Telecom,,4,2007
34,,36.0,,Stangelj Gorazd,128,Lampre-Fondital,,4,2007
33,,191.0,,Petacchi Alessandro,129*,Milram,,4,2007
29,,108.0,,Hushovd Thor,129,Cr\xe9dit Agricole,,4,2007
33,,196.0,,M\xfcller Martin,130,Milram,,4,2007
29,,105.0,,Furlan Angelo,131,Cr\xe9dit Agricole,,4,2007
32,,179.0,,Horrillo Pedro,132,Rabobank ProTeam,,4,2007
26,,219.0,,Ziegler Thomas,133,T-Mobile Team,,4,2007
22,,145.0,,Klinger Tim,134,Gerolsteiner,,4,2007
27,,78.0,,Markov Alexei,135,Caisse d'Epargne,,4,2007
21,,209.0,,Trusov Nikolay,136,Tinkoff Credit Systems,,4,2007
30,,214.0,,Henderson Gregory,137,T-Mobile Team,,4,2007
34,,42.0,,Andriotto Dario,138,Acqua & Sapone - Caff\xe8 Mokambo,,4,2007
30,,65.0,,Labbe Arnaud,139,Bouygues Telecom,,4,2007
28,,22.0,,Bertogliati Rubens,140,Saunier Duval,,4,2007
32,,201.0,,Commesso Salvatore,141,Tinkoff Credit Systems,,4,2007
27,,69.0,,Voeckler Thomas,142,Bouygues Telecom,,4,2007
26,,181.0,,Cancellara Fabian,143,CSC ProTeam,,4,2007
35,,208.0,,Aggiano Elio,144,Tinkoff Credit Systems,,4,2007
33,,73.0,,Horrach Joan,145,Caisse d'Epargne,,4,2007
25,,87.0,,Grillo Paride,146,Ceramica Panaria - Navigare,,4,2007
31,,13.0,,Joachim Benoit,147,Astana,,4,2007
23,,138.0,,Patanchon Fabien,148,Fran\xe7aise des Jeux,,4,2007
34,,215.0,,Merckx Axel,149,T-Mobile Team,,4,2007
32,,171.0,,Rasmussen Michael,150,Rabobank ProTeam,,4,2007
34,,175.0,,van Heeswijk Max,151,Rabobank ProTeam,,4,2007
34,,186.0,,Blaudzun Michael,152,CSC ProTeam,,4,2007
31,,197.0,,Ongarato Alberto,153,Milram,,4,2007
28,,12.0,,Gourov Maxim,154,Astana,,4,2007
31,,23.0,,Belohvosciks Raivis,155,Saunier Duval,,4,2007
22,,132.0,,Gerard Arnaud,156,Fran\xe7aise des Jeux,,4,2007
26,,25.0,,Gomez Gomez Angel,157,Saunier Duval,,4,2007
25,,55.0,,Mangel Laurent,158,AG2R Pr\xe9voyance,,4,2007
29,,142.0,,F\xf6rster Robert,159,Gerolsteiner,,4,2007
34,,161.0,,McEwen Robbie,160,Predictor - Lotto,,4,2007
29,,216.0,,Olson Aaron,161,T-Mobile Team,,4,2007
31,,44.0,,Balducci Gabriele,162,Acqua & Sapone - Caff\xe8 Mokambo,,4,2007
24,,143.0,,Fothen Thomas,163,Gerolsteiner,,4,2007
25,,98.0,,Valentin Tristan,164,Cofidis,,4,2007
29,,,,Gil Fernandez Koldo,165,,,4,2007
22,,109.0,,Roche Nicolas,166,Cr\xe9dit Agricole,,4,2007
23,,32.0,,Bono Matteo,167,Lampre-Fondital,,4,2007
33,,119.0,,White Matthew,168,Discovery Channel,,4,2007
32,,104.0,,Dean Julian,169,Cr\xe9dit Agricole,,4,2007
24,,146.0,,Krauss Sven,170,Gerolsteiner,,4,2007
23,,176.0,,Kozonchuk Dmitry,171,Rabobank ProTeam,,4,2007
27,,195.0,,Lancaster Brett,172,Milram,,4,2007
24,,89.0,,Richeze Ariel Maximiliano,173,Ceramica Panaria - Navigare,,4,2007
26,,184.0,,Haedo Juan Jose,174,CSC ProTeam,,4,2007
23,,133.0,,Gudsell Timothy,175,Fran\xe7aise des Jeux,,4,2007
23,,136.0,,Monnerais Cyrille,176,Fran\xe7aise des Jeux,,4,2007
29,,2.0,,Engels Addy,177,Quickstep - Innergetic,,4,2007
35,,177.0,,van Bon L\xe9on,178,Rabobank ProTeam,,4,2007
26,,113.0,,Cummings Stephen,179,Discovery Channel,,4,2007
25,,64.0,,Gene Yohann,180,Bouygues Telecom,,4,2007
26,,26.0,,Mori Manuele,181,Saunier Duval,,4,2007
25,,63.0,,Drancourt Pierre,182,Bouygues Telecom,,4,2007
32,,203.0,,Contrini Daniele,183,Tinkoff Credit Systems,,4,2007
38,,168.0,,Zanini Stefano,184,Predictor - Lotto,,4,2007
26,,35.0,,Napolitano Danilo,185,Lampre-Fondital,,4,2007
25,,152.0,,Gasparotto Enrico,186,Liquigas,,4,2007
26,,158.0,,Vanotti Alessandro,187,Liquigas,,4,2007
27,,72.0,,Berthou Eric,188,Caisse d'Epargne,,4,2007
30,,8.0,,van de Walle Jurgen,189,Quickstep - Innergetic,,4,2007
22,,198.0,,Sabatini Fabio,190,Milram,,4,2007
29,,142.0,80.0,F\xf6rster Robert,1,Gerolsteiner,,5,2007
29,,108.0,50.0,Hushovd Thor,2,Cr\xe9dit Agricole,,5,2007
33,,191.0,,Petacchi Alessandro,3*,Milram,,5,2007
26,,35.0,35.0,Napolitano Danilo,3,Lampre-Fondital,,5,2007
34,,161.0,25.0,McEwen Robbie,4,Predictor - Lotto,,5,2007
29,,59.0,18.0,Usov Alexandre,5,AG2R Pr\xe9voyance,,5,2007
24,,89.0,15.0,Richeze Ariel Maximiliano,6,Ceramica Panaria - Navigare,,5,2007
24,,67.0,12.0,Pichot Alexandre,7,Bouygues Telecom,,5,2007
26,,184.0,10.0,Haedo Juan Jose,8,CSC ProTeam,,5,2007
22,,144.0,8.0,Gatto Oscar,9,Gerolsteiner,,5,2007
21,,77.0,6.0,Rojas Jos\xe9 Joaqu\xedn,10,Caisse d'Epargne,,5,2007
34,,175.0,5.0,van Heeswijk Max,11,Rabobank ProTeam,,5,2007
29,,,4.0,Gil Fernandez Koldo,12,,,5,2007
31,,44.0,3.0,Balducci Gabriele,13,Acqua & Sapone - Caff\xe8 Mokambo,,5,2007
33,,68.0,2.0,Renier Franck,14,Bouygues Telecom,,5,2007
26,,14.0,1.0,Bazayev Assan,15,Astana,,5,2007
25,,56.0,,Mondory Lloyd,16,AG2R Pr\xe9voyance,,5,2007
25,,124.0,,Hernandez Gutierrez Aitor,17,Euskaltel - Euskadi,,5,2007
29,,76.0,,Perez Aitor,18,Caisse d'Epargne,,5,2007
30,,214.0,,Henderson Gregory,19,T-Mobile Team,,5,2007
32,,104.0,,Dean Julian,20,Cr\xe9dit Agricole,,5,2007
25,,87.0,,Grillo Paride,21,Ceramica Panaria - Navigare,,5,2007
31,,197.0,,Ongarato Alberto,22,Milram,,5,2007
28,,205.0,,Serrano Ricardo,23,Tinkoff Credit Systems,,5,2007
28,,123.0,,Galparsoro Dionisio,24,Euskaltel - Euskadi,,5,2007
21,,178.0,,Walker William,25,Rabobank ProTeam,,5,2007
24,,143.0,,Fothen Thomas,26,Gerolsteiner,,5,2007
31,,163.0,,Jufre Josep,27,Predictor - Lotto,,5,2007
31,,134.0,,Jegou Lilian,28,Fran\xe7aise des Jeux,,5,2007
22,,109.0,,Roche Nicolas,29,Cr\xe9dit Agricole,,5,2007
21,,209.0,,Trusov Nikolay,30,Tinkoff Credit Systems,,5,2007
24,,61.0,,Bonnaire Olivier,31,Bouygues Telecom,,5,2007
27,,78.0,,Markov Alexei,32,Caisse d'Epargne,,5,2007
27,,111.0,,Popovych Yaroslav,33,Discovery Channel,,5,2007
33,,114.0,,Hincapie George,34,Discovery Channel,,5,2007
34,,11.0,,Savoldelli Paolo,35,Astana,,5,2007
34,,95.0,,Fernandez Bingen,36,Cofidis,,5,2007
34,,116.0,,Rubiera Jos\xe9 Luis,37,Discovery Channel,,5,2007
27,,72.0,,Berthou Eric,38,Caisse d'Epargne,,5,2007
28,,112.0,,Bileka Volodymyr,39,Discovery Channel,,5,2007
29,,51.0,,Nocentini Rinaldo,40,AG2R Pr\xe9voyance,,5,2007
23,,148.0,,Russ Matthias,41,Gerolsteiner,,5,2007
31,,39.0,,Javier Vila Francisco,42,Lampre-Fondital,,5,2007
29,,38.0,,Tiralongo Paolo,43,Lampre-Fondital,,5,2007
25,,207.0,,Brutt Pavel,44,Tinkoff Credit Systems,,5,2007
27,,94.0,,Duclos-Lassalle Herv\xe9,45,Cofidis,,5,2007
25,,31.0,,Cunego Damiano,46,Lampre-Fondital,,5,2007
32,,165.0,,Aerts Mario,47,Predictor - Lotto,,5,2007
33,,41.0,,Garzelli Stefano,48,Acqua & Sapone - Caff\xe8 Mokambo,,5,2007
33,,16.0,,Mazzoleni Eddy,49,Astana,,5,2007
32,,33.0,,Bruseghin Marzio,50,Lampre-Fondital,,5,2007
35,,169.0,,Gates Nick,51,Predictor - Lotto,,5,2007
33,,88.0,,Mazzanti Luca,52,Ceramica Panaria - Navigare,,5,2007
26,,158.0,,Vanotti Alessandro,53,Liquigas,,5,2007
23,,29.0,,Ricco Riccardo,54,Saunier Duval,,5,2007
27,,125.0,,Irizar Markel,55,Euskaltel - Euskadi,,5,2007
29,,156.0,,Pellizotti Franco,56,Liquigas,,5,2007
27,,82.0,,Laverde Luis Felipe,57,Ceramica Panaria - Navigare,,5,2007
31,,48.0,,Palumbo Giuseppe,58,Acqua & Sapone - Caff\xe8 Mokambo,,5,2007
28,,53.0,,Krivtsov Yuriy,59,AG2R Pr\xe9voyance,,5,2007
22,,154.0,,Nibali Vincenzo,60,Liquigas,,5,2007
27,,47.0,,Masciarelli Simone,61,Acqua & Sapone - Caff\xe8 Mokambo,,5,2007
26,,139.0,,Veikkanen Jussi,62,Fran\xe7aise des Jeux,,5,2007
27,,128.0,,Velasco Ivan,63,Euskaltel - Euskadi,,5,2007
27,,71.0,,Arroyo David,64,Caisse d'Epargne,,5,2007
35,,21.0,,Simoni Gilberto,65,Saunier Duval,,5,2007
31,,23.0,,Belohvosciks Raivis,66,Saunier Duval,,5,2007
19,,204.0,,Rovny Ivan,67,Tinkoff Credit Systems,,5,2007
27,,167.0,,Van Huffel Wim,68,Predictor - Lotto,,5,2007
29,,27.0,,Mayo Iban,69,Saunier Duval,,5,2007
35,,177.0,,van Bon L\xe9on,70,Rabobank ProTeam,,5,2007
33,,7.0,,Tosatto Matteo,71,Quickstep - Innergetic,,5,2007
32,,24.0,,Ca\xf1ada David,72,Saunier Duval,,5,2007
26,,149.0,,Zaugg Oliver,73,Gerolsteiner,,5,2007
27,,172.0,,Ardila Mauricio Alberto,74,Rabobank ProTeam,,5,2007
26,,52.0,,Dupont Hubert,75,AG2R Pr\xe9voyance,,5,2007
38,,155.0,,Noe Andrea,76,Liquigas,,5,2007
30,,103.0,,Bodrogi Laszlo,77,Cr\xe9dit Agricole,,5,2007
34,,45.0,,Codol Massimo,78,Acqua & Sapone - Caff\xe8 Mokambo,,5,2007
32,,162.0,,Cioni Dario,79,Predictor - Lotto,,5,2007
28,,202.0,,Petrov Evgeni,80,Tinkoff Credit Systems,,5,2007
26,,194.0,,Knees Christian,81,Milram,,5,2007
27,,102.0,,Bellotti Francesco,82,Cr\xe9dit Agricole,,5,2007
29,,37.0,,Szmyd Sylwester,83,Lampre-Fondital,,5,2007
25,,96.0,,Heijboer Mathieu,84,Cofidis,,5,2007
28,,129.0,,Zubeldia Joseba,85,Euskaltel - Euskadi,,5,2007
24,,9.0,,Visconti Giovanni,86,Quickstep - Innergetic,,5,2007
25,,98.0,,Valentin Tristan,87,Cofidis,,5,2007
25,,55.0,,Mangel Laurent,88,AG2R Pr\xe9voyance,,5,2007
29,,99.0,,Zampieri Steve,89,Cofidis,,5,2007
24,,166.0,,Van den Broeck Jurgen,90,Predictor - Lotto,,5,2007
31,,91.0,,Parra Ivan Ramiro,91,Cofidis,,5,2007
21,,183.0,,Schleck Andy,92,CSC ProTeam,,5,2007
31,,74.0,,Lastras Pablo,93,Caisse d'Epargne,,5,2007
27,,195.0,,Lancaster Brett,94,Milram,,5,2007
24,,146.0,,Krauss Sven,95,Gerolsteiner,,5,2007
28,,12.0,,Gourov Maxim,96,Astana,,5,2007
32,,201.0,,Commesso Salvatore,97,Tinkoff Credit Systems,,5,2007
31,,151.0,,Di Luca Danilo,98,Liquigas,,5,2007
33,,153.0,,Miholjevic Vladimir,99,Liquigas,,5,2007
24,,43.0,,Arekeev Alexander,100,Acqua & Sapone - Caff\xe8 Mokambo,,5,2007
26,,181.0,,Cancellara Fabian,101,CSC ProTeam,,5,2007
30,,65.0,,Labbe Arnaud,102,Bouygues Telecom,,5,2007
35,,208.0,,Aggiano Elio,103,Tinkoff Credit Systems,,5,2007
28,,182.0,,Zabriskie David,104,CSC ProTeam,,5,2007
34,,17.0,,Mizurov Andrey,105,Astana,,5,2007
34,,36.0,,Stangelj Gorazd,106,Lampre-Fondital,,5,2007
26,,127.0,,Pena Aketza,107,Euskaltel - Euskadi,,5,2007
25,,5.0,,Schwab Hubert,108,Quickstep - Innergetic,,5,2007
26,,121.0,,Albizuri Benat,109,Euskaltel - Euskadi,,5,2007
31,,101.0,,Caucchioli Pietro,110,Cr\xe9dit Agricole,,5,2007
30,,188.0,,Gustov Volodymyr,111,CSC ProTeam,,5,2007
25,,75.0,,Losada Alberto,112,Caisse d'Epargne,,5,2007
31,,15.0,,Yakovlev Serguei,113,Astana,,5,2007
22,,46.0,,Kunitski Andrei,114,Acqua & Sapone - Caff\xe8 Mokambo,,5,2007
24,,18.0,,Morabito Steve,115,Astana,,5,2007
31,,13.0,,Joachim Benoit,116,Astana,,5,2007
26,,185.0,,Kolobnev Alexandr,117,CSC ProTeam,,5,2007
27,,19.0,,Muravyev Dmitriy,118,Astana,,5,2007
25,,199.0,,Lorenzetto Mirco,119,Milram,,5,2007
36,,115.0,,Padrnos Pavel,120,Discovery Channel,,5,2007
27,,62.0,,Crosbie Nicolas,121,Bouygues Telecom,,5,2007
26,,219.0,,Ziegler Thomas,122,T-Mobile Team,,5,2007
31,,217.0,,Pinotti Marco,123,T-Mobile Team,,5,2007
31,,66.0,,le Boulanger Yoann,124,Bouygues Telecom,,5,2007
21,,84.0,,Pagoto Andrea,125,Ceramica Panaria - Navigare,,5,2007
26,,126.0,,Luengo Anton,126,Euskaltel - Euskadi,,5,2007
21,,49.0,,Samoilau Branislau,127,Acqua & Sapone - Caff\xe8 Mokambo,,5,2007
30,,8.0,,van de Walle Jurgen,128,Quickstep - Innergetic,,5,2007
34,,215.0,,Merckx Axel,129,T-Mobile Team,,5,2007
23,,218.0,,Rabon Frantisek,130,T-Mobile Team,,5,2007
25,,3.0,,Facci Mauro,131,Quickstep - Innergetic,,5,2007
26,,81.0,,Sella Emanuele,132,Ceramica Panaria - Navigare,,5,2007
35,,28.0,,Piepoli Leonardo,133,Saunier Duval,,5,2007
27,,212.0,,Bernucci Lorenzo,134,T-Mobile Team,,5,2007
26,,34.0,,Marzano Marco,135,Lampre-Fondital,,5,2007
26,,117.0,,van Goolen Jurgen,136,Discovery Channel,,5,2007
28,,22.0,,Bertogliati Rubens,137,Saunier Duval,,5,2007
34,,186.0,,Blaudzun Michael,138,CSC ProTeam,,5,2007
32,,179.0,,Horrillo Pedro,139,Rabobank ProTeam,,5,2007
23,,138.0,,Patanchon Fabien,140,Fran\xe7aise des Jeux,,5,2007
26,,58.0,,Riblon Christophe,141,AG2R Pr\xe9voyance,,5,2007
23,,164.0,,Lloyd Matthew,142,Predictor - Lotto,,5,2007
25,,97.0,,Moinard Ama\xebl,143,Cofidis,,5,2007
24,,85.0,,Pozzovivo Domenico,144,Ceramica Panaria - Navigare,,5,2007
35,,92.0,,Bessy Fr\xe9d\xe9ric,145,Cofidis,,5,2007
26,,137.0,,Mourey Francis,146,Fran\xe7aise des Jeux,,5,2007
29,,105.0,,Furlan Angelo,147,Cr\xe9dit Agricole,,5,2007
34,,42.0,,Andriotto Dario,148,Acqua & Sapone - Caff\xe8 Mokambo,,5,2007
33,,174.0,,Moerenhout Koos,149,Rabobank ProTeam,,5,2007
33,,119.0,,White Matthew,150,Discovery Channel,,5,2007
33,,196.0,,M\xfcller Martin,151,Milram,,5,2007
26,,113.0,,Cummings Stephen,152,Discovery Channel,,5,2007
27,,193.0,,Ghisalberti Sergio,153,Milram,,5,2007
22,,54.0,,Loubet Julien,154,AG2R Pr\xe9voyance,,5,2007
32,,203.0,,Contrini Daniele,155,Tinkoff Credit Systems,,5,2007
26,,107.0,,Kern Christophe,156,Cr\xe9dit Agricole,,5,2007
27,,69.0,,Voeckler Thomas,157,Bouygues Telecom,,5,2007
32,,157.0,,Spezialetti Alessandro,158,Liquigas,,5,2007
23,,176.0,,Kozonchuk Dmitry,159,Rabobank ProTeam,,5,2007
22,,132.0,,Gerard Arnaud,160,Fran\xe7aise des Jeux,,5,2007
23,,136.0,,Monnerais Cyrille,161,Fran\xe7aise des Jeux,,5,2007
22,,79.0,,Perget Mathieu,162,Caisse d'Epargne,,5,2007
35,,141.0,,Rebellin Davide,163,Gerolsteiner,,5,2007
33,,1.0,,Bettini Paolo,164,Quickstep - Innergetic,,5,2007
22,,187.0,,Breschel Matti,165,CSC ProTeam,,5,2007
26,,25.0,,Gomez Gomez Angel,166,Saunier Duval,,5,2007
32,,171.0,,Rasmussen Michael,167,Rabobank ProTeam,,5,2007
25,,152.0,,Gasparotto Enrico,168,Liquigas,,5,2007
25,,118.0,,Vandborg Brian,169,Discovery Channel,,5,2007
32,,4.0,,Scarselli Leonardo,170,Quickstep - Innergetic,,5,2007
24,,57.0,,Naibo Carl,171,AG2R Pr\xe9voyance,,5,2007
