Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,UCI,stage,year,▼▲
25,69,114,+3:12:39,16.0,Vansummeren Johan,16,Davitamon - Lotto,2:55:21 2:55:21,,17,2006,-
22,195,116,+3:15:15,17.0,Gonzalo Eduardo,17,Agritubel,2:57:57 2:57:57,,17,2006,-
25,167,120,+3:16:01,18.0,Mugerli Matej,18,Liquigas,2:58:43 2:58:43,,17,2006,-
24,105,135,+3:31:03,20.0,Pozzato Filippo,19,Quickstep - Innergetic,3:13:45 3:13:45,,17,2006,▲1
24,124,137,+3:43:21,21.0,Hernández Aitor,20,Euskaltel - Euskadi,3:26:03 3:26:03,,17,2006,▲1
24,81,13,+17:18,1.0,Cunego Damiano,1,Lampre-Fondital,84:50:22 84:50:22,,18,2006,-
24,42,14,+17:23,2.0,Fothen Markus,2,Gerolsteiner,0:05 0:05,,18,2006,-
24,179,49,+1:40:26,3.0,Sprick Matthieu,3,Bouygues Telecom,1:23:08 1:23:08,,18,2006,-
25,143,53,+1:48:43,4.0,de la Fuente David,4,Saunier Duval - Prodir,1:31:25 1:31:25,,18,2006,-
25,194,58,+1:59:58,5.0,Dueñas Moisés,5,Agritubel,1:42:40 1:42:40,,18,2006,-
22,157,62,+2:06:39,6.0,Löfkvist Thomas,6,Française des Jeux,1:49:21 1:49:21,,18,2006,-
24,149,75,+2:34:25,7.0,Ventoso Francisco José,7,Saunier Duval - Prodir,2:17:07 2:17:07,,18,2006,-
24,159,84,+2:47:40,12.0,Vaugrenard Benoît,8,Française des Jeux,2:30:22 2:30:22,,18,2006,▲4
25,59,86,+2:48:28,9.0,Weening Pieter,9,Rabobank ProTeam,2:31:10 2:31:10,,18,2006,-
25,57,89,+2:49:38,10.0,Posthuma Joost,10,Rabobank ProTeam,2:32:20 2:32:20,,18,2006,-
22,147,93,+2:53:22,11.0,Riccò Riccardo,11,Saunier Duval - Prodir,2:36:04 2:36:04,,18,2006,-
25,186,101,+3:00:04,13.0,Knees Christian,12,Milram,2:42:46 2:42:46,,18,2006,▲1
25,153,103,+3:02:09,14.0,Eisel Bernhard,13,Française des Jeux,2:44:51 2:44:51,,18,2006,▲1
24,154,107,+3:07:45,15.0,Gilbert Philippe,14,Française des Jeux,2:50:27 2:50:27,,18,2006,▲1
25,69,113,+3:13:52,16.0,Vansummeren Johan,15,Davitamon - Lotto,2:56:34 2:56:34,,18,2006,▲1
22,195,115,+3:15:15,17.0,Gonzalo Eduardo,16,Agritubel,2:57:57 2:57:57,,18,2006,▲1
25,167,119,+3:16:01,18.0,Mugerli Matej,17,Liquigas,2:58:43 2:58:43,,18,2006,▲1
24,105,133,+3:31:03,19.0,Pozzato Filippo,18,Quickstep - Innergetic,3:13:45 3:13:45,,18,2006,▲1
24,124,135,+3:43:21,20.0,Hernández Aitor,19,Euskaltel - Euskadi,3:26:03 3:26:03,,18,2006,▲1
24,81,11,+18:22,1.0,Cunego Damiano,1,Lampre-Fondital,86:01:51 86:01:51,,19,2006,-
24,42,13,+18:58,2.0,Fothen Markus,2,Gerolsteiner,0:36 0:36,,19,2006,-
24,179,48,+1:47:13,3.0,Sprick Matthieu,3,Bouygues Telecom,1:28:51 1:28:51,,19,2006,-
25,143,54,+1:54:01,4.0,de la Fuente David,4,Saunier Duval - Prodir,1:35:39 1:35:39,,19,2006,-
25,194,59,+2:06:41,5.0,Dueñas Moisés,5,Agritubel,1:48:19 1:48:19,,19,2006,-
22,157,62,+2:11:14,6.0,Löfkvist Thomas,6,Française des Jeux,1:52:52 1:52:52,,19,2006,-
24,149,75,+2:40:31,7.0,Ventoso Francisco José,7,Saunier Duval - Prodir,2:22:09 2:22:09,,19,2006,-
25,57,82,+2:51:01,10.0,Posthuma Joost,8,Rabobank ProTeam,2:32:39 2:32:39,,19,2006,▲2
24,159,84,+2:51:32,8.0,Vaugrenard Benoît,9,Française des Jeux,2:33:10 2:33:10,,19,2006,▼1
25,59,90,+2:55:04,9.0,Weening Pieter,10,Rabobank ProTeam,2:36:42 2:36:42,,19,2006,▼1
22,147,95,+3:00:38,11.0,Riccò Riccardo,11,Saunier Duval - Prodir,2:42:16 2:42:16,,19,2006,-
25,186,102,+3:04:59,12.0,Knees Christian,12,Milram,2:46:37 2:46:37,,19,2006,-
25,153,105,+3:08:08,13.0,Eisel Bernhard,13,Française des Jeux,2:49:46 2:49:46,,19,2006,-
24,154,107,+3:12:04,14.0,Gilbert Philippe,14,Française des Jeux,2:53:42 2:53:42,,19,2006,-
25,69,109,+3:17:32,15.0,Vansummeren Johan,15,Davitamon - Lotto,2:59:10 2:59:10,,19,2006,-
22,195,114,+3:20:28,16.0,Gonzalo Eduardo,16,Agritubel,3:02:06 3:02:06,,19,2006,-
25,167,115,+3:20:30,17.0,Mugerli Matej,17,Liquigas,3:02:08 3:02:08,,19,2006,-
24,105,131,+3:36:15,18.0,Pozzato Filippo,18,Quickstep - Innergetic,3:17:53 3:17:53,,19,2006,-
24,124,134,+3:48:58,19.0,Hernández Aitor,19,Euskaltel - Euskadi,3:30:36 3:30:36,,19,2006,-
24,81,11,+18:22,1.0,Cunego Damiano,1,Lampre-Fondital,89:58:49 89:58:49,,20,2006,-
24,42,13,+19:00,2.0,Fothen Markus,2,Gerolsteiner,0:38 0:38,,20,2006,-
24,179,49,+1:47:34,3.0,Sprick Matthieu,3,Bouygues Telecom,1:29:12 1:29:12,,20,2006,-
25,143,54,+1:54:22,4.0,de la Fuente David,4,Saunier Duval - Prodir,1:36:00 1:36:00,,20,2006,-
25,194,59,+2:07:02,5.0,Dueñas Moisés,5,Agritubel,1:48:40 1:48:40,,20,2006,-
22,157,61,+2:11:16,6.0,Löfkvist Thomas,6,Française des Jeux,1:52:54 1:52:54,,20,2006,-
24,149,75,+2:40:25,7.0,Ventoso Francisco José,7,Saunier Duval - Prodir,2:22:03 2:22:03,,20,2006,-
25,57,82,+2:51:03,8.0,Posthuma Joost,8,Rabobank ProTeam,2:32:41 2:32:41,,20,2006,-
24,159,84,+2:51:34,9.0,Vaugrenard Benoît,9,Française des Jeux,2:33:12 2:33:12,,20,2006,-
25,59,90,+2:55:06,10.0,Weening Pieter,10,Rabobank ProTeam,2:36:44 2:36:44,,20,2006,-
22,147,95,+3:00:40,11.0,Riccò Riccardo,11,Saunier Duval - Prodir,2:42:18 2:42:18,,20,2006,-
25,186,101,+3:05:01,12.0,Knees Christian,12,Milram,2:46:39 2:46:39,,20,2006,-
25,153,105,+3:08:02,13.0,Eisel Bernhard,13,Française des Jeux,2:49:40 2:49:40,,20,2006,-
24,154,107,+3:12:06,14.0,Gilbert Philippe,14,Française des Jeux,2:53:44 2:53:44,,20,2006,-
25,69,109,+3:17:47,15.0,Vansummeren Johan,15,Davitamon - Lotto,2:59:25 2:59:25,,20,2006,-
22,195,114,+3:20:30,16.0,Gonzalo Eduardo,16,Agritubel,3:02:08 3:02:08,,20,2006,-
25,167,116,+3:20:51,17.0,Mugerli Matej,17,Liquigas,3:02:29 3:02:29,,20,2006,-
24,105,130,+3:36:09,18.0,Pozzato Filippo,18,Quickstep - Innergetic,3:17:47 3:17:47,,20,2006,-
24,124,133,+3:49:19,19.0,Hernández Aitor,19,Euskaltel - Euskadi,3:30:57 3:30:57,,20,2006,-
