Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
24,69,5,,Saugrain Cyril,1,Cofidis,,0,1997
24,65,3,,Jalabert Nicolas,2,Cofidis,,0,1997
28,97,1,,Simon Fran\xe7ois,3,GAN,,0,1997
30,137,10,,Kasputis Arturas,1,Casino - C'est votre \xe9quipe,-,1,1997
29,13,10,,Brochard Laurent,2,Festina - Lotus,-,1,1997
24,69,8,1.0,Saugrain Cyril,3,Cofidis,\u25bc2,1,1997
28,97,5,3.0,Simon Fran\xe7ois,4,GAN,\u25bc1,1,1997
27,144,4,,Colombo Luca,5,BATIK-DEL MONTE,-,1,1997
26,105,4,,Knaven Servais,6,TVM - Farm Frites,-,1,1997
24,65,3,2.0,Jalabert Nicolas,7,Cofidis,\u25bc5,1,1997
29,134,1,,Chanteur Pascal,8,Casino - C'est votre \xe9quipe,-,1,1997
