Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
34.0,97.0,13.0,,Mengin Christophe,1.0,Fdjeux.com,1,2003,
30.0,182.0,9.0,,Bénéteau Walter,2.0,Brioches La Boulangère,1,2003,
24.0,155.0,5.0,,Flickinger Andy,3.0,AG2R Prévoyance,1,2003,
34.0,97.0,15.0,1.0,Mengin Christophe,1.0,Fdjeux.com,3,2003,-
30.0,182.0,10.0,2.0,Bénéteau Walter,2.0,Brioches La Boulangère,3,2003,-
26.0,215.0,8.0,3.0,Finot Frédéric,3.0,Jean Delatour,3,2003,-
27.0,126.0,8.0,4.0,Jégou Lilian,4.0,Crédit Agricole,3,2003,-
24.0,155.0,5.0,5.0,Flickinger Andy,5.0,AG2R Prévoyance,3,2003,-
29.0,111.0,5.0,,Bettini Paolo,6.0,Quickstep - Davitamon,3,2003,-
30.0,174.0,3.0,,Etxebarria Unai,7.0,Euskaltel - Euskadi,3,2003,-
34.0,97.0,15.0,1.0,Mengin Christophe,1.0,Fdjeux.com,4,2003,-
30.0,182.0,10.0,2.0,Bénéteau Walter,2.0,Brioches La Boulangère,4,2003,-
26.0,215.0,8.0,3.0,Finot Frédéric,3.0,Jean Delatour,4,2003,-
27.0,126.0,8.0,4.0,Jégou Lilian,4.0,Crédit Agricole,4,2003,-
24.0,155.0,5.0,5.0,Flickinger Andy,5.0,AG2R Prévoyance,4,2003,-
29.0,111.0,5.0,6.0,Bettini Paolo,6.0,Quickstep - Davitamon,4,2003,-
30.0,174.0,3.0,7.0,Etxebarria Unai,7.0,Euskaltel - Euskadi,4,2003,-
26.0,215.0,18.0,3.0,Finot Frédéric,1.0,Jean Delatour,5,2003,▲2
34.0,97.0,15.0,1.0,Mengin Christophe,2.0,Fdjeux.com,5,2003,▼1
30.0,182.0,10.0,2.0,Bénéteau Walter,3.0,Brioches La Boulangère,5,2003,▼1
27.0,126.0,8.0,4.0,Jégou Lilian,4.0,Crédit Agricole,5,2003,-
24.0,155.0,5.0,5.0,Flickinger Andy,5.0,AG2R Prévoyance,5,2003,-
29.0,111.0,5.0,6.0,Bettini Paolo,6.0,Quickstep - Davitamon,5,2003,-
26.0,112.0,4.0,,Bodrogi László,7.0,Quickstep - Davitamon,5,2003,-
31.0,129.0,3.0,,Voigt Jens,8.0,Crédit Agricole,5,2003,-
30.0,174.0,3.0,7.0,Etxebarria Unai,9.0,Euskaltel - Euskadi,5,2003,▼2
30.0,73.0,1.0,,Jalabert Nicolas,10.0,CSC ProTeam,5,2003,-
34.0,97.0,20.0,2.0,Mengin Christophe,1.0,Fdjeux.com,6,2003,▲1
26.0,215.0,18.0,1.0,Finot Frédéric,2.0,Jean Delatour,6,2003,▼1
23.0,184.0,15.0,,Geslin Anthony,3.0,Brioches La Boulangère,6,2003,-
30.0,182.0,11.0,3.0,Bénéteau Walter,4.0,Brioches La Boulangère,6,2003,▼1
29.0,127.0,10.0,,O'Grady Stuart,5.0,Crédit Agricole,6,2003,-
27.0,126.0,8.0,4.0,Jégou Lilian,6.0,Crédit Agricole,6,2003,▼2
24.0,155.0,5.0,5.0,Flickinger Andy,7.0,AG2R Prévoyance,6,2003,▼2
29.0,111.0,5.0,6.0,Bettini Paolo,8.0,Quickstep - Davitamon,6,2003,▼2
26.0,112.0,4.0,7.0,Bodrogi László,9.0,Quickstep - Davitamon,6,2003,▼2
31.0,129.0,3.0,8.0,Voigt Jens,10.0,Crédit Agricole,6,2003,▼2
30.0,174.0,3.0,9.0,Etxebarria Unai,11.0,Euskaltel - Euskadi,6,2003,▼2
24.0,91.0,3.0,,Casar Sandy,12.0,Fdjeux.com,6,2003,-
30.0,73.0,1.0,10.0,Jalabert Nicolas,13.0,CSC ProTeam,6,2003,▼3
29.0,82.0,1.0,,Bruseghin Marzio,14.0,Fassa Bortolo,6,2003,-
33.0,119.0,78.0,,Virenque Richard,1,Quickstep - Davitamon,7,2003,-
34.0,23.0,61.0,,Aldag Rolf,2,Team Telekom,7,2003,-
26.0,128.0,51.0,,Poilvet Benoît,3,Crédit Agricole,7,2003,-
29.0,111.0,47.0,8.0,Bettini Paolo,4,Quickstep - Davitamon,7,2003,▲4
25.0,37.0,23.0,,Mercado Juan Miguel,5,iBanesto.com,7,2003,-
30.0,182.0,21.0,4.0,Bénéteau Walter,6,Brioches La Boulangère,7,2003,▼2
34.0,97.0,20.0,1.0,Mengin Christophe,7,Fdjeux.com,7,2003,▼6
26.0,62.0,19.0,,Clain Médéric,8,Cofidis,7,2003,-
26.0,215.0,18.0,2.0,Finot Frédéric,9,Jean Delatour,7,2003,▼7
23.0,184.0,15.0,3.0,Geslin Anthony,10,Brioches La Boulangère,7,2003,▼7
32.0,3.0,14.0,,Beltrán Manuel,11,US Postal Service,7,2003,-
31.0,1.0,,,Armstrong Lance,12*,US Postal Service,7,2003,-
30.0,9.0,12.0,,Rubiera José Luis,13,US Postal Service,7,2003,-
29.0,211.0,10.0,,Halgand Patrice,14,Jean Delatour,7,2003,-
