Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,\u25bc\u25b2,stage,year
23,131,6,+0:22,,Bennett Sam,1,Team NetApp \u2013 Endura,3:13:48 3:13:48,,1,2014
22,7,7,+0:23,,van Keirsbulck Guillaume,2,Omega Pharma - Quick-Step,0:01 0:01,,1,2014
22,45,9,+0:23,,Markus Barry,3,Belkin-Pro Cycling Team,",, 0:01",,1,2014
22,51,10,+0:23,,D\xe9mare Arnaud,4,FDJ.fr,",, 0:01",,1,2014
24,86,21,+0:23,,Selig R\xfcdiger,5,Team Katusha,",, 0:01",,1,2014
23,2,25,+0:23,,Fenn Andrew,6,Omega Pharma - Quick-Step,",, 0:01",,1,2014
25,153,31,+0:23,,Salomein Jarl,7,Topsport Vlaanderen - Baloise,",, 0:01",,1,2014
24,158,32,+0:23,,Wallays Jelle,8,Topsport Vlaanderen - Baloise,",, 0:01",,1,2014
22,157,40,+0:23,,Waeytens Zico,9,Topsport Vlaanderen - Baloise,",, 0:01",,1,2014
24,71,43,+0:23,,Guardini Andrea,10,Astana Pro Team,",, 0:01",,1,2014
23,56,45,+0:23,,Le Bon Johan,11,FDJ.fr,",, 0:01",,1,2014
23,33,51,+0:23,,Dillier Silvan,12,BMC Racing Team,",, 0:01",,1,2014
23,66,70,+2:03,,Rowe Luke,13,Team Sky,1:41 1:41,,1,2014
24,113,71,+2:03,,Howard Leigh,14,Orica GreenEDGE,",, 1:41",,1,2014
23,137,72,+2:03,,Thwaites Scott,15,Team NetApp \u2013 Endura,",, 1:41",,1,2014
23,136,73,+2:21,,Schwarzmann Michael,16,Team NetApp \u2013 Endura,1:59 1:59,,1,2014
22,82,79,+4:27,,Haller Marco,17,Team Katusha,4:05 4:05,,1,2014
22,98,82,+10:35,,Villella Davide,18,Cannondale,10:13 10:13,,1,2014
24,88,83,+10:35,,Tsatevich Alexey,19,Team Katusha,",, 10:13",,1,2014
22,94,87,+10:35,,Koch Michel,20,Cannondale,",, 10:13",,1,2014
25,91,98,+10:35,,Viviani Elia,21,Cannondale,",, 10:13",,1,2014
24,85,103,+10:35,,Kuznetsov Viacheslav,22,Team Katusha,",, 10:13",,1,2014
24,64,106,+10:35,,Puccio Salvatore,23,Team Sky,",, 10:13",,1,2014
22,35,109,+10:35,,Lander Sebastian,24,BMC Racing Team,",, 10:13",,1,2014
23,188,110,+10:35,,Haddi Soufiane,25,Skydive Dubai Pro Cycling Team,",, 10:13",,1,2014
23,146,112,+10:35,,Houle Hugo,26,AG2R La Mondiale,",, 10:13",,1,2014
24,42,113,+10:35,,Bol Jetse,27,Belkin-Pro Cycling Team,",, 10:13",,1,2014
25,108,115,+10:35,,Pelucchi Matteo,28,IAM Cycling,",, 10:13",,1,2014
24,172,116,+10:35,,Boem Nicola,29,Bardiani - CSF Pro Team,",, 10:13",,1,2014
25,176,117,+10:35,,Fortin Filippo,30,Bardiani - CSF Pro Team,",, 10:13",,1,2014
24,171,119,+10:35,,Battaglin Enrico,31,Bardiani - CSF Pro Team,",, 10:13",,1,2014
21,18,130,+10:35,,Stuyven Jasper,32,Trek Factory Racing,",, 10:13",,1,2014
24,154,132,+10:35,,Sprengers Thomas,33,Topsport Vlaanderen - Baloise,",, 10:13",,1,2014
23,178,134,+10:35,,Ruffoni Nicola,34,Bardiani - CSF Pro Team,",, 10:13",,1,2014
24,75,136,+17:10,,Huffman Evan,35,Astana Pro Team,16:48 16:48,,1,2014
23,102,137,+17:10,,Aregger Marcel,36,IAM Cycling,",, 16:48",,1,2014
24,124,139,+17:10,,Juul-Jensen Christopher,37,Tinkoff - Saxo,",, 16:48",,1,2014
22,111,141,+17:10,,Hepburn Michael,38,Orica GreenEDGE,",, 16:48",,1,2014
24,183,145,+17:10,,Hasnaoui Maher,39,Skydive Dubai Pro Cycling Team,",, 16:48",,1,2014
21,125,150,+17:10,,Kol\xe1\u0159 Michael,40,Tinkoff - Saxo,",, 16:48",,1,2014
24,177,152,+17:10,,Locatelli Stefano,41,Bardiani - CSF Pro Team,",, 16:48",,1,2014
23,2,6,+0:26,6.0,Fenn Andrew,1,Omega Pharma - Quick-Step,6:43:56 6:43:56,\u25b25,2,2014
22,7,12,+0:40,2.0,van Keirsbulck Guillaume,2,Omega Pharma - Quick-Step,0:14 0:14,-,2,2014
22,51,16,+1:14,4.0,D\xe9mare Arnaud,3,FDJ.fr,0:48 0:48,\u25b21,2,2014
22,45,20,+1:14,3.0,Markus Barry,4,Belkin-Pro Cycling Team,",, 0:48",\u25bc1,2,2014
24,86,18,+1:14,5.0,Selig R\xfcdiger,5,Team Katusha,",, 0:48",-,2,2014
24,158,25,+1:14,8.0,Wallays Jelle,6,Topsport Vlaanderen - Baloise,",, 0:48",\u25b22,2,2014
23,66,35,+2:24,13.0,Rowe Luke,7,Team Sky,1:58 1:58,\u25b26,2,2014
22,157,43,+2:54,9.0,Waeytens Zico,8,Topsport Vlaanderen - Baloise,2:28 2:28,\u25b21,2,2014
23,33,44,+2:54,12.0,Dillier Silvan,9,BMC Racing Team,",, 2:28",\u25b23,2,2014
23,131,54,+7:32,1.0,Bennett Sam,10,Team NetApp \u2013 Endura,7:06 7:06,\u25bc9,2,2014
24,71,59,+7:33,10.0,Guardini Andrea,11,Astana Pro Team,7:07 7:07,\u25bc1,2,2014
25,153,60,+7:33,7.0,Salomein Jarl,12,Topsport Vlaanderen - Baloise,",, 7:07",\u25bc5,2,2014
23,56,67,+7:33,11.0,Le Bon Johan,13,FDJ.fr,",, 7:07",\u25bc2,2,2014
24,113,74,+9:13,14.0,Howard Leigh,14,Orica GreenEDGE,8:47 8:47,-,2,2014
23,137,75,+9:13,15.0,Thwaites Scott,15,Team NetApp \u2013 Endura,",, 8:47",-,2,2014
23,136,77,+9:31,16.0,Schwarzmann Michael,16,Team NetApp \u2013 Endura,9:05 9:05,-,2,2014
24,85,83,+11:26,22.0,Kuznetsov Viacheslav,17,Team Katusha,11:00 11:00,\u25b25,2,2014
21,18,86,+11:26,32.0,Stuyven Jasper,18,Trek Factory Racing,",, 11:00",\u25b214,2,2014
22,82,88,+11:37,17.0,Haller Marco,19,Team Katusha,11:11 11:11,\u25bc2,2,2014
24,88,90,+13:06,19.0,Tsatevich Alexey,20,Team Katusha,12:40 12:40,\u25bc1,2,2014
22,35,93,+13:06,24.0,Lander Sebastian,21,BMC Racing Team,",, 12:40",\u25b23,2,2014
25,176,97,+13:06,30.0,Fortin Filippo,22,Bardiani - CSF Pro Team,",, 12:40",\u25b28,2,2014
24,124,99,+17:31,37.0,Juul-Jensen Christopher,23,Tinkoff - Saxo,17:05 17:05,\u25b214,2,2014
22,94,106,+17:45,20.0,Koch Michel,24,Cannondale,17:19 17:19,\u25bc4,2,2014
23,188,107,+17:45,25.0,Haddi Soufiane,25,Skydive Dubai Pro Cycling Team,",, 17:19",-,2,2014
22,98,108,+17:45,18.0,Villella Davide,26,Cannondale,",, 17:19",\u25bc8,2,2014
25,91,113,+17:45,21.0,Viviani Elia,27,Cannondale,",, 17:19",\u25bc6,2,2014
23,178,121,+17:45,34.0,Ruffoni Nicola,28,Bardiani - CSF Pro Team,",, 17:19",\u25b26,2,2014
25,108,120,+17:45,28.0,Pelucchi Matteo,29,IAM Cycling,",, 17:19",\u25bc1,2,2014
24,154,124,+17:45,33.0,Sprengers Thomas,30,Topsport Vlaanderen - Baloise,",, 17:19",\u25b23,2,2014
24,64,122,+17:45,23.0,Puccio Salvatore,31,Team Sky,",, 17:19",\u25bc8,2,2014
24,42,125,+17:45,27.0,Bol Jetse,32,Belkin-Pro Cycling Team,",, 17:19",\u25bc5,2,2014
24,172,129,+17:45,29.0,Boem Nicola,33,Bardiani - CSF Pro Team,",, 17:19",\u25bc4,2,2014
23,146,130,+17:45,26.0,Houle Hugo,34,AG2R La Mondiale,",, 17:19",\u25bc8,2,2014
24,171,131,+17:45,31.0,Battaglin Enrico,35,Bardiani - CSF Pro Team,",, 17:19",\u25bc4,2,2014
24,75,141,+24:20,35.0,Huffman Evan,36,Astana Pro Team,23:54 23:54,\u25bc1,2,2014
22,111,140,+24:20,38.0,Hepburn Michael,37,Orica GreenEDGE,",, 23:54",\u25b21,2,2014
21,125,143,+24:20,40.0,Kol\xe1\u0159 Michael,38,Tinkoff - Saxo,",, 23:54",\u25b22,2,2014
