Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
26.0,32.0,87.0,3.0,Sagan Peter,1.0,Tinkoff,2,2016,▲2
31.0,101.0,63.0,1.0,Cavendish Mark,2.0,Team Dimension Data,2,2016,▼1
28.0,181.0,50.0,2.0,Kittel Marcel,3.0,Etixx - Quick Step,2,2016,▼1
33.0,161.0,40.0,4.0,Greipel André,4.0,Lotto Soudal,2,2016,-
24.0,182.0,33.0,21.0,Alaphilippe Julian,5.0,Etixx - Quick Step,2,2016,▲16
24.0,171.0,25.0,5.0,Coquard Bryan,6.0,Direct Energie,2,2016,▼1
28.0,144.0,21.0,12.0,Kristoff Alexander,7.0,Team Katusha,2,2016,▲5
28.0,134.0,20.0,,Benedetti Cesare,8.0,Bora - Argon 18,2,2016,-
26.0,77.0,20.0,6.0,Howard Leigh,9.0,IAM Cycling,2,2016,▼3
36.0,12.0,20.0,,Valverde Alejandro,10.0,Movistar Team,2,2016,-
25.0,207.0,20.0,,Matthews Michael,11.0,ORICA-BikeExchange,2,2016,-
29.0,184.0,18.0,,Martin Dan,12.0,Etixx - Quick Step,2,2016,-
24.0,67.0,18.0,17.0,Stuyven Jasper,13.0,Trek - Segafredo,2,2016,▲4
31.0,98.0,17.0,15.0,Van Avermaet Greg,14.0,BMC Racing Team,2,2016,▲1
30.0,139.0,17.0,,Voss Paul,15.0,Bora - Argon 18,2,2016,-
31.0,133.0,17.0,7.0,Bárta Jan,16.0,Bora - Argon 18,2,2016,▼9
25.0,68.0,16.0,8.0,Theuns Edward,17.0,Trek - Segafredo,2,2016,▼9
26.0,212.0,15.0,,Breen Vegard,18.0,Fortuneo - Vital Concept,2,2016,-
28.0,84.0,15.0,9.0,Howes Alex,19.0,Cannondale-Drapac Pro Cycling Team,2,2016,▼10
25.0,51.0,14.0,,Kelderman Wilco,20.0,Team LottoNL-Jumbo,2,2016,-
23.0,196.0,14.0,10.0,Laporte Christophe,21.0,"Cofidis, Solutions Crédits",2,2016,▼11
26.0,213.0,13.0,11.0,Delaplace Anthony,22.0,Fortuneo - Vital Concept,2,2016,▼11
28.0,165.0,12.0,,Gallopin Tony,23.0,Lotto Soudal,2,2016,-
29.0,61.0,8.0,,Mollema Bauke,24.0,Trek - Segafredo,2,2016,-
24.0,216.0,8.0,13.0,McLay Daniel,25.0,Fortuneo - Vital Concept,2,2016,▼12
24.0,111.0,7.0,19.0,Barguil Warren,26.0,Team Giant - Alpecin,2,2016,▼7
