BIB,GC,GC-Time,Prev,Rnk,Team,Time,\u25bc\u25b2,stage,year
,,+ -3:45:25,,1,Team Katusha - Alpecin,11:16:49 11:16:49,,1,2017
,,+ -3:45:25,,2,UnitedHealthcare Pro Cycling Team,",, ,,",,1,2017
,,+ -3:45:25,,3,BORA - hansgrohe,0:04 0:04,,1,2017
,,+ -3:45:25,,4,BMC Racing Team,",, 0:04",,1,2017
,,+ -3:45:25,,5,Quick-Step Floors,",, 0:04",,1,2017
,,+ -3:45:25,,6,Cannondale-Drapac Pro Cycling Team,",, 0:04",,1,2017
,,+ -3:45:25,,7,Rally Cycling,",, 0:04",,1,2017
,,+ -3:45:25,,8,Trek - Segafredo,",, 0:04",,1,2017
,,+ -3:45:25,,9,Team Sunweb,",, 0:04",,1,2017
,,+ -3:45:25,,10,UAE Team Emirates,",, 0:04",,1,2017
,,+ -3:45:25,,11,"Cofidis, Solutions Cr\xe9dits",",, 0:04",,1,2017
,,+ -3:45:25,,12,Team Sky,",, 0:04",,1,2017
,,+ -3:45:25,,13,Team Dimension Data,",, 0:04",,1,2017
,,+ -3:45:25,,14,Team LottoNL-Jumbo,0:08 0:08,,1,2017
,,+ -3:45:25,,15,Jelly Belly p/b Maxxis,",, 0:08",,1,2017
,,+ -3:45:25,,16,Astana Pro Team,",, 0:08",,1,2017
,,+ -3:45:25,,17,Team Novo Nordisk,",, 0:08",,1,2017
,,+ -7:29:14,12.0,1,Team Sky,22:29:55 22:29:55,\u25b211,2,2017
,,+ -7:29:14,4.0,2,BMC Racing Team,3:07 3:07,\u25b22,2,2017
,,+ -7:29:14,11.0,3,"Cofidis, Solutions Cr\xe9dits",4:20 4:20,\u25b28,2,2017
,,+ -7:29:14,5.0,4,Quick-Step Floors,5:12 5:12,\u25b21,2,2017
,,+ -7:29:14,3.0,5,BORA - hansgrohe,7:28 7:28,\u25bc2,2,2017
,,+ -7:29:14,13.0,6,Team Dimension Data,7:30 7:30,\u25b27,2,2017
,,+ -7:29:14,6.0,7,Cannondale-Drapac Pro Cycling Team,8:49 8:49,\u25bc1,2,2017
,,+ -7:29:14,14.0,8,Team LottoNL-Jumbo,11:31 11:31,\u25b26,2,2017
,,+ -7:29:14,2.0,9,UnitedHealthcare Pro Cycling Team,16:13 16:13,\u25bc7,2,2017
,,+ -7:29:14,1.0,10,Team Katusha - Alpecin,16:36 16:36,\u25bc9,2,2017
,,+ -7:29:14,7.0,11,Rally Cycling,23:43 23:43,\u25bc4,2,2017
,,+ -7:29:14,8.0,12,Trek - Segafredo,32:36 32:36,\u25bc4,2,2017
,,+ -7:29:14,9.0,13,Team Sunweb,34:23 34:23,\u25bc4,2,2017
,,+ -7:29:14,10.0,14,UAE Team Emirates,",, 34:23",\u25bc4,2,2017
,,+ -7:29:14,15.0,15,Jelly Belly p/b Maxxis,34:37 34:37,-,2,2017
,,+ -7:29:14,17.0,16,Team Novo Nordisk,38:26 38:26,\u25b21,2,2017
,,+ -7:29:14,16.0,17,Astana Pro Team,44:53 44:53,\u25bc1,2,2017
,,+ - 12:22:43,1.0,1,Team Sky,37:10:22 37:10:22,-,3,2017
,,+ - 12:22:43,2.0,2,BMC Racing Team,3:04 3:04,-,3,2017
,,+ - 12:22:43,3.0,3,"Cofidis, Solutions Cr\xe9dits",4:20 4:20,-,3,2017
,,+ - 12:22:43,4.0,4,Quick-Step Floors,5:09 5:09,-,3,2017
,,+ - 12:22:43,5.0,5,BORA - hansgrohe,7:25 7:25,-,3,2017
,,+ - 12:22:43,6.0,6,Team Dimension Data,7:27 7:27,-,3,2017
,,+ - 12:22:43,7.0,7,Cannondale-Drapac Pro Cycling Team,8:46 8:46,-,3,2017
,,+ - 12:22:43,8.0,8,Team LottoNL-Jumbo,11:28 11:28,-,3,2017
,,+ - 12:22:43,9.0,9,UnitedHealthcare Pro Cycling Team,16:10 16:10,-,3,2017
,,+ - 12:22:43,10.0,10,Team Katusha - Alpecin,16:30 16:30,-,3,2017
,,+ - 12:22:43,11.0,11,Rally Cycling,23:43 23:43,-,3,2017
,,+ - 12:22:43,12.0,12,Trek - Segafredo,32:33 32:33,-,3,2017
,,+ - 12:22:43,13.0,13,Team Sunweb,34:17 34:17,-,3,2017
,,+ - 12:22:43,14.0,14,UAE Team Emirates,34:20 34:20,-,3,2017
,,+ - 12:22:43,15.0,15,Jelly Belly p/b Maxxis,34:37 34:37,-,3,2017
,,+ - 12:22:43,16.0,16,Team Novo Nordisk,38:26 38:26,-,3,2017
,,+ - 12:22:43,17.0,17,Astana Pro Team,44:47 44:47,-,3,2017
,,+ - 16:04:48,1.0,1,Team Sky,48:16:37 48:16:37,-,4,2017
,,+ - 16:04:48,2.0,2,BMC Racing Team,3:04 3:04,-,4,2017
,,+ - 16:04:48,3.0,3,"Cofidis, Solutions Cr\xe9dits",4:07 4:07,-,4,2017
,,+ - 16:04:48,4.0,4,Quick-Step Floors,5:09 5:09,-,4,2017
,,+ - 16:04:48,6.0,5,Team Dimension Data,7:27 7:27,\u25b21,4,2017
,,+ - 16:04:48,5.0,6,BORA - hansgrohe,7:34 7:34,\u25bc1,4,2017
,,+ - 16:04:48,8.0,7,Team LottoNL-Jumbo,11:28 11:28,\u25b21,4,2017
,,+ - 16:04:48,7.0,8,Cannondale-Drapac Pro Cycling Team,13:03 13:03,\u25bc1,4,2017
,,+ - 16:04:48,9.0,9,UnitedHealthcare Pro Cycling Team,15:57 15:57,-,4,2017
,,+ - 16:04:48,10.0,10,Team Katusha - Alpecin,16:30 16:30,-,4,2017
,,+ - 16:04:48,11.0,11,Rally Cycling,23:17 23:17,-,4,2017
,,+ - 16:04:48,12.0,12,Trek - Segafredo,34:03 34:03,-,4,2017
,,+ - 16:04:48,13.0,13,Team Sunweb,34:04 34:04,-,4,2017
,,+ - 16:04:48,14.0,14,UAE Team Emirates,35:50 35:50,-,4,2017
,,+ - 16:04:48,15.0,15,Jelly Belly p/b Maxxis,36:07 36:07,-,4,2017
,,+ - 16:04:48,16.0,16,Team Novo Nordisk,41:26 41:26,-,4,2017
,,+ - 16:04:48,17.0,17,Astana Pro Team,49:39 49:39,-,4,2017
,,+ - 19:47:57,1.0,1,Team Sky,59:29:34 59:29:34,-,5,2017
,,+ - 19:47:57,2.0,2,BMC Racing Team,6:23 6:23,-,5,2017
