Age,BIB,Pnt,Prev,Rider,Rnk,Team,UCI,\u25bc\u25b2,stage,year
29,205,23,26.0,Modolo Sacha,28,UAE Team Emirates,,\u25bc2,7,2017
25,209,20,27.0,Polanc Jan,29,UAE Team Emirates,,\u25bc2,7,2017
29,96,20,28.0,Rovny Ivan,30,Gazprom-RusVelo,,\u25bc2,7,2017
26,215,20,29.0,Koshevoy Ilia,31,Wilier Triestina - Selle Italia,,\u25bc2,7,2017
24,121,19,30.0,Yates Adam,32,ORICA-Scott,,\u25bc2,7,2017
27,79,16,31.0,Tratnik Jan,33,CCC Sprandi Polkowice,,\u25bc2,7,2017
32,1,14,42.0,Nibali Vincenzo,34,Bahrain Merida Pro Cycling Team,,\u25b28,7,2017
30,69,14,32.0,Woods Michael,35,Cannondale-Drapac Pro Cycling Team,,\u25bc3,7,2017
26,181,13,43.0,Dumoulin Tom,36,Team Sunweb,,\u25b27,7,2017
27,151,12,33.0,Zakarin Ilnur,37,Team Katusha - Alpecin,,\u25bc4,7,2017
34,8,12,34.0,Siutsou Kanstantsin,38,Bahrain Merida Pro Cycling Team,,\u25bc4,7,2017
33,72,12,35.0,Bialoblocki Marcin,39,CCC Sprandi Polkowice,,\u25bc4,7,2017
27,156,11,36.0,Kuznetsov Viacheslav,40,Team Katusha - Alpecin,,\u25bc4,7,2017
27,99,11,53.0,Tsatevich Alexey,41,Gazprom-RusVelo,,\u25b212,7,2017
29,52,11,37.0,Benedetti Cesare,42,BORA - hansgrohe,,\u25bc5,7,2017
26,185,10,38.0,Kelderman Wilco,43,Team Sunweb,,\u25bc5,7,2017
27,74,10,39.0,Owsian Lukasz,44,CCC Sprandi Polkowice,,\u25bc5,7,2017
21,197,10,40.0,Pedersen Mads,45,Trek - Segafredo,,\u25bc5,7,2017
30,191,9,41.0,Mollema Bauke,46,Trek - Segafredo,,\u25bc5,7,2017
26,81,7,44.0,Pinot Thibaut,47,FDJ,,\u25bc3,7,2017
30,201,6,45.0,Costa Rui,48,UAE Team Emirates,,\u25bc3,7,2017
32,22,6,46.0,Cataldo Dario,49,Astana Pro Team,,\u25bc3,7,2017
33,19,6,47.0,Montaguti Matteo,50,AG2R La Mondiale,,\u25bc3,7,2017
27,111,5,48.0,Quintana Nairo,51,Movistar Team,,\u25bc3,7,2017
23,56,5,49.0,M\xfchlberger Gregor,52,BORA - hansgrohe,,\u25bc3,7,2017
29,146,5,50.0,Janse van Rensburg Jacques,53,Team Dimension Data,,\u25bc3,7,2017
25,68,4,51.0,Villella Davide,54,Cannondale-Drapac Pro Cycling Team,,\u25bc3,7,2017
30,104,4,62.0,De Clercq Bart,55,Lotto Soudal,,\u25b27,7,2017
32,2,4,52.0,Agnoli Valerio,56,Bahrain Merida Pro Cycling Team,,\u25bc4,7,2017
26,149,4,54.0,Van Zyl Johann,57,Team Dimension Data,,\u25bc3,7,2017
32,194,3,,Didier Laurent,58,Trek - Segafredo,,-,7,2017
27,177,3,,Puccio Salvatore,59,Team Sky,,-,7,2017
30,132,3,55.0,Capecchi Eros,60,Quick-Step Floors,,\u25bc5,7,2017
34,136,3,56.0,Keisse Iljo,61,Quick-Step Floors,,\u25bc5,7,2017
32,51,3,58.0,B\xe1rta Jan,62,BORA - hansgrohe,,\u25bc4,7,2017
28,139,3,57.0,Serry Pieter,63,Quick-Step Floors,,\u25bc6,7,2017
29,161,2,59.0,Kruijswijk Steven,64,Team LottoNL-Jumbo,,\u25bc5,7,2017
34,142,2,60.0,Anton Igor,65,Team Dimension Data,,\u25bc5,7,2017
30,76,2,61.0,Ponzi Simone,66,CCC Sprandi Polkowice,,\u25bc5,7,2017
23,103,2,63.0,de Buyst Jasper,67,Lotto Soudal,,\u25bc4,7,2017
27,125,2,69.0,Juul-Jensen Christopher,68,ORICA-Scott,,\u25b21,7,2017
40,128,2,64.0,Tuft Svein,69,ORICA-Scott,,\u25bc5,7,2017
30,112,1,65.0,Amador Andrey,70,Movistar Team,,\u25bc5,7,2017
25,54,1,66.0,Konrad Patrick,71,BORA - hansgrohe,,\u25bc5,7,2017
35,49,1,67.0,Ventoso Francisco,72,BMC Racing Team,,\u25bc5,7,2017
33,134,1,,Devenyns Dries,73,Quick-Step Floors,,-,7,2017
37,101,1,68.0,Bak Lars Ytting,74,Lotto Soudal,,\u25bc6,7,2017
22,135,191,1.0,Gaviria Fernando,1,Quick-Step Floors,,-,8,2017
25,199,160,2.0,Stuyven Jasper,2,Trek - Segafredo,,-,8,2017
34,100,129,3.0,Greipel Andr\xe9,3,Lotto Soudal,,-,8,2017
22,123,100,4.0,Ewan Caleb,4,ORICA-Scott,,-,8,2017
25,58,98,5.0,P\xf6stlberger Lukas,5,BORA - hansgrohe,,-,8,2017
28,148,78,6.0,Teklehaimanot Daniel,6,Team Dimension Data,,-,8,2017
27,147,76,7.0,Sbaragli Kristian,7,Team Dimension Data,,-,8,2017
26,43,68,8.0,Dillier Silvan,8,BMC Racing Team,,-,8,2017
27,219,60,9.0,Zhupa Eugert,9,Wilier Triestina - Selle Italia,,-,8,2017
26,53,57,10.0,Bennett Sam,10,BORA - hansgrohe,,-,8,2017
23,33,52,11.0,Andreetta Simone,11,Bardiani - CSF,,-,8,2017
34,203,46,12.0,Ferrari Roberto,12,UAE Team Emirates,,-,8,2017
28,59,43,13.0,Selig R\xfcdiger,13,BORA - hansgrohe,,-,8,2017
28,196,43,14.0,Nizzolo Giacomo,14,Trek - Segafredo,,-,8,2017
22,145,42,15.0,Gibbons Ryan,15,Team Dimension Data,,-,8,2017
30,75,40,16.0,Paterski Maciej,16,CCC Sprandi Polkowice,,-,8,2017
33,94,40,17.0,Kozonchuk Dmitry,17,Gazprom-RusVelo,,-,8,2017
27,162,39,21.0,Battaglin Enrico,18,Team LottoNL-Jumbo,,\u25b23,8,2017
25,98,36,18.0,Shalunov Evgeny,19,Gazprom-RusVelo,,\u25bc1,8,2017
23,216,35,19.0,Mareczko Jakub,20,Wilier Triestina - Selle Italia,,\u25bc1,8,2017
35,92,34,20.0,Brutt Pavel,21,Gazprom-RusVelo,,\u25bc1,8,2017
34,138,28,22.0,Richeze Ariel Maximiliano,22,Quick-Step Floors,,-,8,2017
29,117,27,,Izagirre Gorka,23,Movistar Team,,-,8,2017
30,179,27,23.0,Thomas Geraint,24,Team Sky,,\u25bc1,8,2017
22,182,25,24.0,Bauhaus Phil,25,Team Sunweb,,\u25bc1,8,2017
24,131,24,27.0,Jungels Bob,26,Quick-Step Floors,,\u25b21,8,2017
28,141,24,25.0,Haas Nathan,27,Team Dimension Data,,\u25bc2,8,2017
25,214,24,26.0,Fonzi Giuseppe,28,Wilier Triestina - Selle Italia,,\u25bc2,8,2017
29,205,23,28.0,Modolo Sacha,29,UAE Team Emirates,,\u25bc1,8,2017
24,121,22,32.0,Yates Adam,30,ORICA-Scott,,\u25b22,8,2017
34,9,21,,Visconti Giovanni,31,Bahrain Merida Pro Cycling Team,,-,8,2017
25,209,20,29.0,Polanc Jan,32,UAE Team Emirates,,\u25bc3,8,2017
30,69,20,35.0,Woods Michael,33,Cannondale-Drapac Pro Cycling Team,,\u25b22,8,2017
29,96,20,30.0,Rovny Ivan,34,Gazprom-RusVelo,,\u25bc4,8,2017
26,215,20,31.0,Koshevoy Ilia,35,Wilier Triestina - Selle Italia,,\u25bc4,8,2017
33,27,19,,Sanchez Luis Leon,36,Astana Pro Team,,-,8,2017
32,1,18,34.0,Nibali Vincenzo,37,Bahrain Merida Pro Cycling Team,,\u25bc3,8,2017
27,79,16,33.0,Tratnik Jan,38,CCC Sprandi Polkowice,,\u25bc5,8,2017
27,156,14,40.0,Kuznetsov Viacheslav,39,Team Katusha - Alpecin,,\u25b21,8,2017
34,136,13,61.0,Keisse Iljo,40,Quick-Step Floors,,\u25b221,8,2017
26,181,13,36.0,Dumoulin Tom,41,Team Sunweb,,\u25bc5,8,2017
26,81,12,47.0,Pinot Thibaut,42,FDJ,,\u25b25,8,2017
27,151,12,37.0,Zakarin Ilnur,43,Team Katusha - Alpecin,,\u25bc6,8,2017
34,8,12,38.0,Siutsou Kanstantsin,44,Bahrain Merida Pro Cycling Team,,\u25bc6,8,2017
33,72,12,39.0,Bialoblocki Marcin,45,CCC Sprandi Polkowice,,\u25bc6,8,2017
29,52,11,42.0,Benedetti Cesare,46,BORA - hansgrohe,,\u25bc4,8,2017
27,99,11,41.0,Tsatevich Alexey,47,Gazprom-RusVelo,,\u25bc6,8,2017
24,202,10,,Conti Valerio,48,UAE Team Emirates,,-,8,2017
26,185,10,43.0,Kelderman Wilco,49,Team Sunweb,,\u25bc6,8,2017
27,74,10,44.0,Owsian Lukasz,50,CCC Sprandi Polkowice,,\u25bc6,8,2017
21,197,10,45.0,Pedersen Mads,51,Trek - Segafredo,,\u25bc6,8,2017
30,191,9,46.0,Mollema Bauke,52,Trek - Segafredo,,\u25bc6,8,2017
30,201,6,48.0,Costa Rui,53,UAE Team Emirates,,\u25bc5,8,2017
32,22,6,49.0,Cataldo Dario,54,Astana Pro Team,,\u25bc5,8,2017
33,19,6,50.0,Montaguti Matteo,55,AG2R La Mondiale,,\u25bc5,8,2017
23,56,6,52.0,M\xfchlberger Gregor,56,BORA - hansgrohe,,\u25bc4,8,2017
27,111,5,51.0,Quintana Nairo,57,Movistar Team,,\u25bc6,8,2017
29,146,5,53.0,Janse van Rensburg Jacques,58,Team Dimension Data,,\u25bc5,8,2017
29,161,4,64.0,Kruijswijk Steven,59,Team LottoNL-Jumbo,,\u25b25,8,2017
25,68,4,54.0,Villella Davide,60,Cannondale-Drapac Pro Cycling Team,,\u25bc6,8,2017
30,104,4,55.0,De Clercq Bart,61,Lotto Soudal,,\u25bc6,8,2017
32,2,4,56.0,Agnoli Valerio,62,Bahrain Merida Pro Cycling Team,,\u25bc6,8,2017
26,149,4,57.0,Van Zyl Johann,63,Team Dimension Data,,\u25bc6,8,2017
27,177,3,59.0,Puccio Salvatore,64,Team Sky,,\u25bc5,8,2017
32,194,3,58.0,Didier Laurent,65,Trek - Segafredo,,\u25bc7,8,2017
30,132,3,60.0,Capecchi Eros,66,Quick-Step Floors,,\u25bc6,8,2017
32,51,3,62.0,B\xe1rta Jan,67,BORA - hansgrohe,,\u25bc5,8,2017
28,139,3,63.0,Serry Pieter,68,Quick-Step Floors,,\u25bc5,8,2017
34,142,2,65.0,Anton Igor,69,Team Dimension Data,,\u25bc4,8,2017
30,76,2,66.0,Ponzi Simone,70,CCC Sprandi Polkowice,,\u25bc4,8,2017
23,103,2,67.0,de Buyst Jasper,71,Lotto Soudal,,\u25bc4,8,2017
27,125,2,68.0,Juul-Jensen Christopher,72,ORICA-Scott,,\u25bc4,8,2017
40,128,2,69.0,Tuft Svein,73,ORICA-Scott,,\u25bc4,8,2017
20,32,2,,Albanese Vincenzo,74,Bardiani - CSF,,-,8,2017
30,112,1,70.0,Amador Andrey,75,Movistar Team,,\u25bc5,8,2017
25,54,1,71.0,Konrad Patrick,76,BORA - hansgrohe,,\u25bc5,8,2017
35,49,1,72.0,Ventoso Francisco,77,BMC Racing Team,,\u25bc5,8,2017
37,101,1,74.0,Bak Lars Ytting,78,Lotto Soudal,,\u25bc4,8,2017
33,134,1,73.0,Devenyns Dries,79,Quick-Step Floors,,\u25bc6,8,2017
22,135,191,1.0,Gaviria Fernando,1,Quick-Step Floors,,-,9,2017
25,199,160,2.0,Stuyven Jasper,2,Trek - Segafredo,,-,9,2017
34,100,129,3.0,Greipel Andr\xe9,3,Lotto Soudal,,-,9,2017
22,123,100,4.0,Ewan Caleb,4,ORICA-Scott,,-,9,2017
25,58,98,5.0,P\xf6stlberger Lukas,5,BORA - hansgrohe,,-,9,2017
28,148,78,6.0,Teklehaimanot Daniel,6,Team Dimension Data,,-,9,2017
27,147,76,7.0,Sbaragli Kristian,7,Team Dimension Data,,-,9,2017
26,43,68,8.0,Dillier Silvan,8,BMC Racing Team,,-,9,2017
27,219,60,9.0,Zhupa Eugert,9,Wilier Triestina - Selle Italia,,-,9,2017
26,53,57,10.0,Bennett Sam,10,BORA - hansgrohe,,-,9,2017
23,33,52,11.0,Andreetta Simone,11,Bardiani - CSF,,-,9,2017
34,203,46,12.0,Ferrari Roberto,12,UAE Team Emirates,,-,9,2017
28,59,43,13.0,Selig R\xfcdiger,13,BORA - hansgrohe,,-,9,2017
28,196,43,14.0,Nizzolo Giacomo,14,Trek - Segafredo,,-,9,2017
22,145,42,15.0,Gibbons Ryan,15,Team Dimension Data,,-,9,2017
30,75,40,16.0,Paterski Maciej,16,CCC Sprandi Polkowice,,-,9,2017
33,94,40,17.0,Kozonchuk Dmitry,17,Gazprom-RusVelo,,-,9,2017
27,162,39,18.0,Battaglin Enrico,18,Team LottoNL-Jumbo,,-,9,2017
25,98,36,19.0,Shalunov Evgeny,19,Gazprom-RusVelo,,-,9,2017
23,216,35,20.0,Mareczko Jakub,20,Wilier Triestina - Selle Italia,,-,9,2017
35,92,34,21.0,Brutt Pavel,21,Gazprom-RusVelo,,-,9,2017
34,138,28,22.0,Richeze Ariel Maximiliano,22,Quick-Step Floors,,-,9,2017
29,117,27,23.0,Izagirre Gorka,23,Movistar Team,,-,9,2017
33,27,27,36.0,Sanchez Luis Leon,24,Astana Pro Team,,\u25b212,9,2017
30,179,27,24.0,Thomas Geraint,25,Team Sky,,\u25bc1,9,2017
22,182,25,25.0,Bauhaus Phil,26,Team Sunweb,,\u25bc1,9,2017
26,81,24,42.0,Pinot Thibaut,27,FDJ,,\u25b215,9,2017
32,1,24,37.0,Nibali Vincenzo,28,Bahrain Merida Pro Cycling Team,,\u25b29,9,2017
24,131,24,26.0,Jungels Bob,29,Quick-Step Floors,,\u25bc3,9,2017
28,141,24,27.0,Haas Nathan,30,Team Dimension Data,,\u25bc3,9,2017
25,214,24,28.0,Fonzi Giuseppe,31,Wilier Triestina - Selle Italia,,\u25bc3,9,2017
29,205,23,29.0,Modolo Sacha,32,UAE Team Emirates,,\u25bc3,9,2017
26,181,22,41.0,Dumoulin Tom,33,Team Sunweb,,\u25b28,9,2017
24,121,22,30.0,Yates Adam,34,ORICA-Scott,,\u25bc4,9,2017
34,9,21,31.0,Visconti Giovanni,35,Bahrain Merida Pro Cycling Team,,\u25bc4,9,2017
27,111,20,57.0,Quintana Nairo,36,Movistar Team,,\u25b221,9,2017
25,209,20,32.0,Polanc Jan,37,UAE Team Emirates,,\u25bc5,9,2017
30,69,20,33.0,Woods Michael,38,Cannondale-Drapac Pro Cycling Team,,\u25bc5,9,2017
29,96,20,34.0,Rovny Ivan,39,Gazprom-RusVelo,,\u25bc5,9,2017
26,215,20,35.0,Koshevoy Ilia,40,Wilier Triestina - Selle Italia,,\u25bc5,9,2017
27,99,19,47.0,Tsatevich Alexey,41,Gazprom-RusVelo,,\u25b26,9,2017
30,191,16,52.0,Mollema Bauke,42,Trek - Segafredo,,\u25b210,9,2017
27,79,16,38.0,Tratnik Jan,43,CCC Sprandi Polkowice,,\u25bc5,9,2017
27,151,15,43.0,Zakarin Ilnur,44,Team Katusha - Alpecin,,\u25bc1,9,2017
27,156,14,39.0,Kuznetsov Viacheslav,45,Team Katusha - Alpecin,,\u25bc6,9,2017
34,136,13,40.0,Keisse Iljo,46,Quick-Step Floors,,\u25bc6,9,2017
34,8,12,44.0,Siutsou Kanstantsin,47,Bahrain Merida Pro Cycling Team,,\u25bc3,9,2017
33,72,12,45.0,Bialoblocki Marcin,48,CCC Sprandi Polkowice,,\u25bc3,9,2017
29,52,11,46.0,Benedetti Cesare,49,BORA - hansgrohe,,\u25bc3,9,2017
24,202,10,48.0,Conti Valerio,50,UAE Team Emirates,,\u25bc2,9,2017
26,185,10,49.0,Kelderman Wilco,51,Team Sunweb,,\u25bc2,9,2017
27,74,10,50.0,Owsian Lukasz,52,CCC Sprandi Polkowice,,\u25bc2,9,2017
21,197,10,51.0,Pedersen Mads,53,Trek - Segafredo,,\u25bc2,9,2017
26,144,8,,Fraile Omar,54,Team Dimension Data,,-,9,2017
32,22,6,54.0,Cataldo Dario,55,Astana Pro Team,,\u25bc1,9,2017
30,201,6,53.0,Costa Rui,56,UAE Team Emirates,,\u25bc3,9,2017
33,19,6,55.0,Montaguti Matteo,57,AG2R La Mondiale,,\u25bc2,9,2017
23,56,6,56.0,M\xfchlberger Gregor,58,BORA - hansgrohe,,\u25bc2,9,2017
34,11,5,,Pozzovivo Domenico,59,AG2R La Mondiale,,-,9,2017
29,146,5,58.0,Janse van Rensburg Jacques,60,Team Dimension Data,,\u25bc2,9,2017
29,161,4,59.0,Kruijswijk Steven,61,Team LottoNL-Jumbo,,\u25bc2,9,2017
30,26,4,,Kangert Tanel,62,Astana Pro Team,,-,9,2017
30,104,4,61.0,De Clercq Bart,63,Lotto Soudal,,\u25bc2,9,2017
32,2,4,62.0,Agnoli Valerio,64,Bahrain Merida Pro Cycling Team,,\u25bc2,9,2017
25,68,4,60.0,Villella Davide,65,Cannondale-Drapac Pro Cycling Team,,\u25bc5,9,2017
26,149,4,63.0,Van Zyl Johann,66,Team Dimension Data,,\u25bc3,9,2017
27,177,3,64.0,Puccio Salvatore,67,Team Sky,,\u25bc3,9,2017
30,132,3,66.0,Capecchi Eros,68,Quick-Step Floors,,\u25bc2,9,2017
32,194,3,65.0,Didier Laurent,69,Trek - Segafredo,,\u25bc4,9,2017
28,139,3,68.0,Serry Pieter,70,Quick-Step Floors,,\u25bc2,9,2017
32,51,3,67.0,B\xe1rta Jan,71,BORA - hansgrohe,,\u25bc4,9,2017
27,87,2,,Reichenbach Sebastien,72,FDJ,,-,9,2017
34,142,2,69.0,Anton Igor,73,Team Dimension Data,,\u25bc4,9,2017
30,76,2,70.0,Ponzi Simone,74,CCC Sprandi Polkowice,,\u25bc4,9,2017
23,103,2,71.0,de Buyst Jasper,75,Lotto Soudal,,\u25bc4,9,2017
27,125,2,72.0,Juul-Jensen Christopher,76,ORICA-Scott,,\u25bc4,9,2017
40,128,2,73.0,Tuft Svein,77,ORICA-Scott,,\u25bc4,9,2017
20,32,2,74.0,Albanese Vincenzo,78,Bardiani - CSF,,\u25bc4,9,2017
24,64,1,,Formolo Davide,79,Cannondale-Drapac Pro Cycling Team,,-,9,2017
30,112,1,75.0,Amador Andrey,80,Movistar Team,,\u25bc5,9,2017
25,54,1,76.0,Konrad Patrick,81,BORA - hansgrohe,,\u25bc5,9,2017
35,49,1,77.0,Ventoso Francisco,82,BMC Racing Team,,\u25bc5,9,2017
37,101,1,78.0,Bak Lars Ytting,83,Lotto Soudal,,\u25bc5,9,2017
33,134,1,79.0,Devenyns Dries,84,Quick-Step Floors,,\u25bc5,9,2017
29,213,1,,Busato Matteo,85,Wilier Triestina - Selle Italia,,-,9,2017
33,204,1,,Marcato Marco,86,UAE Team Emirates,,-,9,2017
22,135,191,1.0,Gaviria Fernando,1,Quick-Step Floors,,-,10,2017
25,199,160,2.0,Stuyven Jasper,2,Trek - Segafredo,,-,10,2017
34,100,129,3.0,Greipel Andr\xe9,3,Lotto Soudal,,-,10,2017
22,123,100,4.0,Ewan Caleb,4,ORICA-Scott,,-,10,2017
25,58,98,5.0,P\xf6stlberger Lukas,5,BORA - hansgrohe,,-,10,2017
28,148,78,6.0,Teklehaimanot Daniel,6,Team Dimension Data,,-,10,2017
27,147,76,7.0,Sbaragli Kristian,7,Team Dimension Data,,-,10,2017
26,43,68,8.0,Dillier Silvan,8,BMC Racing Team,,-,10,2017
27,219,60,9.0,Zhupa Eugert,9,Wilier Triestina - Selle Italia,,-,10,2017
26,53,57,10.0,Bennett Sam,10,BORA - hansgrohe,,-,10,2017
23,33,52,11.0,Andreetta Simone,11,Bardiani - CSF,,-,10,2017
34,203,46,12.0,Ferrari Roberto,12,UAE Team Emirates,,-,10,2017
28,59,43,13.0,Selig R\xfcdiger,13,BORA - hansgrohe,,-,10,2017
28,196,43,14.0,Nizzolo Giacomo,14,Trek - Segafredo,,-,10,2017
22,145,42,15.0,Gibbons Ryan,15,Team Dimension Data,,-,10,2017
30,75,40,16.0,Paterski Maciej,16,CCC Sprandi Polkowice,,-,10,2017
33,94,40,17.0,Kozonchuk Dmitry,17,Gazprom-RusVelo,,-,10,2017
30,179,39,25.0,Thomas Geraint,18,Team Sky,,\u25b27,10,2017
27,162,39,18.0,Battaglin Enrico,19,Team LottoNL-Jumbo,,\u25bc1,10,2017
26,181,37,33.0,Dumoulin Tom,20,Team Sunweb,,\u25b213,10,2017
25,98,36,19.0,Shalunov Evgeny,21,Gazprom-RusVelo,,\u25bc2,10,2017
23,216,35,20.0,Mareczko Jakub,22,Wilier Triestina - Selle Italia,,\u25bc2,10,2017
35,92,34,21.0,Brutt Pavel,23,Gazprom-RusVelo,,\u25bc2,10,2017
33,27,34,24.0,Sanchez Luis Leon,24,Astana Pro Team,,-,10,2017
24,131,33,29.0,Jungels Bob,25,Quick-Step Floors,,\u25b24,10,2017
32,1,29,28.0,Nibali Vincenzo,26,Bahrain Merida Pro Cycling Team,,\u25b22,10,2017
34,138,28,22.0,Richeze Ariel Maximiliano,27,Quick-Step Floors,,\u25bc5,10,2017
29,117,27,23.0,Izagirre Gorka,28,Movistar Team,,\u25bc5,10,2017
22,182,25,26.0,Bauhaus Phil,29,Team Sunweb,,\u25bc3,10,2017
26,81,24,27.0,Pinot Thibaut,30,FDJ,,\u25bc3,10,2017
28,141,24,30.0,Haas Nathan,31,Team Dimension Data,,\u25bc1,10,2017
25,214,24,31.0,Fonzi Giuseppe,32,Wilier Triestina - Selle Italia,,\u25bc1,10,2017
29,205,23,32.0,Modolo Sacha,33,UAE Team Emirates,,\u25bc1,10,2017
24,121,22,34.0,Yates Adam,34,ORICA-Scott,,-,10,2017
34,9,21,35.0,Visconti Giovanni,35,Bahrain Merida Pro Cycling Team,,-,10,2017
27,111,20,36.0,Quintana Nairo,36,Movistar Team,,-,10,2017
25,209,20,37.0,Polanc Jan,37,UAE Team Emirates,,-,10,2017
30,69,20,38.0,Woods Michael,38,Cannondale-Drapac Pro Cycling Team,,-,10,2017
29,96,20,39.0,Rovny Ivan,39,Gazprom-RusVelo,,-,10,2017
26,215,20,40.0,Koshevoy Ilia,40,Wilier Triestina - Selle Italia,,-,10,2017
27,99,19,41.0,Tsatevich Alexey,41,Gazprom-RusVelo,,-,10,2017
30,191,17,42.0,Mollema Bauke,42,Trek - Segafredo,,-,10,2017
27,79,16,43.0,Tratnik Jan,43,CCC Sprandi Polkowice,,-,10,2017
27,151,15,44.0,Zakarin Ilnur,44,Team Katusha - Alpecin,,-,10,2017
27,156,14,45.0,Kuznetsov Viacheslav,45,Team Katusha - Alpecin,,-,10,2017
34,136,13,46.0,Keisse Iljo,46,Quick-Step Floors,,-,10,2017
34,8,12,47.0,Siutsou Kanstantsin,47,Bahrain Merida Pro Cycling Team,,-,10,2017
33,72,12,48.0,Bialoblocki Marcin,48,CCC Sprandi Polkowice,,-,10,2017
29,52,11,49.0,Benedetti Cesare,49,BORA - hansgrohe,,-,10,2017
24,202,10,50.0,Conti Valerio,50,UAE Team Emirates,,-,10,2017
27,74,10,52.0,Owsian Lukasz,51,CCC Sprandi Polkowice,,\u25b21,10,2017
21,197,10,53.0,Pedersen Mads,52,Trek - Segafredo,,\u25b21,10,2017
26,144,8,54.0,Fraile Omar,53,Team Dimension Data,,\u25b21,10,2017
32,22,6,55.0,Cataldo Dario,54,Astana Pro Team,,\u25b21,10,2017
30,201,6,56.0,Costa Rui,55,UAE Team Emirates,,\u25b21,10,2017
33,19,6,57.0,Montaguti Matteo,56,AG2R La Mondiale,,\u25b21,10,2017
23,56,6,58.0,M\xfchlberger Gregor,57,BORA - hansgrohe,,\u25b21,10,2017
35,176,6,,Kiryienka Vasil,58,Team Sky,,-,10,2017
34,11,5,59.0,Pozzovivo Domenico,59,AG2R La Mondiale,,-,10,2017
29,146,5,60.0,Janse van Rensburg Jacques,60,Team Dimension Data,,-,10,2017
29,161,4,61.0,Kruijswijk Steven,61,Team LottoNL-Jumbo,,-,10,2017
30,26,4,62.0,Kangert Tanel,62,Astana Pro Team,,-,10,2017
34,109,4,,Monfort Maxime,63,Lotto Soudal,,-,10,2017
30,104,4,63.0,De Clercq Bart,64,Lotto Soudal,,\u25bc1,10,2017
25,68,4,65.0,Villella Davide,65,Cannondale-Drapac Pro Cycling Team,,-,10,2017
32,2,4,64.0,Agnoli Valerio,66,Bahrain Merida Pro Cycling Team,,\u25bc2,10,2017
26,149,4,66.0,Van Zyl Johann,67,Team Dimension Data,,\u25bc1,10,2017
30,112,3,80.0,Amador Andrey,68,Movistar Team,,\u25b212,10,2017
27,177,3,67.0,Puccio Salvatore,69,Team Sky,,\u25bc2,10,2017
30,132,3,68.0,Capecchi Eros,70,Quick-Step Floors,,\u25bc2,10,2017
32,194,3,69.0,Didier Laurent,71,Trek - Segafredo,,\u25bc2,10,2017
32,169,3,,van Emden Jos,72,Team LottoNL-Jumbo,,-,10,2017
28,139,3,70.0,Serry Pieter,73,Quick-Step Floors,,\u25bc3,10,2017
32,51,3,71.0,B\xe1rta Jan,74,BORA - hansgrohe,,\u25bc3,10,2017
27,87,2,72.0,Reichenbach Sebastien,75,FDJ,,\u25bc3,10,2017
34,142,2,73.0,Anton Igor,76,Team Dimension Data,,\u25bc3,10,2017
30,76,2,74.0,Ponzi Simone,77,CCC Sprandi Polkowice,,\u25bc3,10,2017
23,103,2,75.0,de Buyst Jasper,78,Lotto Soudal,,\u25bc3,10,2017
27,125,2,76.0,Juul-Jensen Christopher,79,ORICA-Scott,,\u25bc3,10,2017
40,128,2,77.0,Tuft Svein,80,ORICA-Scott,,\u25bc3,10,2017
20,32,2,78.0,Albanese Vincenzo,81,Bardiani - CSF,,\u25bc3,10,2017
24,64,1,79.0,Formolo Davide,82,Cannondale-Drapac Pro Cycling Team,,\u25bc3,10,2017
25,54,1,81.0,Konrad Patrick,83,BORA - hansgrohe,,\u25bc2,10,2017
35,49,1,82.0,Ventoso Francisco,84,BMC Racing Team,,\u25bc2,10,2017
37,101,1,83.0,Bak Lars Ytting,85,Lotto Soudal,,\u25bc2,10,2017
33,134,1,84.0,Devenyns Dries,86,Quick-Step Floors,,\u25bc2,10,2017
29,213,1,85.0,Busato Matteo,87,Wilier Triestina - Selle Italia,,\u25bc2,10,2017
33,204,1,86.0,Marcato Marco,88,UAE Team Emirates,,\u25bc2,10,2017
22,135,191,1.0,Gaviria Fernando,1,Quick-Step Floors,,-,11,2017
25,199,160,2.0,Stuyven Jasper,2,Trek - Segafredo,,-,11,2017
34,100,129,3.0,Greipel Andr\xe9,3,Lotto Soudal,,-,11,2017
22,123,100,4.0,Ewan Caleb,4,ORICA-Scott,,-,11,2017
25,58,98,5.0,P\xf6stlberger Lukas,5,BORA - hansgrohe,,-,11,2017
28,148,78,6.0,Teklehaimanot Daniel,6,Team Dimension Data,,-,11,2017
27,147,76,7.0,Sbaragli Kristian,7,Team Dimension Data,,-,11,2017
26,43,68,8.0,Dillier Silvan,8,BMC Racing Team,,-,11,2017
27,219,60,9.0,Zhupa Eugert,9,Wilier Triestina - Selle Italia,,-,11,2017
26,53,57,10.0,Bennett Sam,10,BORA - hansgrohe,,-,11,2017
23,33,52,11.0,Andreetta Simone,11,Bardiani - CSF,,-,11,2017
34,203,46,12.0,Ferrari Roberto,12,UAE Team Emirates,,-,11,2017
28,59,43,13.0,Selig R\xfcdiger,13,BORA - hansgrohe,,-,11,2017
22,145,42,15.0,Gibbons Ryan,14,Team Dimension Data,,\u25b21,11,2017
30,75,40,16.0,Paterski Maciej,15,CCC Sprandi Polkowice,,\u25b21,11,2017
33,94,40,17.0,Kozonchuk Dmitry,16,Gazprom-RusVelo,,\u25b21,11,2017
30,179,39,18.0,Thomas Geraint,17,Team Sky,,\u25b21,11,2017
