Age,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,Time won/lost,stage,year
28,78,+19:25,,Auger Guillaume,78,R.a.g.t Semence - Mg Rover,19:25 19:25,+19:25,3,2004
30,79,+20:07,,White Matthew,79,Cofidis,20:07 20:07,+20:07,3,2004
33,80,+20:23,,Dekker Erik,80,Rabobank ProTeam,20:23 20:23,+20:23,3,2004
29,81,+21:07,,de Groot Bram,81,Rabobank ProTeam,21:07 21:07,+21:07,3,2004
26,82,+21:10,,Amorison Fr\xe9d\xe9ric,82,Quickstep - Davitamon,21:10 21:10,+21:10,3,2004
27,83,+22:07,,Isasi Inaki,83,Euskaltel - Euskadi,22:07 22:07,+22:07,3,2004
25,84,+22:22,,Albizu lizaso Joseba,84,Euskaltel - Euskadi,22:22 22:22,+22:22,3,2004
23,85,+22:44,,Le M\xe9vel Christophe,85,Cr\xe9dit Agricole,22:44 22:44,+22:44,3,2004
27,86,+23:35,,Reynaud Nicolas,86,R.a.g.t Semence - Mg Rover,23:35 23:35,+23:35,3,2004
28,87,+25:04,,Freire Oscar,87,Rabobank ProTeam,25:04 25:04,+25:04,3,2004
35,88,+29:29,,Seigneur Eddy,88,R.a.g.t Semence - Mg Rover,29:29 29:29,+29:29,3,2004
28,89,+30:09,,Kroon Karsten,89,Rabobank ProTeam,30:09 30:09,+30:09,3,2004
26,90,+30:55,,Casper Jimmy,90,Cofidis,30:55 30:55,+30:55,3,2004
26,91,+31:34,,Hushovd Thor,91,Cr\xe9dit Agricole,31:34 31:34,+31:34,3,2004
24,92,+32:11,,Nuyens Nick,92,Quickstep - Davitamon,32:11 32:11,+32:11,3,2004
26,93,+33:51,,Silloniz Josu,93,Euskaltel - Euskadi,33:51 33:51,+33:51,3,2004
26,1,+0:00,,Mayo Iban,1,Euskaltel - Euskadi,16:27:51 16:27:51,+0:00,4,2004
33,2,+0:36,,Hamilton Tyler,2,Phonak Hearing Systems,0:36 0:36,+0:36,4,2004
27,3,+1:14,,Sevilla Oscar,3,Phonak Hearing Systems,1:14 1:14,+1:14,4,2004
32,4,+2:00,,Armstrong Lance,4,US Postal Service,2:00 2:00,+2:00,4,2004
25,5,+2:32,,Mercado Juan Miguel,5,Quickstep - Davitamon,2:32 2:32,+2:32,4,2004
29,6,+2:36,,Gutierrez Jose Enrique,6,Phonak Hearing Systems,2:36 2:36,+2:36,4,2004
27,7,+2:43,,Landaluze Inigo,7,Euskaltel - Euskadi,2:43 2:43,+2:43,4,2004
30,8,+3:33,,Leipheimer Levi,8,Rabobank ProTeam,3:33 3:33,+3:33,4,2004
30,9,+3:47,,Rasmussen Michael,9,Rabobank ProTeam,3:47 3:47,+3:47,4,2004
26,10,+3:58,,Pereiro Oscar,10,Phonak Hearing Systems,3:58 3:58,+3:58,4,2004
29,11,+4:05,,Dessel Cyril,11,Phonak Hearing Systems,4:05 4:05,+4:05,4,2004
34,12,+4:17,,Goubert Stephane,12,AG2R Pr\xe9voyance,4:17 4:17,+4:17,4,2004
29,13,+4:25,,Moncouti\xe9 David,13,Cofidis,4:25 4:25,+4:25,4,2004
30,14,+4:46,,Azevedo Jos\xe9 Bento Carvalho,14,US Postal Service,4:46 4:46,+4:46,4,2004
33,15,+4:59,,Moreau Christophe,15,Cr\xe9dit Agricole,4:59 4:59,+4:59,4,2004
28,16,+4:59,,Landis Floyd,16,US Postal Service,",, 4:59",+4:59,4,2004
29,17,+5:33,,Sastre Carlos,17,CSC ProTeam,5:33 5:33,+5:33,4,2004
25,18,+6:01,,Cama\xf1o Iker,18,Euskaltel - Euskadi,6:01 6:01,+6:01,4,2004
25,19,+6:02,,Casar Sandy,19,Fdjeux.com,6:02 6:02,+6:02,4,2004
34,20,+6:37,,Robin Jean-Cyril,20,Fdjeux.com,6:37 6:37,+6:37,4,2004
20,21,+6:39,,L\xf6fkvist Thomas,21,Fdjeux.com,6:39 6:39,+6:39,4,2004
24,22,+6:43,,Astarloza Mikel,22,AG2R Pr\xe9voyance,6:43 6:43,+6:43,4,2004
26,23,+7:12,,Martinez Egoi,23,Euskaltel - Euskadi,7:12 7:12,+7:12,4,2004
24,24,+7:12,,Voeckler Thomas,24,Brioches La Boulang\xe8re,",, 7:12",+7:12,4,2004
35,25,+7:24,,Dufaux Laurent,25,Quickstep - Davitamon,7:24 7:24,+7:24,4,2004
30,26,+7:34,,Salmon Benoit,26,Cr\xe9dit Agricole,7:34 7:34,+7:34,4,2004
33,27,+7:56,,Beltran Manuel,27,US Postal Service,7:56 7:56,+7:56,4,2004
27,28,+8:10,,Lefevre Laurent,28,Brioches La Boulang\xe8re,8:10 8:10,+8:10,4,2004
29,29,+8:16,,Botcharov Alexandre,29,Cr\xe9dit Agricole,8:16 8:16,+8:16,4,2004
31,30,+8:18,,Chaurreau I\xf1igo,30,AG2R Pr\xe9voyance,8:18 8:18,+8:18,4,2004
28,31,+8:26,,Martin Ludovic,31,R.a.g.t Semence - Mg Rover,8:26 8:26,+8:26,4,2004
25,32,+8:42,,Noval Benjamin,32,US Postal Service,8:42 8:42,+8:42,4,2004
30,33,+9:22,,O'Grady Stuart,33,Cofidis,9:22 9:22,+9:22,4,2004
30,34,+9:54,,Gonzalez Santos,34,Phonak Hearing Systems,9:54 9:54,+9:54,4,2004
26,35,+10:01,,Pecharroman Jos\xe9 Antonio,35,Quickstep - Davitamon,10:01 10:01,+10:01,4,2004
29,36,+10:03,,Pe\xf1a Victor Hugo,36,US Postal Service,10:03 10:03,+10:03,4,2004
24,37,+10:05,,Rogers Michael,37,Quickstep - Davitamon,10:05 10:05,+10:05,4,2004
34,38,+10:14,,Virenque Richard,38,Quickstep - Davitamon,10:14 10:14,+10:14,4,2004
25,39,+10:46,,Portal Nicolas,39,AG2R Pr\xe9voyance,10:46 10:46,+10:46,4,2004
32,40,+11:07,,Peron Andrea,40,CSC ProTeam,11:07 11:07,+11:07,4,2004
32,41,+11:52,,Guesdon Fr\xe9d\xe9ric,41,Fdjeux.com,11:52 11:52,+11:52,4,2004
24,42,+12:07,,Pineau J\xe9rome,42,Brioches La Boulang\xe8re,12:07 12:07,+12:07,4,2004
31,43,+13:15,,Beneteau Walter,43,Brioches La Boulang\xe8re,13:15 13:15,+13:15,4,2004
27,44,+13:21,,Flores Iker,44,Euskaltel - Euskadi,13:21 13:21,+13:21,4,2004
26,45,+14:36,,Basso Ivan,45,CSC ProTeam,14:36 14:36,+14:36,4,2004
25,46,+14:42,,Fedrigo Pierrick,46,Cr\xe9dit Agricole,14:42 14:42,+14:42,4,2004
25,47,+15:14,,Krivtsov Yuriy,47,AG2R Pr\xe9voyance,15:14 15:14,+15:14,4,2004
24,48,+15:24,,Hary Maryan,48,Brioches La Boulang\xe8re,15:24 15:24,+15:24,4,2004
30,49,+15:36,,Hincapie George,49,US Postal Service,15:36 15:36,+15:36,4,2004
27,50,+16:41,,Calvente Corbas Manuel,50,CSC ProTeam,16:41 16:41,+16:41,4,2004
32,51,+17:10,,Bessy Fr\xe9d\xe9ric,51,Cofidis,17:10 17:10,+17:10,4,2004
27,52,+17:37,,Jaksche Jorg,52,CSC ProTeam,17:37 17:37,+17:37,4,2004
24,53,+18:01,,Muravyev Dmitriy,53,Cr\xe9dit Agricole,18:01 18:01,+18:01,4,2004
30,54,+18:10,,Halgand Patrice,54,Cr\xe9dit Agricole,18:10 18:10,+18:10,4,2004
24,55,+18:25,,Geslin Anthony,55,Brioches La Boulang\xe8re,18:25 18:25,+18:25,4,2004
31,56,+19:55,,Jalabert Nicolas,56,Phonak Hearing Systems,19:55 19:55,+19:55,4,2004
35,57,+19:58,,Mengin Christophe,57,Fdjeux.com,19:58 19:58,+19:58,4,2004
30,58,+20:06,,Renier Franck,58,Brioches La Boulang\xe8re,20:06 20:06,+20:06,4,2004
34,59,+20:10,,Bouvard Gilles,59,R.a.g.t Semence - Mg Rover,20:10 20:10,+20:10,4,2004
24,60,+20:32,,Edaleine Christophe,60,Cofidis,20:32 20:32,+20:32,4,2004
25,61,+21:09,,Cooke Baden,61,Fdjeux.com,21:09 21:09,+21:09,4,2004
29,62,+21:28,,Da Cruz Carlos,62,Fdjeux.com,21:28 21:28,+21:28,4,2004
30,63,+21:39,,Lotz Marc,63,Rabobank ProTeam,21:39 21:39,+21:39,4,2004
28,64,+21:58,,Grabsch Bert,64,Phonak Hearing Systems,21:58 21:58,+21:58,4,2004
29,65,+21:58,,Horrillo Pedro,65,Quickstep - Davitamon,",, 21:58",+21:58,4,2004
34,66,+22:45,,Bartoli Michele,66,CSC ProTeam,22:45 22:45,+22:45,4,2004
26,67,+23:01,,Laurent Christophe,67,R.a.g.t Semence - Mg Rover,23:01 23:01,+23:01,4,2004
27,68,+23:37,,Millar David,68,Cofidis,23:37 23:37,+23:37,4,2004
27,69,+28:18,,Tombak Janek,69,Cofidis,28:18 28:18,+28:18,4,2004
34,70,+28:31,,Bourquenoud Pierre,70,R.a.g.t Semence - Mg Rover,28:31 28:31,+28:31,4,2004
38,71,+28:35,,Ekimov Viatcheslav,71,US Postal Service,28:35 28:35,+28:35,4,2004
33,72,+29:26,,Dekker Erik,72,Rabobank ProTeam,29:26 29:26,+29:26,4,2004
25,73,+29:57,,Albizu lizaso Joseba,73,Euskaltel - Euskadi,29:57 29:57,+29:57,4,2004
29,74,+30:01,,S\xf8rensen Nicki,74,CSC ProTeam,30:01 30:01,+30:01,4,2004
23,75,+30:11,,Eisel Bernhard,75,Fdjeux.com,30:11 30:11,+30:11,4,2004
22,76,+30:15,,De Weert Kevin,76,Rabobank ProTeam,30:15 30:15,+30:15,4,2004
23,77,+30:50,,Le M\xe9vel Christophe,77,Cr\xe9dit Agricole,30:50 30:50,+30:50,4,2004
27,78,+31:14,,Isasi Inaki,78,Euskaltel - Euskadi,31:14 31:14,+31:14,4,2004
29,79,+32:24,,de Groot Bram,79,Rabobank ProTeam,32:24 32:24,+32:24,4,2004
25,80,+32:45,,Flickinger Andy,80,AG2R Pr\xe9voyance,32:45 32:45,+32:45,4,2004
30,81,+33:00,,White Matthew,81,Cofidis,33:00 33:00,+33:00,4,2004
28,82,+33:05,,Auger Guillaume,82,R.a.g.t Semence - Mg Rover,33:05 33:05,+33:05,4,2004
27,83,+34:20,,Reynaud Nicolas,83,R.a.g.t Semence - Mg Rover,34:20 34:20,+34:20,4,2004
35,84,+41:18,,Seigneur Eddy,84,R.a.g.t Semence - Mg Rover,41:18 41:18,+41:18,4,2004
24,85,+43:11,,Nuyens Nick,85,Quickstep - Davitamon,43:11 43:11,+43:11,4,2004
26,86,+44:41,,Hushovd Thor,86,Cr\xe9dit Agricole,44:41 44:41,+44:41,4,2004
26,87,+46:32,,Silloniz Josu,87,Euskaltel - Euskadi,46:32 46:32,+46:32,4,2004
26,1,+0:00,,Mayo Iban,1,Euskaltel - Euskadi,23:58:51 23:58:51,+0:00,6,2004
33,2,+0:36,,Hamilton Tyler,2,Phonak Hearing Systems,0:36 0:36,+0:36,6,2004
27,3,+1:14,,Sevilla Oscar,3,Phonak Hearing Systems,1:14 1:14,+1:14,6,2004
32,4,+2:00,,Armstrong Lance,4,US Postal Service,2:00 2:00,+2:00,6,2004
25,5,+2:32,,Mercado Juan Miguel,5,Quickstep - Davitamon,2:32 2:32,+2:32,6,2004
29,6,+2:36,,Gutierrez Jose Enrique,6,Phonak Hearing Systems,2:36 2:36,+2:36,6,2004
30,7,+2:39,,Rasmussen Michael,7,Rabobank ProTeam,2:39 2:39,+2:39,6,2004
27,8,+2:43,,Landaluze Inigo,8,Euskaltel - Euskadi,2:43 2:43,+2:43,6,2004
30,9,+3:33,,Leipheimer Levi,9,Rabobank ProTeam,3:33 3:33,+3:33,6,2004
26,10,+3:58,,Pereiro Oscar,10,Phonak Hearing Systems,3:58 3:58,+3:58,6,2004
34,11,+4:17,,Goubert Stephane,11,AG2R Pr\xe9voyance,4:17 4:17,+4:17,6,2004
29,12,+4:25,,Moncouti\xe9 David,12,Cofidis,4:25 4:25,+4:25,6,2004
30,13,+4:46,,Azevedo Jos\xe9 Bento Carvalho,13,US Postal Service,4:46 4:46,+4:46,6,2004
28,14,+4:59,,Landis Floyd,14,US Postal Service,4:59 4:59,+4:59,6,2004
29,15,+5:33,,Sastre Carlos,15,CSC ProTeam,5:33 5:33,+5:33,6,2004
20,16,+6:39,,L\xf6fkvist Thomas,16,Fdjeux.com,6:39 6:39,+6:39,6,2004
26,17,+7:12,,Martinez Egoi,17,Euskaltel - Euskadi,7:12 7:12,+7:12,6,2004
24,18,+7:12,,Voeckler Thomas,18,Brioches La Boulang\xe8re,",, 7:12",+7:12,6,2004
33,19,+7:56,,Beltran Manuel,19,US Postal Service,7:56 7:56,+7:56,6,2004
29,20,+8:16,,Botcharov Alexandre,20,Cr\xe9dit Agricole,8:16 8:16,+8:16,6,2004
25,21,+10:02,,Cama\xf1o Iker,21,Euskaltel - Euskadi,10:02 10:02,+10:02,6,2004
34,22,+10:14,,Virenque Richard,22,Quickstep - Davitamon,10:14 10:14,+10:14,6,2004
34,23,+11:27,,Robin Jean-Cyril,23,Fdjeux.com,11:27 11:27,+11:27,6,2004
35,24,+12:14,,Dufaux Laurent,24,Quickstep - Davitamon,12:14 12:14,+12:14,6,2004
26,25,+13:13,,Basso Ivan,25,CSC ProTeam,13:13 13:13,+13:13,6,2004
29,26,+13:31,,Dessel Cyril,26,Phonak Hearing Systems,13:31 13:31,+13:31,6,2004
25,27,+14:39,,Noval Benjamin,27,US Postal Service,14:39 14:39,+14:39,6,2004
29,28,+16:33,,Pe\xf1a Victor Hugo,28,US Postal Service,16:33 16:33,+16:33,6,2004
30,29,+17:00,,Salmon Benoit,29,Cr\xe9dit Agricole,17:00 17:00,+17:00,6,2004
28,30,+17:52,,Martin Ludovic,30,R.a.g.t Semence - Mg Rover,17:52 17:52,+17:52,6,2004
30,31,+17:53,,O'Grady Stuart,31,Cofidis,17:53 17:53,+17:53,6,2004
30,32,+18:50,,Hincapie George,32,US Postal Service,18:50 18:50,+18:50,6,2004
24,33,+18:52,,Astarloza Mikel,33,AG2R Pr\xe9voyance,18:52 18:52,+18:52,6,2004
25,34,+20:12,,Portal Nicolas,34,AG2R Pr\xe9voyance,20:12 20:12,+20:12,6,2004
32,35,+20:33,,Peron Andrea,35,CSC ProTeam,20:33 20:33,+20:33,6,2004
25,36,+20:45,,Casar Sandy,36,Fdjeux.com,20:45 20:45,+20:45,6,2004
32,37,+21:11,,Bessy Fr\xe9d\xe9ric,37,Cofidis,21:11 21:11,+21:11,6,2004
24,38,+22:11,,Pineau J\xe9rome,38,Brioches La Boulang\xe8re,22:11 22:11,+22:11,6,2004
27,39,+22:47,,Flores Iker,39,Euskaltel - Euskadi,22:47 22:47,+22:47,6,2004
31,40,+23:01,,Chaurreau I\xf1igo,40,AG2R Pr\xe9voyance,23:01 23:01,+23:01,6,2004
27,41,+23:43,,Lefevre Laurent,41,Brioches La Boulang\xe8re,23:43 23:43,+23:43,6,2004
30,42,+24:07,,Halgand Patrice,42,Cr\xe9dit Agricole,24:07 24:07,+24:07,6,2004
26,43,+24:44,,Pecharroman Jos\xe9 Antonio,43,Quickstep - Davitamon,24:44 24:44,+24:44,6,2004
30,44,+25:27,,Gonzalez Santos,44,Phonak Hearing Systems,25:27 25:27,+25:27,6,2004
27,45,+26:07,,Calvente Corbas Manuel,45,CSC ProTeam,26:07 26:07,+26:07,6,2004
24,46,+26:54,,Rogers Michael,46,Quickstep - Davitamon,26:54 26:54,+26:54,6,2004
25,47,+27:44,,Krivtsov Yuriy,47,AG2R Pr\xe9voyance,27:44 27:44,+27:44,6,2004
32,48,+28:41,,Guesdon Fr\xe9d\xe9ric,48,Fdjeux.com,28:41 28:41,+28:41,6,2004
31,49,+28:48,,Beneteau Walter,49,Brioches La Boulang\xe8re,28:48 28:48,+28:48,6,2004
34,50,+29:36,,Bouvard Gilles,50,R.a.g.t Semence - Mg Rover,29:36 29:36,+29:36,6,2004
24,51,+30:57,,Hary Maryan,51,Brioches La Boulang\xe8re,30:57 30:57,+30:57,6,2004
34,52,+32:11,,Bartoli Michele,52,CSC ProTeam,32:11 32:11,+32:11,6,2004
31,53,+32:46,,Jalabert Nicolas,53,Phonak Hearing Systems,32:46 32:46,+32:46,6,2004
24,54,+33:08,,Geslin Anthony,54,Brioches La Boulang\xe8re,33:08 33:08,+33:08,6,2004
25,55,+33:19,,Cooke Baden,55,Fdjeux.com,33:19 33:19,+33:19,6,2004
27,56,+34:26,,Jaksche Jorg,56,CSC ProTeam,34:26 34:26,+34:26,6,2004
35,57,+34:41,,Mengin Christophe,57,Fdjeux.com,34:41 34:41,+34:41,6,2004
30,58,+34:49,,Renier Franck,58,Brioches La Boulang\xe8re,34:49 34:49,+34:49,6,2004
24,59,+34:50,,Muravyev Dmitriy,59,Cr\xe9dit Agricole,34:50 34:50,+34:50,6,2004
30,60,+36:32,,Lotz Marc,60,Rabobank ProTeam,36:32 36:32,+36:32,6,2004
29,61,+37:31,,Horrillo Pedro,61,Quickstep - Davitamon,37:31 37:31,+37:31,6,2004
34,62,+37:57,,Bourquenoud Pierre,62,R.a.g.t Semence - Mg Rover,37:57 37:57,+37:57,6,2004
38,63,+38:01,,Ekimov Viatcheslav,63,US Postal Service,38:01 38:01,+38:01,6,2004
29,64,+38:17,,Da Cruz Carlos,64,Fdjeux.com,38:17 38:17,+38:17,6,2004
26,65,+38:44,,Laurent Christophe,65,R.a.g.t Semence - Mg Rover,38:44 38:44,+38:44,6,2004
28,66,+38:47,,Grabsch Bert,66,Phonak Hearing Systems,38:47 38:47,+38:47,6,2004
27,67,+39:10,,Millar David,67,Cofidis,39:10 39:10,+39:10,6,2004
30,68,+42:41,,White Matthew,68,Cofidis,42:41 42:41,+42:41,6,2004
27,69,+43:51,,Tombak Janek,69,Cofidis,43:51 43:51,+43:51,6,2004
29,70,+44:04,,de Groot Bram,70,Rabobank ProTeam,44:04 44:04,+44:04,6,2004
33,71,+44:09,,Dekker Erik,71,Rabobank ProTeam,44:09 44:09,+44:09,6,2004
29,72,+44:44,,S\xf8rensen Nicki,72,CSC ProTeam,44:44 44:44,+44:44,6,2004
22,73,+45:48,,De Weert Kevin,73,Rabobank ProTeam,45:48 45:48,+45:48,6,2004
23,74,+47:00,,Eisel Bernhard,74,Fdjeux.com,47:00 47:00,+47:00,6,2004
25,75,+47:28,,Flickinger Andy,75,AG2R Pr\xe9voyance,47:28 47:28,+47:28,6,2004
23,76,+47:39,,Le M\xe9vel Christophe,76,Cr\xe9dit Agricole,47:39 47:39,+47:39,6,2004
27,77,+49:53,,Reynaud Nicolas,77,R.a.g.t Semence - Mg Rover,49:53 49:53,+49:53,6,2004
26,78,+50:38,,Hushovd Thor,78,Cr\xe9dit Agricole,50:38 50:38,+50:38,6,2004
25,79,+52:21,,Albizu lizaso Joseba,79,Euskaltel - Euskadi,52:21 52:21,+52:21,6,2004
27,80,+53:38,,Isasi Inaki,80,Euskaltel - Euskadi,53:38 53:38,+53:38,6,2004
24,81,+1:00:00,,Nuyens Nick,81,Quickstep - Davitamon,1:00:00 1:00:00,+60:00,6,2004
26,82,+1:08:56,,Silloniz Josu,82,Euskaltel - Euskadi,1:08:56 1:08:56,+68:56,6,2004
26,1,+0:00,150.0,Mayo Iban,1,Euskaltel - Euskadi,29:27:15 29:27:15,+0:00,7,2004
33,2,+0:36,110.0,Hamilton Tyler,2,Phonak Hearing Systems,0:36 0:36,+0:36,7,2004
27,3,+1:14,90.0,Sevilla Oscar,3,Phonak Hearing Systems,1:14 1:14,+1:14,7,2004
32,4,+2:00,80.0,Armstrong Lance,4,US Postal Service,2:00 2:00,+2:00,7,2004
25,5,+2:32,70.0,Mercado Juan Miguel,5,Quickstep - Davitamon,2:32 2:32,+2:32,7,2004
29,6,+2:36,60.0,Gutierrez Jose Enrique,6,Phonak Hearing Systems,2:36 2:36,+2:36,7,2004
30,7,+2:39,55.0,Rasmussen Michael,7,Rabobank ProTeam,2:39 2:39,+2:39,7,2004
30,8,+3:33,50.0,Leipheimer Levi,8,Rabobank ProTeam,3:33 3:33,+3:33,7,2004
26,9,+3:58,45.0,Pereiro Oscar,9,Phonak Hearing Systems,3:58 3:58,+3:58,7,2004
27,10,+4:02,40.0,Landaluze Inigo,10,Euskaltel - Euskadi,4:02 4:02,+4:02,7,2004
29,11,+4:25,36.0,Moncouti\xe9 David,11,Cofidis,4:25 4:25,+4:25,7,2004
30,12,+4:46,32.0,Azevedo Jos\xe9 Bento Carvalho,12,US Postal Service,4:46 4:46,+4:46,7,2004
34,13,+5:36,28.0,Goubert Stephane,13,AG2R Pr\xe9voyance,5:36 5:36,+5:36,7,2004
29,14,+5:41,24.0,Sastre Carlos,14,CSC ProTeam,5:41 5:41,+5:41,7,2004
28,15,+6:18,20.0,Landis Floyd,15,US Postal Service,6:18 6:18,+6:18,7,2004
26,16,+7:12,16.0,Martinez Egoi,16,Euskaltel - Euskadi,7:12 7:12,+7:12,7,2004
20,17,+8:07,14.0,L\xf6fkvist Thomas,17,Fdjeux.com,8:07 8:07,+8:07,7,2004
33,18,+9:15,12.0,Beltran Manuel,18,US Postal Service,9:15 9:15,+9:15,7,2004
24,19,+10:41,10.0,Voeckler Thomas,19,Brioches La Boulang\xe8re,10:41 10:41,+10:41,7,2004
29,20,+10:50,8.0,Botcharov Alexandre,20,Cr\xe9dit Agricole,10:50 10:50,+10:50,7,2004
30,21,+11:09,6.0,O'Grady Stuart,21,Cofidis,11:09 11:09,+11:09,7,2004
25,22,+11:30,4.0,Cama\xf1o Iker,22,Euskaltel - Euskadi,11:30 11:30,+11:30,7,2004
34,23,+11:33,3.0,Virenque Richard,23,Quickstep - Davitamon,11:33 11:33,+11:33,7,2004
34,24,+14:01,2.0,Robin Jean-Cyril,24,Fdjeux.com,14:01 14:01,+14:01,7,2004
25,25,+14:20,1.0,Casar Sandy,25,Fdjeux.com,14:20 14:20,+14:20,7,2004
29,26,+14:50,,Dessel Cyril,26,Phonak Hearing Systems,14:50 14:50,+14:50,7,2004
35,27,+15:43,,Dufaux Laurent,27,Quickstep - Davitamon,15:43 15:43,+15:43,7,2004
25,28,+16:44,,Noval Benjamin,28,US Postal Service,16:44 16:44,+16:44,7,2004
29,29,+18:38,,Pe\xf1a Victor Hugo,29,US Postal Service,18:38 18:38,+18:38,7,2004
30,30,+19:34,,Salmon Benoit,30,Cr\xe9dit Agricole,19:34 19:34,+19:34,7,2004
28,31,+21:21,,Martin Ludovic,31,R.a.g.t Semence - Mg Rover,21:21 21:21,+21:21,7,2004
30,32,+21:24,,Hincapie George,32,US Postal Service,21:24 21:24,+21:24,7,2004
32,33,+23:07,,Peron Andrea,33,CSC ProTeam,23:07 23:07,+23:07,7,2004
32,34,+23:45,,Bessy Fr\xe9d\xe9ric,34,Cofidis,23:45 23:45,+23:45,7,2004
24,35,+25:00,,Astarloza Mikel,35,AG2R Pr\xe9voyance,25:00 25:00,+25:00,7,2004
27,36,+25:21,,Flores Iker,36,Euskaltel - Euskadi,25:21 25:21,+25:21,7,2004
27,37,+26:17,,Lefevre Laurent,37,Brioches La Boulang\xe8re,26:17 26:17,+26:17,7,2004
27,38,+27:26,,Calvente Corbas Manuel,38,CSC ProTeam,27:26 27:26,+27:26,7,2004
30,39,+27:36,,Halgand Patrice,39,Cr\xe9dit Agricole,27:36 27:36,+27:36,7,2004
30,40,+28:01,,Gonzalez Santos,40,Phonak Hearing Systems,28:01 28:01,+28:01,7,2004
24,41,+28:13,,Rogers Michael,41,Quickstep - Davitamon,28:13 28:13,+28:13,7,2004
25,42,+28:34,,Portal Nicolas,42,AG2R Pr\xe9voyance,28:34 28:34,+28:34,7,2004
31,43,+29:51,,Chaurreau I\xf1igo,43,AG2R Pr\xe9voyance,29:51 29:51,+29:51,7,2004
25,44,+30:18,,Krivtsov Yuriy,44,AG2R Pr\xe9voyance,30:18 30:18,+30:18,7,2004
24,45,+31:19,,Geslin Anthony,45,Brioches La Boulang\xe8re,31:19 31:19,+31:19,7,2004
24,46,+31:20,,Muravyev Dmitriy,46,Cr\xe9dit Agricole,31:20 31:20,+31:20,7,2004
31,47,+32:17,,Beneteau Walter,47,Brioches La Boulang\xe8re,32:17 32:17,+32:17,7,2004
26,48,+33:06,,Pecharroman Jos\xe9 Antonio,48,Quickstep - Davitamon,33:06 33:06,+33:06,7,2004
29,49,+34:01,,Horrillo Pedro,49,Quickstep - Davitamon,34:01 34:01,+34:01,7,2004
35,50,+37:15,,Mengin Christophe,50,Fdjeux.com,37:15 37:15,+37:15,7,2004
24,51,+37:47,,Hary Maryan,51,Brioches La Boulang\xe8re,37:47 37:47,+37:47,7,2004
32,52,+37:54,,Guesdon Fr\xe9d\xe9ric,52,Fdjeux.com,37:54 37:54,+37:54,7,2004
30,53,+38:18,,Renier Franck,53,Brioches La Boulang\xe8re,38:18 38:18,+38:18,7,2004
34,54,+38:19,,Bartoli Michele,54,CSC ProTeam,38:19 38:19,+38:19,7,2004
34,55,+38:49,,Bouvard Gilles,55,R.a.g.t Semence - Mg Rover,38:49 38:49,+38:49,7,2004
38,56,+40:35,,Ekimov Viatcheslav,56,US Postal Service,40:35 40:35,+40:35,7,2004
25,57,+41:41,,Cooke Baden,57,Fdjeux.com,41:41 41:41,+41:41,7,2004
30,58,+42:40,,Lotz Marc,58,Rabobank ProTeam,42:40 42:40,+42:40,7,2004
34,59,+44:47,,Bourquenoud Pierre,59,R.a.g.t Semence - Mg Rover,44:47 44:47,+44:47,7,2004
29,60,+47:18,,S\xf8rensen Nicki,60,CSC ProTeam,47:18 47:18,+47:18,7,2004
26,61,+47:57,,Laurent Christophe,61,R.a.g.t Semence - Mg Rover,47:57 47:57,+47:57,7,2004
27,62,+48:02,,Reynaud Nicolas,62,R.a.g.t Semence - Mg Rover,48:02 48:02,+48:02,7,2004
27,63,+50:41,,Tombak Janek,63,Cofidis,50:41 50:41,+50:41,7,2004
30,64,+51:03,,White Matthew,64,Cofidis,51:03 51:03,+51:03,7,2004
23,65,+51:08,,Le M\xe9vel Christophe,65,Cr\xe9dit Agricole,51:08 51:08,+51:08,7,2004
29,66,+52:26,,de Groot Bram,66,Rabobank ProTeam,52:26 52:26,+52:26,7,2004
33,67,+52:31,,Dekker Erik,67,Rabobank ProTeam,52:31 52:31,+52:31,7,2004
22,68,+54:10,,De Weert Kevin,68,Rabobank ProTeam,54:10 54:10,+54:10,7,2004
25,69,+1:13:53,,Albizu lizaso Joseba,69,Euskaltel - Euskadi,1:13:53 1:13:53,+73:53,7,2004
27,70,+1:15:10,,Isasi Inaki,70,Euskaltel - Euskadi,1:15:10 1:15:10,+75:10,7,2004
26,71,+1:30:28,,Silloniz Josu,71,Euskaltel - Euskadi,1:30:28 1:30:28,+90:28,7,2004
