Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
28,,112,+12:47,,Megias Javier,139,Team Type 1 - SANOFI,",, 7:45",,2,2012
29,,132,+16:45,,Bonnet William,140,FDJ - BigMat,",, 7:45",,2,2012
27,,135,+16:49,,Pineau C\xe9dric,141,FDJ - BigMat,",, 7:45",,2,2012
29,,134,+16:47,,Kaisen Olivier,142,Lotto Belisol Team,",, 7:45",,2,2012
23,,130,+16:21,,Agostini Stefano,143,Liquigas - Cannondale,",, 7:45",,2,2012
23,,144,+21:42,,Viviani Elia,144,Liquigas - Cannondale,",, 7:45",,2,2012
25,,136,+17:21,,Fairly Caleb,145,Spidertech Powered by C10,",, 7:45",,2,2012
31,,149,+22:00,,Steegmans Gert,146,Omega Pharma - Quick-Step,",, 7:45",,2,2012
22,,148,+21:57,,Boily David,147,Spidertech Powered by C10,",, 7:45",,2,2012
24,,153,+26:53,,Anderson Ryan,148,Spidertech Powered by C10,",, 7:45",,2,2012
32,,143,+19:56,,Boucher David,149,FDJ - BigMat,10:57 10:57,,2,2012
22,,158,+29:34,,Blythe Adam,150,BMC Racing Team,11:00 11:00,,2,2012
30,,152,+25:22,,Sohrabi Mehdi,151,Lotto Belisol Team,",, 11:00",,2,2012
22,,151,+25:03,,Novikov Nikita,152,Vacansoleil - DCM,",, 11:00",,2,2012
31,,129,+16:15,,Lagutin Sergey,153,Vacansoleil - DCM,11:02 11:02,,2,2012
24,,142,+19:17,,Meyer Cameron,154,Orica GreenEDGE,13:23 13:23,,2,2012
23,,156,+27:25,,Robert Fr\xe9derique,155,Lotto Belisol Team,",, 13:23",,2,2012
34,,157,+27:44,,Wilson Matthew,156,Orica GreenEDGE,",, 13:23",,2,2012
29,,159,+33:02,,Routley Will,157,Spidertech Powered by C10,",, 13:23",,2,2012
29,,154,+27:11,,Anton Igor,158,Euskaltel - Euskadi,",, 13:23",,2,2012
32,,155,+27:13,,Urtasun Pablo,159,Euskaltel - Euskadi,",, 13:23",,2,2012
25,,,+ - 11:06:57,,Spilak Simon,DNF,Team Katusha,-4:35:32 -4:35:32,,2,2012
22,,67,+12:29,50.0,Sagan Peter,1,Liquigas - Cannondale,4:36:55 4:36:55,6.0,3,2012
27,,40,+4:58,30.0,Rojas Jos\xe9 Joaqu\xedn,2,Movistar Team,",, ,,",4.0,3,2012
31,,42,+5:47,18.0,Albasini Michael,3,Orica GreenEDGE,",, ,,",2.0,3,2012
28,,63,+10:33,13.0,Haussler Heinrich,4,Team Garmin - Barracuda,",, ,,",1.0,3,2012
27,,41,+5:03,10.0,Gavazzi Francesco,5,Astana Pro Team,",, ,,",1.0,3,2012
29,,18,+0:58,7.0,Gusev Vladimir,6,Team Katusha,",, ,,",,3,2012
28,,62,+10:33,4.0,Montaguti Matteo,7,AG2R La Mondiale,",, ,,",,3,2012
24,,24,+1:43,3.0,Poels Wout,8,Vacansoleil - DCM,",, ,,",,3,2012
36,,53,+8:54,2.0,Freire Oscar,9,Team Katusha,",, ,,",,3,2012
25,,22,+1:37,1.0,Frank Mathias,10,BMC Racing Team,",, ,,",,3,2012
25,,11,+0:32,,Ki\u0161erlovski Robert,11,Astana Pro Team,",, ,,",,3,2012
26,,45,+6:26,,Cusin Remi,12,Team Type 1 - SANOFI,",, ,,",,3,2012
29,,39,+4:25,,Hoogerland Johnny,13,Vacansoleil - DCM,",, ,,",,3,2012
29,,34,+2:46,,Monfort Maxime,14,RadioShack - Nissan,",, ,,",,3,2012
27,,12,+0:33,,Fuglsang Jakob,15,RadioShack - Nissan,",, ,,",,3,2012
27,,64,+10:44,,Langeveld Sebastian,16,Orica GreenEDGE,",, ,,",,3,2012
30,,17,+0:57,,Cunego Damiano,17,Lampre - ISD,",, ,,",,3,2012
26,,3,+0:15,,Kreuziger Roman,18,Astana Pro Team,",, ,,",,3,2012
28,,38,+4:12,,Burghardt Marcus,19,BMC Racing Team,",, ,,",,3,2012
21,,33,+2:44,,Preidler Georg,20,Team Type 1 - SANOFI,",, ,,",,3,2012
26,,51,+8:40,,Stybar Zdenek,21,Omega Pharma - Quick-Step,",, ,,",,3,2012
36,,36,+3:02,,Barry Michael,22,Sky Procycling,",, ,,",,3,2012
27,,5,+0:21,,Roche Nicolas,23,AG2R La Mondiale,",, ,,",,3,2012
25,,1,+0:00,,Costa Rui,24,Movistar Team,",, ,,",,3,2012
25,,28,+1:59,,De Clercq Bart,25,Lotto Belisol Team,",, ,,",,3,2012
32,,2,+0:08,,Schleck Fr\xe4nk,26,RadioShack - Nissan,",, ,,",,3,2012
26,,20,+1:09,,Gesink Robert,27,Rabobank Cycling Team,",, ,,",,3,2012
21,,19,+1:01,,Moser Moreno,28,Liquigas - Cannondale,",, ,,",,3,2012
31,,15*,+0:41,,Caruso Giampaolo,29*,Team Katusha,",, ,,",,3,2012
25,,16,+0:47,,Kruijswijk Steven,30,Rabobank Cycling Team,",, ,,",,3,2012
34,,10,+0:29,,Danielson Thomas,31,Team Garmin - Barracuda,",, ,,",,3,2012
27,,52,+8:47,,Van Avermaet Greg,32,BMC Racing Team,",, ,,",,3,2012
33,,59,+9:53,,Elmiger Martin,33,AG2R La Mondiale,",, ,,",,3,2012
28,,6,+0:21,,L\xf6fkvist Thomas,34,Sky Procycling,",, ,,",,3,2012
24,,23,+1:39,,Izagirre Gorka,35,Euskaltel - Euskadi,",, ,,",,3,2012
27,,21,+1:15,,Cataldo Dario,36,Omega Pharma - Quick-Step,",, ,,",,3,2012
33,,8,+0:24,,Gadret John,37,AG2R La Mondiale,",, ,,",,3,2012
28,,9,+0:26,,Nieve Mikel,38,Euskaltel - Euskadi,",, ,,",,3,2012
24,,54,+9:15,,Howes Alex,39,Team Garmin - Barracuda,",, ,,",,3,2012
25,,37,+3:18,,Peterson Tom,40,Team Garmin - Barracuda,",, ,,",,3,2012
27,,32,+2:33,,El Fares Julien,41,Team Type 1 - SANOFI,",, ,,",,3,2012
22,,4,+0:19,,Pinot Thibaut,42,FDJ - BigMat,",, ,,",,3,2012
27,,60,+10:08,,Possoni Morris,43,Lampre - ISD,",, ,,",,3,2012
32,,31,+2:15,,Muravyev Dmitriy,44,Astana Pro Team,",, ,,",,3,2012
27,,14,+0:40,,S\xf8rensen Chris Anker,45,Team Saxo Bank - Tinkoff Bank,",, ,,",,3,2012
32,,7,+0:23,,Valverde Alejandro,46,Movistar Team,",, ,,",,3,2012
32,,27,+1:55,,Astarloza Mikel,47,Euskaltel - Euskadi,",, ,,",,3,2012
29,,30,+2:13,,Gerdemann Linus,48,RadioShack - Nissan,",, ,,",,3,2012
31,,35,+2:46,,ten Dam Laurens,49,Rabobank Cycling Team,",, ,,",,3,2012
25,,26,+1:47,,Kangert Tanel,50,Astana Pro Team,",, ,,",,3,2012
38,,13,+0:37,,Leipheimer Levi,51,Omega Pharma - Quick-Step,",, ,,",,3,2012
33,,25,+1:45,,Bertogliati Rubens,52,Team Type 1 - SANOFI,",, ,,",,3,2012
26,,44,+6:21,,Kohler Martin,53,BMC Racing Team,",, ,,",,3,2012
36,,43,+5:56,,Kl\xf6den Andr\xe9as,54,RadioShack - Nissan,",, ,,",,3,2012
28,,69,+12:44,,Megias Javier,55,Team Type 1 - SANOFI,",, ,,",,3,2012
22,,29,+1:59,,Slagter Tom-Jelte,56,Rabobank Cycling Team,",, ,,",,3,2012
32,,47,+7:14,,Paulinho S\xe9rgio,57,Team Saxo Bank - Tinkoff Bank,0:20 0:20,,3,2012
32,,55,+9:27,,Rast Gregory,58,RadioShack - Nissan,0:21 0:21,,3,2012
28,,76,+13:21,,Nordhaug Lars Petter,59,Sky Procycling,0:27 0:27,,3,2012
31,,78,+13:50,,Wegmann Fabian,60,Team Garmin - Barracuda,4:53 4:53,,3,2012
31,,66,+11:58,,Kolobnev Alexandr,61,Team Katusha,",, 4:53",,3,2012
27,,77,+13:41,,Didier Laurent,62,RadioShack - Nissan,",, 4:53",,3,2012
32,,80,+14:14,,Kessiakoff Fredrik,63,Astana Pro Team,",, 4:53",,3,2012
28,,58,+9:36,,Marcato Marco,64,Vacansoleil - DCM,",, 4:53",,3,2012
31,,65,+11:50,,Mori Manuele,65,Lampre - ISD,",, 4:53",,3,2012
24,,81,+14:18,,Bonnafond Guillaume,66,AG2R La Mondiale,",, 4:53",,3,2012
29,,57,+9:34,,Duggan Timothy,67,Liquigas - Cannondale,",, 4:53",,3,2012
24,,79,+13:56,,Swift Ben,68,Sky Procycling,",, 4:53",,3,2012
24,,110,+24:10,,Meyer Cameron,69,Orica GreenEDGE,",, 4:53",,3,2012
28,,49,+8:26,,Euser Lucas,70,,",, 4:53",,3,2012
22,,48,+7:35,,Juul-Jensen Christopher,71,Team Saxo Bank - Tinkoff Bank,",, 4:53",,3,2012
32,,61,+10:30,,Velasco Ivan,72,Euskaltel - Euskadi,",, 4:53",,3,2012
28,,50,+8:39,,Roy J\xe9r\xe9my,73,FDJ - BigMat,",, 4:53",,3,2012
35,,46,+6:26,,Gustov Volodymyr,74,Team Saxo Bank - Tinkoff Bank,",, 4:53",,3,2012
27,,56,+9:30,,Dekker Thomas,75,Team Garmin - Barracuda,",, 4:53",,3,2012
22,,74,+13:12,,Puccio Salvatore,76,Sky Procycling,7:15 7:15,,3,2012
30,,92,+18:34,,Vandborg Brian,77,Spidertech Powered by C10,7:37 7:37,,3,2012
34,,90,+18:28,,Hayman Mathew,78,Sky Procycling,",, 7:37",,3,2012
30,,91,+18:31,,Perez Ruben,79,Euskaltel - Euskadi,",, 7:37",,3,2012
24,,68,+12:30,,Valls Rafael,80,Vacansoleil - DCM,10:26 10:26,,3,2012
30,,85,+17:07,,Minard S\xe9bastien,81,AG2R La Mondiale,",, 10:26",,3,2012
26,,86,+17:24,,Isaychev Vladimir,82,Team Katusha,10:43 10:43,,3,2012
32,,98,+19:50,,Nuyens Nick,83,Team Saxo Bank - Tinkoff Bank,",, 10:43",,3,2012
34,,88,+17:47,,Bertagnolli Leonardo,84,Lampre - ISD,",, 10:43",,3,2012
27,,116,+24:46,,Bazzana Alessandro,85,Team Type 1 - SANOFI,",, 10:43",,3,2012
36,,112,+24:29,,Kroon Karsten,86,Team Saxo Bank - Tinkoff Bank,",, 10:43",,3,2012
33,,101,+21:08,,Cooke Baden,87,Orica GreenEDGE,",, 10:43",,3,2012
36,,94,+19:29,,Niermann Grischa,88,Rabobank Cycling Team,",, 10:43",,3,2012
31,,99,+20:02,,Davis Allan,89,Orica GreenEDGE,",, 10:43",,3,2012
30,,108,+23:52,,Efimkin Alexander,90,Team Type 1 - SANOFI,",, 10:43",,3,2012
38,,123,+28:51,,O'Grady Stuart,91,Orica GreenEDGE,",, 10:43",,3,2012
30,,96,+19:42,,Wynants Maarten,92,Rabobank Cycling Team,",, 10:43",,3,2012
28,,106,+21:59,,Hutarovich Yauheni,93,FDJ - BigMat,",, 10:43",,3,2012
30,,103,+21:18,,Mondory Lloyd,94,AG2R La Mondiale,",, 10:43",,3,2012
33,,84,+17:00,,Guti\xe9rrez Jos\xe9 Iv\xe1n,95,Movistar Team,",, 10:43",,3,2012
38,,105,+21:22,,Petacchi Alessandro,96,Lampre - ISD,",, 10:43",,3,2012
31,,111,+24:13,,Cancellara Fabian,97,RadioShack - Nissan,",, 10:43",,3,2012
32,,87,+17:31,,Geslin Anthony,98,FDJ - BigMat,",, 10:43",,3,2012
29,,115,+24:36,,King Edward,99,Liquigas - Cannondale,",, 10:43",,3,2012
24,,117,+24:56,,Guarnieri Jacopo,100,Astana Pro Team,",, 10:43",,3,2012
25,,93,+19:14,,Oss Daniel,101,Liquigas - Cannondale,",, 10:43",,3,2012
28,,95,+19:42,,Dall'Antonia Tiziano,102,Liquigas - Cannondale,",, 10:43",,3,2012
27,,70,+12:56,,Velits Peter,103,Omega Pharma - Quick-Step,",, 10:43",,3,2012
25,,82,+14:59,,Mollema Bauke,104,Rabobank Cycling Team,",, 10:43",,3,2012
31,,75,+13:13,,Karpets Vladimir,105,Movistar Team,",, 10:43",,3,2012
30,,118,+24:59,,Colli Daniele,106,Team Type 1 - SANOFI,",, 10:43",,3,2012
22,,135,+32:40,,Boily David,107,Spidertech Powered by C10,",, 10:43",,3,2012
21,,73,+13:10,,Herrada Jes\xfas,108,Movistar Team,",, 10:43",,3,2012
31,,102,+21:17,,Bazayev Assan,109,Astana Pro Team,",, 10:43",,3,2012
27,,113,+24:33,,Breschel Matti,110,Rabobank Cycling Team,",, 10:43",,3,2012
26,,136,+32:43,,Bole Grega,111,Lampre - ISD,",, 10:43",,3,2012
35,,104,+21:19,,Zandio Xabier,112,Sky Procycling,",, 10:43",,3,2012
38,,83,+16:40,,Horrach Joan,113,Team Katusha,",, 10:43",,3,2012
31,,72,+13:10,,Cummings Stephen,114,BMC Racing Team,",, 10:43",,3,2012
22,,114,+24:36,,Rowe Luke,115,Sky Procycling,",, 10:43",,3,2012
28,,71,+13:04,,Bookwalter Brent,116,BMC Racing Team,",, 10:43",,3,2012
23,,122,+27:04,,Agostini Stefano,117,Liquigas - Cannondale,",, 10:43",,3,2012
38,,140,+34:02,,Hondo Danilo,118,Lampre - ISD,15:40 15:40,,3,2012
27,,119,+25:32,,K\xfcnzli Raimond,119,Spidertech Powered by C10,",, 15:40",,3,2012
28,,129,+31:00,,Vigano Davide,120,Lampre - ISD,",, 15:40",,3,2012
30,,107,+22:09,,Reynes Vicente,121,Lotto Belisol Team,",, 15:40",,3,2012
30,,147,+41:02,,Sohrabi Mehdi,122,Lotto Belisol Team,",, 15:40",,3,2012
32,,141,+35:36,,Boucher David,123,FDJ - BigMat,",, 15:40",,3,2012
27,,134,+32:29,,Pineau C\xe9dric,124,FDJ - BigMat,",, 15:40",,3,2012
24,,121,+26:49,,Sicard Romain,125,Euskaltel - Euskadi,",, 15:40",,3,2012
29,,149,+42:51,,Anton Igor,126,Euskaltel - Euskadi,",, 15:40",,3,2012
23,,144,+37:37,,Boivin Guillaume,127,Spidertech Powered by C10,",, 15:40",,3,2012
28,,125,+29:42,,Farrar Tyler,128,Team Garmin - Barracuda,",, 15:40",,3,2012
24,,126,+29:46,,Lodewyck Klaas,129,BMC Racing Team,",, 15:40",,3,2012
37,,89,+17:57,,Bruseghin Marzio,130,Movistar Team,",, 15:40",,3,2012
24,,139,+33:52,,B\xe9rard Julien,131,AG2R La Mondiale,",, 15:40",,3,2012
25,,137,+33:01,,Fairly Caleb,132,Spidertech Powered by C10,",, 15:40",,3,2012
32,,150,+42:53,,Urtasun Pablo,133,Euskaltel - Euskadi,",, 15:40",,3,2012
22,,146,+40:43,,Novikov Nikita,134,Vacansoleil - DCM,",, 15:40",,3,2012
28,,100,+20:26,,Chainel Steve,135,FDJ - BigMat,",, 15:40",,3,2012
29,,131,+32:25,,Bonnet William,136,FDJ - BigMat,",, 15:40",,3,2012
25,,138,+33:51,,Vinther Troels,137,Team Saxo Bank - Tinkoff Bank,",, 15:40",,3,2012
27,,128,+30:08,,M\xf8rk\xf8v Michael,138,Team Saxo Bank - Tinkoff Bank,",, 15:40",,3,2012
26,,130,+32:02,,Konovalovas Ignatas,139,Movistar Team,",, 15:40",,3,2012
23,,151,+43:05,,Robert Fr\xe9derique,140,Lotto Belisol Team,",, 15:40",,3,2012
31,,97,+19:50,,Vansummeren Johan,141,Team Garmin - Barracuda,",, 15:40",,3,2012
31,,120,+26:32,,Boonen Tom,142,Omega Pharma - Quick-Step,",, 15:40",,3,2012
31,,145,+37:40,,Steegmans Gert,143,Omega Pharma - Quick-Step,",, 15:40",,3,2012
29,,133,+32:27,,Kaisen Olivier,144,Lotto Belisol Team,",, 15:40",,3,2012
23,,142,+37:22,,Viviani Elia,145,Liquigas - Cannondale,",, 15:40",,3,2012
22,,127,+29:50,,Trentin Matteo,146,Omega Pharma - Quick-Step,",, 15:40",,3,2012
27,,132,+32:27,,Mortensen Martin,147,Vacansoleil - DCM,",, 15:40",,3,2012
25,,124,+29:19,,Boeckmans Kris,148,Vacansoleil - DCM,",, 15:40",,3,2012
34,,152,+43:24,,Wilson Matthew,149,Orica GreenEDGE,",, 15:40",,3,2012
24,,148,+42:33,,Anderson Ryan,150,Spidertech Powered by C10,",, 15:40",,3,2012
28,,109,+24:06,,Terpstra Niki,151,Omega Pharma - Quick-Step,",, 15:40",,3,2012
35,,143,+37:34,,Paolini Luca,152,Team Katusha,",, 15:40",,3,2012
31,,,+ - 15:43:52,,Lagutin Sergey,DNF,Vacansoleil - DCM,-4:36:55 -4:36:55,,3,2012
24,,,+ - 15:43:52,,Cordeel Sander,DNF,Lotto Belisol Team,",, -4:36:55",,3,2012
25,,,+ - 15:43:52,,Kruopis Aidis,DNF,Orica GreenEDGE,",, -4:36:55",,3,2012
25,,,+ - 15:43:52,,van Genechten Jonas,DNF,Lotto Belisol Team,",, -4:36:55",,3,2012
24,,,+ - 15:43:52,,Bille Gaetan,DNF,Lotto Belisol Team,",, -4:36:55",,3,2012
22,,,+ - 15:43:52,,Blythe Adam,DNF,BMC Racing Team,",, -4:36:55",,3,2012
29,,,+ - 15:43:52,,Routley Will,DNF,Spidertech Powered by C10,",, -4:36:55",,3,2012
26,,46,+6:07,50.0,Isaychev Vladimir,1,Team Katusha,4:58:28 4:58:28,6.0,4,2012
30,,51,+7:14,30.0,Perez Ruben,2,Euskaltel - Euskadi,",, ,,",4.0,4,2012
22,,30,+2:01,18.0,Puccio Salvatore,3,Sky Procycling,",, ,,",2.0,4,2012
36,,75,+13:19,13.0,Kroon Karsten,4,Team Saxo Bank - Tinkoff Bank,",, ,,",1.0,4,2012
30,,45,+5:59,10.0,Minard S\xe9bastien,5,AG2R La Mondiale,",, ,,",1.0,4,2012
25,,52,+8:11,7.0,Oss Daniel,6,Liquigas - Cannondale,0:05 0:05,,4,2012
24,,98,+20:26,4.0,Lodewyck Klaas,7,BMC Racing Team,1:50 1:50,,4,2012
23,,139,+37:22,3.0,Viviani Elia,8,Liquigas - Cannondale,11:07 11:07,,4,2012
25,,121,+29:19,2.0,Boeckmans Kris,9,Vacansoleil - DCM,",, 11:07",,4,2012
27,,111,+24:46,1.0,Bazzana Alessandro,10,Team Type 1 - SANOFI,",, 11:07",,4,2012
31,,79,+13:50,,Wegmann Fabian,11,Team Garmin - Barracuda,",, 11:07",,4,2012
30,,101,+21:18,,Mondory Lloyd,12,AG2R La Mondiale,",, 11:07",,4,2012
22,,29,+1:59,,Slagter Tom-Jelte,13,Rabobank Cycling Team,",, 11:07",,4,2012
27,,41,+4:58,,Rojas Jos\xe9 Joaqu\xedn,14,Movistar Team,",, 11:07",,4,2012
25,,1,+0:00,,Costa Rui,15,Movistar Team,",, 11:07",,4,2012
27,,130,+32:29,,Pineau C\xe9dric,16,FDJ - BigMat,",, 11:07",,4,2012
27,,78,+13:41,,Didier Laurent,17,RadioShack - Nissan,",, 11:07",,4,2012
22,,4,+0:19,,Pinot Thibaut,18,FDJ - BigMat,",, 11:07",,4,2012
26,,47,+6:21,,Kohler Martin,19,BMC Racing Team,",, 11:07",,4,2012
29,,110,+24:36,,King Edward,20,Liquigas - Cannondale,",, 11:07",,4,2012
33,,63,+9:53,,Elmiger Martin,21,AG2R La Mondiale,",, 11:07",,4,2012
24,,112,+24:56,,Guarnieri Jacopo,22,Astana Pro Team,",, 11:07",,4,2012
23,,148,+43:05,,Robert Fr\xe9derique,23,Lotto Belisol Team,",, 11:07",,4,2012
32,,58,+9:27,,Rast Gregory,24,RadioShack - Nissan,",, 11:07",,4,2012
30,,144,+41:02,,Sohrabi Mehdi,25,Lotto Belisol Team,",, 11:07",,4,2012
27,,5,+0:21,,Roche Nicolas,26,AG2R La Mondiale,",, 11:07",,4,2012
24,,24,+1:43,,Poels Wout,27,Vacansoleil - DCM,",, 11:07",,4,2012
30,,107,+23:52,,Efimkin Alexander,28,Team Type 1 - SANOFI,",, 11:07",,4,2012
33,,25,+1:45,,Bertogliati Rubens,29,Team Type 1 - SANOFI,",, 11:07",,4,2012
31,,97,+20:02,,Davis Allan,30,Orica GreenEDGE,",, 11:07",,4,2012
24,,145,+42:33,,Anderson Ryan,31,Spidertech Powered by C10,",, 11:07",,4,2012
29,,35,+2:46,,Monfort Maxime,32,RadioShack - Nissan,",, 11:07",,4,2012
32,,2,+0:08,,Schleck Fr\xe4nk,33,RadioShack - Nissan,",, 11:07",,4,2012
23,,140,+37:37,,Boivin Guillaume,34,Spidertech Powered by C10,",, 11:07",,4,2012
34,,10,+0:29,,Danielson Thomas,35,Team Garmin - Barracuda,",, 11:07",,4,2012
29,,31,+2:13,,Gerdemann Linus,36,RadioShack - Nissan,",, 11:07",,4,2012
27,,33,+2:33,,El Fares Julien,37,Team Type 1 - SANOFI,",, 11:07",,4,2012
23,,119,+27:04,,Agostini Stefano,38,Liquigas - Cannondale,",, 11:07",,4,2012
26,,20,+1:09,,Gesink Robert,39,Rabobank Cycling Team,",, 11:07",,4,2012
21,,34,+2:44,,Preidler Georg,40,Team Type 1 - SANOFI,",, 11:07",,4,2012
32,,27,+1:55,,Astarloza Mikel,41,Euskaltel - Euskadi,",, 11:07",,4,2012
27,,14,+0:40,,S\xf8rensen Chris Anker,42,Team Saxo Bank - Tinkoff Bank,",, 11:07",,4,2012
32,,50,+7:14,,Paulinho S\xe9rgio,43,Team Saxo Bank - Tinkoff Bank,",, 11:07",,4,2012
24,,23,+1:39,,Izagirre Gorka,44,Euskaltel - Euskadi,",, 11:07",,4,2012
29,,146,+42:51,,Anton Igor,45,Euskaltel - Euskadi,",, 11:07",,4,2012
38,,103,+21:22,,Petacchi Alessandro,46,Lampre - ISD,",, 11:07",,4,2012
38,,13,+0:37,,Leipheimer Levi,47,Omega Pharma - Quick-Step,",, 11:07",,4,2012
32,,7,+0:23,,Valverde Alejandro,48,Movistar Team,",, 11:07",,4,2012
31,,15*,+0:41,,Caruso Giampaolo,49*,Team Katusha,",, 11:07",,4,2012
27,,42,+5:03,,Gavazzi Francesco,50,Astana Pro Team,",, 11:07",,4,2012
25,,16,+0:47,,Kruijswijk Steven,51,Rabobank Cycling Team,",, 11:07",,4,2012
32,,138,+35:36,,Boucher David,52,FDJ - BigMat,",, 11:07",,4,2012
33,,85,+17:00,,Guti\xe9rrez Jos\xe9 Iv\xe1n,53,Movistar Team,",, 11:07",,4,2012
31,,36,+2:46,,ten Dam Laurens,54,Rabobank Cycling Team,",, 11:07",,4,2012
28,,9,+0:26,,Nieve Mikel,55,Euskaltel - Euskadi,",, 11:07",,4,2012
26,,3,+0:15,,Kreuziger Roman,56,Astana Pro Team,",, 11:07",,4,2012
30,,17,+0:57,,Cunego Damiano,57,Lampre - ISD,",, 11:07",,4,2012
28,,104,+21:59,,Hutarovich Yauheni,58,FDJ - BigMat,",, 11:07",,4,2012
31,,74,+13:13,,Karpets Vladimir,59,Movistar Team,",, 11:07",,4,2012
30,,94,+19:42,,Wynants Maarten,60,Rabobank Cycling Team,",, 11:07",,4,2012
38,,137,+34:02,,Hondo Danilo,61,Lampre - ISD,",, 11:07",,4,2012
22,,69,+12:29,,Sagan Peter,62,Liquigas - Cannondale,",, 11:07",,4,2012
27,,64,+10:08,,Possoni Morris,63,Lampre - ISD,",, 11:07",,4,2012
27,,12,+0:33,,Fuglsang Jakob,64,RadioShack - Nissan,",, 11:07",,4,2012
36,,92,+19:29,,Niermann Grischa,65,Rabobank Cycling Team,",, 11:07",,4,2012
24,,118,+26:49,,Sicard Romain,66,Euskaltel - Euskadi,",, 11:07",,4,2012
30,,106,+22:09,,Reynes Vicente,67,Lotto Belisol Team,",, 11:07",,4,2012
31,,68,+11:58,,Kolobnev Alexandr,68,Team Katusha,",, 11:07",,4,2012
21,,19,+1:01,,Moser Moreno,69,Liquigas - Cannondale,",, 11:07",,4,2012
25,,22,+1:37,,Frank Mathias,70,BMC Racing Team,",, 11:07",,4,2012
25,,135,+33:51,,Vinther Troels,71,Team Saxo Bank - Tinkoff Bank,",, 11:07",,4,2012
22,,143,+40:43,,Novikov Nikita,72,Vacansoleil - DCM,",, 11:07",,4,2012
31,,43,+5:47,,Albasini Michael,73,Orica GreenEDGE,",, 11:07",,4,2012
29,,127,+32:25,,Bonnet William,74,FDJ - BigMat,",, 11:07",,4,2012
32,,87,+17:31,,Geslin Anthony,75,FDJ - BigMat,",, 11:07",,4,2012
27,,21,+1:15,,Cataldo Dario,76,Omega Pharma - Quick-Step,",, 11:07",,4,2012
35,,49,+6:26,,Gustov Volodymyr,77,Team Saxo Bank - Tinkoff Bank,",, 11:07",,4,2012
33,,8,+0:24,,Gadret John,78,AG2R La Mondiale,",, 11:07",,4,2012
25,,28,+1:59,,De Clercq Bart,79,Lotto Belisol Team,",, 11:07",,4,2012
29,,129,+32:27,,Kaisen Olivier,80,Lotto Belisol Team,",, 11:07",,4,2012
25,,26,+1:47,,Kangert Tanel,81,Astana Pro Team,",, 11:07",,4,2012
24,,136,+33:52,,B\xe9rard Julien,82,AG2R La Mondiale,",, 11:07",,4,2012
36,,37,+3:02,,Barry Michael,83,Sky Procycling,",, 11:07",,4,2012
24,,83,+14:18,,Bonnafond Guillaume,84,AG2R La Mondiale,",, 11:07",,4,2012
28,,65,+10:33,,Montaguti Matteo,85,AG2R La Mondiale,",, 11:07",,4,2012
34,,89,+18:28,,Hayman Mathew,86,Sky Procycling,",, 11:07",,4,2012
24,,80,+13:56,,Swift Ben,87,Sky Procycling,",, 11:07",,4,2012
28,,6,+0:21,,L\xf6fkvist Thomas,88,Sky Procycling,",, 11:07",,4,2012
28,,126,+31:00,,Vigano Davide,89,Lampre - ISD,",, 11:07",,4,2012
28,,54,+8:39,,Roy J\xe9r\xe9my,90,FDJ - BigMat,",, 11:07",,4,2012
28,,99,+20:26,,Chainel Steve,91,FDJ - BigMat,",, 11:07",,4,2012
26,,131,+32:43,,Bole Grega,92,Lampre - ISD,",, 11:07",,4,2012
26,,48,+6:26,,Cusin Remi,93,Team Type 1 - SANOFI,",, 11:07",,4,2012
30,,90,+18:34,,Vandborg Brian,94,Spidertech Powered by C10,",, 11:07",,4,2012
25,,132,+33:01,,Fairly Caleb,95,Spidertech Powered by C10,",, 11:07",,4,2012
28,,123,+29:42,,Farrar Tyler,96,Team Garmin - Barracuda,",, 11:07",,4,2012
29,,18,+0:58,,Gusev Vladimir,97,Team Katusha,",, 11:07",,4,2012
29,,40,+4:25,,Hoogerland Johnny,98,Vacansoleil - DCM,",, 11:07",,4,2012
22,,124,+29:50,,Trentin Matteo,99,Omega Pharma - Quick-Step,",, 11:07",,4,2012
32,,147,+42:53,,Urtasun Pablo,100,Euskaltel - Euskadi,",, 11:07",,4,2012
22,,109,+24:36,,Rowe Luke,101,Sky Procycling,",, 11:07",,4,2012
28,,108,+24:06,,Terpstra Niki,102,Omega Pharma - Quick-Step,",, 11:07",,4,2012
34,,88,+17:47,,Bertagnolli Leonardo,103,Lampre - ISD,",, 11:07",,4,2012
28,,71,+12:44,,Megias Javier,104,Team Type 1 - SANOFI,",, 11:07",,4,2012
30,,114,+24:59,,Colli Daniele,105,Team Type 1 - SANOFI,",, 11:07",,4,2012
25,,84,+14:59,,Mollema Bauke,106,Rabobank Cycling Team,",, 11:07",,4,2012
32,,32,+2:15,,Muravyev Dmitriy,107,Astana Pro Team,",, 11:07",,4,2012
27,,72,+12:56,,Velits Peter,108,Omega Pharma - Quick-Step,",, 11:07",,4,2012
27,,128,+32:27,,Mortensen Martin,109,Vacansoleil - DCM,",, 11:07",,4,2012
31,,67,+11:50,,Mori Manuele,110,Lampre - ISD,",, 11:07",,4,2012
35,,102,+21:19,,Zandio Xabier,111,Sky Procycling,",, 11:07",,4,2012
28,,93,+19:42,,Dall'Antonia Tiziano,112,Liquigas - Cannondale,",, 11:07",,4,2012
