Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,\u25bc\u25b2,stage,year
23,42,5,+0:24,,Alaphilippe Julian,1,Etixx - Quick Step,12:00 12:00,,0,2016
23,78,8,+0:31,,Yates Adam,2,Orica GreenEDGE,0:07 0:07,,0,2016
23,203,18,+0:52,,Conti Valerio,3,Lampre - Merida,0:28 0:28,,0,2016
24,201,20,+0:54,,Meintjes Louis,4,Lampre - Merida,0:30 0:30,,0,2016
23,191,25,+0:55,,Buchmann Emanuel,5,Bora - Argon 18,0:31 0:31,,0,2016
22,98,28,+0:59,,Vervaeke Louis,6,Lotto Soudal,0:35 0:35,,0,2016
24,204,29,+1:00,,Grmay Tsgabu,7,Lampre - Merida,0:36 0:36,,0,2016
22,137,37,+1:09,,Soler Marc,8,Movistar Team,0:45 0:45,,0,2016
24,135,40,+1:12,,Pedrero Antonio,9,Movistar Team,0:48 0:48,,0,2016
24,196,50,+1:17,,Konrad Patrick,10,Bora - Argon 18,0:53 0:53,,0,2016
23,136,54,+1:20,,Quintana Dayer,11,Movistar Team,0:56 0:56,,0,2016
22,73,56,+1:21,,Haig Jack,12,Orica GreenEDGE,0:57 0:57,,0,2016
23,67,58,+1:22,,Gougeard Alexis,13,AG2R La Mondiale,0:58 0:58,,0,2016
20,44,64,+1:26,,De Plus Laurens,14,Etixx - Quick Step,1:02 1:02,,0,2016
21,168,65,+1:28,,Vermeulen Alexey,15,Team LottoNL-Jumbo,1:04 1:04,,0,2016
22,207,67,+1:29,,Pibernik Luka,16,Lampre - Merida,1:05 1:05,,0,2016
24,28,66,+1:29,,Valgren Michael,17,Tinkoff,",, 1:05",,0,2016
25,132,68,+1:32,,Fern\xe1ndez Rub\xe9n,18,Movistar Team,1:08 1:08,,0,2016
25,205,70,+1:32,,Koshevoy Ilia,19,Lampre - Merida,",, 1:08",,0,2016
23,142,77,+1:38,,Calmejane Lilian,20,Direct Energie,1:14 1:14,,0,2016
22,185,76,+1:38,,Martin Guillaume,21,Wanty - Groupe Gobert,",, 1:14",,0,2016
23,55,84,+1:45,,Lutsenko Alexey,22,Astana Pro Team,1:21 1:21,,0,2016
23,74,94,+1:50,,Howson Damien,23,Orica GreenEDGE,1:26 1:26,,0,2016
24,123,96,+1:52,,Bernard Julien,24,Trek - Segafredo,1:28 1:28,,0,2016
23,172,100,+1:55,,Chevrier Cl\xe9ment,25,IAM Cycling,1:31 1:31,,0,2016
24,217,103,+2:00,,van der Haar Lars,26,Team Giant - Alpecin,1:36 1:36,,0,2016
24,143,112,+2:07,,Duchesne Antoine,27,Direct Energie,1:43 1:43,,0,2016
23,103,116,+2:13,,Laporte Christophe,28,"Cofidis, Solutions Cr\xe9dits",1:49 1:49,,0,2016
24,158,115,+2:13,,van Baarle Dylan,29,Cannondale Pro Cycling Team,",, 1:49",,0,2016
22,208,120,+2:14,,Zurlo Federico,30,Lampre - Merida,1:50 1:50,,0,2016
22,174,122,+2:16,,Enger Sondre Holst,31,IAM Cycling,1:52 1:52,,0,2016
22,22,130,+2:25,,Gogl Michael,32,Tinkoff,2:01 2:01,,0,2016
23,166,132,+2:28,,Teunissen Mike,33,Team LottoNL-Jumbo,2:04 2:04,,0,2016
25,83,142,+2:43,,Haller Marco,34,Team Katusha,2:19 2:19,,0,2016
24,218,146,+2:47,,Waeytens Zico,35,Team Giant - Alpecin,2:23 2:23,,0,2016
25,127,149,+2:54,,Theuns Edward,36,Trek - Segafredo,2:30 2:30,,0,2016
24,162,164,+3:25,,Campenaerts Victor,37,Team LottoNL-Jumbo,3:01 3:01,,0,2016
22,124,168,+3:31,,Bonifazio Niccolo,38,Trek - Segafredo,3:07 3:07,,0,2016
22,165,171,+3:49,,Lammertink Steven,39,Team LottoNL-Jumbo,3:25 3:25,,0,2016
24,163,172,+3:50,,Hofland Moreno,40,Team LottoNL-Jumbo,3:26 3:26,,0,2016
23,42,5,+0:24,1.0,Alaphilippe Julian,1,Etixx - Quick Step,4:39:53 4:39:53,-,1,2016
23,78,8,+0:31,2.0,Yates Adam,2,Orica GreenEDGE,0:07 0:07,-,1,2016
23,203,18,+0:52,3.0,Conti Valerio,3,Lampre - Merida,0:28 0:28,-,1,2016
24,201,21,+0:54,4.0,Meintjes Louis,4,Lampre - Merida,0:30 0:30,-,1,2016
23,191,23,+0:55,5.0,Buchmann Emanuel,5,Bora - Argon 18,0:31 0:31,-,1,2016
22,98,27,+0:59,6.0,Vervaeke Louis,6,Lotto Soudal,0:35 0:35,-,1,2016
24,204,28,+1:00,7.0,Grmay Tsgabu,7,Lampre - Merida,0:36 0:36,-,1,2016
22,137,36,+1:09,8.0,Soler Marc,8,Movistar Team,0:45 0:45,-,1,2016
24,135,39,+1:12,9.0,Pedrero Antonio,9,Movistar Team,0:48 0:48,-,1,2016
24,196,46,+1:17,10.0,Konrad Patrick,10,Bora - Argon 18,0:53 0:53,-,1,2016
23,136,50,+1:20,11.0,Quintana Dayer,11,Movistar Team,0:56 0:56,-,1,2016
22,73,51,+1:21,12.0,Haig Jack,12,Orica GreenEDGE,0:57 0:57,-,1,2016
23,67,54,+1:22,13.0,Gougeard Alexis,13,AG2R La Mondiale,0:58 0:58,-,1,2016
20,44,59,+1:26,14.0,De Plus Laurens,14,Etixx - Quick Step,1:02 1:02,-,1,2016
21,168,60,+1:28,15.0,Vermeulen Alexey,15,Team LottoNL-Jumbo,1:04 1:04,-,1,2016
22,207,61,+1:29,16.0,Pibernik Luka,16,Lampre - Merida,1:05 1:05,-,1,2016
25,132,62,+1:32,18.0,Fern\xe1ndez Rub\xe9n,17,Movistar Team,1:08 1:08,\u25b21,1,2016
23,142,66,+1:38,20.0,Calmejane Lilian,18,Direct Energie,1:14 1:14,\u25b22,1,2016
22,185,67,+1:38,21.0,Martin Guillaume,19,Wanty - Groupe Gobert,",, 1:14",\u25b22,1,2016
23,55,73,+1:45,22.0,Lutsenko Alexey,20,Astana Pro Team,1:21 1:21,\u25b22,1,2016
24,123,82,+1:52,24.0,Bernard Julien,21,Trek - Segafredo,1:28 1:28,\u25b23,1,2016
23,172,87,+1:55,25.0,Chevrier Cl\xe9ment,22,IAM Cycling,1:31 1:31,\u25b23,1,2016
25,205,91,+2:00,19.0,Koshevoy Ilia,23,Lampre - Merida,1:36 1:36,\u25bc4,1,2016
23,103,101,+2:13,28.0,Laporte Christophe,24,"Cofidis, Solutions Cr\xe9dits",1:49 1:49,\u25b24,1,2016
22,208,102,+2:14,30.0,Zurlo Federico,25,Lampre - Merida,1:50 1:50,\u25b25,1,2016
22,174,106,+2:16,31.0,Enger Sondre Holst,26,IAM Cycling,1:52 1:52,\u25b25,1,2016
23,166,117,+2:28,33.0,Teunissen Mike,27,Team LottoNL-Jumbo,2:04 2:04,\u25b26,1,2016
24,28,119,+2:29,17.0,Valgren Michael,28,Tinkoff,2:05 2:05,\u25bc11,1,2016
23,74,128,+2:50,23.0,Howson Damien,29,Orica GreenEDGE,2:26 2:26,\u25bc6,1,2016
25,127,129,+2:54,36.0,Theuns Edward,30,Trek - Segafredo,2:30 2:30,\u25b26,1,2016
24,217,132,+3:00,26.0,van der Haar Lars,31,Team Giant - Alpecin,2:36 2:36,\u25bc5,1,2016
24,143,139,+3:07,27.0,Duchesne Antoine,32,Direct Energie,2:43 2:43,\u25bc5,1,2016
24,158,144,+3:13,29.0,van Baarle Dylan,33,Cannondale Pro Cycling Team,2:49 2:49,\u25bc4,1,2016
24,162,150,+3:25,37.0,Campenaerts Victor,34,Team LottoNL-Jumbo,3:01 3:01,\u25b23,1,2016
22,22,151,+3:25,32.0,Gogl Michael,35,Tinkoff,",, 3:01",\u25bc3,1,2016
22,124,155,+3:31,38.0,Bonifazio Niccolo,36,Trek - Segafredo,3:07 3:07,\u25b22,1,2016
24,163,160,+3:50,40.0,Hofland Moreno,37,Team LottoNL-Jumbo,3:26 3:26,\u25b23,1,2016
24,218,165,+4:15,35.0,Waeytens Zico,38,Team Giant - Alpecin,3:51 3:51,\u25bc3,1,2016
25,83,167,+4:22,34.0,Haller Marco,39,Team Katusha,3:58 3:58,\u25bc5,1,2016
22,165,169,+4:49,39.0,Lammertink Steven,40,Team LottoNL-Jumbo,4:25 4:25,\u25bc1,1,2016
23,42,5,+0:24,1.0,Alaphilippe Julian,1,Etixx - Quick Step,8:53:38 8:53:38,-,2,2016
23,78,7,+0:31,2.0,Yates Adam,2,Orica GreenEDGE,0:07 0:07,-,2,2016
23,203,13,+0:52,3.0,Conti Valerio,3,Lampre - Merida,0:28 0:28,-,2,2016
24,201,14,+0:54,4.0,Meintjes Louis,4,Lampre - Merida,0:30 0:30,-,2,2016
23,191,27,+1:18,5.0,Buchmann Emanuel,5,Bora - Argon 18,0:54 0:54,-,2,2016
22,98,28,+1:18,6.0,Vervaeke Louis,6,Lotto Soudal,",, 0:54",-,2,2016
24,196,35,+1:36,10.0,Konrad Patrick,7,Bora - Argon 18,1:12 1:12,\u25b23,2,2016
22,185,36,+1:38,19.0,Martin Guillaume,8,Wanty - Groupe Gobert,1:14 1:14,\u25b211,2,2016
23,136,37,+1:39,11.0,Quintana Dayer,9,Movistar Team,1:15 1:15,\u25b22,2,2016
20,44,60,+2:41,14.0,De Plus Laurens,10,Etixx - Quick Step,2:17 2:17,\u25b24,2,2016
22,73,62,+2:59,12.0,Haig Jack,11,Orica GreenEDGE,2:35 2:35,\u25b21,2,2016
25,132,63,+3:30,17.0,Fern\xe1ndez Rub\xe9n,12,Movistar Team,3:06 3:06,\u25b25,2,2016
23,172,67,+4:36,22.0,Chevrier Cl\xe9ment,13,IAM Cycling,4:12 4:12,\u25b29,2,2016
24,204,75,+6:28,7.0,Grmay Tsgabu,14,Lampre - Merida,6:04 6:04,\u25bc7,2,2016
22,137,76,+6:30,8.0,Soler Marc,15,Movistar Team,6:06 6:06,\u25bc7,2,2016
24,135,77,+6:33,9.0,Pedrero Antonio,16,Movistar Team,6:09 6:09,\u25bc7,2,2016
23,67,78,+6:47,13.0,Gougeard Alexis,17,AG2R La Mondiale,6:23 6:23,\u25bc4,2,2016
22,207,88,+10:01,16.0,Pibernik Luka,18,Lampre - Merida,9:37 9:37,\u25bc2,2,2016
23,142,89,+10:13,18.0,Calmejane Lilian,19,Direct Energie,9:49 9:49,\u25bc1,2,2016
24,123,91,+10:27,21.0,Bernard Julien,20,Trek - Segafredo,10:03 10:03,\u25b21,2,2016
21,168,92,+10:52,15.0,Vermeulen Alexey,21,Team LottoNL-Jumbo,10:28 10:28,\u25bc6,2,2016
24,217,104,+12:24,31.0,van der Haar Lars,22,Team Giant - Alpecin,12:00 12:00,\u25b29,2,2016
24,143,111,+13:25,32.0,Duchesne Antoine,23,Direct Energie,13:01 13:01,\u25b29,2,2016
23,55,123,+17:24,20.0,Lutsenko Alexey,24,Astana Pro Team,17:00 17:00,\u25bc4,2,2016
22,208,126,+18:01,25.0,Zurlo Federico,25,Lampre - Merida,17:37 17:37,-,2,2016
22,174,128,+18:03,26.0,Enger Sondre Holst,26,IAM Cycling,17:39 17:39,-,2,2016
23,166,129,+18:07,27.0,Teunissen Mike,27,Team LottoNL-Jumbo,17:43 17:43,-,2,2016
25,127,135,+18:41,30.0,Theuns Edward,28,Trek - Segafredo,18:17 18:17,\u25b22,2,2016
24,158,137,+18:49,33.0,van Baarle Dylan,29,Cannondale Pro Cycling Team,18:25 18:25,\u25b24,2,2016
24,162,140,+19:04,34.0,Campenaerts Victor,30,Team LottoNL-Jumbo,18:40 18:40,\u25b24,2,2016
