Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,stage,year,▼▲
26,184,175.0,+36:08,,151.0,Goss Matthew,175,Orica GreenEDGE,36:08 36:08,+10:08,,5,2013,▼24
26,8,176.0,+36:11,,154.0,Stannard Ian,176,Sky Procycling,36:11 36:11,+10:08,,5,2013,▼22
30,209,177.0,+36:41,,156.0,Westra Lieuwe,177,Vacansoleil - DCM,36:41 36:41,+10:08,,5,2013,▼21
39,188,178.0,+37:14,,164.0,O'Grady Stuart,178,Orica GreenEDGE,37:14 37:14,+10:08,,5,2013,▼14
32,55,179.0,+37:21,,165.0,Gène Yohann,179,Team Europcar,37:21 37:21,+10:08,,5,2013,▼14
25,146,180.0,+37:22,,166.0,Malori Adriano,180,Lampre - Merida,37:22 37:22,+10:08,,5,2013,▼14
31,72,181.0,+37:27,,168.0,Bonnet William,181,FDJ.fr,37:27 37:27,+10:08,,5,2013,▼13
26,202,182.0,+37:30,,171.0,Boeckmans Kris,182,Vacansoleil - DCM,37:30 37:30,+10:08,,5,2013,▼11
27,9,183.0,+37:45,,176.0,Thomas Geraint,183,Sky Procycling,37:45 37:45,+10:08,,5,2013,▼7
33,29,184.0,+37:52,,178.0,Willems Frederik,184,Lotto Belisol Team,37:52 37:52,+10:08,,5,2013,▼6
28,172,185.0,+37:57,,181.0,Bauer Jack,185,Garmin Sharp,37:57 37:57,+10:08,,5,2013,▼4
33,69,186.0,+38:05,,182.0,Muravyev Dmitriy,186,Astana Pro Team,38:05 38:05,+10:08,,5,2013,▼4
33,104,187.0,+38:16,,185.0,Kuschynski Aleksandr,187,Team Katusha,38:16 38:16,+10:08,,5,2013,▼2
25,197,188.0,+38:44,,187.0,Kittel Marcel,188,Team Argos - Shimano,38:44 38:44,+10:08,,5,2013,▼1
30,193,189.0,+38:44,,188.0,de Kort Koen,189,Team Argos - Shimano,",, 38:44",+10:08,,5,2013,▼1
28,198,190.0,+38:44,,189.0,Timmer Albert,190,Team Argos - Shimano,",, 38:44",+10:08,,5,2013,▼1
24,53,191.0,+38:53,,190.0,Cousin Jérôme,191,Team Europcar,38:53 38:53,+10:08,,5,2013,▼1
32,62,192.0,+39:06,,191.0,Bazayev Assan,192,Astana Pro Team,39:06 39:06,+10:08,,5,2013,▼1
25,119,193.0,+40:31,,174.0,Sicard Romain,193,Euskaltel - Euskadi,40:31 40:31,+13:00,,5,2013,▼19
34,95,194.0,+40:39,,193.0,Noval Benjamin,194,Team Saxo - Tinkoff,40:39 40:39,+10:08,,5,2013,▼1
28,199,195.0,+46:13,,195.0,Veelers Tom,195,Team Argos - Shimano,46:13 46:13,+10:08,,5,2013,-
28,185,1.0,+0:00,,2.0,Impey Daryl,1,Orica GreenEDGE,22:18:17 22:18:17,+0:00,,6,2013,▲1
