Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,stage,year,▼▲
34,149,26.0,+21:01,,22.0,Serpa José Rodolfo,26,Lampre - Merida,21:01 21:01,+8:45,,13,2013,▼4
25,201,27.0,+21:54,,23.0,Poels Wout,27,Vacansoleil - DCM,21:54 21:54,+8:45,,13,2013,▼4
26,51,28.0,+25:33,,27.0,Rolland Pierre,28,Team Europcar,25:33 25:33,+8:55,,13,2013,▼1
26,56,29.0,+26:42,,28.0,Malacarne Davide,29,Team Europcar,26:42 26:42,+8:45,,13,2013,▼1
28,6,30.0,+30:04,,31.0,Porte Richie,30,Sky Procycling,30:04 30:04,+8:45,,13,2013,▲1
27,162,31.0,+30:17,,32.0,Gesink Robert,31,Belkin-Pro Cycling Team,30:17 30:17,+8:45,,13,2013,▲1
27,42,32.0,+31:29,,29.0,Bakelants Jan,32,RadioShack - Leopard,31:29 31:29,+12:27,,13,2013,▼3
34,86,33.0,+32:14,,33.0,Gadret John,33,AG2R La Mondiale,32:14 32:14,+9:02,,13,2013,-
30,109,34.0,+32:48,,34.0,Vorganov Eduard,34,Team Katusha,32:48 32:48,+9:02,,13,2013,-
29,97,35.0,+33:15,,41.0,Roche Nicolas,35,Team Saxo - Tinkoff,33:15 33:15,-0:58,,13,2013,▲6
32,217,36.0,+33:40,,35.0,Méderel Maxime,36,Sojasun,33:40 33:40,+8:45,,13,2013,▼1
33,148,37.0,+33:43,,36.0,Niemiec Przemysław,37,Lampre - Merida,33:43 33:43,+8:45,,13,2013,▼1
38,46,38.0,+34:13,,42.0,Klöden Andreas,38,RadioShack - Leopard,34:13 34:13,+0:00,,13,2013,▲4
27,77,39.0,+36:05,,46.0,Jeannesson Arnold,39,FDJ.fr,36:05 36:05,+0:00,,13,2013,▲7
32,85,40.0,+36:43,,49.0,Dupont Hubert,40,AG2R La Mondiale,36:43 36:43,+0:00,,13,2013,▲9
28,159,41.0,+37:40,,50.0,Velits Peter,41,Omega Pharma - Quick-Step,37:40 37:40,+0:00,,13,2013,▲9
33,112,42.0,+37:48,,37.0,Astarloza Mikel,42,Euskaltel - Euskadi,37:48 37:48,+12:27,,13,2013,▼5
24,39,43.0,+38:08,,51.0,van Garderen Tejay,43,BMC Racing Team,38:08 38:08,+0:00,,13,2013,▲8
31,141,44.0,+38:36,,38.0,Cunego Damiano,44,Lampre - Merida,38:36 38:36,+12:27,,13,2013,▼6
36,49,45.0,+38:42,,40.0,Zubeldia Haimar,45,RadioShack - Leopard,38:42 38:42,+8:45,,13,2013,▼5
33,127,46.0,+40:49,,39.0,Plaza Rubén,46,Movistar Team,40:49 40:49,+12:27,,13,2013,▼7
34,166,47.0,+41:24,,53.0,Tankink Bram,47,Belkin-Pro Cycling Team,41:24 41:24,+0:00,,13,2013,▲6
25,54,48.0,+43:47,,44.0,Gautier Cyril,48,Team Europcar,43:47 43:47,+8:45,,13,2013,▼4
24,79,49.0,+44:25,,54.0,Vichot Arthur,49,FDJ.fr,44:25 44:25,+0:00,,13,2013,▲5
28,185,50.0,+44:38,,45.0,Impey Daryl,50,Orica GreenEDGE,44:38 44:38,+8:45,,13,2013,▼5
31,35,51.0,+44:49,,55.0,Moinard Amaël,51,BMC Racing Team,44:49 44:49,+0:00,,13,2013,▲4
23,71,52.0,+45:29,,48.0,Pinot Thibaut,52,FDJ.fr,45:29 45:29,+9:02,,13,2013,▼4
26,122,53.0,+47:09,,43.0,Amador Andrey,53,Movistar Team,47:09 47:09,+12:27,,13,2013,▼10
32,171,54.0,+48:49,,47.0,Hesjedal Ryder,54,Garmin Sharp,48:49 48:49,+12:27,,13,2013,▼7
25,219,55.0,+48:56,,52.0,Vuillermoz Alexis,55,Sojasun,48:56 48:56,+8:45,,13,2013,▼3
33,181,56.0,+52:32,,65.0,Gerrans Simon,56,Orica GreenEDGE,52:32 52:32,+0:00,,13,2013,▲9
23,11,57.0,+52:58,,68.0,Sagan Peter,57,Cannondale Pro Cycling Team,52:58 52:58,-1:09,,13,2013,▲11
32,89,58.0,+53:32,,66.0,Riblon Christophe,58,AG2R La Mondiale,53:32 53:32,+0:00,,13,2013,▲8
28,43,59.0,+54:51,,57.0,Didier Laurent,59,RadioShack - Leopard,54:51 54:51,+8:45,,13,2013,▼2
22,194,60.0,+54:57,,58.0,Dumoulin Tom,60,Team Argos - Shimano,54:57 54:57,+8:45,,13,2013,▼2
29,165,61.0,+55:45,,59.0,Nordhaug Lars Petter,61,Belkin-Pro Cycling Team,55:45 55:45,+8:45,,13,2013,▼2
24,114,62.0,+56:30,,60.0,Izagirre Ion,62,Euskaltel - Euskadi,56:30 56:30,+9:02,,13,2013,▼2
25,44,63.0,+58:13,,56.0,Gallopin Tony,63,RadioShack - Leopard,58:13 58:13,+12:27,,13,2013,▼7
35,173,64.0,+58:56,,61.0,Danielson Tom,64,Garmin Sharp,58:56 58:56,+8:45,,13,2013,▼3
41,48,65.0,+59:28,,62.0,Voigt Jens,65,RadioShack - Leopard,59:28 59:28,+8:45,,13,2013,▼3
29,108,66.0,+59:52,,63.0,Trofimov Yuri,66,Team Katusha,59:52 59:52,+9:02,,13,2013,▼3
28,65,67.0,+1:00:16,,79.0,Gavazzi Francesco,67,Astana Pro Team,1:00:16 1:00:16,+0:00,,13,2013,▲12
25,76,68.0,+1:01:32,,64.0,Geniez Alexandre,68,FDJ.fr,1:01:32 1:01:32,+9:02,,13,2013,▼4
31,93,69.0,+1:01:45,,80.0,Hernández Jesús,69,Team Saxo - Tinkoff,1:01:45 1:01:45,+0:00,,13,2013,▲11
32,147,70.0,+1:03:02,,67.0,Mori Manuele,70,Lampre - Merida,1:03:02 1:03:02,+9:02,,13,2013,▼3
31,34,71.0,+1:03:16,,69.0,Gilbert Philippe,71,BMC Racing Team,1:03:16 1:03:16,+8:45,,13,2013,▼2
31,64,72.0,+1:03:24,,70.0,Gasparotto Enrico,72,Astana Pro Team,1:03:24 1:03:24,+8:45,,13,2013,▼2
39,99,73.0,+1:03:41,,86.0,Tosatto Matteo,73,Team Saxo - Tinkoff,1:03:41 1:03:41,-0:16,,13,2013,▲13
28,213,74.0,+1:03:51,,71.0,El Fares Julien,74,Sojasun,1:03:51 1:03:51,+8:45,,13,2013,▼3
31,105,75.0,+1:03:56,,85.0,Losada Alberto,75,Team Katusha,1:03:56 1:03:56,+0:00,,13,2013,▲10
32,135,76.0,+1:04:16,,72.0,Le Mével Christophe,76,"Cofidis, Solutions Crédits",1:04:16 1:04:16,+8:45,,13,2013,▼4
26,131,77.0,+1:06:01,,73.0,Taaramäe Rein,77,"Cofidis, Solutions Crédits",1:06:01 1:06:01,+8:45,,13,2013,▼4
32,92,78.0,+1:07:37,,93.0,Bennati Daniele,78,Team Saxo - Tinkoff,1:07:37 1:07:37,-0:52,,13,2013,▲15
34,74,79.0,+1:07:44,,76.0,Fédrigo Pierrick,79,FDJ.fr,1:07:44 1:07:44,+8:45,,13,2013,▼3
32,182,80.0,+1:07:50,,75.0,Albasini Michael,80,Orica GreenEDGE,1:07:50 1:07:50,+9:10,,13,2013,▼5
26,23,81.0,+1:07:51,,83.0,De Clercq Bart,81,Lotto Belisol Team,1:07:51 1:07:51,+4:20,,13,2013,▲2
35,204,82.0,+1:08:02,,77.0,Flecha Juan Antonio,82,Vacansoleil - DCM,1:08:02 1:08:02,+9:02,,13,2013,▼5
33,37,83.0,+1:08:12,,91.0,Quinziato Manuel,83,BMC Racing Team,1:08:12 1:08:12,+0:00,,13,2013,▲8
28,52,84.0,+1:08:16,,78.0,Arashiro Yukiya,84,Team Europcar,1:08:16 1:08:16,+8:45,,13,2013,▼6
29,32,85.0,+1:12:08,,82.0,Bookwalter Brent,85,BMC Racing Team,1:12:08 1:12:08,+8:45,,13,2013,▼3
26,15,86.0,+1:13:18,,87.0,Koren Kristijan,86,Cannondale Pro Cycling Team,1:13:18 1:13:18,+8:45,,13,2013,▲1
24,3,87.0,+1:13:54,,88.0,Kennaugh Peter,87,Sky Procycling,1:13:54 1:13:54,+9:14,,13,2013,▲1
30,33,88.0,+1:14:44,,100.0,Burghardt Marcus,88,BMC Racing Team,1:14:44 1:14:44,+0:00,,13,2013,▲12
26,183,89.0,+1:15:24,,81.0,Clarke Simon,89,Orica GreenEDGE,1:15:24 1:15:24,+12:27,,13,2013,▼8
32,206,90.0,+1:15:36,,89.0,Lagutin Sergey,90,Vacansoleil - DCM,1:15:36 1:15:36,+9:02,,13,2013,▼1
26,123,91.0,+1:16:01,,84.0,Castroviejo Jonathan,91,Movistar Team,1:16:01 1:16:01,+12:27,,13,2013,▼7
27,13,92.0,+1:17:04,,90.0,De Marchi Alessandro,92,Cannondale Pro Cycling Team,1:17:04 1:17:04,+9:02,,13,2013,▼2
33,117,93.0,+1:17:09,,92.0,Oroz Juan José,93,Euskaltel - Euskadi,1:17:09 1:17:09,+8:45,,13,2013,▼1
31,102,94.0,+1:17:53,,101.0,Brutt Pavel,94,Team Katusha,1:17:53 1:17:53,+1:06,,13,2013,▲7
23,138,95.0,+1:19:16,,94.0,Molard Rudy,95,"Cofidis, Solutions Crédits",1:19:16 1:19:16,+8:45,,13,2013,▼1
27,196,96.0,+1:19:34,,95.0,Geschke Simon,96,Team Argos - Shimano,1:19:34 1:19:34,+9:02,,13,2013,▼1
28,16,97.0,+1:19:45,,108.0,Marangoni Alan,97,Cannondale Pro Cycling Team,1:19:45 1:19:45,+0:00,,13,2013,▲11
32,25,98.0,+1:20:01,,96.0,Hansen Adam,98,Lotto Belisol Team,1:20:01 1:20:01,+8:45,,13,2013,▼2
28,12,99.0,+1:20:15,,111.0,Bodnar Maciej,99,Cannondale Pro Cycling Team,1:20:15 1:20:15,-0:50,,13,2013,▲12
28,154,100.0,+1:20:45,,110.0,Martin Tony,100,Omega Pharma - Quick-Step,1:20:45 1:20:45,+0:28,,13,2013,▲10
30,7,101.0,+1:21:39,,107.0,Siutsou Kanstantsin,101,Sky Procycling,1:21:39 1:21:39,+3:21,,13,2013,▲6
36,176,102.0,+1:21:52,,97.0,Millar David,102,Garmin Sharp,1:21:52 1:21:52,+9:02,,13,2013,▼5
24,191,103.0,+1:24:04,,117.0,Degenkolb John,103,Team Argos - Shimano,1:24:04 1:24:04,+0:00,,13,2013,▲14
27,218,104.0,+1:26:13,,104.0,Simon Julien,104,Sojasun,1:26:13 1:26:13,+8:45,,13,2013,-
34,59,105.0,+1:26:21,,98.0,Voeckler Thomas,105,Team Europcar,1:26:21 1:26:21,+12:27,,13,2013,▼7
28,129,106.0,+1:26:29,,105.0,Rojas José Joaquín,106,Movistar Team,1:26:29 1:26:29,+8:45,,13,2013,▼1
27,136,107.0,+1:26:38,,99.0,Levarlet Guillaume,107,"Cofidis, Solutions Crédits",1:26:38 1:26:38,+12:27,,13,2013,▼8
25,113,108.0,+1:27:02,,106.0,Izagirre Gorka,108,Euskaltel - Euskadi,1:27:02 1:27:02,+8:45,,13,2013,▼2
25,177,109.0,+1:28:08,,120.0,Navardauskas Ramūnas,109,Garmin Sharp,1:28:08 1:28:08,+0:00,,13,2013,▲11
30,215,110.0,+1:28:50,,109.0,Lemoine Cyril,110,Sojasun,1:28:50 1:28:50,+8:45,,13,2013,▼1
23,212,111.0,+1:29:16,,121.0,Delaplace Anthony,111,Sojasun,1:29:16 1:29:16,+0:00,,13,2013,▲10
24,144,112.0,+1:29:17,,102.0,Favilli Elia,112,Lampre - Merida,1:29:17 1:29:17,+12:27,,13,2013,▼10
26,133,113.0,+1:29:39,,103.0,Coppel Jérôme,113,"Cofidis, Solutions Crédits",1:29:39 1:29:39,+12:27,,13,2013,▼10
26,107,114.0,+1:29:59,,112.0,Smukulis Gatis,114,Team Katusha,1:29:59 1:29:59,+8:45,,13,2013,▼2
33,45,115.0,+1:30:05,,113.0,Irizar Markel,115,RadioShack - Leopard,1:30:05 1:30:05,+8:45,,13,2013,▼2
29,216,116.0,+1:30:39,,114.0,Marino Jean-Marc,116,Sojasun,1:30:39 1:30:39,+9:02,,13,2013,▼2
31,169,117.0,+1:31:01,,125.0,Wynants Maarten,117,Belkin-Pro Cycling Team,1:31:01 1:31:01,+0:00,,13,2013,▲8
33,22,118.0,+1:31:06,,126.0,Bak Lars Ytting,118,Lotto Belisol Team,1:31:06 1:31:06,+0:00,,13,2013,▲8
22,17,119.0,+1:31:09,,115.0,Moser Moreno,119,Cannondale Pro Cycling Team,1:31:09 1:31:09,+9:02,,13,2013,▼4
28,18,120.0,+1:32:21,,116.0,Sabatini Fabio,120,Cannondale Pro Cycling Team,1:32:21 1:32:21,+8:45,,13,2013,▼4
27,161,121.0,+1:37:13,,131.0,Boom Lars,121,Belkin-Pro Cycling Team,1:37:13 1:37:13,+0:00,,13,2013,▲10
29,137,122.0,+1:38:43,,122.0,Maté Luis Ángel,122,"Cofidis, Solutions Crédits",1:38:43 1:38:43,+8:45,,13,2013,-
30,24,123.0,+1:39:15,,136.0,Greipel André,123,Lotto Belisol Team,1:39:15 1:39:15,+0:00,,13,2013,▲13
26,203,124.0,+1:39:17,,118.0,De Gendt Thomas,124,Vacansoleil - DCM,1:39:17 1:39:17,+12:27,,13,2013,▼6
23,143,125.0,+1:39:43,,124.0,Cimolai Davide,125,Lampre - Merida,1:39:43 1:39:43,+9:02,,13,2013,▼1
20,68,126.0,+1:40:13,,127.0,Lutsenko Alexey,126,Astana Pro Team,1:40:13 1:40:13,+9:02,,13,2013,▲1
27,211,127.0,+1:40:33,,119.0,Feillu Brice,127,Sojasun,1:40:33 1:40:33,+12:27,,13,2013,▼8
26,103,128.0,+1:41:18,,139.0,Kristoff Alexander,128,Team Katusha,1:41:18 1:41:18,+0:00,,13,2013,▲11
23,158,129.0,+1:42:03,,141.0,Trentin Matteo,129,Omega Pharma - Quick-Step,1:42:03 1:42:03,+0:00,,13,2013,▲12
30,78,130.0,+1:42:30,,123.0,Roy Jérémy,130,FDJ.fr,1:42:30 1:42:30,+12:27,,13,2013,▼7
28,151,131.0,+1:43:00,,149.0,Cavendish Mark,131,Omega Pharma - Quick-Step,1:43:00 1:43:00,-1:09,,13,2013,▲18
29,157,132.0,+1:45:22,,156.0,Terpstra Niki,132,Omega Pharma - Quick-Step,1:45:22 1:45:22,-1:09,,13,2013,▲24
31,28,133.0,+1:45:23,,153.0,Sieberg Marcel,133,Lotto Belisol Team,1:45:23 1:45:23,+0:00,,13,2013,▲20
33,96,134.0,+1:45:33,,128.0,Paulinho Sérgio Miguel,134,Team Saxo - Tinkoff,1:45:33 1:45:33,+12:27,,13,2013,▼6
25,58,135.0,+1:46:19,,132.0,Veilleux David,135,Team Europcar,1:46:19 1:46:19,+8:45,,13,2013,▼3
32,84,136.0,+1:47:18,,133.0,Dumoulin Samuel,136,AG2R La Mondiale,1:47:18 1:47:18,+9:02,,13,2013,▼3
34,75,137.0,+1:48:05,,135.0,Fischer Murilo Antonio,137,FDJ.fr,1:48:05 1:48:05,+9:10,,13,2013,▼2
33,104,138.0,+1:48:11,,157.0,Kuschynski Aleksandr,138,Team Katusha,1:48:11 1:48:11,+1:05,,13,2013,▲19
31,88,139.0,+1:48:18,,158.0,Minard Sébastien,139,AG2R La Mondiale,1:48:18 1:48:18,+0:00,,13,2013,▲19
30,205,140.0,+1:48:54,,129.0,Hoogerland Johnny,140,Vacansoleil - DCM,1:48:54 1:48:54,+12:27,,13,2013,▼11
29,125,141.0,+1:48:54,,130.0,Erviti Imanol,141,Movistar Team,",, 1:48:54",+12:27,,13,2013,▼11
28,195,142.0,+1:48:59,,137.0,Fröhlinger Johannes,142,Team Argos - Shimano,1:48:59 1:48:59,+8:45,,13,2013,▼5
25,57,143.0,+1:50:08,,138.0,Reza Kévin,143,Team Europcar,1:50:08 1:50:08,+9:14,,13,2013,▼5
32,156,144.0,+1:50:54,,140.0,Steegmans Gert,144,Omega Pharma - Quick-Step,1:50:54 1:50:54,+8:58,,13,2013,▼4
26,87,145.0,+1:51:02,,134.0,Kadri Blel,145,AG2R La Mondiale,1:51:02 1:51:02,+12:27,,13,2013,▼11
28,172,146.0,+1:51:34,,161.0,Bauer Jack,146,Garmin Sharp,1:51:34 1:51:34,+0:00,,13,2013,▲15
28,214,147.0,+1:51:46,,143.0,Hivert Jonathan,147,Sojasun,1:51:46 1:51:46,+9:10,,13,2013,▼4
33,192,148.0,+1:52:15,,145.0,Curvers Roy,148,Team Argos - Shimano,1:52:15 1:52:15,+8:45,,13,2013,▼3
26,8,149.0,+1:52:27,,162.0,Stannard Ian,149,Sky Procycling,1:52:27 1:52:27,+0:45,,13,2013,▲13
24,168,150.0,+1:52:39,,160.0,Vanmarcke Sep,150,Belkin-Pro Cycling Team,1:52:39 1:52:39,+1:34,,13,2013,▲10
25,207,151.0,+1:52:54,,147.0,van Poppel Boy,151,Vacansoleil - DCM,1:52:54 1:52:54,+8:45,,13,2013,▼4
32,5,152.0,+1:52:54,,148.0,López David,152,Sky Procycling,",, 1:52:54",+8:45,,13,2013,▼4
19,208,153.0,+1:53:03,,146.0,van Poppel Danny,153,Vacansoleil - DCM,1:53:03 1:53:03,+9:02,,13,2013,▼7
31,72,154.0,+1:53:44,,165.0,Bonnet William,154,FDJ.fr,1:53:44 1:53:44,+0:00,,13,2013,▲11
30,145,155.0,+1:53:57,,152.0,Ferrari Roberto,155,Lampre - Merida,1:53:57 1:53:57,+8:58,,13,2013,▼3
27,134,156.0,+1:54:45,,142.0,García Egoitz,156,"Cofidis, Solutions Crédits",1:54:45 1:54:45,+12:27,,13,2013,▼14
33,155,157.0,+1:54:48,,168.0,Pineau Jérôme,157,Omega Pharma - Quick-Step,1:54:48 1:54:48,+0:00,,13,2013,▲11
25,119,158.0,+1:55:05,,144.0,Sicard Romain,158,Euskaltel - Euskadi,1:55:05 1:55:05,+12:27,,13,2013,▼14
31,118,159.0,+1:55:12,,151.0,Pérez Rubén,159,Euskaltel - Euskadi,1:55:12 1:55:12,+10:38,,13,2013,▼8
24,115,160.0,+1:55:17,,155.0,Lobato Juan José,160,Euskaltel - Euskadi,1:55:17 1:55:17,+9:02,,13,2013,▼5
27,163,161.0,+1:55:47,,167.0,Leezer Tom,161,Belkin-Pro Cycling Team,1:55:47 1:55:47,+1:25,,13,2013,▲6
36,26,162.0,+1:56:45,,150.0,Henderson Gregory,162,Lotto Belisol Team,1:56:45 1:56:45,+12:27,,13,2013,▼12
30,193,163.0,+1:57:56,,173.0,de Kort Koen,163,Team Argos - Shimano,1:57:56 1:57:56,+0:00,,13,2013,▲10
27,9,164.0,+1:58:04,,172.0,Thomas Geraint,164,Sky Procycling,1:58:04 1:58:04,+1:30,,13,2013,▲8
31,19,165.0,+1:58:12,,154.0,Vandborg Brian Bach,165,Cannondale Pro Cycling Team,1:58:12 1:58:12,+12:27,,13,2013,▼11
26,184,166.0,+1:59:40,,159.0,Goss Matthew,166,Orica GreenEDGE,1:59:40 1:59:40,+8:45,,13,2013,▼7
28,27,167.0,+2:00:43,,163.0,Roelandts Jürgen,167,Lotto Belisol Team,2:00:43 2:00:43,+8:45,,13,2013,▼4
33,186,168.0,+2:02:16,,164.0,Lancaster Brett,168,Orica GreenEDGE,2:02:16 2:02:16,+8:58,,13,2013,▼4
25,197,169.0,+2:04:22,,170.0,Kittel Marcel,169,Team Argos - Shimano,2:04:22 2:04:22,+8:58,,13,2013,▲1
33,29,170.0,+2:04:36,,176.0,Willems Frederik,170,Lotto Belisol Team,2:04:36 2:04:36,+2:23,,13,2013,▲6
32,55,171.0,+2:05:25,,171.0,Gène Yohann,171,Team Europcar,2:05:25 2:05:25,+9:10,,13,2013,-
28,198,172.0,+2:06:34,,166.0,Timmer Albert,172,Team Argos - Shimano,2:06:34 2:06:34,+12:27,,13,2013,▼6
25,187,173.0,+2:07:48,,169.0,Meyer Cameron,173,Orica GreenEDGE,2:07:48 2:07:48,+12:27,,13,2013,▼4
39,188,174.0,+2:08:05,,174.0,O'Grady Stuart,174,Orica GreenEDGE,2:08:05 2:08:05,+8:45,,13,2013,-
28,199,175.0,+2:08:30,,179.0,Veelers Tom,175,Team Argos - Shimano,2:08:30 2:08:30,+4:20,,13,2013,▲4
30,209,176.0,+2:09:52,,175.0,Westra Lieuwe,176,Vacansoleil - DCM,2:09:52 2:09:52,+8:58,,13,2013,▼1
26,202,177.0,+2:12:27,,178.0,Boeckmans Kris,177,Vacansoleil - DCM,2:12:27 2:12:27,+8:45,,13,2013,▲1
32,62,178.0,+2:12:34,,177.0,Bazayev Assan,178,Astana Pro Team,2:12:34 2:12:34,+8:56,,13,2013,▼1
24,53,179.0,+2:14:14,,180.0,Cousin Jérôme,179,Team Europcar,2:14:14 2:14:14,+9:10,,13,2013,▲1
36,189,180.0,+2:14:16,,181.0,Tuft Svein,180,Orica GreenEDGE,2:14:16 2:14:16,+8:45,,13,2013,▲1
33,69,181.0,+2:18:26,,182.0,Muravyev Dmitriy,181,Astana Pro Team,2:18:26 2:18:26,+9:02,,13,2013,▲1
28,1,1.0,+0:00,,1.0,Froome Chris,1,Sky Procycling,55:22:58 55:22:58,+0:00,,14,2013,-
26,164,2.0,+2:28,,2.0,Mollema Bauke,2,Belkin-Pro Cycling Team,2:28 2:28,+0:00,,14,2013,-
30,91,3.0,+2:45,,3.0,Contador Alberto,3,Team Saxo - Tinkoff,2:45 2:45,+0:00,,14,2013,-
27,94,4.0,+2:48,,4.0,Kreuziger Roman,4,Team Saxo - Tinkoff,2:48 2:48,+0:00,,14,2013,-
32,167,5.0,+3:01,,5.0,ten Dam Laurens,5,Belkin-Pro Cycling Team,3:01 3:01,+0:00,,14,2013,-
28,63,6.0,+4:39,,6.0,Fuglsang Jakob,6,Astana Pro Team,4:39 4:39,+0:00,,14,2013,-
23,153,7.0,+4:44,,7.0,Kwiatkowski Michał,7,Omega Pharma - Quick-Step,4:44 4:44,+0:00,,14,2013,-
23,128,8.0,+5:18,,8.0,Quintana Nairo,8,Movistar Team,5:18 5:18,+0:00,,14,2013,-
36,81,9.0,+5:39,,9.0,Peraud Jean-Christophe,9,AG2R La Mondiale,5:39 5:39,+0:00,,14,2013,-
34,101,10.0,+5:48,,10.0,Rodríguez Joaquim,10,Team Katusha,5:48 5:48,+0:00,,14,2013,-
26,175,11.0,+5:52,,11.0,Martin Dan,11,Garmin Sharp,5:52 5:52,+0:00,,14,2013,-
24,178,12.0,+5:54,,17.0,Talansky Andrew,12,Garmin Sharp,5:54 5:54,-7:17,,14,2013,▲5
36,31,13.0,+6:54,,12.0,Evans Cadel,13,BMC Racing Team,6:54 6:54,+0:00,,14,2013,▼1
33,98,14.0,+7:28,,13.0,Rogers Michael,14,Team Saxo - Tinkoff,7:28 7:28,+0:00,,14,2013,▼1
28,41,15.0,+8:32,,14.0,Schleck Andy,15,RadioShack - Leopard,8:32 8:32,+0:00,,14,2013,▼1
30,47,16.0,+10:16,,15.0,Monfort Maxime,16,RadioShack - Leopard,10:16 10:16,+0:00,,14,2013,▼1
33,121,17.0,+12:10,,16.0,Valverde Alejandro,17,Movistar Team,12:10 12:10,+0:00,,14,2013,▼1
26,124,18.0,+14:22,,18.0,Costa Rui,18,Movistar Team,14:22 14:22,+0:00,,14,2013,-
29,139,19.0,+14:50,,19.0,Navarro Daniel,19,"Cofidis, Solutions Crédits",14:50 14:50,+0:00,,14,2013,-
34,152,20.0,+14:57,,20.0,Chavanel Sylvain,20,Omega Pharma - Quick-Step,14:57 14:57,+0:00,,14,2013,-
29,116,21.0,+16:49,,21.0,Nieve Mikel,21,Euskaltel - Euskadi,16:49 16:49,+0:00,,14,2013,-
31,106,22.0,+18:36,,22.0,Moreno Daniel,22,Team Katusha,18:36 18:36,+0:00,,14,2013,-
30,111,23.0,+19:43,,23.0,Antón Igor,23,Euskaltel - Euskadi,19:43 19:43,+0:00,,14,2013,-
30,36,24.0,+19:59,,24.0,Morabito Steve,24,BMC Racing Team,19:59 19:59,+0:00,,14,2013,-
22,82,25.0,+20:35,,25.0,Bardet Romain,25,AG2R La Mondiale,20:35 20:35,+0:00,,14,2013,-
34,149,26.0,+21:01,,26.0,Serpa José Rodolfo,26,Lampre - Merida,21:01 21:01,+0:00,,14,2013,-
25,201,27.0,+21:54,,27.0,Poels Wout,27,Vacansoleil - DCM,21:54 21:54,+0:00,,14,2013,-
27,42,28.0,+24:12,,32.0,Bakelants Jan,28,RadioShack - Leopard,24:12 24:12,-7:17,,14,2013,▲4
26,51,29.0,+25:33,,28.0,Rolland Pierre,29,Team Europcar,25:33 25:33,+0:00,,14,2013,▼1
26,56,30.0,+26:42,,29.0,Malacarne Davide,30,Team Europcar,26:42 26:42,+0:00,,14,2013,▼1
28,6,31.0,+30:04,,30.0,Porte Richie,31,Sky Procycling,30:04 30:04,+0:00,,14,2013,▼1
27,162,32.0,+30:17,,31.0,Gesink Robert,32,Belkin-Pro Cycling Team,30:17 30:17,+0:00,,14,2013,▼1
34,86,33.0,+32:14,,33.0,Gadret John,33,AG2R La Mondiale,32:14 32:14,+0:00,,14,2013,-
24,39,34.0,+32:26,,43.0,van Garderen Tejay,34,BMC Racing Team,32:26 32:26,-5:42,,14,2013,▲9
30,109,35.0,+32:48,,34.0,Vorganov Eduard,35,Team Katusha,32:48 32:48,+0:00,,14,2013,▼1
29,97,36.0,+33:15,,35.0,Roche Nicolas,36,Team Saxo - Tinkoff,33:15 33:15,+0:00,,14,2013,▼1
32,217,37.0,+33:40,,36.0,Méderel Maxime,37,Sojasun,33:40 33:40,+0:00,,14,2013,▼1
33,148,38.0,+33:43,,37.0,Niemiec Przemysław,38,Lampre - Merida,33:43 33:43,+0:00,,14,2013,▼1
38,46,39.0,+34:13,,38.0,Klöden Andreas,39,RadioShack - Leopard,34:13 34:13,+0:00,,14,2013,▼1
27,77,40.0,+36:05,,39.0,Jeannesson Arnold,40,FDJ.fr,36:05 36:05,+0:00,,14,2013,▼1
25,54,41.0,+36:30,,48.0,Gautier Cyril,41,Team Europcar,36:30 36:30,-7:17,,14,2013,▲7
32,85,42.0,+36:43,,40.0,Dupont Hubert,42,AG2R La Mondiale,36:43 36:43,+0:00,,14,2013,▼2
24,79,43.0,+37:08,,49.0,Vichot Arthur,43,FDJ.fr,37:08 37:08,-7:17,,14,2013,▲6
28,159,44.0,+37:40,,41.0,Velits Peter,44,Omega Pharma - Quick-Step,37:40 37:40,+0:00,,14,2013,▼3
33,112,45.0,+37:48,,42.0,Astarloza Mikel,45,Euskaltel - Euskadi,37:48 37:48,+0:00,,14,2013,▼3
31,141,46.0,+38:36,,44.0,Cunego Damiano,46,Lampre - Merida,38:36 38:36,+0:00,,14,2013,▼2
36,49,47.0,+38:42,,45.0,Zubeldia Haimar,47,RadioShack - Leopard,38:42 38:42,+0:00,,14,2013,▼2
33,127,48.0,+40:49,,46.0,Plaza Rubén,48,Movistar Team,40:49 40:49,+0:00,,14,2013,▼2
34,166,49.0,+41:24,,47.0,Tankink Bram,49,Belkin-Pro Cycling Team,41:24 41:24,+0:00,,14,2013,▼2
28,185,50.0,+44:38,,50.0,Impey Daryl,50,Orica GreenEDGE,44:38 44:38,+0:00,,14,2013,-
31,35,51.0,+44:49,,51.0,Moinard Amaël,51,BMC Racing Team,44:49 44:49,+0:00,,14,2013,-
23,71,52.0,+45:29,,52.0,Pinot Thibaut,52,FDJ.fr,45:29 45:29,+0:00,,14,2013,-
26,122,53.0,+47:09,,53.0,Amador Andrey,53,Movistar Team,47:09 47:09,+0:00,,14,2013,-
25,219,54.0,+48:56,,55.0,Vuillermoz Alexis,54,Sojasun,48:56 48:56,+0:00,,14,2013,▲1
32,171,55.0,+51:29,,54.0,Hesjedal Ryder,55,Garmin Sharp,51:29 51:29,+2:40,,14,2013,▼1
