Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,UCI.1,stage,year,▼▲
27.0,109.0,84.0,+2:50:28,,90.0,Teklehaimanot Daniel,84.0,Team Dimension Data,2:50:28 2:50:28,+19:21,,,19,2016,▲6
24.0,39.0,85.0,+2:53:23,,92.0,Valgren Michael,85.0,Tinkoff,2:53:23 2:53:23,+19:21,,,19,2016,▲7
25.0,78.0,86.0,+2:54:53,,85.0,Naesen Oliver,86.0,IAM Cycling,2:54:53 2:54:53,+27:02,,,19,2016,▼1
33.0,93.0,87.0,+2:54:58,,98.0,Burghardt Marcus,87.0,BMC Racing Team,2:54:58 2:54:58,+13:53,,,19,2016,▲11
26.0,213.0,88.0,+2:55:35,,93.0,Delaplace Anthony,88.0,Fortuneo - Vital Concept,2:55:35 2:55:35,+21:21,,,19,2016,▲5
27.0,129.0,89.0,+2:56:07,,80.0,Vichot Arthur,89.0,FDJ,2:56:07 2:56:07,+30:52,,,19,2016,▼9
33.0,128.0,90.0,+2:57:25,,83.0,Roy Jérémy,90.0,FDJ,2:57:25 2:57:25,+30:52,,,19,2016,▼7
31.0,133.0,91.0,+2:57:31,,89.0,Bárta Jan,91.0,Bora - Argon 18,2:57:31 2:57:31,+27:02,,,19,2016,▼2
31.0,185.0,92.0,+2:58:04,,95.0,Martin Tony,92.0,Etixx - Quick Step,2:58:04 2:58:04,+22:27,,,19,2016,▲3
27.0,54.0,93.0,+3:00:45,,99.0,Lindeman Bert-Jan,93.0,Team LottoNL-Jumbo,3:00:45 3:00:45,+17:25,,,19,2016,▲6
26.0,32.0,94.0,+3:03:16,,91.0,Sagan Peter,94.0,Tinkoff,3:03:16 3:03:16,+31:08,,,19,2016,▼3
24.0,156.0,95.0,+3:06:27,,94.0,Grmay Tsgabu,95.0,Lampre - Merida,3:06:27 3:06:27,+30:52,,,19,2016,▼1
24.0,89.0,96.0,+3:06:40,,102.0,van Baarle Dylan,96.0,Cannondale-Drapac Pro Cycling Team,3:06:40 3:06:40,+19:21,,,19,2016,▲6
35.0,166.0,97.0,+3:08:52,,96.0,Hansen Adam,97.0,Lotto Soudal,3:08:52 3:08:52,+30:52,,,19,2016,▼1
31.0,219.0,98.0,+3:10:19,,97.0,Vachon Florian,98.0,Fortuneo - Vital Concept,3:10:19 3:10:19,+29:20,,,19,2016,▼1
32.0,55.0,99.0,+3:13:49,,101.0,Martens Paul,99.0,Team LottoNL-Jumbo,3:13:49 3:13:49,+27:02,,,19,2016,▲2
35.0,3.0,100.0,+3:15:02,,115.0,Kiryienka Vasil,100.0,Team Sky,3:15:02 3:15:02,+13:00,,,19,2016,▲15
29.0,103.0,101.0,+3:17:13,,100.0,Boasson Hagen Edvald,101.0,Team Dimension Data,3:17:13 3:17:13,+30:52,,,19,2016,▼1
24.0,173.0,102.0,+3:19:32,,110.0,Duchesne Antoine,102.0,Direct Energie,3:19:32 3:19:32,+22:17,,,19,2016,▲8
22.0,158.0,103.0,+3:20:00,,103.0,Pibernik Luka,103.0,Lampre - Merida,3:20:00 3:20:00,+30:52,,,19,2016,-
29.0,217.0,104.0,+3:20:05,,106.0,Périchon Pierre-Luc,104.0,Fortuneo - Vital Concept,3:20:05 3:20:05,+27:02,,,19,2016,▲2
30.0,76.0,105.0,+3:20:34,,108.0,Hollenstein Reto,105.0,IAM Cycling,3:20:34 3:20:34,+27:02,,,19,2016,▲3
25.0,203.0,106.0,+3:22:05,,104.0,Durbridge Luke,106.0,ORICA-BikeExchange,3:22:05 3:22:05,+30:52,,,19,2016,▼2
25.0,207.0,107.0,+3:22:06,,120.0,Matthews Michael,107.0,ORICA-BikeExchange,3:22:06 3:22:06,+17:56,,,19,2016,▲13
24.0,67.0,108.0,+3:22:32,,105.0,Stuyven Jasper,108.0,Trek - Segafredo,3:22:32 3:22:32,+30:52,,,19,2016,▼3
27.0,57.0,109.0,+3:24:23,,107.0,Vanmarcke Sep,109.0,Team LottoNL-Jumbo,3:24:23 3:24:23,+30:52,,,19,2016,▼2
30.0,139.0,110.0,+3:24:37,,111.0,Voss Paul,110.0,Bora - Argon 18,3:24:37 3:24:37,+27:02,,,19,2016,▲1
24.0,171.0,111.0,+3:26:07,,117.0,Coquard Bryan,111.0,Direct Energie,3:26:07 3:26:07,+23:10,,,19,2016,▲6
27.0,106.0,112.0,+3:26:40,,109.0,Janse van Rensburg Reinardt,112.0,Team Dimension Data,3:26:40 3:26:40,+30:52,,,19,2016,▼3
24.0,188.0,113.0,+3:28:08,,124.0,Vakoč Petr,113.0,Etixx - Quick Step,3:28:08 3:28:08,+22:24,,,19,2016,▲11
36.0,63.0,114.0,+3:28:27,,112.0,Irizar Markel,114.0,Trek - Segafredo,3:28:27 3:28:27,+30:52,,,19,2016,▼2
24.0,83.0,115.0,+3:29:32,,113.0,Craddock Lawson,115.0,Cannondale-Drapac Pro Cycling Team,3:29:32 3:29:32,+30:52,,,19,2016,▼2
32.0,14.0,116.0,+3:30:07,,123.0,Erviti Imanol,116.0,Movistar Team,3:30:07 3:30:07,+24:42,,,19,2016,▲7
31.0,152.0,117.0,+3:31:16,,114.0,Arashiro Yukiya,117.0,Lampre - Merida,3:31:16 3:31:16,+30:52,,,19,2016,▼3
25.0,102.0,118.0,+3:32:22,,135.0,Berhane Natnael,118.0,Team Dimension Data,3:32:22 3:32:22,+19:21,,,19,2016,▲17
36.0,112.0,119.0,+3:33:48,,116.0,Curvers Roy,119.0,Team Giant - Alpecin,3:33:48 3:33:48,+30:52,,,19,2016,▼3
36.0,64.0,120.0,+3:33:54,,118.0,Rast Grégory,120.0,Trek - Segafredo,3:33:54 3:33:54,+30:52,,,19,2016,▼2
28.0,194.0,121.0,+3:34:09,,119.0,Edet Nicolas,121.0,"Cofidis, Solutions Crédits",3:34:09 3:34:09,+30:52,,,19,2016,▼2
27.0,193.0,122.0,+3:34:57,,137.0,Cousin Jérôme,122.0,"Cofidis, Solutions Crédits",3:34:57 3:34:57,+19:21,,,19,2016,▲15
23.0,56.0,123.0,+3:35:04,,121.0,Roosen Timo,123.0,Team LottoNL-Jumbo,3:35:04 3:35:04,+30:52,,,19,2016,▼2
31.0,168.0,124.0,+3:35:54,,122.0,Roelandts Jürgen,124.0,Lotto Soudal,3:35:54 3:35:54,+30:52,,,19,2016,▼2
34.0,122.0,125.0,+3:36:28,,129.0,Bonnet William,125.0,FDJ,3:36:28 3:36:28,+27:02,,,19,2016,▲4
35.0,44.0,126.0,+3:38:18,,133.0,Dumoulin Samuel,126.0,AG2R La Mondiale,3:38:18 3:38:18,+27:02,,,19,2016,▲7
28.0,84.0,127.0,+3:38:32,,125.0,Howes Alex,127.0,Cannondale-Drapac Pro Cycling Team,3:38:32 3:38:32,+30:52,,,19,2016,▼2
35.0,202.0,128.0,+3:38:48,,126.0,Albasini Michael,128.0,ORICA-BikeExchange,3:38:48 3:38:48,+30:52,,,19,2016,▼2
28.0,87.0,129.0,+3:39:24,,127.0,Navardauskas Ramūnas,129.0,Cannondale-Drapac Pro Cycling Team,3:39:24 3:39:24,+30:52,,,19,2016,▼2
34.0,161.0,130.0,+3:39:49,,128.0,Greipel André,130.0,Lotto Soudal,3:39:49 3:39:49,+30:52,,,19,2016,▼2
27.0,206.0,131.0,+3:40:19,,130.0,Juul-Jensen Christopher,131.0,ORICA-BikeExchange,3:40:19 3:40:19,+30:52,,,19,2016,▼1
38.0,204.0,132.0,+3:40:43,,131.0,Hayman Mathew,132.0,ORICA-BikeExchange,3:40:43 3:40:43,+30:52,,,19,2016,▼1
39.0,148.0,133.0,+3:42:01,,132.0,Vicioso Ángel,133.0,Team Katusha,3:42:01 3:42:01,+30:52,,,19,2016,▼1
33.0,197.0,134.0,+3:43:59,,134.0,Lemoine Cyril,134.0,"Cofidis, Solutions Crédits",3:43:59 3:43:59,+31:08,,,19,2016,-
32.0,92.0,135.0,+3:44:42,,136.0,Bookwalter Brent,135.0,BMC Racing Team,3:44:42 3:44:42,+30:52,,,19,2016,▲1
22.0,75.0,136.0,+3:45:40,,142.0,Enger Sondre Holst,136.0,IAM Cycling,3:45:40 3:45:40,+29:20,,,19,2016,▲6
26.0,189.0,137.0,+3:46:10,,149.0,Vermote Julien,137.0,Etixx - Quick Step,3:46:10 3:46:10,+22:27,,,19,2016,▲12
35.0,104.0,138.0,+3:46:47,,138.0,Cummings Steve,138.0,Team Dimension Data,3:46:47 3:46:47,+30:52,,,19,2016,-
34.0,59.0,139.0,+3:47:03,,139.0,Wynants Maarten,139.0,Team LottoNL-Jumbo,3:47:03 3:47:03,+30:52,,,19,2016,-
28.0,199.0,140.0,+3:47:05,,140.0,Soupe Geoffrey,140.0,"Cofidis, Solutions Crédits",3:47:05 3:47:05,+30:52,,,19,2016,-
33.0,183.0,141.0,+3:47:07,,141.0,Keisse Iljo,141.0,Etixx - Quick Step,3:47:07 3:47:07,+30:52,,,19,2016,-
28.0,134.0,142.0,+3:47:42,,144.0,Benedetti Cesare,142.0,Bora - Argon 18,3:47:42 3:47:42,+27:02,,,19,2016,▲2
27.0,117.0,143.0,+3:51:25,,143.0,Sinkeldam Ramon,143.0,Team Giant - Alpecin,3:51:25 3:51:25,+30:52,,,19,2016,-
42.0,38.0,144.0,+3:52:29,,146.0,Tosatto Matteo,144.0,Tinkoff,3:52:29 3:52:29,+30:52,,,19,2016,▲2
33.0,186.0,145.0,+3:52:34,,145.0,Richeze Maximiliano,145.0,Etixx - Quick Step,3:52:34 3:52:34,+31:11,,,19,2016,-
27.0,215.0,146.0,+3:53:11,,147.0,Fonseca Armindo,146.0,Fortuneo - Vital Concept,3:53:11 3:53:11,+30:52,,,19,2016,▲1
27.0,113.0,147.0,+3:54:34,,148.0,Degenkolb John,147.0,Team Giant - Alpecin,3:54:34 3:54:34,+31:08,,,19,2016,▲1
29.0,144.0,148.0,+3:54:38,,150.0,Kristoff Alexander,148.0,Team Katusha,3:54:38 3:54:38,+30:52,,,19,2016,▲2
32.0,153.0,149.0,+3:56:18,,151.0,Bono Matteo,149.0,Lampre - Merida,3:56:18 3:56:18,+30:52,,,19,2016,▲2
31.0,187.0,150.0,+3:57:03,,152.0,Sabatini Fabio,150.0,Etixx - Quick Step,3:57:03 3:57:03,+30:52,,,19,2016,▲2
31.0,119.0,151.0,+3:57:55,,153.0,Timmer Albert,151.0,Team Giant - Alpecin,3:57:55 3:57:55,+30:52,,,19,2016,▲2
33.0,138.0,152.0,+3:58:17,,154.0,Schillinger Andreas,152.0,Bora - Argon 18,3:58:17 3:58:17,+30:52,,,19,2016,▲2
39.0,167.0,153.0,+3:59:32,,155.0,Henderson Gregory,153.0,Lotto Soudal,3:59:32 3:59:32,+30:52,,,19,2016,▲2
31.0,33.0,154.0,+3:59:48,,156.0,Bodnar Maciej,154.0,Tinkoff,3:59:48 3:59:48,+30:52,,,19,2016,▲2
35.0,174.0,155.0,+3:59:48,,157.0,Gène Yohann,155.0,Direct Energie,",, 3:59:48",+30:52,,,19,2016,▲2
23.0,196.0,156.0,+3:59:57,,158.0,Laporte Christophe,156.0,"Cofidis, Solutions Crédits",3:59:57 3:59:57,+30:52,,,19,2016,▲2
31.0,34.0,157.0,+4:00:10,,159.0,Gatto Oscar,157.0,Tinkoff,4:00:10 4:00:10,+30:52,,,19,2016,▲2
23.0,53.0,158.0,+4:00:44,,160.0,Groenewegen Dylan,158.0,Team LottoNL-Jumbo,4:00:44 4:00:44,+30:52,,,19,2016,▲2
23.0,47.0,159.0,+4:01:04,,170.0,Gougeard Alexis,159.0,AG2R La Mondiale,4:01:04 4:01:04,+23:10,,,19,2016,▲11
25.0,176.0,160.0,+4:01:15,,161.0,Petit Adrien,160.0,Direct Energie,4:01:15 4:01:15,+30:52,,,19,2016,▲1
26.0,7.0,161.0,+4:02:15,,164.0,Rowe Luke,161.0,Team Sky,4:02:15 4:02:15,+29:20,,,19,2016,▲3
29.0,85.0,162.0,+4:02:27,,162.0,Koren Kristijan,162.0,Cannondale-Drapac Pro Cycling Team,4:02:27 4:02:27,+30:52,,,19,2016,-
33.0,58.0,163.0,+4:02:29,,163.0,Wagner Robert,163.0,Team LottoNL-Jumbo,4:02:29 4:02:29,+30:52,,,19,2016,-
28.0,142.0,164.0,+4:04:55,,165.0,Guarnieri Jacopo,164.0,Team Katusha,4:04:55 4:04:55,+30:52,,,19,2016,▲1
28.0,181.0,165.0,+4:05:16,,166.0,Kittel Marcel,165.0,Etixx - Quick Step,4:05:16 4:05:16,+30:52,,,19,2016,▲1
26.0,212.0,166.0,+4:05:36,,168.0,Breen Vegard,166.0,Fortuneo - Vital Concept,4:05:36 4:05:36,+29:20,,,19,2016,▲2
29.0,8.0,167.0,+4:06:00,,169.0,Stannard Ian,167.0,Team Sky,4:06:00 4:06:00,+29:20,,,19,2016,▲2
25.0,143.0,168.0,+4:06:21,,167.0,Haller Marco,168.0,Team Katusha,4:06:21 4:06:21,+30:52,,,19,2016,▼1
26.0,154.0,169.0,+4:09:47,,171.0,Cimolai Davide,169.0,Lampre - Merida,4:09:47 4:09:47,+30:52,,,19,2016,▲2
34.0,169.0,170.0,+4:10:44,,172.0,Sieberg Marcel,170.0,Lotto Soudal,4:10:44 4:10:44,+31:08,,,19,2016,▲2
24.0,216.0,171.0,+4:20:24,,173.0,McLay Daniel,171.0,Fortuneo - Vital Concept,4:20:24 4:20:24,+35:03,,,19,2016,▲2
35.0,105.0,172.0,+4:21:17,,174.0,Eisel Bernhard,172.0,Team Dimension Data,4:21:17 4:21:17,+31:08,,,19,2016,▲2
26.0,77.0,173.0,+4:25:23,,175.0,Howard Leigh,173.0,IAM Cycling,4:25:23 4:25:23,+30:52,,,19,2016,▲2
36.0,162.0,174.0,+4:31:28,,176.0,Bak Lars Ytting,174.0,Lotto Soudal,4:31:28 4:31:28,+30:52,,,19,2016,▲2
25.0,135.0,175.0,+4:46:58,,177.0,Bennett Sam,175.0,Bora - Argon 18,4:46:58 4:46:58,+30:52,,,19,2016,▲2
31.0,1.0,1.0,+0:00,,1.0,Froome Chris,1.0,Team Sky,86:21:40 86:21:40,+0:00,25.0,,20,2016,-
25.0,41.0,2.0,+4:05,,2.0,Bardet Romain,2.0,AG2R La Mondiale,4:05 4:05,-0:06,,,20,2016,-
26.0,11.0,3.0,+4:21,,3.0,Quintana Nairo,3.0,Movistar Team,4:21 4:21,-0:06,,,20,2016,-
23.0,209.0,4.0,+4:42,,4.0,Yates Adam,4.0,ORICA-BikeExchange,4:42 4:42,-0:04,,,20,2016,-
31.0,91.0,5.0,+5:17,,5.0,Porte Richie,5.0,BMC Racing Team,5:17 5:17,+0:00,,,20,2016,-
36.0,12.0,6.0,+6:16,,7.0,Valverde Alejandro,6.0,Movistar Team,6:16 6:16,-0:04,,,20,2016,▲1
37.0,141.0,7.0,+6:58,,11.0,Rodríguez Joaquim,7.0,Team Katusha,6:58 6:58,-0:54,,,20,2016,▲4
24.0,157.0,8.0,+6:58,,8.0,Meintjes Louis,8.0,Lampre - Merida,",, 6:58",-0:04,,,20,2016,-
29.0,184.0,9.0,+7:04,,9.0,Martin Dan,9.0,Etixx - Quick Step,7:04 7:04,-0:06,,,20,2016,-
30.0,36.0,10.0,+7:11,,12.0,Kreuziger Roman,10.0,Tinkoff,7:11 7:11,-2:34,,,20,2016,▲2
29.0,61.0,11.0,+13:13,,10.0,Mollema Bauke,11.0,Trek - Segafredo,13:13 13:13,+5:31,,,20,2016,▼1
28.0,2.0,12.0,+18:51,,13.0,Henao Sergio,12.0,Team Sky,18:51 18:51,+0:00,,,20,2016,▲1
26.0,21.0,13.0,+19:20,,6.0,Aru Fabio,13.0,Astana Pro Team,19:20 19:20,+13:20,,,20,2016,▼7
27.0,126.0,14.0,+24:59,,14.0,Reichenbach Sébastien,14.0,FDJ,24:59 24:59,+3:22,,,20,2016,-
30.0,9.0,15.0,+28:31,,15.0,Thomas Geraint,15.0,Team Sky,28:31 28:31,+0:00,,,20,2016,-
29.0,81.0,16.0,+30:42,,16.0,Rolland Pierre,16.0,Cannondale-Drapac Pro Cycling Team,30:42 30:42,+0:33,,,20,2016,-
32.0,5.0,17.0,+38:30,,19.0,Nieve Mikel,17.0,Team Sky,38:30 38:30,+0:00,,,20,2016,▲2
33.0,72.0,18.0,+38:57,,17.0,Clement Stef,18.0,IAM Cycling,38:57 38:57,+3:46,,,20,2016,▼1
27.0,79.0,19.0,+38:59,,22.0,Pantano Jarlinson,19.0,IAM Cycling,38:59 38:59,-4:05,,,20,2016,▲3
28.0,49.0,20.0,+42:28,,20.0,Vuillermoz Alexis,20.0,AG2R La Mondiale,42:28 42:28,+0:26,,,20,2016,-
23.0,131.0,21.0,+47:40,,21.0,Buchmann Emanuel,21.0,Bora - Argon 18,47:40 47:40,+4:52,,,20,2016,-
28.0,94.0,22.0,+48:23,,24.0,Caruso Damiano,22.0,BMC Racing Team,48:23 48:23,+0:00,,,20,2016,▲2
24.0,111.0,23.0,+52:14,,18.0,Barguil Warren,23.0,Team Giant - Alpecin,52:14 52:14,+15:39,,,20,2016,▼5
39.0,69.0,24.0,+53:06,,23.0,Zubeldia Haimar,24.0,Trek - Segafredo,53:06 53:06,+6:22,,,20,2016,▼1
26.0,149.0,25.0,+56:33,,26.0,Zakarin Ilnur,25.0,Team Katusha,56:33 56:33,+2:45,,,20,2016,▲1
29.0,25.0,26.0,+1:03:59,,25.0,Kangert Tanel,26.0,Astana Pro Team,1:03:59 1:03:59,+13:20,,,20,2016,▼1
26.0,37.0,27.0,+1:04:25,,28.0,Majka Rafał,27.0,Tinkoff,1:04:25 1:04:25,-0:01,,,20,2016,▲1
28.0,6.0,28.0,+1:06:57,,29.0,Poels Wout,28.0,Team Sky,1:06:57 1:06:57,+0:00,,,20,2016,▲1
27.0,99.0,29.0,+1:12:06,,27.0,van Garderen Tejay,29.0,BMC Racing Team,1:12:06 1:12:06,+13:20,,,20,2016,▼2
31.0,22.0,30.0,+1:19:59,,35.0,Nibali Vincenzo,30.0,Astana Pro Team,1:19:59 1:19:59,-3:40,,,20,2016,▲5
34.0,18.0,31.0,+1:21:00,,31.0,Moreno Daniel,31.0,Movistar Team,1:21:00 1:21:00,+2:37,,,20,2016,-
25.0,51.0,32.0,+1:24:38,,36.0,Kelderman Wilco,32.0,Team LottoNL-Jumbo,1:24:38 1:24:38,-3:29,,,20,2016,▲4
33.0,48.0,33.0,+1:25:14,,34.0,Pozzovivo Domenico,33.0,AG2R La Mondiale,1:25:14 1:25:14,+2:51,,,20,2016,▲1
36.0,65.0,34.0,+1:27:39,,33.0,Schleck Fränk,34.0,Trek - Segafredo,1:27:39 1:27:39,+7:09,,,20,2016,▼1
26.0,4.0,35.0,+1:32:19,,32.0,Landa Mikel,35.0,Team Sky,1:32:19 1:32:19,+13:20,,,20,2016,▼3
33.0,124.0,36.0,+1:38:30,,30.0,Morabito Steve,36.0,FDJ,1:38:30 1:38:30,+23:39,,,20,2016,▼6
27.0,27.0,37.0,+1:46:36,,38.0,Rosa Diego,37.0,Astana Pro Team,1:46:36 1:46:36,+13:20,,,20,2016,▲1
31.0,205.0,38.0,+1:50:51,,39.0,Impey Daryl,38.0,ORICA-BikeExchange,1:50:51 1:50:51,+10:15,,,20,2016,▲1
35.0,136.0,39.0,+1:55:28,,42.0,Huzarski Bartosz,39.0,Bora - Argon 18,1:55:28 1:55:28,+4:52,,,20,2016,▲3
29.0,163.0,40.0,+1:56:35,,45.0,De Gendt Thomas,40.0,Lotto Soudal,1:56:35 1:56:35,+1:24,,,20,2016,▲5
24.0,182.0,41.0,+2:00:09,,51.0,Alaphilippe Julian,41.0,Etixx - Quick Step,2:00:09 2:00:09,-3:29,,,20,2016,▲10
32.0,107.0,42.0,+2:00:38,,37.0,Pauwels Serge,42.0,Team Dimension Data,2:00:38 2:00:38,+29:50,,,20,2016,▼5
37.0,172.0,43.0,+2:02:53,,46.0,Chavanel Sylvain,43.0,Direct Energie,2:02:53 2:02:53,+7:41,,,20,2016,▲3
31.0,98.0,44.0,+2:06:13,,40.0,Van Avermaet Greg,44.0,BMC Racing Team,2:06:13 2:06:13,+25:34,,,20,2016,▼4
34.0,96.0,45.0,+2:06:36,,43.0,Moinard Amaël,45.0,BMC Racing Team,2:06:36 2:06:36,+13:20,,,20,2016,▼2
28.0,66.0,46.0,+2:07:22,,41.0,Stetina Peter,46.0,Trek - Segafredo,2:07:22 2:07:22,+22:13,,,20,2016,▼5
27.0,17.0,47.0,+2:09:49,,56.0,Izagirre Ion,47.0,Movistar Team,2:09:49 2:09:49,-4:28,,,20,2016,▲9
32.0,28.0,48.0,+2:10:25,,47.0,Sánchez Luis León,48.0,Astana Pro Team,2:10:25 2:10:25,+13:20,,,20,2016,▼1
29.0,151.0,49.0,+2:11:42,,57.0,Costa Rui,49.0,Lampre - Merida,2:11:42 2:11:42,-2:35,,,20,2016,▲8
30.0,42.0,50.0,+2:13:47,,53.0,Bakelants Jan,50.0,AG2R La Mondiale,2:13:47 2:13:47,+8:33,,,20,2016,▲3
28.0,155.0,51.0,+2:15:16,,49.0,Đurasek Kristijan,51.0,Lampre - Merida,2:15:16 2:15:16,+16:35,,,20,2016,▼2
31.0,23.0,52.0,+2:17:16,,44.0,Fuglsang Jakob,52.0,Astana Pro Team,2:17:16 2:17:16,+22:38,,,20,2016,▼8
26.0,52.0,53.0,+2:18:05,,50.0,Bennett George,53.0,Team LottoNL-Jumbo,2:18:05 2:18:05,+15:39,,,20,2016,▼3
24.0,159.0,54.0,+2:18:24,,58.0,Polanc Jan,54.0,Lampre - Merida,2:18:24 2:18:24,+2:37,,,20,2016,▲4
32.0,198.0,55.0,+2:21:17,,59.0,Maté Luis Ángel,55.0,"Cofidis, Solutions Crédits",2:21:17 2:21:17,+2:28,,,20,2016,▲4
26.0,116.0,56.0,+2:25:45,,54.0,Preidler Georg,56.0,Team Giant - Alpecin,2:25:45 2:25:45,+16:35,,,20,2016,▼2
30.0,43.0,57.0,+2:27:45,,55.0,Cherel Mickaël,57.0,AG2R La Mondiale,2:27:45 2:27:45,+13:50,,,20,2016,▼2
29.0,35.0,58.0,+2:28:06,,52.0,Kišerlovski Robert,58.0,Tinkoff,2:28:06 2:28:06,+23:04,,,20,2016,▼6
25.0,211.0,59.0,+2:28:27,,48.0,Sepúlveda Eduardo,59.0,Fortuneo - Vital Concept,2:28:27 2:28:27,+29:50,,,20,2016,▼11
31.0,175.0,60.0,+2:34:15,,60.0,Jeandesboz Fabrice,60.0,Direct Energie,2:34:15 2:34:15,+13:45,,,20,2016,-
28.0,45.0,61.0,+2:41:05,,64.0,Gastauer Ben,61.0,AG2R La Mondiale,2:41:05 2:41:05,+13:50,,,20,2016,▲3
23.0,26.0,62.0,+2:41:52,,67.0,Lutsenko Alexey,62.0,Astana Pro Team,2:41:52 2:41:52,+13:20,,,20,2016,▲5
29.0,127.0,63.0,+2:43:51,,71.0,Roux Anthony,63.0,FDJ,2:43:51 2:43:51,+8:59,,,20,2016,▲8
37.0,74.0,64.0,+2:44:01,,73.0,Elmiger Martin,64.0,IAM Cycling,2:44:01 2:44:01,+7:59,,,20,2016,▲9
24.0,137.0,65.0,+2:46:32,,68.0,Konrad Patrick,65.0,Bora - Argon 18,2:46:32 2:46:32,+15:39,,,20,2016,▲3
30.0,115.0,66.0,+2:47:32,,75.0,Geschke Simon,66.0,Team Giant - Alpecin,2:47:32 2:47:32,+8:05,,,20,2016,▲9
34.0,145.0,67.0,+2:48:02,,63.0,Losada Alberto,67.0,Team Katusha,2:48:02 2:48:02,+23:39,,,20,2016,▼4
28.0,46.0,68.0,+2:49:49,,72.0,Gautier Cyril,68.0,AG2R La Mondiale,2:49:49 2:49:49,+13:50,,,20,2016,▲4
27.0,13.0,69.0,+2:50:23,,76.0,Anacona Winner,69.0,Movistar Team,2:50:23 2:50:23,+10:00,,,20,2016,▲7
30.0,214.0,70.0,+2:50:49,,62.0,Feillu Brice,70.0,Fortuneo - Vital Concept,2:50:49 2:50:49,+26:26,,,20,2016,▼8
28.0,165.0,71.0,+2:51:23,,70.0,Gallopin Tony,71.0,Lotto Soudal,2:51:23 2:51:23,+16:35,,,20,2016,▼1
36.0,208.0,72.0,+2:53:10,,65.0,Plaza Rubén,72.0,ORICA-BikeExchange,2:53:10 2:53:10,+25:16,,,20,2016,▼7
35.0,118.0,73.0,+2:53:22,,61.0,ten Dam Laurens,73.0,Team Giant - Alpecin,2:53:22 2:53:22,+30:16,,,20,2016,▼12
39.0,29.0,74.0,+2:58:12,,69.0,Tiralongo Paolo,74.0,Astana Pro Team,2:58:12 2:58:12,+25:34,,,20,2016,▼5
37.0,179.0,75.0,+2:58:26,,66.0,Voeckler Thomas,75.0,Direct Energie,2:58:26 2:58:26,+30:14,,,20,2016,▼9
29.0,73.0,76.0,+2:58:48,,77.0,Coppel Jérôme,76.0,IAM Cycling,2:58:48 2:58:48,+16:35,,,20,2016,▲1
29.0,97.0,77.0,+3:00:54,,78.0,Schär Michael,77.0,BMC Racing Team,3:00:54 3:00:54,+16:35,,,20,2016,▲1
24.0,39.0,78.0,+3:01:22,,85.0,Valgren Michael,78.0,Tinkoff,3:01:22 3:01:22,+7:59,,,20,2016,▲7
27.0,129.0,79.0,+3:02:10,,89.0,Vichot Arthur,79.0,FDJ,3:02:10 3:02:10,+6:03,,,20,2016,▲10
28.0,177.0,80.0,+3:04:10,,74.0,Sicard Romain,80.0,Direct Energie,3:04:10 3:04:10,+25:50,,,20,2016,▼6
27.0,19.0,81.0,+3:04:53,,81.0,Oliveira Nelson,81.0,Movistar Team,3:04:53 3:04:53,+18:17,,,20,2016,-
27.0,88.0,82.0,+3:09:19,,80.0,Slagter Tom-Jelte,82.0,Cannondale-Drapac Pro Cycling Team,3:09:19 3:09:19,+23:39,,,20,2016,▼2
25.0,78.0,83.0,+3:11:28,,86.0,Naesen Oliver,83.0,IAM Cycling,3:11:28 3:11:28,+16:35,,,20,2016,▲3
31.0,218.0,84.0,+3:12:52,,82.0,Sørensen Chris Anker,84.0,Fortuneo - Vital Concept,3:12:52 3:12:52,+25:34,,,20,2016,▼2
27.0,109.0,85.0,+3:14:07,,84.0,Teklehaimanot Daniel,85.0,Team Dimension Data,3:14:07 3:14:07,+23:39,,,20,2016,▼1
32.0,24.0,86.0,+3:14:31,,79.0,Grivko Andrey,86.0,Astana Pro Team,3:14:31 3:14:31,+29:28,,,20,2016,▼7
30.0,195.0,87.0,+3:18:14,,83.0,Jeannesson Arnold,87.0,"Cofidis, Solutions Crédits",3:18:14 3:18:14,+29:40,,,20,2016,▼4
31.0,133.0,88.0,+3:19:44,,91.0,Bárta Jan,88.0,Bora - Argon 18,3:19:44 3:19:44,+22:13,,,20,2016,▲3
33.0,93.0,89.0,+3:20:22,,87.0,Burghardt Marcus,89.0,BMC Racing Team,3:20:22 3:20:22,+25:24,,,20,2016,▼2
26.0,213.0,90.0,+3:21:09,,88.0,Delaplace Anthony,90.0,Fortuneo - Vital Concept,3:21:09 3:21:09,+25:34,,,20,2016,▼2
24.0,89.0,91.0,+3:23:15,,96.0,van Baarle Dylan,91.0,Cannondale-Drapac Pro Cycling Team,3:23:15 3:23:15,+16:35,,,20,2016,▲5
24.0,156.0,92.0,+3:23:17,,95.0,Grmay Tsgabu,92.0,Lampre - Merida,3:23:17 3:23:17,+16:50,,,20,2016,▲3
29.0,217.0,93.0,+3:24:36,,104.0,Périchon Pierre-Luc,93.0,Fortuneo - Vital Concept,3:24:36 3:24:36,+4:31,,,20,2016,▲11
27.0,54.0,94.0,+3:26:19,,93.0,Lindeman Bert-Jan,94.0,Team LottoNL-Jumbo,3:26:19 3:26:19,+25:34,,,20,2016,▼1
