Age,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
29,3,+0:25,,3.0,Armstrong Lance,3,US Postal Service,0:25 0:25,+0:00,-,5,2001
30,4,+0:30,,4.0,Beltran Manuel,4,Mapei - Quickstep,0:30 0:30,+0:00,-,5,2001
30,5,+0:31,,5.0,Zberg Beat,5,Rabobank ProTeam,0:31 0:31,+0:00,-,5,2001
25,6,+0:39,,6.0,Garate Juan Manuel,6,Lampre - Daikin,0:39 0:39,+0:00,-,5,2001
27,7,+1:09,,7.0,Vinokourov Alexandre,7,Team Telekom,1:09 1:09,+-1:49,-,5,2001
32,8,+1:19,,8.0,Jalabert Laurent,8,CSC ProTeam - Tiscali,1:19 1:19,+-1:51,-,5,2001
27,9,+1:42,,9.0,Schnider Daniel,9,La Fran\xe7aise des Jeux,1:42 1:42,+0:00,-,5,2001
30,10,+1:52,,10.0,Totschnig Georg,10,Gerolsteiner,1:52 1:52,+0:00,-,5,2001
30,1,+0:00,,1.0,Belli Wladimir,1,Fassa Bortolo,26:10:52 26:10:52,+0:00,-,6,2001
29,2,+0:01,,2.0,Simoni Gilberto,2,Lampre - Daikin,0:01 0:01,+0:00,-,6,2001
29,3,+0:25,,3.0,Armstrong Lance,3,US Postal Service,0:25 0:25,+0:00,-,6,2001
30,4,+0:30,,4.0,Beltran Manuel,4,Mapei - Quickstep,0:30 0:30,+0:00,-,6,2001
30,5,+0:31,,5.0,Zberg Beat,5,Rabobank ProTeam,0:31 0:31,+0:00,-,6,2001
25,6,+0:39,,6.0,Garate Juan Manuel,6,Lampre - Daikin,0:39 0:39,+0:00,-,6,2001
27,7,+1:09,,7.0,Vinokourov Alexandre,7,Team Telekom,1:09 1:09,+0:00,-,6,2001
32,8,+1:19,,8.0,Jalabert Laurent,8,CSC ProTeam - Tiscali,1:19 1:19,+0:00,-,6,2001
27,9,+1:42,,9.0,Schnider Daniel,9,La Fran\xe7aise des Jeux,1:42 1:42,+0:00,-,6,2001
30,10,+1:50,,10.0,Totschnig Georg,10,Gerolsteiner,1:50 1:50,+-1:58,-,6,2001
29,1,+0:00,,3.0,Armstrong Lance,1,US Postal Service,26:58:25 26:58:25,+0:00,\u25b22,7,2001
29,2,+1:05,,2.0,Simoni Gilberto,2,Lampre - Daikin,1:05 1:05,+1:29,-,7,2001
30,3,+1:43,,1.0,Belli Wladimir,3,Fassa Bortolo,1:43 1:43,+2:08,\u25bc2,7,2001
30,4,+2:56,,5.0,Zberg Beat,4,Rabobank ProTeam,2:56 2:56,+2:50,\u25b21,7,2001
27,5,+2:57,,7.0,Vinokourov Alexandre,5,Team Telekom,2:57 2:57,+2:13,\u25b22,7,2001
30,6,+3:08,,10.0,Totschnig Georg,6,Gerolsteiner,3:08 3:08,+1:43,\u25b24,7,2001
25,7,+3:39,,6.0,Garate Juan Manuel,7,Lampre - Daikin,3:39 3:39,+3:25,\u25bc1,7,2001
30,8,+3:46,,4.0,Beltran Manuel,8,Mapei - Quickstep,3:46 3:46,+3:41,\u25bc4,7,2001
32,9,+3:55,,8.0,Jalabert Laurent,9,CSC ProTeam - Tiscali,3:55 3:55,+3:01,\u25bc1,7,2001
27,10,+6:01,,9.0,Schnider Daniel,10,La Fran\xe7aise des Jeux,6:01 6:01,+4:44,\u25bc1,7,2001
29,1,+0:00,,1.0,Armstrong Lance,1,US Postal Service,31:00:52 31:00:52,+0:00,-,8,2001
29,2,+1:02,,2.0,Simoni Gilberto,2,Lampre - Daikin,1:02 1:02,+-1:57,-,8,2001
30,3,+1:34,,3.0,Belli Wladimir,3,Fassa Bortolo,1:34 1:34,+-1:51,-,8,2001
30,4,+2:47,,4.0,Zberg Beat,4,Rabobank ProTeam,2:47 2:47,+-1:51,-,8,2001
27,5,+2:48,,5.0,Vinokourov Alexandre,5,Team Telekom,2:48 2:48,+-1:51,-,8,2001
30,6,+2:58,,6.0,Totschnig Georg,6,Gerolsteiner,2:58 2:58,+-1:50,-,8,2001
25,7,+3:30,,7.0,Garate Juan Manuel,7,Lampre - Daikin,3:30 3:30,+-1:51,-,8,2001
30,8,+3:37,,8.0,Beltran Manuel,8,Mapei - Quickstep,3:37 3:37,+-1:51,-,8,2001
32,9,+3:46,,9.0,Jalabert Laurent,9,CSC ProTeam - Tiscali,3:46 3:46,+-1:51,-,8,2001
27,10,+5:51,,10.0,Schnider Daniel,10,La Fran\xe7aise des Jeux,5:51 5:51,+-1:50,-,8,2001
29,1,+0:00,250.0,1.0,Armstrong Lance,1,US Postal Service,35:00:06 35:00:06,+0:00,-,9,2001
29,2,+1:02,190.0,2.0,Simoni Gilberto,2,Lampre - Daikin,1:02 1:02,+0:00,-,9,2001
30,3,+1:34,160.0,3.0,Belli Wladimir,3,Fassa Bortolo,1:34 1:34,+0:00,-,9,2001
30,4,+2:47,140.0,4.0,Zberg Beat,4,Rabobank ProTeam,2:47 2:47,+0:00,-,9,2001
27,5,+2:48,120.0,5.0,Vinokourov Alexandre,5,Team Telekom,2:48 2:48,+0:00,-,9,2001
30,6,+2:58,110.0,6.0,Totschnig Georg,6,Gerolsteiner,2:58 2:58,+0:00,-,9,2001
25,7,+3:30,100.0,7.0,Garate Juan Manuel,7,Lampre - Daikin,3:30 3:30,+0:00,-,9,2001
30,8,+3:37,90.0,8.0,Beltran Manuel,8,Mapei - Quickstep,3:37 3:37,+0:00,-,9,2001
32,9,+3:46,80.0,9.0,Jalabert Laurent,9,CSC ProTeam - Tiscali,3:46 3:46,+0:00,-,9,2001
27,10,+5:51,70.0,10.0,Schnider Daniel,10,La Fran\xe7aise des Jeux,5:51 5:51,+0:00,-,9,2001
29,11,+5:52,60.0,,Camenzind Oscar,11,Lampre - Daikin,5:52 5:52,+2105:58,-,9,2001
32,12,+6:13,55.0,,Cuesta \xcd\xf1igo,12,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",6:13 6:13,+2106:19,-,9,2001
26,13,+6:16,50.0,,Atienza Daniel,13,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",6:16 6:16,+2106:22,-,9,2001
30,14,+7:23,45.0,,Hamilton Tyler,14,US Postal Service,7:23 7:23,+2107:29,-,9,2001
34,15,+7:52,40.0,,Bolts Udo,15,Team Telekom,7:52 7:52,+2107:58,-,9,2001
27,16,+10:10,36.0,,Konecny Tomas,16,Domo - Farm Frites,10:10 10:10,+2110:16,-,9,2001
26,17,+10:11,32.0,,Glomser Gerrit,17,,10:11 10:11,+2110:17,-,9,2001
34,18,+11:32,28.0,,Donati Massimo,18,Tacconi Sport - Vini Caldirola,11:32 11:32,+2111:38,-,9,2001
33,19,+12:32,24.0,,Cattai Stefano,19,Liquigas - Pata,12:32 12:32,+2112:38,-,9,2001
32,20,+12:35,20.0,,Dufaux Laurent,20,Saeco,12:35 12:35,+2112:41,-,9,2001
24,21,+13:29,18.0,,Valjavec Tadej,21,Fassa Bortolo,13:29 13:29,+2113:35,-,9,2001
32,22,+13:44,16.0,,Z\xfclle Alex,22,Team Coast,13:44 13:44,+2113:50,-,9,2001
27,23,+14:00,14.0,,Garzelli Stefano,23,Mapei - Quickstep,14:00 14:00,+2114:06,-,9,2001
35,24,+14:10,12.0,,Konishev Dimitri,24,Fassa Bortolo,14:10 14:10,+2114:16,-,9,2001
30,25,+14:19,10.0,,Garcia Marcelino,25,CSC ProTeam - Tiscali,14:19 14:19,+2114:25,-,9,2001
37,26,+14:32,9.0,,Gianetti Mauro,26,Team Coast,14:32 14:32,+2114:38,-,9,2001
30,27,+16:03,8.0,,Cerezo Francisco,27,,16:03 16:03,+2116:09,-,9,2001
28,28,+17:13,7.0,,Aebersold Niki,28,Team Coast,17:13 17:13,+2117:19,-,9,2001
25,29,+17:31,6.0,,Bergmann Reto,29,,17:31 17:31,+2117:37,-,9,2001
28,30,+19:13,5.0,,Codol Massimo,30,Lampre - Daikin,19:13 19:13,+2119:19,-,9,2001
28,31,+19:41,5.0,,Celestino Mirko,31,Saeco,19:41 19:41,+2119:47,-,9,2001
28,32,+20:12,5.0,,Jalabert Nicolas,32,CSC ProTeam - Tiscali,20:12 20:12,+2120:18,-,9,2001
27,33,+24:58,5.0,,Zberg Markus,33,Rabobank ProTeam,24:58 24:58,+2125:04,-,9,2001
25,34,+25:30,5.0,,Vande Velde Christian,34,US Postal Service,25:30 25:30,+2125:36,-,9,2001
30,35,+26:53,5.0,,Wesemann Steffen,35,Team Telekom,26:53 26:53,+2126:59,-,9,2001
27,36,+26:54,5.0,,Buxhofer Matthias,36,Phonak Hearing Systems,26:54 26:54,+2127:00,-,9,2001
32,37,+27:02,5.0,,Aldag Rolf,37,Team Telekom,27:02 27:02,+2127:08,-,9,2001
27,38,+27:19,5.0,,Bettini Paolo,38,Mapei - Quickstep,27:19 27:19,+2127:25,-,9,2001
28,39,+28:28,5.0,,Kjaergaard Steffen,39,US Postal Service,28:28 28:28,+2128:34,-,9,2001
29,40,+28:44,5.0,,Pozzi Oscar,40,Fassa Bortolo,28:44 28:44,+2128:50,-,9,2001
27,41,+28:50,5.0,,Stadelmann Ren\xe9,41,Phonak Hearing Systems,28:50 28:50,+2128:56,-,9,2001
30,42,+30:01,5.0,,Vasseur C\xe9dric,42,US Postal Service,30:01 30:01,+2130:07,-,9,2001
26,43,+30:06,5.0,,S\xf8rensen Nicki,43,CSC ProTeam - Tiscali,30:06 30:06,+2130:12,-,9,2001
22,44,+30:18,5.0,,Elmiger Martin,44,,30:18 30:18,+2130:24,-,9,2001
29,45,+31:14,5.0,,Guesdon Fr\xe9d\xe9ric,45,La Fran\xe7aise des Jeux,31:14 31:14,+2131:20,-,9,2001
31,46,+33:23,5.0,,Meier Armin,46,Saeco,33:23 33:23,+2133:29,-,9,2001
28,47,+33:33,5.0,,Moos Alexandre,47,Phonak Hearing Systems,33:33 33:33,+2133:39,-,9,2001
27,48,+33:54,5.0,,Hincapie George,48,US Postal Service,33:54 33:54,+2134:00,-,9,2001
31,49,+33:57,5.0,,Bartoli Michele,49,Mapei - Quickstep,33:57 33:57,+2134:03,-,9,2001
23,50,+33:59,5.0,,Szmyd Sylwester,50,Tacconi Sport - Vini Caldirola,33:59 33:59,+2134:05,-,9,2001
25,51,+34:23,5.0,,Fragniere C\xe9dric,51,Phonak Hearing Systems,34:23 34:23,+2134:29,-,9,2001
31,52,+34:51,5.0,,Bourquenoud Pierre,52,Phonak Hearing Systems,34:51 34:51,+2134:57,-,9,2001
25,53,+35:09,5.0,,Niermann Grischa,53,Rabobank ProTeam,35:09 35:09,+2135:15,-,9,2001
23,54,+35:13,5.0,,Poos Christian,54,,35:13 35:13,+2135:19,-,9,2001
23,55,+36:20,5.0,,Tiralongo Paolo,55,Fassa Bortolo,36:20 36:20,+2136:26,-,9,2001
28,56,+37:00,5.0,,Verheyen Geert,56,Rabobank ProTeam,37:00 37:00,+2137:06,-,9,2001
24,57,+38:51,5.0,,Hunter Robert,57,Lampre - Daikin,38:51 38:51,+2138:57,-,9,2001
28,58,+40:20,5.0,,Wadecki Piotr,58,Domo - Farm Frites,40:20 40:20,+2140:26,-,9,2001
30,59,+41:40,5.0,,Huser Rolf,59,Team Coast,41:40 41:40,+2141:46,-,9,2001
33,60,+41:58,5.0,,Dotti Fausto,60,Liquigas - Pata,41:58 41:58,+2142:04,-,9,2001
27,61,+42:19,5.0,,Ordowski Volker,61,Gerolsteiner,42:19 42:19,+2142:25,-,9,2001
20,62,+44:07,5.0,,Rutkiewicz Marek,62,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",44:07 44:07,+2144:13,-,9,2001
26,63,+45:18,5.0,,Ivanov Serguei,63,Fassa Bortolo,45:18 45:18,+2145:24,-,9,2001
23,64,+45:26,5.0,,Nocentini Rinaldo,64,Mapei - Quickstep,45:26 45:26,+2145:32,-,9,2001
24,65,+46:32,5.0,,Zampieri Steve,65,,46:32 46:32,+2146:38,-,9,2001
27,66,+46:35,5.0,,White Matthew,66,US Postal Service,46:35 46:35,+2146:41,-,9,2001
32,67,+46:56,5.0,,Mengin Christophe,67,La Fran\xe7aise des Jeux,46:56 46:56,+2147:02,-,9,2001
27,68,+47:41,5.0,,Sacchi Fabio,68,Saeco,47:41 47:41,+2147:47,-,9,2001
30,69,+48:24,5.0,,Rittsel Martin,69,CSC ProTeam - Tiscali,48:24 48:24,+2148:30,-,9,2001
30,70,+48:48,5.0,,Fagnini Gian-matteo,70,Team Telekom,48:48 48:48,+2148:54,-,9,2001
24,71,+49:39,5.0,,Giordani Leonardo,71,Fassa Bortolo,49:39 49:39,+2149:45,-,9,2001
31,72,+49:58,5.0,,Lamour Claude,72,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",49:58 49:58,+2150:04,-,9,2001
29,73,+50:43,5.0,,Zumsteg Lukas,73,Phonak Hearing Systems,50:43 50:43,+2150:49,-,9,2001
32,74,+51:23,5.0,,den Bakker Maarten,74,Rabobank ProTeam,51:23 51:23,+2151:29,-,9,2001
28,75,+51:26,5.0,,Frattini Cristiano,75,Liquigas - Pata,51:26 51:26,+2151:32,-,9,2001
35,76,+51:37,5.0,,Ekimov Viatcheslav,76,US Postal Service,51:37 51:37,+2151:43,-,9,2001
30,77,+51:52,5.0,,Magnien Emmanuel,77,La Fran\xe7aise des Jeux,51:52 51:52,+2151:58,-,9,2001
25,78,+52:01,5.0,,Belohvosciks Raivis,78,Lampre - Daikin,52:01 52:01,+2152:07,-,9,2001
35,79,+53:05,5.0,,Museeuw Johan,79,Domo - Farm Frites,53:05 53:05,+2153:11,-,9,2001
28,80,+53:49,5.0,,Sidler Christian,80,,53:49 53:49,+2153:55,-,9,2001
33,81,+54:38,5.0,,Radaelli Mauro,81,Tacconi Sport - Vini Caldirola,54:38 54:38,+2154:44,-,9,2001
30,82,+55:54,5.0,,Zabel Erik,82,Team Telekom,55:54 55:54,+2156:00,-,9,2001
25,83,+55:54,5.0,,Klier Andreas,83,Team Telekom,",, 55:54",+2156:00,-,9,2001
26,84,+55:57,5.0,,Grabsch Bert,84,Phonak Hearing Systems,55:57 55:57,+2156:03,-,9,2001
29,85,+56:21,5.0,,Schaffrath Jan,85,Team Telekom,56:21 56:21,+2156:27,-,9,2001
27,86,+56:38,5.0,,Lotz Marc,86,Rabobank ProTeam,56:38 56:38,+2156:44,-,9,2001
26,87,+56:39,5.0,,Horrillo Pedro,87,Mapei - Quickstep,56:39 56:39,+2156:45,-,9,2001
29,88,+56:43,5.0,,Boven Jan,88,Rabobank ProTeam,56:43 56:43,+2156:49,-,9,2001
27,89,+57:28,5.0,,Chantyr Anton,89,Team Coast,57:28 57:28,+2157:34,-,9,2001
23,90,+57:45,5.0,,Calcagni Patrick,90,Tacconi Sport - Vini Caldirola,57:45 57:45,+2157:51,-,9,2001
32,91,+58:44,5.0,,Wauters Marc,91,Rabobank ProTeam,58:44 58:44,+2158:50,-,9,2001
24,92,+59:00,5.0,,Cretskens Wilfried,92,Domo - Farm Frites,59:00 59:00,+2159:06,-,9,2001
22,93,+59:26,5.0,,Bertogliati Rubens,93,Lampre - Daikin,59:26 59:26,+2159:32,-,9,2001
27,94,+59:47,5.0,,Mori Massimiliano,94,Saeco,59:47 59:47,+2159:53,-,9,2001
36,95,+1:00:27,5.0,,S\xf8rensen Rolf,95,CSC ProTeam - Tiscali,1:00:27 1:00:27,+2160:33,-,9,2001
22,96,+1:00:35,5.0,,Sassone Robert,96,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",1:00:35 1:00:35,+2160:41,-,9,2001
36,97,+1:00:44,5.0,,Peeters Wilfried,97,Domo - Farm Frites,1:00:44 1:00:44,+2160:50,-,9,2001
27,98,+1:01:09,5.0,,Ruskys Saulius,98,Gerolsteiner,1:01:09 1:01:09,+2161:15,-,9,2001
23,99,+1:01:14,5.0,,Haselbacher Rene,99,Gerolsteiner,1:01:14 1:01:14,+2161:20,-,9,2001
26,100,+1:03:58,5.0,,Heule Christian,100,,1:03:58 1:03:58,+2164:04,-,9,2001
24,101,+1:06:40,5.0,,Nazon Jean-Patrick,101,La Fran\xe7aise des Jeux,1:06:40 1:06:40,+2166:46,-,9,2001
29,102,+1:14:43,5.0,,McEwen Robbie,102,Domo - Farm Frites,1:14:43 1:14:43,+2174:49,-,9,2001
