BIB,GC,GC-Time,Prev,Rnk,Team,Time,stage,year,▼▲
,,+ -9:46:46,19.0,19,AG2R La Mondiale,2:42 2:42,3,2011,-
,,+ -9:46:46,20.0,20,Saur - Sojasun,2:51 2:51,3,2011,-
,,+ -9:46:46,21.0,21,Saxo Bank - Sungard,5:20 5:20,3,2011,-
,,+ -9:46:46,22.0,22,Euskaltel - Euskadi,5:58 5:58,3,2011,-
,,+ - 13:58:25,1.0,1,Team Garmin - Cervélo,41:05:55 41:05:55,4,2011,-
,,+ - 13:58:25,4.0,2,Sky Procycling,0:02 0:02,4,2011,▲2
,,+ - 13:58:25,3.0,3,Leopard Trek,0:04 0:04,4,2011,-
,,+ - 13:58:25,6.0,4,RadioShack,0:10 0:10,4,2011,▲2
,,+ - 13:58:25,5.0,5,HTC - High Road,0:13 0:13,4,2011,-
,,+ - 13:58:25,7.0,6,Pro Team Astana,0:49 0:49,4,2011,▲1
,,+ - 13:58:25,14.0,7,Movistar Team,1:15 1:15,4,2011,▲7
,,+ - 13:58:25,9.0,8,Team Europcar,",, 1:15",4,2011,▲1
,,+ - 13:58:25,10.0,9,Quickstep Cycling Team,1:21 1:21,4,2011,▲1
,,+ - 13:58:25,16.0,10,Rabobank Cycling Team,1:34 1:34,4,2011,▲6
,,+ - 13:58:25,12.0,11,Team Katusha,1:46 1:46,4,2011,▲1
,,+ - 13:58:25,8.0,12,Omega Pharma-Lotto,1:48 1:48,4,2011,▼4
,,+ - 13:58:25,2.0,13,BMC Racing Team,2:05 2:05,4,2011,▼11
,,+ - 13:58:25,15.0,14,"Cofidis, le Crédit en Ligne",2:19 2:19,4,2011,▲1
,,+ - 13:58:25,11.0,15,Liquigas - Cannondale,",, 2:19",4,2011,▼4
,,+ - 13:58:25,17.0,16,FDJ,2:42 2:42,4,2011,▲1
,,+ - 13:58:25,18.0,17,Vacansoleil - DCM,3:07 3:07,4,2011,▲1
,,+ - 13:58:25,19.0,18,AG2R La Mondiale,3:29 3:29,4,2011,▲1
,,+ - 13:58:25,13.0,19,Lampre - ISD,4:04 4:04,4,2011,▼6
,,+ - 13:58:25,20.0,20,Saur - Sojasun,6:29 6:29,4,2011,-
,,+ - 13:58:25,22.0,21,Euskaltel - Euskadi,6:30 6:30,4,2011,▲1
,,+ - 13:58:25,21.0,22,Saxo Bank - Sungard,7:49 7:49,4,2011,▼1
,,+ - 17:36:57,1.0,1,Team Garmin - Cervélo,52:01:31 52:01:31,5,2011,-
,,+ - 17:36:57,2.0,2,Sky Procycling,0:02 0:02,5,2011,-
,,+ - 17:36:57,3.0,3,Leopard Trek,0:04 0:04,5,2011,-
,,+ - 17:36:57,4.0,4,RadioShack,0:10 0:10,5,2011,-
,,+ - 17:36:57,5.0,5,HTC - High Road,0:13 0:13,5,2011,-
,,+ - 17:36:57,6.0,6,Pro Team Astana,0:49 0:49,5,2011,-
,,+ - 17:36:57,7.0,7,Movistar Team,1:15 1:15,5,2011,-
,,+ - 17:36:57,8.0,8,Team Europcar,",, 1:15",5,2011,-
,,+ - 17:36:57,9.0,9,Quickstep Cycling Team,1:21 1:21,5,2011,-
,,+ - 17:36:57,10.0,10,Rabobank Cycling Team,1:34 1:34,5,2011,-
,,+ - 17:36:57,11.0,11,Team Katusha,1:46 1:46,5,2011,-
,,+ - 17:36:57,12.0,12,Omega Pharma-Lotto,1:48 1:48,5,2011,-
,,+ - 17:36:57,13.0,13,BMC Racing Team,2:05 2:05,5,2011,-
,,+ - 17:36:57,14.0,14,"Cofidis, le Crédit en Ligne",2:19 2:19,5,2011,-
,,+ - 17:36:57,15.0,15,Liquigas - Cannondale,",, 2:19",5,2011,-
,,+ - 17:36:57,16.0,16,FDJ,2:42 2:42,5,2011,-
,,+ - 17:36:57,17.0,17,Vacansoleil - DCM,3:07 3:07,5,2011,-
,,+ - 17:36:57,18.0,18,AG2R La Mondiale,3:29 3:29,5,2011,-
,,+ - 17:36:57,19.0,19,Lampre - ISD,4:36 4:36,5,2011,-
,,+ - 17:36:57,20.0,20,Saur - Sojasun,6:29 6:29,5,2011,-
,,+ - 17:36:57,21.0,21,Euskaltel - Euskadi,6:30 6:30,5,2011,-
,,+ - 17:36:57,22.0,22,Saxo Bank - Sungard,8:25 8:25,5,2011,-
,,+ - 22:50:34,1.0,1,Team Garmin - Cervélo,67:42:22 67:42:22,6,2011,-
,,+ - 22:50:34,2.0,2,Sky Procycling,0:02 0:02,6,2011,-
,,+ - 22:50:34,3.0,3,Leopard Trek,0:04 0:04,6,2011,-
,,+ - 22:50:34,4.0,4,RadioShack,0:10 0:10,6,2011,-
,,+ - 22:50:34,5.0,5,HTC - High Road,0:13 0:13,6,2011,-
,,+ - 22:50:34,9.0,6,Quickstep Cycling Team,1:21 1:21,6,2011,▲3
,,+ - 22:50:34,10.0,7,Rabobank Cycling Team,1:34 1:34,6,2011,▲3
,,+ - 22:50:34,6.0,8,Pro Team Astana,1:37 1:37,6,2011,▼2
,,+ - 22:50:34,8.0,9,Team Europcar,1:38 1:38,6,2011,▼1
,,+ - 22:50:34,11.0,10,Team Katusha,1:46 1:46,6,2011,▲1
,,+ - 22:50:34,14.0,11,"Cofidis, le Crédit en Ligne",2:19 2:19,6,2011,▲3
,,+ - 22:50:34,7.0,12,Movistar Team,2:29 2:29,6,2011,▼5
,,+ - 22:50:34,12.0,13,Omega Pharma-Lotto,2:53 2:53,6,2011,▼1
,,+ - 22:50:34,16.0,14,FDJ,3:05 3:05,6,2011,▲2
,,+ - 22:50:34,17.0,15,Vacansoleil - DCM,3:07 3:07,6,2011,▲2
,,+ - 22:50:34,18.0,16,AG2R La Mondiale,3:29 3:29,6,2011,▲2
,,+ - 22:50:34,13.0,17,BMC Racing Team,4:28 4:28,6,2011,▼4
,,+ - 22:50:34,15.0,18,Liquigas - Cannondale,4:41 4:41,6,2011,▼3
,,+ - 22:50:34,19.0,19,Lampre - ISD,5:24 5:24,6,2011,-
,,+ - 22:50:34,21.0,20,Euskaltel - Euskadi,6:30 6:30,6,2011,▲1
,,+ - 22:50:34,20.0,21,Saur - Sojasun,8:05 8:05,6,2011,▼1
,,+ - 22:50:34,22.0,22,Saxo Bank - Sungard,12:32 12:32,6,2011,-
,,+ - 28:29:27,1.0,1,Team Garmin - Cervélo,84:39:01 84:39:01,7,2011,-
,,+ - 28:29:27,3.0,2,Leopard Trek,0:04 0:04,7,2011,▲1
,,+ - 28:29:27,4.0,3,RadioShack,0:10 0:10,7,2011,▲1
,,+ - 28:29:27,5.0,4,HTC - High Road,0:13 0:13,7,2011,▲1
,,+ - 28:29:27,6.0,5,Quickstep Cycling Team,1:21 1:21,7,2011,▲1
,,+ - 28:29:27,7.0,6,Rabobank Cycling Team,1:34 1:34,7,2011,▲1
,,+ - 28:29:27,10.0,7,Team Katusha,1:46 1:46,7,2011,▲3
,,+ - 28:29:27,9.0,8,Team Europcar,2:10 2:10,7,2011,▲1
,,+ - 28:29:27,12.0,9,Movistar Team,2:29 2:29,7,2011,▲3
,,+ - 28:29:27,13.0,10,Omega Pharma-Lotto,2:53 2:53,7,2011,▲3
,,+ - 28:29:27,14.0,11,FDJ,3:05 3:05,7,2011,▲3
,,+ - 28:29:27,15.0,12,Vacansoleil - DCM,3:07 3:07,7,2011,▲3
,,+ - 28:29:27,16.0,13,AG2R La Mondiale,3:29 3:29,7,2011,▲3
,,+ - 28:29:27,17.0,14,BMC Racing Team,4:28 4:28,7,2011,▲3
,,+ - 28:29:27,18.0,15,Liquigas - Cannondale,4:41 4:41,7,2011,▲3
,,+ - 28:29:27,19.0,16,Lampre - ISD,5:24 5:24,7,2011,▲3
,,+ - 28:29:27,11.0,17,"Cofidis, le Crédit en Ligne",5:25 5:25,7,2011,▼6
,,+ - 28:29:27,20.0,18,Euskaltel - Euskadi,6:30 6:30,7,2011,▲2
,,+ - 28:29:27,8.0,19,Pro Team Astana,7:49 7:49,7,2011,▼11
,,+ - 28:29:27,2.0,20,Sky Procycling,9:20 9:20,7,2011,▼18
,,+ - 28:29:27,21.0,21,Saur - Sojasun,9:27 9:27,7,2011,-
,,+ - 28:29:27,22.0,22,Saxo Bank - Sungard,12:32 12:32,7,2011,-
,,+ - 33:06:28,1.0,1,Team Garmin - Cervélo,98:30:04 98:30:04,8,2011,-
,,+ - 33:06:28,2.0,2,Leopard Trek,0:04 0:04,8,2011,-
,,+ - 33:06:28,3.0,3,RadioShack,0:35 0:35,8,2011,-
,,+ - 33:06:28,4.0,4,HTC - High Road,2:10 2:10,8,2011,-
,,+ - 33:06:28,7.0,5,Team Katusha,2:56 2:56,8,2011,▲2
,,+ - 33:06:28,8.0,6,Team Europcar,3:00 3:00,8,2011,▲2
,,+ - 33:06:28,13.0,7,AG2R La Mondiale,3:47 3:47,8,2011,▲6
,,+ - 33:06:28,5.0,8,Quickstep Cycling Team,3:49 3:49,8,2011,▼3
,,+ - 33:06:28,10.0,9,Omega Pharma-Lotto,4:24 4:24,8,2011,▲1
,,+ - 33:06:28,12.0,10,Vacansoleil - DCM,4:35 4:35,8,2011,▲2
,,+ - 33:06:28,9.0,11,Movistar Team,4:57 4:57,8,2011,▼2
,,+ - 33:06:28,6.0,12,Rabobank Cycling Team,4:58 4:58,8,2011,▼6
,,+ - 33:06:28,15.0,13,Liquigas - Cannondale,7:38 7:38,8,2011,▲2
,,+ - 33:06:28,18.0,14,Euskaltel - Euskadi,8:06 8:06,8,2011,▲4
,,+ - 33:06:28,17.0,15,"Cofidis, le Crédit en Ligne",9:01 9:01,8,2011,▲2
,,+ - 33:06:28,19.0,16,Pro Team Astana,9:11 9:11,8,2011,▲3
,,+ - 33:06:28,20.0,17,Sky Procycling,9:31 9:31,8,2011,▲3
,,+ - 33:06:28,14.0,18,BMC Racing Team,11:55 11:55,8,2011,▼4
,,+ - 33:06:28,22.0,19,Saxo Bank - Sungard,14:34 14:34,8,2011,▲3
,,+ - 33:06:28,16.0,20,Lampre - ISD,16:06 16:06,8,2011,▼4
,,+ - 33:06:28,11.0,21,FDJ,21:30 21:30,8,2011,▼10
,,+ - 33:06:28,21.0,22,Saur - Sojasun,23:24 23:24,8,2011,▼1
,,+ - 38:35:11,6.0,1,Team Europcar,115:03:31 115:03:31,9,2011,▲5
,,+ - 38:35:11,2.0,2,Leopard Trek,0:32 0:32,9,2011,-
,,+ - 38:35:11,3.0,3,RadioShack,1:02 1:02,9,2011,-
,,+ - 38:35:11,12.0,4,Rabobank Cycling Team,1:18 1:18,9,2011,▲8
,,+ - 38:35:11,1.0,5,Team Garmin - Cervélo,1:50 1:50,9,2011,▼4
,,+ - 38:35:11,7.0,6,AG2R La Mondiale,4:23 4:23,9,2011,▲1
,,+ - 38:35:11,5.0,7,Team Katusha,4:40 4:40,9,2011,▼2
,,+ - 38:35:11,4.0,8,HTC - High Road,4:55 4:55,9,2011,▼4
,,+ - 38:35:11,8.0,9,Quickstep Cycling Team,6:14 6:14,9,2011,▼1
,,+ - 38:35:11,9.0,10,Omega Pharma-Lotto,7:45 7:45,9,2011,▼1
,,+ - 38:35:11,14.0,11,Euskaltel - Euskadi,9:23 9:23,9,2011,▲3
,,+ - 38:35:11,11.0,12,Movistar Team,10:43 10:43,9,2011,▼1
,,+ - 38:35:11,15.0,13,"Cofidis, le Crédit en Ligne",",, 10:43",9,2011,▲2
,,+ - 38:35:11,16.0,14,Pro Team Astana,10:50 10:50,9,2011,▲2
,,+ - 38:35:11,13.0,15,Liquigas - Cannondale,11:25 11:25,9,2011,▼2
,,+ - 38:35:11,17.0,16,Sky Procycling,11:29 11:29,9,2011,▲1
,,+ - 38:35:11,18.0,17,BMC Racing Team,15:34 15:34,9,2011,▲1
,,+ - 38:35:11,19.0,18,Saxo Bank - Sungard,18:13 18:13,9,2011,▲1
,,+ - 38:35:11,10.0,19,Vacansoleil - DCM,18:26 18:26,9,2011,▼9
,,+ - 38:35:11,21.0,20,FDJ,20:44 20:44,9,2011,▲1
,,+ - 38:35:11,20.0,21,Lampre - ISD,26:45 26:45,9,2011,▼1
,,+ - 38:35:11,22.0,22,Saur - Sojasun,30:43 30:43,9,2011,-
,,+ - 42:06:32,1.0,1,Team Europcar,125:37:34 125:37:34,10,2011,-
,,+ - 42:06:32,2.0,2,Leopard Trek,0:32 0:32,10,2011,-
,,+ - 42:06:32,3.0,3,RadioShack,1:02 1:02,10,2011,-
,,+ - 42:06:32,4.0,4,Rabobank Cycling Team,1:18 1:18,10,2011,-
,,+ - 42:06:32,5.0,5,Team Garmin - Cervélo,1:50 1:50,10,2011,-
,,+ - 42:06:32,6.0,6,AG2R La Mondiale,4:23 4:23,10,2011,-
,,+ - 42:06:32,7.0,7,Team Katusha,4:40 4:40,10,2011,-
,,+ - 42:06:32,8.0,8,HTC - High Road,4:55 4:55,10,2011,-
,,+ - 42:06:32,9.0,9,Quickstep Cycling Team,6:14 6:14,10,2011,-
,,+ - 42:06:32,10.0,10,Omega Pharma-Lotto,7:45 7:45,10,2011,-
,,+ - 42:06:32,11.0,11,Euskaltel - Euskadi,9:23 9:23,10,2011,-
,,+ - 42:06:32,13.0,12,"Cofidis, le Crédit en Ligne",10:45 10:45,10,2011,▲1
,,+ - 42:06:32,14.0,13,Pro Team Astana,10:50 10:50,10,2011,▲1
,,+ - 42:06:32,15.0,14,Liquigas - Cannondale,11:25 11:25,10,2011,▲1
,,+ - 42:06:32,16.0,15,Sky Procycling,11:29 11:29,10,2011,▲1
,,+ - 42:06:32,12.0,16,Movistar Team,16:42 16:42,10,2011,▼4
,,+ - 42:06:32,19.0,17,Vacansoleil - DCM,18:26 18:26,10,2011,▲2
,,+ - 42:06:32,17.0,18,BMC Racing Team,18:36 18:36,10,2011,▼1
,,+ - 42:06:32,20.0,19,FDJ,20:44 20:44,10,2011,▲1
,,+ - 42:06:32,18.0,20,Saxo Bank - Sungard,23:46 23:46,10,2011,▼2
,,+ - 42:06:32,21.0,21,Lampre - ISD,26:45 26:45,10,2011,-
,,+ - 42:06:32,22.0,22,Saur - Sojasun,36:16 36:16,10,2011,-
,,+ - 45:52:39,1.0,1,Team Europcar,136:55:55 136:55:55,11,2011,-
,,+ - 45:52:39,2.0,2,Leopard Trek,0:32 0:32,11,2011,-
,,+ - 45:52:39,3.0,3,RadioShack,1:02 1:02,11,2011,-
,,+ - 45:52:39,4.0,4,Rabobank Cycling Team,1:18 1:18,11,2011,-
,,+ - 45:52:39,5.0,5,Team Garmin - Cervélo,1:50 1:50,11,2011,-
,,+ - 45:52:39,6.0,6,AG2R La Mondiale,4:23 4:23,11,2011,-
,,+ - 45:52:39,7.0,7,Team Katusha,4:40 4:40,11,2011,-
,,+ - 45:52:39,8.0,8,HTC - High Road,4:55 4:55,11,2011,-
,,+ - 45:52:39,9.0,9,Quickstep Cycling Team,6:14 6:14,11,2011,-
,,+ - 45:52:39,10.0,10,Omega Pharma-Lotto,7:45 7:45,11,2011,-
,,+ - 45:52:39,11.0,11,Euskaltel - Euskadi,9:23 9:23,11,2011,-
,,+ - 45:52:39,12.0,12,"Cofidis, le Crédit en Ligne",10:45 10:45,11,2011,-
,,+ - 45:52:39,13.0,13,Pro Team Astana,",, 10:45",11,2011,-
,,+ - 45:52:39,14.0,14,Liquigas - Cannondale,11:25 11:25,11,2011,-
,,+ - 45:52:39,15.0,15,Sky Procycling,",, 11:25",11,2011,-
,,+ - 45:52:39,16.0,16,Movistar Team,16:42 16:42,11,2011,-
,,+ - 45:52:39,17.0,17,Vacansoleil - DCM,18:26 18:26,11,2011,-
,,+ - 45:52:39,18.0,18,BMC Racing Team,18:36 18:36,11,2011,-
,,+ - 45:52:39,19.0,19,FDJ,20:44 20:44,11,2011,-
,,+ - 45:52:39,20.0,20,Saxo Bank - Sungard,23:46 23:46,11,2011,-
,,+ - 45:52:39,21.0,21,Lampre - ISD,26:45 26:45,11,2011,-
,,+ - 45:52:39,22.0,22,Saur - Sojasun,36:16 36:16,11,2011,-
,,+ - 51:54:44,2.0,1,Leopard Trek,155:09:18 155:09:18,12,2011,▲1
,,+ - 51:54:44,1.0,2,Team Europcar,1:05 1:05,12,2011,▼1
,,+ - 51:54:44,6.0,3,AG2R La Mondiale,2:21 2:21,12,2011,▲3
,,+ - 51:54:44,3.0,4,RadioShack,4:08 4:08,12,2011,▼1
,,+ - 51:54:44,7.0,5,Team Katusha,5:03 5:03,12,2011,▲2
,,+ - 51:54:44,5.0,6,Team Garmin - Cervélo,7:32 7:32,12,2011,▼1
,,+ - 51:54:44,11.0,7,Euskaltel - Euskadi,14:02 14:02,12,2011,▲4
,,+ - 51:54:44,15.0,8,Sky Procycling,16:10 16:10,12,2011,▲7
,,+ - 51:54:44,12.0,9,"Cofidis, le Crédit en Ligne",19:40 19:40,12,2011,▲3
,,+ - 51:54:44,9.0,10,Quickstep Cycling Team,24:01 24:01,12,2011,▼1
,,+ - 51:54:44,8.0,11,HTC - High Road,24:52 24:52,12,2011,▼3
,,+ - 51:54:44,19.0,12,FDJ,25:15 25:15,12,2011,▲7
,,+ - 51:54:44,20.0,13,Saxo Bank - Sungard,25:31 25:31,12,2011,▲7
,,+ - 51:54:44,10.0,14,Omega Pharma-Lotto,26:03 26:03,12,2011,▼4
,,+ - 51:54:44,4.0,15,Rabobank Cycling Team,29:02 29:02,12,2011,▼11
,,+ - 51:54:44,18.0,16,BMC Racing Team,34:02 34:02,12,2011,▲2
,,+ - 51:54:44,13.0,17,Pro Team Astana,34:16 34:16,12,2011,▼4
,,+ - 51:54:44,14.0,18,Liquigas - Cannondale,40:42 40:42,12,2011,▼4
,,+ - 51:54:44,22.0,19,Saur - Sojasun,42:08 42:08,12,2011,▲3
,,+ - 51:54:44,17.0,20,Vacansoleil - DCM,43:12 43:12,12,2011,▼3
,,+ - 51:54:44,21.0,21,Lampre - ISD,50:16 50:16,12,2011,-
,,+ - 51:54:44,16.0,22,Movistar Team,1:06:59 1:06:59,12,2011,▼6
,,+ - 55:49:57,6.0,1,Team Garmin - Cervélo,166:54:52 166:54:52,13,2011,▲5
,,+ - 55:49:57,1.0,2,Leopard Trek,",, ,,",13,2011,▼1
,,+ - 55:49:57,2.0,3,Team Europcar,1:25 1:25,13,2011,▼1
,,+ - 55:49:57,3.0,4,AG2R La Mondiale,2:26 2:26,13,2011,▼1
,,+ - 55:49:57,5.0,5,Team Katusha,2:39 2:39,13,2011,-
,,+ - 55:49:57,4.0,6,RadioShack,4:28 4:28,13,2011,▼2
,,+ - 55:49:57,9.0,7,"Cofidis, le Crédit en Ligne",12:18 12:18,13,2011,▲2
,,+ - 55:49:57,8.0,8,Sky Procycling,13:41 13:41,13,2011,-
,,+ - 55:49:57,7.0,9,Euskaltel - Euskadi,14:07 14:07,13,2011,▼2
,,+ - 55:49:57,12.0,10,FDJ,18:09 18:09,13,2011,▲2
,,+ - 55:49:57,10.0,11,Quickstep Cycling Team,21:46 21:46,13,2011,▼1
,,+ - 55:49:57,11.0,12,HTC - High Road,22:20 22:20,13,2011,▼1
,,+ - 55:49:57,14.0,13,Omega Pharma-Lotto,25:19 25:19,13,2011,▲1
,,+ - 55:49:57,13.0,14,Saxo Bank - Sungard,25:51 25:51,13,2011,▼1
,,+ - 55:49:57,15.0,15,Rabobank Cycling Team,26:00 26:00,13,2011,-
,,+ - 55:49:57,16.0,16,BMC Racing Team,34:07 34:07,13,2011,-
,,+ - 55:49:57,17.0,17,Pro Team Astana,34:36 34:36,13,2011,-
,,+ - 55:49:57,18.0,18,Liquigas - Cannondale,40:47 40:47,13,2011,-
,,+ - 55:49:57,21.0,19,Lampre - ISD,48:00 48:00,13,2011,▲2
,,+ - 55:49:57,20.0,20,Vacansoleil - DCM,48:59 48:59,13,2011,-
,,+ - 55:49:57,19.0,21,Saur - Sojasun,49:49 49:49,13,2011,▼2
,,+ - 55:49:57,22.0,22,Movistar Team,1:07:19 1:07:19,13,2011,-
,,+ - 61:04:10,2.0,1,Leopard Trek,182:46:31 182:46:31,14,2011,▲1
,,+ - 61:04:10,3.0,2,Team Europcar,",, ,,",14,2011,▲1
,,+ - 61:04:10,4.0,3,AG2R La Mondiale,2:32 2:32,14,2011,▲1
,,+ - 61:04:10,1.0,4,Team Garmin - Cervélo,3:43 3:43,14,2011,▼3
,,+ - 61:04:10,5.0,5,Team Katusha,8:31 8:31,14,2011,-
,,+ - 61:04:10,7.0,6,"Cofidis, le Crédit en Ligne",14:14 14:14,14,2011,▲1
,,+ - 61:04:10,9.0,7,Euskaltel - Euskadi,16:28 16:28,14,2011,▲2
,,+ - 61:04:10,6.0,8,RadioShack,16:32 16:32,14,2011,▼2
,,+ - 61:04:10,8.0,9,Sky Procycling,27:49 27:49,14,2011,▼1
,,+ - 61:04:10,14.0,10,Saxo Bank - Sungard,28:39 28:39,14,2011,▲4
,,+ - 61:04:10,11.0,11,Quickstep Cycling Team,29:32 29:32,14,2011,-
,,+ - 61:04:10,10.0,12,FDJ,32:46 32:46,14,2011,▼2
,,+ - 61:04:10,13.0,13,Omega Pharma-Lotto,45:02 45:02,14,2011,-
,,+ - 61:04:10,16.0,14,BMC Racing Team,46:35 46:35,14,2011,▲2
,,+ - 61:04:10,12.0,15,HTC - High Road,47:44 47:44,14,2011,▼3
,,+ - 61:04:10,15.0,16,Rabobank Cycling Team,49:34 49:34,14,2011,▼1
,,+ - 61:04:10,17.0,17,Pro Team Astana,54:54 54:54,14,2011,-
,,+ - 61:04:10,21.0,18,Saur - Sojasun,1:08:09 1:08:09,14,2011,▲3
,,+ - 61:04:10,18.0,19,Liquigas - Cannondale,1:08:54 1:08:54,14,2011,▼1
,,+ - 61:04:10,20.0,20,Vacansoleil - DCM,1:13:40 1:13:40,14,2011,-
,,+ - 61:04:10,19.0,21,Lampre - ISD,1:23:57 1:23:57,14,2011,▼2
,,+ - 61:04:10,22.0,22,Movistar Team,1:39:24 1:39:24,14,2011,-
,,+ - 65:24:34,1.0,1,Leopard Trek,195:47:43 195:47:43,15,2011,-
,,+ - 65:24:34,2.0,2,Team Europcar,",, ,,",15,2011,-
,,+ - 65:24:34,3.0,3,AG2R La Mondiale,2:32 2:32,15,2011,-
,,+ - 65:24:34,4.0,4,Team Garmin - Cervélo,3:43 3:43,15,2011,-
,,+ - 65:24:34,6.0,5,"Cofidis, le Crédit en Ligne",14:14 14:14,15,2011,▲1
,,+ - 65:24:34,7.0,6,Euskaltel - Euskadi,16:28 16:28,15,2011,▲1
,,+ - 65:24:34,9.0,7,Sky Procycling,27:49 27:49,15,2011,▲2
,,+ - 65:24:34,11.0,8,Quickstep Cycling Team,29:32 29:32,15,2011,▲3
,,+ - 65:24:34,12.0,9,FDJ,32:46 32:46,15,2011,▲3
