Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
25,148,20,,Veilleux David,1,Team Europcar,,1,2013
27,155,12,,Meersman Gianni,2,Omega Pharma - Quick-Step,,1,2013
23,55,10,,Slagter Tom-Jelte,3,Blanco Pro Cycling Team,,1,2013
28,6,8,,Porte Richie,4,Sky Procycling,,1,2013
28,1,6,,Froome Christopher,5,Sky Procycling,,1,2013
24,176,5,,Madrazo \xc1ngel,6,Movistar Team,,1,2013
28,31,4,,Fuglsang Jakob,7,Astana Pro Team,,1,2013
24,194,3,,Damuseau Thomas,8,Team Argos - Shimano,,1,2013
33,171,3,,Valverde Alejandro,9,Movistar Team,,1,2013
25,64,2,,Gallopin Tony,10,RadioShack - Leopard,,1,2013
25,211,1,,K\xf6nig Leopold,11,Team NetApp \u2013 Endura,,1,2013
25,104,1,,Garcia Ricardo,12,Euskaltel - Euskadi,,1,2013
27,155,24,2.0,Meersman Gianni,1,Omega Pharma - Quick-Step,\u25b21,2,2013
25,148,20,1.0,Veilleux David,2,Team Europcar,\u25bc1,2,2013
24,168,15,,Viviani Elia,3,Cannondale Pro Cycling Team,-,2,2013
25,64,12,10.0,Gallopin Tony,4,RadioShack - Leopard,\u25b26,2,2013
23,55,10,3.0,Slagter Tom-Jelte,5,Blanco Pro Cycling Team,\u25bc2,2,2013
28,6,8,4.0,Porte Richie,6,Sky Procycling,\u25bc2,2,2013
24,197,8,,Janse van Rensburg Reinardt,7,Team Argos - Shimano,-,2,2013
28,1,6,5.0,Froome Christopher,8,Sky Procycling,\u25bc3,2,2013
32,135,6,,Geslin Anthony,9,FDJ.fr,-,2,2013
28,215,5,,Mendes Jos\xe9,10,Team NetApp \u2013 Endura,-,2,2013
24,176,5,6.0,Madrazo \xc1ngel,11,Movistar Team,\u25bc5,2,2013
24,204,5,,Fonseca Armindo,12,Bretagne - S\xe9ch\xe9 Environnement,-,2,2013
24,194,4,8.0,Damuseau Thomas,13,Team Argos - Shimano,\u25bc5,2,2013
28,31,4,7.0,Fuglsang Jakob,14,Astana Pro Team,\u25bc7,2,2013
34,56,4,,Tankink Bram,15,Blanco Pro Cycling Team,-,2,2013
28,205,3,,Gerard Arnaud,16,Bretagne - S\xe9ch\xe9 Environnement,-,2,2013
21,191,3,,Barguil Warren,17,Team Argos - Shimano,-,2,2013
33,171,3,9.0,Valverde Alejandro,18,Movistar Team,\u25bc9,2,2013
35,183,2,,Flecha Juan Antonio,19,Vacansoleil - DCM,-,2,2013
25,211,1,11.0,K\xf6nig Leopold,20,Team NetApp \u2013 Endura,\u25bc9,2,2013
26,77,1,,Sulzberger Wesley,21,Orica GreenEDGE,-,2,2013
25,104,1,12.0,Garcia Ricardo,22,Euskaltel - Euskadi,\u25bc10,2,2013
