Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,UCI,\u25bc\u25b2,stage,year
24,74,13,+4:39,1.0,Kwiatkowski Michal,3,Omega Pharma - Quick-Step,1:38 1:38,,\u25bc2,10,2014
23,106,27,+15:19,4.0,Dumoulin Tom,4,Team Giant - Shimano,12:18 12:18,,-,10,2014
25,98,41,+40:42,6.0,Slagter Tom-Jelte,5,Garmin Sharp,37:41 37:41,,\u25b21,10,2014
24,51,42,+41:08,5.0,Sagan Peter,6,Cannondale,38:07 38:07,,\u25bc1,10,2014
25,16,60,+54:43,7.0,Izagirre Ion,7,Movistar Team,51:42 51:42,,-,10,2014
25,116,73,+1:01:46,9.0,Oliveira Nelson,8,Lampre - Merida,58:45 58:45,,\u25b21,10,2014
25,95,84,+1:06:09,13.0,King Benjamin,9,Garmin Sharp,1:03:08 1:03:08,,\u25b24,10,2014
24,79,91,+1:08:28,8.0,Trentin Matteo,10,Omega Pharma - Quick-Step,1:05:27 1:05:27,,\u25bc2,10,2014
23,14,96,+1:10:39,11.0,Herrada Jes\xfas,11,Movistar Team,1:07:38 1:07:38,,-,10,2014
24,176,109,+1:18:44,16.0,Molard Rudy,12,"Cofidis, Solutions Cr\xe9dits",1:15:43 1:15:43,,\u25b24,10,2014
21,189,113,+1:20:06,10.0,Yates Simon,13,Orica GreenEDGE,1:17:05 1:17:05,,\u25bc3,10,2014
25,198,115,+1:20:34,12.0,Reichenbach Sebastien,14,IAM Cycling,1:17:33 1:17:33,,\u25bc2,10,2014
22,153,124,+1:24:54,14.0,Coquard Bryan,15,Team Europcar,1:21:53 1:21:53,,\u25bc1,10,2014
23,184,126,+1:25:50,15.0,Durbridge Luke,16,Orica GreenEDGE,1:22:49 1:22:49,,\u25bc1,10,2014
24,213,130,+1:30:04,17.0,Delaplace Anthony,17,Bretagne - S\xe9ch\xe9 Environnement,1:27:03 1:27:03,,-,10,2014
25,104,143,+1:38:25,18.0,Degenkolb John,18,Team Giant - Shimano,1:35:24 1:35:24,,-,10,2014
24,34,151,+1:43:14,19.0,Majka Rafa\u0142,19,Tinkoff - Saxo,1:40:13 1:40:13,,-,10,2014
25,215,157,+1:46:50,20.0,Fonseca Armindo,20,Bretagne - S\xe9ch\xe9 Environnement,1:43:49 1:43:49,,-,10,2014
25,203,165,+1:50:59,26.0,de la Cruz David,21,Team NetApp \u2013 Endura,1:47:58 1:47:58,,\u25b25,10,2014
25,218,168,+1:52:05,21.0,Jarrier Benoit,22,Bretagne - S\xe9ch\xe9 Environnement,1:49:04 1:49:04,,\u25bc1,10,2014
23,177,176,+1:56:45,22.0,Petit Adrien,23,"Cofidis, Solutions Cr\xe9dits",1:53:44 1:53:44,,\u25bc1,10,2014
24,112,177,+1:57:55,24.0,Cimolai Davide,24,Lampre - Merida,1:54:54 1:54:54,,-,10,2014
22,121,178,+1:59:03,23.0,D\xe9mare Arnaud,25,FDJ.fr,1:56:02 1:56:02,,\u25bc2,10,2014
25,59,179,+2:07:09,25.0,Viviani Elia,26,Cannondale,2:04:08 2:04:08,,\u25bc1,10,2014
23,82,4,+3:01,1.0,Bardet Romain,1,AG2R La Mondiale,47:02:24 47:02:24,,-,11,2014
24,127,6,+3:47,2.0,Pinot Thibaut,2,FDJ.fr,0:46 0:46,,-,11,2014
24,74,12,+4:39,3.0,Kwiatkowski Michal,3,Omega Pharma - Quick-Step,1:38 1:38,,-,11,2014
23,106,27,+15:43,4.0,Dumoulin Tom,4,Team Giant - Shimano,12:42 12:42,,-,11,2014
24,51,35,+41:08,6.0,Sagan Peter,5,Cannondale,38:07 38:07,,\u25b21,11,2014
25,98,51,+55:09,5.0,Slagter Tom-Jelte,6,Garmin Sharp,52:08 52:08,,\u25bc1,11,2014
25,16,54,+56:15,7.0,Izagirre Ion,7,Movistar Team,53:14 53:14,,-,11,2014
24,79,68,+1:08:28,10.0,Trentin Matteo,8,Omega Pharma - Quick-Step,1:05:27 1:05:27,,\u25b22,11,2014
23,14,78,+1:18:53,11.0,Herrada Jes\xfas,9,Movistar Team,1:15:52 1:15:52,,\u25b22,11,2014
25,116,80,+1:20:11,8.0,Oliveira Nelson,10,Lampre - Merida,1:17:10 1:17:10,,\u25bc2,11,2014
24,176,82,+1:20:20,12.0,Molard Rudy,11,"Cofidis, Solutions Cr\xe9dits",1:17:19 1:17:19,,\u25b21,11,2014
25,198,90,+1:23:01,14.0,Reichenbach Sebastien,12,IAM Cycling,1:20:00 1:20:00,,\u25b22,11,2014
25,95,95,+1:24:34,9.0,King Benjamin,13,Garmin Sharp,1:21:33 1:21:33,,\u25bc4,11,2014
22,153,101,+1:26:30,15.0,Coquard Bryan,14,Team Europcar,1:23:29 1:23:29,,\u25b21,11,2014
23,184,105,+1:27:26,16.0,Durbridge Luke,15,Orica GreenEDGE,1:24:25 1:24:25,,\u25b21,11,2014
21,189,114,+1:31:02,13.0,Yates Simon,16,Orica GreenEDGE,1:28:01 1:28:01,,\u25bc3,11,2014
25,104,124,+1:38:25,18.0,Degenkolb John,17,Team Giant - Shimano,1:35:24 1:35:24,,\u25b21,11,2014
24,34,130,+1:43:14,19.0,Majka Rafa\u0142,18,Tinkoff - Saxo,1:40:13 1:40:13,,\u25b21,11,2014
24,213,136,+1:48:29,17.0,Delaplace Anthony,19,Bretagne - S\xe9ch\xe9 Environnement,1:45:28 1:45:28,,\u25bc2,11,2014
25,203,151,+1:59:13,21.0,de la Cruz David,20,Team NetApp \u2013 Endura,1:56:12 1:56:12,,\u25b21,11,2014
25,215,158,+2:05:15,20.0,Fonseca Armindo,21,Bretagne - S\xe9ch\xe9 Environnement,2:02:14 2:02:14,,\u25bc1,11,2014
25,218,166,+2:10:30,22.0,Jarrier Benoit,22,Bretagne - S\xe9ch\xe9 Environnement,2:07:29 2:07:29,,-,11,2014
23,177,173,+2:15:10,23.0,Petit Adrien,23,"Cofidis, Solutions Cr\xe9dits",2:12:09 2:12:09,,-,11,2014
24,112,176,+2:18:21,24.0,Cimolai Davide,24,Lampre - Merida,2:15:20 2:15:20,,-,11,2014
22,121,177,+2:19:29,25.0,D\xe9mare Arnaud,25,FDJ.fr,2:16:28 2:16:28,,-,11,2014
25,59,178,+2:27:35,26.0,Viviani Elia,26,Cannondale,2:24:34 2:24:34,,-,11,2014
23,82,4,+3:01,1.0,Bardet Romain,1,AG2R La Mondiale,51:34:35 51:34:35,,-,12,2014
24,127,5,+3:47,2.0,Pinot Thibaut,2,FDJ.fr,0:46 0:46,,-,12,2014
24,74,11,+4:39,3.0,Kwiatkowski Michal,3,Omega Pharma - Quick-Step,1:38 1:38,,-,12,2014
23,106,27,+17:17,4.0,Dumoulin Tom,4,Team Giant - Shimano,14:16 14:16,,-,12,2014
24,51,34,+41:08,5.0,Sagan Peter,5,Cannondale,38:07 38:07,,-,12,2014
25,98,53,+59:10,6.0,Slagter Tom-Jelte,6,Garmin Sharp,56:09 56:09,,-,12,2014
25,16,60,+1:03:29,7.0,Izagirre Ion,7,Movistar Team,1:00:28 1:00:28,,-,12,2014
24,79,63,+1:08:58,8.0,Trentin Matteo,8,Omega Pharma - Quick-Step,1:05:27 1:05:27,,-,12,2014
24,176,78,+1:21:54,11.0,Molard Rudy,9,"Cofidis, Solutions Cr\xe9dits",1:18:53 1:18:53,,\u25b22,12,2014
25,198,82,+1:23:01,12.0,Reichenbach Sebastien,10,IAM Cycling,1:20:00 1:20:00,,\u25b22,12,2014
25,95,89,+1:26:08,13.0,King Benjamin,11,Garmin Sharp,1:23:07 1:23:07,,\u25b22,12,2014
22,153,93,+1:26:30,14.0,Coquard Bryan,12,Team Europcar,1:23:29 1:23:29,,\u25b22,12,2014
23,14,101,+1:29:05,9.0,Herrada Jes\xfas,13,Movistar Team,1:26:04 1:26:04,,\u25bc4,12,2014
25,116,105,+1:30:23,10.0,Oliveira Nelson,14,Lampre - Merida,1:27:22 1:27:22,,\u25bc4,12,2014
21,189,111,+1:33:26,16.0,Yates Simon,15,Orica GreenEDGE,1:30:25 1:30:25,,\u25b21,12,2014
23,184,117,+1:37:38,15.0,Durbridge Luke,16,Orica GreenEDGE,1:34:37 1:34:37,,\u25bc1,12,2014
25,104,118,+1:38:25,17.0,Degenkolb John,17,Team Giant - Shimano,1:35:24 1:35:24,,-,12,2014
24,213,129,+1:48:29,19.0,Delaplace Anthony,18,Bretagne - S\xe9ch\xe9 Environnement,1:45:28 1:45:28,,\u25b21,12,2014
24,34,130,+1:48:54,18.0,Majka Rafa\u0142,19,Tinkoff - Saxo,1:45:53 1:45:53,,\u25bc1,12,2014
25,215,148,+2:05:15,21.0,Fonseca Armindo,20,Bretagne - S\xe9ch\xe9 Environnement,2:02:14 2:02:14,,\u25b21,12,2014
25,218,158,+2:11:50,22.0,Jarrier Benoit,21,Bretagne - S\xe9ch\xe9 Environnement,2:08:49 2:08:49,,\u25b21,12,2014
22,121,168,+2:19:29,25.0,D\xe9mare Arnaud,22,FDJ.fr,2:16:28 2:16:28,,\u25b23,12,2014
23,177,170,+2:20:21,23.0,Petit Adrien,23,"Cofidis, Solutions Cr\xe9dits",2:17:20 2:17:20,,-,12,2014
25,59,175,+2:27:35,26.0,Viviani Elia,24,Cannondale,2:24:34 2:24:34,,\u25b22,12,2014
24,112,176,+2:28:33,24.0,Cimolai Davide,25,Lampre - Merida,2:25:32 2:25:32,,\u25bc1,12,2014
23,82,3,+4:24,1.0,Bardet Romain,1,AG2R La Mondiale,56:48:27 56:48:27,,-,13,2014
24,127,4,+4:40,2.0,Pinot Thibaut,2,FDJ.fr,0:16 0:16,,-,13,2014
24,74,11,+8:51,3.0,Kwiatkowski Michal,3,Omega Pharma - Quick-Step,4:27 4:27,,-,13,2014
23,106,30,+42:14,4.0,Dumoulin Tom,4,Team Giant - Shimano,37:50 37:50,,-,13,2014
24,51,50,+1:19:46,5.0,Sagan Peter,5,Cannondale,1:15:22 1:15:22,,-,13,2014
25,16,52,+1:25:28,7.0,Izagirre Ion,6,Movistar Team,1:21:04 1:21:04,,\u25b21,13,2014
25,98,56,+1:31:32,6.0,Slagter Tom-Jelte,7,Garmin Sharp,1:27:08 1:27:08,,\u25bc1,13,2014
24,176,65,+1:39:42,9.0,Molard Rudy,8,"Cofidis, Solutions Cr\xe9dits",1:35:18 1:35:18,,\u25b21,13,2014
25,95,66,+1:39:43,11.0,King Benjamin,9,Garmin Sharp,1:35:19 1:35:19,,\u25b22,13,2014
24,34,74,+1:49:04,19.0,Majka Rafa\u0142,10,Tinkoff - Saxo,1:44:40 1:44:40,,\u25b29,13,2014
24,79,76,+1:49:40,8.0,Trentin Matteo,11,Omega Pharma - Quick-Step,1:45:16 1:45:16,,\u25bc3,13,2014
25,198,81,+1:55:23,10.0,Reichenbach Sebastien,12,IAM Cycling,1:50:59 1:50:59,,\u25bc2,13,2014
23,14,94,+2:01:27,13.0,Herrada Jes\xfas,13,Movistar Team,1:57:03 1:57:03,,-,13,2014
22,153,99,+2:05:08,12.0,Coquard Bryan,14,Team Europcar,2:00:44 2:00:44,,\u25bc2,13,2014
24,213,102,+2:06:17,18.0,Delaplace Anthony,15,Bretagne - S\xe9ch\xe9 Environnement,2:01:53 2:01:53,,\u25b23,13,2014
25,116,109,+2:09:01,14.0,Oliveira Nelson,16,Lampre - Merida,2:04:37 2:04:37,,\u25bc2,13,2014
21,189,116,+2:12:04,15.0,Yates Simon,17,Orica GreenEDGE,2:07:40 2:07:40,,\u25bc2,13,2014
23,184,120,+2:16:16,16.0,Durbridge Luke,18,Orica GreenEDGE,2:11:52 2:11:52,,\u25bc2,13,2014
25,104,123,+2:18:35,17.0,Degenkolb John,19,Team Giant - Shimano,2:14:11 2:14:11,,\u25bc2,13,2014
25,215,143,+2:39:11,20.0,Fonseca Armindo,20,Bretagne - S\xe9ch\xe9 Environnement,2:34:47 2:34:47,,-,13,2014
25,218,156,+2:51:05,21.0,Jarrier Benoit,21,Bretagne - S\xe9ch\xe9 Environnement,2:46:41 2:46:41,,-,13,2014
22,121,165,+2:58:07,22.0,D\xe9mare Arnaud,22,FDJ.fr,2:53:43 2:53:43,,-,13,2014
23,177,167,+2:58:59,23.0,Petit Adrien,23,"Cofidis, Solutions Cr\xe9dits",2:54:35 2:54:35,,-,13,2014
25,59,169,+3:06:13,24.0,Viviani Elia,24,Cannondale,3:01:49 3:01:49,,-,13,2014
24,112,172,+3:09:15,25.0,Cimolai Davide,25,Lampre - Merida,3:04:51 3:04:51,,-,13,2014
23,82,3,+4:50,1.0,Bardet Romain,1,AG2R La Mondiale,61:57:44 61:57:44,,-,14,2014
24,127,4,+5:06,2.0,Pinot Thibaut,2,FDJ.fr,0:16 0:16,,-,14,2014
24,74,17,+19:24,3.0,Kwiatkowski Michal,3,Omega Pharma - Quick-Step,14:34 14:34,,-,14,2014
23,106,30,+52:08,4.0,Dumoulin Tom,4,Team Giant - Shimano,47:18 47:18,,-,14,2014
25,16,45,+1:27:22,6.0,Izagirre Ion,5,Movistar Team,1:22:32 1:22:32,,\u25b21,14,2014
24,51,54,+1:41:03,5.0,Sagan Peter,6,Cannondale,1:36:13 1:36:13,,\u25bc1,14,2014
25,95,57,+1:48:14,9.0,King Benjamin,7,Garmin Sharp,1:43:24 1:43:24,,\u25b22,14,2014
24,34,58,+1:48:40,10.0,Majka Rafa\u0142,8,Tinkoff - Saxo,1:43:50 1:43:50,,\u25b22,14,2014
24,176,60,+1:52:17,8.0,Molard Rudy,9,"Cofidis, Solutions Cr\xe9dits",1:47:27 1:47:27,,\u25bc1,14,2014
25,98,66,+1:56:32,7.0,Slagter Tom-Jelte,10,Garmin Sharp,1:51:42 1:51:42,,\u25bc3,14,2014
23,14,78,+2:11:30,13.0,Herrada Jes\xfas,11,Movistar Team,2:06:40 2:06:40,,\u25b22,14,2014
21,189,80,+2:15:05,17.0,Yates Simon,12,Orica GreenEDGE,2:10:15 2:10:15,,\u25b25,14,2014
24,79,81,+2:16:23,11.0,Trentin Matteo,13,Omega Pharma - Quick-Step,2:11:33 2:11:33,,\u25bc2,14,2014
25,198,90,+2:20:23,12.0,Reichenbach Sebastien,14,IAM Cycling,2:15:33 2:15:33,,\u25bc2,14,2014
22,153,102,+2:30:08,14.0,Coquard Bryan,15,Team Europcar,2:25:18 2:25:18,,\u25bc1,14,2014
24,213,104,+2:31:17,15.0,Delaplace Anthony,16,Bretagne - S\xe9ch\xe9 Environnement,2:26:27 2:26:27,,\u25bc1,14,2014
25,116,112,+2:34:01,16.0,Oliveira Nelson,17,Lampre - Merida,2:29:11 2:29:11,,\u25bc1,14,2014
23,184,121,+2:41:16,18.0,Durbridge Luke,18,Orica GreenEDGE,2:36:26 2:36:26,,-,14,2014
25,104,126,+2:45:51,19.0,Degenkolb John,19,Team Giant - Shimano,2:41:01 2:41:01,,-,14,2014
25,215,141,+3:04:11,20.0,Fonseca Armindo,20,Bretagne - S\xe9ch\xe9 Environnement,2:59:21 2:59:21,,-,14,2014
25,218,156,+3:18:21,21.0,Jarrier Benoit,21,Bretagne - S\xe9ch\xe9 Environnement,3:13:31 3:13:31,,-,14,2014
22,121,164,+3:25:33,22.0,D\xe9mare Arnaud,22,FDJ.fr,3:20:43 3:20:43,,-,14,2014
23,177,165,+3:26:15,23.0,Petit Adrien,23,"Cofidis, Solutions Cr\xe9dits",3:21:25 3:21:25,,-,14,2014
25,59,167,+3:33:29,24.0,Viviani Elia,24,Cannondale,3:28:39 3:28:39,,-,14,2014
24,112,170,+3:36:31,25.0,Cimolai Davide,25,Lampre - Merida,3:31:41 3:31:41,,-,14,2014
23,82,3,+4:50,1.0,Bardet Romain,1,AG2R La Mondiale,66:54:27 66:54:27,,-,15,2014
24,127,4,+5:06,2.0,Pinot Thibaut,2,FDJ.fr,0:16 0:16,,-,15,2014
24,74,16,+19:24,3.0,Kwiatkowski Michal,3,Omega Pharma - Quick-Step,14:34 14:34,,-,15,2014
23,106,30,+52:36,4.0,Dumoulin Tom,4,Team Giant - Shimano,47:46 47:46,,-,15,2014
25,16,44,+1:28:11,5.0,Izagirre Ion,5,Movistar Team,1:23:21 1:23:21,,-,15,2014
24,51,52,+1:41:03,6.0,Sagan Peter,6,Cannondale,1:36:13 1:36:13,,-,15,2014
25,95,57,+1:50:19,7.0,King Benjamin,7,Garmin Sharp,1:45:29 1:45:29,,-,15,2014
24,34,58,+1:51:13,8.0,Majka Rafa\u0142,8,Tinkoff - Saxo,1:46:23 1:46:23,,-,15,2014
24,176,62,+1:54:12,9.0,Molard Rudy,9,"Cofidis, Solutions Cr\xe9dits",1:49:22 1:49:22,,-,15,2014
25,98,66,+1:59:05,10.0,Slagter Tom-Jelte,10,Garmin Sharp,1:54:15 1:54:15,,-,15,2014
23,14,77,+2:11:30,11.0,Herrada Jes\xfas,11,Movistar Team,2:06:40 2:06:40,,-,15,2014
24,79,81,+2:16:41,13.0,Trentin Matteo,12,Omega Pharma - Quick-Step,2:11:51 2:11:51,,\u25b21,15,2014
21,189,83,+2:17:10,12.0,Yates Simon,13,Orica GreenEDGE,2:12:20 2:12:20,,\u25bc1,15,2014
22,153,97,+2:30:08,15.0,Coquard Bryan,14,Team Europcar,2:25:18 2:25:18,,\u25b21,15,2014
24,213,100,+2:31:17,16.0,Delaplace Anthony,15,Bretagne - S\xe9ch\xe9 Environnement,2:26:27 2:26:27,,\u25b21,15,2014
25,198,105,+2:32:43,14.0,Reichenbach Sebastien,16,IAM Cycling,2:27:53 2:27:53,,\u25bc2,15,2014
25,116,108,+2:34:01,17.0,Oliveira Nelson,17,Lampre - Merida,2:29:11 2:29:11,,-,15,2014
23,184,120,+2:43:21,18.0,Durbridge Luke,18,Orica GreenEDGE,2:38:31 2:38:31,,-,15,2014
25,104,126,+2:47:56,19.0,Degenkolb John,19,Team Giant - Shimano,2:43:06 2:43:06,,-,15,2014
25,215,145,+3:09:33,20.0,Fonseca Armindo,20,Bretagne - S\xe9ch\xe9 Environnement,3:04:43 3:04:43,,-,15,2014
25,218,152,+3:18:39,21.0,Jarrier Benoit,21,Bretagne - S\xe9ch\xe9 Environnement,3:13:49 3:13:49,,-,15,2014
22,121,164,+3:30:52,22.0,D\xe9mare Arnaud,22,FDJ.fr,3:26:02 3:26:02,,-,15,2014
23,177,165,+3:31:01,23.0,Petit Adrien,23,"Cofidis, Solutions Cr\xe9dits",3:26:11 3:26:11,,-,15,2014
25,59,169,+3:38:51,24.0,Viviani Elia,24,Cannondale,3:34:01 3:34:01,,-,15,2014
24,112,170,+3:48:51,25.0,Cimolai Davide,25,Lampre - Merida,3:44:01 3:44:01,,-,15,2014
24,127,3,+5:06,2.0,Pinot Thibaut,1,FDJ.fr,73:10:25 73:10:25,,\u25b21,16,2014
23,82,5,+6:40,1.0,Bardet Romain,2,AG2R La Mondiale,1:34 1:34,,\u25bc1,16,2014
24,74,9,+11:28,3.0,Kwiatkowski Michal,3,Omega Pharma - Quick-Step,6:22 6:22,,-,16,2014
23,106,30,+1:00:25,4.0,Dumoulin Tom,4,Team Giant - Shimano,55:19 55:19,,-,16,2014
25,16,39,+1:28:51,5.0,Izagirre Ion,5,Movistar Team,1:23:45 1:23:45,,-,16,2014
25,98,51,+1:52:44,10.0,Slagter Tom-Jelte,6,Garmin Sharp,1:47:38 1:47:38,,\u25b24,16,2014
24,51,56,+1:59:18,6.0,Sagan Peter,7,Cannondale,1:54:12 1:54:12,,\u25bc1,16,2014
25,95,58,+2:02:31,7.0,King Benjamin,8,Garmin Sharp,1:57:25 1:57:25,,\u25bc1,16,2014
24,176,61,+2:06:24,9.0,Molard Rudy,9,"Cofidis, Solutions Cr\xe9dits",2:01:18 2:01:18,,-,16,2014
24,34,63,+2:07:14,8.0,Majka Rafa\u0142,10,Tinkoff - Saxo,2:02:08 2:02:08,,\u25bc2,16,2014
23,14,78,+2:23:15,11.0,Herrada Jes\xfas,11,Movistar Team,2:18:09 2:18:09,,-,16,2014
24,213,82,+2:27:32,15.0,Delaplace Anthony,12,Bretagne - S\xe9ch\xe9 Environnement,2:22:26 2:22:26,,\u25b23,16,2014
24,79,88,+2:34:56,12.0,Trentin Matteo,13,Omega Pharma - Quick-Step,2:29:50 2:29:50,,\u25bc1,16,2014
25,198,92,+2:40:32,16.0,Reichenbach Sebastien,14,IAM Cycling,2:35:26 2:35:26,,\u25b22,16,2014
22,153,102,+2:46:09,14.0,Coquard Bryan,15,Team Europcar,2:41:03 2:41:03,,\u25bc1,16,2014
25,116,103,+2:46:13,17.0,Oliveira Nelson,16,Lampre - Merida,2:41:07 2:41:07,,\u25b21,16,2014
23,184,122,+3:01:36,18.0,Durbridge Luke,17,Orica GreenEDGE,2:56:30 2:56:30,,\u25b21,16,2014
25,104,126,+3:06:11,19.0,Degenkolb John,18,Team Giant - Shimano,3:01:05 3:01:05,,\u25b21,16,2014
25,215,140,+3:21:45,20.0,Fonseca Armindo,19,Bretagne - S\xe9ch\xe9 Environnement,3:16:39 3:16:39,,\u25b21,16,2014
25,218,152,+3:36:54,21.0,Jarrier Benoit,20,Bretagne - S\xe9ch\xe9 Environnement,3:31:48 3:31:48,,\u25b21,16,2014
22,121,162,+3:49:07,22.0,D\xe9mare Arnaud,21,FDJ.fr,3:44:01 3:44:01,,\u25b21,16,2014
23,177,163,+3:49:16,23.0,Petit Adrien,22,"Cofidis, Solutions Cr\xe9dits",3:44:10 3:44:10,,\u25b21,16,2014
25,59,167,+3:57:06,24.0,Viviani Elia,23,Cannondale,3:52:00 3:52:00,,\u25b21,16,2014
24,112,168,+4:07:06,25.0,Cimolai Davide,24,Lampre - Merida,4:02:00 4:02:00,,\u25b21,16,2014
24,127,3,+6:00,1.0,Pinot Thibaut,1,FDJ.fr,76:47:28 76:47:28,,-,17,2014
23,82,5,+7:34,2.0,Bardet Romain,2,AG2R La Mondiale,1:34 1:34,,-,17,2014
24,74,20,+36:41,3.0,Kwiatkowski Michal,3,Omega Pharma - Quick-Step,30:41 30:41,,-,17,2014
23,106,30,+1:16:28,4.0,Dumoulin Tom,4,Team Giant - Shimano,1:10:28 1:10:28,,-,17,2014
25,16,35,+1:29:55,5.0,Izagirre Ion,5,Movistar Team,1:23:55 1:23:55,,-,17,2014
24,34,52,+2:06:38,10.0,Majka Rafa\u0142,6,Tinkoff - Saxo,2:00:38 2:00:38,,\u25b24,17,2014
25,95,55,+2:16:02,8.0,King Benjamin,7,Garmin Sharp,2:10:02 2:10:02,,\u25b21,17,2014
25,98,57,+2:19:44,6.0,Slagter Tom-Jelte,8,Garmin Sharp,2:13:44 2:13:44,,\u25bc2,17,2014
24,51,61,+2:22:14,7.0,Sagan Peter,9,Cannondale,2:16:14 2:16:14,,\u25bc2,17,2014
24,176,62,+2:22:27,9.0,Molard Rudy,10,"Cofidis, Solutions Cr\xe9dits",2:16:27 2:16:27,,\u25bc1,17,2014
23,14,64,+2:26:08,11.0,Herrada Jes\xfas,11,Movistar Team,2:20:08 2:20:08,,-,17,2014
24,213,79,+2:43:35,12.0,Delaplace Anthony,12,Bretagne - S\xe9ch\xe9 Environnement,2:37:35 2:37:35,,-,17,2014
25,198,86,+2:54:03,14.0,Reichenbach Sebastien,13,IAM Cycling,2:48:03 2:48:03,,\u25b21,17,2014
25,116,90,+2:59:44,16.0,Oliveira Nelson,14,Lampre - Merida,2:53:44 2:53:44,,\u25b22,17,2014
24,79,92,+3:01:56,13.0,Trentin Matteo,15,Omega Pharma - Quick-Step,2:55:56 2:55:56,,\u25bc2,17,2014
22,153,104,+3:09:37,15.0,Coquard Bryan,16,Team Europcar,3:03:37 3:03:37,,\u25bc1,17,2014
23,184,120,+3:24:22,17.0,Durbridge Luke,17,Orica GreenEDGE,3:18:22 3:18:22,,-,17,2014
25,104,124,+3:28:57,18.0,Degenkolb John,18,Team Giant - Shimano,3:22:57 3:22:57,,-,17,2014
25,215,140,+3:48:45,19.0,Fonseca Armindo,19,Bretagne - S\xe9ch\xe9 Environnement,3:42:45 3:42:45,,-,17,2014
25,218,151,+4:03:54,20.0,Jarrier Benoit,20,Bretagne - S\xe9ch\xe9 Environnement,3:57:54 3:57:54,,-,17,2014
22,121,159,+4:16:07,21.0,D\xe9mare Arnaud,21,FDJ.fr,4:10:07 4:10:07,,-,17,2014
23,177,160,+4:16:26,22.0,Petit Adrien,22,"Cofidis, Solutions Cr\xe9dits",4:10:26 4:10:26,,-,17,2014
25,59,164,+4:24:06,23.0,Viviani Elia,23,Cannondale,4:18:06 4:18:06,,-,17,2014
24,112,165,+4:33:10,24.0,Cimolai Davide,24,Lampre - Merida,4:27:10 4:27:10,,-,17,2014
24,127,2,+7:10,1.0,Pinot Thibaut,1,FDJ.fr,80:52:55 80:52:55,,-,18,2014
23,82,5,+9:27,2.0,Bardet Romain,2,AG2R La Mondiale,2:17 2:17,,-,18,2014
24,74,26,+1:08:55,3.0,Kwiatkowski Michal,3,Omega Pharma - Quick-Step,1:01:45 1:01:45,,-,18,2014
23,106,35,+1:47:29,4.0,Dumoulin Tom,4,Team Giant - Shimano,1:40:19 1:40:19,,-,18,2014
25,16,40,+1:52:57,5.0,Izagirre Ion,5,Movistar Team,1:45:47 1:45:47,,-,18,2014
24,34,45,+2:07:50,6.0,Majka Rafa\u0142,6,Tinkoff - Saxo,2:00:40 2:00:40,,-,18,2014
24,176,52,+2:27:47,10.0,Molard Rudy,7,"Cofidis, Solutions Cr\xe9dits",2:20:37 2:20:37,,\u25b23,18,2014
25,95,54,+2:35:03,7.0,King Benjamin,8,Garmin Sharp,2:27:53 2:27:53,,\u25bc1,18,2014
25,98,56,+2:38:45,8.0,Slagter Tom-Jelte,9,Garmin Sharp,2:31:35 2:31:35,,\u25bc1,18,2014
24,51,63,+2:48:43,9.0,Sagan Peter,10,Cannondale,2:41:33 2:41:33,,\u25bc1,18,2014
23,14,64,+2:49:10,11.0,Herrada Jes\xfas,11,Movistar Team,2:42:00 2:42:00,,-,18,2014
25,198,81,+3:13:28,13.0,Reichenbach Sebastien,12,IAM Cycling,3:06:18 3:06:18,,\u25b21,18,2014
24,213,84,+3:14:36,12.0,Delaplace Anthony,13,Bretagne - S\xe9ch\xe9 Environnement,3:07:26 3:07:26,,\u25bc1,18,2014
25,116,87,+3:21:29,14.0,Oliveira Nelson,14,Lampre - Merida,3:14:19 3:14:19,,-,18,2014
24,79,98,+3:33:59,15.0,Trentin Matteo,15,Omega Pharma - Quick-Step,3:26:49 3:26:49,,-,18,2014
22,153,109,+3:40:34,16.0,Coquard Bryan,16,Team Europcar,3:33:24 3:33:24,,-,18,2014
23,184,120,+3:55:23,17.0,Durbridge Luke,17,Orica GreenEDGE,3:48:23 3:48:23,,-,18,2014
25,104,125,+4:01:00,18.0,Degenkolb John,18,Team Giant - Shimano,3:53:50 3:53:50,,-,18,2014
25,215,137,+4:19:46,19.0,Fonseca Armindo,19,Bretagne - S\xe9ch\xe9 Environnement,4:12:36 4:12:36,,-,18,2014
25,218,150,+4:34:55,20.0,Jarrier Benoit,20,Bretagne - S\xe9ch\xe9 Environnement,4:27:45 4:27:45,,-,18,2014
23,177,157,+4:47:35,22.0,Petit Adrien,21,"Cofidis, Solutions Cr\xe9dits",4:40:17 4:40:17,,\u25b21,18,2014
22,121,158,+4:48:11,21.0,D\xe9mare Arnaud,22,FDJ.fr,4:41:01 4:41:01,,\u25bc1,18,2014
25,59,162,+4:55:07,23.0,Viviani Elia,23,Cannondale,4:47:57 4:47:57,,-,18,2014
24,112,163,+5:05:24,24.0,Cimolai Davide,24,Lampre - Merida,4:58:14 4:58:14,,-,18,2014
24,127,2,+7:10,1.0,Pinot Thibaut,1,FDJ.fr,85:36:43 85:36:43,,-,19,2014
23,82,5,+9:27,2.0,Bardet Romain,2,AG2R La Mondiale,2:17 2:17,,-,19,2014
