Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
28,31.0,35,,Valverde Alejandro,1,Caisse d'Epargne,1,2008,
26,165.0,30,,Gilbert Philippe,2,Française des Jeux,1,2008,
28,145.0,26,,Pineau Jérôme,3,Bouygues Telecom,1,2008,
30,41.0,24,,Kirchen Kim,4,Team Columbia,1,2008,
24,171.0,22,,Riccò Riccardo,5*,Scott - American Beef,1,2008,
31,1.0,20,,Evans Cadel,5,Silence - Lotto,1,2008,
28,17.0,19,,Schleck Fränk,6,CSC ProTeam,1,2008,
27,128.0,18,,Lequatre Geoffroy,7,Agritubel,1,2008,
26,61.0,18,,Pozzato Filippo,8,Liquigas,1,2008,
32,133.0,17,,Freire Óscar,9,Rabobank ProTeam,1,2008,
30,37.0,16,,Pereiro Óscar,10,Caisse d'Epargne,1,2008,
31,198.0,15,,Millar David,11,Team Garmin - Chipotle,1,2008,
27,173.0,14,,Cobo Juan José,12,Scott - American Beef,1,2008,
29,93.0,13,,Carrara Matteo,13,Quickstep - Innergetic,1,2008,
33,11.0,12,,Sastre Carlos,14,CSC ProTeam,1,2008,
30,81.0,11,,Hushovd Thor,15,Crédit Agricole,1,2008,
27,13.0,10,,Cancellara Fabian,16,CSC ProTeam,1,2008,
23,16.0,9,,Schleck Andy,17,CSC ProTeam,1,2008,
32,191.0,8,,Vande Velde Christian,18,Team Garmin - Chipotle,1,2008,
32,166.0,8,,Jégou Lilian,19,Française des Jeux,1,2008,
30,27.0,7,,Sánchez Samuel,20,Euskaltel - Euskadi,1,2008,
26,111.0,6,,Schumacher Stefan,21,Gerolsteiner,1,2008,
26,26.0,6,,Pérez Rubén,22,Euskaltel - Euskadi,1,2008,
26,71.0,5,,Cunego Damiano,23,Lampre,1,2008,
37,151.0,4,,Zabel Erik,24,Milram,1,2008,
33,182.0,4,,Augé Stéphane,25,"Cofidis, le Crédit par Téléphone",1,2008,
27,92.0,3,,Barredo Carlos,26,Quickstep - Innergetic,1,2008,
28,22.0,2,,Astarloza Mikel,27,Euskaltel - Euskadi,1,2008,
37,62.0,1,,Beltrán Manuel,28,Liquigas,1,2008,
30,41.0,54,4,Kirchen Kim,1,Team Columbia,2,2008,▲3
28,31.0,49,1,Valverde Alejandro,2,Caisse d'Epargne,2,2008,▼1
30,81.0,46,15,Hushovd Thor,3,Crédit Agricole,2,2008,▲12
32,133.0,36,9,Freire Óscar,4,Rabobank ProTeam,2,2008,▲5
26,165.0,32,2,Gilbert Philippe,5,Française des Jeux,2,2008,▼3
27,173.0,27,12,Cobo Juan José,6,Scott - American Beef,2,2008,▲6
28,145.0,26,3,Pineau Jérôme,7,Bouygues Telecom,2,2008,▼4
37,151.0,26,24,Zabel Erik,8,Milram,2,2008,▲16
21,44.0,26,,Ciolek Gerald,9,Team Columbia,2,2008,-
31,58.0,26,,Hunter Robert,10,Barloworld,2,2008,-
31,1.0,25,5,Evans Cadel,11,Silence - Lotto,2,2008,▼6
24,171.0,22,5*,Riccò Riccardo,12*,Scott - American Beef,2,2008,-
24,147.0,20,,Trofimov Yuri,12,Bouygues Telecom,2,2008,-
28,17.0,19,6,Schleck Fränk,13,CSC ProTeam,2,2008,▼7
29,181.0,18,,Chavanel Sylvain,14,"Cofidis, le Crédit par Téléphone",2,2008,-
27,128.0,18,7,Lequatre Geoffroy,15,Agritubel,2,2008,▼8
26,61.0,18,8,Pozzato Filippo,16,Liquigas,2,2008,▼8
30,123.0,18,,Casper Jimmy,17,Agritubel,2,2008,-
30,27.0,17,20,Sánchez Samuel,18,Euskaltel - Euskadi,2,2008,▲2
29,105.0,17,,Elmiger Martin,19,AG2R La Mondiale,2,2008,-
30,37.0,16,10,Pereiro Óscar,20,Caisse d'Epargne,2,2008,▼10
23,16.0,16,17,Schleck Andy,21,CSC ProTeam,2,2008,▼4
28,186.0,16,,Duque Leonardo Fabio,22,"Cofidis, le Crédit par Téléphone",2,2008,-
31,198.0,15,11,Millar David,23,Team Garmin - Chipotle,2,2008,▼12
26,104.0,15,,Efimkin Vladimir,24,AG2R La Mondiale,2,2008,-
29,93.0,13,13,Carrara Matteo,25,Quickstep - Innergetic,2,2008,▼12
28,22.0,13,27,Astarloza Mikel,26,Euskaltel - Euskadi,2,2008,▲1
33,11.0,12,14,Sastre Carlos,27,CSC ProTeam,2,2008,▼13
24,197.0,12,,Maaskant Martijn,28,Team Garmin - Chipotle,2,2008,-
29,149.0,12,,Voeckler Thomas,29,Bouygues Telecom,2,2008,-
27,13.0,10,16,Cancellara Fabian,30,CSC ProTeam,2,2008,▼14
36,6.0,9,,McEwen Robbie,31,Silence - Lotto,2,2008,-
32,191.0,8,18,Vande Velde Christian,32,Team Garmin - Chipotle,2,2008,▼14
31,109.0,8,,Valjavec Tadej,33,AG2R La Mondiale,2,2008,-
32,166.0,8,19,Jégou Lilian,34,Française des Jeux,2,2008,▼15
26,111.0,6,21,Schumacher Stefan,35,Gerolsteiner,2,2008,▼14
31,85.0,6,,Fofonov Dmitriy,36,Crédit Agricole,2,2008,-
26,26.0,6,22,Pérez Rubén,37,Euskaltel - Euskadi,2,2008,▼15
26,71.0,5,23,Cunego Damiano,38,Lampre,2,2008,▼15
21,52.0,4,,Augustyn John-Lee,39,Barloworld,2,2008,-
33,182.0,4,25,Augé Stéphane,40,"Cofidis, le Crédit par Téléphone",2,2008,▼15
35,47.0,3,,Hincapie George,41,Team Columbia,2,2008,-
27,92.0,3,26,Barredo Carlos,42,Quickstep - Innergetic,2,2008,▼16
27,153.0,2,,Knees Christian,43,Milram,2,2008,-
28,127.0,2,,Lelay David,44,Agritubel,2,2008,-
37,62.0,1,28,Beltrán Manuel,45,Liquigas,2,2008,▼17
23,67.0,1,,Nibali Vincenzo,46,Liquigas,2,2008,-
30,41.0,69,1,Kirchen Kim,1,Team Columbia,3,2008,-
30,81.0,64,3,Hushovd Thor,2,Crédit Agricole,3,2008,▲1
32,133.0,55,4,Freire Óscar,3,Rabobank ProTeam,3,2008,▲1
28,31.0,49,2,Valverde Alejandro,4,Caisse d'Epargne,3,2008,▼2
38,151.0,46,8,Zabel Erik,5,Milram,3,2008,▲3
27,185.0,43,,Dumoulin Samuel,6,"Cofidis, le Crédit par Téléphone",3,2008,-
31,58.0,40,10,Hunter Robert,7,Barloworld,3,2008,▲3
28,145.0,39,7,Pineau Jérôme,8,Bouygues Telecom,3,2008,▼1
