Team,Rank_team,stage,year
RadioShack - Nissan,2,3,2012
BMC Racing Team,3,3,2012
Omega Pharma - Quick-Step,4,3,2012
Liquigas - Cannondale,5,3,2012
Team Katusha,6,3,2012
Vacansoleil - DCM,7,3,2012
Astana Pro Team,8,3,2012
Rabobank Cycling Team,9,3,2012
Euskaltel - Euskadi,10,3,2012
FDJ - BigMat,11,3,2012
Cofidis Le Credit en Ligne,12,3,2012
Orica GreenEDGE,13,3,2012
AG2R La Mondiale,14,3,2012
Team Europcar,15,3,2012
Lotto Belisol Team,16,3,2012
Movistar Team,17,3,2012
Team Saxo Bank - Tinkoff Bank,18,3,2012
Garmin Sharp,19,3,2012
Saur - Sojasun,20,3,2012
Lampre - ISD,21,3,2012
Argos - Shimano,22,3,2012
Sky Procycling,1,4,2012
RadioShack - Nissan,2,4,2012
BMC Racing Team,3,4,2012
Omega Pharma - Quick-Step,4,4,2012
Liquigas - Cannondale,5,4,2012
Team Katusha,6,4,2012
Vacansoleil - DCM,7,4,2012
Astana Pro Team,8,4,2012
Rabobank Cycling Team,9,4,2012
Euskaltel - Euskadi,10,4,2012
FDJ - BigMat,11,4,2012
Cofidis Le Credit en Ligne,12,4,2012
Orica GreenEDGE,13,4,2012
AG2R La Mondiale,14,4,2012
Team Europcar,15,4,2012
Lotto Belisol Team,16,4,2012
Movistar Team,17,4,2012
Team Saxo Bank - Tinkoff Bank,18,4,2012
Garmin Sharp,19,4,2012
Saur - Sojasun,20,4,2012
Lampre - ISD,21,4,2012
Argos - Shimano,22,4,2012
Sky Procycling,1,5,2012
RadioShack - Nissan,2,5,2012
BMC Racing Team,3,5,2012
Omega Pharma - Quick-Step,4,5,2012
Liquigas - Cannondale,5,5,2012
Team Katusha,6,5,2012
Vacansoleil - DCM,7,5,2012
Astana Pro Team,8,5,2012
Rabobank Cycling Team,9,5,2012
Euskaltel - Euskadi,10,5,2012
FDJ - BigMat,11,5,2012
Cofidis Le Credit en Ligne,12,5,2012
Orica GreenEDGE,13,5,2012
AG2R La Mondiale,14,5,2012
Team Europcar,15,5,2012
Lotto Belisol Team,16,5,2012
Movistar Team,17,5,2012
Team Saxo Bank - Tinkoff Bank,18,5,2012
Garmin Sharp,19,5,2012
Saur - Sojasun,20,5,2012
Lampre - ISD,21,5,2012
Argos - Shimano,22,5,2012
Sky Procycling,1,6,2012
RadioShack - Nissan,2,6,2012
BMC Racing Team,3,6,2012
Omega Pharma - Quick-Step,4,6,2012
Liquigas - Cannondale,5,6,2012
Team Katusha,6,6,2012
Vacansoleil - DCM,7,6,2012
Euskaltel - Euskadi,8,6,2012
Cofidis Le Credit en Ligne,9,6,2012
Orica GreenEDGE,10,6,2012
AG2R La Mondiale,11,6,2012
Lotto Belisol Team,12,6,2012
FDJ - BigMat,13,6,2012
Team Saxo Bank - Tinkoff Bank,14,6,2012
Team Europcar,15,6,2012
Movistar Team,16,6,2012
Saur - Sojasun,17,6,2012
Rabobank Cycling Team,18,6,2012
Astana Pro Team,19,6,2012
Lampre - ISD,20,6,2012
Argos - Shimano,21,6,2012
Garmin Sharp,22,6,2012
Sky Procycling,1,7,2012
RadioShack - Nissan,2,7,2012
Team Katusha,3,7,2012
Liquigas - Cannondale,4,7,2012
BMC Racing Team,5,7,2012
Omega Pharma - Quick-Step,6,7,2012
Euskaltel - Euskadi,7,7,2012
AG2R La Mondiale,8,7,2012
Vacansoleil - DCM,9,7,2012
Cofidis Le Credit en Ligne,10,7,2012
Movistar Team,11,7,2012
Team Europcar,12,7,2012
FDJ - BigMat,13,7,2012
Lotto Belisol Team,14,7,2012
Rabobank Cycling Team,15,7,2012
Astana Pro Team,16,7,2012
Saur - Sojasun,17,7,2012
Orica GreenEDGE,18,7,2012
Team Saxo Bank - Tinkoff Bank,19,7,2012
Lampre - ISD,20,7,2012
Argos - Shimano,21,7,2012
Garmin Sharp,22,7,2012
RadioShack - Nissan,1,8,2012
Sky Procycling,2,8,2012
Liquigas - Cannondale,3,8,2012
Team Katusha,4,8,2012
Omega Pharma - Quick-Step,5,8,2012
Cofidis Le Credit en Ligne,6,8,2012
BMC Racing Team,7,8,2012
Movistar Team,8,8,2012
Astana Pro Team,9,8,2012
AG2R La Mondiale,10,8,2012
FDJ - BigMat,11,8,2012
Team Europcar,12,8,2012
Lotto Belisol Team,13,8,2012
Euskaltel - Euskadi,14,8,2012
Vacansoleil - DCM,15,8,2012
Saur - Sojasun,16,8,2012
Team Saxo Bank - Tinkoff Bank,17,8,2012
Lampre - ISD,18,8,2012
Orica GreenEDGE,19,8,2012
Rabobank Cycling Team,20,8,2012
Garmin Sharp,21,8,2012
Argos - Shimano,22,8,2012
RadioShack - Nissan,1,9,2012
Sky Procycling,2,9,2012
Omega Pharma - Quick-Step,3,9,2012
Liquigas - Cannondale,4,9,2012
Team Katusha,5,9,2012
BMC Racing Team,6,9,2012
Movistar Team,7,9,2012
Astana Pro Team,8,9,2012
AG2R La Mondiale,9,9,2012
FDJ - BigMat,10,9,2012
Cofidis Le Credit en Ligne,11,9,2012
Team Europcar,12,9,2012
Lotto Belisol Team,13,9,2012
Vacansoleil - DCM,14,9,2012
Euskaltel - Euskadi,15,9,2012
Saur - Sojasun,16,9,2012
Team Saxo Bank - Tinkoff Bank,17,9,2012
Rabobank Cycling Team,18,9,2012
Lampre - ISD,19,9,2012
Orica GreenEDGE,20,9,2012
Garmin Sharp,21,9,2012
Argos - Shimano,22,9,2012
RadioShack - Nissan,1,10,2012
Sky Procycling,2,10,2012
BMC Racing Team,3,10,2012
Astana Pro Team,4,10,2012
Omega Pharma - Quick-Step,5,10,2012
Liquigas - Cannondale,6,10,2012
Team Katusha,7,10,2012
Movistar Team,8,10,2012
FDJ - BigMat,9,10,2012
Team Europcar,10,10,2012
AG2R La Mondiale,11,10,2012
Rabobank Cycling Team,12,10,2012
Saur - Sojasun,13,10,2012
Cofidis Le Credit en Ligne,14,10,2012
Lotto Belisol Team,15,10,2012
Vacansoleil - DCM,16,10,2012
Lampre - ISD,17,10,2012
Team Saxo Bank - Tinkoff Bank,18,10,2012
Euskaltel - Euskadi,19,10,2012
Orica GreenEDGE,20,10,2012
Garmin Sharp,21,10,2012
Argos - Shimano,22,10,2012
RadioShack - Nissan,1,11,2012
Sky Procycling,2,11,2012
Astana Pro Team,3,11,2012
BMC Racing Team,4,11,2012
Movistar Team,5,11,2012
Liquigas - Cannondale,6,11,2012
FDJ - BigMat,7,11,2012
Omega Pharma - Quick-Step,8,11,2012
Team Katusha,9,11,2012
Team Europcar,10,11,2012
AG2R La Mondiale,11,11,2012
Rabobank Cycling Team,12,11,2012
Saur - Sojasun,13,11,2012
Lotto Belisol Team,14,11,2012
Vacansoleil - DCM,15,11,2012
Lampre - ISD,16,11,2012
Team Saxo Bank - Tinkoff Bank,17,11,2012
Cofidis Le Credit en Ligne,18,11,2012
Euskaltel - Euskadi,19,11,2012
Garmin Sharp,20,11,2012
Orica GreenEDGE,21,11,2012
Argos - Shimano,22,11,2012
RadioShack - Nissan,1,12,2012
Sky Procycling,2,12,2012
Astana Pro Team,3,12,2012
BMC Racing Team,4,12,2012
Movistar Team,5,12,2012
Liquigas - Cannondale,6,12,2012
FDJ - BigMat,7,12,2012
AG2R La Mondiale,8,12,2012
Team Europcar,9,12,2012
Omega Pharma - Quick-Step,10,12,2012
Team Katusha,11,12,2012
Saur - Sojasun,12,12,2012
Lotto Belisol Team,13,12,2012
Rabobank Cycling Team,14,12,2012
Vacansoleil - DCM,15,12,2012
Lampre - ISD,16,12,2012
Team Saxo Bank - Tinkoff Bank,17,12,2012
Euskaltel - Euskadi,18,12,2012
Cofidis Le Credit en Ligne,19,12,2012
Garmin Sharp,20,12,2012
Orica GreenEDGE,21,12,2012
Argos - Shimano,22,12,2012
RadioShack - Nissan,1,13,2012
Sky Procycling,2,13,2012
Astana Pro Team,3,13,2012
BMC Racing Team,4,13,2012
Movistar Team,5,13,2012
Liquigas - Cannondale,6,13,2012
AG2R La Mondiale,7,13,2012
FDJ - BigMat,8,13,2012
Team Katusha,9,13,2012
Team Europcar,10,13,2012
Omega Pharma - Quick-Step,11,13,2012
Lotto Belisol Team,12,13,2012
Saur - Sojasun,13,13,2012
Rabobank Cycling Team,14,13,2012
Lampre - ISD,15,13,2012
Team Saxo Bank - Tinkoff Bank,16,13,2012
Vacansoleil - DCM,17,13,2012
Euskaltel - Euskadi,18,13,2012
Cofidis Le Credit en Ligne,19,13,2012
Orica GreenEDGE,20,13,2012
Garmin Sharp,21,13,2012
Argos - Shimano,22,13,2012
RadioShack - Nissan,1,14,2012
Sky Procycling,2,14,2012
BMC Racing Team,3,14,2012
Astana Pro Team,4,14,2012
Liquigas - Cannondale,5,14,2012
AG2R La Mondiale,6,14,2012
FDJ - BigMat,7,14,2012
Movistar Team,8,14,2012
Team Katusha,9,14,2012
Omega Pharma - Quick-Step,10,14,2012
Team Europcar,11,14,2012
Rabobank Cycling Team,12,14,2012
Lotto Belisol Team,13,14,2012
Saur - Sojasun,14,14,2012
Team Saxo Bank - Tinkoff Bank,15,14,2012
Euskaltel - Euskadi,16,14,2012
Lampre - ISD,17,14,2012
Vacansoleil - DCM,18,14,2012
Cofidis Le Credit en Ligne,19,14,2012
Orica GreenEDGE,20,14,2012
Garmin Sharp,21,14,2012
Argos - Shimano,22,14,2012
RadioShack - Nissan,1,15,2012
Sky Procycling,2,15,2012
BMC Racing Team,3,15,2012
Astana Pro Team,4,15,2012
FDJ - BigMat,5,15,2012
Liquigas - Cannondale,6,15,2012
AG2R La Mondiale,7,15,2012
Omega Pharma - Quick-Step,8,15,2012
Team Europcar,9,15,2012
Movistar Team,10,15,2012
Team Katusha,11,15,2012
Rabobank Cycling Team,12,15,2012
Lotto Belisol Team,13,15,2012
Saur - Sojasun,14,15,2012
Team Saxo Bank - Tinkoff Bank,15,15,2012
Euskaltel - Euskadi,16,15,2012
Lampre - ISD,17,15,2012
Cofidis Le Credit en Ligne,18,15,2012
Vacansoleil - DCM,19,15,2012
Garmin Sharp,20,15,2012
Orica GreenEDGE,21,15,2012
Argos - Shimano,22,15,2012
RadioShack - Nissan,1,16,2012
Sky Procycling,2,16,2012
Astana Pro Team,3,16,2012
BMC Racing Team,4,16,2012
Team Europcar,5,16,2012
Liquigas - Cannondale,6,16,2012
Movistar Team,7,16,2012
FDJ - BigMat,8,16,2012
Team Katusha,9,16,2012
Omega Pharma - Quick-Step,10,16,2012
AG2R La Mondiale,11,16,2012
Rabobank Cycling Team,12,16,2012
Lotto Belisol Team,13,16,2012
Saur - Sojasun,14,16,2012
Team Saxo Bank - Tinkoff Bank,15,16,2012
Euskaltel - Euskadi,16,16,2012
Lampre - ISD,17,16,2012
Vacansoleil - DCM,18,16,2012
Cofidis Le Credit en Ligne,19,16,2012
Garmin Sharp,20,16,2012
Orica GreenEDGE,21,16,2012
Argos - Shimano,22,16,2012
RadioShack - Nissan,1,17,2012
Sky Procycling,2,17,2012
BMC Racing Team,3,17,2012
Astana Pro Team,4,17,2012
Team Europcar,5,17,2012
Liquigas - Cannondale,6,17,2012
Movistar Team,7,17,2012
Team Katusha,8,17,2012
FDJ - BigMat,9,17,2012
AG2R La Mondiale,10,17,2012
Omega Pharma - Quick-Step,11,17,2012
Lotto Belisol Team,12,17,2012
Saur - Sojasun,13,17,2012
Rabobank Cycling Team,14,17,2012
Euskaltel - Euskadi,15,17,2012
Team Saxo Bank - Tinkoff Bank,16,17,2012
Lampre - ISD,17,17,2012
Vacansoleil - DCM,18,17,2012
Cofidis Le Credit en Ligne,19,17,2012
Garmin Sharp,20,17,2012
Orica GreenEDGE,21,17,2012
Argos - Shimano,22,17,2012
RadioShack - Nissan,1,18,2012
Sky Procycling,2,18,2012
BMC Racing Team,3,18,2012
Astana Pro Team,4,18,2012
Team Europcar,5,18,2012
Liquigas - Cannondale,6,18,2012
Movistar Team,7,18,2012
Team Katusha,8,18,2012
FDJ - BigMat,9,18,2012
AG2R La Mondiale,10,18,2012
Lotto Belisol Team,11,18,2012
Omega Pharma - Quick-Step,12,18,2012
Saur - Sojasun,13,18,2012
Rabobank Cycling Team,14,18,2012
Euskaltel - Euskadi,15,18,2012
Team Saxo Bank - Tinkoff Bank,16,18,2012
Lampre - ISD,17,18,2012
Vacansoleil - DCM,18,18,2012
Cofidis Le Credit en Ligne,19,18,2012
Garmin Sharp,20,18,2012
Orica GreenEDGE,21,18,2012
Argos - Shimano,22,18,2012
RadioShack - Nissan,1,19,2012
Sky Procycling,2,19,2012
BMC Racing Team,3,19,2012
Astana Pro Team,4,19,2012
Liquigas - Cannondale,5,19,2012
Movistar Team,6,19,2012
Team Europcar,7,19,2012
Team Katusha,8,19,2012
FDJ - BigMat,9,19,2012
AG2R La Mondiale,10,19,2012
Lotto Belisol Team,11,19,2012
Omega Pharma - Quick-Step,12,19,2012
Rabobank Cycling Team,13,19,2012
Saur - Sojasun,14,19,2012
Euskaltel - Euskadi,15,19,2012
Team Saxo Bank - Tinkoff Bank,16,19,2012
Lampre - ISD,17,19,2012
Vacansoleil - DCM,18,19,2012
Cofidis Le Credit en Ligne,19,19,2012
Garmin Sharp,20,19,2012
Orica GreenEDGE,21,19,2012
Argos - Shimano,22,19,2012
RadioShack - Nissan,1,20,2012
Sky Procycling,2,20,2012
BMC Racing Team,3,20,2012
Astana Pro Team,4,20,2012
Liquigas - Cannondale,5,20,2012
Movistar Team,6,20,2012
Team Europcar,7,20,2012
Team Katusha,8,20,2012
FDJ - BigMat,9,20,2012
AG2R La Mondiale,10,20,2012
Lotto Belisol Team,11,20,2012
Omega Pharma - Quick-Step,12,20,2012
Saur - Sojasun,13,20,2012
Rabobank Cycling Team,14,20,2012
Euskaltel - Euskadi,15,20,2012
Team Saxo Bank - Tinkoff Bank,16,20,2012
Lampre - ISD,17,20,2012
Vacansoleil - DCM,18,20,2012
Cofidis Le Credit en Ligne,19,20,2012
Garmin Sharp,20,20,2012
Orica GreenEDGE,21,20,2012
Argos - Shimano,22,20,2012
Vacansoleil - DCM,1,1,2013
Orica GreenEDGE,2,1,2013
Lotto Belisol Team,3,1,2013
AG2R La Mondiale,4,1,2013
Movistar Team,5,1,2013
Omega Pharma - Quick-Step,6,1,2013
Team Katusha,7,1,2013
Sojasun,8,1,2013
Team Argos - Shimano,9,1,2013
Sky Procycling,10,1,2013
BMC Racing Team,11,1,2013
Astana Pro Team,12,1,2013
Belkin-Pro Cycling Team,13,1,2013
Garmin Sharp,14,1,2013
Euskaltel - Euskadi,15,1,2013
Team Saxo - Tinkoff,16,1,2013
FDJ.fr,17,1,2013
Lampre - Merida,18,1,2013
RadioShack - Leopard,19,1,2013
Team Europcar,20,1,2013
"Cofidis, Solutions Cr\xe9dits",21,1,2013
Cannondale Pro Cycling Team,22,1,2013
RadioShack - Leopard,1,2,2013
Vacansoleil - DCM,2,2,2013
Orica GreenEDGE,3,2,2013
Lampre - Merida,4,2,2013
BMC Racing Team,5,2,2013
AG2R La Mondiale,6,2,2013
Team Europcar,7,2,2013
Movistar Team,8,2,2013
Team Saxo - Tinkoff,9,2,2013
Sojasun,10,2,2013
Team Katusha,11,2,2013
Sky Procycling,12,2,2013
Euskaltel - Euskadi,13,2,2013
Astana Pro Team,14,2,2013
Garmin Sharp,15,2,2013
Belkin-Pro Cycling Team,16,2,2013
FDJ.fr,17,2,2013
"Cofidis, Solutions Cr\xe9dits",18,2,2013
Cannondale Pro Cycling Team,19,2,2013
Lotto Belisol Team,20,2,2013
Omega Pharma - Quick-Step,21,2,2013
Team Argos - Shimano,22,2,2013
RadioShack - Leopard,1,3,2013
BMC Racing Team,2,3,2013
Vacansoleil - DCM,3,3,2013
Lampre - Merida,4,3,2013
Orica GreenEDGE,5,3,2013
AG2R La Mondiale,6,3,2013
Team Europcar,7,3,2013
Team Saxo - Tinkoff,8,3,2013
Movistar Team,9,3,2013
Astana Pro Team,10,3,2013
Sojasun,11,3,2013
Team Katusha,12,3,2013
Sky Procycling,13,3,2013
Euskaltel - Euskadi,14,3,2013
Garmin Sharp,15,3,2013
Belkin-Pro Cycling Team,16,3,2013
FDJ.fr,17,3,2013
"Cofidis, Solutions Cr\xe9dits",18,3,2013
Cannondale Pro Cycling Team,19,3,2013
Lotto Belisol Team,20,3,2013
Omega Pharma - Quick-Step,21,3,2013
Team Argos - Shimano,22,3,2013
Orica GreenEDGE,1,4,2013
Sky Procycling,2,4,2013
Team Saxo - Tinkoff,3,4,2013
Garmin Sharp,4,4,2013
Movistar Team,5,4,2013
Lampre - Merida,6,4,2013
BMC Racing Team,7,4,2013
RadioShack - Leopard,8,4,2013
Team Katusha,9,4,2013
Vacansoleil - DCM,10,4,2013
Belkin-Pro Cycling Team,11,4,2013
FDJ.fr,12,4,2013
Astana Pro Team,13,4,2013
AG2R La Mondiale,14,4,2013
Sojasun,15,4,2013
Team Europcar,16,4,2013
"Cofidis, Solutions Cr\xe9dits",17,4,2013
Euskaltel - Euskadi,18,4,2013
Cannondale Pro Cycling Team,19,4,2013
Lotto Belisol Team,20,4,2013
Omega Pharma - Quick-Step,21,4,2013
Team Argos - Shimano,22,4,2013
Orica GreenEDGE,1,5,2013
Sky Procycling,2,5,2013
Team Saxo - Tinkoff,3,5,2013
Garmin Sharp,4,5,2013
Movistar Team,5,5,2013
Lampre - Merida,6,5,2013
BMC Racing Team,7,5,2013
RadioShack - Leopard,8,5,2013
Team Katusha,9,5,2013
Vacansoleil - DCM,10,5,2013
Belkin-Pro Cycling Team,11,5,2013
FDJ.fr,12,5,2013
Astana Pro Team,13,5,2013
AG2R La Mondiale,14,5,2013
Sojasun,15,5,2013
Team Europcar,16,5,2013
"Cofidis, Solutions Cr\xe9dits",17,5,2013
Euskaltel - Euskadi,18,5,2013
Cannondale Pro Cycling Team,19,5,2013
Lotto Belisol Team,20,5,2013
Omega Pharma - Quick-Step,21,5,2013
Team Argos - Shimano,22,5,2013
Orica GreenEDGE,1,6,2013
Sky Procycling,2,6,2013
Team Saxo - Tinkoff,3,6,2013
Movistar Team,4,6,2013
Garmin Sharp,5,6,2013
Lampre - Merida,6,6,2013
Vacansoleil - DCM,7,6,2013
Team Katusha,8,6,2013
BMC Racing Team,9,6,2013
RadioShack - Leopard,10,6,2013
Belkin-Pro Cycling Team,11,6,2013
FDJ.fr,12,6,2013
AG2R La Mondiale,13,6,2013
Sojasun,14,6,2013
Team Europcar,15,6,2013
Euskaltel - Euskadi,16,6,2013
"Cofidis, Solutions Cr\xe9dits",17,6,2013
Cannondale Pro Cycling Team,18,6,2013
Astana Pro Team,19,6,2013
Lotto Belisol Team,20,6,2013
Omega Pharma - Quick-Step,21,6,2013
Team Argos - Shimano,22,6,2013
Orica GreenEDGE,1,7,2013
Sky Procycling,2,7,2013
Team Saxo - Tinkoff,3,7,2013
Movistar Team,4,7,2013
Garmin Sharp,5,7,2013
Lampre - Merida,6,7,2013
Team Katusha,7,7,2013
BMC Racing Team,8,7,2013
RadioShack - Leopard,9,7,2013
Belkin-Pro Cycling Team,10,7,2013
FDJ.fr,11,7,2013
AG2R La Mondiale,12,7,2013
Sojasun,13,7,2013
Team Europcar,14,7,2013
Euskaltel - Euskadi,15,7,2013
"Cofidis, Solutions Cr\xe9dits",16,7,2013
Cannondale Pro Cycling Team,17,7,2013
Astana Pro Team,18,7,2013
Vacansoleil - DCM,19,7,2013
Omega Pharma - Quick-Step,20,7,2013
Team Argos - Shimano,21,7,2013
Lotto Belisol Team,22,7,2013
Movistar Team,1,8,2013
Team Saxo - Tinkoff,2,8,2013
AG2R La Mondiale,3,8,2013
Belkin-Pro Cycling Team,4,8,2013
Sky Procycling,5,8,2013
RadioShack - Leopard,6,8,2013
Euskaltel - Euskadi,7,8,2013
Garmin Sharp,8,8,2013
Team Katusha,9,8,2013
FDJ.fr,10,8,2013
Lampre - Merida,11,8,2013
BMC Racing Team,12,8,2013
"Cofidis, Solutions Cr\xe9dits",13,8,2013
Team Europcar,14,8,2013
Omega Pharma - Quick-Step,15,8,2013
Sojasun,16,8,2013
Vacansoleil - DCM,17,8,2013
Astana Pro Team,18,8,2013
Orica GreenEDGE,19,8,2013
Cannondale Pro Cycling Team,20,8,2013
Team Argos - Shimano,21,8,2013
Lotto Belisol Team,22,8,2013
Movistar Team,1,9,2013
Team Saxo - Tinkoff,2,9,2013
Belkin-Pro Cycling Team,3,9,2013
AG2R La Mondiale,4,9,2013
RadioShack - Leopard,5,9,2013
Euskaltel - Euskadi,6,9,2013
Team Katusha,7,9,2013
BMC Racing Team,8,9,2013
Garmin Sharp,9,9,2013
Team Europcar,10,9,2013
Lampre - Merida,11,9,2013
Sky Procycling,12,9,2013
Omega Pharma - Quick-Step,13,9,2013
"Cofidis, Solutions Cr\xe9dits",14,9,2013
FDJ.fr,15,9,2013
Astana Pro Team,16,9,2013
Sojasun,17,9,2013
Vacansoleil - DCM,18,9,2013
Orica GreenEDGE,19,9,2013
Cannondale Pro Cycling Team,20,9,2013
Team Argos - Shimano,21,9,2013
Lotto Belisol Team,22,9,2013
Movistar Team,1,10,2013
Team Saxo - Tinkoff,2,10,2013
Belkin-Pro Cycling Team,3,10,2013
AG2R La Mondiale,4,10,2013
RadioShack - Leopard,5,10,2013
Euskaltel - Euskadi,6,10,2013
Team Katusha,7,10,2013
BMC Racing Team,8,10,2013
Garmin Sharp,9,10,2013
Team Europcar,10,10,2013
Lampre - Merida,11,10,2013
Sky Procycling,12,10,2013
Omega Pharma - Quick-Step,13,10,2013
"Cofidis, Solutions Cr\xe9dits",14,10,2013
FDJ.fr,15,10,2013
Astana Pro Team,16,10,2013
Sojasun,17,10,2013
Vacansoleil - DCM,18,10,2013
Orica GreenEDGE,19,10,2013
Cannondale Pro Cycling Team,20,10,2013
Team Argos - Shimano,21,10,2013
Lotto Belisol Team,22,10,2013
Movistar Team,1,11,2013
Team Saxo - Tinkoff,2,11,2013
Belkin-Pro Cycling Team,3,11,2013
AG2R La Mondiale,4,11,2013
RadioShack - Leopard,5,11,2013
Euskaltel - Euskadi,6,11,2013
Team Katusha,7,11,2013
BMC Racing Team,8,11,2013
Garmin Sharp,9,11,2013
Sky Procycling,10,11,2013
Omega Pharma - Quick-Step,11,11,2013
Team Europcar,12,11,2013
Lampre - Merida,13,11,2013
"Cofidis, Solutions Cr\xe9dits",14,11,2013
FDJ.fr,15,11,2013
Astana Pro Team,16,11,2013
Sojasun,17,11,2013
Vacansoleil - DCM,18,11,2013
Orica GreenEDGE,19,11,2013
Cannondale Pro Cycling Team,20,11,2013
Team Argos - Shimano,21,11,2013
Lotto Belisol Team,22,11,2013
Movistar Team,1,12,2013
Team Saxo - Tinkoff,2,12,2013
Belkin-Pro Cycling Team,3,12,2013
AG2R La Mondiale,4,12,2013
RadioShack - Leopard,5,12,2013
Euskaltel - Euskadi,6,12,2013
Team Katusha,7,12,2013
BMC Racing Team,8,12,2013
Garmin Sharp,9,12,2013
Sky Procycling,10,12,2013
Omega Pharma - Quick-Step,11,12,2013
Team Europcar,12,12,2013
Lampre - Merida,13,12,2013
"Cofidis, Solutions Cr\xe9dits",14,12,2013
FDJ.fr,15,12,2013
Astana Pro Team,16,12,2013
Sojasun,17,12,2013
Vacansoleil - DCM,18,12,2013
Orica GreenEDGE,19,12,2013
Cannondale Pro Cycling Team,20,12,2013
Team Argos - Shimano,21,12,2013
Lotto Belisol Team,22,12,2013
Team Saxo - Tinkoff,1,13,2013
Belkin-Pro Cycling Team,2,13,2013
AG2R La Mondiale,3,13,2013
RadioShack - Leopard,4,13,2013
Movistar Team,5,13,2013
Team Katusha,6,13,2013
BMC Racing Team,7,13,2013
Garmin Sharp,8,13,2013
Omega Pharma - Quick-Step,9,13,2013
Euskaltel - Euskadi,10,13,2013
Sky Procycling,11,13,2013
FDJ.fr,12,13,2013
Team Europcar,13,13,2013
Lampre - Merida,14,13,2013
"Cofidis, Solutions Cr\xe9dits",15,13,2013
Astana Pro Team,16,13,2013
Sojasun,17,13,2013
Vacansoleil - DCM,18,13,2013
Orica GreenEDGE,19,13,2013
Cannondale Pro Cycling Team,20,13,2013
Team Argos - Shimano,21,13,2013
Lotto Belisol Team,22,13,2013
Team Saxo - Tinkoff,1,14,2013
Movistar Team,2,14,2013
Belkin-Pro Cycling Team,3,14,2013
AG2R La Mondiale,4,14,2013
RadioShack - Leopard,5,14,2013
Team Katusha,6,14,2013
BMC Racing Team,7,14,2013
Garmin Sharp,8,14,2013
Omega Pharma - Quick-Step,9,14,2013
Euskaltel - Euskadi,10,14,2013
Sky Procycling,11,14,2013
FDJ.fr,12,14,2013
Team Europcar,13,14,2013
"Cofidis, Solutions Cr\xe9dits",14,14,2013
Lampre - Merida,15,14,2013
Astana Pro Team,16,14,2013
Sojasun,17,14,2013
Vacansoleil - DCM,18,14,2013
Orica GreenEDGE,19,14,2013
Cannondale Pro Cycling Team,20,14,2013
Team Argos - Shimano,21,14,2013
Lotto Belisol Team,22,14,2013
Team Saxo - Tinkoff,1,15,2013
Belkin-Pro Cycling Team,2,15,2013
AG2R La Mondiale,3,15,2013
Movistar Team,4,15,2013
RadioShack - Leopard,5,15,2013
Team Katusha,6,15,2013
BMC Racing Team,7,15,2013
Garmin Sharp,8,15,2013
Omega Pharma - Quick-Step,9,15,2013
Sky Procycling,10,15,2013
Euskaltel - Euskadi,11,15,2013
"Cofidis, Solutions Cr\xe9dits",12,15,2013
Team Europcar,13,15,2013
FDJ.fr,14,15,2013
Astana Pro Team,15,15,2013
Sojasun,16,15,2013
Lampre - Merida,17,15,2013
Vacansoleil - DCM,18,15,2013
Orica GreenEDGE,19,15,2013
Lotto Belisol Team,20,15,2013
Team Argos - Shimano,21,15,2013
Cannondale Pro Cycling Team,22,15,2013
RadioShack - Leopard,1,16,2013
Team Saxo - Tinkoff,2,16,2013
AG2R La Mondiale,3,16,2013
Movistar Team,4,16,2013
Belkin-Pro Cycling Team,5,16,2013
Team Katusha,6,16,2013
BMC Racing Team,7,16,2013
Garmin Sharp,8,16,2013
Omega Pharma - Quick-Step,9,16,2013
Euskaltel - Euskadi,10,16,2013
Sky Procycling,11,16,2013
"Cofidis, Solutions Cr\xe9dits",12,16,2013
Team Europcar,13,16,2013
FDJ.fr,14,16,2013
Sojasun,15,16,2013
Lampre - Merida,16,16,2013
Astana Pro Team,17,16,2013
Vacansoleil - DCM,18,16,2013
Orica GreenEDGE,19,16,2013
Lotto Belisol Team,20,16,2013
Team Argos - Shimano,21,16,2013
Cannondale Pro Cycling Team,22,16,2013
Team Saxo - Tinkoff,1,17,2013
RadioShack - Leopard,2,17,2013
AG2R La Mondiale,3,17,2013
Movistar Team,4,17,2013
Belkin-Pro Cycling Team,5,17,2013
Team Katusha,6,17,2013
BMC Racing Team,7,17,2013
Garmin Sharp,8,17,2013
Omega Pharma - Quick-Step,9,17,2013
Euskaltel - Euskadi,10,17,2013
Sky Procycling,11,17,2013
"Cofidis, Solutions Cr\xe9dits",12,17,2013
Team Europcar,13,17,2013
FDJ.fr,14,17,2013
Sojasun,15,17,2013
Lampre - Merida,16,17,2013
Astana Pro Team,17,17,2013
Vacansoleil - DCM,18,17,2013
Orica GreenEDGE,19,17,2013
Lotto Belisol Team,20,17,2013
Team Argos - Shimano,21,17,2013
Cannondale Pro Cycling Team,22,17,2013
Team Saxo - Tinkoff,1,18,2013
AG2R La Mondiale,2,18,2013
RadioShack - Leopard,3,18,2013
Movistar Team,4,18,2013
Belkin-Pro Cycling Team,5,18,2013
Team Katusha,6,18,2013
BMC Racing Team,7,18,2013
Garmin Sharp,8,18,2013
Omega Pharma - Quick-Step,9,18,2013
Euskaltel - Euskadi,10,18,2013
Sky Procycling,11,18,2013
"Cofidis, Solutions Cr\xe9dits",12,18,2013
Team Europcar,13,18,2013
FDJ.fr,14,18,2013
