Rider,year,stage_scores_giro,nr_stages_giro,Giro_max_total
Scirea Mario,2001,0.0,21,26.0
Scirea Mario,2002,0.0,21,26.0
Scirea Mario,2003,0.0,21,26.0
Scirea Mario,2004,0.0,21,26.0
Scognamiglio Carlo,2008,10.0,20,10.0
Secchiari Francesco,1998,47.0,23,47.0
Secchiari Francesco,1999,24.0,22,47.0
Secchiari Francesco,2000,0.0,22,47.0
Secchiari Francesco,2001,0.0,21,47.0
Secchiari Francesco,2002,0.0,6,47.0
Secchiari Francesco,2003,0.0,21,47.0
Seeldraeyers Kevin,2008,6.0,20,6.0
Seeldraeyers Kevin,2009,77.0,20,77.0
Seeldraeyers Kevin,2011,26.0,19,77.0
Seeldraeyers Kevin,2012,0.0,1,77.0
Selander Bjorn,2011,0.0,19,0.0
Selig R\xfcdiger,2017,79.0,15,79.0
Sella Emanuele,2004,98.0,21,98.0
Sella Emanuele,2005,92.0,21,98.0
Sella Emanuele,2006,64.0,20,98.0
Sella Emanuele,2007,96.0,20,98.0
Sella Emanuele,2008,218.0,20,218.0
Sella Emanuele,2011,32.0,19,218.0
Sella Emanuele,2012,0.0,1,218.0
Sella Emanuele,2013,0.0,20,218.0
Sella Emanuele,2014,19.0,20,218.0
Selvaggi Mirko,2011,24.0,19,24.0
Selvaggi Mirko,2012,0.0,1,24.0
Senac Jean-Charles,2009,0.0,20,0.0
Seniouchkine Evgueni,2000,0.0,3,0.0
Seniushkin Yauheni,2000,0.0,15,0.0
Seniushkin Yauheni,2002,0.0,21,0.0
Senni Manuel,2016,0.0,21,0.0
Senni Manuel,2017,0.0,21,0.0
Sentjens Roy,2005,0.0,21,0.0
Sergent Jesse,2012,26.0,1,26.0
Sergent Jesse,2013,11.0,20,26.0
Sergio Rodrigues Orlando,1999,28.0,22,28.0
Sergio Rodrigues Orlando,2000,17.0,22,28.0
Serina Corrado,2004,8.0,21,8.0
Serov Alexander,2008,70.0,20,70.0
Serov Alexander,2009,48.0,20,70.0
Serov Alexander,2016,0.0,21,70.0
Serpa Jose Rodolfo,2006,16.0,20,16.0
Serpa Jose Rodolfo,2008,7.0,20,16.0
Serpa Jose Rodolfo,2009,65.0,20,65.0
Serpa Jose Rodolfo,2010,14.0,20,65.0
Serpa Jose Rodolfo,2011,62.0,19,65.0
Serpa Jose Rodolfo,2012,7.0,1,65.0
Serpa Jose Rodolfo,2013,15.0,20,65.0
Serpellini Marco,1998,55.0,23,55.0
Serpellini Marco,2004,0.0,21,55.0
Serrano Marcos Antonio,2006,0.0,12,0.0
Serrano Ricardo,2007,50.0,20,50.0
Serrano Ricardo,2009,0.0,13,50.0
Serri Eddy,2001,29.0,21,29.0
Serri Eddy,2002,0.0,21,29.0
Serry Pieter,2014,0.0,20,0.0
Serry Pieter,2015,0.0,1,0.0
Serry Pieter,2016,13.0,21,13.0
Serry Pieter,2017,0.0,21,13.0
Sesma Daniel,2011,0.0,19,0.0
Sevilla Oscar,1998,0.0,12,0.0
Sevilla Oscar,1999,53.0,22,53.0
Sevilla Oscar,2000,46.0,22,53.0
Sgambelluri Roberto,1998,42.0,23,42.0
Sgambelluri Roberto,1999,100.0,22,100.0
Sgambelluri Roberto,2000,6.0,22,100.0
Sgambelluri Roberto,2001,6.0,21,100.0
Sgambelluri Roberto,2002,0.0,12,100.0
Shalunov Evgeny,2017,20.0,21,20.0
Shefer Alexandre,1998,20.0,23,20.0
Shefer Alexandre,1999,26.0,22,26.0
Shefer Alexandre,2001,40.0,21,40.0
Siboni Marcello,1998,0.0,23,0.0
Siboni Marcello,2001,0.0,21,0.0
Sicard Romain,2014,0.0,20,0.0
Sieberg Marcel,2010,13.0,18,13.0
Sijmens Nico,2004,0.0,21,0.0
Sijmens Nico,2010,0.0,20,0.0
Silin Egor,2016,0.0,21,0.0
Silvestre F\xe1bio,2015,0.0,20,0.0
Simeoni Filippo,1999,0.0,22,0.0
Simeoni Filippo,2000,0.0,22,0.0
Simeoni Filippo,2001,0.0,8,0.0
Simion Paolo,2016,43.0,21,43.0
Simoni Gilberto,1998,0.0,23,0.0
Simoni Gilberto,1999,164.0,22,164.0
Simoni Gilberto,2000,176.0,22,176.0
Simoni Gilberto,2001,198.0,21,198.0
Simoni Gilberto,2002,93.0,12,198.0
Simoni Gilberto,2003,262.0,21,262.0
Simoni Gilberto,2004,181.0,21,262.0
Simoni Gilberto,2005,169.0,21,262.0
Simoni Gilberto,2006,168.0,20,262.0
Simoni Gilberto,2007,188.0,20,262.0
Simoni Gilberto,2008,146.0,20,262.0
Simoni Gilberto,2009,83.0,20,262.0
Simoni Gilberto,2010,0.0,20,262.0
Sironi Gianluca,1998,18.0,18,18.0
Sironi Gianluca,1999,6.0,22,18.0
Sironi Gianluca,2004,0.0,21,18.0
Siutsou Kanstantsin,2008,13.0,18,13.0
Siutsou Kanstantsin,2009,71.0,20,71.0
Siutsou Kanstantsin,2011,169.0,19,169.0
Siutsou Kanstantsin,2013,0.0,20,169.0
Siutsou Kanstantsin,2014,28.0,13,169.0
Siutsou Kanstantsin,2015,33.0,20,169.0
Siutsou Kanstantsin,2016,87.0,21,169.0
Siutsou Kanstantsin,2017,20.0,21,169.0
Slagter Tom-Jelte,2011,0.0,3,0.0
Slagter Tom-Jelte,2012,0.0,1,0.0
Slagter Tom-Jelte,2015,26.0,20,26.0
Slagter Tom-Jelte,2017,0.0,21,26.0
Smetanine Serguei,1998,124.0,17,124.0
Smetanine Serguei,1999,101.0,22,124.0
Smirnov Vladimir,2002,0.0,6,0.0
Smukulis Gatis,2012,0.0,1,0.0
Sokolov Evgeny,2009,0.0,20,0.0
Solaun Cesar,2001,0.0,21,0.0
Soler Juan Mauricio,2008,0.0,9,0.0
Soler Juan Mauricio,2009,58.0,15,58.0
Solomennikov Andrei,2016,0.0,21,0.0
Sonnery Blaise,2008,0.0,20,0.0
Sonnery Blaise,2009,0.0,20,0.0
Sosenka Ond\u0159ej,2004,7.0,8,7.0
Soupe Geoffrey,2012,0.0,1,0.0
Spezialetti Alessandro,1999,6.0,22,6.0
Spezialetti Alessandro,2000,0.0,8,6.0
Spezialetti Alessandro,2001,0.0,21,6.0
Spezialetti Alessandro,2002,0.0,21,6.0
Spezialetti Alessandro,2003,8.0,21,8.0
Spezialetti Alessandro,2004,0.0,21,8.0
Spezialetti Alessandro,2006,16.0,20,16.0
Spezialetti Alessandro,2007,19.0,20,19.0
Spezialetti Alessandro,2008,0.0,20,19.0
Spezialetti Alessandro,2009,0.0,20,19.0
Spezialetti Alessandro,2010,0.0,20,19.0
Spezialetti Alessandro,2011,0.0,19,19.0
Spezialetti Alessandro,2012,0.0,1,19.0
Spilak Simon,2008,15.0,20,15.0
Spilak Simon,2011,0.0,19,15.0
Spinelli Justin,2000,0.0,12,0.0
Sprick Matthieu,2009,0.0,20,0.0
Spruch Zbigniew,1998,109.0,23,109.0
Stacchiotti Riccardo,2015,0.0,20,0.0
Stacchiotti Riccardo,2016,0.0,21,0.0
Stalder Florian,2010,0.0,20,0.0
Stamsnijder Tom,2009,7.0,20,7.0
Stamsnijder Tom,2010,45.0,20,45.0
Stamsnijder Tom,2011,0.0,3,45.0
Stamsnijder Tom,2014,0.0,20,45.0
Stamsnijder Tom,2015,0.0,20,45.0
Stamsnijder Tom,2016,0.0,21,45.0
Stamsnijder Tom,2017,0.0,21,45.0
Stangelj Gorazd,1999,8.0,13,8.0
Stangelj Gorazd,2001,0.0,21,8.0
Stangelj Gorazd,2002,0.0,1,8.0
Stangelj Gorazd,2004,0.0,21,8.0
Stangelj Gorazd,2005,0.0,21,8.0
Stangelj Gorazd,2006,27.0,20,27.0
Stangelj Gorazd,2007,0.0,20,27.0
Stangelj Gorazd,2009,0.0,20,27.0
Stangelj Gorazd,2010,0.0,20,27.0
Stangelj Gorazd,2011,0.0,19,27.0
Stannard Ian,2009,6.0,20,6.0
Stannard Ian,2012,15.0,1,15.0
Steegmans Gert,2003,0.0,18,0.0
Steegmans Gert,2004,0.0,21,0.0
Steegmans Gert,2013,9.0,14,9.0
Steels Tom,2005,0.0,4,0.0
Stephens Matthew,2000,0.0,16,0.0
Stetina Peter,2011,20.0,19,20.0
Stetina Peter,2012,0.0,1,20.0
Stetina Peter,2013,0.0,20,20.0
Stetina Peter,2017,0.0,21,20.0
Steurs Geert,2008,0.0,9,0.0
Stortoni Simone,2010,50.0,20,50.0
Stortoni Simone,2011,0.0,19,50.0
Stortoni Simone,2013,0.0,20,50.0
Stortoni Simone,2015,0.0,20,50.0
Strauss Marcel,2003,13.0,14,13.0
Strauss Marcel,2004,0.0,21,13.0
Strauss Marcel,2005,0.0,21,13.0
Strazzer Massimo,1998,98.0,23,98.0
Strazzer Massimo,1999,131.0,22,131.0
Strazzer Massimo,2001,211.0,21,211.0
Strazzer Massimo,2002,141.0,21,211.0
Strazzer Massimo,2004,27.0,11,211.0
Streel Marc,1998,41.0,18,41.0
Streel Marc,2002,12.0,15,41.0
Stremersch Tom,2003,0.0,21,0.0
Stubbe Tom,2008,0.0,2,0.0
Stuyven Jasper,2017,157.0,21,157.0
Sunderland Scott,2003,8.0,21,8.0
Sutherland Rory,2005,0.0,21,0.0
Sutherland Rory,2013,0.0,20,0.0
Sutherland Rory,2016,0.0,21,0.0
Sutherland Rory,2017,24.0,21,24.0
Sutton Chris,2008,17.0,15,17.0
Sutton Chris,2010,20.0,20,20.0
Sutton Chris,2014,0.0,20,20.0
Svorada Jan,1999,83.0,11,83.0
Svorada Jan,2000,175.0,22,175.0
Svorada Jan,2003,183.0,21,183.0
Svorada Jan,2004,143.0,18,183.0
Swift Ben,2009,89.0,20,89.0
Swift Ben,2014,106.0,20,106.0
Szmyd Sylwester,2002,0.0,21,0.0
Szmyd Sylwester,2003,6.0,21,6.0
Szmyd Sylwester,2004,0.0,21,6.0
Szmyd Sylwester,2005,0.0,21,6.0
Szmyd Sylwester,2006,12.0,20,12.0
Szmyd Sylwester,2007,13.0,20,13.0
Szmyd Sylwester,2008,17.0,20,17.0
Szmyd Sylwester,2009,19.0,20,19.0
Szmyd Sylwester,2010,11.0,20,19.0
Szmyd Sylwester,2011,0.0,19,19.0
Szmyd Sylwester,2012,0.0,1,19.0
Szmyd Sylwester,2015,9.0,20,19.0
Taaram\xe4e Rein,2016,71.0,21,71.0
Taborre Fabio,2011,64.0,19,64.0
Taborre Fabio,2013,0.0,10,64.0
Tafi Andrea,1999,0.0,22,0.0
Talabardon Yannick,2005,15.0,21,15.0
Talabardon Yannick,2006,0.0,20,15.0
Tamouridis Ioannis,2013,54.0,20,54.0
Tani David,1998,0.0,23,0.0
Tankink Bram,2011,35.0,19,35.0
Tankink Bram,2016,0.0,21,35.0
Tankink Bram,2017,0.0,19,35.0
Tanner David,2014,8.0,20,8.0
Tauler Toni,1998,30.0,16,30.0
Tauler Toni,2005,0.0,21,30.0
Teklehaimanot Daniel,2017,7.0,21,7.0
Tessier Jean-Michel,2000,0.0,16,0.0
Teteriouk Andrei,1999,64.0,22,64.0
Teuns Dylan,2017,6.0,21,6.0
Teutenberg Sven,2002,73.0,13,73.0
Thomas Geraint,2008,14.0,20,14.0
Thomas Geraint,2012,30.0,1,30.0
Thomas Geraint,2017,133.0,13,133.0
Thomson Jay Robert,2016,0.0,21,0.0
Thurau Bjorn,2014,0.0,15,0.0
Timmer Albert,2013,0.0,20,0.0
Timmer Albert,2014,39.0,20,39.0
Timmer Albert,2016,6.0,21,39.0
Tiralongo Paolo,2003,30.0,12,30.0
Tiralongo Paolo,2005,0.0,21,30.0
Tiralongo Paolo,2006,42.0,20,42.0
Tiralongo Paolo,2007,20.0,20,42.0
Tiralongo Paolo,2009,0.0,20,42.0
Tiralongo Paolo,2010,0.0,5,42.0
Tiralongo Paolo,2011,108.0,19,108.0
Tiralongo Paolo,2012,0.0,1,108.0
Tiralongo Paolo,2013,11.0,20,108.0
Tiralongo Paolo,2014,10.0,20,108.0
Tiralongo Paolo,2015,105.0,20,108.0
Tiralongo Paolo,2017,0.0,21,108.0
Tjallingii Maarten,2009,18.0,20,18.0
Tjallingii Maarten,2013,0.0,20,18.0
Tjallingii Maarten,2014,0.0,20,18.0
Tjallingii Maarten,2015,0.0,20,18.0
Tjallingii Maarten,2016,17.0,21,18.0
Tondo Xavier,2010,56.0,19,56.0
Tonetti Gianluca,2001,0.0,9,0.0
Tonetti Gianluca,2003,0.0,21,0.0
Tonkov Pavel,1998,222.0,23,222.0
Tonkov Pavel,2000,121.0,22,222.0
Tonkov Pavel,2002,99.0,21,222.0
Tonkov Pavel,2003,39.0,14,222.0
Tonkov Pavel,2004,76.0,21,222.0
Tonti Andrea,2000,8.0,22,8.0
Tonti Andrea,2003,0.0,21,8.0
Tonti Andrea,2004,0.0,21,8.0
Tonti Andrea,2005,0.0,21,8.0
Tonti Andrea,2007,0.0,1,8.0
Tonti Andrea,2008,23.0,20,23.0
Torres Rodolfo Andres,2014,6.0,20,6.0
Tosatto Matteo,1999,136.0,22,136.0
Tosatto Matteo,2000,78.0,17,136.0
Tosatto Matteo,2001,128.0,21,136.0
Tosatto Matteo,2002,6.0,21,136.0
Tosatto Matteo,2003,0.0,18,136.0
Tosatto Matteo,2004,0.0,21,136.0
Tosatto Matteo,2005,41.0,21,136.0
Tosatto Matteo,2007,34.0,20,136.0
Tosatto Matteo,2010,9.0,20,136.0
Tosatto Matteo,2011,0.0,19,136.0
Tosatto Matteo,2012,0.0,1,136.0
Tosatto Matteo,2015,0.0,20,136.0
Tosatto Matteo,2016,0.0,21,136.0
Totschnig Georg,2002,122.0,21,122.0
Totschnig Georg,2003,151.0,21,151.0
Trampusch Gerhard,2003,95.0,21,95.0
Trampusch Gerhard,2004,63.0,21,95.0
Tratnik Jan,2017,44.0,21,44.0
Trenti Guido,1999,44.0,22,44.0
Trenti Guido,2000,101.0,22,101.0
Trenti Guido,2001,69.0,21,101.0
Trenti Guido,2002,0.0,21,101.0
Trenti Guido,2003,26.0,18,101.0
Trentin Guido,2005,0.0,21,0.0
Trentin Guido,2006,0.0,20,0.0
Trentin Matteo,2013,28.0,20,28.0
Trentin Matteo,2016,137.0,21,137.0
Trofimov Yuri,2010,16.0,20,16.0
Trofimov Yuri,2013,87.0,20,87.0
Trofimov Yuri,2015,111.0,20,111.0
Trombetta Guido,1999,0.0,7,0.0
Tronca Amilcare,1998,34.0,23,34.0
Tronca Amilcare,1999,12.0,22,34.0
Trusov Nikolay,2007,67.0,20,67.0
Trusov Nikolay,2008,92.0,20,92.0
Tsatevich Alexey,2016,54.0,10,54.0
Tsatevich Alexey,2017,54.0,21,54.0
Tschopp Johann,2005,0.0,21,0.0
Tschopp Johann,2006,39.0,20,39.0
Tschopp Johann,2009,0.0,20,39.0
Tschopp Johann,2010,48.0,20,48.0
Tschopp Johann,2011,20.0,19,48.0
Tschopp Johann,2012,0.0,1,48.0
Tuft Svein,2010,9.0,20,9.0
Tuft Svein,2012,17.0,1,17.0
Tuft Svein,2013,0.0,20,17.0
Tuft Svein,2014,0.0,20,17.0
Tuft Svein,2016,0.0,21,17.0
Tuft Svein,2017,6.0,21,17.0
Tulik Angelo,2014,26.0,20,26.0
Turicchia Alain,1999,66.0,22,66.0
Turpin Ludovic,2010,0.0,20,0.0
Tvetcov Serghei,2015,0.0,20,0.0
Txurruka Amets,2012,0.0,1,0.0
Txurruka Amets,2016,0.0,21,0.0
Ugrumov Piotr,1998,7.0,23,7.0
Ugrumov Piotr,1999,0.0,6,7.0
Ulissi Diego,2011,43.0,19,43.0
Ulissi Diego,2012,0.0,1,43.0
Ulissi Diego,2014,141.0,17,141.0
Ulissi Diego,2015,61.0,20,141.0
Ulissi Diego,2016,156.0,21,156.0
Ullrich Jan,2001,52.0,21,52.0
Ullrich Jan,2006,35.0,19,52.0
Uran Rigoberto,2010,29.0,20,29.0
Uran Rigoberto,2012,0.0,1,29.0
Uran Rigoberto,2013,216.0,20,216.0
Uran Rigoberto,2014,229.0,20,229.0
Uran Rigoberto,2015,105.0,20,229.0
Uran Rigoberto,2016,136.0,21,229.0
Urban Malte,2002,0.0,21,0.0
Uria Jos\xe9 Manuel,1998,0.0,7,0.0
Uria Jos\xe9 Manuel,1999,22.0,19,22.0
Uria Jos\xe9 Manuel,2000,0.0,22,22.0
Uriarte Jose Ramon,1998,0.0,5,0.0
Urtasun Pablo,2013,0.0,5,0.0
Urweider Sascha,2005,0.0,21,0.0
Usano martinez Julian,2003,0.0,21,0.0
Usov Alexandre,2004,221.0,21,221.0
Usov Alexandre,2007,154.0,20,221.0
Usov Alexandre,2008,85.0,20,221.0
Utchakov Serhiy,1998,0.0,10,0.0
Vainsteins Romans,1999,131.0,12,131.0
Vaitkus Tomas,2004,30.0,11,30.0
Vaitkus Tomas,2006,99.0,12,99.0
Vakoc Petr,2015,7.0,20,7.0
Valentin Tristan,2007,0.0,20,0.0
Valjavec Tadej,2001,18.0,21,18.0
Valjavec Tadej,2004,70.0,21,70.0
Valjavec Tadej,2005,123.0,21,123.0
Valjavec Tadej,2006,24.0,20,123.0
Valjavec Tadej,2008,55.0,20,123.0
Valjavec Tadej,2009,150.0,20,150.0
Valls Rafael,2011,0.0,12,0.0
Valls Rafael,2013,20.0,20,20.0
Valoti Gianluca,1998,0.0,11,0.0
Valoti Gianluca,2001,0.0,21,0.0
Valoti Paolo,1999,0.0,22,0.0
Valoti Paolo,2000,0.0,18,0.0
Valverde Alejandro,2016,246.0,21,246.0
Van Bondt Geert,1998,26.0,18,26.0
Van Dyck Hendrik,1999,0.0,22,0.0
Van Hecke Preben,2006,0.0,20,0.0
Van Huffel Wim,2005,81.0,21,81.0
Van Huffel Wim,2006,27.0,20,81.0
Van Huffel Wim,2007,0.0,13,81.0
Van Huffel Wim,2008,12.0,20,81.0
Van Impe Kevin,2003,0.0,14,0.0
Van Kessel Miguel,1999,0.0,21,0.0
Van Kessel Miguel,2000,0.0,15,0.0
Van Lancker Kurt,2001,0.0,21,0.0
Van Lancker Kurt,2002,0.0,5,0.0
Van Zyl Johann,2016,0.0,21,0.0
Van Zyl Johann,2017,0.0,21,0.0
Van den Broeck Jurgen,2007,10.0,20,10.0
Van den Broeck Jurgen,2008,160.0,20,160.0
Van den Broeck Jurgen,2015,86.0,20,160.0
Van den Broeck Jurgen,2017,8.0,21,160.0
Van der Sande Tosh,2014,59.0,20,59.0
Vandborg Brian,2005,0.0,21,0.0
Vandborg Brian,2007,0.0,12,0.0
Vande Velde Christian,2005,0.0,21,0.0
Vande Velde Christian,2008,93.0,21,93.0
Vande Velde Christian,2009,0.0,1,93.0
Vande Velde Christian,2010,0.0,2,93.0
Vande Velde Christian,2012,9.0,1,93.0
Vande Velde Christian,2013,0.0,20,93.0
Vandewalle Kristof,2011,13.0,19,13.0
Vandewalle Kristof,2015,14.0,14,14.0
Vanendert Dennis,2012,0.0,1,0.0
Vanendert Dennis,2014,0.0,13,0.0
Vanendert Jelle,2009,9.0,12,9.0
Vanendert Jelle,2016,0.0,21,9.0
Vanotti Alessandro,2004,0.0,21,0.0
Vanotti Alessandro,2005,26.0,21,26.0
Vanotti Alessandro,2006,12.0,20,26.0
Vanotti Alessandro,2007,0.0,20,26.0
Vanotti Alessandro,2008,0.0,20,26.0
Vanotti Alessandro,2009,0.0,20,26.0
Vanotti Alessandro,2010,0.0,20,26.0
Vanotti Alessandro,2011,0.0,19,26.0
Vanotti Alessandro,2013,0.0,14,26.0
Vansevenant Wim,2000,0.0,19,0.0
Varriale Antonio,2000,0.0,10,0.0
Varriale Antonio,2001,19.0,21,19.0
Vasseur C\xe9dric,2005,0.0,21,0.0
Vatteroni Andrea,1998,14.0,23,14.0
Vaugrenard Benoit,2004,14.0,21,14.0
Vaugrenard Benoit,2016,0.0,21,14.0
Vaugrenard Benoit,2017,0.0,21,14.0
Veelers Tom,2014,26.0,20,26.0
Veikkanen Jussi,2006,0.0,20,0.0
Veikkanen Jussi,2007,26.0,20,26.0
Veikkanen Jussi,2008,72.0,20,72.0
Veikkanen Jussi,2011,0.0,19,72.0
Veikkanen Jussi,2012,0.0,1,72.0
Veikkanen Jussi,2014,20.0,20,72.0
Veikkanen Jussi,2015,0.0,20,72.0
Velasco Ivan,2007,0.0,20,0.0
Velasco Ivan,2008,0.0,20,0.0
Velo Marco,1998,101.0,23,101.0
Velo Marco,1999,98.0,20,101.0
Velo Marco,2000,25.0,13,101.0
Velo Marco,2001,96.0,21,101.0
Velo Marco,2003,101.0,21,101.0
Velo Marco,2004,79.0,21,101.0
Velo Marco,2005,60.0,21,101.0
Velo Marco,2008,15.0,20,101.0
Velo Marco,2010,17.0,20,101.0
Veloso Gustavo Cesar,2009,0.0,20,0.0
Veneberg Thorwald,2002,16.0,21,16.0
Veneberg Thorwald,2005,0.0,14,16.0
Venter Jaco,2016,35.0,21,35.0
Ventoso Francisco,2005,55.0,14,55.0
Ventoso Francisco,2011,97.0,11,97.0
Ventoso Francisco,2012,0.0,1,97.0
Ventoso Francisco,2013,76.0,20,97.0
Ventoso Francisco,2014,0.0,20,97.0
Ventoso Francisco,2017,0.0,21,97.0
Verbrugghe Ief,2001,58.0,21,58.0
Verbrugghe Ief,2002,0.0,13,58.0
Verbrugghe Ief,2003,0.0,14,58.0
Verbrugghe Ief,2004,0.0,21,58.0
Verbrugghe Rik,2001,75.0,19,75.0
Verbrugghe Rik,2002,165.0,21,165.0
Verbrugghe Rik,2003,0.0,4,165.0
Verbrugghe Rik,2006,47.0,15,165.0
Verbrugghe Rik,2008,0.0,9,165.0
Verdugo Gorka,2005,0.0,21,0.0
Verdugo Gorka,2013,0.0,20,0.0
Vergnani Marco,2000,0.0,22,0.0
Verheyen Geert,2002,12.0,21,12.0
Verheyen Geert,2004,0.0,21,12.0
Vermote Julien,2012,16.0,1,16.0
Vermote Julien,2013,0.0,20,16.0
Vermote Julien,2014,9.0,20,16.0
Verona Carlos,2016,0.0,21,0.0
Verona Carlos,2017,0.0,21,0.0
Verstrepen Johan,2003,0.0,21,0.0
Verstrepen Johan,2004,13.0,21,13.0
Vervaeke Louis,2015,0.0,15,0.0
Vest\xf6l Bjornar,2000,0.0,22,0.0
Veuchelen Frederik,2011,0.0,19,0.0
Veuchelen Frederik,2013,12.0,20,12.0
Vicioso \xc1ngel,2000,60.0,22,60.0
Vicioso \xc1ngel,2002,50.0,21,60.0
Vicioso \xc1ngel,2011,48.0,19,60.0
Vicioso \xc1ngel,2012,0.0,1,60.0
Vicioso \xc1ngel,2013,30.0,10,60.0
Vicioso \xc1ngel,2014,0.0,5,60.0
Vicioso \xc1ngel,2017,0.0,21,60.0
Vierhouten Aart,2000,63.0,15,63.0
Vierhouten Aart,2002,67.0,21,67.0
Vierhouten Aart,2003,0.0,8,67.0
Vierhouten Aart,2004,59.0,21,67.0
Vierhouten Aart,2005,0.0,14,67.0
Vigano Davide,2009,97.0,20,97.0
Vigano Davide,2011,15.0,3,97.0
Villa Marco,2001,9.0,21,9.0
Villella Davide,2014,0.0,5,0.0
Villella Davide,2015,21.0,20,21.0
Villella Davide,2017,14.0,21,21.0
Vinokourov Alexandre,2010,233.0,20,233.0
Virenque Richard,1999,107.0,22,107.0
Visconti Giovanni,2007,61.0,20,61.0
Visconti Giovanni,2008,62.0,20,62.0
Visconti Giovanni,2009,67.0,20,67.0
Visconti Giovanni,2011,58.0,19,67.0
Visconti Giovanni,2013,139.0,20,139.0
Visconti Giovanni,2015,90.0,20,139.0
Visconti Giovanni,2016,79.0,21,139.0
Visconti Giovanni,2017,61.0,20,139.0
Viviani Elia,2013,130.0,20,130.0
Viviani Elia,2014,114.0,20,130.0
Viviani Elia,2015,124.0,20,130.0
Viviani Elia,2016,59.0,8,130.0
Voeckler Thomas,2001,0.0,21,0.0
Voeckler Thomas,2007,0.0,6,0.0
Voeckler Thomas,2009,41.0,20,41.0
Voeckler Thomas,2010,61.0,20,61.0
Vogels Henk,2005,64.0,21,64.0
Vogels Henk,2006,44.0,20,64.0
Vogondy Nicolas,2000,0.0,22,0.0
Vogondy Nicolas,2004,0.0,21,0.0
Vogondy Nicolas,2006,0.0,20,0.0
Voigt Jens,2006,124.0,21,124.0
Voigt Jens,2008,74.0,20,124.0
Voigt Jens,2009,21.0,20,124.0
Vorganov Eduard,2009,106.0,20,106.0
Vorganov Eduard,2011,20.0,19,106.0
Vorganov Eduard,2014,0.0,20,106.0
Vorobyev Anton,2015,0.0,2,0.0
Vorobyev Anton,2016,22.0,21,22.0
Voskamp Bart,2000,0.0,22,0.0
Voss Paul,2010,24.0,14,24.0
Vrecer Robert,2013,0.0,20,0.0
Vries Pieter,1999,0.0,19,0.0
Vries Pieter,2000,0.0,22,0.0
Vuillermoz Alexis,2014,53.0,20,53.0
W\xfcst Marcel,1998,0.0,18,0.0
Wadecki Piotr,2004,0.0,16,0.0
Wagner Robert,2015,0.0,3,0.0
Walker William,2007,29.0,20,29.0
Warbasse Larry,2016,0.0,7,0.0
Watson Calvin,2015,0.0,20,0.0
Wauters Marc,2006,19.0,16,19.0
Wauters Willem,2013,0.0,20,0.0
Weening Pieter,2010,15.0,20,15.0
Weening Pieter,2011,50.0,19,50.0
Weening Pieter,2013,38.0,20,50.0
Weening Pieter,2014,35.0,13,50.0
Weening Pieter,2015,16.0,20,50.0
Wegelius Charles,2003,0.0,21,0.0
Wegelius Charles,2004,0.0,21,0.0
Wegelius Charles,2005,0.0,21,0.0
Wegelius Charles,2006,48.0,20,48.0
Wegelius Charles,2007,0.0,16,48.0
Wegelius Charles,2008,0.0,20,48.0
Wegelius Charles,2009,0.0,20,48.0
Wegelius Charles,2010,17.0,20,48.0
Wegmann Fabian,2004,13.0,21,13.0
Wegmann Fabian,2010,0.0,7,13.0
Wegmann Fabian,2011,0.0,3,13.0
Wegmann Fabian,2014,9.0,10,13.0
Weigold Steffen,2003,11.0,18,11.0
Wellens Tim,2014,110.0,20,110.0
Wellens Tim,2016,70.0,21,110.0
Werner Christian,2005,0.0,21,0.0
Weylandt Wouter,2010,81.0,11,81.0
Weylandt Wouter,2011,17.0,2,81.0
White Matthew,1998,0.0,18,0.0
White Matthew,2000,18.0,22,18.0
White Matthew,2005,12.0,21,18.0
White Matthew,2006,18.0,20,18.0
White Matthew,2007,0.0,20,18.0
Wielinga Remmert,2006,7.0,4,7.0
Wiggins Bradley,2003,0.0,18,0.0
Wiggins Bradley,2005,15.0,21,15.0
Wiggins Bradley,2008,24.0,20,24.0
Wiggins Bradley,2009,49.0,20,49.0
Wiggins Bradley,2010,103.0,20,103.0
Wiggins Bradley,2013,96.0,13,103.0
Willems Frederik,2013,0.0,20,0.0
Wilson Matthew,2004,0.0,21,0.0
Wilson Matthew,2005,0.0,21,0.0
Wilson Matthew,2011,0.0,15,0.0
Wilson Trent,2004,0.0,21,0.0
Wilson Trent,2005,0.0,21,0.0
Winn Julian,2003,20.0,21,20.0
Wisniowski Lukasz,2016,20.0,21,20.0
Woods Michael,2017,70.0,21,70.0
Wrolich Peter,2002,31.0,21,31.0
Wurf Cameron,2010,0.0,20,0.0
Wurf Cameron,2013,0.0,20,0.0
Wynants Maarten,2013,0.0,16,0.0
Wyss Danilo,2010,32.0,20,32.0
Wyss Danilo,2011,0.0,19,32.0
Wyss Danilo,2012,0.0,1,32.0
Wyss Danilo,2013,0.0,20,32.0
Wyss Danilo,2014,0.0,20,32.0
Wyss Marcel,2010,6.0,20,6.0
Wyss Marcel,2011,0.0,19,6.0
Wyss Marcel,2016,8.0,21,8.0
Xu Gang,2015,0.0,15,0.0
Yakovlev Serguei,2001,0.0,21,0.0
Yakovlev Serguei,2002,0.0,21,0.0
Yakovlev Serguei,2006,26.0,17,26.0
Yakovlev Serguei,2007,0.0,13,26.0
Yamamoto Genki,2016,0.0,21,0.0
Yates Adam,2017,217.0,21,217.0
