,Age,BIB,Rider,year,gc_extra_scores,gc_stage_scores,green_extra_scores,green_stage_scores,polka_extra_scores,polka_stage_scores,stage_scores,youth_extra_scores,youth_stage_scores,score
0,15,0.0,Martinez Juan Jesus,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19,208.0,van Poppel Danny,2013,0.0,13.0,0.0,42.0,0.0,0.0,73.0,0.0,4.0,132.0
2,20,68.0,Lutsenko Alexey,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,20,167.0,van Poppel Danny,2014,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,38.0
4,20,216.0,Felline Fabio,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,21,0.0,Insausti Jon Ander,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,21,2.0,Bernal Egan Arley,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,21,44.0,Ciolek Gerald,2008,0.0,0.0,1.0,3.0,0.0,0.0,112.0,0.0,0.0,116.0
8,21,52.0,Augustyn John Lee,2008,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,13.0
9,21,54.0,Guti\xe9rrez Jos\xe9 Iv\xe1n,2000,0.0,4.0,0.0,9.0,0.0,0.0,28.0,0.0,24.0,65.0
10,21,97.0,Sanchez Luis Leon,2005,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,15.0
11,21,146.0,Jaksche Jorg,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
12,21,152.0,Gaudu David,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,21,153.0,Casper Jimmy,1999,0.0,0.0,0.0,33.0,0.0,0.0,123.0,0.0,0.0,156.0
14,21,163.0,Delage Micka\xebl,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,21,164.0,Di Gr\xe9gorio R\xe9my,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,21,176.0,S\xe9n\xe9chal Florian,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,21,177.0,L\xf6fkvist Thomas,2005,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0
18,21,185.0,Grivko Andrei,2005,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,23.0
19,21,189.0,Yates Simon,2014,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
20,21,213.0,Delaplace Anthony,2011,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,14.0
21,21,215.0,Thomas Geraint,2007,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0
22,21,216.0,Kudus Merhawi,2015,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0
23,22,14.0,Martinez Daniel Felipe,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,22,17.0,Moser Moreno,2013,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0
25,22,23.0,Cavendish Mark,2007,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0
26,22,25.0,Guti\xe9rrez Jos\xe9 Iv\xe1n,2001,0.0,3.0,0.0,9.0,0.0,0.0,17.0,0.0,28.0,57.0
27,22,26.0,Jaksche Jorg,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,22,34.0,Karpets Vladimir,2003,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,30.0,42.0
29,22,47.0,Pozzato Filippo,2004,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,51.0
30,22,54.0,Dekker Thomas,2007,0.0,7.0,0.0,3.0,0.0,0.0,34.0,0.0,31.0,75.0
31,22,55.0,Nerz Dominik,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,22,57.0,Sagan Peter,2012,0.0,3.0,10.0,199.0,0.0,20.0,300.0,0.0,20.0,552.0
33,22,65.0,Kreuziger Roman,2008,28.0,0.0,0.0,0.0,0.0,0.0,99.0,3.0,55.0,185.0
34,22,73.0,Bouhanni Nacer,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,22,73.0,Corioni Claudio,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,22,75.0,Enger Sondre Holst,2016,0.0,0.0,0.0,1.0,0.0,0.0,83.0,0.0,0.0,84.0
37,22,82.0,Bardet Romain,2013,22.0,1.0,0.0,2.0,0.0,0.0,72.0,1.0,40.0,138.0
38,22,92.0,Delaplace Anthony,2012,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
39,22,93.0,Contador Alberto,2005,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,40.0,48.0
40,22,102.0,Coppel J\xe9rome,2009,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4.0,17.0
41,22,108.0,Yates Adam,2015,0.0,0.0,0.0,3.0,0.0,0.0,54.0,0.0,1.0,58.0
42,22,109.0,Yates Simon,2015,0.0,0.0,0.0,2.0,0.0,0.0,49.0,0.0,0.0,51.0
43,22,113.0,Costa Rui,2009,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0
44,22,117.0,Pineau J\xe9rome,2002,0.0,0.0,0.0,2.0,0.0,0.0,47.0,0.0,0.0,49.0
45,22,119.0,Uran Rigoberto,2009,0.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,1.0,16.0
46,22,121.0,D\xe9mare Arnaud,2014,0.0,0.0,0.0,10.0,0.0,0.0,78.0,0.0,0.0,88.0
47,22,139.0,Vichot Arthur,2011,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
48,22,146.0,Jaksche Jorg,1998,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,30.0
49,22,146.0,Pinot Thibaut,2012,31.0,10.0,0.0,1.0,0.0,4.0,115.0,3.0,50.0,214.0
50,22,147.0,Jungels Bob,2015,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,6.0,94.0
51,22,147.0,Ricco Riccardo,2006,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,26.0
52,22,148.0,Rolland Pierre,2009,12.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,7.0,39.0
53,22,153.0,Coquard Bryan,2014,0.0,7.0,8.0,184.0,0.0,0.0,146.0,0.0,4.0,349.0
54,22,155.0,Gautier Cyril,2010,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,17.0,29.0
55,22,157.0,L\xf6fkvist Thomas,2006,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,36.0,44.0
56,22,158.0,Pibernik Luka,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,22,159.0,Turicchia Alain,1998,0.0,0.0,1.0,3.0,0.0,0.0,84.0,0.0,0.0,88.0
58,22,163.0,Di Gr\xe9gorio R\xe9my,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,22,164.0,Chavanel Sylvain,2001,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0
60,22,167.0,Garcia Francisco Tomas,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,22,167.0,Ladagnous Matthieu,2007,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,26.0
62,22,172.0,Bouet Maxime,2009,0.0,6.0,0.0,6.0,0.0,1.0,27.0,0.0,3.0,43.0
63,22,173.0,Bertogliati Rubens,2001,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,13.0
64,22,173.0,Laporte Christophe,2015,0.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,42.0
65,22,176.0,Gilbert Philippe,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,22,176.0,S\xe9n\xe9chal Florian,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,22,178.0,van Garderen Tejay,2011,0.0,0.0,0.0,8.0,0.0,14.0,10.0,0.0,6.0,38.0
68,22,182.0,Ciolek Gerald,2009,0.0,0.0,8.0,127.0,0.0,0.0,166.0,0.0,0.0,301.0
69,22,184.0,Grivko Andrei,2006,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,11.0,33.0
70,22,194.0,Buchmann Emanuel,2015,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0
71,22,194.0,Dumoulin Tom,2013,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,3.0,60.0
72,22,195.0,Gonzalo Eduardo,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,22,206.0,Edaleine Christophe,2002,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0
74,22,207.0,Malori Adriano,2010,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,19.0
75,22,213.0,Dumoulin Samuel,2003,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0
76,22,214.0,Gesbert Elie,2017,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0
77,23,2.0,De Wolf Steve,1999,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,31.0
78,23,7.0,Loder Thierry,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,23,9.0,van Garderen Tejay,2012,38.0,102.0,0.0,7.0,0.0,0.0,134.0,5.0,101.0,387.0
80,23,11.0,Sagan Peter,2013,0.0,10.0,10.0,195.0,0.0,0.0,264.0,0.0,6.0,485.0
81,23,12.0,Delage Micka\xebl,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,23,14.0,Herrada Jes\xfas,2014,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0
83,23,16.0,Schleck Andy,2008,30.0,0.0,0.0,0.0,0.0,0.0,112.0,5.0,76.0,223.0
84,23,17.0,Latour Pierre,2017,0.0,11.0,0.0,0.0,0.0,0.0,51.0,0.0,58.0,120.0
85,23,22.0,Izagirre Gorka,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,23,24.0,D\xe9mare Arnaud,2015,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,61.0
87,23,26.0,Jaksche Jorg,1999,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0
88,23,26.0,Lutsenko Alexey,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,23,35.0,Gogl Michael,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,23,36.0,Andersen S\xf8ren Kragh,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,23,36.0,Boasson Hagen Edvald,2010,0.0,9.0,5.0,82.0,0.0,0.0,163.0,0.0,9.0,268.0
92,23,43.0,Basso Ivan,2001,0.0,0.0,0.0,5.0,0.0,0.0,40.0,0.0,6.0,51.0
93,23,43.0,Cancellara Fabian,2004,0.0,40.0,0.0,27.0,0.0,0.0,53.0,0.0,23.0,143.0
94,23,43.0,Cavendish Mark,2008,0.0,0.0,0.0,53.0,0.0,0.0,156.0,0.0,0.0,209.0
95,23,43.0,Gesbert Elie,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,23,43.0,Koren Kristijan,2010,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,9.0
97,23,44.0,K\xfcng Stefan,2017,0.0,18.0,0.0,11.0,0.0,0.0,47.0,0.0,16.0,92.0
98,23,46.0,Gesink Robert,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,23,46.0,Oss Daniel,2010,0.0,0.0,0.0,16.0,0.0,0.0,68.0,0.0,0.0,84.0
100,23,47.0,Gougeard Alexis,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,23,49.0,Valgren Michael,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,23,53.0,Groenewegen Dylan,2016,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,87.0
103,23,56.0,Roosen Timo,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,23,57.0,Froome Christopher,2008,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0
105,23,57.0,Navardauskas Ramunas,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
106,23,66.0,Roux Anthony,2010,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0
107,23,67.0,Nibali Vincenzo,2008,14.0,7.0,0.0,0.0,0.0,2.0,59.0,2.0,62.0,146.0
108,23,68.0,Sulzberger Wesley,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,23,71.0,Pinot Thibaut,2013,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,10.0
110,23,74.0,Facci Mauro,2005,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
111,23,75.0,Karpets Vladimir,2004,26.0,0.0,0.0,0.0,0.0,0.0,73.0,5.0,35.0,139.0
112,23,76.0,Le Gac Olivier,2017,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
113,23,76.0,Pliuschin Alexandr,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,23,82.0,B\xe4ckstedt Magnus,1998,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0
115,23,82.0,Bardet Romain,2014,35.0,86.0,0.0,0.0,0.0,0.0,164.0,3.0,85.0,373.0
116,23,82.0,Barguil Warren,2015,24.0,10.0,0.0,8.0,0.0,0.0,96.0,2.0,70.0,210.0
117,23,82.0,Bouet Maxime,2010,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0
118,23,92.0,Casar Sandy,2002,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,5.0,28.0
119,23,93.0,Kreuziger Roman,2009,33.0,13.0,0.0,13.0,0.0,0.0,104.0,2.0,58.0,223.0
120,23,94.0,Cooke Baden,2002,0.0,6.0,7.0,130.0,0.0,0.0,192.0,0.0,9.0,344.0
121,23,94.0,Haussler Heinrich,2007,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0
122,23,96.0,Menchov Denis,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,14.0
123,23,98.0,Troia Oliviero,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,23,98.0,Verbrugghe Rik,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
125,23,102.0,Belohvosciks Raivis,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,23,103.0,Boonen Tom,2004,0.0,4.0,5.0,81.0,0.0,0.0,161.0,0.0,24.0,275.0
127,23,103.0,Gaviria Fernando,2018,60.0,10.0,10.0,10.0,0.0,0.0,35.0,5.0,5.0,135.0
128,23,104.0,Hushovd Thor,2001,0.0,0.0,0.0,6.0,0.0,0.0,31.0,0.0,10.0,47.0
129,23,104.0,Ivanov Serguei,1998,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0
130,23,106.0,Dumoulin Tom,2014,0.0,0.0,0.0,0.0,0.0,0.0,88.0,1.0,36.0,125.0
131,23,106.0,Pinotti Marco,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,23,113.0,Davis Allan,2004,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,72.0
133,23,114.0,Chavanel Sylvain,2002,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,10.0,15.0
134,23,116.0,Swift Ben,2011,0.0,0.0,0.0,6.0,0.0,0.0,20.0,0.0,1.0,27.0
135,23,117.0,Rogers Michael,2003,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,16.0,79.0
136,23,122.0,Coquard Bryan,2015,0.0,6.0,6.0,96.0,0.0,0.0,115.0,0.0,0.0,223.0
137,23,123.0,Lefevre Laurent,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,23,125.0,Frank Mathias,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,23,125.0,Garcia Francisco Tomas,1999,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,29.0,65.0
140,23,127.0,Millar David,2000,0.0,30.0,0.0,25.0,0.0,0.0,87.0,0.0,37.0,179.0
141,23,128.0,Politt Nils,2017,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,17.0
142,23,128.0,Quintana Nairo,2013,51.0,74.0,0.0,8.0,5.0,42.0,142.0,5.0,80.0,407.0
143,23,129.0,Trampusch Gerhard,2002,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0
144,23,129.0,Zabel Rick,2017,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0
145,23,131.0,Buchmann Emanuel,2016,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,26.0,39.0
146,23,133.0,Benoot Tiesj,2017,12.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,10.0,123.0
147,23,134.0,Feillu Romain,2007,0.0,0.0,0.0,26.0,0.0,0.0,72.0,0.0,0.0,98.0
148,23,134.0,Langeveld Sebastian,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,23,135.0,Gonzalo Eduardo,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,23,137.0,Seeldraeyers Kevin,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,23,138.0,Molard Rudy,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
152,23,139.0,Spilak Simon,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,23,142.0,Ciolek Gerald,2010,0.0,0.0,3.0,37.0,0.0,0.0,137.0,0.0,0.0,177.0
154,23,143.0,Cimolai Davide,2013,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0
155,23,143.0,Dumoulin Samuel,2004,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0
156,23,146.0,Lefevre Laurent,1999,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
157,23,148.0,Sprick Matthieu,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,23,149.0,Nazon Jean-Patrick,2000,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
159,23,149.0,Scanlon Mark,2004,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,8.0
160,23,149.0,Vichot Arthur,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,23,152.0,Astarloza Mikel,2003,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,51.0,80.0
162,23,152.0,Bongioni Alessio,1998,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0
163,23,153.0,Bertogliati Rubens,2002,0.0,28.0,0.0,21.0,0.0,0.0,42.0,0.0,21.0,112.0
164,23,153.0,Kwiatkowski Michal,2013,30.0,59.0,3.0,78.0,0.0,0.0,207.0,2.0,83.0,462.0
165,23,154.0,Gilbert Philippe,2006,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,22.0
166,23,156.0,Gallopin Tony,2011,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0
167,23,156.0,Rolland Pierre,2010,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,33.0
168,23,158.0,S\xe9n\xe9chal Florian,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,23,158.0,Trentin Matteo,2013,0.0,6.0,0.0,8.0,0.0,0.0,57.0,0.0,3.0,74.0
170,23,158.0,Velits Peter,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,23,162.0,Costa Rui,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,23,164.0,Gerard Arnaud,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,23,165.0,Eisel Bernhard,2004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,9.0
174,23,165.0,Mancebo Francisco,1999,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,19.0,30.0
175,23,168.0,L\xf6fkvist Thomas,2007,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0
176,23,168.0,Malori Adriano,2011,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0
177,23,169.0,van Baarle Dylan,2015,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,11.0
178,23,171.0,Taaram\xe4e Rein,2010,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0
179,23,172.0,Boudat Thomas,2017,0.0,0.0,0.0,3.0,0.0,0.0,35.0,0.0,0.0,38.0
180,23,174.0,Dennis Rohan,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,23,174.0,Di Biase Moreno,1999,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0
182,23,174.0,Feillu Brice,2009,0.0,0.0,0.0,0.0,0.0,24.0,82.0,0.0,14.0,120.0
183,23,176.0,Gilbert Philippe,2005,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,61.0
184,23,177.0,Petit Adrien,2014,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0
185,23,182.0,Bettiol Alberto,2017,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0
186,23,182.0,Casper Jimmy,2001,0.0,0.0,0.0,10.0,0.0,0.0,80.0,0.0,0.0,90.0
187,23,183.0,Gautier Cyril,2011,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,5.0,16.0
188,23,184.0,Durbridge Luke,2014,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0
189,23,184.0,Geslin Anthony,2003,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,11.0
190,23,184.0,Grivko Andrei,2007,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,8.0,35.0
191,23,185.0,Flickinger Andy,2002,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0
192,23,185.0,Hary Maryan,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,23,186.0,Grellier Fabien,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,23,187.0,Pineau J\xe9rome,2003,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0
195,23,188.0,Vakoc Petr,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,23,188.0,Vande Velde Christian,1999,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,40.0,62.0
197,23,189.0,Vogondy Nicolas,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
198,23,194.0,Geschke Simon,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,23,196.0,Laporte Christophe,2016,0.0,0.0,0.0,6.0,0.0,0.0,97.0,0.0,0.0,103.0
200,23,196.0,Lowe Trent,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
201,23,197.0,Navarro Daniel,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,23,198.0,Silin Egor,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
203,23,199.0,Spezialetti Alessandro,1998,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0
204,23,199.0,Sweet Jay,1999,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,38.0
205,23,207.0,Lamouller Lo\xefc,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,23,207.0,Poels Wout,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,23,209.0,Talabardon S\xe9bastien,2001,0.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,17.0
208,23,209.0,Yates Adam,2016,41.0,123.0,0.0,0.0,0.0,0.0,157.0,5.0,85.0,411.0
209,23,212.0,Delaplace Anthony,2013,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0
210,23,214.0,Edaleine Christophe,2003,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0
211,23,217.0,Meintjes Louis,2015,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0
212,23,219.0,Valls Rafael,2010,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,7.0,38.0
213,24,1.0,Ullrich Jan,1998,51.0,125.0,0.0,5.0,0.0,0.0,178.0,5.0,92.0,456.0
214,24,3.0,Kennaugh Peter,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,24,5.0,Moscon Gianni,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,24,6.0,Joachim Benoit,2000,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0
217,24,12.0,Bardet Romain,2015,32.0,7.0,0.0,7.0,2.0,20.0,125.0,3.0,51.0,247.0
218,24,13.0,Gallopin Tony,2012,0.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,12.0,54.0
219,24,14.0,Herrada Jes\xfas,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,24,16.0,Mancebo Francisco,2000,32.0,19.0,0.0,3.0,0.0,2.0,111.0,5.0,60.0,232.0
221,24,16.0,Van Avermaet Greg,2009,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,43.0
222,24,22.0,Burghardt Marcus,2007,0.0,0.0,0.0,4.0,0.0,0.0,74.0,0.0,0.0,78.0
223,24,24.0,Gautier Cyril,2012,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,39.0
224,24,25.0,Gerdemann Linus,2007,0.0,19.0,0.0,0.0,0.0,7.0,78.0,0.0,29.0,133.0
225,24,25.0,Kessler Matthias,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,24,26.0,Jaksche Jorg,2001,0.0,7.0,0.0,10.0,0.0,0.0,19.0,0.0,45.0,81.0
227,24,26.0,Latour Pierre,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
