Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
30,78,15,,Westra Lieuwe,1,Vacansoleil - DCM,,1,2013
37,151,12,,Mancebo Francisco,2,5-hour Energy,,1,2013
23,51,10,,Sagan Peter,3,Cannondale Pro Cycling Team,,1,2013
27,24,7,,Meersman Gianni,4,Omega Pharma - Quick-Step,,1,2013
21,148,6,,Stuyven Jasper,5,Bontrager Cycling Team,,1,2013
24,113,5,,Jones Carter,6,Bissell Pro Cycling,,1,2013
22,17,5,,Rathe Jacob,7,Garmin Sharp,,1,2013
38,123,4,,Candelario Alex,8,Optum p/b Kelly Benefit Strategies,,1,2013
27,156,3,,Stemper James,9,5-hour Energy,,1,2013
26,44,3,,Docker Mitchell,10,Orica GreenEDGE,,1,2013
32,118,2,,Vennell Jeremy,11,Bissell Pro Cycling,,1,2013
21,147,1,,Putt Tanner,12,Bontrager Cycling Team,,1,2013
27,124,1,,Cooper Marsh,13,Optum p/b Kelly Benefit Strategies,,1,2013
30,78,15,1.0,Westra Lieuwe,1,Vacansoleil - DCM,-,2,2013
37,151,12,2.0,Mancebo Francisco,2,5-hour Energy,-,2,2013
23,51,10,3.0,Sagan Peter,3,Cannondale Pro Cycling Team,-,2,2013
27,24,7,4.0,Meersman Gianni,4,Omega Pharma - Quick-Step,-,2,2013
31,116,6,,Mccarty Jonathan Patrick,5,Bissell Pro Cycling,-,2,2013
35,128,6,,Zwizanski Scott,6,Optum p/b Kelly Benefit Strategies,-,2,2013
34,134,6,,Jacques-Maynes Benjamin,7,Jamis - Hagens Berman,-,2,2013
21,148,6,5.0,Stuyven Jasper,8,Bontrager Cycling Team,\u25bc3,2,2013
24,113,5,6.0,Jones Carter,9,Bissell Pro Cycling,\u25bc3,2,2013
22,17,5,7.0,Rathe Jacob,10,Garmin Sharp,\u25bc3,2,2013
38,123,4,8.0,Candelario Alex,11,Optum p/b Kelly Benefit Strategies,\u25bc3,2,2013
27,156,3,9.0,Stemper James,12,5-hour Energy,\u25bc3,2,2013
26,44,3,10.0,Docker Mitchell,13,Orica GreenEDGE,\u25bc3,2,2013
32,118,2,11.0,Vennell Jeremy,14,Bissell Pro Cycling,\u25bc3,2,2013
27,124,1,13.0,Cooper Marsh,15,Optum p/b Kelly Benefit Strategies,\u25bc2,2,2013
21,147,1,12.0,Putt Tanner,16,Bontrager Cycling Team,\u25bc4,2,2013
30,78,25,1.0,Westra Lieuwe,1,Vacansoleil - DCM,-,3,2013
23,51,25,3.0,Sagan Peter,2,Cannondale Pro Cycling Team,\u25b21,3,2013
27,24,14,4.0,Meersman Gianni,3,Omega Pharma - Quick-Step,\u25b21,3,2013
37,151,12,2.0,Mancebo Francisco,4,5-hour Energy,\u25bc2,3,2013
22,46,12,,Matthews Michael,5,Orica GreenEDGE,-,3,2013
28,14,10,,Farrar Tyler,6,Garmin Sharp,-,3,2013
38,123,8,11.0,Candelario Alex,7,Optum p/b Kelly Benefit Strategies,\u25b24,3,2013
31,116,6,5.0,Mccarty Jonathan Patrick,8,Bissell Pro Cycling,\u25bc3,3,2013
35,128,6,6.0,Zwizanski Scott,9,Optum p/b Kelly Benefit Strategies,\u25bc3,3,2013
21,148,6,8.0,Stuyven Jasper,10,Bontrager Cycling Team,\u25bc2,3,2013
34,134,6,7.0,Jacques-Maynes Benjamin,11,Jamis - Hagens Berman,\u25bc4,3,2013
25,77,6,,van Poppel Boy,12,Vacansoleil - DCM,-,3,2013
24,113,5,9.0,Jones Carter,13,Bissell Pro Cycling,\u25bc4,3,2013
22,17,5,10.0,Rathe Jacob,14,Garmin Sharp,\u25bc4,3,2013
35,35,5,,Hushovd Thor,15,BMC Racing Team,-,3,2013
26,91,4,,Beyer Chad,16,Champion System Pro Cycling Team,-,3,2013
27,156,3,12.0,Stemper James,17,5-hour Energy,\u25bc5,3,2013
26,44,3,13.0,Docker Mitchell,18,Orica GreenEDGE,\u25bc5,3,2013
21,145,3,,Mannion Gavin,19,Bontrager Cycling Team,-,3,2013
33,21,3,,Chavanel Sylvain,20,Omega Pharma - Quick-Step,-,3,2013
32,118,2,14.0,Vennell Jeremy,21,Bissell Pro Cycling,\u25bc7,3,2013
25,104,2,,Dempster Zakkari,22,Team NetApp \u2013 Endura,-,3,2013
21,147,1,16.0,Putt Tanner,23,Bontrager Cycling Team,\u25bc7,3,2013
27,7,1,,Schleck Andy,24,RadioShack - Leopard,-,3,2013
28,66,1,,M\xf8rk\xf8v Michael,25,Team Saxo - Tinkoff,-,3,2013
27,124,1,15.0,Cooper Marsh,26,Optum p/b Kelly Benefit Strategies,\u25bc11,3,2013
23,51,31,2.0,Sagan Peter,1,Cannondale Pro Cycling Team,\u25b21,4,2013
30,78,25,1.0,Westra Lieuwe,2,Vacansoleil - DCM,\u25bc1,4,2013
28,14,25,6.0,Farrar Tyler,3,Garmin Sharp,\u25b23,4,2013
27,24,24,3.0,Meersman Gianni,4,Omega Pharma - Quick-Step,\u25bc1,4,2013
22,46,17,5.0,Matthews Michael,5,Orica GreenEDGE,-,4,2013
37,151,12,4.0,Mancebo Francisco,6,5-hour Energy,\u25bc2,4,2013
31,125,12,,Hanson Ken,7,Optum p/b Kelly Benefit Strategies,-,4,2013
35,35,9,15.0,Hushovd Thor,8,BMC Racing Team,\u25b27,4,2013
27,156,8,17.0,Stemper James,9,5-hour Energy,\u25b28,4,2013
26,91,8,16.0,Beyer Chad,10,Champion System Pro Cycling Team,\u25b26,4,2013
38,123,8,7.0,Candelario Alex,11,Optum p/b Kelly Benefit Strategies,\u25bc4,4,2013
21,148,7,10.0,Stuyven Jasper,12,Bontrager Cycling Team,\u25bc2,4,2013
26,72,7,,Boeckmans Kris,13,Vacansoleil - DCM,-,4,2013
37,111,6,,Baldwin Christopher,14,Bissell Pro Cycling,-,4,2013
31,116,6,8.0,Mccarty Jonathan Patrick,15,Bissell Pro Cycling,\u25bc7,4,2013
35,128,6,9.0,Zwizanski Scott,16,Optum p/b Kelly Benefit Strategies,\u25bc7,4,2013
33,21,6,20.0,Chavanel Sylvain,17,Omega Pharma - Quick-Step,\u25b23,4,2013
34,134,6,11.0,Jacques-Maynes Benjamin,18,Jamis - Hagens Berman,\u25bc7,4,2013
25,77,6,12.0,van Poppel Boy,19,Vacansoleil - DCM,\u25bc7,4,2013
24,113,5,13.0,Jones Carter,20,Bissell Pro Cycling,\u25bc7,4,2013
22,17,5,14.0,Rathe Jacob,21,Garmin Sharp,\u25bc7,4,2013
32,118,4,21.0,Vennell Jeremy,22,Bissell Pro Cycling,\u25bc1,4,2013
21,145,3,19.0,Mannion Gavin,23,Bontrager Cycling Team,\u25bc4,4,2013
