Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
29,11,1,+0:00,,,Cavendish Mark,1,Etixx - Quick Step,4:43:17 4:43:17,+0:00,10.0,,1,2015
30,92,2,+0:01,,,Clarke William,2,Drapac Professional Cycling,0:01 0:01,+0:01,,,1,2015
25,41,3,+0:04,,,Sagan Peter,3,Tinkoff - Saxo,0:04 0:04,+0:04,,,1,2015
28,22,4,+0:06,,,Drucker Jean-Pierre,4,BMC Racing Team,0:06 0:06,+0:06,,,1,2015
30,173,5,+0:06,,,Britton Rob,5,Team SmartStop,",, 0:06",+0:06,,,1,2015
30,104,6,+0:10,,,Murphy John,6,UnitedHealthcare Pro Cycling Team,0:10 0:10,+0:10,,,1,2015
25,123,7,+0:10,,,Boivin Guillaume,7,Optum p/b Kelly Benefit Strategies,",, 0:10",+0:10,,,1,2015
23,37,8,+0:10,,,Waeytens Zico,8,Team Giant - Alpecin,",, 0:10",+0:10,,,1,2015
24,98,9,+0:10,,,Wippert Wouter,9,Drapac Professional Cycling,",, 0:10",+0:10,,,1,2015
30,81,10,+0:10,,,Farrar Tyler,10,MTN - Qhubeka,",, 0:10",+0:10,,,1,2015
32,34,11,+0:10,,,de Kort Koen,11,Team Giant - Alpecin,",, 0:10",+0:10,,,1,2015
21,56,12,+0:10,,,van Poppel Danny,12,Trek Factory Racing,",, 0:10",+0:10,,,1,2015
22,151,13,+0:10,,,Carpenter Robin,13,Hincapie Racing Team,",, 0:10",+0:10,,,1,2015
30,118,14,+0:10,,,Verschoor Martijn,14,Team Novo Nordisk,",, 0:10",+0:10,,,1,2015
30,175,15,+0:10,,,Kocjan Jure,15,Team SmartStop,",, 0:10",+0:10,,,1,2015
32,15,16,+0:10,,,Renshaw Mark,16,Etixx - Quick Step,",, 0:10",+0:10,,,1,2015
25,177,17,+0:10,,,McCabe Travis,17,Team SmartStop,",, 0:10",+0:10,,,1,2015
28,25,18,+0:10,,,Hermans Ben,18,BMC Racing Team,",, 0:10",+0:10,,,1,2015
20,168,19,+0:10,,,Owen Logan,19,Axeon Cycling Team,",, 0:10",+0:10,,,1,2015
32,144,20,+0:10,,,Haedo Lucas Sebastian,20,Jamis - Hagens Berman,",, 0:10",+0:10,,,1,2015
22,47,21,+0:10,,,McCarthy Jay,21,Tinkoff - Saxo,",, 0:10",+0:10,,,1,2015
22,157,22,+0:10,,,Smith Dion,22,Hincapie Racing Team,",, 0:10",+0:10,,,1,2015
26,102,23,+0:10,,,Canola Marco,23,UnitedHealthcare Pro Cycling Team,",, 0:10",+0:10,,,1,2015
34,6,24,+0:10,,,Knees Christian,24,Team Sky,",, 0:10",+0:10,,,1,2015
22,93,25,+0:10,,,Kerby Jordan,25,Drapac Professional Cycling,",, 0:10",+0:10,,,1,2015
36,142,26,+0:10,,,Romero Amaran Luis,26,Jamis - Hagens Berman,",, 0:10",+0:10,,,1,2015
27,62,27,+0:10,,,van Winden Dennis,27,Team LottoNL-Jumbo,",, 0:10",+0:10,,,1,2015
25,26,28,+0:10,,,Rosskopf Joey,28,BMC Racing Team,",, 0:10",+0:10,,,1,2015
28,61,29,+0:10,,,Gesink Robert,29,Team LottoNL-Jumbo,",, 0:10",+0:10,,,1,2015
23,135,30,+0:10,,,Mannion Gavin,30,Jelly Belly p/b Maxxis,",, 0:10",+0:10,,,1,2015
26,116,31,+0:10,,,Peron Andrea,31,Team Novo Nordisk,",, 0:10",+0:10,,,1,2015
35,54,32,+0:10,,,Irizar Markel,32,Trek Factory Racing,",, 0:10",+0:10,,,1,2015
23,32,33,+0:10,,,Craddock Lawson,33,Team Giant - Alpecin,",, 0:10",+0:10,,,1,2015
25,1,34,+0:10,,,Kennaugh Peter,34,Team Sky,",, 0:10",+0:10,,,1,2015
22,12,35,+0:10,,,Alaphilippe Julian,35,Etixx - Quick Step,",, 0:10",+0:10,,,1,2015
35,171,36,+0:10,,,Marcotte Eric,36,Team SmartStop,",, 0:10",+0:10,,,1,2015
31,128,37,+0:10,,,Soladay Thomas,37,Optum p/b Kelly Benefit Strategies,",, 0:10",+0:10,,,1,2015
31,82,38,+0:10,,,Bos Theo,38,MTN - Qhubeka,",, 0:10",+0:10,,,1,2015
28,107,39,+0:10,,,Reijnen Kiel,39,UnitedHealthcare Pro Cycling Team,",, 0:10",+0:10,,,1,2015
23,31,40,+0:10,,,Barguil Warren,40,Team Giant - Alpecin,",, 0:10",+0:10,,,1,2015
41,138,41,+0:10,,,Rodriguez Fred,41,Jelly Belly p/b Maxxis,",, 0:10",+0:10,,,1,2015
27,86,42,+0:10,,,Janse van Rensburg Jacques,42,MTN - Qhubeka,",, 0:10",+0:10,,,1,2015
23,105,43,+0:10,,,Putt Tanner,43,UnitedHealthcare Pro Cycling Team,",, 0:10",+0:10,,,1,2015
24,155,44,+0:10,,,Magner Ty,44,Hincapie Racing Team,",, 0:10",+0:10,,,1,2015
28,21,45,+0:10,,,Schar Michael,45,BMC Racing Team,",, 0:10",+0:10,,,1,2015
