Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
29,1,1,+0:00,,,Kittel Marcel,1,Quick-Step Floors,3:45:25 3:45:25,+0:00,6.0,,1,2017
27,21,2,+0:04,,,Sagan Peter,2,BORA - hansgrohe,0:04 0:04,+0:04,,,1,2017
28,91,3,+0:06,,,Viviani Elia,3,Team Sky,0:06 0:06,+0:06,,,1,2017
25,15,4,+0:09,,,Gerts Floris,4,BMC Racing Team,0:09 0:09,+0:09,,,1,2017
32,143,5,+0:09,,,Clarke Jonathan,5,UnitedHealthcare Pro Cycling Team,",, 0:09",+0:09,,,1,2017
28,51,6,+0:10,,,Degenkolb John,6,Trek - Segafredo,0:10 0:10,+0:10,,,1,2017
30,13,7,+0:10,,,Drucker Jean-Pierre,7,BMC Racing Team,",, 0:10",+0:10,,,1,2017
28,135,8,+0:10,,,Janse van Rensburg Reinardt,8,Team Dimension Data,",, 0:10",+0:10,,,1,2017
30,78,9,+0:10,,,van Genechten Jonas,9,"Cofidis, Solutions Cr\xe9dits",",, 0:10",+0:10,,,1,2017
28,105,10,+0:10,,,Kump Marko,10,UAE Team Emirates,",, 0:10",+0:10,,,1,2017
26,38,11,+0:10,,,Wippert Wouter,11,Cannondale-Drapac Pro Cycling Team,",, 0:10",+0:10,,,1,2017
28,147,12,+0:10,,,McCabe Travis,12,UnitedHealthcare Pro Cycling Team,",, 0:10",+0:10,,,1,2017
40,141,13,+0:10,,,Henderson Gregory,13,UnitedHealthcare Pro Cycling Team,",, 0:10",+0:10,,,1,2017
28,117,14,+0:10,,,Sinkeldam Ramon,14,Team Sunweb,",, 0:10",+0:10,,,1,2017
29,41,15,+0:10,,,Kristoff Alexander,15,Team Katusha - Alpecin,",, 0:10",+0:10,,,1,2017
22,85,16,+0:10,,,Joyce Colin,16,Rally Cycling,",, 0:10",+0:10,,,1,2017
23,48,17,+0:10,,,Zabel Rick,17,Team Katusha - Alpecin,",, 0:10",+0:10,,,1,2017
32,4,18,+0:14,,,Sabatini Fabio,18,Quick-Step Floors,0:14 0:14,+0:14,,,1,2017
30,61,19,+0:14,,,Gesink Robert,19,Team LottoNL-Jumbo,",, 0:14",+0:14,,,1,2017
