BIB,GC,GC-Time,Prev,Rnk,Team,Time,\u25bc\u25b2,stage,year
,,+ -4:20:31,,1,UnitedHealthcare Pro Cycling Team,13:02:03 13:02:03,,1,2016
,,+ -4:20:31,,2,Axeon Hagens Berman,",, ,,",,1,2016
,,+ -4:20:31,,3,Team Novo Nordisk,",, ,,",,1,2016
,,+ -4:20:31,,4,BMC Racing Team,",, ,,",,1,2016
,,+ -4:20:31,,5,Team Sky,",, ,,",,1,2016
,,+ -4:20:31,,6,Trek - Segafredo,",, ,,",,1,2016
,,+ -4:20:31,,7,Team Wiggins,",, ,,",,1,2016
,,+ -4:20:31,,8,Cannondale Pro Cycling Team,",, ,,",,1,2016
,,+ -4:20:31,,9,Tinkoff,",, ,,",,1,2016
,,+ -4:20:31,,10,Rally Cycling,",, ,,",,1,2016
,,+ -4:20:31,,11,Team LottoNL-Jumbo,",, ,,",,1,2016
,,+ -4:20:31,,12,Team Katusha,",, ,,",,1,2016
,,+ -4:20:31,,13,Etixx - Quick Step,",, ,,",,1,2016
,,+ -4:20:31,,14,Team Dimension Data,",, ,,",,1,2016
,,+ -4:20:31,,15,Holowesko-Citadel Racing Team,",, ,,",,1,2016
,,+ -4:20:31,,16,Direct Energie,",, ,,",,1,2016
,,+ -4:20:31,,17,Team Giant - Alpecin,",, ,,",,1,2016
,,+ -4:20:31,,18,Jelly Belly p/b Maxxis,",, ,,",,1,2016
,,+ -8:12:34,8.0,1,Cannondale Pro Cycling Team,24:38:46 24:38:46,\u25b27,2,2016
,,+ -8:12:34,10.0,2,Rally Cycling,",, ,,",\u25b28,2,2016
,,+ -8:12:34,1.0,3,UnitedHealthcare Pro Cycling Team,0:08 0:08,\u25bc2,2,2016
,,+ -8:12:34,2.0,4,Axeon Hagens Berman,",, 0:08",\u25bc2,2,2016
,,+ -8:12:34,13.0,5,Etixx - Quick Step,",, 0:08",\u25b28,2,2016
,,+ -8:12:34,4.0,6,BMC Racing Team,",, 0:08",\u25bc2,2,2016
,,+ -8:12:34,5.0,7,Team Sky,",, 0:08",\u25bc2,2,2016
,,+ -8:12:34,6.0,8,Trek - Segafredo,",, 0:08",\u25bc2,2,2016
,,+ -8:12:34,12.0,9,Team Katusha,",, 0:08",\u25b23,2,2016
,,+ -8:12:34,9.0,10,Tinkoff,",, 0:08",\u25bc1,2,2016
,,+ -8:12:34,11.0,11,Team LottoNL-Jumbo,",, 0:08",-,2,2016
,,+ -8:12:34,15.0,12,Holowesko-Citadel Racing Team,",, 0:08",\u25b23,2,2016
,,+ -8:12:34,16.0,13,Direct Energie,",, 0:08",\u25b23,2,2016
,,+ -8:12:34,14.0,14,Team Dimension Data,",, 0:08",-,2,2016
