Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
26,1,15.0,,Sagan Peter,1,Tinkoff,,1,2016
25,78,12.0,,Wippert Wouter,2,Cannondale Pro Cycling Team,,1,2016
22,111,9.0,,Groenewegen Dylan,3,Team LottoNL-Jumbo,,1,2016
24,91,7.0,,Coquard Bryan,4,Direct Energie,,1,2016
24,146,6.0,,Sheehan Michael,5,Jelly Belly p/b Maxxis,,1,2016
31,167,6.0,,Verschoor Martijn,6,Team Novo Nordisk,,1,2016
22,84,5.0,,Bonifazio Niccolo,7,Trek - Segafredo,,1,2016
21,135,4.0,,Guerreiro Ruben,8,Axeon Hagens Berman,,1,2016
22,124,3.0,,Eaton Daniel,9,UnitedHealthcare Pro Cycling Team,,1,2016
35,12,3.0,,Boonen Tom,10,Etixx - Quick Step,,1,2016
24,162,2.0,,Henttala Joonas,11,Team Novo Nordisk,,1,2016
29,53,2.0,,Drucker Jean-Pierre,12,BMC Racing Team,,1,2016
31,127,1.0,,Murphy John,13,UnitedHealthcare Pro Cycling Team,,1,2016
25,145,1.0,,Rathe Jacob,14,Jelly Belly p/b Maxxis,,1,2016
26,1,,1.0,Sagan Peter,1,Tinkoff,-,2,2016
27,75,,,King Benjamin,2,Cannondale Pro Cycling Team,-,2,2016
26,174,,,Huffman Evan,3,Rally Cycling,-,2,2016
25,78,,2.0,Wippert Wouter,4,Cannondale Pro Cycling Team,\u25bc2,2,2016
22,84,,7.0,Bonifazio Niccolo,5,Trek - Segafredo,\u25b22,2,2016
28,41,,,Kristoff Alexander,6,Team Katusha,-,2,2016
24,91,,4.0,Coquard Bryan,7,Direct Energie,\u25bc3,2,2016
22,111,,3.0,Groenewegen Dylan,8,Team LottoNL-Jumbo,\u25bc5,2,2016
24,146,,5.0,Sheehan Michael,9,Jelly Belly p/b Maxxis,\u25bc4,2,2016
31,167,,6.0,Verschoor Martijn,10,Team Novo Nordisk,\u25bc4,2,2016
22,27,,,van Poppel Danny,11,Team Sky,-,2,2016
21,135,,8.0,Guerreiro Ruben,12,Axeon Hagens Berman,\u25bc4,2,2016
