Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
29,11,15,,Cavendish Mark,1,Etixx - Quick Step,,1,2015
30,92,15,,Clarke William,2,Drapac Professional Cycling,,1,2015
25,41,12,,Sagan Peter,3,Tinkoff - Saxo,,1,2015
28,22,10,,Drucker Jean-Pierre,4,BMC Racing Team,,1,2015
30,104,7,,Murphy John,5,UnitedHealthcare Pro Cycling Team,,1,2015
25,123,6,,Boivin Guillaume,6,Optum p/b Kelly Benefit Strategies,,1,2015
30,173,6,,Britton Rob,7,Team SmartStop,,1,2015
23,37,5,,Waeytens Zico,8,Team Giant - Alpecin,,1,2015
24,98,4,,Wippert Wouter,9,Drapac Professional Cycling,,1,2015
27,178,4,,Sweeting Robert,10,Team SmartStop,,1,2015
30,81,3,,Farrar Tyler,11,MTN - Qhubeka,,1,2015
32,34,2,,de Kort Koen,12,Team Giant - Alpecin,,1,2015
24,134,2,,Fisher Steve,13,Jelly Belly p/b Maxxis,,1,2015
21,56,1,,van Poppel Danny,14,Trek Factory Racing,,1,2015
29,11,30,1.0,Cavendish Mark,1,Etixx - Quick Step,-,2,2015
25,41,24,3.0,Sagan Peter,2,Tinkoff - Saxo,\u25b21,2,2015
22,151,15,,Carpenter Robin,3,Hincapie Racing Team,-,2,2015
30,92,15,2.0,Clarke William,4,Drapac Professional Cycling,\u25bc2,2,2015
28,22,15,4.0,Drucker Jean-Pierre,5,BMC Racing Team,\u25bc1,2,2015
24,98,14,9.0,Wippert Wouter,6,Drapac Professional Cycling,\u25b23,2,2015
30,104,14,5.0,Murphy John,7,UnitedHealthcare Pro Cycling Team,\u25bc2,2,2015
35,54,9,,Irizar Markel,8,Trek Factory Racing,-,2,2015
21,56,7,14.0,van Poppel Danny,9,Trek Factory Racing,\u25b25,2,2015
30,173,6,7.0,Britton Rob,10,Team SmartStop,\u25bc3,2,2015
30,81,6,11.0,Farrar Tyler,11,MTN - Qhubeka,-,2,2015
23,37,6,8.0,Waeytens Zico,12,Team Giant - Alpecin,\u25bc4,2,2015
25,123,6,6.0,Boivin Guillaume,13,Optum p/b Kelly Benefit Strategies,\u25bc7,2,2015
32,144,4,,Haedo Lucas Sebastian,14,Jamis - Hagens Berman,-,2,2015
27,178,4,10.0,Sweeting Robert,15,Team SmartStop,\u25bc5,2,2015
30,175,2,,Kocjan Jure,16,Team SmartStop,-,2,2015
32,34,2,12.0,de Kort Koen,17,Team Giant - Alpecin,\u25bc5,2,2015
28,24,2,,Oss Daniel,18,BMC Racing Team,-,2,2015
24,134,2,13.0,Fisher Steve,19,Jelly Belly p/b Maxxis,\u25bc6,2,2015
36,142,1,,Romero Amaran Luis,20,Jamis - Hagens Berman,-,2,2015
