Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
22,151,4,,Carpenter Robin,1,Hincapie Racing Team,,2,2015
28,24,3,,Oss Daniel,2,BMC Racing Team,,2,2015
35,54,2,,Irizar Markel,3,Trek Factory Racing,,2,2015
36,142,1,,Romero Amaran Luis,4,Jamis - Hagens Berman,,2,2015
23,156,29,,Skuji\u0146\u0161 Toms,1,Hincapie Racing Team,-,3,2015
28,24,25,2.0,Oss Daniel,2,BMC Racing Team,-,3,2015
25,174,13,,Huffman Evan,3,Team SmartStop,-,3,2015
26,152,8,,Clark Oscar,4,Hincapie Racing Team,-,3,2015
30,103,7,,Clarke Jonathan,5,UnitedHealthcare Pro Cycling Team,-,3,2015
25,41,7,,Sagan Peter,6,Tinkoff - Saxo,-,3,2015
22,12,6,,Alaphilippe Julian,7,Etixx - Quick Step,-,3,2015
24,145,5,,Jaramillo Daniel Alexander,8,Jamis - Hagens Berman,-,3,2015
20,164,5,,Geoghegan Hart Tao,9,Axeon Cycling Team,-,3,2015
22,151,4,1.0,Carpenter Robin,10,Hincapie Racing Team,\u25bc9,3,2015
28,126,4,,Woods Michael,11,Optum p/b Kelly Benefit Strategies,-,3,2015
24,2,3,,Boswell Ian,12,Team Sky,-,3,2015
29,28,3,,Wyss Danilo,13,BMC Racing Team,-,3,2015
25,1,2,,Kennaugh Peter,14,Team Sky,-,3,2015
35,54,2,3.0,Irizar Markel,15,Trek Factory Racing,\u25bc12,3,2015
25,96,1,,Meyer Travis,16,Drapac Professional Cycling,-,3,2015
35,33,1,,Curvers Roy,17,Team Giant - Alpecin,-,3,2015
27,5,1,,Henao Sergio Luis,18,Team Sky,-,3,2015
36,142,1,4.0,Romero Amaran Luis,19,Jamis - Hagens Berman,\u25bc15,3,2015
23,156,33,1.0,Skuji\u0146\u0161 Toms,1,Hincapie Racing Team,-,4,2015
28,24,32,2.0,Oss Daniel,2,BMC Racing Team,-,4,2015
25,174,13,3.0,Huffman Evan,3,Team SmartStop,-,4,2015
30,103,13,5.0,Clarke Jonathan,4,UnitedHealthcare Pro Cycling Team,\u25b21,4,2015
26,152,8,4.0,Clark Oscar,5,Hincapie Racing Team,\u25bc1,4,2015
29,122,6,,Anthony Jesse,6,Optum p/b Kelly Benefit Strategies,-,4,2015
25,1,5,14.0,Kennaugh Peter,7,Team Sky,\u25b27,4,2015
20,164,5,9.0,Geoghegan Hart Tao,8,Axeon Cycling Team,\u25b21,4,2015
38,4,5,,Zandio Xabier,9,Team Sky,-,4,2015
30,92,5,,Clarke William,10,Drapac Professional Cycling,-,4,2015
22,151,4,10.0,Carpenter Robin,11,Hincapie Racing Team,\u25bc1,4,2015
