Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
30,78,1,+0:00,,,Westra Lieuwe,1,Vacansoleil - DCM,4:31:23 4:31:23,+0:00,10.0,,1,2013
37,151,2,+0:04,,,Mancebo Francisco,2,5-hour Energy,0:04 0:04,+0:04,,,1,2013
23,51,3,+0:12,,,Sagan Peter,3,Cannondale Pro Cycling Team,0:12 0:12,+0:12,,,1,2013
24,113,4,+0:13,,,Jones Carter,4,Bissell Pro Cycling,0:13 0:13,+0:13,,,1,2013
27,156,5,+0:14,,,Stemper James,5,5-hour Energy,0:14 0:14,+0:14,,,1,2013
27,24,6,+0:16,,,Meersman Gianni,6,Omega Pharma - Quick-Step,0:16 0:16,+0:16,,,1,2013
21,148,7,+0:16,,,Stuyven Jasper,7,Bontrager Cycling Team,",, 0:16",+0:16,,,1,2013
22,17,8,+0:16,,,Rathe Jacob,8,Garmin Sharp,",, 0:16",+0:16,,,1,2013
38,123,9,+0:16,,,Candelario Alex,9,Optum p/b Kelly Benefit Strategies,",, 0:16",+0:16,,,1,2013
26,44,10,+0:16,,,Docker Mitchell,10,Orica GreenEDGE,",, 0:16",+0:16,,,1,2013
32,118,11,+0:16,,,Vennell Jeremy,11,Bissell Pro Cycling,",, 0:16",+0:16,,,1,2013
21,147,12,+0:16,,,Putt Tanner,12,Bontrager Cycling Team,",, 0:16",+0:16,,,1,2013
33,61,13,+0:16,,,Rogers Michael,13,Team Saxo - Tinkoff,",, 0:16",+0:16,,,1,2013
26,91,14,+0:16,,,Beyer Chad,14,Champion System Pro Cycling Team,",, 0:16",+0:16,,,1,2013
26,33,15,+0:16,,,Frank Mathias,15,BMC Racing Team,",, 0:16",+0:16,,,1,2013
27,108,16,+0:16,,,Voss Paul,16,Team NetApp \u2013 Endura,",, 0:16",+0:16,,,1,2013
29,81,17,+0:16,,,de Maar Marc,17,UnitedHealthcare Presented by Maxxis,",, 0:16",+0:16,,,1,2013
37,111,18,+0:16,,,Baldwin Christopher,18,Bissell Pro Cycling,",, 0:16",+0:16,,,1,2013
24,31,19,+0:16,,,van Garderen Tejay,19,BMC Racing Team,",, 0:16",+0:16,,,1,2013
27,7,20,+0:16,,,Schleck Andy,20,RadioShack - Leopard,",, 0:16",+0:16,,,1,2013
25,47,21,+0:16,,,Meyer Cameron,21,Orica GreenEDGE,",, 0:16",+0:16,,,1,2013
24,103,22,+0:16,,,de la Cruz David,22,Team NetApp \u2013 Endura,",, 0:16",+0:16,,,1,2013
24,121,23,+0:16,,,Haga Chad,23,Optum p/b Kelly Benefit Strategies,",, 0:16",+0:16,,,1,2013
35,87,24,+0:16,,,Louder Jeff,24,UnitedHealthcare Presented by Maxxis,",, 0:16",+0:16,,,1,2013
29,83,25,+0:16,,,Euser Lucas,25,UnitedHealthcare Presented by Maxxis,",, 0:16",+0:16,,,1,2013
27,131,26,+0:16,,,Acevedo Janier Alexis,26,Jamis - Hagens Berman,",, 0:16",+0:16,,,1,2013
29,82,27,+0:16,,,Deignan Philip,27,UnitedHealthcare Presented by Maxxis,",, 0:16",+0:16,,,1,2013
26,153,28,+0:16,,,Jenkins Max,28,5-hour Energy,",, 0:16",+0:16,,,1,2013
30,96,29,+0:16,,,Roth Ryan,29,Champion System Pro Cycling Team,",, 0:16",+0:16,,,1,2013
29,152,30,+0:16,,,English Nathaniel,30,5-hour Energy,",, 0:16",+0:16,,,1,2013
28,2,31,+0:16,,,Busche Matthew,31,RadioShack - Leopard,",, 0:16",+0:16,,,1,2013
21,142,32,+0:16,,,Craddock Lawson,32,Bontrager Cycling Team,",, 0:16",+0:16,,,1,2013
28,3,33,+0:16,,,Didier Laurent,33,RadioShack - Leopard,",, 0:16",+0:16,,,1,2013
25,101,34,+0:16,,,K\xf6nig Leopold,34,Team NetApp \u2013 Endura,",, 0:16",+0:16,,,1,2013
27,112,35,+0:16,,,Gaimon Phillip,35,Bissell Pro Cycling,",, 0:16",+0:16,,,1,2013
36,8,36,+0:16,,,Zubeldia Haimar,36,RadioShack - Leopard,",, 0:16",+0:16,,,1,2013
35,73,37,+0:16,,,Flecha Juan Antonio,37,Vacansoleil - DCM,",, 0:16",+0:16,,,1,2013
30,56,38,+0:16,,,King Edward,38,Cannondale Pro Cycling Team,",, 0:16",+0:16,,,1,2013
21,145,39,+0:16,,,Mannion Gavin,39,Bontrager Cycling Team,",, 0:16",+0:16,,,1,2013
34,11,40,+0:16,,,Zabriskie David,40,Garmin Sharp,",, 0:16",+0:16,,,1,2013
25,93,41,+0:16,,,Butler Chris,41,Champion System Pro Cycling Team,",, 0:16",+0:16,,,1,2013
31,36,42,+0:16,,,Moinard Ama\xebl,42,BMC Racing Team,",, 0:16",+0:16,,,1,2013
26,114,43,+0:16,,,Torckler Michael,43,Bissell Pro Cycling,",, 0:16",+0:16,,,1,2013
29,32,44,+0:16,,,Bookwalter Brent,44,BMC Racing Team,",, 0:16",+0:16,,,1,2013
32,105,45,+0:16,,,Huzarski Bartosz,45,Team NetApp \u2013 Endura,",, 0:16",+0:16,,,1,2013
31,58,46,+0:16,,,Vandborg Brian,46,Cannondale Pro Cycling Team,",, 0:16",+0:16,,,1,2013
41,1,47,+0:16,,,Voigt Jens,47,RadioShack - Leopard,",, 0:16",+0:16,,,1,2013
24,25,48,+0:16,,,Serry Pieter,48,Omega Pharma - Quick-Step,",, 0:16",+0:16,,,1,2013
31,116,49,+0:16,,,Mccarty Jonathan Patrick,49,Bissell Pro Cycling,",, 0:16",+0:16,,,1,2013
