Age,Avg,Pnt,Rider,Rnk,Team,stage,year
26,,30.0,Cancellara Fabian,1,CSC ProTeam,0,2008
27,,18.0,Wiggins Bradley,2,Team Columbia,0,2008
23,,12.0,Farrar Tyler,3,Team Garmin - Chipotle,0,2008
34,,7.0,Leipheimer Levi,4,Astana,0,2008
20,,4.0,Boasson Hagen Edvald,5,Team Columbia,0,2008
27,,3.0,Larsson Gustav,6,CSC ProTeam,0,2008
29,,2.0,Zabriskie David,7,Team Garmin - Chipotle,0,2008
22,,1.0,Cavendish Mark,8,Team Columbia,0,2008
31,,,Millar David,9,Team Garmin - Chipotle,0,2008
22,,,Cozza Steven,10,Team Garmin - Chipotle,0,2008
29,,,Jacques-Maynes Benjamin,11,Bissell Pro Cycling,0,2008
31,,,Vande Velde Christian,12,Team Garmin - Chipotle,0,2008
34,,,Hincapie George,13,Team Columbia,0,2008
23,,,L\xf6fkvist Thomas,14,Team Columbia,0,2008
30,,,Menzies Karl,15,Team UniSA-Australia,0,2008
36,,,Horner Chris,16,Astana,0,2008
25,,,Gusev Vladimir,17,Astana,0,2008
34,,,O'Grady Stuart,18,CSC ProTeam,0,2008
22,,,Grabovskyy Dmytro,19,Quickstep - Innergetic,0,2008
23,,,Murphy John,20,Health Net Presented By Maxxis,0,2008
27,,,Boonen Tom,21,Quickstep - Innergetic,0,2008
26,,,Hansen Adam,22,Team Columbia,0,2008
29,,,Kirchen Kim,23,Team Columbia,0,2008
25,,,Rollin Dominique,24,Kodak Gallery Pro Cycling Team,0,2008
29,,,Zirbel Tom,25,Bissell Pro Cycling,0,2008
33,,,Tosatto Matteo,26,Quickstep - Innergetic,0,2008
30,,,Louder Jeff,27,BMC Racing Team,0,2008
36,,,Julich Bobby,28,CSC ProTeam,0,2008
21,,,Ciolek Gerald,29,Team Columbia,0,2008
26,,,Peltonen Garrett,30,Bissell Pro Cycling,0,2008
22,,,Konovalovas Ignatas,31,Cr\xe9dit Agricole,0,2008
36,,,Voigt Jens,32,CSC ProTeam,0,2008
29,,,Day Benjamin,33,Toyota - United Pro Cycling Team,0,2008
34,,,Mizurov Andrey,34,Astana,0,2008
22,,,Crane Matthew,35,Health Net Presented By Maxxis,0,2008
31,,,Mumford Jonathan Reid,36,Kelly Benefit Strategies / Medifast,0,2008
35,,,Moos Alexandre,37,BMC Racing Team,0,2008
25,,,King Edward,38,Bissell Pro Cycling,0,2008
30,,,Zwizanski Scott,39,Bissell Pro Cycling,0,2008
28,,,Pate Danny,40,Team Garmin - Chipotle,0,2008
24,,,Kemps Aaron,41,Astana,0,2008
26,,,Kilun Roman,42,Health Net Presented By Maxxis,0,2008
28,,,Bertogliati Rubens,43,Scott - American Beef,0,2008
40,,,Cipollini Mario,44,,0,2008
25,,,Lill Darren,45,BMC Racing Team,0,2008
32,,,Ivanov Serguei,46,Astana,0,2008
33,,,Pe\xf1a Victor Hugo,47,,0,2008
25,,,Renshaw Mark,48,Cr\xe9dit Agricole,0,2008
32,,,Belohvosciks Raivis,49,Scott - American Beef,0,2008
30,,,Nydam Scott,50,BMC Racing Team,0,2008
34,,,Rodriguez Fred,51,,0,2008
32,,,Ca\xf1ada David,52,Scott - American Beef,0,2008
34,,,McCartney Jason,53,CSC ProTeam,0,2008
26,,,Sutherland Rory,54,Health Net Presented By Maxxis,0,2008
31,,,van de Walle Jurgen,55,Quickstep - Innergetic,0,2008
28,,,Voeckler Thomas,56,Bouygues Telecom,0,2008
28,,,van Ulden Bernard,57,Jelly Belly Cycling Team,0,2008
24,,,Martens Paul,58,Rabobank ProTeam,0,2008
29,,,Hayman Mathew,59,Rabobank ProTeam,0,2008
29,,,Danielson Thomas,60,Team Garmin - Chipotle,0,2008
27,,,Wegmann Fabian,61,Gerolsteiner,0,2008
21,,,Peterson Tom,62,Team Garmin - Chipotle,0,2008
21,,,Gesink Robert,63,Rabobank ProTeam,0,2008
32,,,Kroon Karsten,64,CSC ProTeam,0,2008
28,,,Zajicek Philip,65,Health Net Presented By Maxxis,0,2008
25,,,Pichot Alexandre,66,Bouygues Telecom,0,2008
36,,,Tonti Andrea,67,Quickstep - Innergetic,0,2008
24,,,Brajkovi\u010d Janez,68,Astana,0,2008
31,,,Dominguez Ivan,69,Toyota - United Pro Cycling Team,0,2008
27,,,Blackgrove Heath,70,Toyota - United Pro Cycling Team,0,2008
36,,,Cruz Antonio,71,BMC Racing Team,0,2008
24,,,Reistad Nick,72,Jelly Belly Cycling Team,0,2008
24,,,Champion Dimitri,73,Bouygues Telecom,0,2008
27,,,Stewart Jackson,74,BMC Racing Team,0,2008
23,,,Turgot S\xe9bastien,75,Bouygues Telecom,0,2008
30,,,Johnson Tim,76,Health Net Presented By Maxxis,0,2008
27,,,Haedo Juan Jose,77,CSC ProTeam,0,2008
30,,,Olson Aaron,78,Bissell Pro Cycling,0,2008
29,,,Hulsmans Kevin,79,Quickstep - Innergetic,0,2008
24,,,Tuckerman Aaron Barry,80,Jelly Belly Cycling Team,0,2008
33,,,Bettini Paolo,81,Quickstep - Innergetic,0,2008
35,,,Rubiera Jos\xe9 Luis,82,Astana,0,2008
28,,,Cama\xf1o Iker,83,Scott - American Beef,0,2008
21,,,Capecchi Eros,84,Scott - American Beef,0,2008
23,,,Sanderson Nicholas,85,Jelly Belly Cycling Team,0,2008
28,,,Ardila Mauricio Alberto,86,Rabobank ProTeam,0,2008
21,,,Mollema Bauke,87,Rabobank ProTeam,0,2008
28,,,Clarke Hilton,88,Toyota - United Pro Cycling Team,0,2008
23,,,Quemeneur Perrig,89,Bouygues Telecom,0,2008
23,,,Clarke Jonathan,90,Toyota - United Pro Cycling Team,0,2008
26,,,England Richard,91,Bissell Pro Cycling,0,2008
22,,,Hivert Jonathan,92,Cr\xe9dit Agricole,0,2008
24,,,Lemoine Cyril,93,Cr\xe9dit Agricole,0,2008
33,,,Horrillo Pedro,94,Rabobank ProTeam,0,2008
32,,,Freire Oscar,95,Rabobank ProTeam,0,2008
22,,,Lacombe Keven,96,Kelly Benefit Strategies / Medifast,0,2008
22,,,Capelli Ermano,97,Scott - American Beef,0,2008
26,,,Bowman Dan,98,Kelly Benefit Strategies / Medifast,0,2008
22,,,Tolleson Taylor,99,BMC Racing Team,0,2008
28,,,Spinelli Justin,100,Kelly Benefit Strategies / Medifast,0,2008
22,,,Simon Julien,101,Cr\xe9dit Agricole,0,2008
23,,,Haussler Heinrich,102,Gerolsteiner,0,2008
27,,,Bryce Mead,103,Jelly Belly Cycling Team,0,2008
23,,,Jerome Vincent,104,Bouygues Telecom,0,2008
33,,,Sundt Jonathan,105,Kelly Benefit Strategies / Medifast,0,2008
24,,,Belgy Julien,106,Bouygues Telecom,0,2008
22,,,Wyss Danilo,107,BMC Racing Team,0,2008
34,,,Vogels Henk,108,Toyota - United Pro Cycling Team,0,2008
26,,,Kohl Bernhard,109,Gerolsteiner,0,2008
28,,,Ollerenshaw Doug,110,,0,2008
