Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,\u25bc\u25b2,stage,year
29,131,,,10.0,19,B\xe4ckstedt Magnus,28,Alessio - Bianchi,,\u25bc9,2,2004
25,129,,,10.0,,Voeckler Thomas,29,Brioches La Boulang\xe8re,,-,2,2004
30,127,,,9.0,,Renier Franck,30,Brioches La Boulang\xe8re,,-,2,2004
23,143,,,9.0,20,Dumoulin Samuel,31,AG2R Pr\xe9voyance,,\u25bc11,2,2004
32,69,,,8.0,21,Voigt Jens,32,CSC ProTeam,,\u25bc11,2,2004
31,66,,,8.0,,Piil Jakob,33,CSC ProTeam,,-,2,2004
25,22,,,8.0,,Elmiger Martin,34,Phonak Hearing Systems,,-,2,2004
28,161,,,8.0,23,McGee Bradley,35,Fdjeux.com,,\u25bc12,2,2004
29,174,,,7.0,,Commesso Salvatore,36,Saeco,,-,2,2004
30,33,,,7.0,24,Etxebarria David,37,Euskaltel - Euskadi,,\u25bc13,2,2004
23,165,,,6.0,26,Eisel Bernhard,38,Fdjeux.com,,\u25bc12,2,2004
23,149,,,6.0,,Scanlon Mark,39,AG2R Pr\xe9voyance,,-,2,2004
26,27,,,5.0,28,Pereiro Oscar,40,Phonak Hearing Systems,,\u25bc12,2,2004
29,78,,,5.0,,Pradera Mikel,41,Illes Balears - Banesto,,-,2,2004
33,51,,,3.0,30,Moreau Christophe,42,Cr\xe9dit Agricole,,\u25bc12,2,2004
29,45,,,3.0,34,Gonzalez Jimenez Aitor,43,Fassa Bortolo,,\u25bc9,2,2004
25,146,,,3.0,31,Krivtsov Yuriy,44,AG2R Pr\xe9voyance,,\u25bc13,2,2004
32,64,,,2.0,32,Julich Bobby,45,CSC ProTeam,,\u25bc13,2,2004
30,55,,,2.0,35,Halgand Patrice,46,Cr\xe9dit Agricole,,\u25bc11,2,2004
27,98,,,2.0,36,Tombak Janek,47,Cofidis,,\u25bc11,2,2004
27,182,,,2.0,,Brandt Christophe,48,Lotto - Domo,,-,2,2004
31,5,,,,37*,Hincapie George,49*,US Postal Service,,-,2,2004
29,15,,,1.0,38,Ivanov Serguei,50,T-Mobile Team,,\u25bc12,2,2004
32,181,,,93.0,2,McEwen Robbie,1,Lotto - Domo,,\u25b21,3,2004
27,147,,,85.0,5,Nazon Jean-Patrick,2,AG2R Pr\xe9voyance,,\u25b23,3,2004
34,145,,,74.0,3,Kirsipuu Jaan,3,AG2R Pr\xe9voyance,,-,3,2004
30,83,,,74.0,4,Hondo Danilo,4,Gerolsteiner,,-,3,2004
26,57,,,70.0,1,Hushovd Thor,5,Cr\xe9dit Agricole,,\u25bc4,3,2004
33,19,,,66.0,6,Zabel Erik,6,T-Mobile Team,,-,3,2004
23,103,,,40.0,17,Boonen Tom,7,Quickstep - Davitamon,,\u25b210,3,2004
30,41,,,36.0,7,Petacchi Alessandro,8,Fassa Bortolo,,\u25bc1,3,2004
23,43,,,35.0,10,Cancellara Fabian,9,Fassa Bortolo,,\u25b21,3,2004
30,91,,,32.0,9,O'Grady Stuart,10,Cofidis,,\u25bc1,3,2004
25,163,,,31.0,8,Cooke Baden,11,Fdjeux.com,,\u25bc3,3,2004
36,141,,,25.0,26,Brochard Laurent,12,AG2R Pr\xe9voyance,,\u25b214,3,2004
32,69,,,23.0,32,Voigt Jens,13,CSC ProTeam,,\u25b219,3,2004
24,126,,,23.0,11,Pineau J\xe9rome,14,Brioches La Boulang\xe8re,,\u25bc3,3,2004
29,62,,,23.0,13,Arvesen Kurt-Asle,15,CSC ProTeam,,\u25bc2,3,2004
25,205,,,23.0,12,Calzati Sylvain,16,R.a.g.t Semence - Mg Rover,,\u25bc4,3,2004
26,46,,,22.0,,Kirchen Kim,17,Fassa Bortolo,,-,3,2004
32,133,,,18.0,,Bertolini Alessandro,18,Alessio - Bianchi,,-,3,2004
34,189,,,18.0,15,Vierhouten Aart,19,Lotto - Domo,,\u25bc4,3,2004
24,95,,,18.0,14,Engoulvent Jimmy,20,Cofidis,,\u25bc6,3,2004
36,132,,,17.0,,Baldato Fabio,21,Alessio - Bianchi,,-,3,2004
29,175,,,17.0,16,Glomser Gerrit,22,Saeco,,\u25bc6,3,2004
30,25,,,16.0,21,Gutierrez Jose Enrique,23,Phonak Hearing Systems,,\u25bc2,3,2004
37,191,,,16.0,18,Cipollini Mario,24,Domina Vacanze,,\u25bc6,3,2004
23,113,,,16.0,19,Davis Allan,25,Liberty Seguros,,\u25bc6,3,2004
24,196,,,15.0,,Scarponi Michele,26,Domina Vacanze,,-,3,2004
29,78,,,15.0,41,Pradera Mikel,27,Illes Balears - Banesto,,\u25b214,3,2004
30,89,,,15.0,20,Wrolich Peter,28,Gerolsteiner,,\u25bc8,3,2004
30,151,,,14.0,,Leipheimer Levi,29,Rabobank ProTeam,,-,3,2004
30,25,,,14.0,21,Gutierrez Jose Enrique,30,Phonak Hearing Systems,,\u25bc9,3,2004
26,93,,,14.0,22,Casper Jimmy,31,Cofidis,,\u25bc9,3,2004
24,94,,,12.0,23,Edaleine Christophe,32,Cofidis,,\u25bc9,3,2004
32,1,,,,24*,Armstrong Lance,33*,US Postal Service,,-,3,2004
26,72,,,12.0,25,Becke Daniel,34,Illes Balears - Banesto,,\u25bc9,3,2004
24,194,,,12.0,27,Marinangeli Sergio,35,Domina Vacanze,,\u25bc8,3,2004
33,199,,,11.0,,Valoti Paolo,36,Domina Vacanze,,-,3,2004
25,129,,,10.0,29,Voeckler Thomas,37,Brioches La Boulang\xe8re,,\u25bc8,3,2004
29,131,,,10.0,28,B\xe4ckstedt Magnus,38,Alessio - Bianchi,,\u25bc10,3,2004
24,142,,,9.0,,Astarloza Mikel,39,AG2R Pr\xe9voyance,,-,3,2004
30,127,,,9.0,30,Renier Franck,40,Brioches La Boulang\xe8re,,\u25bc10,3,2004
23,143,,,9.0,31,Dumoulin Samuel,41,AG2R Pr\xe9voyance,,\u25bc10,3,2004
29,153,,,8.0,,de Groot Bram,42,Rabobank ProTeam,,-,3,2004
30,11,,,8.0,,Ullrich Jan,43,T-Mobile Team,,-,3,2004
31,66,,,8.0,33,Piil Jakob,44,CSC ProTeam,,\u25bc11,3,2004
25,22,,,8.0,34,Elmiger Martin,45,Phonak Hearing Systems,,\u25bc11,3,2004
28,161,,,8.0,35,McGee Bradley,46,Fdjeux.com,,\u25bc11,3,2004
25,121,,,7.0,,Chavanel Sylvain,47,Brioches La Boulang\xe8re,,-,3,2004
29,174,,,7.0,36,Commesso Salvatore,48,Saeco,,\u25bc12,3,2004
30,33,,,7.0,37,Etxebarria David,49,Euskaltel - Euskadi,,\u25bc12,3,2004
23,165,,,6.0,38,Eisel Bernhard,50,Fdjeux.com,,\u25bc12,3,2004
23,149,,,6.0,39,Scanlon Mark,51,AG2R Pr\xe9voyance,,\u25bc12,3,2004
33,81,,,6.0,,Totschnig Georg,52,Gerolsteiner,,-,3,2004
26,27,,,5.0,40,Pereiro Oscar,53,Phonak Hearing Systems,,\u25bc13,3,2004
35,105,,,5.0,,Dufaux Laurent,54,Quickstep - Davitamon,,-,3,2004
29,45,,,4.0,43,Gonzalez Jimenez Aitor,55,Fassa Bortolo,,\u25bc12,3,2004
33,51,,,3.0,42,Moreau Christophe,56,Cr\xe9dit Agricole,,\u25bc14,3,2004
25,146,,,3.0,44,Krivtsov Yuriy,57,AG2R Pr\xe9voyance,,\u25bc13,3,2004
32,64,,,2.0,45,Julich Bobby,58,CSC ProTeam,,\u25bc13,3,2004
30,111,,,2.0,,Heras Roberto,59,Liberty Seguros,,-,3,2004
27,182,,,2.0,48,Brandt Christophe,60,Lotto - Domo,,\u25bc12,3,2004
30,55,,,2.0,46,Halgand Patrice,61,Cr\xe9dit Agricole,,\u25bc15,3,2004
27,98,,,2.0,47,Tombak Janek,62,Cofidis,,\u25bc15,3,2004
31,5,,,,49*,Hincapie George,63*,US Postal Service,,-,3,2004
29,15,,,1.0,50,Ivanov Serguei,64,T-Mobile Team,,\u25bc14,3,2004
25,16,24.0,+ 14:56:07,,8,Kessler Matthias,1,T-Mobile Team,14:56:07 14:56:07,\u25b27,4,2004
23,103,38.0,+ 14:56:55,,2,Boonen Tom,2,Quickstep - Davitamon,0:48 0:48,-,4,2004
23,43,45.0,+ 14:57:18,,1,Cancellara Fabian,3,Fassa Bortolo,1:11 1:11,\u25bc2,4,2004
23,149,49.0,+ 14:57:23,,5,Scanlon Mark,4,AG2R Pr\xe9voyance,1:16 1:16,\u25b21,4,2004
24,142,51.0,+ 14:57:32,,7,Astarloza Mikel,5,AG2R Pr\xe9voyance,1:25 1:25,\u25b22,4,2004
24,126,53.0,+ 14:57:32,,4,Pineau J\xe9rome,6,Brioches La Boulang\xe8re,",, 1:25",\u25bc2,4,2004
25,121,55.0,+ 14:57:38,,6,Chavanel Sylvain,7,Brioches La Boulang\xe8re,1:31 1:31,\u25bc1,4,2004
24,196,56.0,+ 14:57:40,,3,Scarponi Michele,8,Domina Vacanze,1:33 1:33,\u25bc5,4,2004
25,129,60.0,+ 14:57:53,,10,Voeckler Thomas,9,Brioches La Boulang\xe8re,1:46 1:46,\u25b21,4,2004
22,47,70.0,+ 14:58:15,,12,Pozzato Filippo,10,Fassa Bortolo,2:08 2:08,\u25b22,4,2004
25,205,74.0,+ 14:58:28,,11,Calzati Sylvain,11,R.a.g.t Semence - Mg Rover,2:21 2:21,-,4,2004
23,75,86.0,+ 14:59:31,,15,Karpets Vladimir,12,Illes Balears - Banesto,3:24 3:24,\u25b23,4,2004
23,113,97.0,+ 15:00:27,,20,Davis Allan,13,Liberty Seguros,4:20 4:20,\u25b27,4,2004
25,32,98.0,+ 15:00:28,,17,Cama\xf1o Iker,14,Euskaltel - Euskadi,4:21 4:21,\u25b23,4,2004
24,84,99.0,+ 15:00:28,,9,Lang Sebastian,15,Gerolsteiner,",, 4:21",\u25bc6,4,2004
24,108,111.0,+ 15:01:09,,23,Rogers Michael,16,Quickstep - Davitamon,5:02 5:02,\u25b27,4,2004
25,148,114.0,+ 15:01:24,,19,Portal Nicolas,17,AG2R Pr\xe9voyance,5:17 5:17,\u25b22,4,2004
25,123,120.0,+ 15:01:40,,24,Charteau Anthony,18,Brioches La Boulang\xe8re,5:33 5:33,\u25b26,4,2004
24,194,122.0,+ 15:01:47,,21,Marinangeli Sergio,19,Domina Vacanze,5:40 5:40,\u25b22,4,2004
24,94,123.0,+ 15:01:49,,14,Edaleine Christophe,20,Cofidis,5:42 5:42,\u25bc6,4,2004
24,88,125.0,+ 15:01:53,,22,Wegmann Fabian,21,Gerolsteiner,5:46 5:46,\u25b21,4,2004
24,95,126.0,+ 15:01:53,,16,Engoulvent Jimmy,22,Cofidis,",, 5:46",\u25bc6,4,2004
24,176,127.0,+ 15:01:57,,25,Loosli David,23,Saeco,5:50 5:50,\u25b22,4,2004
23,165,129.0,+ 15:01:57,,13,Eisel Bernhard,24,Fdjeux.com,",, 5:50",\u25bc11,4,2004
25,162,132.0,+ 15:02:09,,18,Casar Sandy,25,Fdjeux.com,6:02 6:02,\u25bc7,4,2004
23,143,139.0,+ 15:03:34,,26,Dumoulin Samuel,26,AG2R Pr\xe9voyance,7:27 7:27,-,4,2004
25,146,169.0,+ 15:08:52,,29,Krivtsov Yuriy,27,AG2R Pr\xe9voyance,12:45 12:45,\u25b22,4,2004
24,124,173.0,+ 15:11:25,,28,Hary Maryan,28,Brioches La Boulang\xe8re,15:18 15:18,-,4,2004
25,7,181.0,+ 15:17:30,,27,Noval Benjamin,29,US Postal Service,21:23 21:23,\u25bc2,4,2004
25,58,183.0,+ 15:19:56,,30,Joly S\xe9bastien,30,Cr\xe9dit Agricole,23:49 23:49,-,4,2004
32,181,,,113.0,1,McEwen Robbie,1,Lotto - Domo,,-,5,2004
27,147,,,101.0,2,Nazon Jean-Patrick,2,AG2R Pr\xe9voyance,,-,5,2004
34,145,,,88.0,3,Kirsipuu Jaan,3,AG2R Pr\xe9voyance,,-,5,2004
26,57,,,88.0,5,Hushovd Thor,4,Cr\xe9dit Agricole,,\u25b21,5,2004
30,83,,,87.0,4,Hondo Danilo,5,Gerolsteiner,,\u25bc1,5,2004
30,91,,,85.0,10,O'Grady Stuart,6,Cofidis,,\u25b24,5,2004
34,19,,,81.0,6,Zabel Erik,7,T-Mobile Team,,\u25bc1,5,2004
31,66,,,42.0,44,Piil Jakob,8,CSC ProTeam,,\u25b236,5,2004
29,131,,,40.0,38,B\xe4ckstedt Magnus,9,Alessio - Bianchi,,\u25b229,5,2004
23,103,,,40.0,7,Boonen Tom,10,Quickstep - Davitamon,,\u25bc3,5,2004
25,129,,,36.0,37,Voeckler Thomas,11,Brioches La Boulang\xe8re,,\u25b226,5,2004
30,41,,,36.0,8,Petacchi Alessandro,12,Fassa Bortolo,,\u25bc4,5,2004
23,43,,,35.0,9,Cancellara Fabian,13,Fassa Bortolo,,\u25bc4,5,2004
36,141,,,35.0,12,Brochard Laurent,14,AG2R Pr\xe9voyance,,\u25bc2,5,2004
25,163,,,31.0,11,Cooke Baden,15,Fdjeux.com,,\u25bc4,5,2004
25,162,,,30.0,,Casar Sandy,16,Fdjeux.com,,-,5,2004
23,113,,,28.0,24,Davis Allan,17,Liberty Seguros,,\u25b27,5,2004
29,175,,,28.0,22,Glomser Gerrit,18,Saeco,,\u25b24,5,2004
32,69,,,23.0,13,Voigt Jens,19,CSC ProTeam,,\u25bc6,5,2004
24,126,,,23.0,14,Pineau J\xe9rome,20,Brioches La Boulang\xe8re,,\u25bc6,5,2004
29,62,,,23.0,15,Arvesen Kurt-Asle,21,CSC ProTeam,,\u25bc6,5,2004
25,205,,,23.0,16,Calzati Sylvain,22,R.a.g.t Semence - Mg Rover,,\u25bc6,5,2004
24,196,,,22.0,27,Scarponi Michele,23,Domina Vacanze,,\u25b24,5,2004
26,46,,,22.0,17,Kirchen Kim,24,Fassa Bortolo,,\u25bc7,5,2004
34,189,,,22.0,19,Vierhouten Aart,25,Lotto - Domo,,\u25bc6,5,2004
27,98,,,21.0,61,Tombak Janek,26,Cofidis,,\u25b235,5,2004
32,133,,,18.0,18,Bertolini Alessandro,27,Alessio - Bianchi,,\u25bc9,5,2004
24,95,,,18.0,20,Engoulvent Jimmy,28,Cofidis,,\u25bc8,5,2004
26,82,,,17.0,,Haselbacher Rene,29,Gerolsteiner,,-,5,2004
36,132,,,17.0,21,Baldato Fabio,30,Alessio - Bianchi,,\u25bc9,5,2004
30,25,,,16.0,30,Gutierrez Jose Enrique,31,Phonak Hearing Systems,,\u25bc1,5,2004
30,11,,,16.0,42,Ullrich Jan,32,T-Mobile Team,,\u25b210,5,2004
37,191,,,16.0,25,Cipollini Mario,33,Domina Vacanze,,\u25bc8,5,2004
29,78,,,15.0,26,Pradera Mikel,34,Illes Balears - Banesto,,\u25bc8,5,2004
30,89,,,15.0,28,Wrolich Peter,35,Gerolsteiner,,\u25bc7,5,2004
32,1,,,,33*,Armstrong Lance,36*,US Postal Service,,-,5,2004
30,151,,,14.0,29,Leipheimer Levi,37,Rabobank ProTeam,,\u25bc8,5,2004
30,25,,,14.0,30,Gutierrez Jose Enrique,38,Phonak Hearing Systems,,\u25bc8,5,2004
26,93,,,14.0,31,Casper Jimmy,39,Cofidis,,\u25bc8,5,2004
24,94,,,12.0,32,Edaleine Christophe,40,Cofidis,,\u25bc8,5,2004
26,72,,,12.0,34,Becke Daniel,41,Illes Balears - Banesto,,\u25bc7,5,2004
24,194,,,12.0,35,Marinangeli Sergio,42,Domina Vacanze,,\u25bc7,5,2004
33,199,,,11.0,36,Valoti Paolo,43,Domina Vacanze,,\u25bc7,5,2004
24,142,,,9.0,39,Astarloza Mikel,44,AG2R Pr\xe9voyance,,\u25bc5,5,2004
30,56,,,9.0,,Hinault S\xe9bastien,45,Cr\xe9dit Agricole,,-,5,2004
23,143,,,9.0,40,Dumoulin Samuel,46,AG2R Pr\xe9voyance,,\u25bc6,5,2004
30,127,,,9.0,41,Renier Franck,47,Brioches La Boulang\xe8re,,\u25bc6,5,2004
29,153,,,8.0,43,de Groot Bram,48,Rabobank ProTeam,,\u25bc5,5,2004
25,22,,,8.0,45,Elmiger Martin,49,Phonak Hearing Systems,,\u25bc4,5,2004
25,121,,,7.0,47,Chavanel Sylvain,50,Brioches La Boulang\xe8re,,\u25bc3,5,2004
33,81,,,7.0,52,Totschnig Georg,51,Gerolsteiner,,\u25b21,5,2004
29,174,,,7.0,48,Commesso Salvatore,52,Saeco,,\u25bc4,5,2004
30,33,,,7.0,49,Etxebarria David,53,Euskaltel - Euskadi,,\u25bc4,5,2004
23,165,,,6.0,50,Eisel Bernhard,54,Fdjeux.com,,\u25bc4,5,2004
29,17,,,6.0,,Kl\xf6den Andr\xe9as,55,T-Mobile Team,,-,5,2004
23,149,,,6.0,51,Scanlon Mark,56,AG2R Pr\xe9voyance,,\u25bc5,5,2004
28,71,,,5.0,,Mancebo Francisco,57,Illes Balears - Banesto,,-,5,2004
35,105,,,5.0,53,Dufaux Laurent,58,Quickstep - Davitamon,,\u25bc5,5,2004
26,27,,,5.0,54,Pereiro Oscar,59,Phonak Hearing Systems,,\u25bc5,5,2004
31,5,,,,63*,Hincapie George,60*,US Postal Service,,-,5,2004
29,45,,,4.0,55,Gonzalez Jimenez Aitor,61,Fassa Bortolo,,\u25bc6,5,2004
33,51,,,3.0,56,Moreau Christophe,62,Cr\xe9dit Agricole,,\u25bc6,5,2004
25,146,,,3.0,57,Krivtsov Yuriy,63,AG2R Pr\xe9voyance,,\u25bc6,5,2004
32,64,,,2.0,58,Julich Bobby,64,CSC ProTeam,,\u25bc6,5,2004
30,111,,,2.0,59,Heras Roberto,65,Liberty Seguros,,\u25bc6,5,2004
27,182,,,2.0,60,Brandt Christophe,66,Lotto - Domo,,\u25bc6,5,2004
30,55,,,2.0,62,Halgand Patrice,67,Cr\xe9dit Agricole,,\u25bc5,5,2004
29,15,,,1.0,64,Ivanov Serguei,68,T-Mobile Team,,\u25bc4,5,2004
30,91,,,115.0,6,O'Grady Stuart,1,Cofidis,,\u25b25,6,2004
32,181,,,113.0,1,McEwen Robbie,2,Lotto - Domo,,\u25bc1,6,2004
30,83,,,111.0,5,Hondo Danilo,3,Gerolsteiner,,\u25b22,6,2004
34,19,,,107.0,7,Zabel Erik,4,T-Mobile Team,,\u25b23,6,2004
27,147,,,101.0,2,Nazon Jean-Patrick,5,AG2R Pr\xe9voyance,,\u25bc3,6,2004
34,145,,,89.0,3,Kirsipuu Jaan,6,AG2R Pr\xe9voyance,,\u25bc3,6,2004
26,57,,,88.0,4,Hushovd Thor,7,Cr\xe9dit Agricole,,\u25bc3,6,2004
23,103,,,75.0,10,Boonen Tom,8,Quickstep - Davitamon,,\u25b22,6,2004
25,163,,,53.0,15,Cooke Baden,9,Fdjeux.com,,\u25b26,6,2004
29,131,,,50.0,9,B\xe4ckstedt Magnus,10,Alessio - Bianchi,,\u25bc1,6,2004
36,141,,,46.0,14,Brochard Laurent,11,AG2R Pr\xe9voyance,,\u25b23,6,2004
24,126,,,42.0,20,Pineau J\xe9rome,12,Brioches La Boulang\xe8re,,\u25b28,6,2004
31,66,,,42.0,8,Piil Jakob,13,CSC ProTeam,,\u25bc5,6,2004
23,43,,,39.0,13,Cancellara Fabian,14,Fassa Bortolo,,\u25bc1,6,2004
27,98,,,38.0,26,Tombak Janek,15,Cofidis,,\u25b211,6,2004
25,129,,,36.0,11,Voeckler Thomas,16,Brioches La Boulang\xe8re,,\u25bc5,6,2004
24,194,,,32.0,42,Marinangeli Sergio,17,Domina Vacanze,,\u25b225,6,2004
25,162,,,30.0,16,Casar Sandy,18,Fdjeux.com,,\u25bc2,6,2004
29,62,,,29.0,21,Arvesen Kurt-Asle,19,CSC ProTeam,,\u25b22,6,2004
25,205,,,28.0,22,Calzati Sylvain,20,R.a.g.t Semence - Mg Rover,,\u25b22,6,2004
23,113,,,28.0,17,Davis Allan,21,Liberty Seguros,,\u25bc4,6,2004
29,175,,,28.0,18,Glomser Gerrit,22,Saeco,,\u25bc4,6,2004
32,133,,,26.0,27,Bertolini Alessandro,23,Alessio - Bianchi,,\u25b24,6,2004
23,143,,,25.0,46,Dumoulin Samuel,24,AG2R Pr\xe9voyance,,\u25b222,6,2004
24,95,,,24.0,28,Engoulvent Jimmy,25,Cofidis,,\u25b23,6,2004
32,69,,,23.0,19,Voigt Jens,26,CSC ProTeam,,\u25bc7,6,2004
24,196,,,22.0,23,Scarponi Michele,27,Domina Vacanze,,\u25bc4,6,2004
26,46,,,22.0,24,Kirchen Kim,28,Fassa Bortolo,,\u25bc4,6,2004
34,189,,,22.0,25,Vierhouten Aart,29,Lotto - Domo,,\u25bc4,6,2004
26,72,,,19.0,41,Becke Daniel,30,Illes Balears - Banesto,,\u25b211,6,2004
29,53,,,18.0,,Dean Julian,31,Cr\xe9dit Agricole,,-,6,2004
26,82,,,17.0,29,Haselbacher Rene,32,Gerolsteiner,,\u25bc3,6,2004
36,132,,,17.0,30,Baldato Fabio,33,Alessio - Bianchi,,\u25bc3,6,2004
29,164,,,16.0,,Da Cruz Carlos,34,Fdjeux.com,,-,6,2004
