BIB,GC,GC-Time,Prev,Rnk,Team,Time,\u25bc\u25b2,stage,year
,,+0:00,,1,CSC ProTeam,1:04:44 1:04:44,,1,2005
,,+0:00,,2,Discovery Channel,0:04 0:04,,1,2005
,,+0:00,,3,Phonak Hearing Systems,1:33 1:33,,1,2005
,,+0:00,,4,Gerolsteiner,1:42 1:42,,1,2005
,,+0:00,,5,T-Mobile Team,1:51 1:51,,1,2005
,,+0:00,,6,Fassa Bortolo,2:16 2:16,,1,2005
,,+0:00,,7,Liberty Seguros - W\xfcrth Team,2:31 2:31,,1,2005
,,+0:00,,8,Cr\xe9dit Agricole,2:50 2:50,,1,2005
,,+0:00,,9,Illes Balears - Caisse d'Epargne,3:13 3:13,,1,2005
,,+0:00,,10,Rabobank ProTeam,3:20 3:20,,1,2005
,,+0:00,,11,Quickstep - Innergetic,3:21 3:21,,1,2005
,,+0:00,,12,Domina Vacanze,3:26 3:26,,1,2005
,,+0:00,,13,Fran\xe7aise des Jeux,3:27 3:27,,1,2005
,,+0:00,,14,Bouygues Telecom,3:43 3:43,,1,2005
,,+0:00,,15,Liquigas,3:54 3:54,,1,2005
,,+0:00,,16,Davitamon - Lotto,4:00 4:00,,1,2005
,,+0:00,,17,Cofidis,4:24 4:24,,1,2005
,,+0:00,,18,Saunier Duval - Prodir,4:28 4:28,,1,2005
,,+0:00,,19,AG2R Pr\xe9voyance,4:51 4:51,,1,2005
,,+0:00,,20,Lampre-Caffita,5:37 5:37,,1,2005
,,+0:00,,21,Euskaltel - Euskadi,5:38 5:38,,1,2005
,,+0:00,1.0,1,CSC ProTeam,26:27:44 26:27:44,-,2,2005
,,+0:00,2.0,2,Discovery Channel,0:04 0:04,-,2,2005
,,+0:00,3.0,3,Phonak Hearing Systems,1:33 1:33,-,2,2005
,,+0:00,4.0,4,Gerolsteiner,1:42 1:42,-,2,2005
,,+0:00,5.0,5,T-Mobile Team,1:51 1:51,-,2,2005
,,+0:00,6.0,6,Fassa Bortolo,2:16 2:16,-,2,2005
,,+0:00,7.0,7,Liberty Seguros - W\xfcrth Team,2:31 2:31,-,2,2005
,,+0:00,8.0,8,Cr\xe9dit Agricole,2:50 2:50,-,2,2005
,,+0:00,9.0,9,Illes Balears - Caisse d'Epargne,3:13 3:13,-,2,2005
,,+0:00,10.0,10,Rabobank ProTeam,3:20 3:20,-,2,2005
,,+0:00,11.0,11,Quickstep - Innergetic,3:21 3:21,-,2,2005
,,+0:00,12.0,12,Domina Vacanze,3:26 3:26,-,2,2005
,,+0:00,13.0,13,Fran\xe7aise des Jeux,3:27 3:27,-,2,2005
,,+0:00,14.0,14,Bouygues Telecom,3:43 3:43,-,2,2005
,,+0:00,15.0,15,Liquigas,3:54 3:54,-,2,2005
,,+0:00,16.0,16,Davitamon - Lotto,4:00 4:00,-,2,2005
,,+0:00,17.0,17,Cofidis,4:24 4:24,-,2,2005
,,+0:00,18.0,18,Saunier Duval - Prodir,4:28 4:28,-,2,2005
,,+0:00,19.0,19,AG2R Pr\xe9voyance,4:51 4:51,-,2,2005
,,+0:00,20.0,20,Lampre-Caffita,5:37 5:37,-,2,2005
,,+0:00,21.0,21,Euskaltel - Euskadi,5:38 5:38,-,2,2005
,,+0:00,1.0,1,CSC ProTeam,26:27:44 26:27:44,-,3,2005
,,+0:00,2.0,2,Discovery Channel,0:04 0:04,-,3,2005
,,+0:00,3.0,3,Phonak Hearing Systems,1:33 1:33,-,3,2005
,,+0:00,4.0,4,Gerolsteiner,1:42 1:42,-,3,2005
,,+0:00,5.0,5,T-Mobile Team,1:51 1:51,-,3,2005
,,+0:00,6.0,6,Fassa Bortolo,2:16 2:16,-,3,2005
,,+0:00,7.0,7,Liberty Seguros - W\xfcrth Team,2:31 2:31,-,3,2005
,,+0:00,8.0,8,Cr\xe9dit Agricole,2:50 2:50,-,3,2005
,,+0:00,9.0,9,Illes Balears - Caisse d'Epargne,3:13 3:13,-,3,2005
,,+0:00,10.0,10,Rabobank ProTeam,3:20 3:20,-,3,2005
,,+0:00,11.0,11,Quickstep - Innergetic,3:21 3:21,-,3,2005
,,+0:00,12.0,12,Domina Vacanze,3:26 3:26,-,3,2005
,,+0:00,13.0,13,Fran\xe7aise des Jeux,3:27 3:27,-,3,2005
,,+0:00,14.0,14,Bouygues Telecom,3:43 3:43,-,3,2005
,,+0:00,15.0,15,Liquigas,3:54 3:54,-,3,2005
,,+0:00,16.0,16,Davitamon - Lotto,4:00 4:00,-,3,2005
,,+0:00,17.0,17,Cofidis,4:24 4:24,-,3,2005
,,+0:00,18.0,18,Saunier Duval - Prodir,4:28 4:28,-,3,2005
,,+0:00,19.0,19,AG2R Pr\xe9voyance,4:51 4:51,-,3,2005
,,+0:00,20.0,20,Lampre-Caffita,5:37 5:37,-,3,2005
,,+0:00,21.0,21,Euskaltel - Euskadi,5:38 5:38,-,3,2005
,,+0:00,1.0,1,CSC ProTeam,27:38:25 27:38:25,-,4,2005
,,+0:00,2.0,2,Discovery Channel,0:02 0:02,-,4,2005
,,+0:00,5.0,3,T-Mobile Team,2:24 2:24,\u25b22,4,2005
,,+0:00,3.0,4,Phonak Hearing Systems,3:02 3:02,\u25bc1,4,2005
,,+0:00,7.0,5,Liberty Seguros - W\xfcrth Team,3:22 3:22,\u25b22,4,2005
,,+0:00,4.0,6,Gerolsteiner,3:45 3:45,\u25bc2,4,2005
,,+0:00,8.0,7,Cr\xe9dit Agricole,4:29 4:29,\u25b21,4,2005
,,+0:00,6.0,8,Fassa Bortolo,4:33 4:33,\u25bc2,4,2005
,,+0:00,9.0,9,Illes Balears - Caisse d'Epargne,5:16 5:16,-,4,2005
,,+0:00,10.0,10,Rabobank ProTeam,6:06 6:06,-,4,2005
,,+0:00,15.0,11,Liquigas,6:18 6:18,\u25b24,4,2005
,,+0:00,11.0,12,Quickstep - Innergetic,6:24 6:24,\u25bc1,4,2005
,,+0:00,12.0,13,Domina Vacanze,6:28 6:28,\u25bc1,4,2005
,,+0:00,16.0,14,Davitamon - Lotto,6:30 6:30,\u25b22,4,2005
,,+0:00,14.0,15,Bouygues Telecom,6:49 6:49,\u25bc1,4,2005
,,+0:00,13.0,16,Fran\xe7aise des Jeux,8:11 8:11,\u25bc3,4,2005
,,+0:00,17.0,17,Cofidis,8:50 8:50,-,4,2005
,,+0:00,18.0,18,Saunier Duval - Prodir,9:32 9:32,-,4,2005
,,+0:00,21.0,19,Euskaltel - Euskadi,9:35 9:35,\u25b22,4,2005
,,+0:00,20.0,20,Lampre-Caffita,9:44 9:44,-,4,2005
,,+0:00,19.0,21,AG2R Pr\xe9voyance,10:12 10:12,\u25bc2,4,2005
,,+0:00,1.0,1,CSC ProTeam,38:56:25 38:56:25,-,5,2005
,,+0:00,2.0,2,Discovery Channel,0:02 0:02,-,5,2005
,,+0:00,3.0,3,T-Mobile Team,2:24 2:24,-,5,2005
,,+0:00,4.0,4,Phonak Hearing Systems,3:02 3:02,-,5,2005
,,+0:00,5.0,5,Liberty Seguros - W\xfcrth Team,3:22 3:22,-,5,2005
,,+0:00,6.0,6,Gerolsteiner,3:45 3:45,-,5,2005
,,+0:00,7.0,7,Cr\xe9dit Agricole,4:29 4:29,-,5,2005
,,+0:00,8.0,8,Fassa Bortolo,4:33 4:33,-,5,2005
,,+0:00,9.0,9,Illes Balears - Caisse d'Epargne,5:16 5:16,-,5,2005
,,+0:00,10.0,10,Rabobank ProTeam,6:06 6:06,-,5,2005
,,+0:00,11.0,11,Liquigas,6:18 6:18,-,5,2005
,,+0:00,12.0,12,Quickstep - Innergetic,6:24 6:24,-,5,2005
,,+0:00,13.0,13,Domina Vacanze,6:28 6:28,-,5,2005
,,+0:00,14.0,14,Davitamon - Lotto,6:30 6:30,-,5,2005
,,+0:00,15.0,15,Bouygues Telecom,6:49 6:49,-,5,2005
,,+0:00,16.0,16,Fran\xe7aise des Jeux,8:11 8:11,-,5,2005
,,+0:00,17.0,17,Cofidis,8:50 8:50,-,5,2005
,,+0:00,18.0,18,Saunier Duval - Prodir,9:32 9:32,-,5,2005
,,+0:00,19.0,19,Euskaltel - Euskadi,9:35 9:35,-,5,2005
,,+0:00,20.0,20,Lampre-Caffita,9:44 9:44,-,5,2005
,,+0:00,21.0,21,AG2R Pr\xe9voyance,10:12 10:12,-,5,2005
,,+0:00,1.0,1,CSC ProTeam,51:35:22 51:35:22,-,6,2005
,,+0:00,2.0,2,Discovery Channel,0:02 0:02,-,6,2005
,,+0:00,3.0,3,T-Mobile Team,2:17 2:17,-,6,2005
,,+0:00,4.0,4,Phonak Hearing Systems,3:02 3:02,-,6,2005
,,+0:00,5.0,5,Liberty Seguros - W\xfcrth Team,3:22 3:22,-,6,2005
,,+0:00,6.0,6,Gerolsteiner,3:45 3:45,-,6,2005
,,+0:00,8.0,7,Fassa Bortolo,4:26 4:26,\u25b21,6,2005
,,+0:00,7.0,8,Cr\xe9dit Agricole,4:29 4:29,\u25bc1,6,2005
,,+0:00,9.0,9,Illes Balears - Caisse d'Epargne,5:16 5:16,-,6,2005
,,+0:00,10.0,10,Rabobank ProTeam,6:06 6:06,-,6,2005
,,+0:00,11.0,11,Liquigas,6:18 6:18,-,6,2005
,,+0:00,12.0,12,Quickstep - Innergetic,6:24 6:24,-,6,2005
,,+0:00,13.0,13,Domina Vacanze,6:28 6:28,-,6,2005
,,+0:00,14.0,14,Davitamon - Lotto,6:30 6:30,-,6,2005
,,+0:00,15.0,15,Bouygues Telecom,6:49 6:49,-,6,2005
,,+0:00,16.0,16,Fran\xe7aise des Jeux,8:04 8:04,-,6,2005
,,+0:00,17.0,17,Cofidis,8:50 8:50,-,6,2005
,,+0:00,18.0,18,Saunier Duval - Prodir,9:32 9:32,-,6,2005
,,+0:00,19.0,19,Euskaltel - Euskadi,9:35 9:35,-,6,2005
,,+0:00,20.0,20,Lampre-Caffita,9:44 9:44,-,6,2005
,,+0:00,21.0,21,AG2R Pr\xe9voyance,10:12 10:12,-,6,2005
,,+0:00,1.0,1,CSC ProTeam,66:46:37 66:46:37,-,7,2005
,,+0:00,2.0,2,Discovery Channel,0:02 0:02,-,7,2005
,,+0:00,3.0,3,T-Mobile Team,2:17 2:17,-,7,2005
,,+0:00,4.0,4,Phonak Hearing Systems,3:02 3:02,-,7,2005
,,+0:00,5.0,5,Liberty Seguros - W\xfcrth Team,3:22 3:22,-,7,2005
,,+0:00,6.0,6,Gerolsteiner,3:45 3:45,-,7,2005
,,+0:00,7.0,7,Fassa Bortolo,4:26 4:26,-,7,2005
,,+0:00,8.0,8,Cr\xe9dit Agricole,4:29 4:29,-,7,2005
,,+0:00,9.0,9,Illes Balears - Caisse d'Epargne,5:16 5:16,-,7,2005
,,+0:00,10.0,10,Rabobank ProTeam,6:06 6:06,-,7,2005
,,+0:00,11.0,11,Liquigas,6:18 6:18,-,7,2005
,,+0:00,12.0,12,Quickstep - Innergetic,6:24 6:24,-,7,2005
,,+0:00,13.0,13,Domina Vacanze,6:28 6:28,-,7,2005
,,+0:00,14.0,14,Davitamon - Lotto,6:30 6:30,-,7,2005
,,+0:00,15.0,15,Bouygues Telecom,6:49 6:49,-,7,2005
,,+0:00,16.0,16,Fran\xe7aise des Jeux,8:04 8:04,-,7,2005
,,+0:00,17.0,17,Cofidis,8:50 8:50,-,7,2005
,,+0:00,18.0,18,Saunier Duval - Prodir,9:32 9:32,-,7,2005
,,+0:00,19.0,19,Euskaltel - Euskadi,9:35 9:35,-,7,2005
,,+0:00,20.0,20,Lampre-Caffita,9:44 9:44,-,7,2005
,,+0:00,21.0,21,AG2R Pr\xe9voyance,10:12 10:12,-,7,2005
,,+0:00,1.0,1,CSC ProTeam,81:59:40 81:59:40,-,8,2005
,,+0:00,3.0,2,T-Mobile Team,1:50 1:50,\u25b21,8,2005
,,+0:00,2.0,3,Discovery Channel,1:58 1:58,\u25bc1,8,2005
,,+0:00,4.0,4,Phonak Hearing Systems,3:02 3:02,-,8,2005
,,+0:00,5.0,5,Liberty Seguros - W\xfcrth Team,3:22 3:22,-,8,2005
,,+0:00,9.0,6,Illes Balears - Caisse d'Epargne,5:16 5:16,\u25b23,8,2005
,,+0:00,7.0,7,Fassa Bortolo,5:24 5:24,-,8,2005
,,+0:00,10.0,8,Rabobank ProTeam,5:39 5:39,\u25b22,8,2005
,,+0:00,6.0,9,Gerolsteiner,7:13 7:13,\u25bc3,8,2005
,,+0:00,8.0,10,Cr\xe9dit Agricole,7:57 7:57,\u25bc2,8,2005
,,+0:00,11.0,11,Liquigas,8:48 8:48,-,8,2005
,,+0:00,12.0,12,Quickstep - Innergetic,9:52 9:52,-,8,2005
,,+0:00,18.0,13,Saunier Duval - Prodir,10:30 10:30,\u25b25,8,2005
,,+0:00,15.0,14,Bouygues Telecom,11:13 11:13,\u25b21,8,2005
,,+0:00,16.0,15,Fran\xe7aise des Jeux,11:32 11:32,\u25b21,8,2005
,,+0:00,19.0,16,Euskaltel - Euskadi,13:03 13:03,\u25b23,8,2005
,,+0:00,20.0,17,Lampre-Caffita,13:12 13:12,\u25b23,8,2005
,,+0:00,21.0,18,AG2R Pr\xe9voyance,14:38 14:38,\u25b23,8,2005
,,+0:00,17.0,19,Cofidis,14:48 14:48,\u25bc2,8,2005
,,+0:00,14.0,20,Davitamon - Lotto,14:51 14:51,\u25bc6,8,2005
,,+0:00,13.0,21,Domina Vacanze,14:54 14:54,\u25bc8,8,2005
,,+ - 32:18:23,1.0,1,CSC ProTeam,94:39:52 94:39:52,-,9,2005
,,+ - 32:18:23,8.0,2,Rabobank ProTeam,2:35 2:35,\u25b26,9,2005
,,+ - 32:18:23,2.0,3,T-Mobile Team,4:50 4:50,\u25bc1,9,2005
,,+ - 32:18:23,3.0,4,Discovery Channel,4:58 4:58,\u25bc1,9,2005
,,+ - 32:18:23,4.0,5,Phonak Hearing Systems,6:02 6:02,\u25bc1,9,2005
,,+ - 32:18:23,5.0,6,Liberty Seguros - W\xfcrth Team,6:22 6:22,\u25bc1,9,2005
,,+ - 32:18:23,10.0,7,Cr\xe9dit Agricole,7:57 7:57,\u25b23,9,2005
,,+ - 32:18:23,6.0,8,Illes Balears - Caisse d'Epargne,8:16 8:16,\u25bc2,9,2005
,,+ - 32:18:23,7.0,9,Fassa Bortolo,8:24 8:24,\u25bc2,9,2005
,,+ - 32:18:23,9.0,10,Gerolsteiner,10:13 10:13,\u25bc1,9,2005
,,+ - 32:18:23,11.0,11,Liquigas,11:48 11:48,-,9,2005
,,+ - 32:18:23,13.0,12,Saunier Duval - Prodir,13:30 13:30,\u25b21,9,2005
,,+ - 32:18:23,14.0,13,Bouygues Telecom,14:13 14:13,\u25b21,9,2005
,,+ - 32:18:23,15.0,14,Fran\xe7aise des Jeux,14:32 14:32,\u25b21,9,2005
,,+ - 32:18:23,16.0,15,Euskaltel - Euskadi,16:03 16:03,\u25b21,9,2005
