Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
34,53,6.0,,Dekker Erik,1,Rabobank ProTeam,,2,2005
26,149,5.0,,Voeckler Thomas,2,Bouygues Telecom,,2,2005
26,82,4.0,,Bertogliati Rubens,3,Saunier Duval - Prodir,,2,2005
25,167,3.0,,Wegmann Fabian,4,Gerolsteiner,,2,2005
30,83,2.0,,Ca\xf1ada David,5,Saunier Duval - Prodir,,2,2005
26,208,2.0,,Portal Nicolas,6,AG2R Pr\xe9voyance,,2,2005
37,143,1.0,,Brochard Laurent,7,Bouygues Telecom,,2,2005
26,203,1.0,,Calzati Sylvain,8,AG2R Pr\xe9voyance,,2,2005
34,53,6.0,1.0,Dekker Erik,1,Rabobank ProTeam,-,3,2005
26,149,5.0,2.0,Voeckler Thomas,2,Bouygues Telecom,-,3,2005
26,82,4.0,3.0,Bertogliati Rubens,3,Saunier Duval - Prodir,-,3,2005
25,167,3.0,4.0,Wegmann Fabian,4,Gerolsteiner,-,3,2005
30,83,2.0,5.0,Ca\xf1ada David,5,Saunier Duval - Prodir,-,3,2005
26,208,2.0,6.0,Portal Nicolas,6,AG2R Pr\xe9voyance,-,3,2005
37,143,1.0,7.0,Brochard Laurent,7,Bouygues Telecom,-,3,2005
26,203,1.0,8.0,Calzati Sylvain,8,AG2R Pr\xe9voyance,-,3,2005
34,53,6.0,1.0,Dekker Erik,1,Rabobank ProTeam,-,5,2005
26,149,5.0,2.0,Voeckler Thomas,2,Bouygues Telecom,-,5,2005
26,82,4.0,3.0,Bertogliati Rubens,3,Saunier Duval - Prodir,-,5,2005
28,102,3.0,,Bodrogi Laszlo,4,Cr\xe9dit Agricole,-,5,2005
25,167,3.0,4.0,Wegmann Fabian,5,Gerolsteiner,\u25bc1,5,2005
28,114,2.0,,Carlstr\xf6m Kjell,6,Liquigas,-,5,2005
30,83,2.0,5.0,Ca\xf1ada David,7,Saunier Duval - Prodir,\u25bc2,5,2005
26,208,2.0,6.0,Portal Nicolas,8,AG2R Pr\xe9voyance,\u25bc2,5,2005
37,143,1.0,7.0,Brochard Laurent,9,Bouygues Telecom,\u25bc2,5,2005
30,153,1.0,,Commesso Salvatore,10,Lampre-Caffita,-,5,2005
26,203,1.0,8.0,Calzati Sylvain,11,AG2R Pr\xe9voyance,\u25bc3,5,2005
29,54,7.0,,Kroon Karsten,1,Rabobank ProTeam,-,6,2005
30,122,7.0,,Auge St\xe9phane,2,Cofidis,-,6,2005
34,53,6.0,1.0,Dekker Erik,3,Rabobank ProTeam,\u25bc2,6,2005
36,178,6.0,,Mengin Christophe,4,Fran\xe7aise des Jeux,-,6,2005
26,149,5.0,2.0,Voeckler Thomas,5,Bouygues Telecom,\u25bc3,6,2005
26,82,4.0,3.0,Bertogliati Rubens,6,Saunier Duval - Prodir,\u25bc3,6,2005
25,167,3.0,5.0,Wegmann Fabian,7,Gerolsteiner,\u25bc2,6,2005
28,102,3.0,4.0,Bodrogi Laszlo,8,Cr\xe9dit Agricole,\u25bc4,6,2005
30,116,3.0,,Gerosa Mauro,9,Liquigas,-,6,2005
30,83,2.0,7.0,Ca\xf1ada David,10,Saunier Duval - Prodir,\u25bc3,6,2005
28,114,2.0,6.0,Carlstr\xf6m Kjell,11,Liquigas,\u25bc5,6,2005
26,208,2.0,8.0,Portal Nicolas,12,AG2R Pr\xe9voyance,\u25bc4,6,2005
37,143,1.0,9.0,Brochard Laurent,13,Bouygues Telecom,\u25bc4,6,2005
30,153,1.0,10.0,Commesso Salvatore,14,Lampre-Caffita,\u25bc4,6,2005
35,109,1.0,,Kirsipuu Jaan,15,Cr\xe9dit Agricole,-,6,2005
26,203,1.0,11.0,Calzati Sylvain,16,AG2R Pr\xe9voyance,\u25bc5,6,2005
25,167,10.0,7.0,Wegmann Fabian,1,Gerolsteiner,\u25b26,7,2005
30,122,8.0,2.0,Auge St\xe9phane,2,Cofidis,-,7,2005
29,54,7.0,1.0,Kroon Karsten,3,Rabobank ProTeam,\u25bc2,7,2005
26,149,7.0,5.0,Voeckler Thomas,4,Bouygues Telecom,\u25b21,7,2005
34,53,6.0,3.0,Dekker Erik,5,Rabobank ProTeam,\u25bc2,7,2005
36,178,6.0,4.0,Mengin Christophe,6,Fran\xe7aise des Jeux,\u25bc2,7,2005
26,82,5.0,6.0,Bertogliati Rubens,7,Saunier Duval - Prodir,\u25bc1,7,2005
28,102,3.0,8.0,Bodrogi Laszlo,8,Cr\xe9dit Agricole,-,7,2005
27,166,3.0,,Scholz Ronny,9,Gerolsteiner,-,7,2005
30,116,3.0,9.0,Gerosa Mauro,10,Liquigas,\u25bc1,7,2005
30,83,2.0,10.0,Ca\xf1ada David,11,Saunier Duval - Prodir,\u25bc1,7,2005
34,169,2.0,,Zberg Beat,12,Gerolsteiner,-,7,2005
28,114,2.0,11.0,Carlstr\xf6m Kjell,13,Liquigas,\u25bc2,7,2005
26,208,2.0,12.0,Portal Nicolas,14,AG2R Pr\xe9voyance,\u25bc2,7,2005
37,143,1.0,13.0,Brochard Laurent,15,Bouygues Telecom,\u25bc2,7,2005
30,153,1.0,14.0,Commesso Salvatore,16,Lampre-Caffita,\u25bc2,7,2005
35,109,1.0,15.0,Kirsipuu Jaan,17,Cr\xe9dit Agricole,\u25bc2,7,2005
26,203,1.0,16.0,Calzati Sylvain,18,AG2R Pr\xe9voyance,\u25bc2,7,2005
31,57,32.0,,Rasmussen Michael,1,Rabobank ProTeam,-,8,2005
30,14,20.0,,Kl\xf6den Andr\xe9as,2,T-Mobile Team,-,8,2005
24,59,18.0,,Weening Pieter,3,Rabobank ProTeam,-,8,2005
32,61,14.0,,Botero Santiago,4,Phonak Hearing Systems,-,8,2005
31,11,12.0,,Ullrich Jan,5,T-Mobile Team,-,8,2005
25,167,10.0,1.0,Wegmann Fabian,6,Gerolsteiner,\u25bc5,8,2005
33,23,10.0,,Julich Bobby,7,CSC ProTeam,-,8,2005
25,108,10.0,,Kashechkin Andrey,8,Cr\xe9dit Agricole,-,8,2005
30,122,8.0,2.0,Auge St\xe9phane,9,Cofidis,\u25bc7,8,2005
33,28,8.0,,Voigt Jens,10,CSC ProTeam,-,8,2005
29,54,7.0,3.0,Kroon Karsten,11,Rabobank ProTeam,\u25bc8,8,2005
26,149,7.0,4.0,Voeckler Thomas,12,Bouygues Telecom,\u25bc8,8,2005
34,53,6.0,5.0,Dekker Erik,13,Rabobank ProTeam,\u25bc8,8,2005
32,4,,,Hincapie George,14*,Discovery Channel,-,8,2005
