Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
27,96,15.0,,McGee Bradley,1,Fdjeux.com,,0,2003
26,61,12.0,,Millar David,2,Cofidis,,0,2003
26,179,10.0,,Zubeldia Haimar,3,Euskaltel - Euskadi,,0,2003
29,131,8.0,,Ullrich Jan,4,Team Bianchi,,0,2003
28,8,6.0,,Pe\xf1a Victor Hugo,5,US Postal Service,,0,2003
32,71,5.0,,Hamilton Tyler,6,CSC ProTeam,,0,2003
31,1,,,Armstrong Lance,7*,US Postal Service,,0,2003
29,11,3.0,,Beloki Joseba,8,O.N.C.E. - Eroski,,0,2003
30,21,2.0,,Botero Santiago,9,Team Telekom,,0,2003
37,4,1.0,,Ekimov Viatcheslav,10,US Postal Service,,0,2003
31,141,36.0,,McEwen Robbie,1,Lotto - Domo,-,1,2003
29,88,35.0,,Petacchi Alessandro,2,Fassa Bortolo,-,1,2003
32,29,26.0,,Zabel Erik,3,Team Telekom,-,1,2003
29,111,24.0,,Bettini Paolo,4,Quickstep - Davitamon,-,1,2003
24,93,22.0,,Cooke Baden,5,Fdjeux.com,-,1,2003
25,125,20.0,,Hushovd Thor,6,Cr\xe9dit Agricole,-,1,2003
27,96,19.0,1,McGee Bradley,7,Fdjeux.com,\u25bc6,1,2003
27,44,19.0,,Freire Oscar,8,Rabobank ProTeam,-,1,2003
26,116,18.0,,Paolini Luca,9,Quickstep - Davitamon,-,1,2003
30,168,17.0,,Vainsteins Romans,10,Vini Calderola - So.di,-,1,2003
33,156,16.0,,Kirsipuu Jaan,11,AG2R Pr\xe9voyance,-,1,2003
25,193,15.0,,Haselbacher Rene,12,Gerolsteiner,-,1,2003
26,219,14.0,,Nazon Jean-Patrick,13,Jean Delatour,-,1,2003
29,186,14.0,,Nazon Damien,14,Brioches La Boulang\xe8re,-,1,2003
29,127,13.0,,O'Grady Stuart,15,Cr\xe9dit Agricole,-,1,2003
24,155,12.0,,Flickinger Andy,16,AG2R Pr\xe9voyance,-,1,2003
26,61,12.0,2,Millar David,17,Cofidis,\u25bc15,1,2003
28,56,11.0,,Glomser Gerrit,18,Saeco,-,1,2003
26,179,10.0,3,Zubeldia Haimar,19,Euskaltel - Euskadi,\u25bc16,1,2003
31,136,10.0,,Guidi Fabrizio,20,Team Bianchi,-,1,2003
28,94,9.0,,Da Cruz Carlos,21,Fdjeux.com,-,1,2003
29,131,8.0,4,Ullrich Jan,22,Team Bianchi,\u25bc18,1,2003
26,62,8.0,,Clain M\xe9d\xe9ric,23,Cofidis,-,1,2003
28,153,7.0,,Botcharov Alexandre,24,AG2R Pr\xe9voyance,-,1,2003
28,8,6.0,5,Pe\xf1a Victor Hugo,25,US Postal Service,\u25bc20,1,2003
34,97,6.0,,Mengin Christophe,26,Fdjeux.com,-,1,2003
26,19,6.0,,Vicioso \xc1ngel,27,O.N.C.E. - Eroski,-,1,2003
30,182,6.0,,Beneteau Walter,28,Brioches La Boulang\xe8re,-,1,2003
32,71,5.0,6,Hamilton Tyler,29,CSC ProTeam,\u25bc23,1,2003
25,206,5.0,,Furlan Angelo,30,Alessio,-,1,2003
31,1,,7*,Armstrong Lance,31*,US Postal Service,-,1,2003
26,45,4.0,,Hunter Robert,32,Rabobank ProTeam,-,1,2003
29,11,3.0,8,Beloki Joseba,33,O.N.C.E. - Eroski,\u25bc25,1,2003
29,89,3.0,,Velo Marco,34,Fassa Bortolo,-,1,2003
30,21,2.0,9,Botero Santiago,35,Team Telekom,\u25bc26,1,2003
25,178,2.0,,S\xe1nchez Samuel,36,Euskaltel - Euskadi,-,1,2003
37,4,1.0,10,Ekimov Viatcheslav,37,US Postal Service,\u25bc27,1,2003
23,184,1.0,,Geslin Anthony,38,Brioches La Boulang\xe8re,-,1,2003
31,141,58.0,1,McEwen Robbie,1,Lotto - Domo,-,2,2003
24,93,57.0,5,Cooke Baden,2,Fdjeux.com,\u25b23,2,2003
33,29,50.0,3,Zabel Erik,3,Team Telekom,-,2,2003
26,219,46.0,13,Nazon Jean-Patrick,4,Jean Delatour,\u25b29,2,2003
29,111,43.0,4,Bettini Paolo,5,Quickstep - Davitamon,\u25bc1,2,2003
33,156,42.0,11,Kirsipuu Jaan,6,AG2R Pr\xe9voyance,\u25b25,2,2003
25,125,42.0,6,Hushovd Thor,7,Cr\xe9dit Agricole,\u25bc1,2,2003
29,88,37.0,2,Petacchi Alessandro,8,Fassa Bortolo,\u25bc6,2,2003
27,44,34.0,8,Freire Oscar,9,Rabobank ProTeam,\u25bc1,2,2003
29,127,31.0,15,O'Grady Stuart,10,Cr\xe9dit Agricole,\u25b25,2,2003
26,116,31.0,9,Paolini Luca,11,Quickstep - Davitamon,\u25bc2,2,2003
28,56,25.0,18,Glomser Gerrit,12,Saeco,\u25b26,2,2003
27,96,19.0,7,McGee Bradley,13,Fdjeux.com,\u25bc6,2,2003
26,215,18.0,,Finot Fr\xe9d\xe9ric,14,Jean Delatour,-,2,2003
30,168,17.0,10,Vainsteins Romans,15,Vini Calderola - So.di,\u25bc5,2,2003
29,167,17.0,,Rodriguez Fred,16,Vini Calderola - So.di,-,2,2003
26,172,16.0,,Artetxe Mikel,17,Euskaltel - Euskadi,-,2,2003
25,193,15.0,12,Haselbacher Rene,18,Gerolsteiner,\u25bc6,2,2003
29,186,14.0,14,Nazon Damien,19,Brioches La Boulang\xe8re,\u25bc5,2,2003
29,131,13.0,22,Ullrich Jan,20,Team Bianchi,\u25b22,2,2003
24,155,12.0,16,Flickinger Andy,21,AG2R Pr\xe9voyance,\u25bc5,2,2003
26,61,12.0,17,Millar David,22,Cofidis,\u25bc5,2,2003
26,19,12.0,27,Vicioso \xc1ngel,23,O.N.C.E. - Eroski,\u25b24,2,2003
26,163,12.0,,Bossoni Paolo,24,Vini Calderola - So.di,-,2,2003
27,126,12.0,,Jegou Lilian,25,Cr\xe9dit Agricole,-,2,2003
28,53,11.0,,Commesso Salvatore,26,Saeco,-,2,2003
26,179,10.0,19,Zubeldia Haimar,27,Euskaltel - Euskadi,\u25bc8,2,2003
31,129,10.0,,Voigt Jens,28,Cr\xe9dit Agricole,-,2,2003
31,136,10.0,20,Guidi Fabrizio,29,Team Bianchi,\u25bc9,2,2003
30,174,9.0,,Etxebarria Unai,30,Euskaltel - Euskadi,-,2,2003
28,94,9.0,21,Da Cruz Carlos,31,Fdjeux.com,\u25bc10,2,2003
28,153,9.0,24,Botcharov Alexandre,32,AG2R Pr\xe9voyance,\u25bc8,2,2003
35,151,8.0,,Brochard Laurent,33,AG2R Pr\xe9voyance,-,2,2003
26,62,8.0,23,Clain M\xe9d\xe9ric,34,Cofidis,\u25bc11,2,2003
26,176,7.0,,Landaluze Inigo,35,Euskaltel - Euskadi,-,2,2003
28,8,6.0,25,Pe\xf1a Victor Hugo,36,US Postal Service,\u25bc11,2,2003
34,97,6.0,26,Mengin Christophe,37,Fdjeux.com,\u25bc11,2,2003
30,182,6.0,28,Beneteau Walter,38,Brioches La Boulang\xe8re,\u25bc10,2,2003
32,71,5.0,29,Hamilton Tyler,39,CSC ProTeam,\u25bc10,2,2003
25,206,5.0,30,Furlan Angelo,40,Alessio,\u25bc10,2,2003
31,1,,31*,Armstrong Lance,41*,US Postal Service,-,2,2003
26,45,4.0,32,Hunter Robert,42,Rabobank ProTeam,\u25bc10,2,2003
32,121,4.0,,Moreau Christophe,43,Cr\xe9dit Agricole,-,2,2003
29,11,3.0,33,Beloki Joseba,44,O.N.C.E. - Eroski,\u25bc11,2,2003
32,139,3.0,,Steinhauser Tobias,45,Team Bianchi,-,2,2003
29,89,3.0,34,Velo Marco,46,Fassa Bortolo,\u25bc12,2,2003
30,21,2.0,35,Botero Santiago,47,Team Telekom,\u25bc12,2,2003
25,178,2.0,36,S\xe1nchez Samuel,48,Euskaltel - Euskadi,\u25bc12,2,2003
37,4,1.0,37,Ekimov Viatcheslav,49,US Postal Service,\u25bc12,2,2003
31,76,1.0,,Peron Andrea,50,CSC ProTeam,-,2,2003
23,184,1.0,38,Geslin Anthony,51,Brioches La Boulang\xe8re,\u25bc13,2,2003
31,141,86.0,1,McEwen Robbie,1,Lotto - Domo,-,3,2003
33,29,74.0,3,Zabel Erik,2,Team Telekom,\u25b21,3,2003
29,88,72.0,8,Petacchi Alessandro,3,Fassa Bortolo,\u25b25,3,2003
26,219,72.0,4,Nazon Jean-Patrick,4,Jean Delatour,-,3,2003
24,93,62.0,2,Cooke Baden,5,Fdjeux.com,\u25bc3,3,2003
27,44,60.0,9,Freire Oscar,6,Rabobank ProTeam,\u25b23,3,2003
25,125,57.0,7,Hushovd Thor,7,Cr\xe9dit Agricole,-,3,2003
33,156,54.0,6,Kirsipuu Jaan,8,AG2R Pr\xe9voyance,\u25bc2,3,2003
26,116,51.0,11,Paolini Luca,9,Quickstep - Davitamon,\u25b22,3,2003
29,127,49.0,10,O'Grady Stuart,10,Cr\xe9dit Agricole,-,3,2003
30,168,47.0,15,Vainsteins Romans,11,Vini Calderola - So.di,\u25b24,3,2003
29,111,43.0,5,Bettini Paolo,12,Quickstep - Davitamon,\u25bc7,3,2003
27,96,32.0,13,McGee Bradley,13,Fdjeux.com,-,3,2003
28,53,28.0,26,Commesso Salvatore,14,Saeco,\u25b212,3,2003
28,56,25.0,12,Glomser Gerrit,15,Saeco,\u25bc3,3,2003
25,206,23.0,40,Furlan Angelo,16,Alessio,\u25b224,3,2003
29,131,21.0,20,Ullrich Jan,17,Team Bianchi,\u25b23,3,2003
29,167,20.0,16,Rodriguez Fred,18,Vini Calderola - So.di,\u25bc2,3,2003
29,195,19.0,,Pollack Olaf,19,Gerolsteiner,-,3,2003
26,215,18.0,14,Finot Fr\xe9d\xe9ric,20,Jean Delatour,\u25bc6,3,2003
26,45,18.0,42,Hunter Robert,21,Rabobank ProTeam,\u25b221,3,2003
35,151,17.0,33,Brochard Laurent,22,AG2R Pr\xe9voyance,\u25b211,3,2003
26,172,16.0,17,Artetxe Mikel,23,Euskaltel - Euskadi,\u25bc6,3,2003
25,193,15.0,18,Haselbacher Rene,24,Gerolsteiner,\u25bc6,3,2003
29,186,14.0,19,Nazon Damien,25,Brioches La Boulang\xe8re,\u25bc6,3,2003
24,155,12.0,21,Flickinger Andy,26,AG2R Pr\xe9voyance,\u25bc5,3,2003
