Age,Avg,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
29,,184,126,+ 76:35:54,,,Guesdon Fr\xe9d\xe9ric,26,La Fran\xe7aise des Jeux,",, 25:45",,,16,2001
28,,29,10,+ 73:58:48,,,Serrano Marcos Antonio,27,O.N.C.E. - Eroski,",, 25:45",,,16,2001
27,,24,6,+ 73:51:32,,,Gonzalez De Galdeano Igor,28,O.N.C.E. - Eroski,",, 25:45",,,16,2001
32,,169,5,+ 73:50:22,,,Simon Fran\xe7ois,29,Bonjour,",, 25:45",,,16,2001
27,,47,92,+ 75:58:23,,,Petacchi Alessandro,30,Fassa Bortolo,",, 25:45",,,16,2001
34,,183,127,+ 76:36:42,,,Durand Jacky,31,La Fran\xe7aise des Jeux,25:56 25:56,,,16,2001
29,,68,95,+ 76:00:04,,,Van Hyfte Paul,32,Lotto - Adecco,25:58 25:58,,,16,2001
25,,69,38,+ 74:49:54,,,Vermaut Steve,33,Lotto - Adecco,",, 25:58",,,16,2001
33,,141,24,+ 74:30:32,,,Brochard Laurent,34,Jean Delatour,",, 25:58",,,16,2001
32,,131,18,+ 74:21:45,,,Jalabert Laurent,35,CSC ProTeam - Tiscali,",, 25:58",,,16,2001
28,,166,140,+ 77:03:47,,,Perreaudeau Olivier,36,Bonjour,",, 25:58",,,16,2001
27,,103,139,+ 77:03:24,,,Hinault S\xe9bastien,37,Cr\xe9dit Agricole,26:03 26:03,,,16,2001
28,,152,62,+ 75:21:53,,,Rafael Cardenas F\xe9lix,38,Kelme - Costa Blanca,26:05 26:05,,,16,2001
35,,3,84,+ 75:46:34,,,Ekimov Viatcheslav,39,US Postal Service,",, 26:05",,,16,2001
29,,98,,+0:00,,,Rodriguez Javier Pascual,40,Ibanesto.com,",, 26:05",,,16,2001
28,,194,20,+ 74:24:36,,,Merckx Axel,41,Domo - Farm Frites,26:08 26:08,,,16,2001
29,,208,108,+ 76:13:44,,,Sivakov Alexei,42,BigMat - Auber 93,",, 26:08",,,16,2001
30,,185,115,+ 76:20:38,,,Magnien Emmanuel,43,La Fran\xe7aise des Jeux,",, 26:08",,,16,2001
30,,4,98,+ 76:02:29,,,Hamilton Tyler,44,US Postal Service,",, 26:08",,,16,2001
31,,63,87,+ 75:51:46,,,Baguet Serge,45,Lotto - Adecco,",, 26:08",,,16,2001
26,,28,19,+ 74:24:29,,,Sastre Carlos,46,O.N.C.E. - Eroski,",, 26:08",,,16,2001
29,,101,21,+ 74:24:55,,,Julich Bobby,47,Cr\xe9dit Agricole,",, 26:08",,,16,2001
26,,72,29,+ 74:36:54,,,Atienza Daniel,48,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 26:08",,,16,2001
32,,35,43,+ 74:52:02,,,Garc\xeda Felix Manuel,49,Festina,",, 26:08",,,16,2001
26,,105,142,+ 77:08:18,,,Jenner Christopher,50,Cr\xe9dit Agricole,",, 26:08",,,16,2001
28,,58,73,+ 75:33:55,,,Verheyen Geert,51,Rabobank ProTeam,",, 26:08",,,16,2001
33,,34,112,+ 76:18:57,,,Chanteur Pascal,52,Festina,",, 26:08",,,16,2001
30,,156,60,+ 75:13:36,,,Pascual Javier,53,Kelme - Costa Blanca,",, 26:08",,,16,2001
28,,81,57,+ 75:09:21,,,Nardello Daniele,54,Mapei - Quickstep,",, 26:08",,,16,2001
27,,56,93,+ 75:58:58,,,Lotz Marc,55,Rabobank ProTeam,",, 26:08",,,16,2001
32,,187,96,+ 76:00:21,,,Mengin Christophe,56,La Fran\xe7aise des Jeux,",, 26:08",,,16,2001
30,,54,94,+ 75:59:13,,,Dekker Erik,57,Rabobank ProTeam,",, 26:08",,,16,2001
28,,151,9,+ 73:57:40,,,Botero Santiago,58,Kelme - Costa Blanca,",, 26:08",,,16,2001
30,,93,22,+ 74:26:42,,,Brozyna Tomasz,59,Ibanesto.com,",, 26:08",,,16,2001
29,,46,97,+ 76:01:58,,,Loda Nicola,60,Fassa Bortolo,",, 26:08",,,16,2001
27,,2,13,+ 74:01:28,,,Heras Roberto,61,US Postal Service,",, 26:08",,,16,2001
31,,82,35,+ 74:45:41,,,Bartoli Michele,62,Mapei - Quickstep,",, 26:08",,,16,2001
25,,79,45,+ 74:58:27,,,Trentin Guido,63,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 26:08",,,16,2001
27,,163,71,+ 75:32:12,,,Bouyer Franck,64,Bonjour,",, 26:08",,,16,2001
28,,199,67,+ 75:29:51,,,Wadecki Piotr,65,Domo - Farm Frites,",, 26:08",,,16,2001
25,,202,138,+ 77:00:26,,,Auger Guillaume,66,BigMat - Auber 93,",, 26:08",,,16,2001
31,,144,30,+ 74:39:00,,,Goubert Stephane,67,Jean Delatour,",, 26:08",,,16,2001
28,,171,128,+ 76:37:19,,,Serpellini Marco,68,Lampre - Daikin,",, 26:08",,,16,2001
33,,179,132,+ 76:49:51,,,Verstrepen Johan,69,Lampre - Daikin,",, 26:08",,,16,2001
26,,175,130,+ 76:42:07,,,Frutti Matteo,70,Lampre - Daikin,",, 26:08",,,16,2001
25,,177,54,+ 75:06:16,,,Pinotti Marco,71,Lampre - Daikin,",, 26:08",,,16,2001
28,,132,89,+ 75:55:07,,,Blaudzun Michael,72,CSC ProTeam - Tiscali,",, 26:08",,,16,2001
31,,168,56,+ 75:07:35,,,Robin Jean-Cyril,73,Bonjour,",, 26:08",,,16,2001
22,,25,65,+ 75:25:39,,,Guti\xe9rrez Jos\xe9 Iv\xe1n,74,O.N.C.E. - Eroski,",, 26:08",,,16,2001
28,,115,90,+ 75:56:42,,,Etxebarria Unai,75,Euskaltel - Euskadi,",, 26:08",,,16,2001
25,,32,101,+ 76:06:42,,,Brard Florent,76,Festina,",, 26:08",,,16,2001
25,,26,31,+ 74:39:54,,,Jaksche Jorg,77,O.N.C.E. - Eroski,",, 26:08",,,16,2001
23,,189,88,+ 75:54:46,,,Vogondy Nicolas,78,La Fran\xe7aise des Jeux,",, 26:08",,,16,2001
31,,44,23,+ 74:29:29,,,Belli Wladimir,79,Fassa Bortolo,",, 26:08",,,16,2001
26,,77,46,+ 74:58:57,,,Moncouti\xe9 David,80,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 26:08",,,16,2001
28,,147,47,+ 74:59:46,,,Roux Laurent,81,Jean Delatour,",, 26:08",,,16,2001
25,,172,116,+ 76:21:25,,,Belohvosciks Raivis,82,Lampre - Daikin,",, 26:08",,,16,2001
30,,133,119,+ 76:27:03,,,Cerezo Francisco,83,CSC ProTeam - Tiscali,",, 26:08",,,16,2001
30,,193,91,+ 75:57:05,,,Knaven Servais,84,Domo - Farm Frites,",, 26:08",,,16,2001
34,,12,48,+ 75:01:01,,,Bolts Udo,85,Team Telekom,",, 26:08",,,16,2001
36,,139,143,+ 77:10:10,,,S\xf8rensen Rolf,86,CSC ProTeam - Tiscali,",, 26:08",,,16,2001
33,,84,144,+ 77:10:31,,,Bramati Davide,87,Mapei - Quickstep,",, 26:08",,,16,2001
26,,27,64,+ 75:25:07,,,Pradera Mikel,88,O.N.C.E. - Eroski,",, 26:08",,,16,2001
28,,162,37,+ 74:49:19,,,Beneteau Walter,89,Bonjour,",, 26:08",,,16,2001
33,,42,80,+ 75:40:57,,,Baldato Fabio,90,Fassa Bortolo,",, 26:08",,,16,2001
28,,39,81,+ 75:41:51,,,Teutenberg Sven,91,Festina,",, 26:08",,,16,2001
28,,16,40,+ 74:51:08,,,Livingston Kevin,92,Team Telekom,",, 26:08",,,16,2001
27,,167,118,+ 76:25:29,,,Renier Franck,93,Bonjour,",, 26:08",,,16,2001
31,,159,85,+ 75:49:32,,,Vidal Jos\xe9 Angel,94,Kelme - Costa Blanca,",, 26:08",,,16,2001
29,,99,39,+ 74:50:50,,,Piepoli Leonardo,95,Ibanesto.com,",, 26:08",,,16,2001
27,,188,66,+ 75:26:59,,,Schnider Daniel,96,La Fran\xe7aise des Jeux,",, 26:08",,,16,2001
27,,121,32,+ 74:42:21,,,Salmon Benoit,97,AG2R Pr\xe9voyance,",, 26:08",,,16,2001
28,,86,11,+ 73:59:36,,,Garzelli Stefano,98,Mapei - Quickstep,",, 26:08",,,16,2001
28,,111,34,+ 74:45:35,,,Etxebarria David,99,Euskaltel - Euskadi,",, 26:08",,,16,2001
29,,142,107,+ 76:12:04,,,Bernard J\xe9r\xf4me,100,Jean Delatour,",, 26:08",,,16,2001
27,,66,61,+ 75:14:10,,,Mikhailov Guennady,101,Lotto - Adecco,",, 26:08",,,16,2001
30,,97,78,+ 75:35:23,,,Odriozola Jon,102,Ibanesto.com,",, 26:08",,,16,2001
27,,158,79,+ 75:39:24,,,Tauler Toni,103,Kelme - Costa Blanca,",, 26:08",,,16,2001
23,,96,50,+ 75:02:38,,,Menchov Denis,104,Ibanesto.com,",, 26:08",,,16,2001
27,,106,113,+ 76:19:02,,,Morin Anthony,105,Cr\xe9dit Agricole,",, 26:08",,,16,2001
29,,192,141,+ 77:07:36,,,Cassani Enrico,106,Domo - Farm Frites,",, 26:08",,,16,2001
32,,128,124,+ 76:33:08,,,Maignan Gilles,107,AG2R Pr\xe9voyance,",, 26:08",,,16,2001
22,,164,70,+ 75:31:29,,,Chavanel Sylvain,108,Bonjour,",, 26:08",,,16,2001
23,,209,129,+ 76:37:31,,,Talabardon S\xe9bastien,109,BigMat - Auber 93,",, 26:08",,,16,2001
28,,137,121,+ 76:28:31,,,Piil Jakob,110,CSC ProTeam - Tiscali,",, 26:08",,,16,2001
33,,204,125,+ 76:35:48,,,Capelle Christophe,111,BigMat - Auber 93,",, 26:08",,,16,2001
30,,76,103,+ 76:06:59,,,Mattan Nico,112,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 26:08",,,16,2001
31,,122,123,+ 76:31:04,,,Agnolutto Christophe,113,AG2R Pr\xe9voyance,",, 26:08",,,16,2001
26,,129,77,+ 75:35:12,,,Turpin Ludovic,114,AG2R Pr\xe9voyance,",, 26:08",,,16,2001
33,,75,68,+ 75:30:42,,,Lelli Massimiliano,115,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 26:08",,,16,2001
28,,146,110,+ 76:16:07,,,Oriol Christophe,116,Jean Delatour,",, 26:08",,,16,2001
27,,83,69,+ 75:31:13,,,Bettini Paolo,117,Mapei - Quickstep,",, 26:08",,,16,2001
29,,112,106,+ 76:09:25,,,Castresana Angel,118,Euskaltel - Euskadi,",, 26:08",,,16,2001
27,,61,114,+ 76:19:21,,,Verbrugghe Rik,119,Lotto - Adecco,",, 26:08",,,16,2001
23,,182,146,+ 77:19:16,,,Casper Jimmy,120,La Fran\xe7aise des Jeux,",, 26:08",,,16,2001
27,,49,59,+ 75:12:36,,,Tosatto Matteo,121,Fassa Bortolo,",, 26:08",,,16,2001
28,,191,135,+ 76:56:05,,,Vainsteins Romans,122,Domo - Farm Frites,",, 26:08",,,16,2001
22,,173,145,+ 77:12:36,,,Bertogliati Rubens,123,Lampre - Daikin,",, 26:08",,,16,2001
32,,178,131,+ 76:48:28,,,Svorada Jan,124,Lampre - Daikin,",, 26:08",,,16,2001
30,,203,137,+ 76:57:53,,,Auger Ludovic,125,BigMat - Auber 93,",, 26:08",,,16,2001
32,,73,63,+ 75:23:49,,,Cuesta \xcd\xf1igo,126,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 26:08",,,16,2001
26,,123,136,+ 76:57:23,,,Berges Stephane,127,AG2R Pr\xe9voyance,",, 26:08",,,16,2001
31,,13,36,+ 74:49:07,,,Guerini Giuseppe,128,Team Telekom,",, 26:08",,,16,2001
29,,118,75,+ 75:34:17,,,Lopez De Munain Alberto,129,Euskaltel - Euskadi,",, 26:08",,,16,2001
25,,95,105,+ 76:08:30,,,Jim\xe9nez Eladio,130,Ibanesto.com,",, 26:08",,,16,2001
30,,134,120,+ 76:28:27,,,Garcia Marcelino,131,CSC ProTeam - Tiscali,",, 26:08",,,16,2001
27,,126,109,+ 76:14:04,,,Demarbaix Sebastien,132,AG2R Pr\xe9voyance,",, 26:08",,,16,2001
28,,135,117,+ 76:22:33,,,Jalabert Nicolas,133,CSC ProTeam - Tiscali,",, 26:08",,,16,2001
31,,23,102,+ 76:06:43,,,Gonzalez Alvaro,134,O.N.C.E. - Eroski,",, 26:08",,,16,2001
28,,198,134,+ 76:55:28,,,van Heeswijk Max,135,Domo - Farm Frites,",, 26:08",,,16,2001
24,,119,72,+ 75:33:05,,,Zubeldia Haimar,136,Euskaltel - Euskadi,",, 26:08",,,16,2001
28,,8,42,+ 74:51:30,,,Rubiera Jos\xe9 Luis,137,US Postal Service,",, 26:08",,,16,2001
32,,117,27,+ 74:36:00,,,Laiseka jaio Roberto,138,Euskaltel - Euskadi,",, 26:08",,,16,2001
28,,5,74,+ 75:34:14,,,Hincapie George,139,US Postal Service,26:37 26:37,,,16,2001
34,,36,86,+ 75:50:42,,,Lino Pascal,141,Festina,",, 26:37",,,16,2001
26,,15,28,+ 74:36:04,,,Kl\xf6den Andr\xe9as,142,Team Telekom,26:42 26:42,,,16,2001
32,,55,76,+ 75:34:43,,,den Bakker Maarten,143,Rabobank ProTeam,26:44 26:44,,,16,2001
25,,57,58,+ 75:10:50,,,Niermann Grischa,144,Rabobank ProTeam,",, 26:44",,,16,2001
28,,6,99,+ 76:05:07,,,Kjaergaard Steffen,145,US Postal Service,27:17 27:17,,,16,2001
32,,205,133,+ 76:53:06,,,Gouvenou Thierry,146,BigMat - Auber 93,38:35 38:35,,,16,2001
25,,181,,+0:00,,,Montgomery Sven,DNF,La Fran\xe7aise des Jeux,-5:27:11 -5:27:11,,,16,2001
28,,94,,+0:00,,,Garcia Jose Vicente,DNF,Ibanesto.com,",, -5:27:11",,,16,2001
32,,59,,+0:00,,,Wauters Marc,DNF,Rabobank ProTeam,",, -5:27:11",,,16,2001
29,,48,,+0:00,,,Pozzi Oscar,DNF,Fassa Bortolo,",, -5:27:11",,,16,2001
36,,14,,+0:00,,,Heppner Jens,DNF,Team Telekom,",, -5:27:11",,,16,2001
31,,63,86,+ 80:04:58,100.0,,Baguet Serge,1,Lotto - Adecco,4:13:36 4:13:36,,,17,2001
28,,137,119,+ 80:41:47,70.0,,Piil Jakob,2,CSC ProTeam - Tiscali,",, ,,",,,17,2001
33,,75,67,+ 79:44:13,50.0,,Lelli Massimiliano,3,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",0:05 0:05,,,17,2001
32,,178,130,+ 81:02:17,40.0,,Svorada Jan,4,Lampre - Daikin,0:13 0:13,,,17,2001
27,,165,110,+ 80:32:22,32.0,,Nazon Damien,5,Bonjour,",, 0:13",,,17,2001
31,,19,102,+ 80:21:57,26.0,,Zabel Erik,6,Team Telekom,",, 0:13",,,17,2001
27,,107,55,+ 79:21:23,22.0,,O'Grady Stuart,7,Cr\xe9dit Agricole,",, 0:13",,,17,2001
28,,191,134,+ 81:09:54,18.0,,Vainsteins Romans,8,Domo - Farm Frites,",, 0:13",,,17,2001
27,,47,91,+ 80:12:12,14.0,,Petacchi Alessandro,9,Fassa Bortolo,",, 0:13",,,17,2001
33,,204,124,+ 80:49:37,10.0,,Capelle Christophe,10,BigMat - Auber 93,",, 0:13",,,17,2001
30,,185,114,+ 80:34:27,8.0,,Magnien Emmanuel,11,La Fran\xe7aise des Jeux,",, 0:13",,,17,2001
26,,124,17,+ 78:26:42,6.0,,Botcharov Alexandre,12,AG2R Pr\xe9voyance,",, 0:13",,,17,2001
27,,66,59,+ 79:27:59,4.0,,Mikhailov Guennady,13,Lotto - Adecco,",, 0:13",,,17,2001
30,,97,76,+ 79:49:12,2.0,,Odriozola Jon,14,Ibanesto.com,",, 0:13",,,17,2001
28,,39,80,+ 79:55:40,1.0,,Teutenberg Sven,15,Festina,",, 0:13",,,17,2001
30,,76,100,+ 80:20:48,,,Mattan Nico,16,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 0:13",,,17,2001
32,,169,5,+ 78:04:11,,,Simon Fran\xe7ois,17,Bonjour,",, 0:13",,,17,2001
29,,208,107,+ 80:27:33,,,Sivakov Alexei,18,BigMat - Auber 93,",, 0:13",,,17,2001
27,,155,26,+ 78:49:33,,,Gutierrez Jose Enrique,19,Kelme - Costa Blanca,",, 0:13",,,17,2001
33,,141,24,+ 78:44:21,,,Brochard Laurent,20,Jean Delatour,",, 0:13",,,17,2001
31,,143,51,+ 79:17:09,,,Bouvard Gilles,21,Jean Delatour,",, 0:13",,,17,2001
27,,21,4,+ 77:59:50,,,Beloki Joseba,22,O.N.C.E. - Eroski,",, 0:13",,,17,2001
29,,109,53,+ 79:18:36,,,Voigt Jens,23,Cr\xe9dit Agricole,",, 0:13",,,17,2001
27,,74,3,+ 77:58:30,,,Kivilev Andrei,24,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 0:13",,,17,2001
28,,115,89,+ 80:10:31,,,Etxebarria Unai,25,Euskaltel - Euskadi,",, 0:13",,,17,2001
30,,161,12,+ 78:15:14,,,Rous Didier,26,Bonjour,",, 0:13",,,17,2001
27,,11,2,+ 77:58:22,,,Ullrich Jan,27,Team Telekom,",, 0:13",,,17,2001
35,,3,83,+ 80:00:23,,,Ekimov Viatcheslav,28,US Postal Service,",, 0:13",,,17,2001
25,,69,37,+ 79:03:37,,,Vermaut Steve,29,Lotto - Adecco,",, 0:13",,,17,2001
30,,156,58,+ 79:27:25,,,Pascual Javier,30,Kelme - Costa Blanca,",, 0:13",,,17,2001
28,,132,88,+ 80:08:56,,,Blaudzun Michael,31,CSC ProTeam - Tiscali,",, 0:13",,,17,2001
29,,1,1*,+ 77:53:17,,,Armstrong Lance,32*,US Postal Service,",, 0:13",,,17,2001
28,,86,11,+ 78:13:25,,,Garzelli Stefano,33,Mapei - Quickstep,",, 0:13",,,17,2001
28,,147,47,+ 79:13:35,,,Roux Laurent,34,Jean Delatour,",, 0:13",,,17,2001
27,,188,65,+ 79:40:48,,,Schnider Daniel,35,La Fran\xe7aise des Jeux,",, 0:13",,,17,2001
25,,91,14,+ 78:17:43,,,Mancebo Francisco,36,Ibanesto.com,",, 0:13",,,17,2001
28,,113,15,+ 78:18:02,,,Chaurreau I\xf1igo,37,Euskaltel - Euskadi,",, 0:13",,,17,2001
28,,29,10,+ 78:12:37,,,Serrano Marcos Antonio,38,O.N.C.E. - Eroski,",, 0:13",,,17,2001
24,,157,7,+ 78:07:12,,,Sevilla Oscar,39,Kelme - Costa Blanca,",, 0:13",,,17,2001
29,,51,8,+ 78:09:32,,,Boogerd Michael,40,Rabobank ProTeam,",, 0:13",,,17,2001
33,,179,131,+ 81:03:40,,,Verstrepen Johan,41,Lampre - Daikin,",, 0:13",,,17,2001
28,,151,9,+ 78:11:29,,,Botero Santiago,42,Kelme - Costa Blanca,",, 0:13",,,17,2001
27,,24,6,+ 78:05:21,,,Gonzalez De Galdeano Igor,43,O.N.C.E. - Eroski,",, 0:13",,,17,2001
30,,4,96,+ 80:16:18,,,Hamilton Tyler,44,US Postal Service,",, 0:13",,,17,2001
31,,122,122,+ 80:44:53,,,Agnolutto Christophe,45,AG2R Pr\xe9voyance,",, 0:13",,,17,2001
29,,68,94,+ 80:13:53,,,Van Hyfte Paul,46,Lotto - Adecco,",, 0:13",,,17,2001
26,,72,29,+ 78:50:43,,,Atienza Daniel,47,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 0:13",,,17,2001
26,,62,25,+ 78:46:23,,,Aerts Mario,49,Lotto - Adecco,",, 0:13",,,17,2001
26,,15,28,+ 78:49:53,,,Kl\xf6den Andr\xe9as,50,Team Telekom,",, 0:13",,,17,2001
22,,25,64,+ 79:39:28,,,Guti\xe9rrez Jos\xe9 Iv\xe1n,51,O.N.C.E. - Eroski,",, 0:13",,,17,2001
29,,101,21,+ 78:38:44,,,Julich Bobby,52,Cr\xe9dit Agricole,",, 0:13",,,17,2001
28,,58,72,+ 79:47:44,,,Verheyen Geert,53,Rabobank ProTeam,",, 0:13",,,17,2001
27,,56,92,+ 80:12:47,,,Lotz Marc,54,Rabobank ProTeam,",, 0:13",,,17,2001
26,,28,19,+ 78:38:18,,,Sastre Carlos,55,O.N.C.E. - Eroski,",, 0:13",,,17,2001
29,,98,,+0:00,,,Rodriguez Javier Pascual,56,Ibanesto.com,",, 0:13",,,17,2001
28,,162,36,+ 79:03:08,,,Beneteau Walter,57,Bonjour,",, 0:13",,,17,2001
31,,144,30,+ 78:52:49,,,Goubert Stephane,58,Jean Delatour,",, 0:13",,,17,2001
28,,194,20,+ 78:38:25,,,Merckx Axel,59,Domo - Farm Frites,",, 0:13",,,17,2001
32,,35,43,+ 79:05:51,,,Garc\xeda Felix Manuel,60,Festina,",, 0:13",,,17,2001
28,,198,133,+ 81:09:17,,,van Heeswijk Max,61,Domo - Farm Frites,",, 0:13",,,17,2001
32,,128,123,+ 80:46:57,,,Maignan Gilles,62,AG2R Pr\xe9voyance,",, 0:13",,,17,2001
28,,5,73,+ 79:48:03,,,Hincapie George,63,US Postal Service,",, 0:13",,,17,2001
28,,135,116,+ 80:36:22,,,Jalabert Nicolas,64,CSC ProTeam - Tiscali,",, 0:13",,,17,2001
32,,131,18,+ 78:35:34,,,Jalabert Laurent,65,CSC ProTeam - Tiscali,",, 0:13",,,17,2001
33,,42,79,+ 79:54:46,,,Baldato Fabio,66,Fassa Bortolo,",, 0:13",,,17,2001
23,,96,50,+ 79:16:27,,,Menchov Denis,67,Ibanesto.com,",, 0:13",,,17,2001
28,,8,41,+ 79:05:19,,,Rubiera Jos\xe9 Luis,68,US Postal Service,",, 0:13",,,17,2001
30,,133,118,+ 80:40:52,,,Cerezo Francisco,69,CSC ProTeam - Tiscali,",, 0:13",,,17,2001
26,,27,63,+ 79:38:56,,,Pradera Mikel,70,O.N.C.E. - Eroski,",, 0:13",,,17,2001
25,,26,31,+ 78:53:43,,,Jaksche Jorg,71,O.N.C.E. - Eroski,",, 0:13",,,17,2001
25,,172,115,+ 80:35:14,,,Belohvosciks Raivis,72,Lampre - Daikin,",, 0:13",,,17,2001
25,,177,54,+ 79:20:05,,,Pinotti Marco,73,Lampre - Daikin,",, 0:13",,,17,2001
27,,158,78,+ 79:53:13,,,Tauler Toni,74,Kelme - Costa Blanca,",, 0:13",,,17,2001
33,,34,111,+ 80:32:46,,,Chanteur Pascal,75,Festina,",, 0:13",,,17,2001
31,,82,35,+ 78:59:30,,,Bartoli Michele,76,Mapei - Quickstep,",, 0:13",,,17,2001
30,,201,44,+ 79:08:59,,,Heulot Stephane,77,BigMat - Auber 93,",, 0:13",,,17,2001
28,,81,57,+ 79:23:10,,,Nardello Daniele,78,Mapei - Quickstep,",, 0:13",,,17,2001
29,,112,105,+ 80:23:14,,,Castresana Angel,79,Euskaltel - Euskadi,",, 0:13",,,17,2001
31,,44,23,+ 78:43:18,,,Belli Wladimir,80,Fassa Bortolo,",, 0:13",,,17,2001
26,,129,75,+ 79:49:01,,,Turpin Ludovic,81,AG2R Pr\xe9voyance,",, 0:13",,,17,2001
27,,2,13,+ 78:15:17,,,Heras Roberto,82,US Postal Service,",, 0:13",,,17,2001
29,,99,39,+ 79:04:39,,,Piepoli Leonardo,83,Ibanesto.com,",, 0:13",,,17,2001
28,,171,126,+ 80:51:08,,,Serpellini Marco,84,Lampre - Daikin,",, 0:13",,,17,2001
26,,105,140,+ 81:22:07,,,Jenner Christopher,85,Cr\xe9dit Agricole,",, 0:13",,,17,2001
36,,139,142,+ 81:23:59,,,S\xf8rensen Rolf,86,CSC ProTeam - Tiscali,",, 0:13",,,17,2001
32,,148,98,+ 80:19:20,,,Seigneur Eddy,87,Jean Delatour,",, 0:13",,,17,2001
29,,102,121,+ 80:42:56,,,Bessy Fr\xe9d\xe9ric,88,Cr\xe9dit Agricole,",, 0:13",,,17,2001
28,,6,97,+ 80:18:56,,,Kjaergaard Steffen,89,US Postal Service,",, 0:13",,,17,2001
25,,202,137,+ 81:14:15,,,Auger Guillaume,90,BigMat - Auber 93,",, 0:13",,,17,2001
27,,103,138,+ 81:17:13,,,Hinault S\xe9bastien,91,Cr\xe9dit Agricole,",, 0:13",,,17,2001
31,,159,84,+ 80:03:21,,,Vidal Jos\xe9 Angel,92,Kelme - Costa Blanca,",, 0:13",,,17,2001
27,,126,108,+ 80:27:53,,,Demarbaix Sebastien,93,AG2R Pr\xe9voyance,",, 0:13",,,17,2001
30,,93,22,+ 78:40:31,,,Brozyna Tomasz,94,Ibanesto.com,",, 0:13",,,17,2001
33,,84,143,+ 81:24:20,,,Bramati Davide,95,Mapei - Quickstep,",, 0:13",,,17,2001
25,,95,104,+ 80:22:19,,,Jim\xe9nez Eladio,96,Ibanesto.com,",, 0:13",,,17,2001
27,,145,52,+ 79:18:12,,,Halgand Patrice,97,Jean Delatour,",, 0:13",,,17,2001
34,,12,48,+ 79:14:50,,,Bolts Udo,98,Team Telekom,",, 0:13",,,17,2001
32,,117,27,+ 78:49:49,,,Laiseka jaio Roberto,99,Euskaltel - Euskadi,",, 0:13",,,17,2001
25,,79,45,+ 79:12:16,,,Trentin Guido,100,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 0:13",,,17,2001
30,,193,90,+ 80:10:54,,,Knaven Servais,101,Domo - Farm Frites,",, 0:13",,,17,2001
27,,37,33,+ 78:56:41,,,Perez Luis,102,Festina,",, 0:13",,,17,2001
27,,121,32,+ 78:56:10,,,Salmon Benoit,103,AG2R Pr\xe9voyance,",, 0:13",,,17,2001
26,,77,46,+ 79:12:46,,,Moncouti\xe9 David,104,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 0:13",,,17,2001
29,,184,125,+ 80:49:43,,,Guesdon Fr\xe9d\xe9ric,105,La Fran\xe7aise des Jeux,",, 0:13",,,17,2001
32,,73,62,+ 79:37:38,,,Cuesta \xcd\xf1igo,106,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 0:13",,,17,2001
27,,106,112,+ 80:32:51,,,Morin Anthony,107,Cr\xe9dit Agricole,",, 0:13",,,17,2001
30,,54,93,+ 80:13:02,,,Dekker Erik,108,Rabobank ProTeam,",, 0:13",,,17,2001
23,,189,87,+ 80:08:35,,,Vogondy Nicolas,109,La Fran\xe7aise des Jeux,",, 0:13",,,17,2001
28,,146,109,+ 80:29:56,,,Oriol Christophe,110,Jean Delatour,",, 0:13",,,17,2001
25,,32,99,+ 80:20:31,,,Brard Florent,111,Festina,",, 0:13",,,17,2001
29,,118,74,+ 79:48:06,,,Lopez De Munain Alberto,112,Euskaltel - Euskadi,",, 0:13",,,17,2001
27,,61,113,+ 80:33:10,,,Verbrugghe Rik,113,Lotto - Adecco,",, 0:13",,,17,2001
29,,142,106,+ 80:25:53,,,Bernard J\xe9r\xf4me,114,Jean Delatour,",, 0:13",,,17,2001
29,,46,95,+ 80:15:47,,,Loda Nicola,115,Fassa Bortolo,",, 0:13",,,17,2001
27,,17,16,+ 78:23:49,,,Vinokourov Alexandre,116,Team Telekom,",, 0:13",,,17,2001
31,,168,56,+ 79:21:24,,,Robin Jean-Cyril,117,Bonjour,",, 0:13",,,17,2001
22,,164,68,+ 79:45:18,,,Chavanel Sylvain,118,Bonjour,",, 0:13",,,17,2001
27,,167,117,+ 80:39:18,,,Renier Franck,119,Bonjour,",, 0:13",,,17,2001
28,,111,34,+ 78:59:24,,,Etxebarria David,120,Euskaltel - Euskadi,",, 0:13",,,17,2001
28,,199,66,+ 79:43:40,,,Wadecki Piotr,121,Domo - Farm Frites,",, 0:13",,,17,2001
30,,134,120,+ 80:42:16,,,Garcia Marcelino,122,CSC ProTeam - Tiscali,",, 0:13",,,17,2001
