BIB,GC,GC-Time,Prev,Rnk,Team,Time,\u25bc\u25b2,stage,year
,,+ -10:00,,1,RadioShack,31:25 31:25,,0,2010
,,+ -10:00,,2,Team HTC - Columbia,0:01 0:01,,0,2010
,,+ -10:00,,3,Team Garmin - Transitions,0:02 0:02,,0,2010
,,+ -10:00,,4,Sky Procycling,0:16 0:16,,0,2010
,,+ -10:00,,5,Astana,0:20 0:20,,0,2010
,,+ -10:00,,6,Saxo Bank,0:22 0:22,,0,2010
,,+ -10:00,,7,Caisse d'Epargne,0:28 0:28,,0,2010
,,+ -10:00,,8,BMC Racing Team,0:30 0:30,,0,2010
,,+ -10:00,,9,Liquigas - Doimo,0:36 0:36,,0,2010
,,+ -10:00,,10,Milram,",, 0:36",,0,2010
,,+ -10:00,,11,Lampre - Farnese Vini,0:57 0:57,,0,2010
,,+ -10:00,,12,Rabobank ProTeam,0:58 0:58,,0,2010
,,+ -10:00,,13,Cervelo Test Team,1:02 1:02,,0,2010
,,+ -10:00,,14,Francaise des Jeux,",, 1:02",,0,2010
,,+ -10:00,,15,Cofidis Le Credit en Ligne,1:03 1:03,,0,2010
,,+ -10:00,,16,Quickstep - Innergetic,1:05 1:05,,0,2010
,,+ -10:00,,17,Team Katusha,",, 1:05",,0,2010
,,+ -10:00,,18,AG2R La Mondiale,1:10 1:10,,0,2010
,,+ -10:00,,19,Omega Pharma-Lotto,1:23 1:23,,0,2010
,,+ -10:00,,20,Euskaltel - Euskadi,1:35 1:35,,0,2010
,,+ -10:00,,21,Bbox Bouygues Telecom,1:43 1:43,,0,2010
,,+ -10:00,,22,Footon-Servetto,1:57 1:57,,0,2010
,,+ -5:19:38,1.0,1,RadioShack,16:00:19 16:00:19,-,1,2010
,,+ -5:19:38,2.0,2,Team HTC - Columbia,0:01 0:01,-,1,2010
,,+ -5:19:38,3.0,3,Team Garmin - Transitions,0:02 0:02,-,1,2010
,,+ -5:19:38,4.0,4,Sky Procycling,0:16 0:16,-,1,2010
,,+ -5:19:38,5.0,5,Astana,0:20 0:20,-,1,2010
,,+ -5:19:38,6.0,6,Saxo Bank,0:22 0:22,-,1,2010
,,+ -5:19:38,7.0,7,Caisse d'Epargne,0:28 0:28,-,1,2010
,,+ -5:19:38,8.0,8,BMC Racing Team,0:30 0:30,-,1,2010
,,+ -5:19:38,10.0,9,Milram,0:36 0:36,\u25b21,1,2010
,,+ -5:19:38,9.0,10,Liquigas - Doimo,",, 0:36",\u25bc1,1,2010
,,+ -5:19:38,11.0,11,Lampre - Farnese Vini,0:57 0:57,-,1,2010
,,+ -5:19:38,12.0,12,Rabobank ProTeam,0:58 0:58,-,1,2010
,,+ -5:19:38,,13,Cervelo Test Team,1:02 1:02,-,1,2010
,,+ -5:19:38,14.0,14,Francaise des Jeux,",, 1:02",-,1,2010
,,+ -5:19:38,15.0,15,Cofidis Le Credit en Ligne,1:03 1:03,-,1,2010
,,+ -5:19:38,16.0,16,Quickstep - Innergetic,1:05 1:05,-,1,2010
,,+ -5:19:38,17.0,17,Team Katusha,",, 1:05",-,1,2010
,,+ -5:19:38,18.0,18,AG2R La Mondiale,1:10 1:10,-,1,2010
,,+ -5:19:38,19.0,19,Omega Pharma-Lotto,1:23 1:23,-,1,2010
,,+ -5:19:38,20.0,20,Euskaltel - Euskadi,1:35 1:35,-,1,2010
,,+ -5:19:38,21.0,21,Bbox Bouygues Telecom,1:43 1:43,-,1,2010
,,+ -5:19:38,22.0,22,Footon-Servetto,1:57 1:57,-,1,2010
,,+ - 10:01:25,16.0,1,Quickstep - Innergetic,30:11:40 30:11:40,\u25b215,2,2010
,,+ - 10:01:25,1.0,2,RadioShack,2:51 2:51,\u25bc1,2,2010
,,+ - 10:01:25,2.0,3,Team HTC - Columbia,2:52 2:52,\u25bc1,2,2010
,,+ - 10:01:25,3.0,4,Team Garmin - Transitions,2:53 2:53,\u25bc1,2,2010
,,+ - 10:01:25,4.0,5,Sky Procycling,3:07 3:07,\u25bc1,2,2010
,,+ - 10:01:25,5.0,6,Astana,3:11 3:11,\u25bc1,2,2010
,,+ - 10:01:25,6.0,7,Saxo Bank,3:13 3:13,\u25bc1,2,2010
,,+ - 10:01:25,7.0,8,Caisse d'Epargne,3:19 3:19,\u25bc1,2,2010
,,+ - 10:01:25,8.0,9,BMC Racing Team,3:21 3:21,\u25bc1,2,2010
,,+ - 10:01:25,9.0,10,Milram,3:27 3:27,\u25bc1,2,2010
,,+ - 10:01:25,10.0,11,Liquigas - Doimo,",, 3:27",\u25bc1,2,2010
,,+ - 10:01:25,12.0,12,Rabobank ProTeam,3:49 3:49,-,2,2010
,,+ - 10:01:25,13.0,13,Cervelo Test Team,3:53 3:53,-,2,2010
,,+ - 10:01:25,14.0,14,Francaise des Jeux,",, 3:53",-,2,2010
,,+ - 10:01:25,15.0,15,Cofidis Le Credit en Ligne,3:54 3:54,-,2,2010
,,+ - 10:01:25,17.0,16,Team Katusha,3:56 3:56,\u25b21,2,2010
,,+ - 10:01:25,18.0,17,AG2R La Mondiale,4:01 4:01,\u25b21,2,2010
,,+ - 10:01:25,19.0,18,Omega Pharma-Lotto,4:14 4:14,\u25b21,2,2010
,,+ - 10:01:25,20.0,19,Euskaltel - Euskadi,4:26 4:26,\u25b21,2,2010
,,+ - 10:01:25,21.0,20,Bbox Bouygues Telecom,4:34 4:34,\u25b21,2,2010
,,+ - 10:01:25,22.0,21,Footon-Servetto,4:48 4:48,\u25b21,2,2010
,,+ - 10:01:25,11.0,22,Lampre - Farnese Vini,8:43 8:43,\u25bc11,2,2010
,,+ - 14:54:00,7.0,1,Saxo Bank,44:45:55 44:45:55,\u25b26,3,2010
,,+ - 14:54:00,4.0,2,Team Garmin - Transitions,0:11 0:11,\u25b22,3,2010
,,+ - 14:54:00,5.0,3,Sky Procycling,0:25 0:25,\u25b22,3,2010
,,+ - 14:54:00,6.0,4,Astana,2:21 2:21,\u25b22,3,2010
,,+ - 14:54:00,9.0,5,BMC Racing Team,2:50 2:50,\u25b24,3,2010
,,+ - 14:54:00,13.0,6,Cervelo Test Team,3:22 3:22,\u25b27,3,2010
,,+ - 14:54:00,12.0,7,Rabobank ProTeam,3:37 3:37,\u25b25,3,2010
,,+ - 14:54:00,18.0,8,Omega Pharma-Lotto,3:40 3:40,\u25b210,3,2010
,,+ - 14:54:00,17.0,9,AG2R La Mondiale,3:49 3:49,\u25b28,3,2010
,,+ - 14:54:00,8.0,10,Caisse d'Epargne,3:55 3:55,\u25bc2,3,2010
,,+ - 14:54:00,2.0,11,RadioShack,4:28 4:28,\u25bc9,3,2010
,,+ - 14:54:00,3.0,12,Team HTC - Columbia,4:29 4:29,\u25bc9,3,2010
,,+ - 14:54:00,11.0,13,Liquigas - Doimo,4:42 4:42,\u25bc2,3,2010
,,+ - 14:54:00,16.0,14,Team Katusha,5:11 5:11,\u25b22,3,2010
,,+ - 14:54:00,14.0,15,Francaise des Jeux,5:30 5:30,\u25bc1,3,2010
,,+ - 14:54:00,15.0,16,Cofidis Le Credit en Ligne,5:31 5:31,\u25bc1,3,2010
,,+ - 14:54:00,19.0,17,Euskaltel - Euskadi,6:03 6:03,\u25b22,3,2010
,,+ - 14:54:00,20.0,18,Bbox Bouygues Telecom,6:11 6:11,\u25b22,3,2010
,,+ - 14:54:00,1.0,19,Quickstep - Innergetic,6:33 6:33,\u25bc18,3,2010
,,+ - 14:54:00,10.0,20,Milram,6:37 6:37,\u25bc10,3,2010
,,+ - 14:54:00,21.0,21,Footon-Servetto,10:06 10:06,-,3,2010
,,+ - 14:54:00,22.0,22,Lampre - Farnese Vini,10:08 10:08,-,3,2010
,,+ - 18:28:55,1.0,1,Saxo Bank,55:30:40 55:30:40,-,4,2010
,,+ - 18:28:55,2.0,2,Team Garmin - Transitions,0:11 0:11,-,4,2010
,,+ - 18:28:55,3.0,3,Sky Procycling,0:25 0:25,-,4,2010
,,+ - 18:28:55,4.0,4,Astana,2:21 2:21,-,4,2010
,,+ - 18:28:55,5.0,5,BMC Racing Team,2:50 2:50,-,4,2010
,,+ - 18:28:55,6.0,6,Cervelo Test Team,3:22 3:22,-,4,2010
,,+ - 18:28:55,7.0,7,Rabobank ProTeam,3:37 3:37,-,4,2010
,,+ - 18:28:55,8.0,8,Omega Pharma-Lotto,3:40 3:40,-,4,2010
,,+ - 18:28:55,9.0,9,AG2R La Mondiale,3:49 3:49,-,4,2010
,,+ - 18:28:55,10.0,10,Caisse d'Epargne,3:55 3:55,-,4,2010
,,+ - 18:28:55,11.0,11,RadioShack,4:28 4:28,-,4,2010
,,+ - 18:28:55,12.0,12,Team HTC - Columbia,4:29 4:29,-,4,2010
,,+ - 18:28:55,13.0,13,Liquigas - Doimo,4:42 4:42,-,4,2010
,,+ - 18:28:55,14.0,14,Team Katusha,5:11 5:11,-,4,2010
,,+ - 18:28:55,15.0,15,Francaise des Jeux,5:30 5:30,-,4,2010
,,+ - 18:28:55,16.0,16,Cofidis Le Credit en Ligne,5:31 5:31,-,4,2010
,,+ - 18:28:55,17.0,17,Euskaltel - Euskadi,6:03 6:03,-,4,2010
,,+ - 18:28:55,18.0,18,Bbox Bouygues Telecom,6:11 6:11,-,4,2010
,,+ - 18:28:55,19.0,19,Quickstep - Innergetic,6:33 6:33,-,4,2010
,,+ - 18:28:55,20.0,20,Milram,6:37 6:37,-,4,2010
,,+ - 18:28:55,21.0,21,Footon-Servetto,10:06 10:06,-,4,2010
,,+ - 18:28:55,22.0,22,Lampre - Farnese Vini,10:08 10:08,-,4,2010
,,+ - 22:59:45,1.0,1,Saxo Bank,69:03:10 69:03:10,-,5,2010
,,+ - 22:59:45,2.0,2,Team Garmin - Transitions,0:11 0:11,-,5,2010
,,+ - 22:59:45,3.0,3,Sky Procycling,0:25 0:25,-,5,2010
,,+ - 22:59:45,4.0,4,Astana,2:21 2:21,-,5,2010
,,+ - 22:59:45,5.0,5,BMC Racing Team,2:50 2:50,-,5,2010
,,+ - 22:59:45,6.0,6,Cervelo Test Team,3:22 3:22,-,5,2010
,,+ - 22:59:45,7.0,7,Rabobank ProTeam,3:37 3:37,-,5,2010
,,+ - 22:59:45,8.0,8,Omega Pharma-Lotto,3:40 3:40,-,5,2010
,,+ - 22:59:45,9.0,9,AG2R La Mondiale,3:49 3:49,-,5,2010
,,+ - 22:59:45,10.0,10,Caisse d'Epargne,3:55 3:55,-,5,2010
,,+ - 22:59:45,11.0,11,RadioShack,4:28 4:28,-,5,2010
,,+ - 22:59:45,12.0,12,Team HTC - Columbia,4:29 4:29,-,5,2010
,,+ - 22:59:45,13.0,13,Liquigas - Doimo,4:42 4:42,-,5,2010
,,+ - 22:59:45,14.0,14,Team Katusha,5:11 5:11,-,5,2010
,,+ - 22:59:45,15.0,15,Francaise des Jeux,5:30 5:30,-,5,2010
,,+ - 22:59:45,16.0,16,Cofidis Le Credit en Ligne,5:31 5:31,-,5,2010
,,+ - 22:59:45,17.0,17,Euskaltel - Euskadi,6:03 6:03,-,5,2010
,,+ - 22:59:45,18.0,18,Bbox Bouygues Telecom,6:11 6:11,-,5,2010
,,+ - 22:59:45,19.0,19,Quickstep - Innergetic,6:33 6:33,-,5,2010
,,+ - 22:59:45,20.0,20,Milram,6:37 6:37,-,5,2010
,,+ - 22:59:45,21.0,21,Footon-Servetto,10:06 10:06,-,5,2010
,,+ - 22:59:45,22.0,22,Lampre - Farnese Vini,10:08 10:08,-,5,2010
,,+ - 28:37:30,1.0,1,Saxo Bank,85:56:25 85:56:25,-,6,2010
,,+ - 28:37:30,2.0,2,Team Garmin - Transitions,0:05 0:05,-,6,2010
,,+ - 28:37:30,3.0,3,Sky Procycling,0:19 0:19,-,6,2010
,,+ - 28:37:30,4.0,4,Astana,2:21 2:21,-,6,2010
,,+ - 28:37:30,5.0,5,BMC Racing Team,2:50 2:50,-,6,2010
,,+ - 28:37:30,6.0,6,Cervelo Test Team,3:16 3:16,-,6,2010
,,+ - 28:37:30,7.0,7,Rabobank ProTeam,3:37 3:37,-,6,2010
,,+ - 28:37:30,8.0,8,Omega Pharma-Lotto,3:40 3:40,-,6,2010
,,+ - 28:37:30,9.0,9,AG2R La Mondiale,3:46 3:46,-,6,2010
,,+ - 28:37:30,10.0,10,Caisse d'Epargne,3:52 3:52,-,6,2010
,,+ - 28:37:30,12.0,11,Team HTC - Columbia,4:23 4:23,\u25b21,6,2010
,,+ - 28:37:30,11.0,12,RadioShack,4:28 4:28,\u25bc1,6,2010
,,+ - 28:37:30,13.0,13,Liquigas - Doimo,4:42 4:42,-,6,2010
,,+ - 28:37:30,14.0,14,Team Katusha,5:08 5:08,-,6,2010
,,+ - 28:37:30,15.0,15,Francaise des Jeux,5:30 5:30,-,6,2010
,,+ - 28:37:30,16.0,16,Cofidis Le Credit en Ligne,5:31 5:31,-,6,2010
