Rnk,Prev,\u25bc\u25b2,BIB,Rider,Age,Team,Pnt,year,stage
6,3.0,\u25bc3,67,Stuyven Jasper,24,Trek - Segafredo,5.0,2016,7
7,,-,22,Nibali Vincenzo,31,Astana Pro Team,5.0,2016,7
8,4.0,\u25bc4,24,Grivko Andrei,32,Astana Pro Team,5.0,2016,7
9,5.0,\u25bc4,133,B\xe1rta Jan,31,Bora - Argon 18,4.0,2016,7
10,6.0,\u25bc4,152,Arashiro Yukiya,31,Lampre - Merida,3.0,2016,7
11,7.0,\u25bc4,139,Voss Paul,30,Bora - Argon 18,2.0,2016,7
12,8.0,\u25bc4,37,Majka Rafa\u0142,26,Tinkoff,2.0,2016,7
13,10.0,\u25bc3,63,Irizar Markel,36,Trek - Segafredo,1.0,2016,7
14,9.0,\u25bc5,215,Fonseca Armindo,27,Fortuneo - Vital Concept,1.0,2016,7
15,11.0,\u25bc4,212,Breen Vegard,26,Fortuneo - Vital Concept,1.0,2016,7
16,12.0,\u25bc4,36,Kreuziger Roman,30,Tinkoff,1.0,2016,7
17,,-,16,Izagirre Gorka,28,Movistar Team,1.0,2016,7
1,12.0,\u25b211,37,Majka Rafa\u0142,26,Tinkoff,31.0,2016,8
2,,-,121,Pinot Thibaut,26,FDJ,30.0,2016,8
3,,-,1,Froome Christopher,31,Team Sky,22.0,2016,8
4,,-,185,Martin Tony,31,Etixx - Quick Step,18.0,2016,8
5,,-,2,Henao Sergio Luis,28,Team Sky,16.0,2016,8
6,,-,177,Sicard Romain,28,Direct Energie,14.0,2016,8
7,1.0,\u25bc6,163,De Gendt Thomas,29,Lotto Soudal,13.0,2016,8
8,2.0,\u25bc6,98,Van Avermaet Greg,31,BMC Racing Team,13.0,2016,8
9,,-,4,Landa Mikel,26,Team Sky,13.0,2016,8
10,,-,6,Poels Wout,28,Team Sky,12.0,2016,8
11,3.0,\u25bc8,104,Cummings Stephen,35,Team Dimension Data,10.0,2016,8
12,,-,12,Valverde Alejandro,36,Movistar Team,10.0,2016,8
13,,-,11,Quintana Nairo,26,Movistar Team,9.0,2016,8
14,,-,5,Nieve Mikel,32,Team Sky,8.0,2016,8
15,4.0,\u25bc11,191,Navarro Daniel,32,"Cofidis, Solutions Cr\xe9dits",8.0,2016,8
16,5.0,\u25bc11,205,Impey Daryl,31,ORICA-BikeExchange,6.0,2016,8
17,6.0,\u25bc11,67,Stuyven Jasper,24,Trek - Segafredo,5.0,2016,8
18,7.0,\u25bc11,22,Nibali Vincenzo,31,Astana Pro Team,5.0,2016,8
19,8.0,\u25bc11,24,Grivko Andrei,32,Astana Pro Team,5.0,2016,8
20,9.0,\u25bc11,133,B\xe1rta Jan,31,Bora - Argon 18,4.0,2016,8
21,,-,91,Porte Richie,31,BMC Racing Team,4.0,2016,8
22,10.0,\u25bc12,152,Arashiro Yukiya,31,Lampre - Merida,3.0,2016,8
23,11.0,\u25bc12,139,Voss Paul,30,Bora - Argon 18,2.0,2016,8
24,,-,184,Martin Daniel,29,Etixx - Quick Step,2.0,2016,8
25,,-,9,Thomas Geraint,30,Team Sky,2.0,2016,8
26,13.0,\u25bc13,63,Irizar Markel,36,Trek - Segafredo,1.0,2016,8
27,14.0,\u25bc13,215,Fonseca Armindo,27,Fortuneo - Vital Concept,1.0,2016,8
28,15.0,\u25bc13,212,Breen Vegard,26,Fortuneo - Vital Concept,1.0,2016,8
29,,-,99,van Garderen Tejay,27,BMC Racing Team,1.0,2016,8
30,16.0,\u25bc14,36,Kreuziger Roman,30,Tinkoff,1.0,2016,8
31,17.0,\u25bc14,16,Izagirre Gorka,28,Movistar Team,1.0,2016,8
1,2.0,\u25b21,121,Pinot Thibaut,26,FDJ,80.0,2016,9
2,1.0,\u25bc1,37,Majka Rafa\u0142,26,Tinkoff,77.0,2016,9
3,,-,114,Dumoulin Tom,25,Team Giant - Alpecin,50.0,2016,9
4,,-,151,Costa Rui,29,Lampre - Merida,40.0,2016,9
5,7.0,\u25b22,163,De Gendt Thomas,29,Lotto Soudal,36.0,2016,9
6,15.0,\u25b29,191,Navarro Daniel,32,"Cofidis, Solutions Cr\xe9dits",36.0,2016,9
7,,-,27,Rosa Diego,27,Astana Pro Team,27.0,2016,9
8,,-,13,Anacona Winner,27,Movistar Team,26.0,2016,9
9,,-,52,Bennett George,26,Team LottoNL-Jumbo,23.0,2016,9
10,3.0,\u25bc7,1,Froome Christopher,31,Team Sky,22.0,2016,9
11,4.0,\u25bc7,185,Martin Tony,31,Etixx - Quick Step,18.0,2016,9
12,5.0,\u25bc7,2,Henao Sergio Luis,28,Team Sky,16.0,2016,9
13,6.0,\u25bc7,177,Sicard Romain,28,Direct Energie,14.0,2016,9
14,8.0,\u25bc6,98,Van Avermaet Greg,31,BMC Racing Team,13.0,2016,9
15,9.0,\u25bc6,4,Landa Mikel,26,Team Sky,13.0,2016,9
16,10.0,\u25bc6,6,Poels Wout,28,Team Sky,12.0,2016,9
17,,-,71,Frank Mathias,29,IAM Cycling,12.0,2016,9
18,11.0,\u25bc7,104,Cummings Stephen,35,Team Dimension Data,10.0,2016,9
19,12.0,\u25bc7,12,Valverde Alejandro,36,Movistar Team,10.0,2016,9
20,13.0,\u25bc7,11,Quintana Nairo,26,Movistar Team,9.0,2016,9
21,14.0,\u25bc7,5,Nieve Mikel,32,Team Sky,8.0,2016,9
22,,-,72,Clement Stef,33,IAM Cycling,6.0,2016,9
23,16.0,\u25bc7,205,Impey Daryl,31,ORICA-BikeExchange,6.0,2016,9
24,17.0,\u25bc7,67,Stuyven Jasper,24,Trek - Segafredo,5.0,2016,9
25,18.0,\u25bc7,22,Nibali Vincenzo,31,Astana Pro Team,5.0,2016,9
26,19.0,\u25bc7,24,Grivko Andrei,32,Astana Pro Team,5.0,2016,9
27,20.0,\u25bc7,133,B\xe1rta Jan,31,Bora - Argon 18,4.0,2016,9
28,,-,209,Yates Adam,23,ORICA-BikeExchange,4.0,2016,9
29,21.0,\u25bc8,91,Porte Richie,31,BMC Racing Team,4.0,2016,9
30,22.0,\u25bc8,152,Arashiro Yukiya,31,Lampre - Merida,3.0,2016,9
31,23.0,\u25bc8,139,Voss Paul,30,Bora - Argon 18,2.0,2016,9
32,24.0,\u25bc8,184,Martin Daniel,29,Etixx - Quick Step,2.0,2016,9
33,25.0,\u25bc8,9,Thomas Geraint,30,Team Sky,2.0,2016,9
34,,-,15,Herrada Jes\xfas,25,Movistar Team,2.0,2016,9
35,26.0,\u25bc9,63,Irizar Markel,36,Trek - Segafredo,1.0,2016,9
36,27.0,\u25bc9,215,Fonseca Armindo,27,Fortuneo - Vital Concept,1.0,2016,9
37,28.0,\u25bc9,212,Breen Vegard,26,Fortuneo - Vital Concept,1.0,2016,9
38,29.0,\u25bc9,99,van Garderen Tejay,27,BMC Racing Team,1.0,2016,9
39,30.0,\u25bc9,36,Kreuziger Roman,30,Tinkoff,1.0,2016,9
40,,-,49,Vuillermoz Alexis,28,AG2R La Mondiale,1.0,2016,9
41,31.0,\u25bc10,16,Izagirre Gorka,28,Movistar Team,1.0,2016,9
1,1.0,-,121,Pinot Thibaut,26,FDJ,80.0,2016,10
2,2.0,-,37,Majka Rafa\u0142,26,Tinkoff,77.0,2016,10
3,3.0,-,114,Dumoulin Tom,25,Team Giant - Alpecin,58.0,2016,10
4,4.0,-,151,Costa Rui,29,Lampre - Merida,50.0,2016,10
5,5.0,-,163,De Gendt Thomas,29,Lotto Soudal,36.0,2016,10
6,6.0,-,191,Navarro Daniel,32,"Cofidis, Solutions Cr\xe9dits",36.0,2016,10
7,7.0,-,27,Rosa Diego,27,Astana Pro Team,27.0,2016,10
8,8.0,-,13,Anacona Winner,27,Movistar Team,26.0,2016,10
9,9.0,-,52,Bennett George,26,Team LottoNL-Jumbo,23.0,2016,10
10,10.0,-,1,Froome Christopher,31,Team Sky,22.0,2016,10
11,11.0,-,185,Martin Tony,31,Etixx - Quick Step,18.0,2016,10
12,12.0,-,2,Henao Sergio Luis,28,Team Sky,16.0,2016,10
13,13.0,-,177,Sicard Romain,28,Direct Energie,14.0,2016,10
14,14.0,-,98,Van Avermaet Greg,31,BMC Racing Team,13.0,2016,10
15,15.0,-,4,Landa Mikel,26,Team Sky,13.0,2016,10
16,16.0,-,6,Poels Wout,28,Team Sky,12.0,2016,10
17,17.0,-,71,Frank Mathias,29,IAM Cycling,12.0,2016,10
18,18.0,-,104,Cummings Stephen,35,Team Dimension Data,11.0,2016,10
19,25.0,\u25b26,22,Nibali Vincenzo,31,Astana Pro Team,11.0,2016,10
20,19.0,\u25bc1,12,Valverde Alejandro,36,Movistar Team,10.0,2016,10
21,20.0,\u25bc1,11,Quintana Nairo,26,Movistar Team,9.0,2016,10
22,21.0,\u25bc1,5,Nieve Mikel,32,Team Sky,8.0,2016,10
23,23.0,-,205,Impey Daryl,31,ORICA-BikeExchange,6.0,2016,10
24,22.0,\u25bc2,72,Clement Stef,33,IAM Cycling,6.0,2016,10
25,24.0,\u25bc1,67,Stuyven Jasper,24,Trek - Segafredo,5.0,2016,10
26,26.0,-,24,Grivko Andrei,32,Astana Pro Team,5.0,2016,10
27,27.0,-,133,B\xe1rta Jan,31,Bora - Argon 18,4.0,2016,10
28,28.0,-,209,Yates Adam,23,ORICA-BikeExchange,4.0,2016,10
29,29.0,-,91,Porte Richie,31,BMC Racing Team,4.0,2016,10
30,,-,156,Grmay Tsgabu,24,Lampre - Merida,4.0,2016,10
31,30.0,\u25bc1,152,Arashiro Yukiya,31,Lampre - Merida,3.0,2016,10
32,,-,32,Sagan Peter,26,Tinkoff,2.0,2016,10
33,31.0,\u25bc2,139,Voss Paul,30,Bora - Argon 18,2.0,2016,10
34,32.0,\u25bc2,184,Martin Daniel,29,Etixx - Quick Step,2.0,2016,10
35,33.0,\u25bc2,9,Thomas Geraint,30,Team Sky,2.0,2016,10
36,,-,17,Izagirre Ion,27,Movistar Team,2.0,2016,10
37,34.0,\u25bc3,15,Herrada Jes\xfas,25,Movistar Team,2.0,2016,10
38,35.0,\u25bc3,63,Irizar Markel,36,Trek - Segafredo,1.0,2016,10
39,36.0,\u25bc3,215,Fonseca Armindo,27,Fortuneo - Vital Concept,1.0,2016,10
40,37.0,\u25bc3,212,Breen Vegard,26,Fortuneo - Vital Concept,1.0,2016,10
41,38.0,\u25bc3,99,van Garderen Tejay,27,BMC Racing Team,1.0,2016,10
42,39.0,\u25bc3,36,Kreuziger Roman,30,Tinkoff,1.0,2016,10
43,40.0,\u25bc3,49,Vuillermoz Alexis,28,AG2R La Mondiale,1.0,2016,10
44,41.0,\u25bc3,16,Izagirre Gorka,28,Movistar Team,1.0,2016,10
45,,-,203,Durbridge Luke,25,ORICA-BikeExchange,1.0,2016,10
46,,-,207,Matthews Michael,25,ORICA-BikeExchange,1.0,2016,10
1,1.0,-,121,Pinot Thibaut,26,FDJ,80.0,2016,11
2,2.0,-,37,Majka Rafa\u0142,26,Tinkoff,77.0,2016,11
3,3.0,-,114,Dumoulin Tom,25,Team Giant - Alpecin,58.0,2016,11
4,4.0,-,151,Costa Rui,29,Lampre - Merida,50.0,2016,11
5,5.0,-,163,De Gendt Thomas,29,Lotto Soudal,36.0,2016,11
6,6.0,-,191,Navarro Daniel,32,"Cofidis, Solutions Cr\xe9dits",36.0,2016,11
7,7.0,-,27,Rosa Diego,27,Astana Pro Team,27.0,2016,11
8,8.0,-,13,Anacona Winner,27,Movistar Team,26.0,2016,11
9,9.0,-,52,Bennett George,26,Team LottoNL-Jumbo,23.0,2016,11
10,10.0,-,1,Froome Christopher,31,Team Sky,22.0,2016,11
11,11.0,-,185,Martin Tony,31,Etixx - Quick Step,18.0,2016,11
12,12.0,-,2,Henao Sergio Luis,28,Team Sky,16.0,2016,11
13,13.0,-,177,Sicard Romain,28,Direct Energie,14.0,2016,11
14,14.0,-,98,Van Avermaet Greg,31,BMC Racing Team,13.0,2016,11
15,15.0,-,4,Landa Mikel,26,Team Sky,13.0,2016,11
16,16.0,-,6,Poels Wout,28,Team Sky,12.0,2016,11
17,17.0,-,71,Frank Mathias,29,IAM Cycling,12.0,2016,11
18,18.0,-,104,Cummings Stephen,35,Team Dimension Data,11.0,2016,11
19,19.0,-,22,Nibali Vincenzo,31,Astana Pro Team,11.0,2016,11
20,20.0,-,12,Valverde Alejandro,36,Movistar Team,10.0,2016,11
21,21.0,-,11,Quintana Nairo,26,Movistar Team,9.0,2016,11
22,22.0,-,5,Nieve Mikel,32,Team Sky,8.0,2016,11
23,23.0,-,205,Impey Daryl,31,ORICA-BikeExchange,6.0,2016,11
24,24.0,-,72,Clement Stef,33,IAM Cycling,6.0,2016,11
25,25.0,-,67,Stuyven Jasper,24,Trek - Segafredo,5.0,2016,11
26,26.0,-,24,Grivko Andrei,32,Astana Pro Team,5.0,2016,11
27,27.0,-,133,B\xe1rta Jan,31,Bora - Argon 18,4.0,2016,11
28,28.0,-,209,Yates Adam,23,ORICA-BikeExchange,4.0,2016,11
29,29.0,-,91,Porte Richie,31,BMC Racing Team,4.0,2016,11
30,30.0,-,156,Grmay Tsgabu,24,Lampre - Merida,4.0,2016,11
31,31.0,-,152,Arashiro Yukiya,31,Lampre - Merida,3.0,2016,11
32,32.0,-,32,Sagan Peter,26,Tinkoff,2.0,2016,11
33,,-,129,Vichot Arthur,27,FDJ,2.0,2016,11
34,33.0,\u25bc1,139,Voss Paul,30,Bora - Argon 18,2.0,2016,11
35,34.0,\u25bc1,184,Martin Daniel,29,Etixx - Quick Step,2.0,2016,11
36,35.0,\u25bc1,9,Thomas Geraint,30,Team Sky,2.0,2016,11
37,36.0,\u25bc1,17,Izagirre Ion,27,Movistar Team,2.0,2016,11
38,37.0,\u25bc1,15,Herrada Jes\xfas,25,Movistar Team,2.0,2016,11
39,38.0,\u25bc1,63,Irizar Markel,36,Trek - Segafredo,1.0,2016,11
40,39.0,\u25bc1,215,Fonseca Armindo,27,Fortuneo - Vital Concept,1.0,2016,11
41,40.0,\u25bc1,212,Breen Vegard,26,Fortuneo - Vital Concept,1.0,2016,11
42,41.0,\u25bc1,99,van Garderen Tejay,27,BMC Racing Team,1.0,2016,11
43,42.0,\u25bc1,36,Kreuziger Roman,30,Tinkoff,1.0,2016,11
44,43.0,\u25bc1,49,Vuillermoz Alexis,28,AG2R La Mondiale,1.0,2016,11
45,44.0,\u25bc1,16,Izagirre Gorka,28,Movistar Team,1.0,2016,11
46,46.0,-,207,Matthews Michael,25,ORICA-BikeExchange,1.0,2016,11
1,5.0,\u25b24,163,De Gendt Thomas,29,Lotto Soudal,89.0,2016,12
2,1.0,\u25bc1,121,Pinot Thibaut,26,FDJ,80.0,2016,12
3,2.0,\u25bc1,37,Majka Rafa\u0142,26,Tinkoff,77.0,2016,12
4,6.0,\u25b22,191,Navarro Daniel,32,"Cofidis, Solutions Cr\xe9dits",68.0,2016,12
5,3.0,\u25bc2,114,Dumoulin Tom,25,Team Giant - Alpecin,58.0,2016,12
6,4.0,\u25bc2,151,Costa Rui,29,Lampre - Merida,50.0,2016,12
7,,-,107,Pauwels Serge,32,Team Dimension Data,40.0,2016,12
8,24.0,\u25b216,72,Clement Stef,33,IAM Cycling,35.0,2016,12
9,7.0,\u25bc2,27,Rosa Diego,27,Astana Pro Team,27.0,2016,12
10,8.0,\u25bc2,13,Anacona Winner,27,Movistar Team,26.0,2016,12
11,,-,172,Chavanel Sylvain,37,Direct Energie,24.0,2016,12
12,9.0,\u25bc3,52,Bennett George,26,Team LottoNL-Jumbo,23.0,2016,12
13,10.0,\u25bc3,1,Froome Christopher,31,Team Sky,22.0,2016,12
14,,-,54,Lindeman Bert-Jan,27,Team LottoNL-Jumbo,20.0,2016,12
15,11.0,\u25bc4,185,Martin Tony,31,Etixx - Quick Step,18.0,2016,12
16,12.0,\u25bc4,2,Henao Sergio Luis,28,Team Sky,16.0,2016,12
17,,-,109,Teklehaimanot Daniel,27,Team Dimension Data,16.0,2016,12
18,13.0,\u25bc5,177,Sicard Romain,28,Direct Energie,14.0,2016,12
19,14.0,\u25bc5,98,Van Avermaet Greg,31,BMC Racing Team,13.0,2016,12
20,15.0,\u25bc5,4,Landa Mikel,26,Team Sky,13.0,2016,12
21,16.0,\u25bc5,6,Poels Wout,28,Team Sky,12.0,2016,12
22,17.0,\u25bc5,71,Frank Mathias,29,IAM Cycling,12.0,2016,12
23,,-,57,Vanmarcke Sep,27,Team LottoNL-Jumbo,12.0,2016,12
24,18.0,\u25bc6,104,Cummings Stephen,35,Team Dimension Data,11.0,2016,12
25,19.0,\u25bc6,22,Nibali Vincenzo,31,Astana Pro Team,11.0,2016,12
26,20.0,\u25bc6,12,Valverde Alejandro,36,Movistar Team,10.0,2016,12
27,21.0,\u25bc6,11,Quintana Nairo,26,Movistar Team,9.0,2016,12
28,22.0,\u25bc6,5,Nieve Mikel,32,Team Sky,8.0,2016,12
29,,-,218,S\xf8rensen Chris Anker,31,Fortuneo - Vital Concept,8.0,2016,12
30,23.0,\u25bc7,205,Impey Daryl,31,ORICA-BikeExchange,6.0,2016,12
31,25.0,\u25bc6,67,Stuyven Jasper,24,Trek - Segafredo,5.0,2016,12
32,26.0,\u25bc6,24,Grivko Andrei,32,Astana Pro Team,5.0,2016,12
33,27.0,\u25bc6,133,B\xe1rta Jan,31,Bora - Argon 18,4.0,2016,12
34,28.0,\u25bc6,209,Yates Adam,23,ORICA-BikeExchange,4.0,2016,12
35,,-,61,Mollema Bauke,29,Trek - Segafredo,4.0,2016,12
36,29.0,\u25bc7,91,Porte Richie,31,BMC Racing Team,4.0,2016,12
37,30.0,\u25bc7,156,Grmay Tsgabu,24,Lampre - Merida,4.0,2016,12
38,31.0,\u25bc7,152,Arashiro Yukiya,31,Lampre - Merida,3.0,2016,12
39,32.0,\u25bc7,32,Sagan Peter,26,Tinkoff,2.0,2016,12
40,33.0,\u25bc7,129,Vichot Arthur,27,FDJ,2.0,2016,12
41,34.0,\u25bc7,139,Voss Paul,30,Bora - Argon 18,2.0,2016,12
42,35.0,\u25bc7,184,Martin Daniel,29,Etixx - Quick Step,2.0,2016,12
43,36.0,\u25bc7,9,Thomas Geraint,30,Team Sky,2.0,2016,12
44,38.0,\u25bc6,15,Herrada Jes\xfas,25,Movistar Team,2.0,2016,12
45,37.0,\u25bc8,17,Izagirre Ion,27,Movistar Team,2.0,2016,12
46,39.0,\u25bc7,63,Irizar Markel,36,Trek - Segafredo,1.0,2016,12
47,40.0,\u25bc7,215,Fonseca Armindo,27,Fortuneo - Vital Concept,1.0,2016,12
48,41.0,\u25bc7,212,Breen Vegard,26,Fortuneo - Vital Concept,1.0,2016,12
49,42.0,\u25bc7,99,van Garderen Tejay,27,BMC Racing Team,1.0,2016,12
50,43.0,\u25bc7,36,Kreuziger Roman,30,Tinkoff,1.0,2016,12
51,44.0,\u25bc7,49,Vuillermoz Alexis,28,AG2R La Mondiale,1.0,2016,12
52,45.0,\u25bc7,16,Izagirre Gorka,28,Movistar Team,1.0,2016,12
53,46.0,\u25bc7,207,Matthews Michael,25,ORICA-BikeExchange,1.0,2016,12
1,1.0,-,163,De Gendt Thomas,29,Lotto Soudal,89.0,2016,13
2,3.0,\u25b21,37,Majka Rafa\u0142,26,Tinkoff,77.0,2016,13
3,4.0,\u25b21,191,Navarro Daniel,32,"Cofidis, Solutions Cr\xe9dits",68.0,2016,13
4,5.0,\u25b21,114,Dumoulin Tom,25,Team Giant - Alpecin,58.0,2016,13
5,6.0,\u25b21,151,Costa Rui,29,Lampre - Merida,50.0,2016,13
6,7.0,\u25b21,107,Pauwels Serge,32,Team Dimension Data,40.0,2016,13
7,8.0,\u25b21,72,Clement Stef,33,IAM Cycling,35.0,2016,13
8,9.0,\u25b21,27,Rosa Diego,27,Astana Pro Team,27.0,2016,13
9,10.0,\u25b21,13,Anacona Winner,27,Movistar Team,26.0,2016,13
10,11.0,\u25b21,172,Chavanel Sylvain,37,Direct Energie,24.0,2016,13
11,12.0,\u25b21,52,Bennett George,26,Team LottoNL-Jumbo,23.0,2016,13
12,13.0,\u25b21,1,Froome Christopher,31,Team Sky,22.0,2016,13
13,14.0,\u25b21,54,Lindeman Bert-Jan,27,Team LottoNL-Jumbo,20.0,2016,13
14,15.0,\u25b21,185,Martin Tony,31,Etixx - Quick Step,18.0,2016,13
15,16.0,\u25b21,2,Henao Sergio Luis,28,Team Sky,16.0,2016,13
16,17.0,\u25b21,109,Teklehaimanot Daniel,27,Team Dimension Data,16.0,2016,13
17,18.0,\u25b21,177,Sicard Romain,28,Direct Energie,14.0,2016,13
18,19.0,\u25b21,98,Van Avermaet Greg,31,BMC Racing Team,13.0,2016,13
19,20.0,\u25b21,4,Landa Mikel,26,Team Sky,13.0,2016,13
20,21.0,\u25b21,6,Poels Wout,28,Team Sky,12.0,2016,13
21,22.0,\u25b21,71,Frank Mathias,29,IAM Cycling,12.0,2016,13
22,23.0,\u25b21,57,Vanmarcke Sep,27,Team LottoNL-Jumbo,12.0,2016,13
23,24.0,\u25b21,104,Cummings Stephen,35,Team Dimension Data,11.0,2016,13
24,25.0,\u25b21,22,Nibali Vincenzo,31,Astana Pro Team,11.0,2016,13
25,26.0,\u25b21,12,Valverde Alejandro,36,Movistar Team,10.0,2016,13
26,27.0,\u25b21,11,Quintana Nairo,26,Movistar Team,9.0,2016,13
27,28.0,\u25b21,5,Nieve Mikel,32,Team Sky,8.0,2016,13
28,29.0,\u25b21,218,S\xf8rensen Chris Anker,31,Fortuneo - Vital Concept,8.0,2016,13
29,30.0,\u25b21,205,Impey Daryl,31,ORICA-BikeExchange,6.0,2016,13
30,31.0,\u25b21,67,Stuyven Jasper,24,Trek - Segafredo,5.0,2016,13
31,32.0,\u25b21,24,Grivko Andrei,32,Astana Pro Team,5.0,2016,13
32,33.0,\u25b21,133,B\xe1rta Jan,31,Bora - Argon 18,4.0,2016,13
33,35.0,\u25b22,61,Mollema Bauke,29,Trek - Segafredo,4.0,2016,13
34,34.0,-,209,Yates Adam,23,ORICA-BikeExchange,4.0,2016,13
35,36.0,\u25b21,91,Porte Richie,31,BMC Racing Team,4.0,2016,13
36,37.0,\u25b21,156,Grmay Tsgabu,24,Lampre - Merida,4.0,2016,13
37,38.0,\u25b21,152,Arashiro Yukiya,31,Lampre - Merida,3.0,2016,13
38,39.0,\u25b21,32,Sagan Peter,26,Tinkoff,2.0,2016,13
39,40.0,\u25b21,129,Vichot Arthur,27,FDJ,2.0,2016,13
40,41.0,\u25b21,139,Voss Paul,30,Bora - Argon 18,2.0,2016,13
41,42.0,\u25b21,184,Martin Daniel,29,Etixx - Quick Step,2.0,2016,13
42,43.0,\u25b21,9,Thomas Geraint,30,Team Sky,2.0,2016,13
43,45.0,\u25b22,17,Izagirre Ion,27,Movistar Team,2.0,2016,13
44,44.0,-,15,Herrada Jes\xfas,25,Movistar Team,2.0,2016,13
45,46.0,\u25b21,63,Irizar Markel,36,Trek - Segafredo,1.0,2016,13
46,47.0,\u25b21,215,Fonseca Armindo,27,Fortuneo - Vital Concept,1.0,2016,13
47,48.0,\u25b21,212,Breen Vegard,26,Fortuneo - Vital Concept,1.0,2016,13
48,49.0,\u25b21,99,van Garderen Tejay,27,BMC Racing Team,1.0,2016,13
49,50.0,\u25b21,36,Kreuziger Roman,30,Tinkoff,1.0,2016,13
50,51.0,\u25b21,49,Vuillermoz Alexis,28,AG2R La Mondiale,1.0,2016,13
51,52.0,\u25b21,16,Izagirre Gorka,28,Movistar Team,1.0,2016,13
52,53.0,\u25b21,207,Matthews Michael,25,ORICA-BikeExchange,1.0,2016,13
1,1.0,-,163,De Gendt Thomas,29,Lotto Soudal,90.0,2016,14
2,2.0,-,37,Majka Rafa\u0142,26,Tinkoff,77.0,2016,14
3,3.0,-,191,Navarro Daniel,32,"Cofidis, Solutions Cr\xe9dits",68.0,2016,14
4,4.0,-,114,Dumoulin Tom,25,Team Giant - Alpecin,58.0,2016,14
5,5.0,-,151,Costa Rui,29,Lampre - Merida,50.0,2016,14
6,6.0,-,107,Pauwels Serge,32,Team Dimension Data,40.0,2016,14
7,7.0,-,72,Clement Stef,33,IAM Cycling,35.0,2016,14
8,8.0,-,27,Rosa Diego,27,Astana Pro Team,27.0,2016,14
