Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,stage,year
26,54.34,33,1,+0:00,100.0,Cancellara Fabian,1,CSC ProTeam,8:50 8:50,0,2007
32,53.038999999999994,196,2,+0:13,70.0,Kl\xf6den Andr\xe9as,2,Astana,0:13 0:13,0,2007
34,52.08,114,3,+0:23,50.0,Hincapie George,3,Discovery Channel,0:23 0:23,0,2007
27,52.08,149,4,+0:23,40.0,Wiggins Bradley,4,Cofidis,",, 0:23",0,2007
25,51.891999999999996,113,5,+0:25,32.0,Gusev Vladimir,5,Discovery Channel,0:25 0:25,0,2007
26,51.799,15,6,+0:26,26.0,Karpets Vladimir,6,Caisse d'Epargne,0:26 0:26,0,2007
33,51.428999999999995,191,7,+0:30,22.0,Vinokourov Alexandre,7,Astana,0:30 0:30,0,2007
22,51.336999999999996,54,8,+0:31,18.0,Dekker Thomas,8,Rabobank ProTeam,0:31 0:31,0,2007
27,51.246,157,9,+0:32,14.0,Quinziato Manuel,9,Liquigas,0:32 0:32,0,2007
25,51.246,169,10,+0:32,10.0,Vaugrenard Benoit,10,Fran\xe7aise des Jeux,",, 0:32",0,2007
28,51.246,39,11,+0:32,8.0,Zabriskie David,11,CSC ProTeam,",, 0:32",0,2007
28,51.155,14,12,+0:33,6.0,Guti\xe9rrez Jos\xe9 Iv\xe1n,12,Caisse d'Epargne,0:33 0:33,0,2007
30,51.155,201,13,+0:33,4.0,Millar David,13,Saunier Duval,",, 0:33",0,2007
27,51.155,73,14,+0:33,2.0,Astarloza Mikel,14,Euskaltel - Euskadi,",, 0:33",0,2007
24,50.973,112,15,+0:35,1.0,Contador Alberto,15,Discovery Channel,0:35 0:35,0,2007
27,50.973,195,16,+0:35,,Kashechkin Andrey,16,Astana,",, 0:35",0,2007
30,50.883,41,17,+0:36,,Evans Cadel,17,Predictor - Lotto,0:36 0:36,0,2007
25,50.883,102,18,+0:36,,Bonnet William,18,Cr\xe9dit Agricole,",, 0:36",0,2007
28,50.883,141,19,+0:36,,Chavanel Sylvain,19,Cofidis,",, 0:36",0,2007
27,50.794,21,20,+0:37,,Rogers Michael,20,T-Mobile Team,0:37 0:37,0,2007
29,50.794,11,21,+0:37,,Pereiro Oscar,21,Caisse d'Epargne,",, 0:37",0,2007
24,50.70399999999999,25,22,+0:38,,Gerdemann Linus,22,T-Mobile Team,0:38 0:38,0,2007
34,50.70399999999999,199,23,+0:38,,Savoldelli Paolo,23,Astana,",, 0:38",0,2007
25,50.615,175,24,+0:39,,Rosseler Sebastien,24,Quickstep - Innergetic,0:39 0:39,0,2007
32,50.615,148,25,+0:39,,Verbrugghe Rik,25,Cofidis,",, 0:39",0,2007
33,50.526,111,26*,+0:40,,Leipheimer Levi,26*,Discovery Channel,0:40 0:40,0,2007
29,50.526,51,26,+0:40,,Menchov Denis,26,Rabobank ProTeam,",, 0:40",0,2007
29,50.438,101,27,+0:41,,Hushovd Thor,27,Cr\xe9dit Agricole,0:41 0:41,0,2007
25,50.35,119,28,+0:42,,Vaitkus Tomas,28,Discovery Channel,0:42 0:42,0,2007
25,50.262,151,29,+0:43,,Pozzato Filippo,29,Liquigas,0:43 0:43,0,2007
