Rnk,Prev,\u25bc\u25b2,BIB,Rider,Age,Team,Pnt,year,stage
51,43,\u25bc8,8,Pe\xf1a Victor Hugo,28,US Postal Service,21.0,2002,18
52,44,\u25bc8,67,O'Grady Stuart,28,Cr\xe9dit Agricole,19.0,2002,18
53,46,\u25bc7,155,Dierckxsens Ludo,37,Lampre - Daikin,18.0,2002,18
54,47,\u25bc7,208,Lefevre Laurent,26,Jean Delatour,17.0,2002,18
55,48,\u25bc7,75,Konecny Tomas,28,Domo - Farm Frites,16.0,2002,18
56,49,\u25bc7,196,Hvastija Martin,32,Alessio,15.0,2002,18
57,52,\u25bc5,4,Hincapie George,29,US Postal Service,13.0,2002,18
58,50,\u25bc8,118,Renier Franck,28,Bonjour,13.0,2002,18
59,51,\u25bc8,132,Baranowski Dariusz,30,Ibanesto.com,12.0,2002,18
60,53,\u25bc7,28,Pradera Mikel,27,O.N.C.E. - Eroski,12.0,2002,18
61,54,\u25bc7,195,Gotti Ivan,33,Alessio,10.0,2002,18
62,56,\u25bc6,152,Belohvosciks Raivis,26,Lampre - Daikin,10.0,2002,18
63,57,\u25bc6,207,Goubert Stephane,32,Jean Delatour,8.0,2002,18
64,58,\u25bc6,9,Rubiera Jos\xe9 Luis,29,US Postal Service,8.0,2002,18
65,59,\u25bc6,5,Joachim Benoit,26,US Postal Service,8.0,2002,18
66,60,\u25bc6,125,Hunter Robert,25,Mapei - Quickstep,8.0,2002,18
67,61,\u25bc6,66,Morin Anthony,28,Cr\xe9dit Agricole,8.0,2002,18
68,62,\u25bc6,91,Vogondy Nicolas,24,La Fran\xe7aise des Jeux,6.0,2002,18
69,63,\u25bc6,114,Chavanel Sylvain,23,Bonjour,6.0,2002,18
70,64,\u25bc6,7,Padrnos Pavel,31,US Postal Service,6.0,2002,18
71,65,\u25bc6,47,Millar David,25,Cofidis,6.0,2002,18
72,66,\u25bc6,143,Baguet Serge,32,Lotto - Adecco,6.0,2002,18
73,69,\u25bc4,53,Peron Andrea,30,CSC ProTeam - Tiscali,4.0,2002,18
74,70,\u25bc4,43,Cuesta \xcd\xf1igo,33,Cofidis,3.0,2002,18
75,76,\u25b21,6,Landis Floyd,26,US Postal Service,3.0,2002,18
76,72,\u25bc4,13,Bolts Udo,35,Team Telekom,2.0,2002,18
77,73,\u25bc4,185,Flickinger Andy,23,AG2R Pr\xe9voyance,2.0,2002,18
78,74,\u25bc4,45,Lelli Massimiliano,34,Cofidis,1.0,2002,18
79,75,\u25bc4,17,Julich Bobby,30,Team Telekom,1.0,2002,18
80,77,\u25bc3,124,Horrillo Pedro,27,Mapei - Quickstep,1.0,2002,18
81,78,\u25bc3,106,Kroon Karsten,26,Rabobank ProTeam,1.0,2002,18
1,1,-,51,Jalabert Laurent,33,CSC ProTeam - Tiscali,262.0,2002,19
2,2,-,142,Aerts Mario,27,Lotto - Adecco,178.0,2002,19
3,3,-,32,Botero Santiago,29,Kelme - Costa Blanca,162.0,2002,19
4*,4*,-,1,Armstrong Lance,30,US Postal Service,,2002,19
5,5,-,76,Merckx Axel,29,Domo - Farm Frites,121.0,2002,19
6,6,-,21,Beloki Joseba,28,O.N.C.E. - Eroski,115.0,2002,19
7,7,-,102,Boogerd Michael,30,Rabobank ProTeam,113.0,2002,19
8,8,-,71,Virenque Richard,32,Domo - Farm Frites,107.0,2002,19
9,9,-,57,Sastre Carlos,27,CSC ProTeam - Tiscali,97.0,2002,19
10,10,-,158,Rumsas Raimondas,30,Lampre - Daikin,96.0,2002,19
11,11,-,171,Frigo Dario,28,Tacconi Sport,86.0,2002,19
12,12,-,15,Guerini Giuseppe,32,Team Telekom,77.0,2002,19
13,13,-,98,Mengin Christophe,33,La Fran\xe7aise des Jeux,76.0,2002,19
14,14,-,26,Nozal Isidro,24,O.N.C.E. - Eroski,75.0,2002,19
15,15,-,3,Heras Roberto,28,US Postal Service,70.0,2002,19
16,16,-,178,Mazzoleni Eddy,28,Tacconi Sport,65.0,2002,19
17,17,-,181,Botcharov Alexandre,27,AG2R Pr\xe9voyance,63.0,2002,19
18,18,-,201,Halgand Patrice,28,Jean Delatour,63.0,2002,19
19,19,-,25,Jaksche Jorg,26,O.N.C.E. - Eroski,62.0,2002,19
20,20,-,35,Gutierrez Jose Enrique,28,Kelme - Costa Blanca,55.0,2002,19
21,21,-,58,S\xf8rensen Nicki,27,CSC ProTeam - Tiscali,55.0,2002,19
22,22,-,126,Martinez Miguel,26,Mapei - Quickstep,54.0,2002,19
23,23,-,81,Basso Ivan,24,Fassa Bortolo,52.0,2002,19
24,24,-,161,Etxebarria David,29,Euskaltel - Euskadi,52.0,2002,19
25,25,-,115,Magnien Emmanuel,31,Bonjour,52.0,2002,19
26,26,-,138,Osa Unai,27,Ibanesto.com,48.0,2002,19
27,27,-,137,Mancebo Francisco,26,Ibanesto.com,47.0,2002,19
28,28,-,22,Azevedo Jos\xe9 Bento Carvalho,28,O.N.C.E. - Eroski,43.0,2002,19
29,29,-,29,Serrano Marcos Antonio,29,O.N.C.E. - Eroski,42.0,2002,19
30,30,-,54,Piil Jakob,29,CSC ProTeam - Tiscali,41.0,2002,19
31,31,-,92,Casar Sandy,23,La Fran\xe7aise des Jeux,38.0,2002,19
32,32,-,78,van Bon L\xe9on,30,Domo - Farm Frites,38.0,2002,19
33,33,-,134,Bruseghin Marzio,28,Ibanesto.com,37.0,2002,19
34,34,-,48,Moncouti\xe9 David,27,Cofidis,36.0,2002,19
35,35,-,14,Fagnini Gian-matteo,31,Team Telekom,36.0,2002,19
36,36,-,64,Hushovd Thor,24,Cr\xe9dit Agricole,34.0,2002,19
37,37,-,87,Loda Nicola,31,Fassa Bortolo,34.0,2002,19
38,38,-,24,Gonzalez De Galdeano Igor,28,O.N.C.E. - Eroski,31.0,2002,19
39*,39*,-,101,Leipheimer Levi,28,Rabobank ProTeam,,2002,19
40,40,-,135,Garcia Jose Vicente,29,Ibanesto.com,29.0,2002,19
41,41,-,41,Kivilev Andrei,28,Cofidis,26.0,2002,19
42,42,-,151,Serpellini Marco,29,Lampre - Daikin,26.0,2002,19
43,43,-,167,Mayo Iban,24,Euskaltel - Euskadi,26.0,2002,19
44,44,-,97,McGee Bradley,26,La Fran\xe7aise des Jeux,26.0,2002,19
45,45,-,183,Berges Stephane,27,AG2R Pr\xe9voyance,26.0,2002,19
46,46,-,187,Loder Thierry,26,AG2R Pr\xe9voyance,25.0,2002,19
47,47,-,109,Zberg Beat,31,Rabobank ProTeam,24.0,2002,19
48,48,-,166,Laiseka jaio Roberto,33,Euskaltel - Euskadi,24.0,2002,19
49,49,-,189,Turpin Ludovic,27,AG2R Pr\xe9voyance,22.0,2002,19
50,50,-,104,Dekker Erik,31,Rabobank ProTeam,22.0,2002,19
51,51,-,8,Pe\xf1a Victor Hugo,28,US Postal Service,21.0,2002,19
52,52,-,67,O'Grady Stuart,28,Cr\xe9dit Agricole,19.0,2002,19
53,53,-,155,Dierckxsens Ludo,37,Lampre - Daikin,18.0,2002,19
54,54,-,208,Lefevre Laurent,26,Jean Delatour,17.0,2002,19
55,55,-,75,Konecny Tomas,28,Domo - Farm Frites,16.0,2002,19
56,56,-,196,Hvastija Martin,32,Alessio,15.0,2002,19
57,57,-,4,Hincapie George,29,US Postal Service,13.0,2002,19
58,58,-,118,Renier Franck,28,Bonjour,13.0,2002,19
59,59,-,132,Baranowski Dariusz,30,Ibanesto.com,12.0,2002,19
60,60,-,28,Pradera Mikel,27,O.N.C.E. - Eroski,12.0,2002,19
61,61,-,195,Gotti Ivan,33,Alessio,10.0,2002,19
62,62,-,152,Belohvosciks Raivis,26,Lampre - Daikin,10.0,2002,19
63,63,-,207,Goubert Stephane,32,Jean Delatour,8.0,2002,19
64,64,-,9,Rubiera Jos\xe9 Luis,29,US Postal Service,8.0,2002,19
65,65,-,5,Joachim Benoit,26,US Postal Service,8.0,2002,19
66,66,-,125,Hunter Robert,25,Mapei - Quickstep,8.0,2002,19
67,67,-,66,Morin Anthony,28,Cr\xe9dit Agricole,8.0,2002,19
68,68,-,91,Vogondy Nicolas,24,La Fran\xe7aise des Jeux,6.0,2002,19
69,69,-,114,Chavanel Sylvain,23,Bonjour,6.0,2002,19
70,71,\u25b21,47,Millar David,25,Cofidis,6.0,2002,19
71,70,\u25bc1,7,Padrnos Pavel,31,US Postal Service,6.0,2002,19
72,72,-,143,Baguet Serge,32,Lotto - Adecco,6.0,2002,19
73,,-,85,Honchar Serhiy,32,Fassa Bortolo,5.0,2002,19
74,78,\u25b24,45,Lelli Massimiliano,34,Cofidis,4.0,2002,19
75,73,\u25bc2,53,Peron Andrea,30,CSC ProTeam - Tiscali,4.0,2002,19
76,74,\u25bc2,43,Cuesta \xcd\xf1igo,33,Cofidis,3.0,2002,19
77,75,\u25bc2,6,Landis Floyd,26,US Postal Service,3.0,2002,19
78,76,\u25bc2,13,Bolts Udo,35,Team Telekom,2.0,2002,19
79,77,\u25bc2,185,Flickinger Andy,23,AG2R Pr\xe9voyance,2.0,2002,19
80,79,\u25bc1,17,Julich Bobby,30,Team Telekom,1.0,2002,19
81,80,\u25bc1,124,Horrillo Pedro,27,Mapei - Quickstep,1.0,2002,19
82,81,\u25bc1,106,Kroon Karsten,26,Rabobank ProTeam,1.0,2002,19
1,1,-,51,Jalabert Laurent,33,CSC ProTeam - Tiscali,262.0,2002,20
2,2,-,142,Aerts Mario,27,Lotto - Adecco,178.0,2002,20
3,3,-,32,Botero Santiago,29,Kelme - Costa Blanca,162.0,2002,20
4*,4*,-,1,Armstrong Lance,30,US Postal Service,,2002,20
5,5,-,76,Merckx Axel,29,Domo - Farm Frites,121.0,2002,20
6,6,-,21,Beloki Joseba,28,O.N.C.E. - Eroski,115.0,2002,20
7,7,-,102,Boogerd Michael,30,Rabobank ProTeam,113.0,2002,20
8,8,-,71,Virenque Richard,32,Domo - Farm Frites,107.0,2002,20
9,9,-,57,Sastre Carlos,27,CSC ProTeam - Tiscali,97.0,2002,20
10,10,-,158,Rumsas Raimondas,30,Lampre - Daikin,96.0,2002,20
11,11,-,171,Frigo Dario,28,Tacconi Sport,86.0,2002,20
12,12,-,15,Guerini Giuseppe,32,Team Telekom,77.0,2002,20
13,13,-,98,Mengin Christophe,33,La Fran\xe7aise des Jeux,76.0,2002,20
14,14,-,26,Nozal Isidro,24,O.N.C.E. - Eroski,75.0,2002,20
15,15,-,3,Heras Roberto,28,US Postal Service,70.0,2002,20
16,16,-,178,Mazzoleni Eddy,28,Tacconi Sport,65.0,2002,20
17,17,-,181,Botcharov Alexandre,27,AG2R Pr\xe9voyance,63.0,2002,20
18,18,-,201,Halgand Patrice,28,Jean Delatour,63.0,2002,20
19,19,-,25,Jaksche Jorg,26,O.N.C.E. - Eroski,62.0,2002,20
20,20,-,35,Gutierrez Jose Enrique,28,Kelme - Costa Blanca,55.0,2002,20
21,21,-,58,S\xf8rensen Nicki,27,CSC ProTeam - Tiscali,55.0,2002,20
22,22,-,126,Martinez Miguel,26,Mapei - Quickstep,54.0,2002,20
23,23,-,81,Basso Ivan,24,Fassa Bortolo,52.0,2002,20
24,24,-,161,Etxebarria David,29,Euskaltel - Euskadi,52.0,2002,20
25,25,-,115,Magnien Emmanuel,31,Bonjour,52.0,2002,20
26,26,-,138,Osa Unai,27,Ibanesto.com,48.0,2002,20
27,27,-,137,Mancebo Francisco,26,Ibanesto.com,47.0,2002,20
28,28,-,22,Azevedo Jos\xe9 Bento Carvalho,28,O.N.C.E. - Eroski,43.0,2002,20
29,29,-,29,Serrano Marcos Antonio,29,O.N.C.E. - Eroski,42.0,2002,20
30,30,-,54,Piil Jakob,29,CSC ProTeam - Tiscali,41.0,2002,20
31,31,-,92,Casar Sandy,23,La Fran\xe7aise des Jeux,38.0,2002,20
32,32,-,78,van Bon L\xe9on,30,Domo - Farm Frites,38.0,2002,20
33,33,-,134,Bruseghin Marzio,28,Ibanesto.com,37.0,2002,20
34,34,-,48,Moncouti\xe9 David,27,Cofidis,36.0,2002,20
35,35,-,14,Fagnini Gian-matteo,31,Team Telekom,36.0,2002,20
36,36,-,64,Hushovd Thor,24,Cr\xe9dit Agricole,34.0,2002,20
37,37,-,87,Loda Nicola,31,Fassa Bortolo,34.0,2002,20
38,38,-,24,Gonzalez De Galdeano Igor,28,O.N.C.E. - Eroski,31.0,2002,20
39*,39*,-,101,Leipheimer Levi,28,Rabobank ProTeam,,2002,20
40,40,-,135,Garcia Jose Vicente,29,Ibanesto.com,29.0,2002,20
41,41,-,41,Kivilev Andrei,28,Cofidis,26.0,2002,20
42,42,-,151,Serpellini Marco,29,Lampre - Daikin,26.0,2002,20
43,43,-,167,Mayo Iban,24,Euskaltel - Euskadi,26.0,2002,20
44,44,-,97,McGee Bradley,26,La Fran\xe7aise des Jeux,26.0,2002,20
45,45,-,183,Berges Stephane,27,AG2R Pr\xe9voyance,26.0,2002,20
46,46,-,187,Loder Thierry,26,AG2R Pr\xe9voyance,25.0,2002,20
47,47,-,109,Zberg Beat,31,Rabobank ProTeam,24.0,2002,20
48,48,-,166,Laiseka jaio Roberto,33,Euskaltel - Euskadi,24.0,2002,20
49,49,-,189,Turpin Ludovic,27,AG2R Pr\xe9voyance,22.0,2002,20
50,50,-,104,Dekker Erik,31,Rabobank ProTeam,22.0,2002,20
51,51,-,8,Pe\xf1a Victor Hugo,28,US Postal Service,21.0,2002,20
52,52,-,67,O'Grady Stuart,28,Cr\xe9dit Agricole,19.0,2002,20
53,53,-,155,Dierckxsens Ludo,37,Lampre - Daikin,18.0,2002,20
54,54,-,208,Lefevre Laurent,26,Jean Delatour,17.0,2002,20
55,55,-,75,Konecny Tomas,28,Domo - Farm Frites,16.0,2002,20
56,56,-,196,Hvastija Martin,32,Alessio,15.0,2002,20
57,57,-,4,Hincapie George,29,US Postal Service,13.0,2002,20
58,58,-,118,Renier Franck,28,Bonjour,13.0,2002,20
59,59,-,132,Baranowski Dariusz,30,Ibanesto.com,12.0,2002,20
60,60,-,28,Pradera Mikel,27,O.N.C.E. - Eroski,12.0,2002,20
61,61,-,195,Gotti Ivan,33,Alessio,10.0,2002,20
62,62,-,152,Belohvosciks Raivis,26,Lampre - Daikin,10.0,2002,20
63,63,-,207,Goubert Stephane,32,Jean Delatour,8.0,2002,20
64,64,-,9,Rubiera Jos\xe9 Luis,29,US Postal Service,8.0,2002,20
65,65,-,5,Joachim Benoit,26,US Postal Service,8.0,2002,20
66,66,-,125,Hunter Robert,25,Mapei - Quickstep,8.0,2002,20
67,67,-,66,Morin Anthony,28,Cr\xe9dit Agricole,8.0,2002,20
68,68,-,91,Vogondy Nicolas,24,La Fran\xe7aise des Jeux,6.0,2002,20
69,69,-,114,Chavanel Sylvain,23,Bonjour,6.0,2002,20
70,70,-,47,Millar David,25,Cofidis,6.0,2002,20
71,71,-,7,Padrnos Pavel,31,US Postal Service,6.0,2002,20
72,72,-,143,Baguet Serge,32,Lotto - Adecco,6.0,2002,20
73,73,-,85,Honchar Serhiy,32,Fassa Bortolo,5.0,2002,20
74,74,-,45,Lelli Massimiliano,34,Cofidis,4.0,2002,20
75,75,-,53,Peron Andrea,30,CSC ProTeam - Tiscali,4.0,2002,20
76,76,-,43,Cuesta \xcd\xf1igo,33,Cofidis,3.0,2002,20
77,77,-,6,Landis Floyd,26,US Postal Service,3.0,2002,20
78,78,-,13,Bolts Udo,35,Team Telekom,2.0,2002,20
79,79,-,185,Flickinger Andy,23,AG2R Pr\xe9voyance,2.0,2002,20
80,80,-,17,Julich Bobby,30,Team Telekom,1.0,2002,20
81,81,-,124,Horrillo Pedro,27,Mapei - Quickstep,1.0,2002,20
82,82,-,106,Kroon Karsten,26,Rabobank ProTeam,1.0,2002,20
