Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,stage,year
24,,1.0,+0:00,50.0,Eisel Bernhard,1,Fran\xe7aise des Jeux,4:00:07 4:00:07,1,2005
24,,2.0,+0:04,30.0,Boonen Tom,2,Quickstep - Innergetic,",, ,,",1,2005
31,,3.0,+0:06,18.0,Wrolich Peter,3,Gerolsteiner,",, ,,",1,2005
31,,4.0,+0:10,13.0,Bettini Paolo,4,Quickstep - Innergetic,",, ,,",1,2005
29,,6.0,+0:13,10.0,McGee Bradley,5,Fran\xe7aise des Jeux,0:03 0:03,1,2005
26,,7.0,+0:13,7.0,Cooke Baden,6,Fran\xe7aise des Jeux,",, 0:03",1,2005
24,,,+ -3:59:57,4.0,Cancellara Fabian,7,Fassa Bortolo,0:06 0:06,1,2005
22,,,+ -3:59:57,3.0,Gusev Vladimir,8,CSC ProTeam,",, 0:06",1,2005
25,,,+ -3:59:57,2.0,Clerc Aur\xe9lien,9,Phonak Hearing Systems,",, 0:06",1,2005
27,,,+ -3:59:57,1.0,Haselbacher Rene,10,Gerolsteiner,",, 0:06",1,2005
31,,,+ -3:59:57,,Tosatto Matteo,11,Fassa Bortolo,",, 0:06",1,2005
31,,,+ -3:59:57,,Etxebarria David,12,Liberty Seguros - W\xfcrth Team,",, 0:06",1,2005
33,,,+ -3:59:57,,Horner Chris,13,Saunier Duval - Prodir,",, 0:06",1,2005
23,,8.0,+0:14,,Colli Daniele,14,Liquigas,",, 0:06",1,2005
31,,,+ -3:59:57,,Frigo Dario,15,Fassa Bortolo,",, 0:06",1,2005
25,,,+ -3:59:57,,Rogers Michael,16,Quickstep - Innergetic,",, 0:06",1,2005
31,,,+ -3:59:57,,Hammond Roger,17,Discovery Channel,",, 0:06",1,2005
27,,,+ -3:59:57,,Hayman Mathew,18,Rabobank ProTeam,",, 0:06",1,2005
33,,,+ -3:59:57,,Johansen Allan,19,CSC ProTeam,",, 0:06",1,2005
29,,,+ -3:59:57,,Javier Vila Francisco,20,Lampre-Caffita,",, 0:06",1,2005
30,,,+ -3:59:57,,Zberg Markus,21,Gerolsteiner,",, 0:06",1,2005
25,,,+ -3:59:57,,Valverde Alejandro,22,Illes Balears - Caisse d'Epargne,",, 0:06",1,2005
31,,,+ -3:59:57,,Zanotti Marco,23,Liquigas,",, 0:06",1,2005
32,,,+ -3:59:57,,McEwen Robbie,24,Davitamon - Lotto,",, 0:06",1,2005
31,,,+ -3:59:57,,Ullrich Jan,25,T-Mobile Team,",, 0:06",1,2005
24,,,+ -3:59:57,,Sinkewitz Patrik,26,Quickstep - Innergetic,",, 0:06",1,2005
31,,,+ -3:59:57,,Renier Franck,27,Bouygues Telecom,",, 0:06",1,2005
23,,,+ -3:59:57,,Lequatre Geoffroy,28,Cr\xe9dit Agricole,",, 0:06",1,2005
22,,,+ -3:59:57,,Gerdemann Linus,29,CSC ProTeam,",, 0:06",1,2005
31,,,+ -3:59:57,,Rodriguez Fred,30,Davitamon - Lotto,",, 0:06",1,2005
31,,,+ -3:59:57,,Hinault S\xe9bastien,31,Cr\xe9dit Agricole,",, 0:06",1,2005
33,,,+ -3:59:57,,Bertolini Alessandro,32,Domina Vacanze,",, 0:06",1,2005
33,,10.0,+0:15,,Arrieta Jose Luis,33,Illes Balears - Caisse d'Epargne,",, 0:06",1,2005
32,,,+ -3:59:57,,Trenti Guido,34,Quickstep - Innergetic,",, 0:06",1,2005
23,,,+ -3:59:57,,Coyot Arnaud,35,Cofidis,",, 0:06",1,2005
36,,,+ -3:59:57,,Jeker Fabian,36,Saunier Duval - Prodir,",, 0:06",1,2005
27,,,+ -3:59:57,,Martinez Egoi,37,Euskaltel - Euskadi,",, 0:06",1,2005
29,,,+ -3:59:57,,Kroon Karsten,38,Rabobank ProTeam,",, 0:06",1,2005
25,,,+ -3:59:57,,Loosli David,39,Lampre-Caffita,",, 0:06",1,2005
27,,,+ -3:59:57,,Mayo Iban,40,Euskaltel - Euskadi,",, 0:06",1,2005
37,,,+ -3:59:57,,Brochard Laurent,41,Bouygues Telecom,",, 0:06",1,2005
29,,,+ -3:59:57,,Barry Michael,42,Discovery Channel,",, 0:06",1,2005
27,,,+ -3:59:57,,Pagliarini Luciano Andr\xe9,43,Liquigas,",, 0:06",1,2005
26,,,+ -3:59:57,,Kirchen Kim,44,Fassa Bortolo,",, 0:06",1,2005
25,,,+ -3:59:57,,Bernucci Lorenzo,45,Fassa Bortolo,",, 0:06",1,2005
32,,,+ -3:59:57,,Beneteau Walter,46,Bouygues Telecom,",, 0:06",1,2005
29,,,+ -3:59:57,,Righi Daniele,47,Lampre-Caffita,",, 0:06",1,2005
34,,,+ -3:59:57,,Totschnig Georg,48,Gerolsteiner,",, 0:06",1,2005
30,,,+ -3:59:57,,Ivanov Serguei,49,T-Mobile Team,",, 0:06",1,2005
24,,,+ -3:59:57,,Caruso Giampaolo,50,Liberty Seguros - W\xfcrth Team,",, 0:06",1,2005
29,,,+ -3:59:57,,Osa Unai,51,Illes Balears - Caisse d'Epargne,",, 0:06",1,2005
24,,5.0,+0:12,,Albasini Michael,52,Liquigas,",, 0:06",1,2005
22,,,+ -3:59:57,,Van den Broeck Jurgen,53,Discovery Channel,",, 0:06",1,2005
28,,,+ -3:59:57,,Carlstr\xf6m Kjell,54,Liquigas,",, 0:06",1,2005
25,,,+ -3:59:57,,Schleck Fr\xe4nk,55,CSC ProTeam,",, 0:06",1,2005
26,,,+ -3:59:57,,Elmiger Martin,56,Phonak Hearing Systems,",, 0:06",1,2005
33,,,+ -3:59:57,,Mattan Nico,57,Davitamon - Lotto,",, 0:06",1,2005
34,,,+ -3:59:57,,Steinhauser Tobias,58,T-Mobile Team,",, 0:06",1,2005
32,,,+ -3:59:57,,Nardello Daniele,59,T-Mobile Team,",, 0:06",1,2005
35,,,+ -3:59:57,,Guerini Giuseppe,60,T-Mobile Team,",, 0:06",1,2005
32,,,+ -3:59:57,,Moos Alexandre,61,Phonak Hearing Systems,",, 0:06",1,2005
29,,,+ -3:59:57,,Lastras Pablo,62,Illes Balears - Caisse d'Epargne,",, 0:06",1,2005
27,,,+ -3:59:57,,Ramirez Javier,63,Liberty Seguros - W\xfcrth Team,",, 0:06",1,2005
24,,,+ -3:59:57,,Wegmann Fabian,64,Gerolsteiner,",, 0:06",1,2005
30,,,+ -3:59:57,,Hauptman Andrej,65,Fassa Bortolo,",, 0:06",1,2005
28,,,+ -3:59:57,,Bodrogi Laszlo,66,Cr\xe9dit Agricole,",, 0:06",1,2005
34,,,+ -3:59:57,,Honchar Serhiy,67,Domina Vacanze,",, 0:06",1,2005
23,,,+ -3:59:57,,Mugerli Matej,68,Liquigas,",, 0:06",1,2005
31,,,+ -3:59:57,,Schnider Daniel,69,Phonak Hearing Systems,",, 0:06",1,2005
28,,,+ -3:59:57,,Valjavec Tadej,70,Phonak Hearing Systems,",, 0:06",1,2005
24,,,+ -3:59:57,,Gomez Gomez Angel,71,Saunier Duval - Prodir,",, 0:06",1,2005
27,,,+ -3:59:57,,Gil Fernandez Koldo,72,,",, 0:06",1,2005
27,,,+ -3:59:57,,Veneberg Thorwald,73,Rabobank ProTeam,",, 0:06",1,2005
32,,,+ -3:59:57,,Celestino Mirko,74,Domina Vacanze,",, 0:06",1,2005
29,,,+ -3:59:57,,Montgomery Sven,75,Gerolsteiner,",, 0:06",1,2005
32,,,+ -3:59:57,,Moreni Cristian,76,Quickstep - Innergetic,",, 0:06",1,2005
33,,,+ -3:59:57,,Peron Andrea,77,CSC ProTeam,",, 0:06",1,2005
27,,,+ -3:59:57,,Scholz Ronny,78,Gerolsteiner,",, 0:06",1,2005
34,,,+ -3:59:57,,Vasseur C\xe9dric,79,Cofidis,",, 0:06",1,2005
25,,,+ -3:59:57,,Herve C\xe9dric,80,Cr\xe9dit Agricole,",, 0:06",1,2005
29,,9.0,+0:14,,Joachim Benoit,81,Discovery Channel,",, 0:06",1,2005
26,,,+ -3:59:57,,Scheirlinckx Staf,82,Cofidis,",, 0:06",1,2005
26,,,+ -3:59:57,,Schreck Stephan,83,T-Mobile Team,",, 0:06",1,2005
30,,,+ -3:59:57,,Glomser Gerrit,84,Lampre-Caffita,",, 0:06",1,2005
32,,,+ -3:59:57,,Blaudzun Michael,85,CSC ProTeam,",, 0:06",1,2005
34,,,+ -3:59:57,,Wesemann Steffen,86,T-Mobile Team,",, 0:06",1,2005
33,,,+ -3:59:57,,Voigt Jens,87,CSC ProTeam,",, 0:06",1,2005
30,,,+ -3:59:57,,Commesso Salvatore,88,Lampre-Caffita,",, 0:06",1,2005
30,,,+ -3:59:57,,Perez Luis,89,Cofidis,",, 0:06",1,2005
24,,,+ -3:59:57,,Barredo Carlos,90,Liberty Seguros - W\xfcrth Team,",, 0:06",1,2005
25,,,+ -3:59:57,,Voeckler Thomas,91,Bouygues Telecom,",, 0:06",1,2005
33,,,+ -3:59:57,,Julich Bobby,92,CSC ProTeam,",, 0:06",1,2005
26,,,+ -3:59:57,,Bertogliati Rubens,93,Saunier Duval - Prodir,",, 0:06",1,2005
30,,,+ -3:59:57,,Atienza Daniel,94,Cofidis,",, 0:06",1,2005
27,,,+ -3:59:57,,Colom Antonio,95,Illes Balears - Caisse d'Epargne,",, 0:06",1,2005
31,,,+ -3:59:57,,Yus Unai Emillio,96,Bouygues Telecom,",, 0:06",1,2005
25,,,+ -3:59:57,,Bellotti Francesco,97,Cr\xe9dit Agricole,",, 0:06",1,2005
32,,,+ -3:59:57,,Baranowski Dariusz,98,Liberty Seguros - W\xfcrth Team,",, 0:06",1,2005
20,,,+ -3:59:57,,Nibali Vincenzo,99,Fassa Bortolo,",, 0:06",1,2005
34,,,+ -3:59:57,,Zberg Beat,100,Gerolsteiner,",, 0:06",1,2005
27,,,+ -3:59:57,,Bertagnolli Leonardo,101*,Cofidis,",, 0:06",1,2005
25,,,+ -3:59:57,,Bichot Freddy,101,Fran\xe7aise des Jeux,",, 0:06",1,2005
34,,,+ -3:59:57,,Auger Ludovic,102,Fran\xe7aise des Jeux,",, 0:06",1,2005
24,,,+ -3:59:57,,De La Fuente David,103,Saunier Duval - Prodir,",, 0:06",1,2005
30,,,+ -3:59:57,,Gonzalez Jimenez Aitor,104,Euskaltel - Euskadi,",, 0:06",1,2005
23,,,+ -3:59:57,,Hern\xe1ndez Jes\xfas,105,Liberty Seguros - W\xfcrth Team,",, 0:06",1,2005
31,,,+ -3:59:57,,Beloki Joseba,106,Liberty Seguros - W\xfcrth Team,",, 0:06",1,2005
29,,,+ -3:59:57,,Pinotti Marco,107,Saunier Duval - Prodir,",, 0:06",1,2005
24,,,+ -3:59:57,,Larsson Gustav,108,Fassa Bortolo,",, 0:06",1,2005
25,,,+ -3:59:57,,Marzano Marco,109,Lampre-Caffita,",, 0:06",1,2005
24,,,+ -3:59:57,,Urweider Sascha,110,Phonak Hearing Systems,",, 0:06",1,2005
33,,,+ -3:59:57,,Boven Jan,111,Rabobank ProTeam,",, 0:06",1,2005
23,,,+ -3:59:57,,Sprick Matthieu,112,Bouygues Telecom,",, 0:06",1,2005
34,,,+ -3:59:57,,Dominguez Juan Carlos,113,Saunier Duval - Prodir,",, 0:06",1,2005
29,,,+ -3:59:57,,Ludewig Jorg,114,Domina Vacanze,",, 0:06",1,2005
24,,,+ -3:59:57,,Kolobnev Alexandr,115,Rabobank ProTeam,",, 0:06",1,2005
