Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,Time won/lost,stage,year
30.0,,73.0,+1:33:05,,Baguet Serge,13,Lotto - Adecco,",, 7:31",,10,2000
28.0,,1.0,+0:00,,Camenzind Oscar,14,Lampre - Daikin,",, 7:31",,10,2000
27.0,,41.0,+38:37,,Teutenberg Sven,15,Gerolsteiner,",, 7:31",,10,2000
29.0,,49.0,+57:33,,Piccoli Mariano,16,Lampre - Daikin,",, 7:31",,10,2000
26.0,,26.0,+23:16,,Buxhofer Matthias,17,Phonak Hearing Systems,",, 7:31",,10,2000
24.0,,65.0,+1:23:20,,Garate Juan Manuel,18,Lampre - Daikin,",, 7:31",,10,2000
24.0,,4.0,+1:42,,Montgomery Sven,19,La Fran\xe7aise des Jeux,",, 7:31",,10,2000
30.0,,78.0,+1:46:22,,Peers Chris,20,Cofidis,",, 7:31",,10,2000
28.0,,8.0,+5:13,,Boogerd Michael,21,Rabobank ProTeam,",, 7:31",,10,2000
27.0,,7.0,+2:40,,Nardello Daniele,22,Mapei - Quickstep,",, 7:31",,10,2000
32.0,,14.0,+9:14,,Teteriouk Andrei,23,Liquigas - Pata,",, 7:31",,10,2000
26.0,,2.0,+0:14,,Frigo Dario,24,Fassa Bortolo,",, 7:31",,10,2000
30.0,,86.0,+1:58:09,,Willett Kirk,25,,",, 7:31",,10,2000
29.0,,12.0,+7:55,,Fincato Marco,26,Fassa Bortolo,",, 7:31",,10,2000
36.0,,29.0,+26:47,,Gianetti Mauro,27,Vini Caldirola - Sidermec,",, 7:31",,10,2000
27.0,,18.0,+12:27,,Stangelj Gorazd,28,Liquigas - Pata,",, 7:31",,10,2000
36.0,,45.0,+48:42,,Elli Alberto,29,Team Telekom,",, 7:31",,10,2000
22.0,,39.0,+35:48,,Tiralongo Paolo,30,Fassa Bortolo,",, 7:31",,10,2000
26.0,,5.0,+2:07,,Ullrich Jan,31,Team Telekom,",, 7:31",,10,2000
29.0,,3.0,+0:26,,Belli Wladimir,32,Fassa Bortolo,",, 7:31",,10,2000
30.0,,46.0,+48:52,,Bourquenoud Pierre,33,Phonak Hearing Systems,",, 7:31",,10,2000
26.0,,34.0,+30:52,,Schnider Daniel,34,La Fran\xe7aise des Jeux,",, 7:31",,10,2000
24.0,,16.0,+10:46,,Niermann Grischa,35,Rabobank ProTeam,",, 7:31",,10,2000
25.0,,10.0,+6:40,,Atienza Daniel,36,Saeco,",, 7:31",,10,2000
25.0,,42.0,+38:39,,Aerts Mario,37,Lotto - Adecco,",, 7:31",,10,2000
25.0,,15.0,+9:35,,Cigana Massimo,38,Mercatone Uno - Albacom,",, 7:31",,10,2000
24.0,,24.0,+21:42,,Charriere Christian,39,Phonak Hearing Systems,",, 7:31",,10,2000
26.0,,36.0,+32:46,,Garzelli Stefano,40,Mercatone Uno - Albacom,",, 7:31",,10,2000
26.0,,22.0,+20:34,,De Paoli Daniele,41,Mercatone Uno - Albacom,",, 7:31",,10,2000
35.0,,79.0,+1:46:38,,S\xf8rensen Rolf,42,Rabobank ProTeam,",, 7:31",,10,2000
30.0,,23.0,+21:21,,Meier Armin,43,Saeco,",, 7:31",,10,2000
22.0,,71.0,+1:31:26,,Poos Christian,44,,",, 7:31",,10,2000
32.0,,30.0,+28:10,,Gottschling Stephan,45,,",, 7:31",,10,2000
33.0,,25.0,+23:16,,Bolts Udo,46,Team Telekom,",, 7:31",,10,2000
23.0,,35.0,+31:39,,Gustov Volodymyr,47,Fassa Bortolo,",, 7:31",,10,2000
30.0,,89.0,+2:10:25,,Artunghi Marco,48,Mercatone Uno - Albacom,",, 7:31",,10,2000
31.0,,37.0,+33:33,,Aldag Rolf,49,Team Telekom,",, 7:31",,10,2000
27.0,,44.0,+41:52,,Dellavedova Marco,50,Lampre - Daikin,",, 7:31",,10,2000
27.0,,80.0,+1:48:34,,Marichal Thierry,51,Lotto - Adecco,",, 7:31",,10,2000
26.0,,13.0,+8:35,,Mazzoleni Eddy,52,Saeco,",, 7:31",,10,2000
32.0,,32.0,+30:07,,Cattai Stefano,53,Liquigas - Pata,",, 7:31",,10,2000
31.0,,33.0,+30:27,,Wauters Marc,54,Rabobank ProTeam,",, 7:31",,10,2000
25.0,,27.0,+25:28,,Heule Christian,55,,",, 7:31",,10,2000
22.0,,74.0,+1:37:31,,Calcagni Patrick,56,Vini Caldirola - Sidermec,",, 7:31",,10,2000
27.0,,76.0,+1:45:08,,H\xf8j Frank,57,La Fran\xe7aise des Jeux,",, 7:31",,10,2000
25.0,,75.0,+1:38:40,,Zucconi Pietro,58,Vini Caldirola - Sidermec,",, 7:31",,10,2000
32.0,,31.0,+29:38,,Lelli Massimiliano,59,Cofidis,",, 7:31",,10,2000
35.0,,19.0,+12:54,,Herv\xe9 Pascal,60,Polti,",, 7:31",,10,2000
28.0,,88.0,+2:07:54,,Crepaldi Mirco,61,Polti,",, 7:31",,10,2000
27.0,,85.0,+1:57:31,,Sidler Christian,62,,",, 7:31",,10,2000
21.0,,50.0,+57:50,,R\xfctimann Stefan,63,,",, 7:31",,10,2000
28.0,,28.0,+26:11,,Simoni Gilberto,64,Lampre - Daikin,",, 7:31",,10,2000
26.0,,56.0,+1:05:55,,Stadelmann Ren\xe9,65,Phonak Hearing Systems,7:59 7:59,,10,2000
31.0,,67.0,+1:25:16,,Farazijn Peter,66,Cofidis,",, 7:59",,10,2000
27.0,,38.0,+34:14,,Aebersold Niki,67,Rabobank ProTeam,8:06 8:06,,10,2000
29.0,,68.0,+1:27:48,,Gaute H\xf8lest\xf8l Sveln,68,Gerolsteiner,",, 8:06",,10,2000
27.0,,43.0,+41:25,,Secchiari Francesco,69,Saeco,",, 8:06",,10,2000
31.0,,82.0,+1:50:06,,Mengin Christophe,70,La Fran\xe7aise des Jeux,8:19 8:19,,10,2000
26.0,,61.0,+1:16:11,,Mori Massimiliano,71,Saeco,",, 8:19",,10,2000
28.0,,81.0,+1:49:48,,Ackermann Pierre,72,,",, 8:19",,10,2000
33.0,,55.0,+1:04:53,,Donati Massimo,73,Vini Caldirola - Sidermec,",, 8:19",,10,2000
35.0,,54.0,+1:03:03,,Heppner Jens,74,Team Telekom,",, 8:19",,10,2000
23.0,,72.0,+1:32:36,,Giordani Leonardo,75,Fassa Bortolo,",, 8:19",,10,2000
23.0,,66.0,+1:23:41,,Zampieri Steve,76,,",, 8:19",,10,2000
26.0,,53.0,+1:02:05,,Wrolich Peter,77,Gerolsteiner,",, 8:19",,10,2000
26.0,,58.0,+1:13:29,,Vinokourov Alexandre,78,Team Telekom,",, 8:19",,10,2000
30.0,,83.0,+1:52:41,,Tani David,79,Mapei - Quickstep,",, 8:19",,10,2000
30.0,,21.0,+18:50,,Guerini Giuseppe,80,Team Telekom,",, 8:19",,10,2000
38.0,,64.0,+1:22:20,,Podenzana Massimo,81,Mercatone Uno - Albacom,",, 8:19",,10,2000
25.0,,84.0,+1:56:35,,Pugaci Igor,82,Saeco,",, 8:19",,10,2000
31.0,,47.0,+50:48,,den Bakker Maarten,83,Rabobank ProTeam,8:36 8:36,,10,2000
29.0,,57.0,+1:11:56,,Wesemann Steffen,84,Team Telekom,8:44 8:44,,10,2000
26.0,,52.0,+1:01:49,,Sacchi Fabio,85,Polti,",, 8:44",,10,2000
28.0,,60.0,+1:14:23,,Mattan Nico,86,Cofidis,8:52 8:52,,10,2000
28.0,,87.0,+2:01:31,,Steels Tom,87,Mapei - Quickstep,",, 8:52",,10,2000
28.0,,77.0,+1:46:21,,Brasi Rossano,88,Polti,9:00 9:00,,10,2000
25.0,,62.0,+1:18:43,,Commesso Salvatore,89,Saeco,",, 9:00",,10,2000
