Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,Time won/lost,stage,year
24.0,,,+ -9:20:22,,Mateos perez Rafael,128,Polti,",, 10:53",,3,2000
30.0,,,+ -9:20:22,,Artunghi Marco,129,Mercatone Uno - Albacom,",, 10:53",,3,2000
28.0,,,+ -9:20:22,,Schmidt Torsten,130,Gerolsteiner,",, 10:53",,3,2000
29.0,,,+ -9:20:22,,Gaute H\xf8lest\xf8l Sveln,131,Gerolsteiner,",, 10:53",,3,2000
28.0,,,+ -9:20:22,,Horner Chris,132,,",, 10:53",,3,2000
35.0,,1.0,+0:00,50.0,Herv\xe9 Pascal,1,Polti,3:46:51 3:46:51,,4,2000
28.0,,3.0,+0:47,30.0,Camenzind Oscar,2,Lampre - Daikin,0:39 0:39,,4,2000
27.0,,5.0,+1:21,18.0,Zanetti Mauro,3,,",, 0:39",,4,2000
31.0,,8.0,+1:44,13.0,Dufaux Laurent,4,Saeco,",, 0:39",,4,2000
32.0,,7.0,+1:35,10.0,Teteriouk Andrei,5,Liquigas - Pata,",, 0:39",,4,2000
27.0,,4.0,+0:49,7.0,Nardello Daniele,6,Mapei - Quickstep,0:46 0:46,,4,2000
26.0,,2.0,+0:44,4.0,Ullrich Jan,7,Team Telekom,0:53 0:53,,4,2000
26.0,,6.0,+1:27,3.0,Rodriguez Fred,8,Mapei - Quickstep,1:37 1:37,,4,2000
25.0,,,+ - 13:07:47,2.0,Mason Oscar,9,Mercatone Uno - Albacom,2:12 2:12,,4,2000
29.0,,9.0,+2:24,1.0,Casagrande Francesco,10,Vini Caldirola - Sidermec,",, 2:12",,4,2000
22.0,,,+ - 13:07:47,,Tiralongo Paolo,11,Fassa Bortolo,2:17 2:17,,4,2000
24.0,,,+ - 13:07:47,,Montgomery Sven,12,La Fran\xe7aise des Jeux,2:37 2:37,,4,2000
23.0,,,+ - 13:07:47,,Gustov Volodymyr,13,Fassa Bortolo,2:43 2:43,,4,2000
29.0,,10.0,+2:36,,Belli Wladimir,14,Fassa Bortolo,",, 2:43",,4,2000
26.0,,,+ - 13:07:47,,Frigo Dario,15,Fassa Bortolo,2:54 2:54,,4,2000
26.0,,,+ - 13:07:47,,Mazzoleni Eddy,16,Saeco,",, 2:54",,4,2000
28.0,,,+ - 13:07:47,,Simoni Gilberto,17,Lampre - Daikin,",, 2:54",,4,2000
23.0,,,+ - 13:07:47,,Valjavec Tadej,18,Fassa Bortolo,3:02 3:02,,4,2000
25.0,,,+ - 13:07:47,,Atienza Daniel,19,Saeco,",, 3:02",,4,2000
26.0,,,+ - 13:07:47,,Wrolich Peter,20,Gerolsteiner,3:03 3:03,,4,2000
32.0,,,+ - 13:07:47,,Gottschling Stephan,21,,3:07 3:07,,4,2000
30.0,,,+ - 13:07:47,,Virenque Richard,22,Polti,3:30 3:30,,4,2000
30.0,,,+ - 13:07:47,,Bartoli Michele,23,Mapei - Quickstep,",, 3:30",,4,2000
24.0,,,+ - 13:07:47,,Niermann Grischa,24,Rabobank ProTeam,3:32 3:32,,4,2000
30.0,,,+ - 13:07:47,,Guerini Giuseppe,25,Team Telekom,3:37 3:37,,4,2000
33.0,,,+ - 13:07:47,,Bolts Udo,26,Team Telekom,",, 3:37",,4,2000
28.0,,,+ - 13:07:47,,Mattan Nico,27,Cofidis,4:15 4:15,,4,2000
25.0,,,+ - 13:07:47,,Cigana Massimo,28,Mercatone Uno - Albacom,4:17 4:17,,4,2000
26.0,,,+ - 13:07:47,,Muller Dirk,29,,4:27 4:27,,4,2000
32.0,,,+ - 13:07:47,,Cattai Stefano,30,Liquigas - Pata,",, 4:27",,4,2000
30.0,,,+ - 13:07:47,,Goubert Stephane,31,Polti,",, 4:27",,4,2000
32.0,,,+ - 13:07:47,,Meier Roland,32,Cofidis,",, 4:27",,4,2000
35.0,,,+ - 13:07:47,,Heppner Jens,33,Team Telekom,",, 4:27",,4,2000
24.0,,,+ - 13:07:47,,Landis Floyd,34,,4:35 4:35,,4,2000
26.0,,,+ - 13:07:47,,M\xfchlbacher Thomas,35,Gerolsteiner,",, 4:35",,4,2000
31.0,,,+ - 13:07:47,,Wauters Marc,36,Rabobank ProTeam,4:36 4:36,,4,2000
21.0,,,+ - 13:07:47,,R\xfctimann Stefan,37,,4:42 4:42,,4,2000
28.0,,,+ - 13:07:47,,Schmidt Torsten,38,Gerolsteiner,4:53 4:53,,4,2000
26.0,,,+ - 13:07:47,,Buxhofer Matthias,39,Phonak Hearing Systems,5:20 5:20,,4,2000
25.0,,,+ - 13:07:47,,Contrini Daniele,40,Liquigas - Pata,5:23 5:23,,4,2000
28.0,,,+ - 13:07:47,,Boogerd Michael,41,Rabobank ProTeam,",, 5:23",,4,2000
27.0,,,+ - 13:07:47,,Secchiari Francesco,42,Saeco,",, 5:23",,4,2000
30.0,,,+ - 13:07:47,,Meier Armin,43,Saeco,5:24 5:24,,4,2000
32.0,,,+ - 13:07:47,,Lelli Massimiliano,44,Cofidis,",, 5:24",,4,2000
29.0,,,+ - 13:07:47,,Wesemann Steffen,45,Team Telekom,5:41 5:41,,4,2000
27.0,,,+ - 13:07:47,,Aebersold Niki,46,Rabobank ProTeam,",, 5:41",,4,2000
27.0,,,+ - 13:07:47,,Stangelj Gorazd,47,Liquigas - Pata,5:42 5:42,,4,2000
25.0,,,+ - 13:07:47,,Aerts Mario,48,Lotto - Adecco,5:55 5:55,,4,2000
25.0,,,+ - 13:07:47,,Zberg Markus,49,Rabobank ProTeam,6:03 6:03,,4,2000
36.0,,,+ - 13:07:47,,Gianetti Mauro,50,Vini Caldirola - Sidermec,6:20 6:20,,4,2000
29.0,,,+ - 13:07:47,,Fincato Marco,51,Fassa Bortolo,6:38 6:38,,4,2000
26.0,,,+ - 13:07:47,,Schnider Daniel,52,La Fran\xe7aise des Jeux,6:42 6:42,,4,2000
30.0,,,+ - 13:07:47,,Bourquenoud Pierre,53,Phonak Hearing Systems,6:51 6:51,,4,2000
26.0,,,+ - 13:07:47,,Stadelmann Ren\xe9,54,Phonak Hearing Systems,7:03 7:03,,4,2000
22.0,,,+ - 13:07:47,,Poos Christian,55,,7:53 7:53,,4,2000
33.0,,,+ - 13:07:47,,Donati Massimo,56,Vini Caldirola - Sidermec,",, 7:53",,4,2000
31.0,,,+ - 13:07:47,,den Bakker Maarten,57,Rabobank ProTeam,",, 7:53",,4,2000
31.0,,,+ - 13:07:47,,Aldag Rolf,58,Team Telekom,",, 7:53",,4,2000
25.0,,,+ - 13:07:47,,Heule Christian,59,,",, 7:53",,4,2000
23.0,,,+ - 13:07:47,,Strauss Marcel,60,,",, 7:53",,4,2000
26.0,,,+ - 13:07:47,,De Paoli Daniele,61,Mercatone Uno - Albacom,",, 7:53",,4,2000
29.0,,,+ - 13:07:47,,Gaute H\xf8lest\xf8l Sveln,62,Gerolsteiner,",, 7:53",,4,2000
26.0,,,+ - 13:07:47,,Mori Massimiliano,63,Saeco,8:17 8:17,,4,2000
22.0,,,+ - 13:07:47,,Tessier Jean-Michel,64,La Fran\xe7aise des Jeux,",, 8:17",,4,2000
22.0,,,+ - 13:07:47,,Haselbacher Rene,65,Gerolsteiner,8:43 8:43,,4,2000
26.0,,,+ - 13:07:47,,Sacchi Fabio,66,Polti,9:34 9:34,,4,2000
26.0,,,+ - 13:07:47,,Garzelli Stefano,67,Mercatone Uno - Albacom,10:14 10:14,,4,2000
23.0,,,+ - 13:07:47,,Nazon Jean-Patrick,68,La Fran\xe7aise des Jeux,",, 10:14",,4,2000
27.0,,,+ - 13:07:47,,Teutenberg Sven,69,Gerolsteiner,10:47 10:47,,4,2000
24.0,,,+ - 13:07:47,,Bratkowski Jan,70,Team Coast,11:11 11:11,,4,2000
37.0,,,+ - 13:07:47,,Tchmil Andrei,71,Lotto - Adecco,11:28 11:28,,4,2000
26.0,,,+ - 13:07:47,,Vinokourov Alexandre,72,Team Telekom,",, 11:28",,4,2000
24.0,,,+ - 13:07:47,,Charriere Christian,73,Phonak Hearing Systems,13:00 13:00,,4,2000
24.0,,,+ - 13:07:47,,Garate Juan Manuel,74,Lampre - Daikin,",, 13:00",,4,2000
29.0,,,+ - 13:07:47,,Piccoli Mariano,75,Lampre - Daikin,",, 13:00",,4,2000
30.0,,,+ - 13:07:47,,Boscardin Bruno,76,,",, 13:00",,4,2000
25.0,,,+ - 13:07:47,,Zucconi Pietro,77,Vini Caldirola - Sidermec,",, 13:00",,4,2000
27.0,,,+ - 13:07:47,,Dellavedova Marco,78,Lampre - Daikin,",, 13:00",,4,2000
31.0,,,+ - 13:07:47,,Mengin Christophe,79,La Fran\xe7aise des Jeux,13:51 13:51,,4,2000
35.0,,,+ - 13:07:47,,S\xf8rensen Rolf,80,Rabobank ProTeam,16:05 16:05,,4,2000
30.0,,,+ - 13:07:47,,Willett Kirk,81,,",, 16:05",,4,2000
30.0,,,+ - 13:07:47,,Rich Michael,82,Gerolsteiner,",, 16:05",,4,2000
22.0,,,+ - 13:07:47,,Calcagni Patrick,83,Vini Caldirola - Sidermec,",, 16:05",,4,2000
30.0,,,+ - 13:07:47,,Tani David,84,Mapei - Quickstep,",, 16:05",,4,2000
35.0,,,+ - 13:07:47,,Peeters Wilfried,85,Mapei - Quickstep,",, 16:05",,4,2000
31.0,,,+ - 13:07:47,,Farazijn Peter,86,Cofidis,",, 16:05",,4,2000
24.0,,,+ - 13:07:47,,Astarloa Ascasibar Igor,87,Mercatone Uno - Albacom,",, 16:05",,4,2000
26.0,,,+ - 13:07:47,,Lotz Marc,88,Rabobank ProTeam,",, 16:05",,4,2000
29.0,,,+ - 13:07:47,,Steinhauser Tobias,89,Gerolsteiner,",, 16:05",,4,2000
23.0,,,+ - 13:07:47,,Giordani Leonardo,90,Fassa Bortolo,",, 16:05",,4,2000
31.0,,,+ - 13:07:47,,Zanini Stefano,91,Mapei - Quickstep,",, 16:05",,4,2000
28.0,,,+ - 13:07:47,,Crepaldi Mirco,92,Polti,",, 16:05",,4,2000
25.0,,,+ - 13:07:47,,Vandenbroucke Frank,93,Cofidis,",, 16:05",,4,2000
30.0,,,+ - 13:07:47,,Peers Chris,94,Cofidis,",, 16:05",,4,2000
26.0,,,+ - 13:07:47,,Tosatto Matteo,95,Fassa Bortolo,",, 16:05",,4,2000
30.0,,,+ - 13:07:47,,Baguet Serge,96,Lotto - Adecco,",, 16:05",,4,2000
34.0,,,+ - 13:07:47,,Museeuw Johan,97,Mapei - Quickstep,",, 16:05",,4,2000
28.0,,,+ - 13:07:47,,Brasi Rossano,98,Polti,",, 16:05",,4,2000
25.0,,,+ - 13:07:47,,Pugaci Igor,99,Saeco,",, 16:05",,4,2000
36.0,,,+ - 13:07:47,,Elli Alberto,100,Team Telekom,",, 16:05",,4,2000
23.0,,,+ - 13:07:47,,China Valentino,101,Saeco,",, 16:05",,4,2000
25.0,,,+ - 13:07:47,,Rastelli Ellis,102,Liquigas - Pata,",, 16:05",,4,2000
25.0,,,+ - 13:07:47,,Commesso Salvatore,103,Saeco,",, 16:05",,4,2000
27.0,,,+ - 13:07:47,,H\xf8j Frank,104,La Fran\xe7aise des Jeux,",, 16:05",,4,2000
24.0,,,+ - 13:07:47,,Belohvosciks Raivis,105,Lampre - Daikin,17:33 17:33,,4,2000
25.0,,,+ - 13:07:47,,Bertoletti Simone,106,Lampre - Daikin,",, 17:33",,4,2000
27.0,,,+ - 13:07:47,,Wuyts Peter,107,Lotto - Adecco,",, 17:33",,4,2000
38.0,,,+ - 13:07:47,,Podenzana Massimo,108,Mercatone Uno - Albacom,",, 17:33",,4,2000
26.0,,,+ - 13:07:47,,Perras Dominique,109,Phonak Hearing Systems,",, 17:33",,4,2000
27.0,,,+ - 13:07:47,,Sidler Christian,110,,",, 17:33",,4,2000
23.0,,,+ - 13:07:47,,Hunter Robert,111,Lampre - Daikin,",, 17:33",,4,2000
30.0,,,+ - 13:07:47,,Artunghi Marco,112,Mercatone Uno - Albacom,",, 17:33",,4,2000
32.0,,,+ - 13:07:47,,Dotti Fausto,113,Liquigas - Pata,",, 17:33",,4,2000
23.0,,,+ - 13:07:47,,Ortenzi Gian Mario,114,Mercatone Uno - Albacom,",, 17:33",,4,2000
,,,+ - 13:07:47,,Delbove Jerome,115,,",, 17:33",,4,2000
28.0,,,+ - 13:07:47,,Ackermann Pierre,116,,",, 17:33",,4,2000
28.0,,,+ - 13:07:47,,Steels Tom,117,Mapei - Quickstep,",, 17:33",,4,2000
23.0,,,+ - 13:07:47,,Zampieri Steve,118,,",, 17:33",,4,2000
27.0,,,+ - 13:07:47,,Gaumont Philippe,119,Cofidis,18:18 18:18,,4,2000
33.0,,,+ - 13:07:47,,Durand Jacky,120,Lotto - Adecco,",, 18:18",,4,2000
27.0,,,+ - 13:07:47,,Marichal Thierry,121,Lotto - Adecco,18:44 18:44,,4,2000
23.0,,,+ - 13:07:47,,Summer Jochen,122,Phonak Hearing Systems,18:47 18:47,,4,2000
25.0,,,+ - 13:07:47,,Marini Mirko,123,Liquigas - Pata,18:50 18:50,,4,2000
27.0,,,+ - 13:07:47,,Zumsteg Lukas,124,Phonak Hearing Systems,19:58 19:58,,4,2000
31.0,,,+ - 13:07:47,,Fraser Gordon,125,,",, 19:58",,4,2000
28.0,,,+ - 13:07:47,,Horner Chris,126,,",, 19:58",,4,2000
26.0,,,+ - 13:07:47,,Drew Jamie Peter,127,,",, 19:58",,4,2000
24.0,,,+ - 13:07:47,,Mateos perez Rafael,128,Polti,20:12 20:12,,4,2000
24.0,47.368,,+ - 13:46:47,50.0,Belohvosciks Raivis,1,Lampre - Daikin,38:00 38:00,,5,2000
26.0,47.368,7.0,+2:32,30.0,Frigo Dario,2,Fassa Bortolo,",, ,,",,5,2000
26.0,47.038000000000004,1.0,+0:00,18.0,Ullrich Jan,3,Team Telekom,0:16 0:16,,5,2000
25.0,46.571999999999996,,+ - 13:46:47,13.0,Contrini Daniele,4,Liquigas - Pata,0:39 0:39,,5,2000
26.0,46.512,6.0,+2:19,10.0,Mazzoleni Eddy,5,Saeco,0:42 0:42,,5,2000
30.0,46.452,,+ - 13:46:47,7.0,Rich Michael,6,Gerolsteiner,0:45 0:45,,5,2000
28.0,46.431999999999995,,+ - 13:46:47,4.0,Mattan Nico,7,Cofidis,0:46 0:46,,5,2000
32.0,46.233000000000004,,+ - 13:46:47,3.0,Meier Roland,8,Cofidis,0:56 0:56,,5,2000
30.0,46.213,,+ - 13:46:47,2.0,Boscardin Bruno,9,,0:57 0:57,,5,2000
23.0,46.114,,+ - 13:46:47,1.0,Hunter Robert,10,Lampre - Daikin,1:02 1:02,,5,2000
24.0,46.114,,+ - 13:46:47,,Landis Floyd,11,,",, 1:02",,5,2000
29.0,46.036,,+ - 13:46:47,,Wesemann Steffen,12,Team Telekom,1:06 1:06,,5,2000
29.0,45.997,10.0,+2:44,,Belli Wladimir,13,Fassa Bortolo,1:08 1:08,,5,2000
26.0,45.938,,+ - 13:46:47,,Muller Dirk,14,,1:11 1:11,,5,2000
33.0,45.918,,+ - 13:46:47,,Bolts Udo,15,Team Telekom,1:12 1:12,,5,2000
29.0,45.879,9.0,+2:37,,Casagrande Francesco,16,Vini Caldirola - Sidermec,1:14 1:14,,5,2000
27.0,45.84,,+ - 13:46:47,,Stangelj Gorazd,17,Liquigas - Pata,1:16 1:16,,5,2000
25.0,45.821000000000005,,+ - 13:46:47,,Cigana Massimo,18,Mercatone Uno - Albacom,1:17 1:17,,5,2000
31.0,45.782,,+ - 13:46:47,,Wauters Marc,19,Rabobank ProTeam,1:19 1:19,,5,2000
30.0,45.763000000000005,,+ - 13:46:47,,Bartoli Michele,20,Mapei - Quickstep,1:20 1:20,,5,2000
28.0,45.763000000000005,2.0,+1:07,,Camenzind Oscar,21,Lampre - Daikin,",, 1:20",,5,2000
24.0,45.685,,+ - 13:46:47,,Montgomery Sven,22,La Fran\xe7aise des Jeux,1:24 1:24,,5,2000
24.0,45.589,,+ - 13:46:47,,Niermann Grischa,23,Rabobank ProTeam,1:29 1:29,,5,2000
30.0,45.512,,+ - 13:46:47,,Virenque Richard,24,Polti,1:33 1:33,,5,2000
27.0,45.493,3.0,+1:23,,Nardello Daniele,25,Mapei - Quickstep,1:34 1:34,,5,2000
28.0,45.474,,+ - 13:46:47,,Simoni Gilberto,26,Lampre - Daikin,1:35 1:35,,5,2000
25.0,45.321000000000005,,+ - 13:46:47,,Vandenbroucke Frank,27,Cofidis,1:43 1:43,,5,2000
32.0,45.283,5.0,+2:19,,Teteriouk Andrei,28,Liquigas - Pata,1:45 1:45,,5,2000
33.0,45.283,,+ - 13:46:47,,Durand Jacky,29,Lotto - Adecco,",, 1:45",,5,2000
28.0,45.226000000000006,,+ - 13:46:47,,Ackermann Pierre,30,,1:48 1:48,,5,2000
26.0,45.188,,+ - 13:46:47,,M\xfchlbacher Thomas,31,Gerolsteiner,1:50 1:50,,5,2000
31.0,45.188,,+ - 13:46:47,,den Bakker Maarten,32,Rabobank ProTeam,",, 1:50",,5,2000
26.0,45.151,,+ - 13:46:47,,Buxhofer Matthias,33,Phonak Hearing Systems,1:52 1:52,,5,2000
32.0,45.132,,+ - 13:46:47,,Lelli Massimiliano,34,Cofidis,1:53 1:53,,5,2000
23.0,44.981,,+ - 13:46:47,,Valjavec Tadej,35,Fassa Bortolo,2:01 2:01,,5,2000
29.0,44.963,,+ - 13:46:47,,Gaute H\xf8lest\xf8l Sveln,36,Gerolsteiner,2:02 2:02,,5,2000
26.0,44.869,,+ - 13:46:47,,Sacchi Fabio,37,Polti,2:07 2:07,,5,2000
32.0,44.832,,+ - 13:46:47,,Cattai Stefano,38,Liquigas - Pata,2:09 2:09,,5,2000
26.0,44.813,,+ - 13:46:47,,De Paoli Daniele,39,Mercatone Uno - Albacom,2:10 2:10,,5,2000
27.0,44.795,8.0,+2:32,,Zanetti Mauro,40,,2:11 2:11,,5,2000
26.0,44.72,,+ - 13:46:47,,Garzelli Stefano,41,Mercatone Uno - Albacom,2:15 2:15,,5,2000
28.0,44.683,,+ - 13:46:47,,Boogerd Michael,42,Rabobank ProTeam,2:17 2:17,,5,2000
36.0,44.647,,+ - 13:46:47,,Elli Alberto,43,Team Telekom,2:19 2:19,,5,2000
30.0,44.573,,+ - 13:46:47,,Guerini Giuseppe,44,Team Telekom,2:23 2:23,,5,2000
35.0,44.553999999999995,,+ - 13:46:47,,Heppner Jens,45,Team Telekom,2:24 2:24,,5,2000
28.0,44.553999999999995,,+ - 13:46:47,,Horner Chris,46,,",, 2:24",,5,2000
33.0,44.518,,+ - 13:46:47,,Donati Massimo,47,Vini Caldirola - Sidermec,2:26 2:26,,5,2000
28.0,44.498999999999995,,+ - 13:46:47,,Schmidt Torsten,48,Gerolsteiner,2:27 2:27,,5,2000
30.0,44.408,,+ - 13:46:47,,Meier Armin,49,Saeco,2:32 2:32,,5,2000
25.0,44.335,,+ - 13:46:47,,Aerts Mario,50,Lotto - Adecco,2:36 2:36,,5,2000
26.0,44.317,,+ - 13:46:47,,Schnider Daniel,51,La Fran\xe7aise des Jeux,2:37 2:37,,5,2000
35.0,44.244,4.0,+1:41,,Herv\xe9 Pascal,52,Polti,2:41 2:41,,5,2000
25.0,44.208,,+ - 13:46:47,,Commesso Salvatore,53,Saeco,2:43 2:43,,5,2000
25.0,44.153999999999996,,+ - 13:46:47,,Heule Christian,54,,2:46 2:46,,5,2000
29.0,44.153999999999996,,+ - 13:46:47,,Fincato Marco,55,Fassa Bortolo,",, 2:46",,5,2000
27.0,44.082,,+ - 13:46:47,,Sidler Christian,56,,2:50 2:50,,5,2000
26.0,44.04600000000001,,+ - 13:46:47,,Wrolich Peter,57,Gerolsteiner,2:52 2:52,,5,2000
37.0,44.04600000000001,,+ - 13:46:47,,Tchmil Andrei,58,Lotto - Adecco,",, 2:52",,5,2000
22.0,44.028,,+ - 13:46:47,,Poos Christian,59,,2:53 2:53,,5,2000
22.0,44.028,,+ - 13:46:47,,Haselbacher Rene,60,Gerolsteiner,",, 2:53",,5,2000
31.0,43.974,,+ - 13:46:47,,Aldag Rolf,61,Team Telekom,2:56 2:56,,5,2000
25.0,43.956,,+ - 13:46:47,,Mason Oscar,62,Mercatone Uno - Albacom,2:57 2:57,,5,2000
23.0,43.938,,+ - 13:46:47,,Gustov Volodymyr,63,Fassa Bortolo,2:58 2:58,,5,2000
27.0,43.92,,+ - 13:46:47,,Marichal Thierry,64,Lotto - Adecco,2:59 2:59,,5,2000
24.0,43.831,,+ - 13:46:47,,Astarloa Ascasibar Igor,65,Mercatone Uno - Albacom,3:04 3:04,,5,2000
31.0,43.831,,+ - 13:46:47,,Dufaux Laurent,66,Saeco,",, 3:04",,5,2000
32.0,43.813,,+ - 13:46:47,,Gottschling Stephan,67,,3:05 3:05,,5,2000
27.0,43.76,,+ - 13:46:47,,Aebersold Niki,68,Rabobank ProTeam,3:08 3:08,,5,2000
27.0,43.707,,+ - 13:46:47,,Dellavedova Marco,69,Lampre - Daikin,3:11 3:11,,5,2000
32.0,43.636,,+ - 13:46:47,,Dotti Fausto,70,Liquigas - Pata,3:15 3:15,,5,2000
23.0,43.636,,+ - 13:46:47,,Summer Jochen,71,Phonak Hearing Systems,",, 3:15",,5,2000
30.0,43.619,,+ - 13:46:47,,Baguet Serge,72,Lotto - Adecco,3:16 3:16,,5,2000
23.0,43.601000000000006,,+ - 13:46:47,,Strauss Marcel,73,,3:17 3:17,,5,2000
28.0,43.583999999999996,,+ - 13:46:47,,Crepaldi Mirco,74,Polti,3:18 3:18,,5,2000
36.0,43.548,,+ - 13:46:47,,Gianetti Mauro,75,Vini Caldirola - Sidermec,3:20 3:20,,5,2000
24.0,43.531000000000006,,+ - 13:46:47,,Charriere Christian,76,Phonak Hearing Systems,3:21 3:21,,5,2000
21.0,43.461000000000006,,+ - 13:46:47,,R\xfctimann Stefan,77,,3:25 3:25,,5,2000
24.0,43.443000000000005,,+ - 13:46:47,,Garate Juan Manuel,78,Lampre - Daikin,3:26 3:26,,5,2000
28.0,43.426,,+ - 13:46:47,,Brasi Rossano,79,Polti,3:27 3:27,,5,2000
25.0,43.356,,+ - 13:46:47,,Bertoletti Simone,80,Lampre - Daikin,3:31 3:31,,5,2000
27.0,43.356,,+ - 13:46:47,,H\xf8j Frank,81,La Fran\xe7aise des Jeux,",, 3:31",,5,2000
25.0,43.287,,+ - 13:46:47,,Zberg Markus,82,Rabobank ProTeam,3:35 3:35,,5,2000
26.0,43.251999999999995,,+ - 13:46:47,,Vinokourov Alexandre,83,Team Telekom,3:37 3:37,,5,2000
22.0,43.251999999999995,,+ - 13:46:47,,Tiralongo Paolo,84,Fassa Bortolo,",, 3:37",,5,2000
25.0,43.251999999999995,,+ - 13:46:47,,Atienza Daniel,85,Saeco,",, 3:37",,5,2000
26.0,43.235,,+ - 13:46:47,,Stadelmann Ren\xe9,86,Phonak Hearing Systems,3:38 3:38,,5,2000
30.0,43.235,,+ - 13:46:47,,Bourquenoud Pierre,87,Phonak Hearing Systems,",, 3:38",,5,2000
23.0,43.217,,+ - 13:46:47,,Zampieri Steve,88,,3:39 3:39,,5,2000
30.0,43.165,,+ - 13:46:47,,Peers Chris,89,Cofidis,3:42 3:42,,5,2000
31.0,43.114,,+ - 13:46:47,,Zanini Stefano,90,Mapei - Quickstep,3:45 3:45,,5,2000
22.0,43.062,,+ - 13:46:47,,Tessier Jean-Michel,91,La Fran\xe7aise des Jeux,3:48 3:48,,5,2000
38.0,43.045,,+ - 13:46:47,,Podenzana Massimo,92,Mercatone Uno - Albacom,3:49 3:49,,5,2000
35.0,43.028,,+ - 13:46:47,,Peeters Wilfried,93,Mapei - Quickstep,3:50 3:50,,5,2000
35.0,43.028,,+ - 13:46:47,,S\xf8rensen Rolf,94,Rabobank ProTeam,",, 3:50",,5,2000
24.0,43.028,,+ - 13:46:47,,Bratkowski Jan,95,Team Coast,",, 3:50",,5,2000
22.0,43.011,,+ - 13:46:47,,Calcagni Patrick,96,Vini Caldirola - Sidermec,3:51 3:51,,5,2000
25.0,42.977,,+ - 13:46:47,,Marini Mirko,97,Liquigas - Pata,3:53 3:53,,5,2000
27.0,42.958999999999996,,+ - 13:46:47,,Teutenberg Sven,98,Gerolsteiner,3:54 3:54,,5,2000
25.0,42.942,,+ - 13:46:47,,Rastelli Ellis,99,Liquigas - Pata,3:55 3:55,,5,2000
30.0,42.891000000000005,,+ - 13:46:47,,Goubert Stephane,100,Polti,3:58 3:58,,5,2000
31.0,42.823,,+ - 13:46:47,,Farazijn Peter,101,Cofidis,4:02 4:02,,5,2000
27.0,42.755,,+ - 13:46:47,,Secchiari Francesco,102,Saeco,4:06 4:06,,5,2000
25.0,42.755,,+ - 13:46:47,,Pugaci Igor,103,Saeco,",, 4:06",,5,2000
23.0,42.688,,+ - 13:46:47,,Giordani Leonardo,104,Fassa Bortolo,4:10 4:10,,5,2000
34.0,42.653999999999996,,+ - 13:46:47,,Museeuw Johan,105,Mapei - Quickstep,4:12 4:12,,5,2000
26.0,42.637,,+ - 13:46:47,,Rodriguez Fred,106,Mapei - Quickstep,4:13 4:13,,5,2000
31.0,42.62,,+ - 13:46:47,,Mengin Christophe,107,La Fran\xe7aise des Jeux,4:14 4:14,,5,2000
26.0,42.62,,+ - 13:46:47,,Drew Jamie Peter,108,,",, 4:14",,5,2000
26.0,42.553000000000004,,+ - 13:46:47,,Tosatto Matteo,109,Fassa Bortolo,4:18 4:18,,5,2000
30.0,42.503,,+ - 13:46:47,,Artunghi Marco,110,Mercatone Uno - Albacom,4:21 4:21,,5,2000
27.0,42.503,,+ - 13:46:47,,Gaumont Philippe,111,Cofidis,",, 4:21",,5,2000
23.0,42.486000000000004,,+ - 13:46:47,,Nazon Jean-Patrick,112,La Fran\xe7aise des Jeux,4:22 4:22,,5,2000
27.0,42.453,,+ - 13:46:47,,Wuyts Peter,113,Lotto - Adecco,4:24 4:24,,5,2000
26.0,42.419,,+ - 13:46:47,,Lotz Marc,114,Rabobank ProTeam,4:26 4:26,,5,2000
29.0,42.403,,+ - 13:46:47,,Piccoli Mariano,115,Lampre - Daikin,4:27 4:27,,5,2000
26.0,42.353,,+ - 13:46:47,,Mori Massimiliano,116,Saeco,4:30 4:30,,5,2000
25.0,42.20399999999999,,+ - 13:46:47,,Zucconi Pietro,117,Vini Caldirola - Sidermec,4:39 4:39,,5,2000
24.0,42.20399999999999,,+ - 13:46:47,,Mateos perez Rafael,118,Polti,",, 4:39",,5,2000
29.0,42.188,,+ - 13:46:47,,Steinhauser Tobias,119,Gerolsteiner,4:40 4:40,,5,2000
28.0,42.138000000000005,,+ - 13:46:47,,Steels Tom,120,Mapei - Quickstep,4:43 4:43,,5,2000
27.0,41.958,,+ - 13:46:47,,Zumsteg Lukas,121,Phonak Hearing Systems,4:54 4:54,,5,2000
23.0,41.812,,+ - 13:46:47,,China Valentino,122,Saeco,5:03 5:03,,5,2000
30.0,41.747,,+ - 13:46:47,,Willett Kirk,123,,5:07 5:07,,5,2000
26.0,41.731,,+ - 13:46:47,,Perras Dominique,124,Phonak Hearing Systems,5:08 5:08,,5,2000
23.0,41.699,,+ - 13:46:47,,Ortenzi Gian Mario,125,Mercatone Uno - Albacom,5:10 5:10,,5,2000
30.0,41.683,,+ - 13:46:47,,Tani David,126,Mapei - Quickstep,5:11 5:11,,5,2000
,41.667,,+ - 13:46:47,,Delbove Jerome,127,,5:12 5:12,,5,2000
31.0,41.553999999999995,,+ - 13:46:47,,Fraser Gordon,128,,5:19 5:19,,5,2000
26.0,,2.0,+0:13,50.0,Mazzoleni Eddy,1,Saeco,3:05:47 3:05:47,,6,2000
26.0,,4.0,+0:30,30.0,Frigo Dario,2,Fassa Bortolo,",, ,,",,6,2000
