Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,UCI.1,stage,year
27,,64,57.0,+0:36,,Castelijns Twan,95,Team LottoNL-Jumbo,",, 0:03",,,2,2016
35,,5,118.0,+0:57,,Lagutin Sergey,96,Team Katusha,",, 0:03",,,2,2016
23,,86,112.0,+0:56,,Lunke Sindre Skj\xf8stad,97,Team Giant - Alpecin,",, 0:03",,,2,2016
35,,148,95.0,+0:47,,Zaugg Oliver,98,IAM Cycling,",, 0:03",,,2,2016
32,,168,123.0,+1:03,,Turgot S\xe9bastien,99,AG2R La Mondiale,",, 0:03",,,2,2016
35,,162,85.0,+0:43,,Dupont Hubert,100,AG2R La Mondiale,",, 0:03",,,2,2016
25,,134,8.0,+0:13,,Le Bon Johan,101,FDJ,",, 0:03",,,2,2016
36,,78,87.0,+0:44,,Niemiec Przemyslaw,102,Lampre - Merida,",, 0:03",,,2,2016
25,,97,58.0,+0:36,,Bevin Patrick,103,Cannondale Pro Cycling Team,",, 0:03",,,2,2016
22,,63,49.0,+0:32,,Bouwman Koen,104,Team LottoNL-Jumbo,",, 0:03",,,2,2016
28,,32,121.0,+1:00,,Atapuma John Darwin,105,BMC Racing Team,",, 0:03",,,2,2016
25,,183,129.0,+1:13,,Hirt Jan,106,CCC Sprandi Polkowice,",, 0:03",,,2,2016
32,,143,28.0,+0:22,,Devenyns Dries,107,IAM Cycling,",, 0:03",,,2,2016
22,,135,100.0,+0:51,,Lecuisinier Pierre-Henri,108,FDJ,",, 0:03",,,2,2016
24,,95,90.0,+0:45,,Skuji\u0146\u0161 Toms,109,Cannondale Pro Cycling Team,",, 0:03",,,2,2016
33,,28,115.0,+0:57,,Txurruka Amets,110,Orica GreenEDGE,",, 0:03",,,2,2016
38,,181,120.0,+0:59,,Szmyd Sylwester,111,CCC Sprandi Polkowice,",, 0:03",,,2,2016
27,,172,73.0,+0:39,,Anacona Winner,112,Movistar Team,",, 0:03",,,2,2016
25,,52,116.0,+0:57,,Boswell Ian,113,Team Sky,",, 0:03",,,2,2016
28,,16,51.0,+0:34,,Stetina Peter,114,Trek - Segafredo,",, 0:03",,,2,2016
26,,212,84.0,+0:42,,Stachowiak Adam,115,VERVA ActiveJet Pro Cycling Team,",, 0:03",,,2,2016
39,,161,72.0,+0:39,,Peraud Jean-Christophe,116,AG2R La Mondiale,",, 0:03",,,2,2016
28,,18,110.0,+0:55,,Zoidl Riccardo,117,Trek - Segafredo,",, 0:03",,,2,2016
35,,56,60.0,+0:36,,Lopez David,118,Team Sky,",, 0:03",,,2,2016
36,,15,93.0,+0:47,,Schleck Fr\xe4nk,119,Trek - Segafredo,",, 0:03",,,2,2016
30,,191,38.0,+0:29,,Kohler Martin,120,Team Roth,",, 0:03",,,2,2016
31,,205,99.0,+0:50,,Duijn Huub,121,Roompot - Oranje Peloton,",, 0:03",,,2,2016
30,,76,117.0,+0:57,,Costa M\xe1rio,122,Lampre - Merida,",, 0:03",,,2,2016
22,,202,104.0,+0:52,,Tolhoek Antwan,123,Roompot - Oranje Peloton,",, 0:03",,,2,2016
35,,88,78.0,+0:41,,ten Dam Laurens,124,Team Giant - Alpecin,",, 0:03",,,2,2016
30,,128,107.0,+0:53,,Thomson Jay Robert,125,Team Dimension Data,",, 0:03",,,2,2016
21,,114,37.0,+0:28,,Gaviria Fernando,126,Etixx - Quick Step,",, 0:03",,,2,2016
21,,7,127.0,+1:10,,Mamykin Matvey,127,Team Katusha,",, 0:03",,,2,2016
26,,213,101.0,+0:51,,Polnicky Jiri,128,VERVA ActiveJet Pro Cycling Team,",, 0:03",,,2,2016
28,,45,140.0,+2:17,,Rovny Ivan,129,Tinkoff,0:33 0:33,,,2,2016
28,,154,134.0,+1:35,,Malacarne Davide,130,Astana Pro Team,",, 0:33",,,2,2016
28,,75,135.0,+1:40,,Durasek Kristijan,131,Lampre - Merida,",, 0:33",,,2,2016
35,,21,108.0,+0:55,,Albasini Michael,132,Orica GreenEDGE,0:36 0:36,,,2,2016
31,,182,130.0,+1:17,,Samoilau Branislau,133,CCC Sprandi Polkowice,0:43 0:43,,,2,2016
38,,25,131.0,+1:21,,Hayman Mathew,134,Orica GreenEDGE,",, 0:43",,,2,2016
33,,113,126.0,+1:09,,Keisse Iljo,135,Etixx - Quick Step,0:45 0:45,,,2,2016
30,,111,132.0,+1:24,,Stybar Zdenek,136,Etixx - Quick Step,",, 0:45",,,2,2016
27,,174,137.0,+2:02,,Dowsett Alex,137,Movistar Team,0:00 0:00,,,2,2016
26,,26,136.0,+1:55,,Juul-Jensen Christopher,138,Orica GreenEDGE,1:36 1:36,,,2,2016
29,,175,138.0,+2:11,,Castroviejo Jonathan,139,Movistar Team,1:47 1:47,,,2,2016
23,,173,147.0,+2:27,,Arcas Jorge,140,Movistar Team,",, 1:47",,,2,2016
29,,156,143.0,+2:25,,Smukulis Gatis,141,Astana Pro Team,",, 1:47",,,2,2016
33,,158,146.0,+2:27,,Westra Lieuwe,142,Astana Pro Team,",, 1:47",,,2,2016
27,,194,154.0,+2:45,,Br\xfcngger Nico,143,Team Roth,",, 1:47",,,2,2016
29,,163,142.0,+2:24,,Gaudin Damien,144,AG2R La Mondiale,",, 1:47",,,2,2016
24,,96,153.0,+2:39,,Villella Davide,145,Cannondale Pro Cycling Team,",, 1:47",,,2,2016
29,,147,141.0,+2:23,,Wyss Marcel,146,IAM Cycling,",, 1:47",,,2,2016
23,,98,148.0,+2:28,,Zepuntke Ruben,147,Cannondale Pro Cycling Team,",, 1:47",,,2,2016
27,,167,139.0,+2:15,,Sergent Jesse,148,AG2R La Mondiale,",, 1:47",,,2,2016
28,,24,144.0,+2:25,,Bewley Sam,149,Orica GreenEDGE,",, 1:47",,,2,2016
35,,157,155.0,+2:58,,Vanotti Alessandro,150,Astana Pro Team,",, 1:47",,,2,2016
24,,37,149.0,+2:33,,Teuns Dylan,151,BMC Racing Team,",, 1:47",,,2,2016
35,,201,145.0,+2:26,,Weening Pieter,152,Roompot - Oranje Peloton,",, 1:47",,,2,2016
31,,107,152.0,+2:38,,Vanendert Jelle,153,Lotto Soudal,",, 1:47",,,2,2016
38,,47,151.0,+2:35,,Petrov Evgeni,154,Tinkoff,",, 1:47",,,2,2016
35,,192,150.0,+2:35,,Pires Bruno,155,Team Roth,",, 1:47",,,2,2016
22,,198,163.0,+6:58,,Baillifard Valentin,156,Team Roth,6:00 6:00,,,2,2016
22,,112,156.0,+6:29,,Contreras Rodrigo,157,Etixx - Quick Step,",, 6:00",,,2,2016
34,,165,162.0,+6:56,,Minard S\xe9bastien,158,AG2R La Mondiale,",, 6:00",,,2,2016
28,,54,157.0,+6:32,,K\xf6nig Leopold,159,Team Sky,",, 6:00",,,2,2016
31,,82,159.0,+6:44,,Fr\xf6hlinger Johannes,160,Team Giant - Alpecin,",, 6:00",,,2,2016
32,,73,165.0,+7:03,,Bono Matteo,161,Lampre - Merida,",, 6:00",,,2,2016
27,,177,158.0,+6:38,,Lobato Juan Jos\xe9,162,Movistar Team,",, 6:00",,,2,2016
28,,217,168.0,+7:24,,Podlaski Michal,163,VERVA ActiveJet Pro Cycling Team,",, 6:00",,,2,2016
29,,127,166.0,+7:05,,Niyonshuti Adrien,164,Team Dimension Data,",, 6:00",,,2,2016
28,,84,164.0,+6:58,,Ji Cheng,165,Team Giant - Alpecin,",, 6:00",,,2,2016
30,,14,160.0,+6:49,,Reijnen Kiel,166,Trek - Segafredo,",, 6:00",,,2,2016
36,,13,161.0,+6:49,,Rast Gregory,167,Trek - Segafredo,",, 6:00",,,2,2016
32,,124,167.0,+7:06,,Farrar Tyler,168,Team Dimension Data,",, 6:00",,,2,2016
31,,123,171.0,+9:23,,Brammeier Matthew,169,Team Dimension Data,8:37 8:37,,,2,2016
24,,195,173.0,+9:36,,Jaun Lukas,170,Team Roth,",, 8:37",,,2,2016
23,,197,170.0,+9:22,,St\xfcssi Colin,171,Team Roth,",, 8:37",,,2,2016
27,,208,169.0,+9:08,,de Vries Berden,172,Roompot - Oranje Peloton,",, 8:37",,,2,2016
28,,203,172.0,+9:29,,Kreder Michel,173,Roompot - Oranje Peloton,",, 8:37",,,2,2016
36,,12,174.0,+14:00,,Devolder Stijn,174,Trek - Segafredo,",, 8:37",,,2,2016
30,,61,,+ -4:42:56,,Gesink Robert,DNF,Team LottoNL-Jumbo,-4:35:19 -4:35:19,,,2,2016
22,,126,,+ -4:42:56,,Kudus Merhawi,DNS,Team Dimension Data,",, -4:35:19",,,2,2016
26,,41,1.0,+0:00,50.0,Sagan Peter,1,Tinkoff,4:31:17 4:31:17,6.0,60.0,3,2016
35,,21,34.0,+0:49,30.0,Albasini Michael,2,Orica GreenEDGE,",, ,,",4.0,25.0,3,2016
25,,33,3.0,+0:03,18.0,Dillier Silvan,3,BMC Racing Team,",, ,,",2.0,10.0,3,2016
33,,117,12.0,+0:23,13.0,Richeze Ariel Maximiliano,4,Etixx - Quick Step,0:03 0:03,1.0,,3,2016
30,,105,2.0,+0:03,10.0,Roelandts Jurgen,5,Lotto Soudal,",, 0:03",1.0,,3,2016
21,,8,20.0,+0:38,7.0,Restrepo Jhonatan,6,Team Katusha,",, 0:03",,,3,2016
25,,22,8.0,+0:18,4.0,Matthews Michael,7,Orica GreenEDGE,",, 0:03",,,3,2016
29,,71,31.0,+0:45,3.0,Costa Rui,8,Lampre - Merida,",, 0:03",,,3,2016
30,,83,10.0,+0:20,2.0,Geschke Simon,9,Team Giant - Alpecin,",, 0:03",,,3,2016
26,,26,49.0,+1:58,1.0,Juul-Jensen Christopher,10,Orica GreenEDGE,",, 0:03",,,3,2016
27,,146,15.0,+0:28,,Pantano Jarlinson,11,IAM Cycling,",, 0:03",,,3,2016
33,,34,23.0,+0:40,,Gilbert Philippe,12,BMC Racing Team,",, 0:03",,,3,2016
30,,51,9.0,+0:19,,Thomas Geraint,13,Team Sky,",, 0:03",,,3,2016
32,,53,26.0,+0:42,,Go\u0142a\u015b Micha\u0142,14,Team Sky,",, 0:03",,,3,2016
25,,65,7.0,+0:17,,Kelderman Wilco,15,Team LottoNL-Jumbo,",, 0:03",,,3,2016
22,,164,13.0,+0:23,,Latour Pierre,16,AG2R La Mondiale,",, 0:03",,,3,2016
24,,81,29.0,+0:44,,Barguil Warren,17,Team Giant - Alpecin,",, 0:03",,,3,2016
27,,171,4.0,+0:13,,Izagirre Ion,18,Movistar Team,",, 0:03",,,3,2016
29,,141,27.0,+0:43,,Frank Mathias,19,IAM Cycling,",, 0:03",,,3,2016
28,,176,6.0,+0:17,,Izagirre Gorka,20,Movistar Team,",, 0:03",,,3,2016
29,,1,21.0,+0:38,,Spilak Simon,21,Team Katusha,",, 0:03",,,3,2016
26,,3,16.0,+0:33,,Chernetski Sergei,22,Team Katusha,",, 0:03",,,3,2016
27,,31,19.0,+0:35,,van Garderen Tejay,23,BMC Racing Team,",, 0:03",,,3,2016
27,,91,17.0,+0:33,,Talansky Andrew,24,Cannondale Pro Cycling Team,",, 0:03",,,3,2016
22,,103,25.0,+0:41,,Benoot Tiesj,25,Lotto Soudal,",, 0:03",,,3,2016
20,,87,30.0,+0:45,,Oomen Sam,26,Team Giant - Alpecin,",, 0:03",,,3,2016
25,,101,5.0,+0:14,,Wellens Tim,27,Lotto Soudal,",, 0:03",,,3,2016
29,,48,11.0,+0:21,,Boaro Manuele,28,Tinkoff,",, 0:03",,,3,2016
30,,6,36.0,+0:58,,Machado Tiago,29,Team Katusha,0:17 0:17,,,3,2016
29,,36,39.0,+1:02,,Schar Michael,30,BMC Racing Team,",, 0:17",,,3,2016
37,,144,14.0,+0:27,,Elmiger Martin,31,IAM Cycling,",, 0:17",,,3,2016
23,,178,32.0,+0:47,,S\xfctterlin Jasha,32,Movistar Team,",, 0:17",,,3,2016
22,,151,28.0,+0:44,,Lopez Miguel Angel,33,Astana Pro Team,",, 0:17",,,3,2016
34,,55,22.0,+0:39,,Kiryienka Vasil,34,Team Sky,",, 0:17",,,3,2016
30,,38,35.0,+0:58,,Wyss Danilo,35,BMC Racing Team,",, 0:17",,,3,2016
36,,155,33.0,+0:48,,Scarponi Michele,36,Astana Pro Team,",, 0:17",,,3,2016
24,,133,41.0,+1:04,,Elissonde Kenny,37,FDJ,",, 0:17",,,3,2016
24,,2,24.0,+0:41,,Bystr\xf8m Sven Erik,38,Team Katusha,",, 0:17",,,3,2016
31,,205,42.0,+1:06,,Duijn Huub,39,Roompot - Oranje Peloton,",, 0:17",,,3,2016
25,,92,37.0,+1:00,,Dombrowski Joe,40,Cannondale Pro Cycling Team,",, 0:17",,,3,2016
36,,78,38.0,+1:01,,Niemiec Przemyslaw,41,Lampre - Merida,",, 0:17",,,3,2016
31,,132,40.0,+1:04,,Pineau C\xe9dric,42,FDJ,",, 0:17",,,3,2016
23,,115,18.0,+0:33,,Vakoc Petr,43,Etixx - Quick Step,",, 0:17",,,3,2016
30,,111,46.0,+1:41,,Stybar Zdenek,44,Etixx - Quick Step,",, 0:17",,,3,2016
25,,23,44.0,+1:29,,Durbridge Luke,45,Orica GreenEDGE,1:23 1:23,,,3,2016
38,,25,58.0,+2:44,,Hayman Mathew,46,Orica GreenEDGE,",, 1:23",,,3,2016
31,,93,56.0,+2:30,,Breschel Matti,47,Cannondale Pro Cycling Team,",, 1:23",,,3,2016
35,,11,43.0,+1:24,,Cancellara Fabian,48,Trek - Segafredo,",, 1:23",,,3,2016
30,,145,45.0,+1:41,,Hollenstein Reto,49,IAM Cycling,",, 1:23",,,3,2016
26,,66,47.0,+1:41,,Lindeman Bert-Jan,50,Team LottoNL-Jumbo,",, 1:23",,,3,2016
27,,125,50.0,+1:59,,Janse van Rensburg Reinardt,51,Team Dimension Data,",, 1:23",,,3,2016
28,,196,55.0,+2:19,,Pasqualon Andrea,52,Team Roth,",, 1:23",,,3,2016
27,,104,54.0,+2:15,,Ligthart Pim,53,Lotto Soudal,",, 1:23",,,3,2016
22,,185,51.0,+2:01,,Grossschartner Felix,54,CCC Sprandi Polkowice,",, 1:23",,,3,2016
37,,68,48.0,+1:43,,Tankink Bram,55,Team LottoNL-Jumbo,",, 1:23",,,3,2016
30,,102,52.0,+2:02,,Arm\xe9e Sander,56,Lotto Soudal,",, 1:23",,,3,2016
31,,44,53.0,+2:10,,Gatto Oscar,57,Tinkoff,",, 1:23",,,3,2016
23,,43,59.0,+2:48,,McCarthy Jay,58,Tinkoff,2:23 2:23,,,3,2016
26,,62,62.0,+3:04,,Van Asbroeck Tom,59,Team LottoNL-Jumbo,",, 2:23",,,3,2016
30,,211,61.0,+3:00,,Cie\u015blik Pawe\u0142,60,VERVA ActiveJet Pro Cycling Team,",, 2:23",,,3,2016
25,,218,63.0,+3:05,,Sim\xf3n Jordi,61,VERVA ActiveJet Pro Cycling Team,",, 2:23",,,3,2016
29,,186,60.0,+2:53,,Paterski Maciej,62,CCC Sprandi Polkowice,",, 2:23",,,3,2016
25,,122,64.0,+3:11,,Berhane Natnael,63,Team Dimension Data,",, 2:23",,,3,2016
25,,106,66.0,+3:19,,Van der Sande Tosh,64,Lotto Soudal,",, 2:23",,,3,2016
28,,32,68.0,+3:23,,Atapuma John Darwin,65,BMC Racing Team,",, 2:23",,,3,2016
28,,154,84.0,+3:58,,Malacarne Davide,66,Astana Pro Team,",, 2:23",,,3,2016
25,,52,67.0,+3:20,,Boswell Ian,67,Team Sky,",, 2:23",,,3,2016
32,,67,57.0,+2:39,,Martens Paul,68,Team LottoNL-Jumbo,",, 2:23",,,3,2016
22,,202,65.0,+3:15,,Tolhoek Antwan,69,Roompot - Oranje Peloton,",, 2:23",,,3,2016
35,,162,77.0,+3:43,,Dupont Hubert,70,AG2R La Mondiale,3:00 3:00,,,3,2016
35,,166,74.0,+3:38,,Riblon Christophe,71,AG2R La Mondiale,",, 3:00",,,3,2016
34,,165,135.0,+9:56,,Minard S\xe9bastien,72,AG2R La Mondiale,",, 3:00",,,3,2016
29,,137,73.0,+3:37,,Pichon Laurent,73,FDJ,",, 3:00",,,3,2016
36,,15,79.0,+3:47,,Schleck Fr\xe4nk,74,Trek - Segafredo,",, 3:00",,,3,2016
27,,172,75.0,+3:39,,Anacona Winner,75,Movistar Team,",, 3:00",,,3,2016
29,,184,69.0,+3:25,,De La Parte V\xedctor,76,CCC Sprandi Polkowice,",, 3:00",,,3,2016
35,,5,82.0,+3:57,,Lagutin Sergey,77,Team Katusha,",, 3:00",,,3,2016
21,,7,85.0,+4:10,,Mamykin Matvey,78,Team Katusha,",, 3:00",,,3,2016
24,,214,78.0,+3:45,,Hnik Karel,79,VERVA ActiveJet Pro Cycling Team,",, 3:00",,,3,2016
21,,131,81.0,+3:56,,Eiking Odd Christian,80,FDJ,",, 3:00",,,3,2016
22,,136,71.0,+3:31,,Maison J\xe9r\xe9my,81,FDJ,",, 3:00",,,3,2016
32,,4,83.0,+3:58,,Kozonchuk Dmitry,82,Team Katusha,",, 3:00",,,3,2016
24,,37,92.0,+5:33,,Teuns Dylan,83,BMC Racing Team,",, 3:00",,,3,2016
33,,121,70.0,+3:31,,Siutsou Kanstantsin,84,Team Dimension Data,",, 3:00",,,3,2016
29,,175,86.0,+5:11,,Castroviejo Jonathan,85,Movistar Team,",, 3:00",,,3,2016
38,,35,76.0,+3:40,,S\xe1nchez Samuel,86,BMC Racing Team,",, 3:00",,,3,2016
24,,77,80.0,+3:55,,Polanc Jan,87,Lampre - Merida,",, 3:00",,,3,2016
35,,56,72.0,+3:36,,Lopez David,88,Team Sky,",, 3:00",,,3,2016
29,,94,98.0,+5:41,,Koren Kristijan,89,Cannondale Pro Cycling Team,5:07 5:07,,,3,2016
24,,96,129.0,+7:46,,Villella Davide,90,Cannondale Pro Cycling Team,",, 5:07",,,3,2016
28,,45,120.0,+7:24,,Rovny Ivan,91,Tinkoff,",, 5:07",,,3,2016
27,,46,99.0,+5:42,,Sagan Juraj,92,Tinkoff,",, 5:07",,,3,2016
28,,16,97.0,+5:41,,Stetina Peter,93,Trek - Segafredo,",, 5:07",,,3,2016
28,,217,140.0,+12:31,,Podlaski Michal,94,VERVA ActiveJet Pro Cycling Team,",, 5:07",,,3,2016
35,,148,106.0,+5:54,,Zaugg Oliver,95,IAM Cycling,",, 5:07",,,3,2016
29,,147,123.0,+7:30,,Wyss Marcel,96,IAM Cycling,",, 5:07",,,3,2016
30,,76,115.0,+6:04,,Costa M\xe1rio,97,Lampre - Merida,",, 5:07",,,3,2016
22,,63,95.0,+5:39,,Bouwman Koen,98,Team LottoNL-Jumbo,",, 5:07",,,3,2016
23,,98,127.0,+7:35,,Zepuntke Ruben,99,Cannondale Pro Cycling Team,",, 5:07",,,3,2016
28,,75,119.0,+6:47,,Durasek Kristijan,100,Lampre - Merida,",, 5:07",,,3,2016
22,,215,100.0,+5:46,,Koch Jonas,101,VERVA ActiveJet Pro Cycling Team,",, 5:07",,,3,2016
26,,213,109.0,+5:58,,Polnicky Jiri,102,VERVA ActiveJet Pro Cycling Team,",, 5:07",,,3,2016
26,,212,104.0,+5:49,,Stachowiak Adam,103,VERVA ActiveJet Pro Cycling Team,",, 5:07",,,3,2016
33,,28,114.0,+6:04,,Txurruka Amets,104,Orica GreenEDGE,",, 5:07",,,3,2016
22,,135,108.0,+5:58,,Lecuisinier Pierre-Henri,105,FDJ,",, 5:07",,,3,2016
26,,118,94.0,+5:39,,Vermote Julien,106,Etixx - Quick Step,",, 5:07",,,3,2016
23,,173,126.0,+7:34,,Arcas Jorge,107,Movistar Team,",, 5:07",,,3,2016
24,,95,105.0,+5:52,,Skuji\u0146\u0161 Toms,108,Cannondale Pro Cycling Team,",, 5:07",,,3,2016
31,,82,139.0,+11:51,,Fr\xf6hlinger Johannes,109,Team Giant - Alpecin,",, 5:07",,,3,2016
28,,24,124.0,+7:32,,Bewley Sam,110,Orica GreenEDGE,",, 5:07",,,3,2016
24,,207,107.0,+5:56,,van der Lijke Nick,111,Roompot - Oranje Peloton,",, 5:07",,,3,2016
23,,86,113.0,+6:03,,Lunke Sindre Skj\xf8stad,112,Team Giant - Alpecin,",, 5:07",,,3,2016
27,,153,96.0,+5:40,,de Vreese Laurens,113,Astana Pro Team,",, 5:07",,,3,2016
25,,116,88.0,+5:21,,Lampaert Yves,114,Etixx - Quick Step,",, 5:07",,,3,2016
22,,58,118.0,+6:31,,van Poppel Danny,115,Team Sky,",, 5:07",,,3,2016
27,,193,110.0,+5:59,,Krizek Matthias,116,Team Roth,",, 5:07",,,3,2016
23,,27,111.0,+6:00,,Cort Nielsen Magnus,117,Orica GreenEDGE,",, 5:07",,,3,2016
35,,57,101.0,+5:46,,Knees Christian,118,Team Sky,",, 5:07",,,3,2016
27,,194,130.0,+7:52,,Br\xfcngger Nico,119,Team Roth,",, 5:07",,,3,2016
25,,85,91.0,+5:33,,Ludvigsson Tobias,120,Team Giant - Alpecin,",, 5:07",,,3,2016
25,,183,117.0,+6:20,,Hirt Jan,121,CCC Sprandi Polkowice,",, 5:07",,,3,2016
24,,17,87.0,+5:21,,Stuyven Jasper,122,Trek - Segafredo,",, 5:07",,,3,2016
32,,143,90.0,+5:29,,Devenyns Dries,123,IAM Cycling,",, 5:07",,,3,2016
28,,54,138.0,+11:39,,K\xf6nig Leopold,124,Team Sky,",, 5:07",,,3,2016
29,,188,89.0,+5:27,,Marycz Jaroslaw,125,CCC Sprandi Polkowice,",, 5:07",,,3,2016
29,,187,116.0,+6:08,,Ponzi Simone,126,CCC Sprandi Polkowice,",, 5:07",,,3,2016
28,,203,146.0,+14:36,,Kreder Michel,127,Roompot - Oranje Peloton,",, 5:07",,,3,2016
39,,161,102.0,+5:46,,Peraud Jean-Christophe,128,AG2R La Mondiale,",, 5:07",,,3,2016
31,,72,112.0,+6:00,,Arashiro Yukiya,129,Lampre - Merida,",, 5:07",,,3,2016
28,,138,93.0,+5:37,,R\xe9za K\xe9vin,130,FDJ,",, 5:07",,,3,2016
35,,201,125.0,+7:33,,Weening Pieter,131,Roompot - Oranje Peloton,",, 5:07",,,3,2016
35,,88,103.0,+5:48,,ten Dam Laurens,132,Team Giant - Alpecin,",, 5:07",,,3,2016
35,,192,133.0,+9:36,,Pires Bruno,133,Team Roth,7:01 7:01,,,3,2016
31,,42,128.0,+7:37,,Bodnar Maciej,134,Tinkoff,",, 7:01",,,3,2016
26,,204,132.0,+8:14,,Kreder Raymond,135,Roompot - Oranje Peloton,",, 7:01",,,3,2016
38,,47,134.0,+9:36,,Petrov Evgeni,136,Tinkoff,",, 7:01",,,3,2016
27,,108,121.0,+7:28,,Wallays Jelle,137,Lotto Soudal,",, 7:01",,,3,2016
21,,114,122.0,+7:29,,Gaviria Fernando,138,Etixx - Quick Step,",, 7:01",,,3,2016
30,,128,131.0,+7:54,,Thomson Jay Robert,139,Team Dimension Data,",, 7:01",,,3,2016
26,,142,136.0,+10:25,,Br\xe4ndle Matthias,140,IAM Cycling,10:05 10:05,,,3,2016
36,,13,159.0,+16:53,,Rast Gregory,141,Trek - Segafredo,",, 10:05",,,3,2016
31,,182,137.0,+11:22,,Samoilau Branislau,142,CCC Sprandi Polkowice,",, 10:05",,,3,2016
30,,14,160.0,+19:13,,Reijnen Kiel,143,Trek - Segafredo,12:24 12:24,,,3,2016
38,,181,148.0,+14:42,,Szmyd Sylwester,144,CCC Sprandi Polkowice,13:43 13:43,,,3,2016
28,,84,162.0,+20:41,,Ji Cheng,145,Team Giant - Alpecin,",, 13:43",,,3,2016
22,,198,161.0,+20:41,,Baillifard Valentin,146,Team Roth,",, 13:43",,,3,2016
24,,195,169.0,+23:19,,Jaun Lukas,147,Team Roth,",, 13:43",,,3,2016
36,,12,170.0,+27:44,,Devolder Stijn,148,Trek - Segafredo,",, 13:43",,,3,2016
30,,191,143.0,+14:12,,Kohler Martin,149,Team Roth,",, 13:43",,,3,2016
27,,167,153.0,+15:58,,Sergent Jesse,150,AG2R La Mondiale,",, 13:43",,,3,2016
27,,174,152.0,+15:45,,Dowsett Alex,151,Movistar Team,",, 13:43",,,3,2016
25,,216,145.0,+14:21,,Gradek Kamil,152,VERVA ActiveJet Pro Cycling Team,",, 13:43",,,3,2016
29,,156,155.0,+16:08,,Smukulis Gatis,153,Astana Pro Team,",, 13:43",,,3,2016
30,,152,142.0,+14:04,,Boom Lars,154,Astana Pro Team,",, 13:43",,,3,2016
26,,74,150.0,+14:47,,Cimolai Davide,155,Lampre - Merida,",, 13:43",,,3,2016
23,,197,167.0,+23:05,,St\xfcssi Colin,156,Team Roth,",, 13:43",,,3,2016
28,,18,147.0,+14:38,,Zoidl Riccardo,157,Trek - Segafredo,",, 13:43",,,3,2016
33,,113,151.0,+14:52,,Keisse Iljo,158,Etixx - Quick Step,",, 13:43",,,3,2016
35,,157,158.0,+16:41,,Vanotti Alessandro,159,Astana Pro Team,",, 13:43",,,3,2016
32,,73,163.0,+20:46,,Bono Matteo,160,Lampre - Merida,",, 13:43",,,3,2016
31,,123,168.0,+23:06,,Brammeier Matthew,161,Team Dimension Data,",, 13:43",,,3,2016
32,,124,165.0,+20:49,,Farrar Tyler,162,Team Dimension Data,",, 13:43",,,3,2016
27,,64,144.0,+14:19,,Castelijns Twan,163,Team LottoNL-Jumbo,",, 13:43",,,3,2016
29,,127,164.0,+20:48,,Niyonshuti Adrien,164,Team Dimension Data,",, 13:43",,,3,2016
25,,134,141.0,+13:56,,Le Bon Johan,165,FDJ,",, 13:43",,,3,2016
33,,158,156.0,+16:10,,Westra Lieuwe,166,Astana Pro Team,",, 13:43",,,3,2016
31,,107,157.0,+16:21,,Vanendert Jelle,167,Lotto Soudal,",, 13:43",,,3,2016
32,,168,149.0,+14:46,,Turgot S\xe9bastien,168,AG2R La Mondiale,",, 13:43",,,3,2016
29,,163,154.0,+16:07,,Gaudin Damien,169,AG2R La Mondiale,",, 13:43",,,3,2016
22,,112,166.0,+22:36,,Contreras Rodrigo,170,Etixx - Quick Step,16:07 16:07,,,3,2016
27,,208,171.0,+28:15,,de Vries Berden,171,Roompot - Oranje Peloton,19:07 19:07,,,3,2016
25,,97,,+ -9:14:13,,Bevin Patrick,DNF,Cannondale Pro Cycling Team,-4:31:17 -4:31:17,,,3,2016
27,,177,,+ -9:14:13,,Lobato Juan Jos\xe9,DNF,Movistar Team,",, -4:31:17",,,3,2016
25,,206,,+ -9:14:13,,Lammertink Maurits,DNF,Roompot - Oranje Peloton,",, -4:31:17",,,3,2016
33,,117,4.0,+0:17,50.0,Richeze Ariel Maximiliano,1,Etixx - Quick Step,5:08:21 5:08:21,6.0,60.0,4,2016
21,,114,113.0,+7:27,30.0,Gaviria Fernando,2,Etixx - Quick Step,",, ,,",4.0,25.0,4,2016
26,,41,1.0,+0:00,18.0,Sagan Peter,3,Tinkoff,",, ,,",2.0,10.0,4,2016
26,,62,56.0,+3:10,13.0,Van Asbroeck Tom,4,Team LottoNL-Jumbo,0:02 0:02,1.0,,4,2016
24,,17,81.0,+5:27,10.0,Stuyven Jasper,5,Trek - Segafredo,",, 0:02",1.0,,4,2016
23,,27,90.0,+6:06,7.0,Cort Nielsen Magnus,6,Orica GreenEDGE,",, 0:02",,,4,2016
26,,204,122.0,+8:20,4.0,Kreder Raymond,7,Roompot - Oranje Peloton,",, 0:02",,,4,2016
28,,196,51.0,+2:25,3.0,Pasqualon Andrea,8,Team Roth,",, 0:02",,,4,2016
30,,105,2.0,+0:09,2.0,Roelandts Jurgen,9,Lotto Soudal,",, 0:02",,,4,2016
24,,81,27.0,+0:50,1.0,Barguil Warren,10,Team Giant - Alpecin,",, 0:02",,,4,2016
28,,138,84.0,+5:43,,R\xe9za K\xe9vin,11,FDJ,",, 0:02",,,4,2016
27,,125,46.0,+2:05,,Janse van Rensburg Reinardt,12,Team Dimension Data,",, 0:02",,,4,2016
