Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,UCI.1,stage,year
30,,51,10.0,+0:25,,Thomas Geraint,13,Team Sky,",, 0:02",,,4,2016
25,,65,8.0,+0:23,,Kelderman Wilco,14,Team LottoNL-Jumbo,",, 0:02",,,4,2016
29,,71,29.0,+0:51,,Costa Rui,15,Lampre - Merida,",, 0:02",,,4,2016
28,,176,7.0,+0:23,,Izagirre Gorka,16,Movistar Team,",, 0:02",,,4,2016
31,,93,52.0,+2:36,,Breschel Matti,17,Cannondale Pro Cycling Team,",, 0:02",,,4,2016
22,,151,26.0,+0:50,,Lopez Miguel Angel,18,Astana Pro Team,",, 0:02",,,4,2016
27,,171,5.0,+0:19,,Izagirre Ion,19,Movistar Team,",, 0:02",,,4,2016
27,,104,50.0,+2:21,,Ligthart Pim,20,Lotto Soudal,",, 0:02",,,4,2016
30,,38,33.0,+1:04,,Wyss Danilo,21,BMC Racing Team,",, 0:02",,,4,2016
35,,5,68.0,+4:03,,Lagutin Sergey,22,Team Katusha,",, 0:02",,,4,2016
20,,87,28.0,+0:51,,Oomen Sam,23,Team Giant - Alpecin,",, 0:02",,,4,2016
32,,53,24.0,+0:48,,Go\u0142a\u015b Micha\u0142,24,Team Sky,",, 0:02",,,4,2016
36,,155,31.0,+0:54,,Scarponi Michele,25,Astana Pro Team,",, 0:02",,,4,2016
22,,58,106.0,+6:37,,van Poppel Danny,26,Team Sky,",, 0:02",,,4,2016
31,,82,133.0,+11:57,,Fr\xf6hlinger Johannes,27,Team Giant - Alpecin,",, 0:02",,,4,2016
25,,218,57.0,+3:11,,Sim\xf3n Jordi,28,VERVA ActiveJet Pro Cycling Team,",, 0:02",,,4,2016
30,,83,11.0,+0:26,,Geschke Simon,29,Team Giant - Alpecin,",, 0:02",,,4,2016
37,,68,45.0,+1:49,,Tankink Bram,30,Team LottoNL-Jumbo,",, 0:02",,,4,2016
27,,153,85.0,+5:46,,de Vreese Laurens,31,Astana Pro Team,",, 0:02",,,4,2016
29,,184,61.0,+3:31,,De La Parte V\xedctor,32,CCC Sprandi Polkowice,",, 0:02",,,4,2016
27,,46,86.0,+5:48,,Sagan Juraj,33,Tinkoff,",, 0:02",,,4,2016
23,,115,17.0,+0:39,,Vakoc Petr,34,Etixx - Quick Step,",, 0:02",,,4,2016
25,,22,9.0,+0:24,,Matthews Michael,35,Orica GreenEDGE,",, 0:02",,,4,2016
25,,85,83.0,+5:39,,Ludvigsson Tobias,36,Team Giant - Alpecin,",, 0:02",,,4,2016
29,,36,34.0,+1:08,,Schar Michael,37,BMC Racing Team,",, 0:02",,,4,2016
31,,44,49.0,+2:16,,Gatto Oscar,38,Tinkoff,",, 0:02",,,4,2016
22,,103,23.0,+0:47,,Benoot Tiesj,39,Lotto Soudal,",, 0:02",,,4,2016
27,,31,18.0,+0:41,,van Garderen Tejay,40,BMC Racing Team,",, 0:02",,,4,2016
25,,101,6.0,+0:20,,Wellens Tim,41,Lotto Soudal,",, 0:02",,,4,2016
25,,216,138.0,+14:27,,Gradek Kamil,42,VERVA ActiveJet Pro Cycling Team,",, 0:02",,,4,2016
23,,178,30.0,+0:53,,S\xfctterlin Jasha,43,Movistar Team,",, 0:02",,,4,2016
27,,146,14.0,+0:34,,Pantano Jarlinson,44,IAM Cycling,",, 0:02",,,4,2016
34,,165,128.0,+10:02,,Minard S\xe9bastien,45,AG2R La Mondiale,",, 0:02",,,4,2016
25,,122,60.0,+3:17,,Berhane Natnael,46,Team Dimension Data,",, 0:02",,,4,2016
22,,164,12.0,+0:29,,Latour Pierre,47,AG2R La Mondiale,",, 0:02",,,4,2016
21,,8,19.0,+0:44,,Restrepo Jhonatan,48,Team Katusha,",, 0:02",,,4,2016
27,,91,16.0,+0:39,,Talansky Andrew,49,Cannondale Pro Cycling Team,",, 0:02",,,4,2016
37,,144,13.0,+0:33,,Elmiger Martin,50,IAM Cycling,",, 0:02",,,4,2016
22,,185,47.0,+2:07,,Grossschartner Felix,51,CCC Sprandi Polkowice,",, 0:02",,,4,2016
24,,2,22.0,+0:47,,Bystr\xf8m Sven Erik,52,Team Katusha,",, 0:02",,,4,2016
24,,214,64.0,+3:51,,Hnik Karel,53,VERVA ActiveJet Pro Cycling Team,",, 0:02",,,4,2016
26,,74,141.0,+14:53,,Cimolai Davide,54,Lampre - Merida,",, 0:02",,,4,2016
29,,187,94.0,+6:14,,Ponzi Simone,55,CCC Sprandi Polkowice,",, 0:02",,,4,2016
29,,137,62.0,+3:43,,Pichon Laurent,56,FDJ,",, 0:02",,,4,2016
29,,1,20.0,+0:44,,Spilak Simon,57,Team Katusha,",, 0:02",,,4,2016
30,,211,55.0,+3:06,,Cie\u015blik Pawe\u0142,58,VERVA ActiveJet Pro Cycling Team,",, 0:02",,,4,2016
30,,145,43.0,+1:47,,Hollenstein Reto,59,IAM Cycling,",, 0:02",,,4,2016
26,,3,15.0,+0:39,,Chernetski Sergei,60,Team Katusha,",, 0:02",,,4,2016
24,,77,67.0,+4:01,,Polanc Jan,61,Lampre - Merida,",, 0:02",,,4,2016
29,,141,25.0,+0:49,,Frank Mathias,62,IAM Cycling,",, 0:02",,,4,2016
34,,55,21.0,+0:45,,Kiryienka Vasil,63,Team Sky,",, 0:02",,,4,2016
25,,33,3.0,+0:09,,Dillier Silvan,64,BMC Racing Team,",, 0:02",,,4,2016
35,,57,87.0,+5:52,,Knees Christian,65,Team Sky,",, 0:02",,,4,2016
32,,67,54.0,+2:45,,Martens Paul,66,Team LottoNL-Jumbo,",, 0:02",,,4,2016
31,,72,91.0,+6:06,,Arashiro Yukiya,67,Lampre - Merida,",, 0:02",,,4,2016
30,,152,137.0,+14:10,,Boom Lars,68,Astana Pro Team,",, 0:02",,,4,2016
31,,132,35.0,+1:10,,Pineau C\xe9dric,69,FDJ,",, 0:02",,,4,2016
26,,66,44.0,+1:47,,Lindeman Bert-Jan,70,Team LottoNL-Jumbo,",, 0:02",,,4,2016
35,,21,36.0,+1:13,,Albasini Michael,71,Orica GreenEDGE,0:20 0:20,,,4,2016
28,,203,142.0,+15:03,,Kreder Michel,72,Roompot - Oranje Peloton,0:23 0:23,,,4,2016
38,,25,58.0,+3:11,,Hayman Mathew,73,Orica GreenEDGE,",, 0:23",,,4,2016
23,,43,59.0,+3:15,,McCarthy Jay,74,Tinkoff,",, 0:23",,,4,2016
30,,14,156.0,+19:43,,Reijnen Kiel,75,Trek - Segafredo,0:26 0:26,,,4,2016
28,,24,119.0,+8:04,,Bewley Sam,76,Orica GreenEDGE,0:28 0:28,,,4,2016
24,,95,101.0,+6:27,,Skuji\u0146\u0161 Toms,77,Cannondale Pro Cycling Team,0:31 0:31,,,4,2016
27,,172,71.0,+4:14,,Anacona Winner,78,Movistar Team,",, 0:31",,,4,2016
25,,92,39.0,+1:35,,Dombrowski Joe,79,Cannondale Pro Cycling Team,",, 0:31",,,4,2016
23,,98,121.0,+8:10,,Zepuntke Ruben,80,Cannondale Pro Cycling Team,",, 0:31",,,4,2016
29,,48,32.0,+0:56,,Boaro Manuele,81,Tinkoff,",, 0:31",,,4,2016
25,,134,139.0,+14:31,,Le Bon Johan,82,FDJ,",, 0:31",,,4,2016
30,,6,38.0,+1:33,,Machado Tiago,83,Team Katusha,",, 0:31",,,4,2016
21,,131,74.0,+4:31,,Eiking Odd Christian,84,FDJ,",, 0:31",,,4,2016
35,,162,72.0,+4:18,,Dupont Hubert,85,AG2R La Mondiale,",, 0:31",,,4,2016
24,,133,41.0,+1:39,,Elissonde Kenny,86,FDJ,",, 0:31",,,4,2016
23,,86,107.0,+6:38,,Lunke Sindre Skj\xf8stad,87,Team Giant - Alpecin,",, 0:31",,,4,2016
27,,193,105.0,+6:34,,Krizek Matthias,88,Team Roth,",, 0:31",,,4,2016
33,,34,37.0,+1:15,,Gilbert Philippe,89,BMC Racing Team,",, 0:31",,,4,2016
28,,32,66.0,+3:58,,Atapuma John Darwin,90,BMC Racing Team,",, 0:31",,,4,2016
32,,168,143.0,+15:21,,Turgot S\xe9bastien,91,AG2R La Mondiale,",, 0:31",,,4,2016
33,,121,69.0,+4:06,,Siutsou Kanstantsin,92,Team Dimension Data,",, 0:31",,,4,2016
28,,75,112.0,+7:22,,Durasek Kristijan,93,Lampre - Merida,",, 0:31",,,4,2016
32,,124,158.0,+21:24,,Farrar Tyler,94,Team Dimension Data,",, 0:31",,,4,2016
35,,148,102.0,+6:29,,Zaugg Oliver,95,IAM Cycling,",, 0:31",,,4,2016
22,,215,97.0,+6:21,,Koch Jonas,96,VERVA ActiveJet Pro Cycling Team,",, 0:31",,,4,2016
25,,183,109.0,+6:55,,Hirt Jan,97,CCC Sprandi Polkowice,",, 0:31",,,4,2016
30,,111,48.0,+2:16,,Stybar Zdenek,98,Etixx - Quick Step,",, 0:31",,,4,2016
28,,16,95.0,+6:16,,Stetina Peter,99,Trek - Segafredo,",, 0:31",,,4,2016
22,,202,63.0,+3:50,,Tolhoek Antwan,100,Roompot - Oranje Peloton,",, 0:31",,,4,2016
26,,212,100.0,+6:24,,Stachowiak Adam,101,VERVA ActiveJet Pro Cycling Team,",, 0:31",,,4,2016
31,,205,42.0,+1:41,,Duijn Huub,102,Roompot - Oranje Peloton,",, 0:31",,,4,2016
24,,37,92.0,+6:08,,Teuns Dylan,103,BMC Racing Team,",, 0:31",,,4,2016
35,,88,99.0,+6:23,,ten Dam Laurens,104,Team Giant - Alpecin,",, 0:31",,,4,2016
25,,106,65.0,+3:54,,Van der Sande Tosh,105,Lotto Soudal,",, 0:31",,,4,2016
36,,15,73.0,+4:22,,Schleck Fr\xe4nk,106,Trek - Segafredo,",, 0:31",,,4,2016
22,,135,103.0,+6:33,,Lecuisinier Pierre-Henri,107,FDJ,",, 0:31",,,4,2016
23,,197,162.0,+23:40,,St\xfcssi Colin,108,Team Roth,",, 0:31",,,4,2016
30,,191,140.0,+14:47,,Kohler Martin,109,Team Roth,",, 0:31",,,4,2016
35,,157,150.0,+17:16,,Vanotti Alessandro,110,Astana Pro Team,",, 0:31",,,4,2016
32,,143,89.0,+6:04,,Devenyns Dries,111,IAM Cycling,",, 0:31",,,4,2016
30,,102,53.0,+2:37,,Arm\xe9e Sander,112,Lotto Soudal,",, 0:31",,,4,2016
32,,4,75.0,+4:33,,Kozonchuk Dmitry,113,Team Katusha,",, 0:31",,,4,2016
22,,63,93.0,+6:14,,Bouwman Koen,114,Team LottoNL-Jumbo,",, 0:31",,,4,2016
26,,142,130.0,+11:00,,Br\xe4ndle Matthias,115,IAM Cycling,",, 0:31",,,4,2016
21,,7,77.0,+4:45,,Mamykin Matvey,116,Team Katusha,",, 0:31",,,4,2016
29,,188,88.0,+6:02,,Marycz Jaroslaw,117,CCC Sprandi Polkowice,",, 0:31",,,4,2016
26,,213,104.0,+6:33,,Polnicky Jiri,118,VERVA ActiveJet Pro Cycling Team,",, 0:31",,,4,2016
29,,94,96.0,+6:16,,Koren Kristijan,119,Cannondale Pro Cycling Team,",, 0:31",,,4,2016
27,,108,118.0,+8:03,,Wallays Jelle,120,Lotto Soudal,",, 0:31",,,4,2016
36,,78,40.0,+1:36,,Niemiec Przemyslaw,121,Lampre - Merida,",, 0:31",,,4,2016
35,,201,120.0,+8:08,,Weening Pieter,122,Roompot - Oranje Peloton,",, 0:31",,,4,2016
30,,128,124.0,+8:29,,Thomson Jay Robert,123,Team Dimension Data,",, 0:31",,,4,2016
24,,96,123.0,+8:21,,Villella Davide,124,Cannondale Pro Cycling Team,",, 0:31",,,4,2016
39,,161,98.0,+6:21,,Peraud Jean-Christophe,125,AG2R La Mondiale,",, 0:31",,,4,2016
28,,18,148.0,+16:26,,Zoidl Riccardo,126,Trek - Segafredo,1:44 1:44,,,4,2016
33,,28,117.0,+7:52,,Txurruka Amets,127,Orica GreenEDGE,",, 1:44",,,4,2016
36,,13,153.0,+18:41,,Rast Gregory,128,Trek - Segafredo,",, 1:44",,,4,2016
27,,167,151.0,+17:46,,Sergent Jesse,129,AG2R La Mondiale,",, 1:44",,,4,2016
36,,12,168.0,+29:32,,Devolder Stijn,130,Trek - Segafredo,",, 1:44",,,4,2016
31,,123,166.0,+24:52,,Brammeier Matthew,131,Team Dimension Data,",, 1:44",,,4,2016
31,,182,134.0,+13:12,,Samoilau Branislau,132,CCC Sprandi Polkowice,",, 1:44",,,4,2016
29,,127,160.0,+22:38,,Niyonshuti Adrien,133,Team Dimension Data,",, 1:44",,,4,2016
38,,181,149.0,+16:32,,Szmyd Sylwester,134,CCC Sprandi Polkowice,",, 1:44",,,4,2016
24,,207,116.0,+7:44,,van der Lijke Nick,135,Roompot - Oranje Peloton,",, 1:44",,,4,2016
27,,64,146.0,+16:09,,Castelijns Twan,136,Team LottoNL-Jumbo,",, 1:44",,,4,2016
25,,52,78.0,+5:10,,Boswell Ian,137,Team Sky,",, 1:44",,,4,2016
35,,56,80.0,+5:26,,Lopez David,138,Team Sky,",, 1:44",,,4,2016
23,,173,126.0,+9:24,,Arcas Jorge,139,Movistar Team,",, 1:44",,,4,2016
29,,175,110.0,+7:01,,Castroviejo Jonathan,140,Movistar Team,",, 1:44",,,4,2016
28,,45,125.0,+9:14,,Rovny Ivan,141,Tinkoff,",, 1:44",,,4,2016
29,,163,152.0,+17:57,,Gaudin Damien,142,AG2R La Mondiale,",, 1:44",,,4,2016
25,,116,111.0,+7:20,,Lampaert Yves,143,Etixx - Quick Step,1:55 1:55,,,4,2016
26,,118,115.0,+7:38,,Vermote Julien,144,Etixx - Quick Step,",, 1:55",,,4,2016
22,,136,82.0,+5:35,,Maison J\xe9r\xe9my,145,FDJ,",, 1:55",,,4,2016
25,,23,70.0,+4:14,,Durbridge Luke,146,Orica GreenEDGE,2:41 2:41,,,4,2016
26,,26,76.0,+4:43,,Juul-Jensen Christopher,147,Orica GreenEDGE,",, 2:41",,,4,2016
30,,76,127.0,+9:30,,Costa M\xe1rio,148,Lampre - Merida,3:22 3:22,,,4,2016
29,,156,155.0,+19:34,,Smukulis Gatis,149,Astana Pro Team,",, 3:22",,,4,2016
28,,154,114.0,+7:27,,Malacarne Davide,150,Astana Pro Team,3:25 3:25,,,4,2016
29,,147,131.0,+11:10,,Wyss Marcel,151,IAM Cycling,3:36 3:36,,,4,2016
27,,208,170.0,+32:08,,de Vries Berden,152,Roompot - Oranje Peloton,3:49 3:49,,,4,2016
33,,158,157.0,+20:03,,Westra Lieuwe,153,Astana Pro Team,",, 3:49",,,4,2016
35,,11,79.0,+5:17,,Cancellara Fabian,154,Trek - Segafredo,",, 3:49",,,4,2016
33,,113,154.0,+18:45,,Keisse Iljo,155,Etixx - Quick Step,",, 3:49",,,4,2016
28,,217,147.0,+16:24,,Podlaski Michal,156,VERVA ActiveJet Pro Cycling Team,",, 3:49",,,4,2016
29,,186,108.0,+6:46,,Paterski Maciej,157,CCC Sprandi Polkowice,",, 3:49",,,4,2016
27,,194,132.0,+11:45,,Br\xfcngger Nico,158,Team Roth,",, 3:49",,,4,2016
35,,192,135.0,+13:29,,Pires Bruno,159,Team Roth,",, 3:49",,,4,2016
22,,198,163.0,+24:34,,Baillifard Valentin,160,Team Roth,",, 3:49",,,4,2016
32,,73,165.0,+24:39,,Bono Matteo,161,Lampre - Merida,",, 3:49",,,4,2016
28,,54,144.0,+15:32,,K\xf6nig Leopold,162,Team Sky,",, 3:49",,,4,2016
28,,84,164.0,+24:34,,Ji Cheng,163,Team Giant - Alpecin,",, 3:49",,,4,2016
35,,166,129.0,+10:09,,Riblon Christophe,164,AG2R La Mondiale,6:27 6:27,,,4,2016
24,,195,169.0,+29:47,,Jaun Lukas,165,Team Roth,",, 6:27",,,4,2016
31,,107,161.0,+22:52,,Vanendert Jelle,166,Lotto Soudal,",, 6:27",,,4,2016
22,,112,167.0,+29:07,,Contreras Rodrigo,167,Etixx - Quick Step,",, 6:27",,,4,2016
31,,42,136.0,+14:08,,Bodnar Maciej,168,Tinkoff,",, 6:27",,,4,2016
27,,174,159.0,+22:16,,Dowsett Alex,169,Movistar Team,",, 6:27",,,4,2016
38,,47,145.0,+16:07,,Petrov Evgeni,170,Tinkoff,",, 6:27",,,4,2016
38,,35,,+ - 14:22:30,,S\xe1nchez Samuel,DNS,BMC Racing Team,-5:08:21 -5:08:21,,,4,2016
28,,32,19.0,+3:15,50.0,Atapuma John Darwin,1,BMC Racing Team,3:41:52 3:41:52,6.0,60.0,5,2016
24,,81,4.0,+0:16,30.0,Barguil Warren,2,Team Giant - Alpecin,0:04 0:04,4.0,25.0,5,2016
22,,164,1.0,+0:00,18.0,Latour Pierre,3,AG2R La Mondiale,0:07 0:07,2.0,10.0,5,2016
27,,31,5.0,+0:18,13.0,van Garderen Tejay,4,BMC Racing Team,0:09 0:09,1.0,,5,2016
25,,65,2.0,+0:00,10.0,Kelderman Wilco,5,Team LottoNL-Jumbo,",, 0:09",1.0,,5,2016
30,,51,3.0,+0:05,7.0,Thomas Geraint,6,Team Sky,0:12 0:12,,,5,2016
27,,91,6.0,+0:19,4.0,Talansky Andrew,7,Cannondale Pro Cycling Team,",, 0:12",,,5,2016
29,,71,11.0,+0:35,3.0,Costa Rui,8,Lampre - Merida,0:16 0:16,,,5,2016
36,,155,12.0,+0:38,2.0,Scarponi Michele,9,Astana Pro Team,",, 0:16",,,5,2016
22,,151,9.0,+0:34,1.0,Lopez Miguel Angel,10,Astana Pro Team,",, 0:16",,,5,2016
29,,1,13.0,+0:44,,Spilak Simon,11,Team Katusha,0:32 0:32,,,5,2016
27,,146,10.0,+0:34,,Pantano Jarlinson,12,IAM Cycling,",, 0:32",,,5,2016
28,,176,7.0,+0:27,,Izagirre Gorka,13,Movistar Team,0:36 0:36,,,5,2016
29,,184,20.0,+3:42,,De La Parte V\xedctor,14,CCC Sprandi Polkowice,0:43 0:43,,,5,2016
27,,171,8.0,+0:30,,Izagirre Ion,15,Movistar Team,",, 0:43",,,5,2016
26,,3,15.0,+1:06,,Chernetski Sergei,16,Team Katusha,0:59 0:59,,,5,2016
25,,101,14.0,+0:47,,Wellens Tim,17,Lotto Soudal,",, 0:59",,,5,2016
24,,77,25.0,+4:42,,Polanc Jan,18,Lampre - Merida,",, 0:59",,,5,2016
30,,211,21.0,+3:52,,Cie\u015blik Pawe\u0142,19,VERVA ActiveJet Pro Cycling Team,1:18 1:18,,,5,2016
29,,141,16.0,+1:38,,Frank Mathias,20,IAM Cycling,1:21 1:21,,,5,2016
23,,115,17.0,+2:07,,Vakoc Petr,21,Etixx - Quick Step,2:00 2:00,,,5,2016
34,,55,18.0,+2:16,,Kiryienka Vasil,22,Team Sky,2:03 2:03,,,5,2016
30,,102,22.0,+4:10,,Arm\xe9e Sander,23,Lotto Soudal,2:05 2:05,,,5,2016
28,,16,35.0,+8:01,,Stetina Peter,24,Trek - Segafredo,2:17 2:17,,,5,2016
25,,122,26.0,+5:11,,Berhane Natnael,25,Team Dimension Data,2:26 2:26,,,5,2016
22,,185,23.0,+4:11,,Grossschartner Felix,26,CCC Sprandi Polkowice,2:36 2:36,,,5,2016
25,,52,33.0,+7:38,,Boswell Ian,27,Team Sky,3:00 3:00,,,5,2016
35,,162,31.0,+7:07,,Dupont Hubert,28,AG2R La Mondiale,3:21 3:21,,,5,2016
25,,218,30.0,+6:25,,Sim\xf3n Jordi,29,VERVA ActiveJet Pro Cycling Team,3:46 3:46,,,5,2016
36,,15,34.0,+7:52,,Schleck Fr\xe4nk,30,Trek - Segafredo,4:02 4:02,,,5,2016
31,,182,53.0,+16:42,,Samoilau Branislau,31,CCC Sprandi Polkowice,",, 4:02",,,5,2016
22,,103,24.0,+4:37,,Benoot Tiesj,32,Lotto Soudal,4:22 4:22,,,5,2016
24,,133,29.0,+6:03,,Elissonde Kenny,33,FDJ,4:56 4:56,,,5,2016
30,,6,27.0,+5:57,,Machado Tiago,34,Team Katusha,",, 4:56",,,5,2016
26,,26,37.0,+9:07,,Juul-Jensen Christopher,35,Orica GreenEDGE,",, 4:56",,,5,2016
21,,7,39.0,+9:52,,Mamykin Matvey,36,Team Katusha,5:39 5:39,,,5,2016
22,,63,42.0,+11:46,,Bouwman Koen,37,Team LottoNL-Jumbo,6:04 6:04,,,5,2016
30,,83,28.0,+6:02,,Geschke Simon,38,Team Giant - Alpecin,6:08 6:08,,,5,2016
28,,18,70.0,+22:06,,Zoidl Riccardo,39,Trek - Segafredo,6:12 6:12,,,5,2016
29,,48,32.0,+7:29,,Boaro Manuele,40,Tinkoff,7:05 7:05,,,5,2016
35,,166,57.0,+17:40,,Riblon Christophe,41,AG2R La Mondiale,8:03 8:03,,,5,2016
20,,87,36.0,+8:31,,Oomen Sam,42,Team Giant - Alpecin,8:12 8:12,,,5,2016
27,,172,44.0,+12:27,,Anacona Winner,43,Movistar Team,8:45 8:45,,,5,2016
35,,56,51.0,+14:23,,Lopez David,44,Team Sky,9:29 9:29,,,5,2016
33,,121,47.0,+12:59,,Siutsou Kanstantsin,45,Team Dimension Data,",, 9:29",,,5,2016
29,,36,41.0,+10:10,,Schar Michael,46,BMC Racing Team,9:34 9:34,,,5,2016
37,,144,38.0,+9:35,,Elmiger Martin,47,IAM Cycling,",, 9:34",,,5,2016
29,,147,65.0,+20:12,,Wyss Marcel,48,IAM Cycling,",, 9:34",,,5,2016
23,,173,58.0,+18:26,,Arcas Jorge,49,Movistar Team,",, 9:34",,,5,2016
30,,38,40.0,+10:06,,Wyss Danilo,50,BMC Racing Team,",, 9:34",,,5,2016
23,,86,52.0,+15:40,,Lunke Sindre Skj\xf8stad,51,Team Giant - Alpecin,",, 9:34",,,5,2016
29,,137,45.0,+12:45,,Pichon Laurent,52,FDJ,",, 9:34",,,5,2016
28,,54,85.0,+25:31,,K\xf6nig Leopold,53,Team Sky,10:31 10:31,,,5,2016
36,,78,43.0,+12:09,,Niemiec Przemyslaw,54,Lampre - Merida,11:05 11:05,,,5,2016
28,,154,61.0,+19:19,,Malacarne Davide,55,Astana Pro Team,12:24 12:24,,,5,2016
33,,34,48.0,+13:07,,Gilbert Philippe,56,BMC Racing Team,",, 12:24",,,5,2016
35,,57,59.0,+18:37,,Knees Christian,57,Team Sky,13:17 13:17,,,5,2016
25,,92,50.0,+14:20,,Dombrowski Joe,58,Cannondale Pro Cycling Team,",, 13:17",,,5,2016
35,,5,54.0,+16:48,,Lagutin Sergey,59,Team Katusha,",, 13:17",,,5,2016
25,,33,46.0,+12:54,,Dillier Silvan,60,BMC Racing Team,",, 13:17",,,5,2016
28,,75,64.0,+20:07,,Durasek Kristijan,61,Lampre - Merida,",, 13:17",,,5,2016
29,,175,62.0,+19:46,,Castroviejo Jonathan,62,Movistar Team,",, 13:17",,,5,2016
33,,28,66.0,+20:37,,Txurruka Amets,63,Orica GreenEDGE,",, 13:17",,,5,2016
32,,53,49.0,+13:33,,Go\u0142a\u015b Micha\u0142,64,Team Sky,",, 13:17",,,5,2016
35,,88,68.0,+21:29,,ten Dam Laurens,65,Team Giant - Alpecin,15:38 15:38,,,5,2016
37,,68,56.0,+16:55,,Tankink Bram,66,Team LottoNL-Jumbo,",, 15:38",,,5,2016
22,,202,63.0,+19:59,,Tolhoek Antwan,67,Roompot - Oranje Peloton,16:41 16:41,,,5,2016
25,,22,55.0,+16:54,,Matthews Michael,68,Orica GreenEDGE,17:02 17:02,,,5,2016
38,,181,133.0,+35:46,,Szmyd Sylwester,69,CCC Sprandi Polkowice,19:46 19:46,,,5,2016
26,,41,60.0,+19:14,,Sagan Peter,70,Tinkoff,",, 19:46",,,5,2016
25,,216,127.0,+33:56,,Gradek Kamil,71,VERVA ActiveJet Pro Cycling Team,20:01 20:01,,,5,2016
28,,203,129.0,+34:32,,Kreder Michel,72,Roompot - Oranje Peloton,",, 20:01",,,5,2016
25,,183,89.0,+26:24,,Hirt Jan,73,CCC Sprandi Polkowice,",, 20:01",,,5,2016
35,,201,95.0,+27:37,,Weening Pieter,74,Roompot - Oranje Peloton,",, 20:01",,,5,2016
27,,167,134.0,+37:15,,Sergent Jesse,75,AG2R La Mondiale,",, 20:01",,,5,2016
24,,17,87.0,+25:47,,Stuyven Jasper,76,Trek - Segafredo,20:52 20:52,,,5,2016
32,,67,74.0,+23:05,,Martens Paul,77,Team LottoNL-Jumbo,",, 20:52",,,5,2016
26,,66,71.0,+22:07,,Lindeman Bert-Jan,78,Team LottoNL-Jumbo,",, 20:52",,,5,2016
27,,104,73.0,+22:41,,Ligthart Pim,79,Lotto Soudal,",, 20:52",,,5,2016
31,,205,69.0,+22:01,,Duijn Huub,80,Roompot - Oranje Peloton,",, 20:52",,,5,2016
22,,215,91.0,+26:41,,Koch Jonas,81,VERVA ActiveJet Pro Cycling Team,",, 20:52",,,5,2016
24,,2,67.0,+21:07,,Bystr\xf8m Sven Erik,82,Team Katusha,",, 20:52",,,5,2016
21,,131,82.0,+24:51,,Eiking Odd Christian,83,FDJ,",, 20:52",,,5,2016
35,,192,126.0,+33:49,,Pires Bruno,84,Team Roth,",, 20:52",,,5,2016
34,,165,114.0,+30:22,,Minard S\xe9bastien,85,AG2R La Mondiale,",, 20:52",,,5,2016
30,,111,72.0,+22:36,,Stybar Zdenek,86,Etixx - Quick Step,",, 20:52",,,5,2016
29,,163,138.0,+38:17,,Gaudin Damien,87,AG2R La Mondiale,",, 20:52",,,5,2016
24,,207,112.0,+29:49,,van der Lijke Nick,88,Roompot - Oranje Peloton,22:37 22:37,,,5,2016
29,,156,147.0,+42:36,,Smukulis Gatis,89,Astana Pro Team,23:34 23:34,,,5,2016
30,,145,81.0,+24:49,,Hollenstein Reto,90,IAM Cycling,",, 23:34",,,5,2016
23,,197,153.0,+46:42,,St\xfcssi Colin,91,Team Roth,",, 23:34",,,5,2016
32,,168,139.0,+38:23,,Turgot S\xe9bastien,92,AG2R La Mondiale,",, 23:34",,,5,2016
24,,195,158.0,+52:49,,Jaun Lukas,93,Team Roth,",, 23:34",,,5,2016
29,,187,101.0,+29:16,,Ponzi Simone,94,CCC Sprandi Polkowice,",, 23:34",,,5,2016
39,,161,104.0,+29:23,,Peraud Jean-Christophe,95,AG2R La Mondiale,",, 23:34",,,5,2016
38,,47,141.0,+39:09,,Petrov Evgeni,96,Tinkoff,",, 23:34",,,5,2016
31,,132,79.0,+24:12,,Pineau C\xe9dric,97,FDJ,",, 23:34",,,5,2016
35,,157,144.0,+40:18,,Vanotti Alessandro,98,Astana Pro Team,",, 23:34",,,5,2016
30,,191,137.0,+37:49,,Kohler Martin,99,Team Roth,",, 23:34",,,5,2016
24,,96,121.0,+31:23,,Villella Davide,100,Cannondale Pro Cycling Team,",, 23:34",,,5,2016
32,,4,94.0,+27:35,,Kozonchuk Dmitry,101,Team Katusha,",, 23:34",,,5,2016
29,,127,152.0,+45:40,,Niyonshuti Adrien,102,Team Dimension Data,",, 23:34",,,5,2016
27,,193,110.0,+29:36,,Krizek Matthias,103,Team Roth,",, 23:34",,,5,2016
29,,186,111.0,+29:48,,Paterski Maciej,104,CCC Sprandi Polkowice,",, 23:34",,,5,2016
33,,113,146.0,+41:47,,Keisse Iljo,105,Etixx - Quick Step,",, 23:34",,,5,2016
22,,198,154.0,+47:36,,Baillifard Valentin,106,Team Roth,",, 23:34",,,5,2016
23,,178,78.0,+23:55,,S\xfctterlin Jasha,107,Movistar Team,",, 23:34",,,5,2016
27,,46,98.0,+28:50,,Sagan Juraj,108,Tinkoff,",, 23:34",,,5,2016
26,,118,117.0,+30:40,,Vermote Julien,109,Etixx - Quick Step,",, 23:34",,,5,2016
29,,94,102.0,+29:18,,Koren Kristijan,110,Cannondale Pro Cycling Team,",, 23:34",,,5,2016
23,,98,120.0,+31:12,,Zepuntke Ruben,111,Cannondale Pro Cycling Team,",, 23:34",,,5,2016
