Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
21,6,18,,Pibernik Luka,1,Lampre - Merida,,2,2015
30,151,12,,Fuglsang Jakob,2,Astana Pro Team,,2,2015
27,108,12,,Meyer Cameron,3,Orica GreenEDGE,,2,2015
30,154,10,,Agnoli Valerio,4,Astana Pro Team,,2,2015
37,171,8,,Szmyd Sylwester,5,CCC Sprandi Polkowice,,2,2015
29,52,8,,Thomas Geraint,6,Team Sky,,2,2015
29,128,8,,Roelandts Jurgen,7,Lotto Soudal,,2,2015
28,78,6,,Spilak Simon,8,Team Katusha,,2,2015
24,168,6,,Domont Axel,9,AG2R La Mondiale,,2,2015
24,85,4,,Dumoulin Tom,10,Team Giant - Alpecin,,2,2015
32,57,4,,Siutsou Kanstantsin,11,Team Sky,,2,2015
30,14,4,,Didier Laurent,12,Trek Factory Racing,,2,2015
25,131,2,,Pinot Thibaut,13,FDJ,,2,2015
27,32,2,,Atapuma John Darwin,14,BMC Racing Team,,2,2015
28,22,1,,Coppel J\xe9rome,15,IAM Cycling,,2,2015
30,86,1,,Fr\xf6hlinger Johannes,16,Team Giant - Alpecin,,2,2015
27,23,28,,Denifl Stefan,1,IAM Cycling,-,3,2015
21,6,22,1.0,Pibernik Luka,2,Lampre - Merida,\u25bc1,3,2015
30,172,16,,Samoilau Branislau,3,CCC Sprandi Polkowice,-,3,2015
31,186,15,,Marcato Marco,4,Wanty - Groupe Gobert,-,3,2015
30,151,14,2.0,Fuglsang Jakob,5,Astana Pro Team,\u25bc3,3,2015
27,108,12,3.0,Meyer Cameron,6,Orica GreenEDGE,\u25bc3,3,2015
30,154,10,4.0,Agnoli Valerio,7,Astana Pro Team,\u25bc3,3,2015
37,171,8,5.0,Szmyd Sylwester,8,CCC Sprandi Polkowice,\u25bc3,3,2015
29,52,8,6.0,Thomas Geraint,9,Team Sky,\u25bc3,3,2015
29,128,8,7.0,Roelandts Jurgen,10,Lotto Soudal,\u25bc3,3,2015
29,163,7,,Bakelants Jan,11,AG2R La Mondiale,-,3,2015
28,78,6,8.0,Spilak Simon,12,Team Katusha,\u25bc4,3,2015
24,168,6,9.0,Domont Axel,13,AG2R La Mondiale,\u25bc4,3,2015
25,27,6,,Br\xe4ndle Matthias,14,IAM Cycling,-,3,2015
24,85,5,10.0,Dumoulin Tom,15,Team Giant - Alpecin,\u25bc5,3,2015
32,57,4,11.0,Siutsou Kanstantsin,16,Team Sky,\u25bc5,3,2015
25,46,4,,Majka Rafa\u0142,17,Tinkoff - Saxo,-,3,2015
30,14,4,12.0,Didier Laurent,18,Trek Factory Racing,\u25bc6,3,2015
27,51,3,,Henao Sergio Luis,19,Team Sky,-,3,2015
25,131,2,13.0,Pinot Thibaut,20,FDJ,\u25bc7,3,2015
27,32,2,14.0,Atapuma John Darwin,21,BMC Racing Team,\u25bc7,3,2015
26,12,1,,Arredondo Juli\xe1n David,22,Trek Factory Racing,-,3,2015
28,22,1,15.0,Coppel J\xe9rome,23,IAM Cycling,\u25bc8,3,2015
30,86,1,16.0,Fr\xf6hlinger Johannes,24,Team Giant - Alpecin,\u25bc8,3,2015
27,23,28,1.0,Denifl Stefan,1,IAM Cycling,-,4,2015
21,6,22,2.0,Pibernik Luka,2,Lampre - Merida,-,4,2015
28,125,18,,De Gendt Thomas,3,Lotto Soudal,-,4,2015
30,172,16,3.0,Samoilau Branislau,4,CCC Sprandi Polkowice,\u25bc1,4,2015
31,186,15,4.0,Marcato Marco,5,Wanty - Groupe Gobert,\u25bc1,4,2015
27,108,15,6.0,Meyer Cameron,6,Orica GreenEDGE,-,4,2015
30,151,14,5.0,Fuglsang Jakob,7,Astana Pro Team,\u25bc2,4,2015
30,154,10,7.0,Agnoli Valerio,8,Astana Pro Team,\u25bc1,4,2015
