Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
29,167,61,+1:03,,,Murphy John,61,UnitedHealthcare Pro Cycling Team,1:03 1:03,+1:03,,,1,2014
28,38,62,+1:25,,,Wyss Danilo,62,BMC Racing Team,1:25 1:25,+1:25,,,1,2014
25,25,63,+1:25,,,Ligthart Pim,63,Lotto Belisol,",, 1:25",+1:25,,,1,2014
25,133,64,+1:25,,,Jarc Bla\u017e,64,Team NetApp \u2013 Endura,",, 1:25",+1:25,,,1,2014
25,127,65,+1:25,,,Kump Marko,65,Tinkoff - Saxo,",, 1:25",+1:25,,,1,2014
34,14,66,+1:53,,,Popovych Yaroslav,66,Trek Factory Racing,1:53 1:53,+1:53,,,1,2014
28,47,67,+1:53,,,van Emden Jos,67,Belkin-Pro Cycling Team,",, 1:53",+1:53,,,1,2014
30,48,68,+1:53,,,Wagner Robert,68,Belkin-Pro Cycling Team,",, 1:53",+1:53,,,1,2014
34,63,69,+2:03,,,Pate Danny,69,Team Sky,2:03 2:03,+2:03,,,1,2014
23,66,70,+2:03,,,Rowe Luke,70,Team Sky,",, 2:03",+2:03,,,1,2014
24,113,71,+2:03,,,Howard Leigh,71,Orica GreenEDGE,",, 2:03",+2:03,,,1,2014
23,137,72,+2:03,,,Thwaites Scott,72,Team NetApp \u2013 Endura,",, 2:03",+2:03,,,1,2014
23,136,73,+2:21,,,Schwarzmann Michael,73,Team NetApp \u2013 Endura,2:21 2:21,+2:21,,,1,2014
32,57,74,+2:31,,,Mangel Laurent,74,FDJ.fr,2:31 2:31,+2:31,,,1,2014
26,156,75,+2:31,,,Vanspeybrouck Pieter,75,Topsport Vlaanderen - Baloise,",, 2:31",+2:31,,,1,2014
34,77,76,+2:38,,,Muravyev Dmitriy,76,Astana Pro Team,2:38 2:38,+2:38,,,1,2014
25,114,77,+2:40,,,Keukeleire Jens,77,Orica GreenEDGE,2:40 2:40,+2:40,,,1,2014
29,101,78,+4:22,,,Haussler Heinrich,78,IAM Cycling,4:22 4:22,+4:22,,,1,2014
22,82,79,+4:27,,,Haller Marco,79,Team Katusha,4:27 4:27,+4:27,,,1,2014
36,46,80,+4:56,,,Tjallingii Maarten,80,Belkin-Pro Cycling Team,4:56 4:56,+4:56,,,1,2014
34,44,81,+4:56,,,Brown Graeme,81,Belkin-Pro Cycling Team,",, 4:56",+4:56,,,1,2014
22,98,82,+10:35,,,Villella Davide,82,Cannondale,10:35 10:35,+10:35,,,1,2014
24,88,83,+10:35,,,Tsatevich Alexey,83,Team Katusha,",, 10:35",+10:35,,,1,2014
33,52,84,+10:35,,,Boucher David,84,FDJ.fr,",, 10:35",+10:35,,,1,2014
31,155,85,+10:35,,,Van Hecke Preben,85,Topsport Vlaanderen - Baloise,",, 10:35",+10:35,,,1,2014
26,122,86,+10:35,,,Boaro Manuele,86,Tinkoff - Saxo,",, 10:35",+10:35,,,1,2014
22,94,87,+10:35,,,Koch Michel,87,Cannondale,",, 10:35",+10:35,,,1,2014
32,62,88,+10:35,,,Knees Christian,88,Team Sky,",, 10:35",+10:35,,,1,2014
25,17,89,+10:35,,,Sergent Jesse,89,Trek Factory Racing,",, 10:35",+10:35,,,1,2014
34,84,90,+10:35,,,Kuchynski Aliaksandr,90,Team Katusha,",, 10:35",+10:35,,,1,2014
34,12,91,+10:35,,,Devolder Stijn,91,Trek Factory Racing,",, 10:35",+10:35,,,1,2014
26,175,92,+10:35,,,Colonna Paolo,92,Bardiani - CSF Pro Team,",, 10:35",+10:35,,,1,2014
29,72,93,+10:35,,,Agnoli Valerio,93,Astana Pro Team,",, 10:35",+10:35,,,1,2014
34,165,94,+10:35,,,Jones Chris,94,UnitedHealthcare Pro Cycling Team,",, 10:35",+10:35,,,1,2014
36,118,95,+10:35,,,Tuft Svein,95,Orica GreenEDGE,",, 10:35",+10:35,,,1,2014
34,54,96,+10:35,,,Fischer Murilo Antonio,96,FDJ.fr,",, 10:35",+10:35,,,1,2014
27,95,97,+10:35,,,Koren Kristijan,97,Cannondale,",, 10:35",+10:35,,,1,2014
25,91,98,+10:35,,,Viviani Elia,98,Cannondale,",, 10:35",+10:35,,,1,2014
33,73,99,+10:35,,,Bozic Borut,99,Astana Pro Team,",, 10:35",+10:35,,,1,2014
36,161,100,+10:35,,,F\xf6rster Robert,100,UnitedHealthcare Pro Cycling Team,",, 10:35",+10:35,,,1,2014
27,168,101,+10:35,,,Reijnen Kiel,101,UnitedHealthcare Pro Cycling Team,",, 10:35",+10:35,,,1,2014
33,16,102,+10:35,,,Roulston Hayden,102,Trek Factory Racing,",, 10:35",+10:35,,,1,2014
24,85,103,+10:35,,,Kuznetsov Viacheslav,103,Team Katusha,",, 10:35",+10:35,,,1,2014
32,61,104,+10:35,,,Eisel Bernhard,104,Team Sky,",, 10:35",+10:35,,,1,2014
27,83,105,+10:35,,,Isaychev Vladimir,105,Team Katusha,",, 10:35",+10:35,,,1,2014
24,64,106,+10:35,,,Puccio Salvatore,106,Team Sky,",, 10:35",+10:35,,,1,2014
26,87,107,+10:35,,,Smukulis Gatis,107,Team Katusha,",, 10:35",+10:35,,,1,2014
31,163,108,+10:35,,,Hanson Ken,108,UnitedHealthcare Pro Cycling Team,",, 10:35",+10:35,,,1,2014
22,35,109,+10:35,,,Lander Sebastian,109,BMC Racing Team,",, 10:35",+10:35,,,1,2014
23,188,110,+10:35,,,Haddi Soufiane,110,Skydive Dubai Pro Cycling Team,",, 10:35",+10:35,,,1,2014
31,184,111,+10:35,,,Jelloul Adil,111,Skydive Dubai Pro Cycling Team,",, 10:35",+10:35,,,1,2014
23,146,112,+10:35,,,Houle Hugo,112,AG2R La Mondiale,",, 10:35",+10:35,,,1,2014
24,42,113,+10:35,,,Bol Jetse,113,Belkin-Pro Cycling Team,",, 10:35",+10:35,,,1,2014
30,43,114,+10:35,,,Bos Theo,114,Belkin-Pro Cycling Team,",, 10:35",+10:35,,,1,2014
25,108,115,+10:35,,,Pelucchi Matteo,115,IAM Cycling,",, 10:35",+10:35,,,1,2014
24,172,116,+10:35,,,Boem Nicola,116,Bardiani - CSF Pro Team,",, 10:35",+10:35,,,1,2014
25,176,117,+10:35,,,Fortin Filippo,117,Bardiani - CSF Pro Team,",, 10:35",+10:35,,,1,2014
27,144,118,+10:35,,,Gaudin Damien,118,AG2R La Mondiale,",, 10:35",+10:35,,,1,2014
24,171,119,+10:35,,,Battaglin Enrico,119,Bardiani - CSF Pro Team,",, 10:35",+10:35,,,1,2014
27,28,120,+10:35,,,van Genechten Jonas,120,Lotto Belisol,",, 10:35",+10:35,,,1,2014
25,174,121,+10:35,,,Coledan Marco,121,Bardiani - CSF Pro Team,",, 10:35",+10:35,,,1,2014
27,138,122,+10:35,,,Voss Paul,122,Team NetApp \u2013 Endura,",, 10:35",+10:35,,,1,2014
30,134,123,+10:35,,,Schillinger Andreas,123,Team NetApp \u2013 Endura,",, 10:35",+10:35,,,1,2014
33,96,124,+10:35,,,Longo Borghini Paolo,124,Cannondale,",, 10:35",+10:35,,,1,2014
25,173,125,+10:35,,,Canola Marco,125,Bardiani - CSF Pro Team,",, 10:35",+10:35,,,1,2014
33,121,126,+10:35,,,Bennati Daniele,126,Tinkoff - Saxo,",, 10:35",+10:35,,,1,2014
27,186,127,+10:35,,,Pliuschin Alexandr,127,Skydive Dubai Pro Cycling Team,",, 10:35",+10:35,,,1,2014
27,92,128,+10:35,,,De Marchi Alessandro,128,Cannondale,",, 10:35",+10:35,,,1,2014
30,181,129,+10:35,,,Haedo Lucas Sebastian,129,Skydive Dubai Pro Cycling Team,",, 10:35",+10:35,,,1,2014
21,18,130,+10:35,,,Stuyven Jasper,130,Trek Factory Racing,",, 10:35",+10:35,,,1,2014
34,15,131,+10:35,,,Rast Gregory,131,Trek Factory Racing,",, 10:35",+10:35,,,1,2014
24,154,132,+10:35,,,Sprengers Thomas,132,Topsport Vlaanderen - Baloise,",, 10:35",+10:35,,,1,2014
30,166,133,+10:35,,,Maaskant Martijn,133,UnitedHealthcare Pro Cycling Team,",, 10:35",+10:35,,,1,2014
23,178,134,+10:35,,,Ruffoni Nicola,134,Bardiani - CSF Pro Team,",, 10:35",+10:35,,,1,2014
37,185,135,+17:10,,,Mancebo Francisco,135,Skydive Dubai Pro Cycling Team,17:10 17:10,+17:10,,,1,2014
24,75,136,+17:10,,,Huffman Evan,136,Astana Pro Team,",, 17:10",+17:10,,,1,2014
23,102,137,+17:10,,,Aregger Marcel,137,IAM Cycling,",, 17:10",+17:10,,,1,2014
29,106,138,+17:10,,,Ista Kevyn,138,IAM Cycling,",, 17:10",+17:10,,,1,2014
24,124,139,+17:10,,,Juul-Jensen Christopher,139,Tinkoff - Saxo,",, 17:10",+17:10,,,1,2014
25,135,140,+17:10,,,Schorn Daniel,140,Team NetApp \u2013 Endura,",, 17:10",+17:10,,,1,2014
22,111,141,+17:10,,,Hepburn Michael,141,Orica GreenEDGE,",, 17:10",+17:10,,,1,2014
27,107,142,+17:10,,,Klemme Dominic,142,IAM Cycling,",, 17:10",+17:10,,,1,2014
29,164,143,+17:10,,,Ile\u0161i\u010d Aldo Ino,143,UnitedHealthcare Pro Cycling Team,",, 17:10",+17:10,,,1,2014
39,105,144,+17:10,,,Hinault S\xe9bastien,144,IAM Cycling,",, 17:10",+17:10,,,1,2014
24,183,145,+17:10,,,Hasnaoui Maher,145,Skydive Dubai Pro Cycling Team,",, 17:10",+17:10,,,1,2014
26,143,146,+17:10,,,Gastauer Ben,146,AG2R La Mondiale,",, 17:10",+17:10,,,1,2014
26,145,147,+17:10,,,Gretsch Patrick,147,AG2R La Mondiale,",, 17:10",+17:10,,,1,2014
29,76,148,+17:10,,,Iglinskiy Valentin,148,Astana Pro Team,",, 17:10",+17:10,,,1,2014
33,148,149,+17:10,,,Riblon Christophe,149,AG2R La Mondiale,",, 17:10",+17:10,,,1,2014
21,125,150,+17:10,,,Kol\xe1\u0159 Michael,150,Tinkoff - Saxo,",, 17:10",+17:10,,,1,2014
30,187,151,+17:10,,,Pujol Oscar,151,Skydive Dubai Pro Cycling Team,",, 17:10",+17:10,,,1,2014
24,177,152,+17:10,,,Locatelli Stefano,152,Bardiani - CSF Pro Team,",, 17:10",+17:10,,,1,2014
29,6,1,+0:00,,1.0,Terpstra Niki,1,Omega Pharma - Quick-Step,6:43:30 6:43:30,+0:00,10.0,-,2,2014
28,26,2,+0:05,,2.0,Roelandts Jurgen,2,Lotto Belisol,0:05 0:05,+-1:56,,-,2,2014
33,1,3,+0:14,,8.0,Boonen Tom,3,Omega Pharma - Quick-Step,0:14 0:14,+-1:51,,\u25b25,2,2014
28,128,4,+0:20,,13.0,M\xf8rk\xf8v Michael,4,Tinkoff - Saxo,0:20 0:20,+-1:57,,\u25b29,2,2014
31,27,5,+0:26,,12.0,Sieberg Marcel,5,Lotto Belisol,0:26 0:26,+0:03,,\u25b27,2,2014
23,2,6,+0:26,,25.0,Fenn Andrew,6,Omega Pharma - Quick-Step,",, 0:26",+0:03,,\u25b219,2,2014
26,67,7,+0:26,,39.0,Stannard Ian,7,Team Sky,",, 0:26",+0:03,,\u25b232,2,2014
29,123,8,+0:26,,54.0,Breschel Matti,8,Tinkoff - Saxo,",, 0:26",+0:03,,\u25b246,2,2014
28,41,9,+0:31,,27.0,Boom Lars,9,Belkin-Pro Cycling Team,0:31 0:31,+0:08,,\u25b218,2,2014
38,126,10,+0:31,,53.0,Kroon Karsten,10,Tinkoff - Saxo,",, 0:31",+0:08,,\u25b243,2,2014
27,4,11,+0:34,,33.0,Maes Nikolas,11,Omega Pharma - Quick-Step,0:34 0:34,+0:11,,\u25b222,2,2014
22,7,12,+0:40,,7.0,van Keirsbulck Guillaume,12,Omega Pharma - Quick-Step,0:40 0:40,+0:17,,\u25bc5,2,2014
29,8,13,+0:40,,35.0,Vandenbergh Stijn,13,Omega Pharma - Quick-Step,",, 0:40",+0:17,,\u25b222,2,2014
27,36,14,+1:03,,3.0,Schar Michael,14,BMC Racing Team,1:03 1:03,+0:51,,\u25bc11,2,2014
27,115,15,+1:13,,14.0,Kruopis Aidis,15,Orica GreenEDGE,1:13 1:13,+0:50,,\u25bc1,2,2014
22,51,16,+1:14,,10.0,D\xe9mare Arnaud,16,FDJ.fr,1:14 1:14,+0:51,,\u25bc6,2,2014
25,151,17,+1:14,,11.0,van Staeyen Michael,17,Topsport Vlaanderen - Baloise,",, 1:14",+0:51,,\u25bc6,2,2014
24,86,18,+1:14,,21.0,Selig R\xfcdiger,18,Team Katusha,",, 1:14",+0:51,,\u25b23,2,2014
31,21,19,+1:14,,24.0,Greipel Andr\xe9,19,Lotto Belisol,",, 1:14",+0:51,,\u25b25,2,2014
22,45,20,+1:14,,9.0,Markus Barry,20,Belkin-Pro Cycling Team,",, 1:14",+0:51,,\u25bc11,2,2014
31,3,21,+1:14,,30.0,Keisse Iljo,21,Omega Pharma - Quick-Step,",, 1:14",+0:51,,\u25b29,2,2014
35,112,22,+1:14,,29.0,Hayman Mathew,22,Orica GreenEDGE,",, 1:14",+0:51,,\u25b27,2,2014
29,97,23,+1:14,,28.0,Marangoni Alan,23,Cannondale,",, 1:14",+0:51,,\u25b25,2,2014
28,53,24,+1:14,,36.0,Delage Micka\xebl,24,FDJ.fr,",, 1:14",+0:51,,\u25b212,2,2014
24,158,25,+1:14,,32.0,Wallays Jelle,25,Topsport Vlaanderen - Baloise,",, 1:14",+0:51,,\u25b27,2,2014
33,5,26,+1:14,,23.0,Steegmans Gert,26,Omega Pharma - Quick-Step,",, 1:14",+0:51,,\u25bc3,2,2014
34,22,27,+1:14,,50.0,Bak Lars Ytting,27,Lotto Belisol,",, 1:14",+0:51,,\u25b223,2,2014
31,31,28,+1:14,,41.0,Gilbert Philippe,28,BMC Racing Team,",, 1:14",+0:51,,\u25b213,2,2014
28,34,29,+1:14,,42.0,Kohler Martin,29,BMC Racing Team,",, 1:14",+0:51,,\u25b213,2,2014
27,156,30,+1:14,,75.0,Vanspeybrouck Pieter,30,Topsport Vlaanderen - Baloise,",, 1:14",+-2:43,,\u25b245,2,2014
26,74,31,+1:14,,49.0,Guarnieri Jacopo,31,Astana Pro Team,",, 1:14",+0:51,,\u25b218,2,2014
31,147,32,+1:51,,60.0,Mondory Lloyd,32,AG2R La Mondiale,1:51 1:51,+0:51,,\u25b228,2,2014
34,14,33,+2:03,,66.0,Popovych Yaroslav,33,Trek Factory Racing,2:03 2:03,+0:10,,\u25b233,2,2014
25,133,34,+2:16,,64.0,Jarc Bla\u017e,34,Team NetApp \u2013 Endura,2:16 2:16,+0:51,,\u25b230,2,2014
23,66,35,+2:24,,70.0,Rowe Luke,35,Team Sky,2:24 2:24,+0:21,,\u25b235,2,2014
30,48,36,+2:44,,68.0,Wagner Robert,36,Belkin-Pro Cycling Team,2:44 2:44,+0:51,,\u25b232,2,2014
28,47,37,+2:44,,67.0,van Emden Jos,37,Belkin-Pro Cycling Team,",, 2:44",+0:51,,\u25b230,2,2014
35,103,38,+2:48,,4.0,Elmiger Martin,38,IAM Cycling,2:48 2:48,+2:31,,\u25bc34,2,2014
26,81,39,+2:52,,5.0,Kristoff Alexander,39,Team Katusha,2:52 2:52,+2:31,,\u25bc34,2,2014
28,37,40,+2:54,,17.0,Van Avermaet Greg,40,BMC Racing Team,2:54 2:54,+2:31,,\u25bc23,2,2014
29,68,41,+2:54,,15.0,Sutton Chris,41,Team Sky,",, 2:54",+2:31,,\u25bc26,2,2014
30,32,42,+2:54,,34.0,Burghardt Marcus,42,BMC Racing Team,",, 2:54",+2:31,,\u25bc8,2,2014
22,157,43,+2:54,,40.0,Waeytens Zico,43,Topsport Vlaanderen - Baloise,",, 2:54",+2:31,,\u25bc3,2,2014
23,33,44,+2:54,,51.0,Dillier Silvan,44,BMC Racing Team,",, 2:54",+2:31,,\u25b27,2,2014
26,132,45,+2:54,,48.0,Dempster Zakkari,45,Team NetApp \u2013 Endura,",, 2:54",+2:31,,\u25b23,2,2014
37,65,46,+2:54,,52.0,Rasch Gabriel,46,Team Sky,",, 2:54",+2:31,,\u25b26,2,2014
27,104,47,+3:31,,59.0,Goddaert Kristof,47,IAM Cycling,3:31 3:31,+2:31,,\u25b212,2,2014
25,114,48,+3:31,,77.0,Keukeleire Jens,48,Orica GreenEDGE,",, 3:31",+0:51,,\u25b229,2,2014
25,127,49,+3:56,,65.0,Kump Marko,49,Tinkoff - Saxo,3:56 3:56,+2:31,,\u25b216,2,2014
25,25,50,+3:56,,63.0,Ligthart Pim,50,Lotto Belisol,",, 3:56",+2:31,,\u25b213,2,2014
36,46,51,+5:47,,80.0,Tjallingii Maarten,51,Belkin-Pro Cycling Team,5:47 5:47,+0:51,,\u25b229,2,2014
26,23,52,+5:55,,58.0,Boeckmans Kris,52,Lotto Belisol,5:55 5:55,+5:32,,\u25b26,2,2014
29,101,53,+7:12,,78.0,Haussler Heinrich,53,IAM Cycling,7:12 7:12,+2:50,,\u25b225,2,2014
23,131,54,+7:32,,6.0,Bennett Sam,54,Team NetApp \u2013 Endura,7:32 7:32,+7:10,,\u25bc48,2,2014
28,182,55,+7:33,,19.0,Chtioui Rafa\xe2,55,Skydive Dubai Pro Cycling Team,7:33 7:33,+7:10,,\u25bc36,2,2014
27,58,56,+7:33,,18.0,Offredo Yoann,56,FDJ.fr,",, 7:33",+7:10,,\u25bc38,2,2014
27,152,57,+7:33,,22.0,Jacobs Pieter,57,Topsport Vlaanderen - Baloise,",, 7:33",+7:10,,\u25bc35,2,2014
28,142,58,+7:33,,38.0,Bagdonas Gediminas,58,AG2R La Mondiale,",, 7:33",+7:10,,\u25bc20,2,2014
24,71,59,+7:33,,43.0,Guardini Andrea,59,Astana Pro Team,",, 7:33",+7:10,,\u25bc16,2,2014
25,153,60,+7:33,,31.0,Salomein Jarl,60,Topsport Vlaanderen - Baloise,",, 7:33",+7:10,,\u25bc29,2,2014
34,13,61,+7:33,,47.0,Irizar Markel,61,Trek Factory Racing,",, 7:33",+7:10,,\u25bc14,2,2014
31,78,62,+7:33,,16.0,Westra Lieuwe,62,Astana Pro Team,",, 7:33",+7:10,,\u25bc46,2,2014
29,55,63,+7:33,,37.0,Ladagnous Matthieu,63,FDJ.fr,",, 7:33",+7:10,,\u25bc26,2,2014
29,162,64,+7:33,,20.0,Bazzana Alessandro,64,UnitedHealthcare Pro Cycling Team,",, 7:33",+7:10,,\u25bc44,2,2014
29,141,65,+7:33,,46.0,Turgot S\xe9bastien,65,AG2R La Mondiale,",, 7:33",+7:10,,\u25bc19,2,2014
32,11,66,+7:33,,44.0,Cancellara Fabian,66,Trek Factory Racing,",, 7:33",+7:10,,\u25bc22,2,2014
23,56,67,+7:33,,45.0,Le Bon Johan,67,FDJ.fr,",, 7:33",+7:10,,\u25bc22,2,2014
33,117,68,+7:33,,26.0,Mouris Jens,68,Orica GreenEDGE,",, 7:33",+7:10,,\u25bc42,2,2014
29,93,69,+7:33,,56.0,Gatto Oscar,69,Cannondale,",, 7:33",+7:10,,\u25bc13,2,2014
25,24,70,+7:33,,55.0,Dockx Gert,70,Lotto Belisol,",, 7:33",+7:10,,\u25bc15,2,2014
34,116,71,+7:33,,57.0,Lancaster Brett,71,Orica GreenEDGE,",, 7:33",+7:10,,\u25bc14,2,2014
29,167,72,+8:13,,61.0,Murphy John,72,UnitedHealthcare Pro Cycling Team,8:13 8:13,+7:10,,\u25bc11,2,2014
28,38,73,+8:35,,62.0,Wyss Danilo,73,BMC Racing Team,8:35 8:35,+7:10,,\u25bc11,2,2014
24,113,74,+9:13,,71.0,Howard Leigh,74,Orica GreenEDGE,9:13 9:13,+7:10,,\u25bc3,2,2014
23,137,75,+9:13,,72.0,Thwaites Scott,75,Team NetApp \u2013 Endura,",, 9:13",+7:10,,\u25bc3,2,2014
34,63,76,+9:13,,69.0,Pate Danny,76,Team Sky,",, 9:13",+7:10,,\u25bc7,2,2014
23,136,77,+9:31,,73.0,Schwarzmann Michael,77,Team NetApp \u2013 Endura,9:31 9:31,+7:10,,\u25bc4,2,2014
32,57,78,+9:41,,74.0,Mangel Laurent,78,FDJ.fr,9:41 9:41,+7:10,,\u25bc4,2,2014
34,77,79,+9:48,,76.0,Muravyev Dmitriy,79,Astana Pro Team,9:48 9:48,+7:10,,\u25bc3,2,2014
32,61,80,+10:52,,104.0,Eisel Bernhard,80,Team Sky,10:52 10:52,+0:17,,\u25b224,2,2014
26,87,81,+10:56,,107.0,Smukulis Gatis,81,Team Katusha,10:56 10:56,+0:21,,\u25b226,2,2014
25,174,82,+11:26,,121.0,Coledan Marco,82,Bardiani - CSF Pro Team,11:26 11:26,+0:51,,\u25b239,2,2014
24,85,83,+11:26,,103.0,Kuznetsov Viacheslav,83,Team Katusha,",, 11:26",+0:51,,\u25b220,2,2014
30,134,84,+11:26,,123.0,Schillinger Andreas,84,Team NetApp \u2013 Endura,",, 11:26",+0:51,,\u25b239,2,2014
